time/episodes,train/learning_rate,rollout/success rate,time/total timesteps,train/actor_loss,train/n_updates,train/critic_loss,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
253,0.001,0.51,1067428,114.99258026123047,1067300,11.495401245355605,20,-3681.45726175,3743.75,52093
254,0.001,0.51,1072428,110.88369644165039,1072300,7.054846370816231,20,-3664.7157479899997,3743.75,52339
255,0.001,0.51,1075953,111.39304122924804,1075800,3.88931613445282,20,-3678.9428417,3770.12,52506
256,0.001,0.52,1077235,109.42644439697266,1077100,26.962898473739624,20,-3676.9723412399994,3732.94,52569
257,0.001,0.53,1077498,111.27457717895508,1077300,8.746573328375817,20,-3576.7411559699995,3685.57,52589
258,0.001,0.54,1077897,113.09444717407227,1077700,2.957156305909157,20,-3465.7991332299994,3639.56,52608
259,0.001,0.54,1082327,110.8279962158203,1082200,8.175130398273469,20,-3486.78460094,3654.56,52824
260,0.001,0.55,1086241,110.43084259033203,1086100,4.1388867926597595,20,-3418.9862468799997,3643.7,53019
261,0.001,0.54,1091241,111.97037078857421,1091100,3.2664384174346925,20,-3392.63752745,3647.57,53259
262,0.001,0.54,1095888,108.58065414428711,1095700,2.2021368449926375,20,-3394.0118690800005,3662.26,53483
263,0.001,0.54,1100888,110.53366333007813,1100700,3.851272969841957,20,-3327.46103037,3662.26,53727
264,0.001,0.55,1104723,108.1892283630371,1104600,3.6226256626844404,20,-3273.21240485,3650.61,53920
265,0.001,0.56,1107489,109.83141571044922,1107300,4.7911700838804245,20,-3192.06064534,3628.27,54068
266,0.001,0.57,1111618,111.61968322753906,1111500,14.880684473514556,20,-3201.3653890799997,3619.56,54272
267,0.001,0.57,1114145,108.48083099365235,1114000,7.971893482208252,20,-3244.3817249499994,3636.29,54395
268,0.001,0.57,1116643,110.16623779296874,1116500,4.906650421619415,20,-3254.8909910599996,3614.6,54518
269,0.001,0.56,1121643,107.2576171875,1121500,26.13782334268093,20,-3276.4563349600007,3657.5,54762
270,0.001,0.57,1124775,108.25213500976562,1124600,7.075928873419762,20,-3279.24015755,3638.82,54911
271,0.001,0.58,1127473,105.95523345947265,1127300,7.908426140546799,20,-3259.3857121900005,3615.8,55048
272,0.001,0.59,1129581,108.68185684204101,1129400,9.845883347392082,20,-3145.8170472100005,3586.88,55146
273,0.001,0.6,1131982,106.46663269042969,1131800,2.5465984070301055,20,-3095.20732969,3560.89,55264
274,0.001,0.61,1132404,107.12130737304688,1132300,5.420723608136177,20,-3048.2861371099993,3515.11,55289
275,0.001,0.62,1134932,107.25420776367187,1134800,3.931352343559265,20,-2991.9888789899996,3490.39,55412
276,0.001,0.62,1136999,105.76629791259765,1136800,7.952405363321304,20,-2950.6835474000004,3462.24,55511
277,0.001,0.62,1139935,109.57591674804688,1139800,6.619976941347122,20,-2942.8762863400007,3459.57,55655
278,0.001,0.63,1141122,105.13630569458007,1141000,4.21631254017353,20,-2901.0218731200007,3421.44,55711
279,0.001,0.63,1145136,106.71146163940429,1145000,6.806274812817573,20,-2903.46131002,3445.82,55912
280,0.001,0.63,1149936,107.10051376342773,1149800,10.084896850585938,20,-2907.01847393,3452.76,56141
281,0.001,0.63,1152456,104.02281356811524,1152300,3.5627956891059878,20,-2916.62364997,3466.48,56262
282,0.001,0.63,1154230,104.91397354125976,1154100,6.6925516295433045,20,-2914.06057421,3457.66,56353
283,0.001,0.63,1159230,105.98216644287109,1159100,3.5355091363191606,20,-2902.28422156,3457.66,56596
284,0.001,0.62,1164230,102.21211181640625,1164100,7.321714929938317,20,-2926.0130082500004,3472.0,56836
285,0.001,0.62,1169230,104.18053741455078,1169100,3.186818931698799,20,-2915.6352067700004,3472.0,57079
286,0.001,0.62,1171696,103.43565322875976,1171500,9.277074685692787,20,-2920.8903107100004,3496.09,57198
287,0.001,0.62,1172430,103.71044815063476,1172300,13.356004008352757,20,-2903.18193143,3482.65,57230
288,0.001,0.63,1176612,105.41057464599609,1176500,9.80404161632061,20,-2875.2590069400003,3474.47,57435
289,0.001,0.64,1180803,102.34124694824219,1180700,8.473064067363739,20,-2838.67813785,3466.38,57642
290,0.001,0.64,1183760,103.7984928894043,1183600,9.001055388450622,20,-2827.33253669,3478.61,57781
291,0.001,0.65,1186887,100.93083908081054,1186700,9.238452708125115,20,-2788.24374296,3459.88,57936
292,0.001,0.64,1191887,101.27582138061524,1191700,3.0439082878828048,20,-2831.1660853,3497.37,58181
293,0.001,0.65,1194323,100.59839248657227,1194200,5.326144191026688,20,-2828.36274544,3471.73,58297
294,0.001,0.65,1196196,101.52439147949218,1196000,14.089394762516022,20,-2834.4036688799997,3486.47,58388
295,0.001,0.65,1198291,101.82873229980468,1198100,3.278139563500881,20,-2834.4020868900006,3485.05,58493
296,0.001,0.66,1200427,101.18848510742187,1200300,1.3368193051218986,20,-2703.30776121,3456.41,58591
297,0.001,0.65,1205427,99.92241058349609,1205300,12.115353967547417,20,-2690.5948884100003,3463.46,58835
298,0.001,0.65,1210427,99.48896438598632,1210300,3.5762779438495635,20,-2681.90799297,3463.46,59079
299,0.001,0.65,1215427,100.05579162597657,1215300,13.641217366456985,20,-2694.7933220699992,3463.46,59322
300,0.001,0.66,1216364,98.93887161254882,1216200,8.257463202476501,20,-2684.149141289999,3422.83,59370
301,0.001,0.66,1219771,98.57205337524414,1219600,11.10254273712635,20,-2693.18218912,3429.65,59539
302,0.001,0.66,1221771,99.2805599975586,1221600,1.704313485622406,20,-2670.39667564,3409.16,59631
303,0.001,0.67,1223300,98.4040740966797,1223100,3.219383252263069,20,-2647.89552167,3374.45,59705
304,0.001,0.68,1225847,97.13919418334962,1225700,14.472532713413239,20,-2594.1095958499996,3349.92,59831
305,0.001,0.68,1226394,99.02981170654297,1226200,8.602628660202026,20,-2582.25413965,3325.3,59860
306,0.001,0.69,1229747,98.09521179199218,1229600,4.636015983223915,20,-2570.31187993,3308.83,60025
307,0.001,0.69,1231444,98.41613586425781,1231300,9.862541783452034,20,-2557.60755786,3277.29,60106
308,0.001,0.69,1231607,101.00187164306641,1231500,3.460963547825813,20,-2521.69720126,3252.7,60113
309,0.001,0.7,1235994,96.65315841674804,1235800,7.052611648440361,20,-2505.64531346,3246.57,60328
310,0.001,0.71,1237922,98.0044580078125,1237800,9.842047227621078,20,-2481.7031809999994,3215.85,60421
311,0.001,0.71,1242922,98.6801658630371,1242800,7.230250000953674,20,-2500.24868504,3215.85,60663
312,0.001,0.71,1244248,97.29347457885743,1244100,1.4516243028640747,20,-2459.50395652,3185.61,60728
313,0.001,0.72,1246056,96.29510360717774,1245900,21.28230890035629,20,-2437.21995165,3153.69,60818
314,0.001,0.73,1247882,96.13809356689453,1247700,5.667584637403488,20,-2439.23768137,3121.95,60907
315,0.001,0.73,1249360,99.39371109008789,1249200,2.230419807434082,20,-2440.59357555,3104.21,60977
316,0.001,0.73,1252842,96.77606475830078,1252700,13.622627806663512,20,-2415.64050023,3091.56,61151
317,0.001,0.73,1254965,96.7478727722168,1254800,4.7571549242734905,20,-2393.01321659,3074.33,61254
318,0.001,0.73,1256170,98.27114364624023,1256000,3.0739052575826644,20,-2397.27612521,3082.26,61312
319,0.001,0.73,1257257,97.5052703857422,1257100,13.724043422341346,20,-2384.6538373699996,3047.4,61360
320,0.001,0.74,1261074,94.13782897949218,1260900,14.323304198980331,20,-2282.58778594,3035.57,61549
321,0.001,0.75,1263538,95.79633148193359,1263400,6.427660147547722,20,-2274.37544099,3010.21,61667
322,0.001,0.75,1266306,96.40248138427734,1266200,19.55139942884445,20,-2285.1399974300007,3021.86,61808
323,0.001,0.76,1266933,95.42416488647461,1266800,6.065532255172729,20,-2195.41106781,2978.13,61835
324,0.001,0.76,1269656,96.5116342163086,1269500,3.4058695328235626,20,-2183.7410889000002,2987.37,61966
325,0.001,0.77,1274073,97.57625930786133,1273900,9.653022834062575,20,-2082.0304340300004,2981.54,62186
326,0.001,0.78,1275048,96.40762573242188,1274900,7.939472187161446,20,-2035.9593703400003,2941.29,62233
327,0.001,0.79,1276886,97.45870315551758,1276700,2.3594962412118914,20,-1929.9849409400003,2909.67,62322
328,0.001,0.79,1277678,95.56851165771485,1277500,15.555683230161668,20,-1907.4978900800002,2879.53,62362
329,0.001,0.79,1279891,95.80714065551757,1279700,10.153966767191887,20,-1899.1644855,2860.9,62463
330,0.001,0.8,1281216,98.14156051635742,1281100,21.885094618201254,20,-1867.6221270600001,2824.15,62530
331,0.001,0.81,1281927,93.90505767822266,1281800,9.779301074743271,20,-1807.6337281700003,2781.26,62568
332,0.001,0.81,1283746,95.29537887573242,1283600,3.115690458416939,20,-1807.7092587400005,2776.38,62655
333,0.001,0.81,1284536,93.34270889282226,1284400,2.8778009474277497,20,-1775.8074934899998,2746.29,62694
334,0.001,0.82,1286333,96.07211303710938,1286200,12.731390216946602,20,-1759.6427987000002,2714.26,62783
335,0.001,0.82,1286797,93.98086212158204,1286600,3.80273486495018,20,-1719.5691537900002,2678.98,62807
336,0.001,0.83,1288479,94.06173568725586,1288300,7.042125353813171,20,-1689.77268185,2645.8,62885
337,0.001,0.83,1288882,94.07169403076172,1288700,7.360561909079552,20,-1675.36546404,2631.52,62907
338,0.001,0.84,1289574,94.9577180480957,1289400,6.92974790751934,20,-1627.4790075300002,2588.44,62939
339,0.001,0.84,1292110,93.22080322265624,1292000,9.391101397275925,20,-1638.8669876500003,2605.57,63062
340,0.001,0.84,1292703,92.45542587280273,1292600,4.786007602214813,20,-1641.9184075700005,2604.51,63091
341,0.001,0.85,1295620,95.46709075927734,1295500,1.6477128463983535,20,-1637.5581584200002,2583.68,63235
342,0.001,0.85,1297641,92.8323031616211,1297500,8.518358973264695,20,-1602.58877183,2575.29,63330
343,0.001,0.85,1299390,92.44987518310546,1299200,7.1285388189554215,20,-1597.9757718399997,2576.82,63417
344,0.001,0.85,1300272,94.1469612121582,1300100,4.100095733404159,20,-1597.9726424899998,2576.68,63459
345,0.001,0.85,1301545,92.32843872070312,1301400,1.8597595930099486,20,-1597.1327517299994,2572.5,63522
346,0.001,0.85,1304188,95.03000717163086,1304000,7.1055905830860135,20,-1591.3732821799997,2582.13,63655
347,0.001,0.86,1305510,92.80448715209961,1305400,6.935506962537765,20,-1602.5611286199994,2545.35,63720
348,0.001,0.86,1306497,93.15584777832031,1306300,5.629499642252922,20,-1604.5204609299994,2543.88,63765
349,0.001,0.86,1311497,93.18244979858399,1311300,3.8048024570941923,20,-1585.0761688999999,2543.88,64004
350,0.001,0.86,1313254,93.13410614013672,1313100,18.845618715882303,20,-1602.94247228,2552.43,64095
351,0.001,0.86,1316601,93.59494171142578,1316500,2.003680799305439,20,-1612.4695730699998,2557.15,64254
352,0.001,0.87,1318931,93.54631103515625,1318800,7.324172670841217,20,-1595.17794929,2530.45,64365
353,0.001,0.87,1320194,93.19921569824218,1320000,7.878678960204124,20,-1608.05042557,2527.66,64426
354,0.001,0.88,1321816,92.66492111206054,1321700,4.791592091321945,20,-1600.11564728,2493.88,64511
355,0.001,0.88,1324765,94.13261352539062,1324600,8.189501196146011,20,-1622.72156059,2488.12,64653
356,0.001,0.88,1325871,92.96546127319336,1325700,9.26385632455349,20,-1620.72510247,2486.36,64708
357,0.001,0.88,1327346,92.50832077026367,1327200,3.2830807241797446,20,-1634.36448522,2498.48,64778
358,0.001,0.88,1329116,93.29291107177734,1329000,7.694647820591927,20,-1644.8332926100002,2512.19,64860
359,0.001,0.88,1330338,93.10970642089843,1330200,6.032347763776779,20,-1613.35764879,2480.11,64920
360,0.001,0.88,1331182,93.72840454101562,1331000,2.0657492861151696,20,-1612.7844078299997,2449.41,64964
361,0.001,0.89,1331907,91.20841247558593,1331800,2.5037782257795334,20,-1603.3624418299996,2406.66,65002
362,0.001,0.89,1332752,93.36006881713867,1332600,3.4377536004781724,20,-1581.92681105,2368.64,65038
363,0.001,0.9,1333585,93.57093383789062,1333400,3.8889155164361,20,-1581.2355383999998,2326.97,65082
364,0.001,0.9,1334363,93.44365280151368,1334200,2.8206866979599,20,-1564.8748650099997,2296.4,65121
365,0.001,0.9,1334709,92.35614242553712,1334600,12.866527484059334,20,-1555.6080748,2272.2,65139
366,0.001,0.9,1334912,92.42072311401367,1334800,6.8953558248281475,20,-1493.3751299799999,2232.94,65147
367,0.001,0.9,1336761,91.9340023803711,1336600,15.907860307097435,20,-1468.2679500799998,2226.16,65236
368,0.001,0.9,1337080,93.12993927001953,1336900,8.136360165476798,20,-1446.6893623099998,2204.37,65255
369,0.001,0.91,1337988,92.10137054443359,1337800,1.9894119995832442,20,-1433.39048513,2163.45,65296
370,0.001,0.91,1338950,93.27352233886718,1338800,7.859549777507782,20,-1408.4687753700002,2141.75,65343
371,0.001,0.91,1339518,93.10958435058593,1339400,7.056975676417351,20,-1382.7801834600002,2120.45,65375
372,0.001,0.91,1342401,91.11351272583008,1342300,3.849817208647728,20,-1392.80236363,2128.2,65514
373,0.001,0.91,1345449,93.03720672607422,1345300,7.177554440498352,20,-1413.05803125,2134.67,65658
374,0.001,0.91,1347885,91.8958807373047,1347700,20.0233637291193,20,-1418.1721656599998,2154.81,65778
375,0.001,0.91,1349598,90.11773391723632,1349400,10.780563381910325,20,-1415.1051433599996,2146.66,65866
376,0.001,0.91,1350776,91.20434906005859,1350600,6.112713831067086,20,-1413.7158728099996,2137.77,65929
377,0.001,0.91,1351785,90.97689727783204,1351600,4.076089449524879,20,-1414.9737516299997,2118.5,65977
378,0.001,0.91,1354461,91.29917098999023,1354300,5.522022978067398,20,-1419.9341216599998,2133.39,66115
379,0.001,0.91,1355180,91.27559204101563,1355000,5.093152266740799,20,-1406.0997409099998,2100.44,66146
380,0.001,0.91,1355753,91.90983535766601,1355600,14.142668137550354,20,-1399.96685981,2058.17,66181
381,0.001,0.91,1356983,90.67684997558594,1356800,11.077368217110633,20,-1395.1056220999997,2045.27,66242
382,0.001,0.91,1359017,90.2123666381836,1358900,12.859662358760835,20,-1409.95083587,2047.87,66342
383,0.001,0.92,1361355,92.44707672119141,1361200,5.89657975256443,20,-1417.9012759099996,2021.25,66455
384,0.001,0.93,1362265,92.47837982177734,1362100,4.984075520038605,20,-1389.47662189,1980.35,66501
385,0.001,0.94,1365049,89.60668289184571,1364900,5.706454290151596,20,-1374.3525921100002,1958.19,66634
386,0.001,0.94,1366513,88.57970901489257,1366400,11.925351291894913,20,-1397.6370889600003,1948.17,66704
387,0.001,0.94,1367699,91.12244583129883,1367500,8.603810869455337,20,-1402.2553117500004,1952.69,66761
388,0.001,0.94,1368539,92.10867782592773,1368400,3.764203323125839,20,-1374.0470488200006,1919.27,66806
389,0.001,0.94,1370579,88.2614860534668,1370400,3.7289601695537566,20,-1378.5271694800003,1897.76,66909
390,0.001,0.94,1372000,88.86234497070312,1371800,15.288138989210129,20,-1386.2441313000004,1882.4,66976
391,0.001,0.93,1377000,91.29027618408203,1376800,5.750503073334694,20,-1396.6876932500004,1901.13,67219
392,0.001,0.94,1380258,88.91338180541992,1380100,18.032246156930924,20,-1358.0640933500001,1883.71,67373
393,0.001,0.94,1381107,89.44907257080078,1381000,4.235024093389511,20,-1342.80492046,1867.84,67419
394,0.001,0.94,1381812,88.702685546875,1381700,3.0773878514766695,20,-1344.2469302900001,1856.16,67454
395,0.001,0.94,1383956,87.69456741333008,1383800,8.291855892241001,20,-1331.42234024,1856.65,67557
396,0.001,0.94,1384864,89.59075592041016,1384700,5.5560855031013485,20,-1324.21654979,1844.37,67604
397,0.001,0.95,1385758,87.03451278686524,1385600,3.4748471981287,20,-1317.24209923,1803.31,67649
398,0.001,0.96,1386768,88.68652252197266,1386600,2.7985712093114854,20,-1310.12662018,1763.41,67693
399,0.001,0.97,1387441,86.89956359863281,1387300,6.612995749115944,20,-1279.94692141,1720.14,67728
400,0.001,0.97,1388013,89.20368362426758,1387900,1.5625931215286255,20,-1278.0806431499998,1716.49,67753
401,0.001,0.97,1388625,89.18976989746093,1388500,6.134627143740654,20,-1257.8192624,1688.54,67786
402,0.001,0.97,1389700,87.96111267089844,1389500,2.055484379529953,20,-1272.56765357,1679.29,67841
403,0.001,0.97,1390421,88.59194061279297,1390300,8.793196203708648,20,-1253.7558586999999,1671.21,67871
404,0.001,0.97,1391342,88.91226745605469,1391200,3.4859919613599777,20,-1243.1227066499998,1654.95,67919
405,0.001,0.97,1392355,87.0655909729004,1392200,4.750709437727928,20,-1250.431822,1659.61,67969
406,0.001,0.97,1392509,87.52367553710937,1392400,1.6609649726748466,20,-1231.86253873,1627.62,67977
407,0.001,0.97,1395466,88.21244903564452,1395300,16.072532722949983,20,-1225.0069230200002,1640.22,68118
408,0.001,0.97,1396728,85.59071578979493,1396600,1.8662856692075729,20,-1236.7858076000002,1651.21,68184
409,0.001,0.97,1397843,87.21304718017578,1397700,8.455016144514083,20,-1228.34655341,1618.49,68239
410,0.001,0.97,1398341,88.49191925048828,1398200,9.328991408348083,20,-1207.43614665,1604.19,68271
411,0.001,0.98,1399207,85.23403823852539,1399100,10.165479875206948,20,-1171.35945615,1562.85,68313
412,0.001,0.98,1403494,87.21799194335938,1403300,4.285884490013123,20,-1174.26757618,1592.46,68530
413,0.001,0.97,1408494,85.5003729248047,1408300,13.287178438305855,20,-1194.28142092,1624.38,68780
414,0.001,0.97,1409709,86.2751512145996,1409600,2.6427599626779554,20,-1173.78220805,1618.27,68841
415,0.001,0.97,1411042,87.13127319335938,1410900,8.38689848601818,20,-1166.6117582000002,1616.82,68907
416,0.001,0.97,1414234,85.12736190795898,1414100,4.012544550299644,20,-1162.0013075600002,1613.92,69071
417,0.001,0.97,1417806,85.93673126220703,1417700,3.4586509329080584,20,-1155.4439431700002,1628.41,69245
418,0.001,0.97,1418323,85.59389434814453,1418200,1.482622790336609,20,-1153.16570492,1621.53,69268
419,0.001,0.97,1418954,85.08553009033203,1418800,14.019980603456498,20,-1146.0890441700003,1616.97,69301
420,0.001,0.97,1419142,85.59430419921875,1419000,7.376414976119995,20,-1130.4215909200002,1580.68,69311
421,0.001,0.97,1419848,83.66718338012696,1419700,11.634501857757568,20,-1119.2068730500002,1563.1,69341
422,0.001,0.97,1420449,84.6128143310547,1420300,6.335536557435989,20,-1108.9081053500001,1541.43,69374
423,0.001,0.97,1422535,84.41359130859375,1422400,5.271225772202015,20,-1120.5156773700003,1556.02,69472
424,0.001,0.97,1423426,82.66283401489258,1423300,4.006036542952061,20,-1119.09735562,1537.7,69517
425,0.001,0.97,1423686,82.39904586791992,1423500,7.9498751509189605,20,-1094.7355660800001,1496.13,69527
426,0.001,0.97,1424404,83.44621078491211,1424300,5.112058082818985,20,-1094.6365644500002,1493.56,69566
427,0.001,0.97,1425073,82.63326416015624,1424900,1.9846340864896774,20,-1084.17768539,1481.87,69594
428,0.001,0.97,1427736,84.24488975524902,1427600,19.945099113583566,20,-1091.21009607,1500.58,69725
429,0.001,0.97,1429325,82.05911178588867,1429200,6.058670551776886,20,-1088.73982998,1494.34,69805
430,0.001,0.97,1430519,82.53452728271485,1430400,2.7519578647613527,20,-1089.5971769999999,1493.03,69865
431,0.001,0.97,1434836,84.72849517822266,1434700,3.022345119714737,20,-1097.87586631,1529.09,70070
432,0.001,0.97,1435441,85.47062576293945,1435300,5.600114541649819,20,-1079.74839577,1516.95,70103
433,0.001,0.97,1440180,83.67705062866212,1440000,3.343521542549133,20,-1087.1839938,1556.44,70326
434,0.001,0.97,1442047,83.56222732543945,1441900,7.014042074978351,20,-1090.54850164,1557.14,70423
435,0.001,0.97,1443896,81.85928878784179,1443700,3.5236547815799715,20,-1101.31342943,1570.99,70509
436,0.001,0.97,1444373,83.0929263305664,1444200,2.0011749786138533,20,-1096.4687522000002,1558.94,70539
437,0.001,0.97,1448610,83.28041809082032,1448500,17.193571146726608,20,-1113.3202982,1597.28,70741
438,0.001,0.96,1453610,80.28735786437989,1453500,8.616140800714494,20,-1136.1376815200001,1640.36,70984
439,0.001,0.96,1454675,83.8020246887207,1454500,5.951099825501442,20,-1127.59628098,1625.65,71038
440,0.001,0.96,1455638,81.07211532592774,1455500,8.886010712385177,20,-1132.2719522099999,1629.35,71087
441,0.001,0.96,1456610,81.21365089416504,1456500,5.032764552235603,20,-1118.7622062799996,1609.9,71129
442,0.001,0.96,1457370,82.55183502197265,1457200,6.560201071500778,20,-1119.84586505,1597.29,71170
443,0.001,0.96,1458393,80.40950477600097,1458200,3.2512967851758003,20,-1124.2456903,1590.03,71220
444,0.001,0.96,1459294,83.55782745361329,1459100,6.939423744678497,20,-1126.80372842,1590.22,71264
445,0.001,0.96,1462280,81.82200820922851,1462100,2.621153022646904,20,-1134.39088145,1607.35,71412
446,0.001,0.96,1464242,82.19353332519532,1464100,9.300298033356666,20,-1129.8543494,1600.54,71513
447,0.001,0.96,1465270,81.75018890380859,1465100,10.82310670375824,20,-1113.8567875,1597.6,71559
448,0.001,0.96,1466458,82.09715911865234,1466300,2.2231204330921175,20,-1101.8450093200001,1599.61,71618
449,0.001,0.97,1468577,81.51203369140624,1468400,2.440248866379261,20,-1097.06800395,1570.8,71728
450,0.001,0.97,1472698,81.41199035644532,1472500,2.9629500818252565,20,-1090.418314,1594.44,71933
451,0.001,0.97,1473106,81.5796745300293,1473000,10.608708384633065,20,-1056.4434484100002,1565.05,71958
452,0.001,0.97,1473668,82.54532005310058,1473500,8.579525530338287,20,-1039.4942780700003,1547.37,71981
453,0.001,0.97,1475906,82.28684875488281,1475800,9.093810186982155,20,-1029.4756240300003,1557.12,72097
454,0.001,0.97,1476965,79.47298561096191,1476800,5.22722673356533,20,-1041.7935217000002,1551.49,72152
455,0.001,0.97,1477633,81.11622680664063,1477500,12.246587873697282,20,-1005.16943356,1528.68,72185
456,0.001,0.97,1480593,80.0663720703125,1480400,11.609931341409684,20,-1008.35072689,1547.22,72330
457,0.001,0.97,1481514,80.63211685180664,1481400,6.501420805454254,20,-1006.8617960200002,1541.68,72376
458,0.001,0.97,1482352,81.42614974975587,1482200,6.077020332813263,20,-1005.52776943,1532.36,72411
459,0.001,0.97,1483148,81.74439239501953,1483000,2.799477982521057,20,-996.99786644,1528.1,72454
460,0.001,0.97,1484532,81.65308273315429,1484400,2.3232134157419204,20,-1007.75402721,1533.5,72521
461,0.001,0.97,1486135,79.83929489135743,1486000,6.311638332605362,20,-1007.4945161,1542.28,72597
462,0.001,0.97,1488367,82.52345642089844,1488200,6.790722778439521,20,-1010.2165638500001,1556.15,72707
463,0.001,0.97,1489019,80.58017486572265,1488900,2.75466180562973,20,-1008.1617984500001,1554.34,72741
464,0.001,0.97,1489638,81.29116455078125,1489500,6.119785685539245,20,-1004.4702131200002,1552.75,72769
465,0.001,0.97,1490662,81.42457641601563,1490500,4.61343319952488,20,-1010.2322456000003,1559.53,72821
466,0.001,0.97,1492153,80.69717010498047,1492000,10.333173773884774,20,-1021.5715632400002,1572.41,72892
467,0.001,0.97,1494528,81.22892944335938,1494400,7.176241431236267,20,-1010.18274998,1577.67,73008
468,0.001,0.97,1494898,81.88456970214844,1494700,10.809115110635757,20,-1011.1733325600002,1578.18,73023
469,0.001,0.97,1496521,79.94481643676758,1496400,6.716090393960476,20,-1010.29070262,1585.33,73102
470,0.001,0.97,1497505,80.47120010375977,1497400,4.880800760984421,20,-1012.6294462299999,1585.55,73149
471,0.001,0.97,1498282,81.01424011230469,1498100,7.311992540359497,20,-1015.22542866,1587.64,73191
472,0.001,0.97,1498858,79.15905464172363,1498700,6.098411990702152,20,-999.4520085500001,1564.57,73214
473,0.001,0.96,1503858,81.28336822509766,1503700,6.20442358314991,20,-973.2431261199999,1584.09,73460
474,0.001,0.96,1507198,80.56354812622071,1507000,16.61593050301075,20,-980.9955867699999,1593.13,73625
475,0.001,0.96,1507369,81.15421157836914,1507200,5.977696368694305,20,-963.35660269,1577.71,73632
476,0.001,0.96,1507890,80.60271141052246,1507700,5.921172060370445,20,-946.3470377799999,1571.14,73660
477,0.001,0.96,1508639,81.79223083496093,1508500,3.6753855299949647,20,-939.19653161,1568.54,73695
478,0.001,0.96,1509372,80.69246398925782,1509200,1.660727352499962,20,-937.2235478199999,1549.11,73734
479,0.001,0.96,1510184,81.53872695922851,1510000,4.178324059844017,20,-944.4375212300001,1550.04,73767
480,0.001,0.96,1510795,80.65119262695312,1510600,3.177782638669014,20,-945.3438875600001,1550.42,73804
481,0.001,0.96,1511055,79.61975158691406,1510900,4.852139199078083,20,-937.5369676700002,1540.72,73814
482,0.001,0.96,1512185,79.91828063964844,1512000,11.134488234519958,20,-933.1008688500002,1531.68,73870
483,0.001,0.96,1513566,80.61113571166992,1513400,3.9676149421930313,20,-925.9099979700001,1522.11,73936
484,0.001,0.96,1514228,79.03345993041992,1514100,5.787332077324391,20,-917.8429607500001,1519.63,73971
485,0.001,0.96,1515559,82.14097274780273,1515400,4.392452993690967,20,-909.79836021,1505.1,74036
486,0.001,0.96,1516585,79.22790534973144,1516400,11.071633622050285,20,-889.2558874699998,1500.72,74081
487,0.001,0.96,1516825,79.84835556030274,1516700,8.813836768269539,20,-880.5090980000001,1491.26,74099
488,0.001,0.96,1520185,82.04467269897461,1520000,3.675698502063751,20,-913.5380214000002,1516.46,74257
489,0.001,0.96,1521597,81.15266441345214,1521400,4.987364925742149,20,-911.04664533,1510.18,74326
490,0.001,0.96,1522456,83.4705711364746,1522300,10.013986067771912,20,-904.6190282700002,1504.56,74371
491,0.001,0.97,1522860,83.5803759765625,1522700,1.7055935817956924,20,-887.9983591700002,1458.6,74389
492,0.001,0.97,1524466,82.37667190551758,1524300,9.60550637960434,20,-882.2779512900001,1442.08,74472
493,0.001,0.97,1525490,79.2330532836914,1525300,7.489217835664749,20,-873.1052113700002,1443.83,74520
494,0.001,0.97,1526998,82.2025414276123,1526800,8.781824495792389,20,-883.0868230800002,1451.86,74595
495,0.001,0.97,1528687,79.70090240478515,1528500,5.0827012860775,20,-891.82710307,1447.31,74676
496,0.001,0.97,1529032,78.70928344726562,1528900,12.148677077293396,20,-885.5303604,1441.68,74690
497,0.001,0.97,1529730,80.75324920654298,1529600,3.352677808403969,20,-886.61923394,1439.72,74729
498,0.001,0.97,1530597,79.88667488098145,1530400,5.304964124262333,20,-891.1264910400001,1438.29,74773
499,0.001,0.97,1532589,79.13262756347656,1532400,10.871061224937439,20,-897.5525304600001,1451.48,74865
500,0.001,0.97,1533145,81.20057678222656,1533000,5.517811470329762,20,-895.19864395,1451.32,74897
501,0.001,0.97,1534159,80.33783508300782,1534000,6.91538244843483,20,-892.39120828,1455.34,74942
502,0.001,0.97,1534928,82.66004745483399,1534800,7.460305826663971,20,-883.6383606999999,1452.28,74981
503,0.001,0.97,1535227,80.3748762512207,1535100,11.905304829478263,20,-882.32222927,1448.06,74994
504,0.001,0.97,1535501,79.95156822204589,1535400,6.8565408200025555,20,-880.3247208399999,1441.59,75010
505,0.001,0.97,1539314,81.04169723510742,1539200,8.56170765042305,20,-877.4012873699999,1469.59,75195
506,0.001,0.97,1539771,80.34616104125976,1539600,9.41316933274269,20,-879.52226377,1472.62,75218
507,0.001,0.97,1540612,81.34811462402344,1540500,2.2907825124263765,20,-882.8645106300002,1451.46,75260
508,0.001,0.97,1543028,80.49716522216796,1542900,8.137159857749939,20,-885.8887062100001,1463.0,75374
509,0.001,0.97,1543610,78.72490798950196,1543500,10.238179311752319,20,-884.17222528,1457.67,75405
510,0.001,0.97,1545228,80.94380584716797,1545100,9.006580803990364,20,-907.23558305,1468.87,75483
511,0.001,0.97,1546727,80.33441261291505,1546600,4.588388389348983,20,-897.48315586,1475.2,75556
512,0.001,0.97,1547013,78.98210044860839,1546900,6.784874054193497,20,-890.9488514,1435.19,75575
513,0.001,0.98,1547980,81.6289126586914,1547800,7.153699144721031,20,-865.83441961,1394.86,75617
514,0.001,0.98,1549158,80.85932647705079,1549000,5.19232219696045,20,-881.4950643899999,1394.49,75674
