time/time_elapsed,train/actor_loss,time/fps,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/total timesteps,rollout/success rate,train/n_updates,time/episodes,train/critic_loss
25593,203.09398010253906,19,0.001,430.21,-1365.5850569599997,510007,0.99,509900,689,510.29273681640626
25609,196.38238037109375,19,0.001,431.3,-1374.2158966900001,510330,0.99,510200,690,487.67685722351075
25620,197.4706576538086,19,0.001,429.85,-1377.4684630499999,510491,0.99,510300,691,467.84634464263917
25630,202.0482534790039,19,0.001,428.43,-1368.74227299,510684,0.99,510500,692,285.3585076904297
25646,192.46050415039062,19,0.001,429.07,-1383.64567427,511046,0.99,510900,693,275.2521475982666
25659,200.58344329833983,19,0.001,428.61,-1388.73322766,511350,0.99,511200,694,546.1213982391357
25670,198.36467437744142,19,0.001,427.78,-1391.8932302900002,511571,0.99,511400,695,241.4183151626587
25684,197.7048568725586,19,0.001,427.76,-1396.57854246,511774,0.99,511600,696,277.8442576217651
25697,196.4608987426758,19,0.001,424.66,-1407.7086700000002,512077,0.99,511900,697,445.1348289489746
25718,199.84551147460937,19,0.001,425.99,-1404.80110036,512553,0.99,512400,698,248.40934986114502
25734,197.79516510009765,19,0.001,426.49,-1425.6274982499997,512857,0.99,512700,699,254.83983024597168
25763,198.16302520751952,19,0.001,427.86,-1413.0961179099997,513427,0.99,513300,700,376.3252932739258
25793,195.77001922607423,19,0.001,432.38,-1419.0761726399996,514077,0.99,513900,701,323.89744556427
25815,199.92979064941406,19,0.001,433.01,-1433.6971813499997,514468,0.99,514300,702,299.84247577667236
25836,201.32924438476562,19,0.001,435.36,-1460.3245743300001,514967,0.99,514800,703,638.6024893188477
25848,200.72442596435548,19,0.001,436.17,-1474.04755392,515252,0.99,515100,704,324.32425239562986
25877,200.68988037109375,19,0.001,435.02,-1472.01383625,515743,0.99,515600,705,288.483046798706
25908,199.3336917114258,19,0.001,440.45,-1484.7766916399999,516470,0.99,516300,706,218.59213340759277
25926,204.19200805664062,19,0.001,437.99,-1492.44744282,516737,0.99,516600,707,273.1488320541382
25940,199.55250793457031,19,0.001,424.76,-1461.82013022,517023,0.99,516900,708,300.63109058380127
25950,199.19787689208985,19,0.001,420.59,-1452.5301819200001,517229,0.99,517100,709,228.72363872528075
25968,198.8875277709961,19,0.001,418.35,-1471.6041510500002,517654,0.99,517500,710,372.2603165054321
25974,198.22699645996093,19,0.001,416.03,-1450.1722876200001,517790,0.99,517600,711,376.6867838287354
26006,198.97126739501954,19,0.001,415.24,-1448.7267126600004,518393,0.99,518200,712,270.7900597763062
26015,203.95069458007814,19,0.001,413.39,-1434.1427792299999,518582,0.99,518400,713,333.7338974380493
26031,211.27347412109376,19,0.001,412.11,-1434.6730191099998,518958,0.99,518800,714,300.15264236450196
26049,204.11203002929688,19,0.001,408.02,-1430.94298236,519227,0.99,519100,715,343.65422744750975
26072,200.17180633544922,19,0.001,411.3,-1463.42610366,519734,0.99,519600,716,454.50375675201417
26104,199.97327087402343,19,0.001,410.43,-1465.41000879,520401,0.99,520300,717,227.83206283569336
26129,205.61811462402343,19,0.001,411.5,-1473.98595689,520889,0.99,520700,718,371.20661067962646
26146,201.62146484375,19,0.001,412.75,-1487.67825315,521277,0.99,521100,719,240.87410549163818
26163,202.70447814941406,19,0.001,412.31,-1490.15665778,521631,0.99,521500,720,529.0086407470703
26177,208.81298583984375,19,0.001,411.62,-1489.06610694,521837,0.99,521700,721,268.82045738220216
26203,199.91018432617187,19,0.001,415.49,-1492.91211405,522435,0.99,522300,722,502.93681056976317
26210,196.20193908691405,19,0.001,413.89,-1483.8430913399998,522595,0.99,522400,723,483.0396477890015
26242,199.66237884521485,19,0.001,417.87,-1500.86976955,523173,0.99,523000,724,608.366837348938
26255,200.66923706054686,19,0.001,417.32,-1505.64931349,523458,0.99,523300,725,254.34357913970948
26267,203.33529754638673,19,0.001,417.94,-1496.3630388,523737,0.99,523600,726,373.21479930877683
26286,201.1799102783203,19,0.001,419.67,-1508.4511666600004,524124,0.99,524000,727,274.6015162658691
26300,198.00124725341797,19,0.001,418.84,-1509.3604463500003,524331,0.99,524200,728,451.3792654418945
26315,204.63309661865233,19,0.001,418.0,-1509.0212864400005,524677,0.99,524500,729,438.4286262893677
26328,201.49013702392577,19,0.001,419.47,-1520.0837031000003,524982,0.99,524800,730,255.4816638946533
26340,199.8299331665039,19,0.001,418.11,-1525.0074469800002,525265,0.99,525100,731,557.2389110946656
26357,197.92907897949217,19,0.001,408.09,-1515.0007184400001,525485,0.99,525300,732,405.06685676574705
26374,200.5886846923828,19,0.001,410.11,-1536.4803527999998,525861,0.99,525700,733,381.73802017211915
26393,199.12743041992186,19,0.001,410.16,-1552.58551809,526300,0.99,526100,734,269.9008647918701
26407,192.4220928955078,19,0.001,408.61,-1549.8263811200002,526584,0.99,526400,735,268.79289318084716
26420,206.6612683105469,19,0.001,404.37,-1549.01626704,526755,0.99,526600,736,315.2391552352905
26440,207.25647857666016,19,0.001,406.44,-1555.4013335999998,527202,0.99,527100,737,387.9637209320068
26455,205.4200961303711,19,0.001,401.62,-1559.7672646,527558,0.99,527400,738,380.69189254760744
26460,201.28553939819335,19,0.001,399.91,-1548.2643151900002,527667,0.99,527500,739,343.39015678405764
26475,202.86374084472655,19,0.001,400.78,-1554.02801935,527914,0.99,527800,740,330.02239013671874
26524,199.54700439453126,19,0.001,410.54,-1578.62978883,529026,0.99,528900,741,400.28113399505617
26540,202.39660034179687,19,0.001,408.95,-1568.1530720100002,529247,0.99,529100,742,225.95289848327636
26553,205.51618194580078,19,0.001,407.86,-1569.47307278,529503,0.99,529400,743,336.8427377700806
26568,200.94533142089844,19,0.001,407.76,-1565.1826975800002,529848,0.99,529700,744,245.8562119293213
26585,197.64331146240235,19,0.001,407.64,-1570.61869531,530241,0.99,530100,745,425.5807801055908
26602,205.53736053466798,19,0.001,408.05,-1582.2045039100003,530484,0.99,530300,746,318.23566566467287
26622,208.97445709228515,19,0.001,411.38,-1592.6838170199999,530939,0.99,530800,747,256.9132753753662
26639,206.21843780517577,19,0.001,411.79,-1599.3792289999997,531321,0.99,531200,748,392.95312576293946
26641,,19,,410.38,-1589.5793984499999,531348,0.99,,749,
26884,202.13915344238282,19,0.001,452.03,-1657.3051968500001,536348,0.98,536200,750,431.7828995132446
26916,202.76145355224608,19,0.001,453.81,-1639.34875102,536916,0.98,536800,751,519.8928255081177
26934,202.3805709838867,19,0.001,455.58,-1633.81951891,537335,0.98,537200,752,419.050729675293
26949,195.02546875,19,0.001,455.07,-1640.2739593400004,537677,0.98,537500,753,348.230711555481
26966,199.7669448852539,19,0.001,454.83,-1629.3532949499997,537978,0.98,537800,754,382.6958295059204
26991,207.15581176757811,19,0.001,450.7,-1614.1765931799998,538489,0.98,538300,755,404.6130337524414
27003,204.82539123535156,19,0.001,447.46,-1601.40988073,538735,0.98,538600,756,344.1744900131226
27009,204.4106607055664,19,0.001,447.91,-1601.8566101499996,538885,0.98,538700,757,492.6156243515015
27037,200.83740631103515,19,0.001,402.99,-1503.45615322,539393,0.99,539200,758,394.6853526687622
27056,203.03419982910157,19,0.001,406.03,-1527.3411492999999,539801,0.99,539700,759,450.4793966293335
27074,203.7532406616211,19,0.001,408.64,-1546.6282973499997,540226,0.99,540100,760,303.09338359832765
27104,199.98876220703124,19,0.001,410.54,-1539.3741233499998,540780,0.99,540600,761,442.4446284866333
27115,207.16472686767577,19,0.001,411.07,-1538.7395705899999,541012,0.99,540900,762,545.7408338928223
27130,205.6324105834961,19,0.001,412.11,-1560.79070854,541377,0.99,541200,763,466.4061112976074
27154,200.8123501586914,19,0.001,405.28,-1580.7677006699998,541803,0.99,541700,764,468.8725184631348
27180,204.64639343261717,19,0.001,407.82,-1578.0422435900002,542350,0.99,542200,765,433.4276551437378
27224,203.49765258789063,19,0.001,415.48,-1599.7496949400002,543216,0.99,543100,766,406.09555225372316
27230,205.89216369628906,19,0.001,413.54,-1578.8199007300002,543339,0.99,543200,767,396.5132216644287
27244,203.34002807617188,19,0.001,413.43,-1569.3459253900003,543667,0.99,543500,768,329.13558727264405
27261,208.93044921875,19,0.001,412.48,-1577.90840286,544058,0.99,543900,769,384.7343912506104
27267,208.07103240966796,19,0.001,409.15,-1574.4132628099999,544155,0.99,544000,770,371.0469539260864
27284,208.8386669921875,19,0.001,406.46,-1572.39668839,544409,0.99,544300,771,683.2010541152954
27297,210.67738342285156,19,0.001,404.08,-1566.0359554700003,544697,0.99,544500,772,583.1128073501587
27344,200.0132598876953,19,0.001,410.59,-1580.2292258000002,545665,0.99,545500,773,243.5338959121704
27357,202.22128845214843,19,0.001,408.47,-1567.28526622,545963,0.99,545800,774,469.06790870666504
27398,205.30875396728516,19,0.001,413.4,-1569.03884757,546780,0.99,546600,775,426.4230512237549
27421,203.47992706298828,19,0.001,417.41,-1587.8025565400003,547250,0.99,547100,776,382.1769155883789
27439,210.0471405029297,19,0.001,418.83,-1598.04380452,547651,0.99,547500,777,362.3004602432251
27450,204.7518295288086,19,0.001,418.38,-1598.8957377200006,547895,0.99,547700,778,600.5988303375244
27545,205.93069213867187,19,0.001,434.43,-1621.2438605100006,549792,0.99,549600,779,373.7462110519409
27561,210.53360107421875,19,0.001,435.08,-1624.6780954300004,550147,0.99,550000,780,298.5078215789795
27576,206.75943725585938,19,0.001,435.27,-1628.4459659200004,550437,0.99,550300,781,481.3092333984375
27590,202.3871548461914,19,0.001,434.83,-1625.6104945800002,550675,0.99,550500,782,455.95462898254397
27621,203.56641845703126,19,0.001,435.45,-1626.4340051200002,551370,0.99,551200,783,383.4310202407837
27626,201.12726043701173,19,0.001,435.01,-1622.2677862000003,551473,0.99,551300,784,283.283017539978
27643,208.70651550292968,19,0.001,430.53,-1614.41640763,551756,0.99,551600,785,481.8110831832886
27654,203.3789389038086,19,0.001,428.28,-1601.79045233,551951,0.99,551800,786,414.4995193862915
27682,201.04711517333985,19,0.001,433.18,-1618.72314302,552584,0.99,552400,787,533.9315999603272
27701,201.4263766479492,19,0.001,432.59,-1618.12594449,552953,0.99,552800,788,307.04482292175294
27715,206.52485412597656,19,0.001,431.78,-1610.7951449299997,553185,0.99,553000,789,395.86715259552
27744,209.0430938720703,19,0.001,435.24,-1616.0197122499997,553854,0.99,553700,790,396.90718452453615
27771,207.8960452270508,19,0.001,438.41,-1628.997096,554332,0.99,554200,791,193.1872049331665
27789,207.68045318603515,19,0.001,440.33,-1626.06233506,554717,0.99,554600,792,401.56363895416257
27804,203.56008819580077,19,0.001,440.34,-1621.7609911099998,555080,0.99,554900,793,229.9352537918091
27825,207.45712127685547,19,0.001,441.25,-1622.5833248500003,555475,0.99,555300,794,536.0872931671142
27858,205.16639007568358,19,0.001,445.72,-1620.1863027200002,556143,0.99,556000,795,402.5218119049072
27868,206.4254995727539,19,0.001,446.03,-1618.56855859,556377,0.99,556200,796,377.58707778930665
27880,207.65440032958983,19,0.001,445.49,-1605.25286291,556626,0.99,556500,797,393.46732906341555
27889,208.1146762084961,19,0.001,441.98,-1595.3892635099996,556751,0.99,556600,798,358.34165920257567
27902,203.30492004394532,19,0.001,441.24,-1576.3247020499998,556981,0.99,556800,799,441.8148138809204
28013,206.73537841796875,19,0.001,458.66,-1618.34752879,559293,0.99,559100,800,423.51020874023436
28022,206.66979919433595,19,0.001,453.82,-1609.0591588700004,559459,0.99,559300,801,482.3034547805786
28040,204.26391357421875,19,0.001,453.73,-1604.3561648300001,559841,0.99,559700,802,231.60042491912841
28050,206.4657357788086,19,0.001,451.14,-1575.9204649800001,560081,0.99,559900,803,311.42642013549806
28063,198.13378295898437,19,0.001,451.13,-1572.8190730000001,560365,0.99,560200,804,479.0340168762207
28081,209.4655926513672,19,0.001,448.91,-1572.27311902,560634,0.99,560500,805,383.4227484512329
28087,202.88519287109375,19,0.001,442.79,-1557.3158296299998,560749,0.99,560600,806,384.9777951812744
28102,209.5818685913086,19,0.001,443.45,-1564.3906747899998,561082,0.99,560900,807,375.5203857803345
28118,207.96845825195314,19,0.001,444.38,-1574.5060729800002,561461,0.99,561300,808,289.3525301742554
28214,203.06865447998047,19,0.001,461.6,-1611.69153564,563389,0.99,563200,809,338.66766010284425
28233,213.54697692871093,19,0.001,461.64,-1584.4555627299999,563818,0.99,563700,810,438.7000365447998
28245,205.03513916015626,19,0.001,463.19,-1595.1175684900002,564109,0.99,564000,811,451.93148628234866
28259,202.347490234375,19,0.001,458.93,-1591.0146523800004,564286,0.99,564100,812,524.5483444213867
28273,203.8239193725586,19,0.001,459.95,-1600.5434055400003,564577,0.99,564400,813,501.28604316711426
28293,205.32145233154296,19,0.001,460.64,-1610.0327965600006,565022,0.99,564900,814,427.92080181121827
28318,211.50789276123047,19,0.001,463.15,-1618.3399354500004,565542,0.99,565400,815,332.42800746917726
28333,212.36299041748046,19,0.001,460.69,-1599.0338627800002,565803,0.99,565700,816,535.0083721542359
28339,203.31723663330078,19,0.001,455.37,-1574.4578273400004,565938,0.99,565800,817,239.99440956115723
28353,204.13489471435548,19,0.001,453.88,-1570.28679598,566277,0.99,566100,818,261.2715613937378
28360,207.65252166748047,19,0.001,451.42,-1553.57519655,566419,0.99,566300,819,496.25494930267337
28376,206.45102752685546,19,0.001,450.88,-1552.5817633500003,566719,0.99,566600,820,243.13734455108641
28387,210.22387115478514,19,0.001,450.39,-1545.9751269300002,566876,0.99,566700,821,434.0758059310913
28403,202.22613647460938,19,0.001,447.85,-1552.7606632099998,567220,0.99,567100,822,220.36100620269775
28416,212.2978030395508,19,0.001,449.49,-1558.95369731,567544,0.99,567400,823,427.1407006072998
28432,206.97609680175782,19,0.001,447.07,-1555.3030365299999,567880,0.99,567700,824,560.3088735961915
28451,205.50181915283204,19,0.001,446.94,-1549.3269943500002,568152,0.99,568000,825,610.4512794876099
28465,207.93796478271486,19,0.001,447.38,-1553.4886509199998,568475,0.99,568300,826,533.7153192901611
28484,210.72444549560547,19,0.001,447.98,-1564.96423717,568922,0.99,568800,827,583.7972896575927
28489,208.46523010253907,19,0.001,447.11,-1559.5208636999998,569042,0.99,568900,828,335.0415827941895
28510,209.96016967773437,19,0.001,446.76,-1563.08868257,569353,0.99,569200,829,363.05519668579103
28524,209.94274444580077,19,0.001,446.62,-1549.29107571,569644,0.99,569500,830,494.0362530517578
28540,207.12091796875,19,0.001,447.39,-1550.6188981199998,570004,0.99,569900,831,370.2857081222534
28555,209.39489166259764,19,0.001,448.44,-1555.69181407,570329,0.99,570200,832,524.6609002685547
28578,209.04921203613281,19,0.001,448.1,-1539.20570001,570671,0.99,570500,833,314.61836612701416
28819,212.73891632080077,19,0.001,493.71,-1594.7151125,575671,0.98,575500,834,457.275867729187
28831,210.4857598876953,19,0.001,493.44,-1589.2263147200001,575928,0.98,575800,835,335.34422649383544
28837,201.9219937133789,19,0.001,493.08,-1582.59325174,576063,0.98,575900,836,345.1694226074219
28851,208.38640075683594,19,0.001,491.99,-1585.63305279,576401,0.98,576300,837,288.5191166305542
28890,207.32494537353514,19,0.001,495.7,-1601.1050670200002,577128,0.98,577000,838,495.6309431838989
28901,206.62641326904296,19,0.001,497.1,-1607.6782406799998,577377,0.98,577200,839,414.5877373123169
28912,207.3806314086914,19,0.001,497.15,-1602.38401212,577629,0.98,577500,840,564.5564452362061
28924,202.52960479736328,19,0.001,488.65,-1595.224637,577891,0.98,577700,841,521.5537231826783
28938,204.06770904541017,19,0.001,488.37,-1595.0967211000002,578084,0.98,577900,842,414.15305004119875
28971,205.17099365234375,19,0.001,492.83,-1591.02791171,578786,0.98,578600,843,458.17286670684814
28992,207.806474609375,19,0.001,493.68,-1607.7060760999998,579216,0.98,579100,844,191.61960323333741
29006,201.74145294189452,19,0.001,492.23,-1594.81078403,579464,0.98,579300,845,545.8856522750855
29024,210.05837707519532,19,0.001,493.86,-1578.21574275,579870,0.98,579700,846,494.86883148193357
29036,208.0132730102539,19,0.001,492.11,-1582.2983072599998,580150,0.98,580000,847,588.9250741577148
29070,196.09541931152344,19,0.001,494.6,-1583.8447745699998,580781,0.98,580600,848,468.878790473938
29096,203.242353515625,19,0.001,500.27,-1600.09591459,581375,0.98,581200,849,419.4311059951782
29112,205.54276000976563,19,0.001,453.45,-1540.02151598,581693,0.99,581500,850,287.4668472290039
29128,205.8768753051758,19,0.001,450.23,-1540.55143724,581939,0.99,581800,851,264.6530711746216
29144,207.15458343505858,19,0.001,449.73,-1550.6437188300001,582308,0.99,582200,852,545.3170030593872
29160,201.20497131347656,19,0.001,449.85,-1555.4563140799999,582662,0.99,582500,853,301.3677516937256
29174,208.17230346679688,19,0.001,449.48,-1569.3374408299997,582926,0.99,582800,854,296.7363762283325
29184,211.73919860839842,19,0.001,445.81,-1563.3450807499999,583070,0.99,582900,855,475.40810550689696
29197,209.8616110229492,19,0.001,446.0,-1552.8539942899997,583335,0.99,583200,856,411.17805767059326
29223,207.97296966552733,19,0.001,450.58,-1574.2855275,583943,0.99,583800,857,369.2206207275391
29244,210.52364776611327,19,0.001,448.8,-1571.3755803,584273,0.99,584100,858,339.8408977890015
29257,207.23211853027342,19,0.001,447.44,-1551.0151762799997,584545,0.99,584400,859,298.41027946472167
29275,206.24661865234376,19,0.001,447.27,-1547.1782943800001,584953,0.99,584800,860,331.77693492889404
29299,210.24053344726562,19,0.001,446.46,-1551.3868643399996,585426,0.99,585300,861,496.89365356445313
29308,213.76464019775392,19,0.001,445.43,-1553.18224817,585555,0.99,585400,862,372.87328563690187
29345,206.7644772338867,19,0.001,450.18,-1540.5996331699996,586395,0.99,586200,863,605.1107192230224
29356,204.58708282470704,19,0.001,448.19,-1515.6763456099998,586622,0.99,586500,864,416.3112166976929
29375,210.6111245727539,19,0.001,445.82,-1507.13242456,586932,0.99,586800,865,220.7264752960205
29394,212.08018981933594,19,0.001,441.37,-1497.7741739299997,587353,0.99,587200,866,458.6786742782593
29410,208.59332916259766,19,0.001,443.86,-1509.54145555,587725,0.99,587600,867,275.30003894805907
29434,204.7801126098633,19,0.001,444.55,-1514.4617603499998,588122,0.99,588000,868,420.55399017333986
29450,210.17472106933593,19,0.001,444.22,-1504.16714324,588480,0.99,588300,869,244.49336517333984
29469,210.42769439697267,19,0.001,447.73,-1514.28507046,588928,0.99,588800,870,394.23502124786376
29483,208.72472076416017,19,0.001,447.61,-1508.33995781,589170,0.99,589000,871,382.0149629974365
29499,212.45067108154296,19,0.001,447.45,-1506.7441648499998,589442,0.99,589300,872,517.0304026412964
29521,210.52795440673827,19,0.001,442.96,-1512.1639454700003,589961,0.99,589800,873,325.40117820739744
29529,205.34418395996093,19,0.001,441.79,-1500.7633673500002,590142,0.99,590000,874,366.22434997558594
29542,209.81702178955078,19,0.001,436.07,-1505.7829245,590387,0.99,590200,875,288.39984157562253
29566,204.66974578857423,19,0.001,435.5,-1495.4933429500004,590800,0.99,590600,876,477.8073042297363
29581,203.1658544921875,19,0.001,434.89,-1486.2237045100003,591140,0.99,591000,877,446.9255476760864
29597,210.5640542602539,19,0.001,436.27,-1489.7137608900002,591522,0.99,591400,878,429.6248443984985
29618,209.97798126220704,19,0.001,420.44,-1470.85282164,591836,0.99,591700,879,322.5144021606445
29625,210.26550231933595,19,0.001,418.36,-1454.08833727,591983,0.99,591800,880,435.33843338012696
29637,208.27490234375,19,0.001,418.16,-1453.9595987199998,592253,0.99,592100,881,370.00913875579835
29656,207.82174987792968,19,0.001,420.28,-1470.6383013199998,592703,0.99,592600,882,343.18647773742674
29676,206.40310424804687,19,0.001,416.68,-1476.39133817,593038,0.99,592900,883,464.62683391571045
29692,206.96405059814452,19,0.001,419.09,-1485.6720743199999,593382,0.99,593200,884,385.4268356704712
29700,206.96313110351562,19,0.001,418.23,-1485.45136026,593579,0.99,593400,885,407.5862203979492
29710,210.6407391357422,19,0.001,418.48,-1487.0842413,593799,0.99,593600,886,535.806506652832
29721,208.05695281982423,19,0.001,414.57,-1471.8319115299998,594041,0.99,593900,887,480.92406509399416
29735,209.80821655273436,19,0.001,412.8,-1449.5650977,594233,0.99,594100,888,459.66424167633056
29746,205.4807263183594,19,0.001,412.63,-1451.3728628700003,594448,0.99,594300,889,277.9145542526245
29761,207.68004669189452,19,0.001,409.31,-1450.4427705900002,594785,0.99,594600,890,186.20930240631102
29770,206.07567108154296,19,0.001,406.59,-1436.4451042800004,594991,0.99,594800,891,377.101167640686
29794,201.29112243652344,19,0.001,407.26,-1448.4443504200003,595443,0.99,595300,892,316.336145401001
29806,211.2225555419922,19,0.001,405.97,-1437.3960282100002,595677,0.99,595500,893,357.0930744552612
29820,206.12761840820312,19,0.001,405.0,-1432.9430270500002,595975,0.99,595800,894,245.92071430206298
29867,211.71765319824217,19,0.001,407.67,-1444.83381727,596910,0.99,596800,895,431.28855781555177
29884,211.17534942626952,19,0.001,409.15,-1448.1100308700002,597292,0.99,597100,896,364.3964191818237
29898,208.09227203369142,19,0.001,410.06,-1458.8393571900003,597632,0.99,597500,897,378.8380002593994
29922,204.9824377441406,19,0.001,412.74,-1469.6549847,598025,0.99,597900,898,468.9443246459961
29927,206.81358459472656,19,0.001,411.33,-1460.92304902,598114,0.99,598000,899,472.3697501373291
29943,208.12537689208983,19,0.001,391.97,-1424.21571019,598490,0.99,598300,900,676.6599516677857
29959,208.03795013427734,19,0.001,394.03,-1429.83408086,598862,0.99,598700,901,325.47857093811035
29976,208.54723266601562,19,0.001,393.36,-1431.4392254299999,599177,0.99,599000,902,585.7774098587037
29992,212.99841430664063,19,0.001,393.73,-1434.74217144,599454,0.99,599300,903,307.774676322937
30005,207.42772888183595,19,0.001,394.07,-1440.2341701800003,599772,0.99,599600,904,345.4160998916626
30021,208.19579956054687,19,0.001,394.71,-1456.0585920100002,600105,0.99,600000,905,407.2111973953247
30056,208.5466000366211,19,0.001,399.96,-1472.65838031,600745,0.99,600600,906,491.6800228500366
30072,209.68582550048828,19,0.001,400.16,-1467.0540094700002,601098,0.99,600900,907,372.8444833374023
30077,215.39321563720702,19,0.001,397.61,-1449.7886905200003,601222,0.99,601100,908,377.28084484100344
30092,209.1906072998047,19,0.001,381.55,-1423.1731743100004,601544,0.99,601400,909,311.597427520752
30098,213.2968551635742,19,0.001,378.03,-1417.9092438100001,601621,0.99,601500,910,399.02896408081057
30115,211.57028717041015,19,0.001,377.99,-1410.94948249,601908,0.99,601800,911,278.15669361114504
30126,200.6918374633789,19,0.001,378.85,-1411.1191351399998,602171,0.99,602000,912,440.0694599533081
30148,216.2070153808594,19,0.001,380.89,-1412.3060359999997,602666,0.99,602500,913,533.4699278259277
30161,206.5645571899414,19,0.001,378.7,-1397.5070385999998,602892,0.99,602700,914,334.98787437438966
30179,208.93399658203126,19,0.001,376.75,-1389.5613838100003,603217,0.99,603100,915,326.66114711761475
30201,206.26777404785156,19,0.001,379.26,-1395.7611178700004,603729,0.99,603600,916,364.7473226928711
30247,210.09057830810548,19,0.001,386.89,-1413.96972806,604627,0.99,604500,917,566.2404572296142
30259,210.37525390625,19,0.001,386.24,-1417.7079791999997,604901,0.99,604800,918,353.7519028091431
30273,205.33195953369142,19,0.001,388.51,-1430.7741990199997,605270,0.99,605100,919,260.36271923065186
30290,211.9105438232422,19,0.001,387.91,-1419.1435001199998,605510,0.99,605400,920,468.0872489929199
30303,209.67597137451173,19,0.001,389.16,-1427.40300276,605792,0.99,605600,921,419.870714302063
30319,214.64535522460938,19,0.001,389.23,-1422.7408167699998,606143,0.99,606000,922,392.8641118621826
30324,213.14850952148439,19,0.001,387.09,-1413.26662414,606253,0.99,606100,923,480.34440074920656
30332,211.14849182128907,19,0.001,385.66,-1397.6583469799998,606446,0.99,606300,924,480.423685836792
30346,209.51507385253908,19,0.001,385.31,-1406.2242159200002,606683,0.99,606500,925,567.59380859375
30355,209.8770379638672,19,0.001,383.46,-1401.0487635700001,606821,0.99,606700,926,398.6213444137573
30410,206.43914123535157,19,0.001,390.54,-1397.7001158300002,607976,0.99,607800,927,437.0798331832886
30429,211.52869812011718,19,0.001,393.31,-1408.7639989799998,608373,0.99,608200,928,521.9655322265625
30445,207.61367614746095,19,0.001,393.85,-1409.5513259399997,608738,0.99,608600,929,651.4277109527588
30466,208.33701141357423,19,0.001,394.87,-1429.69343848,609131,0.99,609000,930,323.8869213485718
30484,213.38563903808594,19,0.001,394.36,-1427.1343369400001,609440,0.99,609300,931,608.2384894561768
30511,207.91777252197267,19,0.001,397.2,-1445.3935549999997,610049,0.99,609900,932,362.54509338378904
30552,210.89905151367188,19,0.001,401.81,-1444.4338777499997,610852,0.99,610700,933,356.8781147003174
30558,206.74258270263672,19,0.001,352.98,-1354.34863571,610969,1.0,610800,934,401.46113780975344
30580,210.69297149658203,19,0.001,355.71,-1363.94462059,611499,1.0,611300,935,310.7888262557983
30592,212.35852722167968,19,0.001,356.13,-1373.3633989800003,611676,1.0,611500,936,412.6376045227051
30610,215.45297271728515,19,0.001,356.04,-1372.3912629900003,612005,1.0,611900,937,347.4091614151001
30621,210.82986602783203,19,0.001,351.27,-1357.4868282099999,612255,1.0,612100,938,354.33968669891357
30645,209.74616607666016,19,0.001,354.26,-1393.6093663699999,612803,1.0,612700,939,332.05747596740724
30651,,19,,352.59,-1389.9294870299998,612888,1.0,,940,
30671,211.93332580566405,19,0.001,353.43,-1378.5453984699998,613234,1.0,613100,941,669.1651815032959
30684,212.78463745117188,19,0.001,354.61,-1383.5144144199999,613545,1.0,613400,942,459.2464406585693
30697,216.6533660888672,19,0.001,350.53,-1380.0836096799999,613839,1.0,613700,943,514.9533092117309
30726,208.1804638671875,19,0.001,351.6,-1362.51210926,614376,1.0,614200,944,431.81382663726805
30738,217.95257232666015,19,0.001,351.57,-1364.1214387599998,614621,1.0,614500,945,299.1384569168091
30763,208.76993438720703,19,0.001,353.35,-1377.31719764,615205,1.0,615100,946,562.883628540039
30780,214.37570220947265,19,0.001,353.03,-1368.7936144199996,615453,1.0,615300,947,348.98152267456055
30786,206.1273065185547,19,0.001,347.93,-1354.5126513399998,615574,1.0,615400,948,389.6509860610962
30803,215.29168823242188,19,0.001,345.73,-1356.37738414,615948,1.0,615800,949,510.91645343780516
30819,213.2625619506836,19,0.001,346.42,-1350.4626818000002,616335,1.0,616200,950,241.87093837738038
30829,212.57196960449218,19,0.001,345.98,-1347.9891059,616537,1.0,616400,951,429.72024723052976
30852,215.25763366699218,19,0.001,346.11,-1333.72401918,616919,1.0,616800,952,477.40709201812746
30866,209.53233001708983,19,0.001,345.6,-1319.73464137,617222,1.0,617100,953,364.9751139450073
30880,209.95953216552735,19,0.001,346.21,-1317.98887445,617547,1.0,617400,954,425.0400479888916
30891,212.32937927246093,19,0.001,347.04,-1325.89340173,617774,1.0,617600,955,364.8982173538208
30941,212.43527709960938,19,0.001,354.39,-1334.9082647700002,618774,1.0,618600,956,528.0979957199097
30955,210.8861346435547,19,0.001,351.2,-1328.3860651100001,619063,1.0,618900,957,570.7649654769898
30969,216.21624114990234,19,0.001,350.03,-1325.2853578900001,619276,1.0,619100,958,314.2882172012329
31007,213.75393798828125,20,0.001,356.04,-1339.92711636,620149,1.0,620000,959,156.54633487701415
31032,215.20969818115233,19,0.001,355.97,-1326.36665705,620550,1.0,620400,960,365.8435400390625
31051,209.88109802246095,19,0.001,355.38,-1323.42273485,620964,1.0,620800,961,539.489344291687
31062,214.17954284667968,19,0.001,356.52,-1332.4195867500002,621207,1.0,621100,962,378.41743072509763
31097,212.36711944580077,19,0.001,354.9,-1325.79067073,621885,1.0,621700,963,283.47489521026614
31105,217.48634643554686,19,0.001,354.32,-1319.1671938400002,622054,1.0,621900,964,258.81793083190917
31130,218.8132815551758,20,0.001,357.28,-1338.4827875400003,622660,1.0,622500,965,458.612526473999
31154,215.85935333251953,19,0.001,356.96,-1332.12330087,623049,1.0,622900,966,379.4569326400757
