time/time_elapsed,train/actor_loss,train/learning_rate,time/fps,rollout/success rate,train/n_updates,train/critic_loss,time/total timesteps,train/ent_coef_loss,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/ent_coef,train/std
4439,128.77399909973144,0.0003,61,0.05263157894736842,273400,0.4758377783000469,273597,-0.005336070284247398,-18944.442310894734,14399.842105263158,19,0.05829737588763237,0.053712960332632065
4588,126.1688516998291,0.0003,61,0.1,282700,0.27798639550805093,282863,-0.1549444605410099,-18065.9843381,14143.15,20,0.061752770580351356,0.05453689768910408
4831,126.89124992370606,0.0003,61,0.09523809523809523,297700,2.628859082236886,297863,-0.02607247542589903,-17945.220400952378,14183.952380952382,21,0.04848651230335235,0.054872024804353714
5074,126.39848686218262,0.0003,61,0.09090909090909091,312700,0.6431686390191317,312863,0.16828970111906527,-17735.97652113636,14221.045454545454,22,0.062049678377807144,0.054651349782943726
5317,128.8224712371826,0.0003,61,0.08695652173913043,327700,0.35056476198136804,327863,0.04412009675055742,-18484.60558395652,14254.91304347826,23,0.06000127382576466,0.055087924003601074
5567,129.21207717895507,0.0003,61,0.08333333333333333,342700,0.6198787446320057,342863,0.13390764705836772,-18240.951892416666,14285.958333333334,24,0.06549848474562169,0.05483390390872955
5658,127.98175407409668,0.0003,61,0.12,348200,0.7134920457750559,348393,-0.03277685556560755,-17535.23474848,13935.72,25,0.059406427890062334,0.05480232462286949
5903,124.53907356262206,0.0003,61,0.11538461538461539,363200,0.6539690587669611,363393,-0.5778794496506453,-17288.765290038464,13976.653846153846,26,0.05143647197633982,0.05482769012451172
6150,122.66190391540528,0.0003,61,0.1111111111111111,378200,1.5490013073012232,378393,-0.1701651081442833,-17178.39386725926,14014.555555555555,27,0.03794105585664511,0.05484219267964363
6397,121.17890678405762,0.0003,61,0.10714285714285714,393200,2.4603591142594814,393393,-0.2537343583628535,-16978.993157428573,14049.75,28,0.04205087948590517,0.05572326108813286
6644,119.26582130432129,0.0003,61,0.10344827586206896,408200,0.07617023508995771,408393,-0.27036782290786504,-16612.692719793107,14082.51724137931,29,0.03566505745053292,0.0555465966463089
6890,115.4556763458252,0.0003,61,0.1,423200,0.26961713168770074,423393,-0.09477710723876953,-16121.767309500001,14113.1,30,0.03699493244290352,0.05580206215381622
7136,116.13338119506835,0.0003,61,0.0967741935483871,438200,1.7222758096456527,438393,-0.1173903938382864,-16481.791074129032,14141.709677419354,31,0.031629598438739776,0.05648069456219673
7384,115.48471893310547,0.0003,61,0.09375,453200,0.5565897450968623,453393,0.24514221280813217,-16494.146577125,14168.53125,32,0.04620426461100578,0.05703945830464363
7630,116.4637939453125,0.0003,61,0.09090909090909091,468200,3.565075981542468,468393,-0.22787737891077994,-16748.32360669697,14193.727272727272,33,0.041770068891346455,0.057348232716321945
7877,118.3675186920166,0.0003,61,0.08823529411764706,483200,0.6302772222459316,483393,0.11162649538367987,-16631.479735676472,14217.441176470587,34,0.03083074703812599,0.05683193355798721
8123,117.09916557312012,0.0003,61,0.08571428571428572,498200,3.8156089086458085,498393,0.32510080143809317,-16473.389284285717,14239.8,35,0.03329513050615787,0.05724707245826721
8370,119.91565048217774,0.0003,61,0.08333333333333333,513200,0.7268098989129066,513393,0.3503121628239751,-16465.85994119445,14260.916666666666,36,0.02685042191296816,0.05721559002995491
8615,117.99264923095703,0.0003,61,0.08108108108108109,528200,2.064284796305001,528393,-0.07072539106011391,-16369.833130594598,14280.891891891892,37,0.02190274853259325,0.05758556351065636
8799,115.97650978088379,0.0003,61,0.10526315789473684,539400,2.0871567507088185,539513,-0.2602701962739229,-16106.316764210529,14197.71052631579,38,0.030021128952503206,0.0575358010828495
9044,115.74041137695312,0.0003,61,0.10256410256410256,554400,2.1481436774134637,554513,0.27835345443338155,-16321.216851666668,14218.28205128205,39,0.02999827530235052,0.05752665176987648
9290,113.77634666442871,0.0003,61,0.1,569400,6.446870089992881,569513,0.0016055348515510558,-16257.567129375,14237.825,40,0.027358120735734702,0.05712427943944931
9537,114.42908241271972,0.0003,61,0.0975609756097561,584400,2.4525178808346393,584513,0.586444939263165,-16203.359635658537,14256.414634146342,41,0.028054842185229065,0.056869443506002426
9668,113.27090385437012,0.0003,61,0.11904761904761904,592400,3.598102938681841,592512,-0.039190475791692735,-15892.086895952381,14107.42857142857,42,0.02199184203520417,0.05676129832863808
9826,112.25947540283204,0.0003,61,0.13953488372093023,602000,0.766281741708517,602184,-0.14152199998497964,-15555.473746627908,14004.279069767443,43,0.02462911166250706,0.05663497373461723
9851,112.21572982788086,0.0003,61,0.1590909090909091,603500,0.6329508617147803,603695,0.03682065863162279,-15204.992128954547,13720.34090909091,44,0.02409784611314535,0.05660011246800423
10097,113.33877494812012,0.0003,61,0.15555555555555556,618500,0.49026807483285667,618695,0.3913712460547686,-15533.138268155559,13748.777777777777,45,0.030096686724573374,0.0570271760225296
10344,116.18544105529786,0.0003,61,0.15217391304347827,633500,1.5233659453317523,633695,0.04705128282308579,-15779.73457386957,13775.978260869566,46,0.029936644677072764,0.057857491075992584
10388,116.225732421875,0.0003,61,0.1702127659574468,636200,1.928090953566134,636365,-0.34341909144073723,-15451.390061893619,13539.68085106383,47,0.027262279875576497,0.058235347270965576
10634,116.27529792785644,0.0003,61,0.16666666666666666,651200,1.5208093961700797,651365,0.07910665195435286,-15678.223548583332,13570.104166666666,48,0.02386991582810879,0.05862641707062721
10813,116.13213233947754,0.0003,61,0.1836734693877551,662100,1.4911404175311327,662250,-0.13732869781553744,-15517.869190836735,13515.30612244898,49,0.028731293864548205,0.058550965040922165
11060,115.18293960571289,0.0003,61,0.18,677100,0.12440212760120631,677250,0.29803211987018585,-15613.857692779999,13545.0,50,0.02857975235208869,0.058787524700164795
11106,115.1542155456543,0.0003,61,0.19607843137254902,679900,2.0456044613942503,680046,0.06723761327564716,-15314.876596921566,13334.235294117647,51,0.02995197482407093,0.058969538658857346
11353,113.68956230163575,0.0003,61,0.19230769230769232,694900,0.7351146829500794,695046,-0.13533496953547,-15242.445994884612,13366.26923076923,52,0.027089821733534337,0.05922658368945122
