train/n_updates,rollout/ep_len_mean,train/actor_loss,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total timesteps,time/episodes,train/learning_rate,rollout/success rate,train/critic_loss
516200,52.71,318.851953125,111,4629,-99.85212746,516306,8937,0.001,0.57,4651.358770751953
,52.71,,111,4631,-99.94819448,516309,8938,,0.57,
516300,52.71,320.3039184570313,110,4667,-95.55709746000001,516409,8939,0.001,0.57,5839.5250793457035
,51.75,,110,4669,-94.89210572999998,516413,8940,,0.58,
516400,52.4,321.04856567382814,110,4691,-97.65704167999996,516513,8941,0.001,0.57,4401.489038085938
516440,51.75,325.6630889892578,109,4698,-92.37058662999998,516548,8942,0.001,0.58,4304.4371887207035
516540,52.66,324.6886047363281,109,4722,-92.8255796,516648,8943,0.001,0.57,3293.973356628418
,52.67,,109,4725,-92.62889774000001,516654,8944,,0.57,
516560,51.91,319.434423828125,108,4742,-92.25477526,516678,8945,0.001,0.58,6365.510229492187
516600,51.25,322.0881652832031,108,4751,-91.30204776999999,516712,8946,0.001,0.59,3873.037805175781
516700,51.55,315.3398956298828,108,4771,-91.87095124000001,516812,8947,0.001,0.58,5478.729153442383
,51.41,,108,4772,-91.78142296,516815,8948,,0.58,
516800,51.41,317.20611267089845,107,4788,-96.52921372,516915,8949,0.001,0.58,4917.7347412109375
516840,51.65,323.8624267578125,107,4797,-97.16818498,516944,8950,0.001,0.58,4396.704260253906
516900,52.22,326.7421936035156,107,4814,-99.57085643999999,517011,8951,0.001,0.58,4528.979690551758
,52.21,,107,4816,-99.56706091999999,517015,8952,,0.58,
517000,53.16,325.5250305175781,106,4852,-101.19326357999998,517115,8953,0.001,0.57,4481.124621582031
517040,53.47,325.8573394775391,106,4862,-101.60738833999999,517150,8954,0.001,0.57,4203.800344848632
517140,53.47,327.00966491699216,105,4884,-100.3561166,517250,8955,0.001,0.57,3960.8039794921874
517240,53.47,322.0436584472656,105,4911,-98.03878438,517350,8956,0.001,0.57,4030.693327331543
517340,53.47,322.44606323242186,104,4942,-97.95706109999999,517450,8957,0.001,0.57,3269.2194732666017
517440,54.2,320.7655883789063,104,4975,-98.66471573999998,517550,8958,0.001,0.56,5661.449484252929
,53.28,,103,4979,-94.14547548,517558,8959,,0.57,
517460,53.37,318.78302612304685,103,4984,-94.91770509,517573,8960,0.001,0.57,4480.935345458985
517560,54.26,325.61057434082034,103,5008,-99.54532513999999,517673,8961,0.001,0.56,4536.431695556641
517660,54.26,323.6302947998047,102,5029,-102.86170209,517773,8962,0.001,0.56,3560.213554382324
517760,55.18,324.76585083007814,102,5058,-103.63537222999997,517873,8963,0.001,0.55,3858.003353881836
517860,55.18,320.45213317871094,101,5081,-105.59375725999996,517973,8964,0.001,0.55,5550.020446777344
517960,55.18,324.94167175292966,101,5103,-106.36616209999997,518073,8965,0.001,0.55,5548.268148803711
518060,56.07,324.76207580566404,100,5131,-106.97101618999997,518173,8966,0.001,0.54,3489.272839355469
,55.14,,100,5133,-102.05058615999998,518180,8967,,0.55,
518100,55.37,324.2367858886719,100,5141,-102.38649974,518207,8968,0.001,0.55,4311.228140258789
518120,54.51,331.1501831054687,100,5145,-97.16286015,518221,8969,0.001,0.56,4484.139819335937
518220,54.51,321.39052734375,100,5167,-101.64955034,518321,8970,0.001,0.56,4759.025863647461
518320,55.44,324.36028442382815,99,5189,-106.81746548999999,518421,8971,0.001,0.55,4705.732369995118
,54.56,,99,5194,-105.71131769999998,518433,8972,,0.56,
518340,53.74,321.70323791503904,99,5201,-104.04013254000002,518451,8973,0.001,0.57,3882.980549621582
518360,52.87,323.2800811767578,99,5206,-102.43918271000001,518464,8974,0.001,0.58,3999.2102172851564
,51.97,,99,5209,-97.98644229,518474,8975,,0.59,
,51.93,,99,5212,-98.01404128999997,518479,8976,,0.59,
518380,51.05,320.8844879150391,99,5215,-93.73404065999998,518491,8977,0.001,0.6,4053.8878982543947
518480,51.8,329.72983703613284,98,5240,-94.16964612999996,518591,8978,0.001,0.59,3757.212969970703
518580,52.76,323.5157012939453,98,5265,-99.15267205999997,518691,8979,0.001,0.58,4780.0935729980465
518600,52.81,323.77626953125,98,5287,-99.30966000000001,518706,8980,0.001,0.58,4368.934796142578
,52.64,,97,5295,-99.02679042000001,518716,8981,,0.58,
518620,52.52,323.70689086914064,97,5299,-98.66197553000002,518724,8982,0.001,0.58,4549.071325683593
518720,53.35,324.7313232421875,97,5322,-99.63076889,518824,8983,0.001,0.57,4975.724206542969
,53.38,,97,5325,-99.58401620999999,518833,8984,,0.57,
518820,54.35,324.8018310546875,96,5353,-100.26940576999998,518933,8985,0.001,0.56,5097.841354370117
518840,53.5,327.63341369628904,96,5358,-96.27591652,518948,8986,0.001,0.57,3843.3378143310547
518940,53.5,324.0665710449219,96,5382,-94.8358165,519048,8987,0.001,0.57,4747.63667602539
518960,53.65,327.9095825195312,96,5387,-95.12653458999999,519068,8988,0.001,0.57,2866.112579345703
519060,54.59,325.1570678710938,95,5413,-96.18410490999999,519168,8989,0.001,0.56,4504.313977050781
519160,55.26,317.98980407714845,95,5434,-96.41645996,519268,8990,0.001,0.55,4655.960192871094
519180,54.4,326.90452270507814,95,5439,-96.58769784999998,519282,8991,0.001,0.56,4477.551254272461
519280,55.22,323.6532958984375,94,5470,-98.43902976999998,519382,8992,0.001,0.55,4746.018664550781
,54.3,,94,5473,-97.96371285000001,519390,8993,,0.56,
519380,54.59,323.2426055908203,94,5496,-102.46219202,519490,8994,0.001,0.55,3415.1485961914063
519480,54.59,328.3367004394531,94,5516,-102.41993574,519590,8995,0.001,0.55,5326.303512573242
519500,54.68,324.45154724121096,94,5521,-102.87293084999999,519603,8996,0.001,0.55,5347.16918334961
,53.75,,94,5524,-102.0075741,519610,8997,,0.56,
519520,52.9,324.7589050292969,93,5529,-99.61824488999999,519625,8998,0.001,0.57,5057.126547241211
519620,53.69,330.2668029785156,93,5570,-101.08274586999998,519725,8999,0.001,0.56,4140.84130859375
519640,52.85,327.09251403808594,93,5581,-100.73586355999998,519741,9000,0.001,0.57,4075.5335357666017
519740,53.76,324.92880859375,92,5608,-101.54478966999999,519841,9001,0.001,0.56,3937.250032043457
,52.78,,92,5610,-97.22156740999999,519843,9002,,0.57,
,52.36,,92,5613,-96.64413053999999,519849,9003,,0.57,
519840,53.3,325.6920684814453,92,5636,-99.26691067,519949,9004,0.001,0.56,3936.610202026367
519860,52.42,329.0545593261719,92,5640,-98.7281054,519961,9005,0.001,0.57,4760.211541748047
,51.48,,92,5644,-98.11232165999999,519967,9006,,0.58,
519960,51.48,324.1199645996094,91,5667,-93.95522721000002,520067,9007,0.001,0.58,4633.355316162109
520060,52.39,322.2402374267578,91,5697,-94.73367307000001,520167,9008,0.001,0.57,5521.255456542969
,51.47,,91,5711,-94.57184926,520175,9009,,0.58,
520160,51.47,329.4052307128906,90,5736,-94.96771902,520275,9010,0.001,0.58,4368.8507080078125
520260,51.47,324.8065216064453,90,5770,-96.08991384,520375,9011,0.001,0.58,5798.853329467774
520280,50.79,323.9949432373047,90,5777,-92.42838875,520394,9012,0.001,0.58,4260.7611633300785
,49.85,,90,5780,-91.57434837999999,520400,9013,,0.59,
520300,49.57,324.03294067382814,89,5789,-89.81649166999998,520410,9014,0.001,0.59,5193.4491912841795
,49.61,,89,5793,-89.99986731999998,520419,9015,,0.59,
520400,50.55,331.4978302001953,89,5821,-90.48316833999999,520519,9016,0.001,0.58,5281.739010620117
520500,51.51,323.4026184082031,89,5847,-91.19954175999999,520619,9017,0.001,0.57,4802.883209228516
520520,51.49,322.7248565673828,88,5855,-91.01425277,520626,9018,0.001,0.57,4260.108511352539
,50.55,,88,5857,-85.86367578,520632,9019,,0.58,
520620,50.55,326.2453582763672,88,5876,-84.29444948999999,520732,9020,0.001,0.58,5033.229144287109
520640,50.49,325.8031494140625,88,5880,-83.64808705,520749,9021,0.001,0.58,4240.5915252685545
520740,51.41,319.63234252929686,88,5906,-84.34938744000002,520849,9022,0.001,0.57,6195.570629882813
520760,51.47,323.64793090820314,88,5911,-84.05004767000003,520864,9023,0.001,0.57,5458.264788818359
520780,51.52,326.3440216064453,88,5918,-84.63266571,520884,9024,0.001,0.57,3066.989532470703
,51.5,,87,5922,-84.87214413,520893,9025,,0.57,
520880,51.5,327.93316345214845,87,5951,-85.54906836,520993,9026,0.001,0.57,4917.008703613281
520980,52.44,326.4277862548828,87,5977,-86.60316733999998,521093,9027,0.001,0.56,4032.8475799560547
,52.46,,87,5981,-86.57506763999999,521099,9028,,0.56,
521080,53.36,324.6628051757813,86,6011,-87.58326346999998,521193,9029,0.001,0.56,4879.08798828125
521100,53.09,321.57630310058596,86,6014,-86.73329086999998,521201,9030,0.001,0.56,4546.64310913086
,53.07,,86,6023,-86.42441011999999,521211,9031,,0.56,
,53.07,,86,6024,-86.37644011,521214,9032,,0.56,
521200,53.07,326.58787536621094,86,6059,-86.99584344,521314,9033,0.001,0.56,4955.396429443359
,52.11,,86,6061,-85.97051470000001,521318,9034,,0.57,
521300,52.56,324.3119171142578,85,6094,-86.27806273,521418,9035,0.001,0.56,3964.8772155761717
521320,52.23,321.5906616210938,85,6103,-85.60332358,521429,9036,0.001,0.56,4148.156039428711
521420,52.23,322.2835754394531,84,6139,-85.68392319999997,521529,9037,0.001,0.56,5430.3862976074215
,52.25,,84,6141,-85.63816762999998,521534,9038,,0.56,
521520,52.25,324.5539611816406,84,6159,-89.86453332999997,521634,9039,0.001,0.56,5335.118920898438
521540,52.38,319.50474243164064,84,6166,-90.15455108999998,521651,9040,0.001,0.56,4818.580465698242
521560,51.58,324.7763305664063,84,6172,-86.95897934999999,521671,9041,0.001,0.57,4510.552256774902
521660,52.23,321.8200225830078,84,6197,-87.42424059000001,521771,9042,0.001,0.56,4687.791394042969
521760,52.23,327.71006774902344,83,6222,-91.83432877000001,521871,9043,0.001,0.56,5319.333879089356
521860,53.17,328.5898773193359,83,6245,-96.22378302000001,521971,9044,0.001,0.55,4883.877621459961
521960,53.93,321.6995483398438,83,6263,-101.13774081,522071,9045,0.001,0.54,4992.064642333984
,53.66,,83,6272,-100.36685707000001,522078,9046,,0.54,
522020,53.12,323.8667694091797,83,6284,-100.45401808000003,522124,9047,0.001,0.55,4094.3160766601563
522120,54.09,321.47691650390624,82,6315,-103.82494263000001,522224,9048,0.001,0.54,5710.282418823243
522140,53.27,325.62378845214846,82,6324,-98.63911551,522242,9049,0.001,0.55,4820.5814758300785
522160,53.28,328.8871246337891,82,6330,-99.52452748,522272,9050,0.001,0.55,4617.647186279297
522260,53.61,325.0771514892578,82,6361,-97.89668540000001,522372,9051,0.001,0.54,3436.4172424316407
,53.59,,82,6362,-97.94165047999999,522374,9052,,0.54,
522280,52.73,322.83726501464844,82,6368,-96.60315705000001,522388,9053,0.001,0.55,5554.898254394531
,52.41,,82,6370,-96.18813172999998,522391,9054,,0.55,
522380,52.35,327.5747924804688,81,6394,-96.81685171999999,522485,9055,0.001,0.56,4958.038220214844
522400,51.54,334.4124694824219,81,6399,-95.68375173,522504,9056,0.001,0.57,3662.583578491211
,50.59,,81,6402,-94.9086903,522509,9057,,0.58,
522500,50.59,324.7453979492187,81,6422,-94.72525691000001,522609,9058,0.001,0.58,3718.280107116699
,50.55,,81,6425,-94.39145832999999,522613,9059,,0.58,
522600,51.4,331.1021270751953,80,6456,-94.34107619999999,522713,9060,0.001,0.57,4669.26396484375
522620,50.55,332.85211486816405,80,6461,-90.17914245999998,522728,9061,0.001,0.58,5147.89673461914
522640,49.68,331.3342712402344,80,6465,-86.12100188999999,522741,9062,0.001,0.59,4665.342468261719
,48.83,,80,6470,-85.86421342999998,522756,9063,,0.6,
,47.87,,80,6482,-82.87227706999998,522760,9064,,0.61,
522680,47.09,326.5370574951172,80,6487,-81.70926738,522782,9065,0.001,0.62,4269.477081298828
522780,47.09,324.55254516601565,80,6522,-83.44682993,522882,9066,0.001,0.62,3701.0941955566404
,47.1,,80,6525,-83.75362472,522890,9067,,0.62,
522800,47.11,328.9123016357422,80,6533,-84.13487159,522918,9068,0.001,0.62,4598.131784057618
522900,47.97,326.1020111083984,79,6553,-88.84590551999997,523018,9069,0.001,0.61,5327.96643371582
523000,47.97,331.7668701171875,79,6571,-88.77788156999999,523118,9070,0.001,0.61,4994.627758789063
523040,47.31,326.48700256347655,79,6593,-83.82586760999999,523152,9071,0.001,0.62,3901.4690216064455
523140,48.19,327.18909606933596,79,6620,-84.29825401,523252,9072,0.001,0.61,3489.470729064941
523180,48.4,327.30962524414065,78,6629,-84.27749359,523291,9073,0.001,0.61,4581.271553039551
523280,49.27,324.73101501464845,78,6658,-84.50291349000001,523391,9074,0.001,0.6,5185.8664825439455
523380,50.17,328.72503662109375,78,6682,-84.88254214,523491,9075,0.001,0.59,3730.8532379150392
523400,50.25,325.77552795410156,78,6688,-85.18130293000002,523504,9076,0.001,0.59,4983.150915527343
523460,50.8,324.4068328857422,77,6713,-85.96743349000002,523571,9077,0.001,0.59,5083.548960876465
523560,50.8,326.8824462890625,77,6745,-86.23637150000002,523671,9078,0.001,0.59,5174.881335449219
,49.85,,77,6747,-81.10995491,523676,9079,,0.6,
523660,50.7,328.01967468261716,77,6770,-81.77579322,523776,9080,0.001,0.59,3977.4014251708986
,50.62,,77,6776,-81.41166973,523778,9081,,0.59,
523760,51.54,326.09276123046874,77,6801,-84.70997614999999,523878,9082,0.001,0.58,4807.666473388672
523860,51.54,330.08155517578126,76,6822,-84.53559609999998,523978,9083,0.001,0.58,6138.963031005859
523960,52.45,332.6413208007813,76,6853,-85.13648063,524078,9084,0.001,0.57,3053.2078491210937
524020,51.9,323.0155029296875,76,6875,-84.55161924999999,524123,9085,0.001,0.58,4782.300033569336
,51.87,,76,6880,-84.32263197999997,524135,9086,,0.58,
524120,51.87,327.6760223388672,75,6921,-87.21100851999998,524235,9087,0.001,0.58,4928.0649688720705
524140,51.74,329.7843475341797,75,6929,-87.18650953999999,524242,9088,0.001,0.58,3143.8631103515627
,50.82,,75,6933,-86.11875738999998,524250,9089,,0.59,
,49.85,,75,6935,-85.3147225,524253,9090,,0.6,
524240,50.71,328.5613250732422,75,6966,-85.82471328,524353,9091,0.001,0.59,4803.349291992187
524340,50.71,329.2461700439453,74,7000,-84.44573568,524453,9092,0.001,0.59,4045.6906616210936
524360,50.79,328.07830200195315,74,7004,-84.56410028,524469,9093,0.001,0.59,5433.1834121704105
524460,50.79,326.6963592529297,74,7032,-80.69186380000001,524569,9094,0.001,0.59,5320.774990844727
,49.86,,74,7045,-80.05516923999998,524576,9095,,0.6,
524500,50.01,329.3124206542969,74,7054,-79.95955181,524604,9096,0.001,0.6,3607.099319458008
524600,50.94,322.7300964355469,74,7076,-80.7386148,524704,9097,0.001,0.59,5911.793792724609
524620,50.98,328.9822509765625,74,7082,-81.25901521,524723,9098,0.001,0.59,4734.397686767578
524720,50.98,331.8625885009766,73,7111,-80.6189082,524823,9099,0.001,0.59,4271.791619873047
524820,51.82,332.37713623046875,73,7139,-81.93886662999999,524923,9100,0.001,0.58,4237.340034484863
,50.92,,73,7142,-81.30582569,524933,9101,,0.59,
,50.94,,73,7144,-81.30802679,524937,9102,,0.59,
524920,51.88,327.95849609375,73,7170,-82.18871368,525037,9103,0.001,0.58,4822.807421875
,50.91,,73,7172,-79.41015927000001,525040,9104,,0.59,
524940,50.87,331.6000152587891,73,7180,-79.34367343,525048,9105,0.001,0.59,5878.858590698243
524980,51.18,333.50780334472654,73,7192,-79.4710266,525085,9106,0.001,0.59,4349.197933959961
,50.25,,72,7196,-78.71118543,525092,9107,,0.6,
525080,50.25,330.8809753417969,72,7223,-79.86662501,525192,9108,0.001,0.6,3954.021936035156
,50.25,,72,7226,-79.56808516,525200,9109,,0.6,
525100,49.4,327.85333557128905,72,7237,-78.80938545,525215,9110,0.001,0.61,4322.237167358398
525200,49.4,325.56590576171874,72,7260,-81.60981424,525315,9111,0.001,0.61,4784.8789733886715
525300,50.21,322.24933471679685,72,7290,-81.93242328000001,525415,9112,0.001,0.6,4365.198815917969
525320,50.33,322.95212707519534,71,7302,-82.37116721000001,525433,9113,0.001,0.6,5232.486322021485
525340,50.38,327.35594787597654,71,7306,-82.71759532999998,525448,9114,0.001,0.6,4572.637176513672
525440,51.22,330.49509887695314,71,7337,-83.76281443999999,525541,9115,0.001,0.6,3857.8337173461914
525540,51.22,329.5620941162109,71,7368,-85.70760177999999,525641,9116,0.001,0.6,4700.86826171875
,50.29,,71,7371,-85.19559013000001,525648,9117,,0.61,
525640,51.22,327.4251434326172,71,7397,-85.89571923,525748,9118,0.001,0.6,4946.876031494141
525740,52.16,328.14891357421874,70,7415,-86.52376088,525848,9119,0.001,0.59,3345.6933563232424
525840,52.16,324.7220489501953,70,7441,-86.97568801999998,525948,9120,0.001,0.59,4948.084857177734
,52.06,,70,7444,-86.82422935999999,525955,9121,,0.59,
525940,52.06,328.31810607910154,70,7461,-87.89766658999999,526055,9122,0.001,0.59,4852.6510559082035
525960,52.02,322.34618225097654,70,7470,-87.89267255,526066,9123,0.001,0.59,6315.922570800782
,51.93,,70,7474,-87.27676144000002,526077,9124,,0.59,
525980,51.93,322.97905883789065,70,7478,-87.10582755000001,526086,9125,0.001,0.59,6409.311505126953
,51.04,,70,7481,-85.95012700000001,526097,9126,,0.6,
526080,51.04,324.79938354492185,70,7509,-85.52395461,526197,9127,0.001,0.6,5132.701226806641
526100,51.09,325.7064727783203,70,7513,-85.78158719000001,526208,9128,0.001,0.6,3862.943405151367
526120,50.3,327.35277099609374,69,7519,-85.35012581000001,526223,9129,0.001,0.6,4676.030627441406
526220,51.22,326.3605529785156,69,7544,-85.94277469000001,526323,9130,0.001,0.59,5019.520599365234
526240,51.38,325.6853546142578,69,7554,-86.14969814999999,526349,9131,0.001,0.59,5319.434167480469
526340,52.35,325.8103851318359,69,7575,-86.71227713999998,526449,9132,0.001,0.58,5890.0797668457035
526440,52.35,326.5430847167969,69,7594,-85.61224127999999,526549,9133,0.001,0.58,4586.598352050782
526540,53.31,332.04787292480466,69,7610,-90.76674200999997,526649,9134,0.001,0.57,3279.022560119629
526560,52.53,325.3570098876953,69,7622,-90.26709342999999,526671,9135,0.001,0.58,4088.444465637207
,52.5,,69,7625,-90.16195458,526679,9136,,0.58,
526580,51.63,322.721484375,69,7630,-89.21729275,526692,9137,0.001,0.59,4467.016506958008
526680,52.58,329.7477111816406,68,7658,-89.68956537,526792,9138,0.001,0.58,6213.323577880859
526740,52.23,326.31402282714845,68,7670,-87.93556061999999,526857,9139,0.001,0.59,3980.7547866821287
526800,52.66,323.0101287841797,68,7687,-88.82043404999999,526917,9140,0.001,0.59,5140.808853149414
526820,52.51,325.5075927734375,68,7690,-88.23861285000001,526922,9141,0.001,0.59,4402.002163696289
,51.56,,68,7692,-87.65996612999999,526927,9142,,0.6,
526920,51.56,323.9541839599609,68,7716,-83.16370444,527027,9143,0.001,0.6,4563.607766723633
527020,51.56,325.38648376464846,68,7740,-79.98262878999999,527127,9144,0.001,0.6,4921.074871826172
,50.6,,68,7743,-74.71073076,527131,9145,,0.61,
527040,50.69,323.56056823730466,68,7749,-74.78042013,527147,9146,0.001,0.61,4573.838259887695
527080,50.74,323.3429290771484,67,7762,-74.48451091000001,527198,9147,0.001,0.61,5984.577487182617
527180,50.74,326.3174560546875,67,7788,-72.12876508000001,527298,9148,0.001,0.61,5219.188070678711
527280,51.56,330.18935546875,67,7807,-77.24654089000002,527398,9149,0.001,0.6,4671.1223815917965
527380,52.26,328.0128875732422,67,7828,-76.85435589,527498,9150,0.001,0.59,4270.90796508789
527480,52.26,328.66343688964844,67,7849,-77.81058598,527598,9151,0.001,0.59,4129.8706329345705
527500,52.33,331.33453063964845,67,7852,-78.06888296999999,527607,9152,0.001,0.59,4540.04143371582
527600,53.19,326.72426147460936,67,7875,-78.38757694,527707,9153,0.001,0.58,4132.147486877441
527700,54.16,332.21400146484376,66,7891,-82.06719265,527807,9154,0.001,0.57,4908.813150024414
527800,54.22,325.62360229492185,66,7917,-83.98615993000001,527907,9155,0.001,0.56,5033.312530517578
527900,55.03,332.6682434082031,66,7943,-86.12365586,528007,9156,0.001,0.55,3957.9450927734374
527920,55.14,327.25457153320315,66,7952,-86.40552081,528023,9157,0.001,0.55,3700.0208053588867
528020,55.14,333.94542236328124,66,7974,-86.67763778,528123,9158,0.001,0.55,5109.546850585937
,55.24,,66,7983,-87.35220959,528137,9159,,0.55,
528120,55.24,326.6462768554687,66,8000,-92.21148511,528237,9160,0.001,0.55,5533.96640625
,55.1,,66,8001,-91.67101643,528238,9161,,0.55,
528160,55.24,335.64239807128905,65,8009,-91.77573953000001,528265,9162,0.001,0.55,4252.509814453125
528260,56.09,333.594921875,65,8038,-92.05081065,528365,9163,0.001,0.54,4881.866687011719
528280,56.24,332.67278747558595,65,8046,-92.18947195999999,528384,9164,0.001,0.54,4023.4197113037108
,56.11,,65,8059,-92.50980642999998,528393,9165,,0.54,
528380,56.11,328.6504608154297,65,8086,-90.82791691999999,528493,9166,0.001,0.54,4429.716958618164
528480,57.03,323.5874084472656,64,8132,-92.03427823,528593,9167,0.001,0.53,6795.29859008789
528580,57.75,326.0937927246094,64,8165,-94.07603663999998,528693,9168,0.001,0.52,4834.975909423828
528600,56.87,332.6261779785156,64,8170,-89.71925246,528705,9169,0.001,0.53,5070.519198608398
528620,56.13,328.815576171875,64,8178,-84.76257186000001,528731,9170,0.001,0.54,5748.957659912109
528720,56.79,327.8601470947266,64,8193,-90.00982542000001,528831,9171,0.001,0.53,4405.296676635742
528820,56.79,326.7702972412109,64,8223,-89.79186782,528931,9172,0.001,0.53,6124.892321777344
,56.48,,64,8226,-89.59117733,528939,9173,,0.53,
528840,55.56,325.52313842773435,64,8230,-89.12833835,528947,9174,0.001,0.54,6068.351232910156
528940,55.56,334.7443359375,64,8261,-89.78061041999999,529047,9175,0.001,0.54,4880.899543762207
,55.54,,64,8265,-89.42858421000001,529058,9176,,0.54,
528960,55.04,325.5049774169922,63,8271,-88.99532839000001,529075,9177,0.001,0.54,6313.391903686524
529060,55.04,320.96448669433596,63,8302,-89.00905345000002,529175,9178,0.001,0.54,5302.747711181641
529080,55.1,333.1284606933594,63,8311,-88.98586381000003,529186,9179,0.001,0.54,4890.610147094727
529180,55.1,329.01618041992185,63,8336,-89.08270230000002,529286,9180,0.001,0.54,3623.1818969726564
529200,55.42,325.13799743652345,63,8346,-89.42172226000001,529320,9181,0.001,0.54,5972.5150146484375
529300,55.42,321.9849487304688,63,8371,-88.08744595,529420,9182,0.001,0.54,6004.620806884765
529320,54.47,328.4104705810547,63,8373,-87.06088534000003,529425,9183,0.001,0.55,4987.450100708008
529340,53.8,329.59856567382815,63,8383,-87.04098877999999,529458,9184,0.001,0.56,3381.414343261719
529360,53.48,338.93145446777345,63,8388,-87.04373198000002,529471,9185,0.001,0.56,4153.817700195313
529460,54.36,327.00226135253905,62,8419,-87.89176576000001,529571,9186,0.001,0.55,4918.763040161133
529560,54.34,333.59580078125,62,8446,-85.84972475000002,529669,9187,0.001,0.56,3183.7749114990233
529580,54.49,329.76256408691404,62,8452,-86.00165922000001,529691,9188,0.001,0.56,4181.415930175781
529680,55.41,328.1608581542969,62,8481,-86.83957675999999,529791,9189,0.001,0.55,3873.003796386719
529700,55.52,332.41924438476565,62,8485,-86.92145971999999,529805,9190,0.001,0.55,4310.816987609864
,54.64,,62,8492,-86.11930448999998,529817,9191,,0.56,
529800,54.64,326.8719055175781,62,8515,-86.31859745999998,529917,9192,0.001,0.56,5093.574197387696
529820,54.68,335.0451904296875,62,8525,-86.30580734999998,529937,9193,0.001,0.56,4741.647024536132
529860,54.02,331.46539611816405,62,8537,-85.18387084,529971,9194,0.001,0.57,3750.50612487793
529960,54.95,326.4651245117187,61,8569,-86.84528902000002,530071,9195,0.001,0.56,5678.250207519532
,54.76,,61,8571,-86.80063444,530080,9196,,0.56,
529980,53.85,331.2847564697266,61,8575,-85.8726029,530089,9197,0.001,0.57,6150.029083251953
530080,54.66,326.84897766113284,61,8600,-85.93216139,530189,9198,0.001,0.56,4061.2688232421874
,53.67,,61,8606,-85.07438169,530190,9199,,0.57,
530180,53.67,331.0824676513672,61,8623,-88.91661375999998,530290,9200,0.001,0.57,3902.073565673828
,53.65,,61,8627,-88.77133091999998,530298,9201,,0.57,
530280,54.61,336.48301086425784,61,8661,-90.80199969999998,530398,9202,0.001,0.56,5967.212603759765
530380,54.61,331.17408752441406,61,8687,-94.34051019999998,530498,9203,0.001,0.56,6690.425341796875
530420,54.87,330.389111328125,61,8694,-94.56458061000001,530527,9204,0.001,0.56,3982.159060668945
530520,55.79,329.0338165283203,60,8719,-95.35792692,530627,9205,0.001,0.55,4493.490406799317
,55.45,,60,8720,-95.22190959999998,530630,9206,,0.55,
530540,55.49,330.9909271240234,60,8729,-95.44479285999999,530641,9207,0.001,0.55,5202.440328979492
530560,54.78,334.61358337402345,60,8735,-93.46712073,530670,9208,0.001,0.56,4171.229467773437
,54.77,,60,8738,-93.68136761000001,530677,9209,,0.56,
530660,55.62,333.9989929199219,60,8758,-93.89158205000001,530777,9210,0.001,0.55,4698.79808959961
530720,55.07,330.90643310546875,60,8767,-90.08034891999999,530822,9211,0.001,0.56,4185.402508544922
,54.11,,60,8774,-89.66410064,530826,9212,,0.57,
,53.98,,60,8777,-89.41031762,530831,9213,,0.57,
530740,54.01,328.7525970458984,60,8784,-89.44221505,530849,9214,0.001,0.57,4946.343005371094
530840,54.08,330.76991882324216,60,8800,-93.62036669000001,530949,9215,0.001,0.56,4994.6331787109375
530880,53.4,335.5656707763672,60,8807,-91.28663622,530981,9216,0.001,0.57,4787.216574096679
530900,53.53,328.9254577636719,60,8818,-91.45082530999998,531001,9217,0.001,0.57,4908.300985717773
531000,53.53,330.65472412109375,60,8846,-94.54964189,531101,9218,0.001,0.57,6557.624002075196
531100,53.53,331.3323272705078,59,8874,-94.80900742,531201,9219,0.001,0.57,3598.4623886108398
531200,53.53,335.1803466796875,59,8895,-97.14968874,531301,9220,0.001,0.57,5945.780166625977
,53.59,,59,8901,-97.57713161999999,531314,9221,,0.57,
531300,53.59,338.07626953125,59,8934,-100.30175610999999,531414,9222,0.001,0.57,4706.89400177002
531320,53.57,330.81288757324216,59,8937,-100.30657303,531423,9223,0.001,0.57,5155.051672363281
531420,54.46,330.79900512695315,59,8970,-100.7872606,531523,9224,0.001,0.56,5337.583270263672
531520,55.37,335.93125610351564,59,8995,-101.43509704,531623,9225,0.001,0.55,4281.453353881836
531620,56.26,336.54486083984375,58,9024,-102.32913618999999,531723,9226,0.001,0.54,4399.703930664063
531720,56.26,330.99473876953124,58,9050,-102.38641151000002,531823,9227,0.001,0.54,3829.0960235595703
,56.19,,58,9053,-102.10642704000001,531827,9228,,0.54,
,56.11,,58,9057,-101.65475825,531834,9229,,0.54,
,55.17,,58,9064,-100.70936051000001,531840,9230,,0.55,
531740,54.99,331.8569732666016,58,9068,-100.58884228000001,531848,9231,0.001,0.55,5077.713558959961
531760,54.28,330.5406951904297,58,9074,-100.45563618,531877,9232,0.001,0.56,5014.826928710938
531860,54.28,333.63572387695314,58,9098,-105.1727001,531977,9233,0.001,0.56,3707.6212371826173
531880,53.38,331.22044982910154,58,9101,-100.30351265000002,531987,9234,0.001,0.57,5355.574841308594
531920,53.66,338.9922607421875,58,9112,-102.30242152,532037,9235,0.001,0.57,4971.767910766602
532020,54.58,327.8733215332031,58,9135,-102.70996256000001,532137,9236,0.001,0.56,4842.562854003906
532040,54.63,322.61474609375,58,9147,-103.11209479000001,532155,9237,0.001,0.56,5566.490512084961
532120,54.3,331.31964721679685,57,9176,-103.73560368999999,532222,9238,0.001,0.57,4570.310455322266
