train/n_updates,rollout/ep_len_mean,train/actor_loss,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total timesteps,time/episodes,train/learning_rate,rollout/success rate,train/critic_loss
548240,57.29,326.7771789550781,39,13914,-76.70442461999998,548357,9544,0.001,0.5,5760.533828735352
548340,57.29,331.3915191650391,39,13942,-79.84962526,548457,9545,0.001,0.5,4090.3705780029295
548440,57.29,330.30421142578126,39,13974,-78.05831529999999,548557,9546,0.001,0.5,4087.279217529297
548540,57.29,327.15093383789065,39,13999,-79.20550365999999,548657,9547,0.001,0.5,5189.153961181641
548560,56.41,330.3364318847656,39,14003,-76.70285530999999,548669,9548,0.001,0.51,4667.474523925781
548660,56.84,333.9853210449219,39,14033,-77.2709271,548769,9549,0.001,0.5,5489.741363525391
548740,56.74,335.96161193847655,39,14054,-76.83269329999999,548859,9550,0.001,0.51,4236.941091918945
548800,56.27,342.30872497558596,39,14071,-78.79369444999999,548912,9551,0.001,0.52,4376.241833496094
,55.31,,39,14073,-72.99563997999999,548916,9552,,0.53,
548820,54.42,330.7468780517578,38,14077,-72.28405336,548927,9553,0.001,0.54,5960.24263305664
548920,55.32,330.0272155761719,38,14105,-72.93413771,549027,9554,0.001,0.53,5472.40166015625
,54.39,,38,14107,-68.100838,549034,9555,,0.54,
549020,55.31,332.56060791015625,38,14144,-69.01407945,549134,9556,0.001,0.53,5282.131573486328
,54.36,,38,14146,-68.63050688,549139,9557,,0.54,
549060,53.58,334.0765319824219,38,14153,-63.95254722999999,549161,9558,0.001,0.55,3820.463705444336
549160,53.58,330.7167144775391,38,14176,-63.94397865999999,549261,9559,0.001,0.55,6530.698034667968
,52.62,,38,14178,-61.04793613999999,549265,9560,,0.56,
549260,53.57,329.48589477539065,38,14201,-61.635507,549365,9561,0.001,0.55,5946.020220947265
,53.58,,38,14215,-61.62900224,549374,9562,,0.55,
549280,53.58,341.94886474609376,38,14221,-61.56752706,549388,9563,0.001,0.55,5057.928088378906
,52.64,,38,14224,-60.68503426,549394,9564,,0.56,
549380,53.18,332.8557647705078,38,14273,-60.789059749999986,549494,9565,0.001,0.55,5101.5594482421875
549480,54.11,331.4613830566406,38,14302,-62.41057377999999,549594,9566,0.001,0.54,5795.142395019531
549580,54.11,330.6837921142578,38,14327,-62.2618136,549694,9567,0.001,0.54,4330.124905395508
,54.07,,38,14329,-62.25290901,549698,9568,,0.54,
549600,54.05,337.77470703125,38,14339,-62.423607970000006,549708,9569,0.001,0.54,4781.027024841309
549620,53.18,333.13876953125,38,14343,-62.100141750000006,549721,9570,0.001,0.55,4567.046469116211
549720,53.18,329.47101440429685,38,14365,-60.858247520000006,549821,9571,0.001,0.55,4941.296746826172
549740,52.7,333.91655883789065,38,14377,-60.71158493000001,549852,9572,0.001,0.55,3896.3916137695314
549800,52.3,334.6273651123047,38,14392,-61.01338071,549912,9573,0.001,0.56,4567.789419555664
,52.2,,38,14395,-60.84370707,549918,9574,,0.56,
549820,51.23,332.2290374755859,38,14402,-57.22836458,549921,9575,0.001,0.57,4057.8688903808593
549920,52.18,336.86212768554685,38,14424,-58.65666199,550021,9576,0.001,0.56,3277.780075073242
550020,52.18,334.99525756835936,38,14458,-60.6065195,550121,9577,0.001,0.56,4706.469836425781
,51.25,,38,14461,-59.77598828,550128,9578,,0.57,
,51.24,,38,14464,-59.82278287,550133,9579,,0.57,
,50.3,,38,14466,-59.38350699000001,550139,9580,,0.58,
550080,49.81,331.5667205810547,38,14477,-58.582469450000005,550190,9581,0.001,0.59,4286.486502075195
550180,50.76,330.7825866699219,37,14503,-59.65313637000001,550290,9582,0.001,0.58,5449.783239746093
,50.71,,37,14511,-59.603779050000014,550294,9583,,0.58,
550200,50.75,334.06256408691405,37,14513,-59.56720446000001,550302,9584,0.001,0.58,3203.737483215332
,49.8,,37,14515,-59.11463628999999,550307,9585,,0.59,
,49.77,,37,14517,-58.85522497000001,550314,9586,,0.59,
550300,50.63,331.5955749511719,37,14549,-59.39252241,550414,9587,0.001,0.58,5667.161004638672
550320,50.61,329.6881072998047,37,14553,-59.66398309,550425,9588,0.001,0.58,4387.867056274414
550420,51.58,331.0094909667969,37,14576,-60.87087969,550525,9589,0.001,0.57,6761.389862060547
,51.23,,37,14579,-60.763507309999994,550532,9590,,0.57,
550520,52.01,332.16595764160155,37,14595,-66.00637323000001,550632,9591,0.001,0.56,4144.596179199219
550620,52.98,332.66344299316404,37,14623,-66.71906958000001,550732,9592,0.001,0.55,4906.161938476563
550720,52.98,324.39763793945315,37,14653,-68.32835696000001,550832,9593,0.001,0.55,5386.611386108399
550740,52.11,328.7783630371094,37,14657,-68.29127877,550845,9594,0.001,0.56,4992.0564636230465
550840,52.11,330.319384765625,37,14683,-70.95354469,550945,9595,0.001,0.56,5482.814250183105
550940,53.04,332.94359130859374,37,14701,-74.39672307,551045,9596,0.001,0.55,4085.3004821777345
551040,53.99,331.7788909912109,37,14729,-78.99574183,551145,9597,0.001,0.54,5342.568215942383
,53.1,,37,14732,-78.30076643000001,551156,9598,,0.55,
551140,53.1,332.70005798339844,37,14780,-77.81155747,551256,9599,0.001,0.55,4290.226364135742
551240,53.1,335.6185791015625,37,14812,-77.16168997000001,551356,9600,0.001,0.55,5400.824359130859
551340,53.1,334.24261474609375,37,14835,-79.65330246999999,551456,9601,0.001,0.55,4158.5773254394535
551440,53.64,327.48358459472655,37,14862,-80.83031674999998,551556,9602,0.001,0.54,4743.521759033203
551460,53.63,329.1855010986328,37,14866,-80.84537866999999,551568,9603,0.001,0.54,5220.138677978515
,52.73,,37,14870,-79.27780801999998,551578,9604,,0.55,
551560,52.73,330.35166931152344,37,14894,-79.43530643999998,551678,9605,0.001,0.55,3549.9418609619142
551660,53.65,330.78443298339846,36,14928,-80.07853655999997,551778,9606,0.001,0.54,7469.751968383789
551760,54.6,327.57871704101564,36,14947,-80.48573376999998,551878,9607,0.001,0.53,4500.275997924805
551860,55.47,329.09624938964845,36,14965,-80.90078586999999,551978,9608,0.001,0.52,4166.746557617187
551960,56.41,328.63104553222655,36,14989,-85.48100167999999,552078,9609,0.001,0.51,6303.134173583984
552060,56.28,331.55650634765624,36,15008,-82.12715897999999,552165,9610,0.001,0.52,3797.222036743164
552080,56.52,333.0765441894531,36,15016,-83.33877862000001,552191,9611,0.001,0.52,4165.146655273437
552180,57.45,326.58330078125,36,15044,-84.05461431000002,552291,9612,0.001,0.51,4879.046304321289
552280,57.45,332.2947204589844,36,15067,-86.0278853,552391,9613,0.001,0.51,5375.109326171875
552380,57.45,325.9779754638672,36,15091,-89.66926563999999,552491,9614,0.001,0.51,5454.840225219727
552480,58.43,336.08888244628906,36,15111,-94.19386770999999,552591,9615,0.001,0.5,4019.103176879883
552580,58.43,330.2726806640625,36,15145,-93.39181130000001,552691,9616,0.001,0.5,6007.854571533203
552600,57.56,330.5530944824219,36,15149,-93.04622047,552704,9617,0.001,0.51,5966.514666748047
552700,57.56,329.34046936035156,36,15175,-91.53149883999998,552804,9618,0.001,0.51,5484.466932678222
,56.59,,36,15182,-89.71065326999998,552807,9619,,0.52,
552800,56.59,324.2884948730469,36,15210,-89.07798010999998,552907,9620,0.001,0.52,5164.781140136719
,55.66,,36,15213,-88.79486467999999,552914,9621,,0.53,
552820,55.75,332.82618713378906,36,15218,-88.97865053000001,552927,9622,0.001,0.53,4352.699047851563
,55.67,,36,15226,-88.83469417,552931,9623,,0.53,
552920,56.49,329.94029541015624,36,15257,-89.18359554,553031,9624,0.001,0.52,4288.252749633789
552980,56.03,326.16468811035156,36,15274,-89.10187879999998,553085,9625,0.001,0.53,3256.5453353881835
553080,56.92,325.8036163330078,36,15304,-90.25039637999997,553185,9626,0.001,0.52,5586.704052734375
553180,57.9,330.04163818359376,36,15336,-91.74623188999998,553285,9627,0.001,0.51,6048.200842285156
553280,57.9,333.4553649902344,36,15361,-91.05386956999999,553385,9628,0.001,0.51,5021.152529907226
,56.98,,36,15368,-87.23181885999999,553393,9629,,0.52,
553380,56.98,325.24900512695314,35,15395,-87.38538883999999,553493,9630,0.001,0.52,5688.278330993652
553480,57.91,332.0371978759766,35,15424,-88.20114527,553593,9631,0.001,0.51,4460.19808807373
,56.97,,35,15428,-87.35054698,553599,9632,,0.52,
553520,57.06,324.6882263183594,35,15436,-87.22700025,553626,9633,0.001,0.52,6385.731155395508
,57.07,,35,15440,-87.12035076999999,553638,9634,,0.52,
553540,56.16,329.47532958984374,35,15449,-86.13430793999999,553647,9635,0.001,0.53,4450.483795166016
,56.19,,35,15453,-85.98167458,553658,9636,,0.53,
553560,56.16,326.3906280517578,35,15457,-86.30187047,553669,9637,0.001,0.53,4259.070846557617
553660,56.67,335.8281982421875,35,15489,-91.14531139,553769,9638,0.001,0.52,3698.088946533203
553760,56.67,324.1778564453125,35,15517,-91.34064579000001,553869,9639,0.001,0.52,4100.250706481934
,55.72,,35,15520,-90.41438225000002,553874,9640,,0.53,
553860,56.63,337.3958709716797,35,15537,-91.03371589000002,553974,9641,0.001,0.52,4473.440139770508
553880,56.72,329.47340698242186,35,15544,-91.12956472,553998,9642,0.001,0.52,4882.586999511719
553980,57.63,324.56202392578126,35,15572,-91.92679872999999,554098,9643,0.001,0.51,7101.957983398437
554080,58.41,328.8003326416016,35,15598,-92.38569989999998,554198,9644,0.001,0.5,4363.772009277343
554180,58.41,335.15122375488284,35,15620,-89.31309360999998,554298,9645,0.001,0.5,4384.867053222656
554280,58.41,331.6143096923828,35,15648,-89.74300580999997,554398,9646,0.001,0.5,5892.966061401367
554380,58.41,330.72435302734374,35,15673,-90.01081184999997,554498,9647,0.001,0.5,5500.306524658203
554480,59.29,335.7188751220703,35,15690,-95.10280999999999,554598,9648,0.001,0.49,5255.369479370117
554520,58.56,327.4049133300781,35,15703,-94.62159491999996,554625,9649,0.001,0.5,5467.837139892578
554580,58.4,330.8361450195313,35,15717,-94.36069525999997,554699,9650,0.001,0.5,3936.4090240478517
554680,58.87,331.51868591308596,35,15746,-92.77445997999999,554799,9651,0.001,0.49,5081.977392578125
554780,59.83,323.4084808349609,35,15774,-93.64649331999999,554899,9652,0.001,0.48,5015.500534057617
554880,60.72,330.05556030273436,35,15808,-94.36651531,554999,9653,0.001,0.47,5064.687280273438
554900,59.75,327.7750671386719,35,15809,-93.71016564,555002,9654,0.001,0.48,3304.967965698242
555000,60.68,340.3522705078125,35,15844,-94.53271433,555102,9655,0.001,0.47,4845.947569274902
,59.84,,35,15853,-93.74525389,555118,9656,,0.48,
,59.81,,35,15855,-93.73706404,555120,9657,,0.48,
555020,59.64,328.9469970703125,34,15862,-93.54169471000002,555125,9658,0.001,0.48,4073.6987548828124
,58.76,,34,15872,-93.06748472,555137,9659,,0.49,
555060,59.15,331.5229187011719,34,15884,-93.13428219000001,555180,9660,0.001,0.49,5275.938552856445
555160,59.15,332.3470123291016,34,15916,-93.20149730000001,555280,9661,0.001,0.49,5159.412353515625
555180,59.17,328.58331604003905,34,15919,-93.27583077999999,555291,9662,0.001,0.49,4814.075732421875
,59.1,,34,15923,-93.00051088000001,555298,9663,,0.49,
555200,59.07,333.90928955078124,34,15925,-92.99546615000001,555301,9664,0.001,0.49,5184.322657775879
555300,59.07,332.46087646484375,34,15948,-93.13446771,555401,9665,0.001,0.49,3850.3694030761717
,58.09,,34,15950,-91.39040940000001,555403,9666,,0.5,
,57.1,,34,15953,-90.6730197,555404,9667,,0.51,
,57.09,,34,15954,-90.61598313,555407,9668,,0.51,
555320,57.21,325.69439697265625,34,15959,-90.62254980999998,555429,9669,0.001,0.51,5602.667987060547
,57.13,,34,15962,-90.58565617999999,555434,9670,,0.51,
555340,56.32,328.62981567382815,34,15969,-88.51234236999998,555453,9671,0.001,0.52,4993.973193359375
,56.08,,34,15971,-88.04345208999999,555460,9672,,0.52,
555440,56.48,328.5745147705078,34,15989,-92.89893808999999,555560,9673,0.001,0.51,5169.4912780761715
555460,56.53,326.4870330810547,34,15997,-93.00403673,555571,9674,0.001,0.51,5791.676483154297
555560,57.5,327.77263793945315,34,16034,-94.18978092999998,555671,9675,0.001,0.5,6021.776452636719
555620,57.0,332.0185180664063,34,16050,-92.99180482,555721,9676,0.001,0.51,6134.365612792969
555720,57.0,328.48216552734374,34,16086,-91.32598821999999,555821,9677,0.001,0.51,4468.875875854492
555820,57.93,331.8396270751953,34,16111,-96.07015588999998,555921,9678,0.001,0.5,5271.5194091796875
,57.92,,34,16133,-96.06707675999998,555925,9679,,0.5,
555920,58.86,323.45159912109375,34,16164,-97.02470756000001,556025,9680,0.001,0.49,6200.485559082032
555940,58.56,327.213720703125,34,16170,-97.13374294999998,556046,9681,0.001,0.49,5623.9335662841795
,57.69,,34,16174,-96.22576529,556059,9682,,0.5,
556040,58.65,328.9625701904297,34,16211,-97.75980808,556159,9683,0.001,0.49,6156.655480957032
556060,58.67,328.46397399902344,34,16215,-97.77129640000001,556169,9684,0.001,0.49,4255.691549682617
,58.67,,34,16218,-97.77237883000002,556174,9685,,0.49,
556160,59.6,333.1877166748047,34,16239,-98.58223951000002,556274,9686,0.001,0.48,5018.902444458008
556180,58.83,322.6559356689453,34,16251,-98.19106845,556297,9687,0.001,0.49,4725.793530273438
556280,59.72,329.62787170410155,34,16268,-98.84433249999998,556397,9688,0.001,0.48,6410.134265136719
556300,58.78,329.03907775878906,34,16280,-97.59481388,556403,9689,0.001,0.49,5608.722665405274
,58.88,,34,16287,-98.07493055999997,556420,9690,,0.49,
556320,58.04,330.7790771484375,34,16292,-92.61739281999999,556436,9691,0.001,0.5,5357.05980834961
556340,57.19,320.41322631835936,34,16296,-92.26900477,556451,9692,0.001,0.51,5425.355816650391
,56.28,,34,16299,-90.29751564999998,556460,9693,,0.52,
556360,56.22,323.7161010742187,34,16311,-89.78990018999998,556467,9694,0.001,0.52,7129.138751220703
556380,55.36,333.1401428222656,34,16316,-85.06759846000001,556481,9695,0.001,0.53,4702.168994140625
556480,55.36,328.6669860839844,34,16338,-82.25949149,556581,9696,0.001,0.53,4485.688720703125
,54.45,,34,16340,-77.51358036000002,556590,9697,,0.54,
556500,54.56,336.2280334472656,34,16357,-78.53278227,556612,9698,0.001,0.54,4884.269996643066
556520,53.69,325.88706970214844,34,16362,-77.91278651,556625,9699,0.001,0.55,6040.562680053711
,52.74,,34,16369,-76.84378673,556630,9700,,0.56,
556540,51.91,323.502783203125,33,16381,-73.95346477999999,556647,9701,0.001,0.57,5018.1237518310545
556580,51.31,331.4437744140625,33,16393,-72.94014348,556687,9702,0.001,0.58,3936.01575012207
,51.25,,33,16396,-72.91280882,556693,9703,,0.58,
556600,51.32,334.7382019042969,33,16403,-73.29538982999999,556710,9704,0.001,0.58,3671.6086822509765
556700,51.32,324.7870239257812,33,16429,-75.415165,556810,9705,0.001,0.58,4975.8583709716795
556740,50.67,326.78021240234375,33,16443,-74.97469908,556845,9706,0.001,0.59,5423.906579589844
556760,50.0,329.5811492919922,33,16454,-74.52155877,556878,9707,0.001,0.6,5203.484869384765
556780,49.12,326.0062957763672,33,16457,-74.19975038000001,556890,9708,0.001,0.61,4990.892175292969
,48.19,,33,16460,-69.67655945,556897,9709,,0.62,
556880,48.32,336.06215209960936,33,16495,-69.6698902,556997,9710,0.001,0.61,4938.3322265625
556920,48.48,327.7484924316406,33,16506,-68.79716873000001,557039,9711,0.001,0.61,5476.512145996094
556940,47.66,323.8237243652344,33,16524,-68.34050054000001,557057,9712,0.001,0.62,5092.942218017578
556980,46.9,326.9943023681641,33,16532,-65.40040589,557081,9713,0.001,0.63,5040.133972167969
557080,46.9,329.86731872558596,33,16559,-61.43451421,557181,9714,0.001,0.63,5108.452786254883
557180,46.9,328.01646118164064,33,16585,-57.555980559999995,557281,9715,0.001,0.63,4679.46821899414
,45.98,,33,16588,-56.91990392,557289,9716,,0.64,
557240,46.53,323.7904968261719,33,16605,-57.55410672000001,557357,9717,0.001,0.64,5562.03666381836
557340,46.53,330.08702087402344,33,16631,-57.33046790000001,557457,9718,0.001,0.64,4314.18962097168
,46.52,,33,16648,-57.32852475000001,557459,9719,,0.64,
557420,46.18,324.2750762939453,33,16666,-57.605047610000014,557525,9720,0.001,0.65,5875.597189331054
,46.19,,33,16670,-57.2388932,557533,9721,,0.65,
557520,47.06,328.31859436035154,33,16690,-57.37108361000001,557633,9722,0.001,0.64,5587.468283081054
,47.09,,33,16692,-57.38778881,557640,9723,,0.64,
557620,47.09,325.19598083496095,33,16718,-57.37403505,557740,9724,0.001,0.64,6681.102990722657
557640,46.62,327.2177001953125,33,16722,-56.65725936,557747,9725,0.001,0.64,5522.839544677734
,45.64,,33,16723,-55.49225043000001,557749,9726,,0.65,
,44.71,,33,16726,-54.055432610000004,557756,9727,,0.66,
557660,43.88,326.0205596923828,33,16732,-53.21544331000001,557773,9728,0.001,0.67,3848.1000732421876
557680,43.92,328.2578857421875,33,16737,-53.29737394000001,557785,9729,0.001,0.67,5309.560736083984
557780,43.92,318.79322814941406,33,16766,-53.11865814000001,557885,9730,0.001,0.67,5203.783993530274
557880,43.92,333.28192138671875,33,16801,-53.15538439,557985,9731,0.001,0.67,3544.050372314453
,43.93,,33,16804,-53.21952205,557992,9732,,0.67,
,43.69,,33,16806,-53.181070389999995,557995,9733,,0.67,
557900,43.67,330.3562744140625,33,16810,-53.02088076999999,558005,9734,0.001,0.67,4755.367248535156
,43.71,,33,16820,-53.193582969999994,558018,9735,,0.67,
558000,44.6,327.23773193359375,33,16847,-53.935690830000006,558118,9736,0.001,0.66,5762.611770629883
558100,45.49,328.26926574707034,33,16876,-55.1223744,558218,9737,0.001,0.65,4601.720397949219
558200,45.49,323.6282012939453,33,16906,-50.607426049999994,558318,9738,0.001,0.65,4473.220422363282
558300,45.49,328.36688537597655,32,16932,-50.31090105000001,558418,9739,0.001,0.65,4957.8469863891605
558400,46.44,331.07463989257815,32,16961,-51.42617361000001,558518,9740,0.001,0.64,4091.0795349121095
558420,45.52,327.7302185058594,32,16969,-51.10803335000002,558526,9741,0.001,0.65,4598.074914550782
558520,46.28,329.6779449462891,32,16986,-51.27910751000001,558626,9742,0.001,0.64,5460.42707824707
558540,45.45,330.22900390625,32,16994,-51.28585874000001,558643,9743,0.001,0.65,5025.969500732422
,44.5,,32,16996,-50.68379816000001,558648,9744,,0.66,
558640,44.5,328.42079467773436,32,17015,-55.69343936000001,558748,9745,0.001,0.66,4797.199407958984
558740,44.5,328.50226440429685,32,17031,-60.75352946000001,558848,9746,0.001,0.66,5532.212060546875
,43.6,,32,17035,-58.165856350000006,558858,9747,,0.67,
558760,42.65,331.8783264160156,32,17054,-53.02651599000001,558863,9748,0.001,0.68,2811.3814834594727
558840,43.19,333.9225128173828,32,17076,-54.33373824000001,558944,9749,0.001,0.68,5822.670703125
558940,43.45,330.8725158691406,32,17115,-55.15156813000001,559044,9750,0.001,0.67,5798.398104858398
559040,43.45,324.86516723632815,32,17135,-59.58851137,559144,9751,0.001,0.67,4367.92297668457
559060,42.81,326.4058532714844,32,17155,-58.801045599999995,559180,9752,0.001,0.68,4561.9097702026365
559080,41.91,328.7273193359375,32,17159,-58.07619762,559190,9753,0.001,0.69,4383.411651611328
559180,42.88,324.5611053466797,32,17189,-58.45300537,559290,9754,0.001,0.68,4108.518185424805
,41.96,,32,17191,-57.628382099999996,559298,9755,,0.69,
559280,42.8,322.9931396484375,32,17210,-57.81013575,559398,9756,0.001,0.68,4860.598512268067
559380,43.78,324.96982421875,32,17237,-58.34577669,559498,9757,0.001,0.67,5088.230337524414
559480,44.73,329.1322296142578,32,17263,-58.84705770000001,559598,9758,0.001,0.66,4709.719537353516
559580,45.47,325.72657165527346,32,17286,-59.84072303000001,559684,9759,0.001,0.66,4110.353137207031
559680,46.04,327.3996887207031,32,17304,-62.22248077000001,559784,9760,0.001,0.65,4292.848377227783
,45.09,,32,17306,-61.56324936000001,559789,9761,,0.66,
,45.06,,32,17320,-61.644963770000004,559797,9762,,0.66,
559700,45.05,324.50554809570315,32,17323,-61.58984453,559803,9763,0.001,0.66,5279.355432128907
,45.06,,32,17324,-61.593513519999995,559807,9764,,0.66,
559720,44.2,333.5081451416016,32,17333,-61.17502425000001,559821,9765,0.001,0.67,5051.125210571289
,44.24,,32,17334,-61.18389247,559827,9766,,0.67,
,44.31,,32,17348,-61.14631912,559835,9767,,0.67,
559740,44.43,331.4351501464844,32,17354,-61.46325328999999,559850,9768,0.001,0.67,4136.581433105469
559840,45.21,328.86040954589845,32,17392,-62.59744209999999,559950,9769,0.001,0.66,4857.856867980957
,45.22,,32,17395,-62.64734324999999,559956,9770,,0.66,
559860,45.24,324.3943389892578,32,17401,-62.78834958,559977,9771,0.001,0.66,4509.9992202758785
559880,45.34,326.53578491210936,32,17407,-62.74479735,559994,9772,0.001,0.66,4378.857038879394
559980,45.34,328.88828125,32,17446,-59.157298440000005,560094,9773,0.001,0.66,4250.310516357422
560080,46.23,330.59910278320314,32,17474,-59.71859591000001,560194,9774,0.001,0.65,5126.336163330078
560100,45.3,328.66919860839846,32,17478,-58.85379288,560201,9775,0.001,0.66,5417.753503417969
560200,45.8,327.3665435791016,32,17498,-59.503326630000004,560301,9776,0.001,0.65,6408.242529296875
560300,45.8,329.0015441894531,31,17526,-59.45689869000001,560401,9777,0.001,0.65,5268.954571533203
560400,45.8,327.9037658691406,31,17564,-56.01768763,560501,9778,0.001,0.65,5216.486700439453
560420,46.15,328.7855163574219,31,17576,-56.07735168,560540,9779,0.001,0.65,5974.083532714843
560440,45.21,325.73414611816406,31,17579,-55.167709240000015,560546,9780,0.001,0.66,4336.230126953125
560460,45.33,326.87268981933596,31,17592,-55.23964418,560579,9781,0.001,0.66,6199.23210144043
560560,46.2,327.2029663085938,31,17613,-55.36958729,560679,9782,0.001,0.65,6148.68837890625
560580,45.38,327.89264526367185,31,17623,-54.52446709000001,560697,9783,0.001,0.66,5136.453707885742
560680,46.28,326.1765380859375,31,17654,-55.79168119999999,560797,9784,0.001,0.65,5381.680136108398
560780,47.23,329.97880859375,31,17673,-56.68555765999999,560897,9785,0.001,0.64,5082.016589355469
560880,47.23,326.3378601074219,31,17712,-56.7753053,560997,9786,0.001,0.64,6286.760031127929
560900,47.15,332.0478881835937,31,17716,-56.98752696,561012,9787,0.001,0.64,3837.34836730957
,46.21,,31,17723,-56.01906841,561018,9788,,0.65,
561000,47.15,327.31719665527345,31,17743,-56.80320612,561118,9789,0.001,0.64,4823.057650756836
561020,47.03,328.1305297851562,31,17745,-56.16171945999999,561123,9790,0.001,0.64,5181.803729248047
,46.92,,31,17747,-56.12940369,561128,9791,,0.64,
561040,47.0,331.04542236328126,31,17759,-56.265749920000005,561151,9792,0.001,0.64,5103.930618286133
561120,47.66,337.5401947021484,31,17772,-56.45052263,561226,9793,0.001,0.64,4459.01420288086
561220,48.59,326.51841430664064,31,17809,-57.30224793,561326,9794,0.001,0.63,6074.465924072266
561320,49.45,337.03034057617185,31,17839,-58.22322590999999,561426,9795,0.001,0.62,5296.9880859375
561420,49.45,327.10964050292966,31,17863,-58.01836007,561526,9796,0.001,0.62,5621.677990722656
561460,49.8,323.52525024414064,31,17875,-58.12117887,561570,9797,0.001,0.62,6159.981726074218
561560,50.58,327.3447631835937,31,17915,-57.851709009999986,561670,9798,0.001,0.61,4192.054516601563
561600,50.88,325.7342864990234,31,17926,-57.84141198,561713,9799,0.001,0.61,4285.660150146485
561620,50.91,328.9449981689453,31,17934,-57.846850229999994,561721,9800,0.001,0.61,5257.179202270508
561640,50.96,330.16472778320315,31,17941,-57.65076542999999,561743,9801,0.001,0.61,5389.230383300781
561740,51.56,329.4145172119141,31,17970,-57.89951982999998,561843,9802,0.001,0.6,5495.139907836914
,51.66,,31,17981,-58.17090012999999,561859,9803,,0.6,
561840,52.49,332.6665740966797,31,18008,-61.838445969999995,561959,9804,0.001,0.59,4594.187854003906
561940,52.49,323.60975646972656,31,18032,-59.65520058999999,562059,9805,0.001,0.59,5684.672265625
561960,52.25,327.8690612792969,31,18035,-59.92309133999999,562070,9806,0.001,0.59,5180.055059814453
562060,52.92,330.01849365234375,31,18067,-60.33100135999999,562170,9807,0.001,0.58,3608.2630981445313
562080,52.98,325.7715240478516,31,18073,-59.96310997,562188,9808,0.001,0.58,5353.509609985352
562180,53.91,327.77178955078125,31,18101,-61.711911659999984,562288,9809,0.001,0.57,5759.115325927734
,52.98,,31,18102,-60.88217449999999,562295,9810,,0.58,
562280,53.56,330.37890625,31,18129,-61.22705247,562395,9811,0.001,0.57,4919.528469848633
,53.43,,31,18131,-60.850086170000004,562400,9812,,0.57,
562380,54.19,326.02552795410156,30,18166,-63.02161117000001,562500,9813,0.001,0.56,6466.444808959961
562480,54.19,321.0221649169922,30,18191,-62.93996768,562600,9814,0.001,0.56,5211.316325378418
562580,54.19,336.3026641845703,30,18221,-63.36930099,562700,9815,0.001,0.56,5422.041033935547
562620,54.33,334.4927551269531,30,18229,-63.641778190000004,562722,9816,0.001,0.56,5077.013153076172
562720,54.65,331.8542724609375,30,18251,-63.50495721,562822,9817,0.001,0.55,4743.938366699219
,53.72,,30,18255,-62.99130596,562829,9818,,0.56,
,53.75,,30,18257,-62.99735468000001,562834,9819,,0.56,
,53.15,,30,18269,-61.89601067,562840,9820,,0.56,
562740,53.13,331.82908325195314,30,18272,-61.89615289,562846,9821,0.001,0.56,5465.524124145508
,52.24,,30,18276,-62.118250579999994,562857,9822,,0.57,
562840,53.17,336.75050659179686,30,18306,-62.74669994999999,562957,9823,0.001,0.56,4672.078974914551
562940,53.17,329.39537048339844,30,18333,-63.2669603,563057,9824,0.001,0.56,5079.585565185547
562980,53.34,329.4331451416016,30,18341,-63.239906229999995,563081,9825,0.001,0.56,4631.070495605469
563080,54.32,323.4696319580078,30,18363,-68.70310008,563181,9826,0.001,0.55,4966.394183349609
563180,55.25,329.2122497558594,30,18390,-69.75902464999999,563281,9827,0.001,0.54,5273.640716552734
563280,56.08,335.2819366455078,30,18421,-70.14486026,563381,9828,0.001,0.53,4703.072320556641
,56.03,,30,18424,-70.06310123000002,563388,9829,,0.53,
563380,56.03,326.358251953125,30,18446,-70.16334643,563488,9830,0.001,0.53,4775.117126464844
563400,55.16,331.89256286621094,30,18455,-69.63125891,563501,9831,0.001,0.54,4496.674658203125
,55.18,,30,18458,-69.5263061,563510,9832,,0.54,
563500,56.15,322.2547576904297,30,18485,-70.30229666999999,563610,9833,0.001,0.53,5948.397088623047
563600,57.05,332.8387756347656,30,18512,-70.81100109,563710,9834,0.001,0.52,4850.559686279297
563700,57.92,328.39248046875,30,18547,-71.23074383,563810,9835,0.001,0.51,4276.674371337891
563800,57.92,333.13275756835935,30,18582,-71.50782703,563910,9836,0.001,0.51,3843.760601806641
,56.96,,30,18584,-69.70978728,563914,9837,,0.52,
563880,56.66,328.79140625,30,18597,-69.15163235000001,563984,9838,0.001,0.53,5009.302587890625
563980,56.66,329.19956665039064,30,18617,-69.14307589,564084,9839,0.001,0.53,4797.347341918945
564000,55.83,326.52342529296874,30,18628,-68.42035364000002,564101,9840,0.001,0.54,5195.286151123047
564100,56.75,331.61798400878905,30,18652,-68.76067943000001,564201,9841,0.001,0.53,4530.597152709961
564200,56.75,322.2695281982422,30,18686,-68.92265463000001,564301,9842,0.001,0.53,5108.610208129883
564300,57.58,326.536572265625,30,18708,-68.8534559,564401,9843,0.001,0.52,6427.436788940429
564320,57.89,327.37047119140624,30,18717,-68.96947860000002,564437,9844,0.001,0.52,5246.766882324218
564420,57.89,330.9809173583984,30,18748,-63.8928159,564537,9845,0.001,0.52,3859.6205169677733
564440,56.95,318.8512786865234,30,18751,-58.34418163000001,564543,9846,0.001,0.53,5115.087322998047
,56.92,,30,18755,-58.17662301,564550,9847,,0.53,
,56.93,,30,18759,-58.33550676,564556,9848,,0.53,
