time/total timesteps,time/episodes,rollout/ep_len_mean,rollout/success rate,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/n_updates,train/critic_loss,train/actor_loss
400008,10644,19.86,0.9,4236,-1171.95064694,94,,,,
400014,10645,19.72,0.9,3903,-1158.5273986500001,102,,,,
400046,10646,19.99,0.9,3415,-1164.30067493,117,0.001,399940,11092283.225,13606.8271484375
400059,10647,19.12,0.91,3139,-1099.84319558,127,,,,
400063,10648,18.94,0.91,2758,-1127.43574096,145,0.001,399960,11446723.5375,13525.76103515625
400068,10649,18.94,0.91,2718,-1126.3508915600003,147,,,,
400168,10650,19.86,0.9,2378,-1178.52618397,168,0.001,400060,10593536.075,13728.00048828125
400178,10651,19.92,0.9,2192,-1179.9428096400002,182,,,,
400186,10652,19.97,0.9,1733,-1221.53640107,230,0.001,400080,12373129.85,13434.7283203125
400192,10653,19.34,0.9,1580,-1223.4683205200001,253,,,,
400197,10654,18.39,0.91,1451,-1197.16541608,275,,,,
400201,10655,18.37,0.91,1438,-1206.6373894800001,278,0.001,400100,10596969.375,13367.58955078125
400301,10656,19.26,0.9,1335,-1583.32054887,299,0.001,400200,10491511.575,13522.31748046875
400306,10657,19.25,0.9,1204,-1563.57660397,332,,,,
400309,10658,18.28,0.91,1181,-1528.4878260500002,338,,,,
400315,10659,18.3,0.91,1155,-1539.74543365,346,,,,
400325,10660,18.37,0.91,1125,-1542.5236212600003,355,0.001,400220,12154692.475,13254.44287109375
400328,10661,18.17,0.91,1088,-1525.1063402799998,367,,,,
400428,10662,19.1,0.9,1027,-1773.44117876,389,0.001,400320,9363099.8875,13532.6453125
400434,10663,18.92,0.9,1018,-1777.7055500600002,393,,,,
400438,10664,18.94,0.9,898,-1778.5184928300005,445,,,,
400538,10665,18.99,0.89,842,-1790.03493307,475,0.001,400420,12600365.625,13477.19150390625
400544,10666,19.0,0.89,838,-1780.56481174,477,0.001,400440,10173618.025,13547.69111328125
400549,10667,19.04,0.89,835,-1801.8045740900002,479,,,,
400556,10668,19.09,0.89,760,-1802.33199908,526,,,,
400565,10669,18.62,0.89,754,-1770.95916727,530,0.001,400460,12000643.125,13349.4029296875
400575,10670,18.66,0.89,749,-1762.11875836,534,,,,
400581,10671,18.7,0.89,712,-1773.5270961999997,562,0.001,400480,10101687.1,13475.38798828125
400588,10672,18.71,0.89,689,-1744.56281837,580,,,,
400592,10673,18.73,0.89,680,-1745.5313264999998,588,,,,
400595,10674,18.7,0.89,677,-1734.8273985299998,590,,,,
400603,10675,18.67,0.89,662,-1713.8794556399998,604,0.001,400500,11094860.9125,13251.31376953125
400608,10676,18.66,0.89,654,-1694.1757252399998,612,,,,
400616,10677,18.67,0.89,645,-1684.22955317,621,,,,
400619,10678,18.61,0.89,603,-1683.09780425,663,,,,
400625,10679,17.67,0.9,600,-1650.9463990699996,667,0.001,400520,11679916.725,13280.984765625
400629,10680,17.65,0.9,580,-1640.96221259,689,,,,
400634,10681,17.46,0.9,578,-1604.3567062399995,692,,,,
400639,10682,17.23,0.9,572,-1616.5276943999997,700,,,,
400660,10683,17.38,0.9,547,-1631.1070509999997,731,0.001,400540,10406835.25,13344.90439453125
400664,10684,17.16,0.9,545,-1605.4598878999998,733,0.001,400560,11171901.3125,13522.83388671875
400674,10685,17.16,0.9,525,-1612.4806639199999,763,,,,
400689,10686,17.24,0.9,521,-1614.33885235,768,0.001,400580,13938297.825,13470.4568359375
400692,10687,17.23,0.9,519,-1612.6971066800002,770,,,,
400746,10688,17.71,0.9,483,-1695.44850526,829,0.001,400640,10559442.5,13556.86689453125
400751,10689,17.71,0.9,481,-1704.88904801,831,,,,
400830,10690,18.46,0.9,469,-2140.01941914,854,0.001,400720,11832609.4875,13455.041015625
400834,10691,17.5,0.91,454,-2105.07038887,882,,,,
400840,10692,17.51,0.91,450,-2125.88144545,890,,,,
400848,10693,17.54,0.91,440,-2127.4804855899997,909,0.001,400740,12440201.4625,13229.41875
400850,10694,17.52,0.91,437,-2126.88707165,916,,,,
400899,10695,17.96,0.91,414,-2180.4729815200003,966,0.001,400780,9235481.35,13762.47353515625
400900,10696,17.91,0.91,395,-2187.6178991700003,1013,,,,
401000,10697,18.83,0.9,370,-2815.33030355,1082,0.001,400880,10133627.375,13651.8373046875
401006,10698,18.85,0.9,361,-2825.53722524,1110,0.001,400900,9971480.2875,13224.87158203125
401012,10699,18.88,0.9,346,-2827.640849130001,1158,,,,
401016,10700,18.87,0.9,342,-2826.9661920100007,1170,,,,
401021,10701,17.92,0.91,337,-2787.2871947900007,1187,0.001,400920,11326244.525,13652.69287109375
401027,10702,17.86,0.91,336,-2785.26624288,1190,,,,
401031,10703,17.85,0.91,336,-2786.48274443,1193,,,,
401040,10704,17.9,0.91,329,-2788.0488702999996,1217,,,,
401048,10705,17.95,0.91,324,-2788.84878802,1234,0.001,400940,11106346.15,13643.622265625
401076,10706,18.01,0.91,316,-2800.1520187100004,1269,0.001,400960,12517782.4,13505.07119140625
401123,10707,18.43,0.91,312,-2811.6473835300003,1283,0.001,401020,12585094.4,13702.2330078125
401130,10708,18.47,0.91,303,-2812.2105017199997,1321,,,,
401136,10709,17.53,0.92,296,-2776.42989761,1354,,,,
401139,10710,17.22,0.92,292,-2763.0030342499995,1371,,,,
401147,10711,16.3,0.93,291,-2699.8403545099995,1374,0.001,401040,9734257.2625,13621.4615234375
401155,10712,16.32,0.93,290,-2700.9605673700003,1382,,,,
401255,10713,17.29,0.92,278,-2734.99656302,1443,0.001,401140,9803297.18125,13439.01123046875
401260,10714,17.26,0.92,276,-2714.08162365,1451,,,,
401268,10715,17.3,0.92,271,-2714.2257020200004,1479,0.001,401160,13553732.74375,13313.72373046875
401272,10716,17.29,0.92,270,-2712.6416259199996,1482,,,,
401372,10717,18.18,0.91,265,-2978.15157757,1510,0.001,401260,14425622.825,13465.94384765625
401472,10718,19.09,0.9,261,-3012.64490472,1536,0.001,401360,13647994.6375,13238.216015625
401476,10719,19.04,0.9,260,-3011.7375310499997,1543,,,,
401481,10720,19.03,0.9,258,-3011.5335508999997,1555,0.001,401380,7991330.3,13730.98828125
401487,10721,19.02,0.9,257,-2981.65462824,1558,,,,
401495,10722,19.07,0.9,253,-2973.72752543,1581,,,,
401509,10723,19.02,0.9,250,-2975.5399525400003,1602,0.001,401400,12855560.0375,13600.75634765625
401515,10724,19.04,0.9,249,-2966.38005653,1610,,,,
401520,10725,19.04,0.9,238,-3006.1300585100003,1682,,,,
401529,10726,18.44,0.9,238,-3002.3443526799992,1686,0.001,401420,11192876.825,13542.55849609375
401534,10727,18.44,0.9,237,-2992.2408542499998,1688,,,,
401544,10728,18.47,0.9,237,-2993.5817584599995,1692,0.001,401440,9671886.4625,13573.49853515625
401548,10729,18.41,0.9,236,-3003.0168076,1700,,,,
401551,10730,18.35,0.9,233,-3022.47631902,1722,,,,
401560,10731,18.37,0.9,230,-3034.3699573500007,1741,,,,
401566,10732,17.43,0.91,225,-2988.465491000001,1779,0.001,401460,10174360.78125,13708.44755859375
401584,10733,17.56,0.91,221,-2994.2155884700005,1814,0.001,401480,13533988.8375,13633.1603515625
401588,10734,17.53,0.91,218,-2981.68807495,1836,,,,
401593,10735,17.5,0.91,214,-2931.2992619,1874,,,,
401596,10736,17.49,0.91,213,-2931.0765227200004,1876,,,,
401603,10737,17.52,0.91,213,-2952.9715500099996,1880,0.001,401500,13138881.575,13182.68408203125
401604,10738,17.49,0.91,212,-2951.9498706199997,1886,,,,
401704,10739,18.28,0.9,209,-2964.84109535,1914,0.001,401600,12585104.73125,13584.668359375
401723,10740,18.41,0.9,207,-2959.654797779999,1931,0.001,401620,11787241.075,13448.47216796875
401729,10741,17.47,0.91,207,-2915.7554464099994,1934,,,,
401829,10742,18.38,0.9,200,-2946.573069489999,2002,0.001,401720,11947322.175,13496.92724609375
401840,10743,18.4,0.9,196,-2946.8731142599986,2047,,,,
401845,10744,18.37,0.9,195,-2944.74866971,2050,0.001,401740,15298351.075,13684.94580078125
401852,10745,18.38,0.9,194,-2945.62102884,2062,,,,
401858,10746,18.12,0.9,191,-2939.4483375700006,2095,,,,
401861,10747,18.02,0.9,191,-2937.49203248,2103,0.001,401760,11786254.8625,13562.54951171875
401864,10748,18.01,0.9,190,-2915.75767837,2105,,,,
401870,10749,18.02,0.9,188,-2915.82386305,2128,,,,
401880,10750,17.12,0.91,188,-2862.33199806,2133,,,,
401883,10751,17.05,0.91,188,-2859.7860096100003,2134,0.001,401780,10956736.7,13743.71689453125
401886,10752,17.0,0.91,187,-2818.06442018,2142,,,,
401986,10753,17.94,0.9,185,-3685.6499022399994,2162,0.001,401880,12193388.7125,13535.29794921875
401992,10754,17.95,0.9,185,-3685.11664321,2165,,,,
402000,10755,17.99,0.9,185,-3688.50541239,2168,,,,
402009,10756,17.08,0.91,184,-3301.4438299099997,2182,0.001,401900,10785454.4375,13472.6423828125
402014,10757,17.08,0.91,183,-3290.8217134699994,2195,,,,
402021,10758,17.12,0.91,182,-3311.4650880899994,2208,0.001,401920,11134771.0375,13428.26123046875
402026,10759,17.11,0.91,180,-3310.3422302499994,2225,,,,
402038,10760,17.13,0.91,180,-3309.3602567399994,2230,,,,
402039,10761,17.11,0.91,180,-3308.59741159,2232,,,,
402043,10762,16.15,0.92,179,-3049.4949568399998,2234,0.001,401940,11408073.0,13623.541796875
402049,10763,16.15,0.92,177,-3040.73719812,2267,,,,
402149,10764,17.11,0.91,175,-3133.22424551,2289,0.001,402040,11096804.4,13490.2056640625
402159,10765,16.21,0.92,174,-3099.9873046600005,2299,,,,
402163,10766,16.19,0.92,171,-3110.0309735800006,2342,0.001,402060,12494425.75,13245.51025390625
402170,10767,16.21,0.92,171,-3090.28192324,2345,,,,
402175,10768,16.19,0.92,171,-3090.37549812,2348,,,,
402178,10769,16.13,0.92,168,-3088.12415681,2386,,,,
402185,10770,16.1,0.92,166,-3107.7000481899995,2419,0.001,402080,10615511.73125,13389.5072265625
402187,10771,16.06,0.92,164,-3096.39643137,2451,,,,
402190,10772,16.02,0.92,163,-3094.36004274,2453,,,,
402192,10773,16.0,0.92,163,-3093.68670583,2455,,,,
402292,10774,16.97,0.91,162,-3157.2308191800003,2479,0.001,402180,13220207.25,13521.664453125
402296,10775,16.93,0.91,161,-3154.8524274099996,2497,,,,
402307,10776,16.99,0.91,160,-3157.45415171,2501,0.001,402200,10174098.3,13267.61435546875
402319,10777,17.03,0.91,159,-3158.5464111700003,2521,,,,
402345,10778,17.26,0.91,157,-3178.1950793900005,2560,0.001,402240,13154673.15,13582.75771484375
402353,10779,17.28,0.91,156,-3166.60501758,2569,,,,
402361,10780,17.32,0.91,155,-3166.907090750001,2582,0.001,402260,12290211.65,13759.2203125
402363,10781,17.29,0.91,155,-3165.0645117600006,2589,,,,
402366,10782,17.27,0.91,155,-3144.2696298400006,2590,,,,
402390,10783,17.3,0.91,154,-3133.2684227300006,2608,0.001,402280,10421064.675,13629.9404296875
402400,10784,17.36,0.91,151,-3135.19665501,2647,,,,
402455,10785,17.81,0.91,146,-3119.9240188799995,2739,0.001,402340,11681630.425,13450.64580078125
402461,10786,17.72,0.91,146,-3105.6680066799995,2747,0.001,402360,11175899.55,13629.3279296875
402469,10787,17.77,0.91,145,-3107.0120388099986,2765,,,,
402497,10788,17.51,0.91,143,-3031.382891359999,2801,0.001,402380,13185281.9,13706.17353515625
402502,10789,17.51,0.91,142,-3022.330753129999,2829,0.001,402400,10452308.2625,13555.1576171875
402515,10790,16.85,0.91,139,-2568.89812439,2879,,,,
402518,10791,16.84,0.91,136,-2558.91486872,2956,,,,
402526,10792,16.86,0.91,135,-2538.9483969999997,2960,0.001,402420,11239824.5625,13720.82568359375
402531,10793,16.83,0.91,135,-2527.728854499999,2977,,,,
402535,10794,16.85,0.91,134,-2538.0443095999995,2989,,,,
402538,10795,16.39,0.91,134,-2484.1064545399995,3001,,,,
402542,10796,16.42,0.91,133,-2485.1865358899995,3004,0.001,402440,10058808.0625,13731.928125
402551,10797,15.51,0.92,133,-1858.1639405099997,3013,,,,
402557,10798,15.51,0.92,131,-1868.8698925999995,3051,,,,
402560,10799,15.48,0.92,131,-1866.4330167300002,3063,,,,
402660,10800,16.44,0.91,129,-1891.0815821999997,3118,0.001,402540,8067818.0625,13576.62021484375
402665,10801,16.44,0.91,128,-1901.44892213,3131,0.001,402560,13198714.2125,13369.33623046875
402678,10802,16.51,0.91,127,-1912.09128835,3166,,,,
402685,10803,16.54,0.91,126,-1911.24417516,3184,0.001,402580,13537733.875,13556.22841796875
402690,10804,16.5,0.91,125,-1909.2422590599997,3206,,,,
402694,10805,16.46,0.91,124,-1908.3012544,3234,,,,
402701,10806,16.25,0.91,124,-1922.9393882099998,3242,0.001,402600,8974180.75,13456.080078125
402707,10807,15.84,0.91,123,-1914.6007243799997,3250,,,,
402712,10808,15.82,0.91,122,-1924.6612495099998,3283,,,,
402714,10809,15.78,0.91,122,-1923.45314529,3289,,,,
402718,10810,15.79,0.91,122,-1954.7646206000002,3297,,,,
402730,10811,15.83,0.91,121,-1976.51976805,3322,0.001,402620,14278654.25,13377.94130859375
402735,10812,15.8,0.91,120,-1974.48511248,3329,,,,
402738,10813,14.83,0.92,119,-1939.7083377299998,3382,,,,
402753,10814,14.93,0.92,118,-1930.56411534,3387,0.001,402640,10800424.0875,13589.63056640625
402757,10815,14.89,0.92,118,-1940.1925303599999,3405,,,,
402761,10816,14.89,0.92,117,-1940.2025233899997,3422,0.001,402660,10662350.575,13533.99990234375
402765,10817,13.93,0.93,117,-1672.6756754299997,3434,,,,
402767,10818,12.95,0.94,115,-1634.8259951500002,3477,,,,
402867,10819,13.91,0.93,114,-1692.45820355,3504,0.001,402760,10678245.225,13608.55546875
402889,10820,14.08,0.93,114,-1696.1001055800004,3512,0.001,402780,11586663.85,13499.4197265625
402896,10821,14.09,0.93,113,-1705.9612349200002,3565,,,,
402900,10822,14.05,0.93,111,-1714.42709088,3597,,,,
402904,10823,13.95,0.93,111,-1710.0134832100002,3599,0.001,402800,12528429.25,13447.44521484375
402908,10824,13.93,0.93,111,-1708.8538592500001,3602,,,,
402910,10825,13.9,0.93,111,-1688.32428049,3604,,,,
402936,10826,14.07,0.93,111,-1683.4893912500002,3626,0.001,402820,10516095.9375,13434.79267578125
402943,10827,14.09,0.93,110,-1705.8050165800003,3635,0.001,402840,13672138.075,13254.19296875
402949,10828,14.05,0.93,109,-1703.7057919100002,3673,,,,
402975,10829,14.27,0.93,109,-1705.00515192,3691,0.001,402860,13906260.125,13511.83583984375
402979,10830,14.28,0.93,108,-1694.0846499700003,3718,,,,
402990,10831,14.3,0.93,108,-1713.2334775600002,3724,0.001,402880,11647423.125,13758.42021484375
403090,10832,15.24,0.92,107,-1755.5627899700005,3756,0.001,402980,11325068.6375,13636.91591796875
403092,10833,15.08,0.92,107,-1749.0825747400004,3763,,,,
403097,10834,15.09,0.92,106,-1760.3557223000005,3791,,,,
403105,10835,15.12,0.92,104,-1760.5639328100003,3845,0.001,403000,12963883.3,13775.44091796875
403110,10836,15.14,0.92,104,-1782.2494302500004,3848,,,,
403123,10837,15.2,0.92,104,-1764.9938861499998,3861,0.001,403020,7244204.9375,13735.67578125
403223,10838,16.19,0.91,103,-1850.72132103,3893,0.001,403120,9645058.675,13549.9447265625
403277,10839,15.73,0.92,103,-1813.8571861500002,3911,0.001,403160,12573513.46875,13428.62509765625
403281,10840,15.58,0.92,103,-1808.9103572200004,3914,0.001,403180,9204452.25,13448.09755859375
403285,10841,15.56,0.92,101,-1808.4760636300002,3971,,,,
403288,10842,14.59,0.93,99,-1776.58086757,4043,,,,
403300,10843,14.6,0.93,99,-1775.93038197,4053,,,,
403303,10844,14.58,0.93,99,-1774.8747430000003,4055,0.001,403200,9958008.25625,13683.93505859375
403313,10845,14.61,0.93,98,-1786.3604351200001,4084,,,,
403318,10846,14.6,0.93,96,-1787.0191353800003,4158,,,,
403323,10847,14.62,0.93,96,-1787.8752733400001,4160,0.001,403220,11705627.5,13648.270703125
403423,10848,15.59,0.92,96,-1824.7964655800004,4200,0.001,403320,10917508.05,13645.67744140625
403425,10849,15.55,0.92,95,-1823.8869702900001,4223,,,,
403429,10850,15.49,0.92,95,-1823.03980557,4240,,,,
403440,10851,15.57,0.92,94,-1828.4783398199997,4254,,,,
403445,10852,15.59,0.92,94,-1839.1256588899998,4286,0.001,403340,11654411.7625,13559.15283203125
403449,10853,14.63,0.93,94,-951.30441387,4289,,,,
403453,10854,14.61,0.93,93,-951.1509999699999,4296,,,,
403458,10855,14.58,0.93,93,-948.24086892,4304,,,,
403466,10856,14.57,0.93,93,-988.2276629500001,4307,0.001,403360,12348948.45,13823.1134765625
403566,10857,15.52,0.92,92,-1051.43732596,4346,0.001,403460,13365978.55,13380.48916015625
403569,10858,15.48,0.92,91,-1031.8947058600002,4388,,,,
403574,10859,15.48,0.92,91,-1022.00395355,4405,,,,
403577,10860,15.39,0.92,91,-1020.0847259499999,4427,,,,
403581,10861,15.42,0.92,90,-1021.0828266899999,4435,0.001,403480,14164481.3875,13448.42578125
403586,10862,15.43,0.92,90,-1011.17623687,4473,,,,
403599,10863,15.5,0.92,90,-1013.04956089,4482,,,,
403605,10864,14.56,0.93,89,-921.25373282,4485,0.001,403500,9271391.2625,13795.22265625
403612,10865,14.53,0.93,89,-919.97322888,4503,,,,
403712,10866,15.49,0.92,89,-979.9545024300002,4529,0.001,403600,12015977.725,13499.12822265625
403812,10867,16.42,0.91,88,-1010.4232180600002,4560,0.001,403700,11369498.5125,13561.22724609375
403817,10868,16.42,0.91,86,-1030.69196604,4678,,,,
403821,10869,16.43,0.91,85,-1041.58745709,4716,0.001,403720,12215070.925,13822.00224609375
403832,10870,16.47,0.91,85,-1022.0238028900001,4750,,,,
403836,10871,16.49,0.91,84,-1023.1080967899999,4762,,,,
403839,10872,16.49,0.91,84,-1023.64579688,4770,,,,
403842,10873,16.5,0.91,84,-1023.6534663300001,4777,0.001,403740,10348562.5125,13492.86806640625
403861,10874,15.69,0.92,83,-963.4065654600001,4819,0.001,403760,12263888.4375,13730.13212890625
403867,10875,15.71,0.92,82,-973.7465422500001,4902,,,,
403890,10876,15.83,0.92,81,-986.71920368,4925,0.001,403780,9998663.2125,13723.598828125
403892,10877,15.73,0.92,81,-983.5993744299999,4927,,,,
403893,10878,15.48,0.92,81,-972.5358196399997,4984,,,,
403896,10879,15.43,0.92,80,-970.7838277499999,5001,,,,
403899,10880,15.38,0.92,80,-969.8710216799998,5024,,,,
403902,10881,15.39,0.92,80,-970.53195729,5026,0.001,403800,12211853.9375,13690.94326171875
403907,10882,15.41,0.92,79,-971.3864717399999,5084,,,,
403915,10883,15.25,0.92,78,-967.6868669599999,5137,,,,
403922,10884,15.22,0.92,77,-980.3703742199999,5181,0.001,403820,12380725.34375,13767.25322265625
403935,10885,14.8,0.92,77,-966.8234696899999,5191,,,,
403939,10886,14.78,0.92,77,-967.0050497299999,5194,,,,
403976,10887,15.07,0.92,77,-974.2904320099999,5209,0.001,403860,10355360.0875,13406.9939453125
403980,10888,14.83,0.92,77,-966.8663388299999,5236,,,,
403982,10889,14.8,0.92,76,-965.5720627699998,5283,0.001,403880,11379485.925,13286.7568359375
404002,10890,14.87,0.92,76,-973.8051416999998,5304,0.001,403900,10948840.05,13302.649609375
404018,10891,15.0,0.92,76,-977.0534313199998,5309,,,,
404023,10892,14.97,0.92,75,-976.2197410599998,5337,0.001,403920,12339600.525,13778.109375
404026,10893,14.95,0.92,74,-985.1660227299998,5414,,,,
404035,10894,15.0,0.92,74,-979.1490322999998,5448,,,,
404135,10895,15.97,0.91,73,-1077.6220096299999,5470,0.001,404020,12020359.91875,13717.60556640625
404138,10896,15.96,0.91,72,-1067.53420556,5547,,,,
404143,10897,15.92,0.91,72,-1065.8693024,5574,0.001,404040,13145693.45,13547.45595703125
404153,10898,15.96,0.91,72,-1056.3551375299999,5583,,,,
404157,10899,15.97,0.91,72,-1056.6341373999999,5596,,,,
404166,10900,15.06,0.92,72,-1033.8431842999998,5599,0.001,404060,10590231.8125,13705.9388671875
404174,10901,15.09,0.92,72,-1034.19660514,5607,,,,
404178,10902,15.0,0.92,71,-1022.7038471999999,5665,,,,
404237,10903,15.52,0.92,70,-1046.6057899699997,5708,0.001,404120,10901665.775,13572.920703125
404240,10904,15.5,0.92,70,-1055.87179288,5730,,,,
404248,10905,15.54,0.92,70,-1057.32610097,5739,0.001,404140,7499170.5,13796.69970703125
404348,10906,16.47,0.91,70,-1098.1935744,5759,0.001,404240,11134341.6625,13639.84375
404362,10907,16.55,0.91,69,-1097.96965181,5810,0.001,404260,13784234.8125,13431.6197265625
404425,10908,17.13,0.91,69,-1122.40970298,5858,0.001,404320,12877575.8875,13759.06474609375
404427,10909,17.13,0.91,68,-1122.41724702,5895,,,,
404431,10910,17.13,0.91,68,-1101.84652576,5898,,,,
404438,10911,17.08,0.91,68,-1080.34487036,5906,,,,
404507,10912,17.72,0.91,68,-1107.29348075,5936,0.001,404400,13889426.4625,13470.5765625
404511,10913,17.73,0.91,68,-1109.53113889,5943,,,,
404519,10914,17.66,0.91,67,-1108.44422695,5962,,,,
404527,10915,17.7,0.91,67,-1108.99249498,5975,0.001,404420,10996766.325,13918.27119140625
404627,10916,18.66,0.9,67,-1173.07619998,6005,0.001,404520,12484522.3,13691.6267578125
404655,10917,18.9,0.9,66,-1181.50137164,6049,0.001,404540,14847041.25,13581.32548828125
404659,10918,18.92,0.9,66,-1182.56106998,6051,,,,
404664,10919,17.97,0.91,66,-1125.8727410000001,6064,0.001,404560,11172588.1375,13803.73037109375
404677,10920,17.88,0.91,66,-1124.20777658,6099,,,,
404681,10921,17.85,0.91,66,-1114.0771073399999,6111,0.001,404580,9317498.525,13813.79130859375
404689,10922,17.89,0.91,66,-1105.79888398,6125,,,,
404695,10923,17.91,0.91,65,-1105.1133959000001,6137,,,,
404697,10924,17.89,0.91,65,-1104.3996453200002,6139,,,,
404703,10925,17.93,0.91,65,-1085.66220267,6144,0.001,404600,13847011.575,13513.0689453125
404707,10926,17.71,0.91,65,-1079.6744281100002,6212,,,,
404713,10927,17.7,0.91,65,-1057.8143824200001,6214,,,,
404718,10928,17.69,0.91,65,-1058.56177941,6223,,,,
404722,10929,17.47,0.91,65,-1047.20170544,6226,0.001,404620,10178349.4875,13759.565625
404725,10930,17.46,0.91,64,-1037.12094125,6253,,,,
404749,10931,17.59,0.91,64,-1009.3203659199999,6260,0.001,404640,13779502.875,13629.5412109375
404754,10932,16.64,0.92,64,-966.4111508199999,6262,,,,
404760,10933,16.68,0.92,64,-968.2558133799998,6305,,,,
404764,10934,16.67,0.92,63,-957.3402487299998,6333,0.001,404660,11584523.4625,13665.85107421875
404770,10935,16.65,0.92,63,-966.12023427,6341,,,,
404774,10936,16.64,0.92,63,-954.70690103,6343,,,,
404777,10937,16.54,0.92,63,-949.8709839400002,6390,,,,
404877,10938,16.54,0.92,63,-898.3107380900001,6414,0.001,404760,10510697.85625,13485.44755859375
404891,10939,16.14,0.92,62,-889.03279592,6428,0.001,404780,12009440.75,13711.1486328125
404897,10940,16.16,0.92,62,-888.8985736,6442,,,,
404902,10941,16.17,0.92,62,-910.7238692699998,6444,0.001,404800,13777832.55,13543.20849609375
404903,10942,16.15,0.92,62,-910.2080214399998,6456,,,,
404909,10943,16.09,0.92,62,-928.7776543800001,6459,,,,
404917,10944,16.14,0.92,62,-930.82724167,6467,,,,
404921,10945,16.08,0.92,62,-918.4802950599999,6469,0.001,404820,10920527.25,13777.10869140625
404926,10946,16.08,0.92,62,-929.1095183799999,6472,,,,
404935,10947,16.12,0.92,62,-929.4290830900001,6475,,,,
404940,10948,15.17,0.93,62,-904.2712311099999,6493,,,,
404945,10949,15.2,0.93,61,-905.1268005800001,6546,0.001,404840,12577510.8375,13599.85927734375
404948,10950,15.19,0.93,61,-904.60636251,6547,,,,
404950,10951,15.1,0.93,61,-898.6894485700001,6564,,,,
404954,10952,15.09,0.93,61,-889.1575918099999,6576,,,,
404956,10953,15.07,0.93,61,-887.7810922,6578,,,,
404962,10954,15.09,0.93,61,-887.02141494,6581,0.001,404860,12539263.175,13678.684765625
404971,10955,15.13,0.93,61,-887.8804183699999,6605,,,,
404975,10956,15.09,0.93,61,-856.98599086,6622,,,,
404985,10957,14.19,0.94,60,-846.2201421000001,6656,0.001,404880,9794865.6625,13709.13779296875
404992,10958,14.23,0.94,60,-847.5356544600003,6663,,,,
405042,10959,14.68,0.94,60,-859.4242152300001,6698,0.001,404940,11893720.5,13547.785546875
405054,10960,14.77,0.94,60,-875.04625134,6717,,,,
405082,10961,15.01,0.94,60,-883.3397121300001,6726,0.001,404980,12145838.2,13755.41767578125
405088,10962,15.02,0.94,60,-882.8159644500001,6729,,,,
405097,10963,14.98,0.94,59,-881.0185397199999,6768,,,,
405101,10964,14.96,0.94,59,-879.8701424899998,6781,0.001,405000,10263117.825,13513.63203125
405105,10965,14.93,0.94,59,-878.6274643699998,6788,,,,
405110,10966,13.98,0.95,59,-819.8481293899998,6806,,,,
405177,10967,13.65,0.96,59,-836.5882570099999,6825,0.001,405060,10795796.6375,13638.321484375
405277,10968,14.6,0.95,59,-870.02598497,6856,0.001,405160,7736001.0875,13932.5076171875
405377,10969,15.56,0.94,58,-910.83306004,6877,0.001,405260,14212393.5625,13751.21376953125
405382,10970,15.5,0.94,58,-910.2412823700001,6940,0.001,405280,11520007.475,13574.03857421875
405386,10971,15.5,0.94,58,-909.9134032399999,6944,,,,
405389,10972,15.5,0.94,58,-909.59689971,6965,,,,
405394,10973,15.52,0.94,58,-910.5914523099999,6968,,,,
405406,10974,15.45,0.94,58,-970.12008183,6972,0.001,405300,12133559.725,13912.15625
405506,10975,16.39,0.93,57,-1017.1773997299999,7017,0.001,405400,11526714.725,13829.57158203125
405514,10976,16.24,0.93,57,-1001.9596147899997,7056,,,,
405517,10977,16.25,0.93,57,-1002.94709653,7058,,,,
405524,10978,16.31,0.93,57,-994.5104841699999,7071,0.001,405420,12268949.125,13561.380859375
405529,10979,16.33,0.93,57,-995.6970298899998,7073,,,,
405539,10980,16.4,0.93,57,-1039.5252928,7108,,,,
405544,10981,16.42,0.93,57,-1039.3319411700002,7111,0.001,405440,13405212.525,13746.607421875
405566,10982,16.59,0.93,56,-1044.78341504,7133,0.001,405460,11241869.575,13535.21298828125
405570,10983,16.55,0.93,56,-1064.10657043,7171,,,,
405576,10984,16.54,0.93,56,-1050.48504818,7199,,,,
405588,10985,16.53,0.93,56,-1050.3978657799998,7218,0.001,405480,12848883.125,13651.9580078125
405592,10986,16.53,0.93,56,-1059.93159608,7221,,,,
405595,10987,16.19,0.93,56,-1051.20652659,7228,,,,
405621,10988,16.41,0.93,56,-1067.09482262,7241,0.001,405520,11892300.3125,13485.66982421875
405624,10989,16.42,0.93,55,-1067.26611396,7244,,,,
405627,10990,16.25,0.93,55,-1057.56638365,7276,,,,
405727,10991,17.09,0.92,55,-1111.4431340300002,7294,0.001,405620,11436314.975,13858.84375
405732,10992,17.09,0.92,55,-1111.1442643799999,7296,,,,
405778,10993,17.52,0.92,55,-1112.58938737,7328,0.001,405660,13499919.3,13645.68203125
405793,10994,17.58,0.92,55,-1112.22304955,7340,0.001,405680,11989995.4375,13743.62431640625
405797,10995,16.62,0.93,55,-1024.43131529,7358,,,,
405839,10996,17.01,0.93,55,-1034.57395061,7378,0.001,405720,13017430.325,13611.11123046875
405891,10997,17.48,0.93,54,-1076.1406850899998,7402,0.001,405780,11173112.5,13805.15224609375
405895,10998,17.42,0.93,54,-1065.10412361,7420,,,,
405898,10999,17.41,0.93,54,-1094.4295694399998,7432,,,,
405914,11000,17.48,0.93,54,-1095.091094,7442,0.001,405800,12425222.9875,13808.67138671875
