time/total timesteps,time/episodes,rollout/ep_len_mean,rollout/success rate,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/n_updates,train/critic_loss,train/actor_loss
428079,12383,15.64,0.92,12,-1800.49022465,33929,,,,
428089,12384,15.68,0.92,12,-1784.0645315699999,33953,0.001,427980,12388412.1625,14380.58310546875
428092,12385,15.66,0.92,12,-1764.70471128,33955,,,,
428095,12386,15.67,0.92,12,-1755.0825948399997,33962,,,,
428100,12387,15.69,0.92,12,-1756.2433336900003,33989,,,,
428111,12388,15.74,0.92,12,-1797.00614089,33993,0.001,428000,16762725.05,14236.0158203125
428120,12389,15.73,0.92,12,-1815.0419809400003,34002,,,,
428126,12390,15.74,0.92,12,-1797.8487689800002,34025,0.001,428020,14717138.9,14539.76123046875
428133,12391,15.67,0.92,12,-1791.35631287,34048,,,,
428138,12392,15.69,0.92,12,-1792.3384726799998,34071,,,,
428144,12393,14.75,0.93,12,-1773.38318185,34094,0.001,428040,12348714.3875,14496.39482421875
428147,12394,14.75,0.93,12,-1772.9859154500002,34096,,,,
428151,12395,14.73,0.93,12,-1770.53496468,34109,,,,
428156,12396,14.73,0.93,12,-1740.2763291800002,34112,,,,
428161,12397,14.73,0.93,12,-1740.7010475800002,34114,0.001,428060,14602022.275,14521.49716796875
428166,12398,14.74,0.93,12,-1740.5496296200001,34122,,,,
428173,12399,14.47,0.93,12,-1678.9582804200002,34136,,,,
428180,12400,14.48,0.93,12,-1679.1761030900004,34144,,,,
428186,12401,14.53,0.93,12,-1691.3234181900002,34157,0.001,428080,13204881.05,14440.84931640625
428211,12402,13.78,0.94,12,-1182.76203629,34225,0.001,428100,15276159.525,14312.25224609375
428217,12403,13.79,0.94,12,-1163.0258716899998,34228,,,,
428317,12404,14.34,0.93,12,-1534.82970221,34274,0.001,428200,11907057.525,14244.1787109375
428321,12405,14.33,0.93,12,-1535.1041604699997,34277,0.001,428220,13206438.2375,14626.04189453125
428326,12406,14.34,0.93,12,-1534.7283775199999,34285,,,,
428329,12407,14.28,0.93,12,-1532.54088444,34302,,,,
428332,12408,14.28,0.93,12,-1532.2804255199997,34334,,,,
428337,12409,14.28,0.93,12,-1532.5833896699999,34347,,,,
428341,12410,13.32,0.94,12,-1509.8941508100002,34353,0.001,428240,11923112.75625,14529.290625
428344,12411,13.31,0.94,12,-1529.1174631299998,34355,,,,
428348,12412,13.3,0.94,12,-1528.75611129,34382,,,,
428350,12413,13.28,0.94,12,-1517.65637201,34394,,,,
428353,12414,13.26,0.94,12,-1516.75534049,34416,,,,
428360,12415,13.24,0.94,12,-1516.6867040500001,34463,,,,
428363,12416,13.01,0.94,12,-1509.6696840700004,34475,0.001,428260,14231820.6375,14108.30234375
428366,12417,12.83,0.94,12,-1512.9245786299998,34482,,,,
428402,12418,13.14,0.94,12,-1756.8635934299998,34499,0.001,428300,13719129.1,14153.8078125
428414,12419,13.22,0.94,12,-1758.8419441399997,34519,,,,
428420,12420,13.1,0.94,12,-1745.01620979,34526,,,,
428423,12421,13.07,0.94,12,-1733.42934143,34528,0.001,428320,14016735.6,14266.5048828125
428426,12422,13.06,0.94,12,-1742.9167392,34545,,,,
428430,12423,13.05,0.94,12,-1693.1345223499998,34588,,,,
428435,12424,13.06,0.94,12,-1683.4578298699998,34595,,,,
428447,12425,13.06,0.94,12,-1682.3677092100002,34615,0.001,428340,13612160.75,14375.47607421875
428451,12426,13.07,0.94,12,-1673.72158549,34623,,,,
428454,12427,13.05,0.94,12,-1673.9956475800002,34625,,,,
428554,12428,14.0,0.93,12,-1685.8001333500004,34668,0.001,428440,14395329.2125,14300.08681640625
428561,12429,14.01,0.93,12,-1686.8875472900002,34671,0.001,428460,12893560.25,14312.88984375
428568,12430,14.02,0.93,12,-1688.5503891000003,34674,,,,
428574,12431,14.04,0.93,12,-1709.55786521,34678,,,,
428577,12432,13.56,0.93,12,-1653.592761,34680,,,,
428579,12433,12.58,0.94,12,-1591.6284154100001,34682,,,,
428587,12434,12.59,0.94,12,-1590.0715847800002,34686,0.001,428480,12076702.9625,14399.153515625
428592,12435,12.52,0.94,12,-1603.89359444,34689,,,,
428599,12436,12.54,0.94,12,-1604.10265868,34747,,,,
428699,12437,13.19,0.93,12,-1652.2915083500002,34779,0.001,428580,13119214.1125,14466.99619140625
428707,12438,13.24,0.93,12,-1655.41492847,34808,0.001,428600,14407237.85,14005.8162109375
428718,12439,13.09,0.93,12,-1648.1959404799998,34842,,,,
428728,12440,13.1,0.93,12,-1647.8585702599999,34866,0.001,428620,11375263.875,14305.29287109375
428733,12441,13.09,0.93,12,-1677.26151539,34888,,,,
428740,12442,13.1,0.93,12,-1677.8775947800002,34896,,,,
428748,12443,13.13,0.93,12,-1669.9553714200001,34904,0.001,428640,14326926.625,14490.42197265625
428752,12444,13.14,0.93,12,-1670.2300843700002,34917,,,,
428756,12445,13.13,0.93,12,-1690.2776275900003,34919,,,,
428761,12446,12.9,0.93,12,-1681.6897035900004,34922,0.001,428660,13322862.125,14432.07802734375
428775,12447,12.98,0.93,12,-1685.6307834400002,34935,,,,
428783,12448,12.99,0.93,12,-1685.3085717000001,34959,0.001,428680,16890360.325,14191.5666015625
428787,12449,12.97,0.93,12,-1694.3975272099997,34961,,,,
428792,12450,12.93,0.93,12,-1700.2156402400003,34964,,,,
428796,12451,12.92,0.93,12,-1698.84375731,34986,,,,
428808,12452,13.0,0.93,12,-1701.62231362,35017,0.001,428700,16525078.575,14244.78212890625
428819,12453,12.11,0.94,12,-1500.15766621,35020,,,,
428824,12454,12.12,0.94,12,-1499.5354995799999,35068,0.001,428720,15942653.675,14219.8638671875
428827,12455,12.1,0.94,12,-1488.4426529500001,35080,,,,
428833,12456,12.06,0.94,12,-1445.3509346800001,35093,,,,
428841,12457,12.11,0.94,12,-1460.0424799,35117,0.001,428740,12543540.75,14312.96162109375
428844,12458,12.08,0.94,12,-1459.0932140799998,35119,,,,
428850,12459,11.14,0.95,12,-1400.3015580400001,35121,,,,
428859,12460,11.18,0.95,12,-1412.1419026800002,35140,,,,
428864,12461,11.19,0.95,12,-1412.0674143400001,35173,0.001,428760,11452480.1875,14084.175390625
428868,12462,11.12,0.95,12,-1419.5698455400002,35257,,,,
428877,12463,10.97,0.95,12,-1416.7854502800003,35270,,,,
428882,12464,10.94,0.95,12,-1405.3985298700002,35333,0.001,428780,17153417.925,14170.70419921875
428885,12465,10.93,0.95,12,-1414.8137967700002,35340,,,,
428891,12466,10.94,0.95,12,-1426.2474503600004,35353,,,,
428905,12467,11.04,0.95,12,-1427.8077415500002,35359,0.001,428800,14234346.525,14316.78251953125
428913,12468,11.08,0.95,12,-1430.49523181,35362,,,,
428919,12469,11.07,0.95,12,-1440.9691567100003,35401,,,,
428927,12470,11.11,0.95,12,-1441.26190213,35440,0.001,428820,15817847.975,14102.05068359375
428936,12471,11.14,0.95,12,-1432.6673737600001,35449,,,,
428940,12472,11.11,0.95,12,-1450.922252,35455,,,,
428953,12473,11.16,0.95,12,-1453.5737246899998,35465,0.001,428840,15830216.2125,14265.575390625
428957,12474,11.15,0.95,12,-1463.0844031600002,35477,,,,
428962,12475,11.15,0.95,12,-1483.1236174300002,35504,0.001,428860,14581385.55,14344.9390625
428967,12476,10.2,0.96,12,-1441.72340482,35537,,,,
428975,12477,10.24,0.96,12,-1454.77687489,35550,,,,
428992,12478,9.41,0.97,12,-1379.5437882400001,35557,0.001,428880,15521301.0625,14062.5130859375
429007,12479,9.49,0.97,12,-1383.80631579,35562,0.001,428900,15366656.7,14029.2890625
429009,12480,9.46,0.97,12,-1392.3925167700002,35568,,,,
429014,12481,9.45,0.97,12,-1392.45937622,35601,,,,
429019,12482,9.43,0.97,12,-1381.5129971599997,35603,,,,
429022,12483,9.43,0.97,12,-1380.3342121099997,35625,0.001,428920,14811438.9,14356.9119140625
429027,12484,9.38,0.97,12,-1366.8681016899998,35632,,,,
429030,12485,9.38,0.97,12,-1366.11924814,35639,,,,
429041,12486,9.46,0.97,12,-1383.2936370400002,35674,0.001,428940,12301461.25,14257.6982421875
429045,12487,9.45,0.97,12,-1393.13701891,35677,,,,
429049,12488,9.38,0.97,12,-1352.84088102,35690,,,,
429057,12489,9.37,0.97,12,-1332.29046322,35693,,,,
429062,12490,9.36,0.97,12,-1329.47765125,35695,0.001,428960,12989466.425,14540.0376953125
429067,12491,9.34,0.97,12,-1330.1781359000001,35707,,,,
429070,12492,9.32,0.97,12,-1328.6088955299995,35720,,,,
429074,12493,9.3,0.97,12,-1348.5289151,35737,,,,
429095,12494,9.48,0.97,11,-1353.8630630599998,35764,0.001,428980,13705492.825,14569.7203125
429101,12495,9.5,0.97,11,-1355.32435021,35772,0.001,429000,11965934.7375,14019.97705078125
429105,12496,9.49,0.97,11,-1355.82237306,35779,,,,
429107,12497,9.46,0.97,11,-1353.7663452899997,35786,,,,
429111,12498,9.45,0.97,11,-1343.1951413099998,35788,,,,
429116,12499,9.43,0.97,11,-1342.8118504799997,35791,,,,
429123,12500,9.43,0.97,11,-1353.08853684,35814,0.001,429020,11795170.5125,14230.06552734375
429223,12501,10.37,0.96,11,-1825.4385485700002,35839,0.001,429120,12055459.425,14220.97509765625
429226,12502,10.15,0.96,11,-1816.6581199700001,35851,,,,
429234,12503,10.17,0.96,11,-1828.0799222600003,35855,,,,
429238,12504,9.21,0.97,11,-1447.1591565,35872,,,,
429240,12505,9.19,0.97,11,-1445.37583739,35874,,,,
429244,12506,9.18,0.97,11,-1435.2169640099999,35887,0.001,429140,14526788.425,14473.5283203125
429251,12507,9.22,0.97,11,-1428.6099624599997,35891,,,,
429253,12508,9.21,0.97,11,-1428.33047115,35907,,,,
429353,12509,10.16,0.96,11,-1484.7692884299997,35953,0.001,429240,11558434.125,14286.96142578125
429357,12510,10.16,0.96,11,-1494.1225201200002,35970,,,,
429367,12511,10.23,0.96,11,-1475.8626346800002,35999,0.001,429260,18080202.85,14088.6873046875
429372,12512,10.24,0.96,11,-1475.8470412600002,36012,,,,
429472,12513,11.22,0.95,11,-1512.192494,36043,0.001,429360,13112267.0625,14418.73603515625
429475,12514,11.22,0.95,11,-1512.1951231500002,36070,,,,
429479,12515,11.19,0.95,11,-1510.29963043,36078,,,,
429485,12516,11.22,0.95,11,-1512.03863012,36101,0.001,429380,13269374.8,14123.17568359375
429491,12517,11.25,0.95,11,-1492.9416380999996,36135,,,,
429591,12518,11.89,0.94,11,-1306.5909173399998,36164,0.001,429480,12696331.65,14356.6798828125
429691,12519,12.77,0.93,11,-1379.66782943,36199,0.001,429580,12959487.13125,14226.2984375
429697,12520,12.77,0.93,11,-1369.2713290599997,36206,,,,
429702,12521,12.79,0.93,11,-1369.6948399599999,36224,0.001,429600,14043357.925,14204.92119140625
429705,12522,12.79,0.93,11,-1369.86032315,36231,,,,
429716,12523,12.86,0.93,11,-1371.63991285,36236,,,,
429728,12524,12.93,0.93,11,-1372.2067740799998,36245,0.001,429620,15650535.525,14104.3048828125
429828,12525,13.81,0.92,11,-1606.0369540299998,36313,0.001,429720,15407497.225,14503.05751953125
429832,12526,13.81,0.92,11,-1605.1822903799998,36317,,,,
429839,12527,13.85,0.92,11,-1606.92717179,36320,,,,
429939,12528,13.85,0.92,11,-1617.1462789900002,36365,0.001,429820,15721272.7,14127.33115234375
429942,12529,13.81,0.92,11,-1615.9432755699997,36367,0.001,429840,14339188.5,14089.980859375
429952,12530,13.84,0.92,11,-1685.48067072,36372,,,,
429957,12531,13.83,0.92,11,-1665.43689899,36379,,,,
429966,12532,13.89,0.92,11,-1667.3616482099999,36382,0.001,429860,14216437.875,14248.85
429978,12533,13.99,0.92,11,-1690.4898699799999,36407,,,,
429997,12534,14.1,0.92,11,-1673.9705048799995,36429,0.001,429880,14225447.0125,14161.964453125
430002,12535,14.1,0.92,11,-1664.7531869199997,36497,0.001,429900,11261741.075,14083.01259765625
430006,12536,14.07,0.92,11,-1663.56917398,36510,,,,
430051,12537,13.52,0.93,11,-1617.79638206,36536,0.001,429940,12289609.225,14458.74658203125
430054,12538,13.47,0.93,11,-1614.91142704,36538,,,,
430060,12539,13.42,0.93,11,-1613.5172492800002,36576,,,,
430064,12540,13.36,0.93,11,-1612.9504573800002,36603,0.001,429960,11455295.0125,14215.27861328125
430081,12541,13.48,0.93,11,-1587.17527118,36625,0.001,429980,13667514.48125,14055.63203125
430084,12542,13.44,0.93,11,-1585.62415813,36667,,,,
430088,12543,13.4,0.93,11,-1584.23024932,36674,,,,
430090,12544,13.38,0.93,11,-1583.6814676000001,36727,,,,
430190,12545,14.34,0.92,11,-1624.8687176100002,36811,0.001,430080,13488208.075,14173.67958984375
430193,12546,14.32,0.92,11,-1631.52446334,36818,,,,
430199,12547,14.24,0.92,11,-1627.33623904,36826,,,,
430203,12548,14.2,0.92,11,-1626.0143242699999,36849,0.001,430100,14527762.5375,14112.30986328125
430303,12549,15.16,0.91,11,-1666.4641799600001,36879,0.001,430200,14600122.45,14100.797265625
430308,12550,15.16,0.91,11,-1655.58761626,36882,,,,
430312,12551,15.16,0.91,11,-1654.1956030099996,36894,,,,
430326,12552,15.18,0.91,11,-1694.2759617999995,36904,0.001,430220,12147330.325,14305.7890625
430426,12553,16.07,0.9,11,-1723.10990376,36947,0.001,430320,10814166.525,14238.31259765625
430429,12554,16.05,0.9,11,-1722.9249338500003,36949,,,,
430435,12555,16.08,0.9,11,-1734.5628716000003,37012,,,,
430441,12556,16.08,0.9,11,-1734.7134237700002,37016,0.001,430340,17003434.05,13998.45087890625
430445,12557,16.04,0.9,11,-1740.9736285899999,37018,,,,
430480,12558,16.36,0.9,11,-1822.38144189,37046,0.001,430360,14303682.175,14201.66416015625
430580,12559,17.3,0.89,11,-1871.7826526,37066,0.001,430460,12516842.4,14192.058984375
430582,12560,17.23,0.89,11,-1869.0427883,37067,0.001,430480,12053738.7375,13978.62216796875
430587,12561,17.23,0.89,11,-1868.9720849799999,37080,,,,
430599,12562,17.31,0.89,11,-1861.64776564,37091,,,,
430605,12563,17.28,0.89,11,-1889.7540836399996,37124,0.001,430500,13865269.9625,14117.77099609375
430611,12564,17.29,0.89,11,-1910.1947339,37137,,,,
430697,12565,18.12,0.89,11,-1928.51312917,37172,0.001,430580,14710280.875,14205.4212890625
430704,12566,18.13,0.89,11,-1927.9379499500003,37221,0.001,430600,12846550.35,14048.9759765625
430706,12567,18.01,0.89,11,-1925.5657060100002,37233,,,,
430711,12568,17.98,0.89,11,-1924.79291418,37250,,,,
430811,12569,18.92,0.88,11,-1928.43876602,37283,0.001,430700,13964820.975,14020.918359375
430814,12570,18.87,0.88,11,-1927.06800595,37300,,,,
430823,12571,18.87,0.88,11,-1925.96132575,37314,0.001,430720,10209996.2375,14287.17177734375
430828,12572,18.88,0.88,11,-1906.5456002499998,37321,,,,
430834,12573,18.81,0.88,11,-1902.6377587199997,37364,,,,
430841,12574,18.84,0.88,11,-1902.8159199900003,37372,0.001,430740,12266559.825,14354.52919921875
430847,12575,18.85,0.88,11,-1882.6870588699999,37380,,,,
430852,12576,18.85,0.88,11,-1892.5793947399998,37408,,,,
430861,12577,18.86,0.88,11,-1880.6650664099998,37428,0.001,430760,14242365.475,14237.2693359375
430868,12578,18.76,0.88,11,-1837.96235171,37431,,,,
430873,12579,18.66,0.88,11,-1824.11718308,37438,,,,
430876,12580,18.67,0.88,11,-1824.4547877599998,37450,,,,
430882,12581,18.68,0.88,11,-1865.4357723599999,37453,0.001,430780,13205469.35,13884.751953125
430889,12582,18.7,0.88,11,-1885.8158425299998,37472,,,,
430898,12583,18.76,0.88,11,-1887.8925414299997,37476,,,,
430902,12584,18.75,0.88,11,-1876.7809869699995,37483,0.001,430800,15599103.1375,13955.1767578125
430905,12585,18.75,0.88,11,-1887.2666509799997,37485,,,,
430909,12586,18.68,0.88,11,-1880.1674698899997,37487,,,,
430913,12587,18.68,0.88,11,-1869.3393540999998,37510,,,,
430917,12588,18.68,0.88,11,-1868.7897216199997,37542,,,,
430929,12589,18.72,0.88,11,-1873.4072843099996,37550,0.001,430820,12731427.325,14104.28798828125
430934,12590,18.72,0.88,11,-1913.36550367,37578,,,,
430938,12591,18.71,0.88,11,-1912.4399463200002,37580,,,,
430944,12592,18.74,0.88,11,-1914.2102229000002,37588,0.001,430840,15075923.3375,14034.00625
430948,12593,18.74,0.88,11,-1923.67893498,37625,,,,
431013,12594,19.18,0.88,11,-2059.9828107099997,37653,0.001,430900,10837819.625,13993.83017578125
431016,12595,19.15,0.88,11,-2058.0573147699997,37675,,,,
431018,12596,19.13,0.88,11,-2056.99268317,37707,,,,
431032,12597,19.25,0.88,11,-2059.37007583,37717,0.001,430920,15096661.2125,13971.80546875
431037,12598,19.26,0.88,11,-2069.31022385,37730,,,,
431040,12599,19.24,0.88,11,-2068.50266158,37737,,,,
431043,12600,19.2,0.88,11,-2056.63351999,37749,0.001,430940,15949630.9875,13599.61806640625
431048,12601,18.25,0.89,11,-1573.70438919,37762,,,,
431053,12602,18.27,0.89,11,-1584.3780240599997,37764,,,,
431058,12603,18.24,0.89,11,-1582.2701959399994,37812,,,,
431070,12604,18.32,0.89,11,-1585.5418257199997,37826,0.001,430960,13090718.95,13765.15869140625
431072,12605,18.32,0.89,11,-1586.0857623599995,37843,,,,
431078,12606,18.34,0.89,11,-1587.7049081899997,37846,,,,
431081,12607,18.3,0.89,11,-1594.1199509999997,37848,0.001,430980,16094259.8875,13958.621484375
431099,12608,18.46,0.89,11,-1610.4143775799996,37854,,,,
431199,12609,18.46,0.89,11,-1581.3848622899998,37902,0.001,431080,15898211.9,14060.54296875
431207,12610,18.5,0.89,11,-1573.7842585899998,37931,0.001,431100,15022679.075,13927.8578125
431210,12611,18.43,0.89,11,-1581.79297502,37933,,,,
431224,12612,18.52,0.89,11,-1633.51858188,37959,0.001,431120,16320750.8875,14082.8806640625
431252,12613,17.8,0.9,11,-1602.72529977,37969,0.001,431140,16204450.025,14280.96220703125
431256,12614,17.81,0.9,11,-1632.3873150899997,37971,,,,
431262,12615,17.83,0.9,11,-1671.6537886399997,37980,0.001,431160,14192422.475,14004.0880859375
431268,12616,17.83,0.9,11,-1680.479944,37993,,,,
431288,12617,17.97,0.9,11,-1693.29228882,38039,0.001,431180,15863458.0,14045.4048828125
431291,12618,17.0,0.91,11,-1656.0126275400003,38046,,,,
431327,12619,16.36,0.92,11,-1622.6413476500002,38079,0.001,431220,16515958.9,13987.96787109375
431334,12620,16.37,0.92,11,-1643.02050864,38097,,,,
431336,12621,16.34,0.92,11,-1652.58946662,38134,,,,
431423,12622,17.18,0.92,11,-2037.3782023300002,38177,0.001,431320,13172466.825,14294.3076171875
431426,12623,17.1,0.92,11,-2046.2769061000001,38184,,,,
431433,12624,17.05,0.92,11,-2045.3649588100004,38188,,,,
431505,12625,16.77,0.93,11,-1825.5184127100008,38212,0.001,431400,12636982.0,14366.24033203125
431508,12626,16.76,0.93,11,-1825.5006274200005,38234,,,,
431512,12627,16.73,0.93,11,-1823.5391812700002,38236,,,,
431517,12628,15.78,0.94,11,-1781.5512830100001,38264,,,,
431525,12629,15.83,0.94,11,-1782.5163364099997,38267,0.001,431420,13871935.35,13988.54638671875
431533,12630,15.81,0.94,11,-1711.4856448499997,38275,,,,
431537,12631,15.8,0.94,11,-1710.7259657799996,38307,,,,
431551,12632,15.85,0.94,11,-1712.0529127,38332,0.001,431440,14430975.45,13873.41064453125
431556,12633,15.78,0.94,11,-1689.8830882599996,38334,,,,
431559,12634,15.62,0.94,11,-1695.2493714599998,38341,,,,
431564,12635,15.62,0.94,11,-1686.53985964,38349,0.001,431460,14284732.575,14141.7078125
431570,12636,15.64,0.94,11,-1697.2643647000002,38398,,,,
431580,12637,15.29,0.94,11,-1688.74009853,38447,,,,
431680,12638,16.26,0.93,11,-1740.25402198,38501,0.001,431560,13979670.3,14040.07890625
431687,12639,16.27,0.93,11,-1739.6663717899999,38504,0.001,431580,11527025.575,14335.11474609375
431690,12640,16.26,0.93,11,-1739.23035491,38510,,,,
431693,12641,16.12,0.93,11,-1734.12266217,38527,,,,
431701,12642,16.17,0.93,11,-1737.4228069500002,38541,0.001,431600,11315606.5125,14275.7923828125
431801,12643,17.13,0.92,11,-2554.4901152700004,38594,0.001,431700,13801928.775,14122.56083984375
431805,12644,17.15,0.92,11,-2555.4970307000003,38606,,,,
431812,12645,16.22,0.93,11,-2496.5443802400005,38629,,,,
431816,12646,16.23,0.93,11,-2487.56485614,38632,,,,
431821,12647,16.22,0.93,11,-2488.0536383900003,38684,0.001,431720,11488920.075,14308.99111328125
431823,12648,16.2,0.93,11,-2486.8758530000005,38686,,,,
431826,12649,15.23,0.94,11,-2435.72899558,38688,,,,
431838,12650,15.3,0.94,11,-2442.9281367,38697,,,,
431841,12651,15.29,0.94,11,-2442.49726455,38709,0.001,431740,12030510.225,14093.89814453125
431844,12652,15.18,0.94,11,-2399.57459509,38716,,,,
431849,12653,14.23,0.95,11,-2373.47770262,38768,,,,
431852,12654,14.23,0.95,11,-2373.1289785300005,38770,,,,
431864,12655,14.29,0.95,11,-2365.8582890000002,38794,0.001,431760,14773325.275,14349.42978515625
431871,12656,14.3,0.95,11,-2367.6092340600003,38828,,,,
431877,12657,14.32,0.95,11,-2357.88946156,38830,,,,
431881,12658,14.01,0.95,11,-2266.62354975,38857,0.001,431780,14282421.775,13848.38095703125
431885,12659,13.05,0.96,11,-2217.9483302000003,38860,,,,
431890,12660,13.08,0.96,11,-2209.19655662,38913,,,,
431923,12661,13.36,0.96,11,-2215.50539269,38947,0.001,431820,13304070.3625,13945.143359375
431936,12662,13.37,0.96,11,-2215.8649160100003,38952,,,,
431942,12663,13.37,0.96,11,-2186.6867025,38955,0.001,431840,11172529.5875,14262.48427734375
432042,12664,14.31,0.95,11,-2473.04343893,38993,0.001,431940,13188746.075,14039.04833984375
432047,12665,13.5,0.95,11,-2464.66229403,39006,,,,
432053,12666,13.49,0.95,11,-2453.96255338,39014,,,,
432063,12667,13.57,0.95,11,-2475.5518575499996,39034,0.001,431960,11403176.025,13963.89521484375
432066,12668,13.55,0.95,11,-2473.4723064799996,39041,,,,
432090,12669,12.79,0.96,11,-2492.60145345,39060,0.001,431980,14666428.05,14305.68115234375
432190,12670,13.76,0.95,11,-3038.31280484,39099,0.001,432080,12808360.9,13705.244140625
432201,12671,13.78,0.95,11,-3039.38073536,39114,0.001,432100,12574301.45,14211.59384765625
432209,12672,13.81,0.95,11,-3039.78021172,39162,,,,
432219,12673,13.85,0.95,11,-3053.93201369,39167,,,,
432226,12674,13.85,0.95,11,-3045.3639625299998,39191,0.001,432120,14198117.1,14118.80029296875
432242,12675,13.95,0.95,11,-3046.911930619999,39211,0.001,432140,12082866.1375,14228.09248046875
432245,12676,13.93,0.95,11,-3026.8224574199994,39223,,,,
432249,12677,13.88,0.95,11,-3025.908667489999,39226,,,,
432254,12678,13.86,0.95,11,-3026.2409769799997,39248,,,,
432258,12679,13.85,0.95,11,-3025.4107152499996,39266,,,,
432358,12680,14.82,0.94,10,-3051.88888271,39324,0.001,432240,14734163.15,13874.70908203125
432368,12681,14.86,0.94,10,-3011.2895039299997,39338,0.001,432260,12878302.05,14138.64169921875
432369,12682,14.8,0.94,10,-2989.5759465299993,39345,,,,
432372,12683,14.74,0.94,10,-2988.46495077,39347,,,,
432374,12684,14.72,0.94,10,-2998.234382639999,39349,,,,
432378,12685,14.73,0.94,10,-2987.5108697999995,39371,,,,
432382,12686,14.73,0.94,10,-2979.0275382699997,39373,0.001,432280,14096179.8375,13850.8888671875
432384,12687,14.71,0.94,10,-2978.1551446699996,39395,,,,
432391,12688,14.74,0.94,10,-2990.1788052499996,39409,,,,
432394,12689,14.65,0.94,10,-2994.27833306,39416,,,,
432397,12690,14.63,0.94,10,-2954.5203904200002,39453,,,,
432405,12691,14.67,0.94,10,-2957.2197841899997,39457,0.001,432300,12528523.2125,14218.55859375
432427,12692,14.83,0.94,10,-2972.9948994700007,39465,0.001,432320,14634905.975,14388.2935546875
432433,12693,14.85,0.94,10,-2943.078407640001,39508,,,,
432449,12694,14.36,0.94,10,-2830.4632566900004,39513,0.001,432340,15897409.175,14170.90166015625
432458,12695,14.42,0.94,10,-2833.0465437400003,39532,,,,
432464,12696,14.46,0.94,10,-2844.21787426,39535,0.001,432360,14213077.875,14219.79990234375
432467,12697,14.35,0.94,10,-2852.4105856599995,39542,,,,
432470,12698,14.33,0.94,10,-2841.76938732,39549,,,,
432474,12699,14.34,0.94,10,-2842.10063895,39561,,,,
432477,12700,14.34,0.94,10,-2852.08592197,39578,,,,
432491,12701,14.43,0.94,10,-2865.48627515,39584,0.001,432380,15947513.025,14083.08515625
432495,12702,14.42,0.94,10,-2855.003343970001,39597,,,,
432506,12703,14.48,0.94,10,-2935.5131938600007,39616,0.001,432400,15109990.025,13964.01240234375
432511,12704,14.41,0.94,10,-2932.58762461,39639,,,,
432516,12705,14.44,0.94,10,-2932.6944271899993,39647,,,,
432518,12706,14.4,0.94,10,-2930.43838529,39673,,,,
432526,12707,14.45,0.94,10,-2922.7147255399996,39691,0.001,432420,12725192.025,14256.03642578125
432530,12708,14.31,0.94,10,-2906.78657921,39694,,,,
432630,12709,14.31,0.94,10,-2901.366120280001,39716,0.001,432520,13165939.925,14256.2478515625
432730,12710,15.23,0.93,10,-3754.2650826100003,39743,0.001,432620,12827262.975,14313.2927734375
432830,12711,16.2,0.92,10,-3775.0551670200007,39770,0.001,432720,11094317.0,14328.77607421875
432834,12712,16.1,0.92,10,-3724.33798158,39823,,,,
432844,12713,15.92,0.92,10,-3724.5521129999997,39841,0.001,432740,14943233.2,14135.462109375
432848,12714,15.92,0.92,10,-3695.540285549999,39919,,,,
432860,12715,15.98,0.92,10,-3658.039883439999,39933,,,,
432868,12716,16.0,0.92,10,-3648.568598679999,39937,0.001,432760,12171804.25,14171.23876953125
432879,12717,15.91,0.92,10,-3638.8525490800002,39945,,,,
432890,12718,15.99,0.92,10,-3622.7562070999993,39979,0.001,432780,18002676.7625,14160.49833984375
432894,12719,15.67,0.92,10,-3601.0158862499998,39987,,,,
432898,12720,15.64,0.92,10,-3600.3334397299996,40014,,,,
432905,12721,15.69,0.92,10,-3592.0401969199993,40022,0.001,432800,13203942.85,14064.48134765625
433005,12722,15.82,0.91,10,-3278.7555912199987,40054,0.001,432900,12095115.65,14082.3431640625
433014,12723,15.88,0.91,10,-3270.0341569299994,40092,,,,
433024,12724,15.91,0.91,10,-3270.5394997599997,40096,0.001,432920,15011659.075,13985.03896484375
433124,12725,16.19,0.9,10,-3289.9254439899996,40132,0.001,433020,14528560.05,13919.07900390625
433132,12726,16.24,0.9,10,-3293.24378115,40140,,,,
433137,12727,16.25,0.9,10,-3313.7278334299995,40143,,,,
433140,12728,16.23,0.9,10,-3312.821756759999,40145,,,,
433149,12729,16.24,0.9,10,-3324.1585148699996,40149,0.001,433040,12918435.7,14182.72841796875
433155,12730,16.22,0.9,10,-3333.9224158100005,40208,,,,
433158,12731,16.21,0.9,10,-3333.9141764099995,40226,,,,
433164,12732,16.13,0.9,10,-3342.5953553599998,40244,0.001,433060,14508588.6,14125.9865234375
433166,12733,16.1,0.9,10,-3361.84160429,40255,,,,
433171,12734,16.12,0.9,10,-3373.43291695,40263,,,,
433173,12735,16.09,0.9,10,-3370.19702184,40265,,,,
433177,12736,16.07,0.9,10,-3359.6609365500003,40278,,,,
433180,12737,16.0,0.9,10,-3378.03000008,40330,,,,
433182,12738,15.02,0.91,10,-3326.1591702700007,40352,0.001,433080,11890177.925,14249.04658203125
433186,12739,14.99,0.91,10,-3325.7131604199994,40354,,,,
433189,12740,14.99,0.91,10,-3335.460418560001,40371,,,,
433192,12741,14.99,0.91,10,-3345.88889318,40393,,,,
433198,12742,14.97,0.91,10,-3343.0124152000003,40416,,,,
