train/actor_loss,time/episodes,train/critic_loss,rollout/ep_len_mean,time/total timesteps,train/learning_rate,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/success rate,train/n_updates
379.0841430664062,8520,6946.528155517578,25.0,425034,0.001,8529,-31.848440859999997,49,0.85,424920
378.57301940917966,8524,5670.553985595703,23.94,425143,0.001,8572,-31.05682786,49,0.87,425040
373.7762878417969,8528,6812.014544677734,22.18,425272,0.001,8607,-20.084963839999997,49,0.89,425160
388.7225799560547,8532,4877.386190795898,23.07,425396,0.001,8635,-24.95025076,49,0.88,425280
380.74070739746094,8536,5413.123312377929,22.84,425508,0.001,8671,-24.52618773,49,0.88,425400
382.0034423828125,8540,7839.913684082031,21.86,425537,0.001,8689,-23.46642501,48,0.89,425420
381.42571411132815,8544,4728.291473388672,22.66,425668,0.001,8720,-23.80321534,48,0.88,425560
377.2203765869141,8548,5881.84379272461,23.37,425777,0.001,8759,-23.422411930000003,48,0.88,425660
379.2860534667969,8552,6268.691754150391,22.75,425801,0.001,8774,-21.63674493,48,0.88,425700
378.4279541015625,8556,6481.510415649414,24.88,426044,0.001,8833,-24.439441029999998,48,0.86,425940
380.9156524658203,8560,7234.153576660156,24.41,426129,0.001,8868,-24.108228860000004,48,0.87,426020
381.8129089355469,8564,6083.057025146484,25.28,426247,0.001,8904,-23.800280470000004,47,0.87,426140
383.6752593994141,8568,5388.387023925781,24.58,426308,0.001,8922,-24.707728579999994,47,0.88,426200
380.33241271972656,8572,5957.0240478515625,25.22,426425,0.001,8948,-29.225914370000005,47,0.87,426320
380.5566040039063,8576,6209.525299072266,24.43,426456,0.001,8966,-27.181915900000003,47,0.88,426340
379.09996643066404,8580,6319.150238037109,22.45,426514,0.001,8984,-23.369233489999996,47,0.9,426400
376.5255187988281,8584,7356.200622558594,23.3,426631,0.001,9011,-25.35693434,47,0.9,426520
375.0961669921875,8588,7386.542047119141,24.17,426759,0.001,9063,-27.34976778,47,0.89,426640
377.9254547119141,8592,6465.032238769531,23.17,426786,0.001,9078,-26.651870919999997,47,0.9,426680
378.1702911376953,8596,7504.438195800782,23.56,426854,0.001,9113,-27.324218780000002,46,0.9,426740
378.7584991455078,8600,5583.327172851563,22.73,426911,0.001,9136,-27.049795230000004,46,0.9,426800
379.60724182128905,8604,5417.4751953125,23.52,427023,0.001,9158,-31.85388984,46,0.89,426920
380.7293243408203,8608,7960.194885253906,26.08,427327,0.001,9247,-33.93546397000001,46,0.86,427220
380.4817687988281,8612,7231.612075805664,25.86,427469,0.001,9285,-33.491967640000006,46,0.86,427360
374.6095367431641,8616,7707.586389160157,24.76,427489,0.001,9298,-31.42584161,45,0.87,427380
380.70091247558594,8620,7556.8441162109375,24.91,427525,0.001,9319,-32.2820698,45,0.87,427420
381.7841430664063,8624,5837.035305786133,26.02,427745,0.001,9384,-32.53792801,45,0.85,427640
382.7692626953125,8628,7385.1111511230465,25.92,427864,0.001,9426,-32.42364204999999,45,0.85,427760
376.4231658935547,8632,6361.819134521485,25.26,427922,0.001,9450,-28.123693610000004,45,0.86,427820
381.48004760742185,8636,5500.515005493164,24.58,427966,0.001,9464,-28.313748399999998,45,0.87,427860
380.0127655029297,8640,6031.24260559082,25.66,428103,0.001,9508,-31.333353980000002,45,0.86,428000
381.5629516601563,8644,5598.104083251953,24.85,428153,0.001,9539,-31.857193150000004,44,0.87,428040
386.0667388916016,8648,5115.756063842773,24.1,428187,0.001,9559,-31.774051150000002,44,0.87,428080
380.22361755371094,8652,7365.14282836914,25.17,428318,0.001,9614,-32.61309939,44,0.86,428200
378.3921325683594,8656,6133.880200195313,23.1,428354,0.001,9624,-30.347400679999996,44,0.88,428240
379.90805969238284,8660,6980.841323852539,24.42,428571,0.001,9677,-31.416215720000004,44,0.86,428460
375.4172393798828,8664,8060.696612548828,23.91,428638,0.001,9704,-32.605650870000005,44,0.86,428520
378.9275177001953,8668,7158.272119140625,24.51,428759,0.001,9744,-30.752264300000007,44,0.85,428640
376.56886901855466,8672,6309.367468261718,24.69,428894,0.001,9775,-31.220733029999998,43,0.85,428780
379.38865051269534,8676,7399.517236328125,26.2,429076,0.001,9827,-35.11885963,43,0.84,428960
380.68138122558594,8680,6434.3986328125,27.81,429295,0.001,9878,-38.02048592,43,0.82,429180
379.9530487060547,8684,6384.14623413086,26.93,429324,0.001,9887,-36.5030135,43,0.82,429220
376.23768920898436,8688,6646.3111022949215,25.99,429358,0.001,9898,-34.1463093,43,0.83,429240
377.99805908203126,8692,7408.961083984375,26.9,429476,0.001,9935,-38.518526730000005,43,0.82,429360
377.72263793945314,8696,6961.370745849609,26.69,429523,0.001,9960,-38.21637202,43,0.82,429420
379.2919403076172,8700,6164.4952941894535,27.32,429643,0.001,10016,-40.00083888,42,0.81,429540
384.8791748046875,8704,6296.840844726563,26.48,429671,0.001,10029,-35.13831211,42,0.82,429560
377.2351531982422,8708,6297.0173065185545,24.63,429790,0.001,10057,-34.07124093,42,0.84,429680
379.93482666015626,8712,6613.096829223633,23.83,429852,0.001,10078,-33.578787760000004,42,0.85,429740
378.5304382324219,8716,6230.883990478515,24.91,429980,0.001,10127,-34.70043245,42,0.84,429860
380.64325256347655,8720,5675.583090209961,26.84,430209,0.001,10182,-36.11341665,42,0.82,430100
384.3187316894531,8724,4911.079486083984,24.95,430240,0.001,10195,-34.99717948999999,42,0.84,430120
384.06664123535154,8728,6816.312329101563,25.19,430383,0.001,10232,-35.32099016,42,0.84,430280
378.02199096679686,8732,6336.549829101563,25.87,430509,0.001,10263,-35.18759944000001,41,0.83,430400
389.04563293457034,8736,5409.485586547851,25.86,430552,0.001,10282,-34.603561559999996,41,0.83,430440
381.1781829833984,8740,6394.215441894531,25.76,430679,0.001,10319,-32.99856276,41,0.83,430560
382.73195495605466,8744,5921.181076049805,25.85,430738,0.001,10335,-32.59991065,41,0.83,430620
375.4639038085937,8748,7982.827221679688,26.88,430875,0.001,10379,-33.50876345,41,0.82,430760
381.6373229980469,8752,5552.980657958984,26.81,430999,0.001,10421,-33.53971934,41,0.82,430880
383.6752471923828,8756,5786.381021118164,26.71,431025,0.001,10432,-33.33408856,41,0.82,430920
384.3413848876953,8760,5522.228955078125,25.55,431126,0.001,10467,-32.514996679999996,41,0.84,431020
380.47804565429686,8764,7340.144134521484,26.16,431254,0.001,10497,-31.97017694,41,0.83,431140
381.73968811035155,8768,6914.822241210937,27.22,431481,0.001,10560,-40.28495669,40,0.82,431380
384.8646514892578,8772,6350.590563964844,27.08,431602,0.001,10597,-36.92866692,40,0.82,431500
383.8102081298828,8776,4671.2847900390625,26.6,431736,0.001,10626,-35.66490166999999,40,0.82,431620
389.6222442626953,8780,6479.685775756836,24.82,431777,0.001,10641,-31.377263560000003,40,0.84,431660
378.89415588378904,8784,8098.091412353516,25.92,431916,0.001,10684,-32.70624218,40,0.83,431800
378.23118896484374,8788,7615.640844726562,25.98,431956,0.001,10736,-32.713038520000005,40,0.83,431840
385.8783721923828,8792,6010.698071289063,26.99,432175,0.001,10801,-34.960474299999994,40,0.82,432060
378.24224853515625,8796,8040.669827270508,27.73,432296,0.001,10840,-36.539048359999995,39,0.81,432180
382.893212890625,8800,6621.680987548828,27.15,432358,0.001,10862,-35.57206890999999,39,0.82,432240
380.22796325683595,8804,7357.342779541015,27.93,432464,0.001,10894,-37.65789984999999,39,0.82,432360
381.73387145996094,8808,6068.656057739257,27.17,432507,0.001,10913,-36.6371094,39,0.83,432400
381.61240539550784,8812,6675.787414550781,26.78,432530,0.001,10934,-37.08149546,39,0.83,432420
384.9176086425781,8816,5985.524194335938,26.74,432654,0.001,10966,-37.9375592,39,0.83,432540
385.2884460449219,8820,6346.6781555175785,25.1,432719,0.001,10994,-36.06560886,39,0.85,432600
385.18340759277345,8824,5587.445306396485,25.24,432764,0.001,11026,-36.47558794,39,0.85,432660
386.3274688720703,8828,5421.070971679687,24.08,432791,0.001,11040,-35.97069299,39,0.86,432680
384.3711700439453,8832,7113.612139892578,23.06,432815,0.001,11060,-35.196369870000005,39,0.87,432700
377.5975646972656,8836,9367.509399414062,23.83,432935,0.001,11096,-36.83539212,39,0.87,432820
386.61317443847656,8840,5832.565759277344,23.72,433051,0.001,11130,-35.917549969999996,38,0.88,432940
383.9080078125,8844,5476.824182128907,24.28,433166,0.001,11165,-38.07195274000001,38,0.87,433060
384.8984313964844,8848,6692.087170410156,23.22,433197,0.001,11187,-37.54682096000001,38,0.88,433080
385.8744781494141,8852,6086.102508544922,22.28,433227,0.001,11220,-36.89091386,38,0.89,433120
381.08083190917966,8856,6311.167874145508,22.28,433253,0.001,11232,-36.710101089999995,38,0.89,433140
387.1444793701172,8860,6011.000408935547,22.96,433422,0.001,11285,-37.215613229999995,38,0.88,433320
383.3666046142578,8864,6662.280725097657,22.17,433471,0.001,11305,-36.78054885,38,0.89,433360
386.0528900146484,8868,5866.618615722657,22.0,433681,0.001,11352,-32.16184833,38,0.9,433580
389.52357788085936,8872,5243.164495849609,22.76,433878,0.001,11404,-35.08535612,38,0.9,433760
384.2129425048828,8876,7129.577014160156,21.78,433914,0.001,11420,-32.99021437,37,0.91,433800
384.0479370117188,8880,6226.498748779297,21.64,433941,0.001,11452,-32.83018911999999,37,0.91,433840
385.12535705566404,8884,6373.058862304688,21.15,434031,0.001,11483,-31.226707639999994,37,0.92,433920
384.39198913574216,8888,8264.617834472656,23.82,434338,0.001,11558,-36.30658624999999,37,0.89,434220
388.8964447021484,8892,6845.657482910156,22.54,434429,0.001,11585,-30.605483829999997,37,0.91,434320
379.81804809570315,8896,7642.149468994141,21.72,434468,0.001,11605,-28.55250892,37,0.92,434360
379.94080505371096,8900,6193.489898681641,22.34,434592,0.001,11649,-30.26563909,37,0.91,434480
384.3869293212891,8904,6779.6848815917965,21.69,434633,0.001,11671,-28.71862603,37,0.91,434520
387.3507141113281,8908,3831.055322265625,22.47,434754,0.001,11715,-28.970718520000002,37,0.9,434640
383.78943786621096,8912,6447.255517578125,22.59,434789,0.001,11728,-28.737261270000005,37,0.9,434680
385.5157958984375,8916,5950.703973388672,21.91,434845,0.001,11757,-27.500809160000003,36,0.91,434740
387.4183624267578,8920,5373.344821166992,22.6,434979,0.001,11806,-28.120861450000003,36,0.9,434860
388.0353149414062,8924,5959.026873779297,22.73,435037,0.001,11838,-28.003190160000003,36,0.9,434920
386.6164520263672,8928,5813.741516113281,24.62,435253,0.001,11892,-28.522861479999996,36,0.88,435140
389.1783782958984,8932,6901.961853027344,24.83,435298,0.001,11907,-29.521046190000003,36,0.88,435180
390.3345123291016,8936,5233.061437988281,24.01,435336,0.001,11924,-28.51245709000001,36,0.88,435220
384.9779327392578,8940,5719.28589477539,24.14,435465,0.001,11965,-29.440446510000005,36,0.87,435360
385.0333587646484,8944,7133.53150024414,25.13,435679,0.001,12027,-30.710292780000003,36,0.86,435560
385.1642242431641,8948,6184.581033325196,25.08,435705,0.001,12050,-30.969006930000006,36,0.86,435600
387.6551544189453,8952,6448.225170898438,26.01,435828,0.001,12099,-32.002885590000005,36,0.85,435720
388.06720275878905,8956,5143.261178588868,26.09,435862,0.001,12131,-31.98571304000001,35,0.85,435760
385.452001953125,8960,7149.2149658203125,26.54,436076,0.001,12207,-35.32556782,35,0.84,435960
386.6136535644531,8964,4798.694317626953,28.23,436294,0.001,12256,-41.35675594000001,35,0.82,436180
391.8207214355469,8968,6364.778576660156,27.35,436416,0.001,12295,-41.791840790000016,35,0.82,436300
386.05402221679685,8972,6210.372155761719,26.64,436542,0.001,12336,-41.18729263,35,0.82,436440
385.8168701171875,8976,5919.770208740234,26.94,436608,0.001,12359,-40.68095105999999,35,0.82,436500
387.49005737304685,8980,6188.279272460937,28.81,436822,0.001,12422,-44.928142239999985,35,0.81,436720
388.40972900390625,8984,7389.894018554687,28.5,436881,0.001,12442,-45.55376233999999,35,0.81,436780
387.29835510253906,8988,5743.2597381591795,27.74,437112,0.001,12517,-45.02753428,34,0.82,437000
384.08985900878906,8992,7458.30366821289,28.13,437242,0.001,12558,-45.592548189999995,34,0.81,437140
393.1167449951172,8996,5530.047595214844,28.1,437278,0.001,12573,-45.54808984,34,0.81,437160
384.43040161132814,9000,8260.95693359375,28.13,437405,0.001,12614,-45.65974800000001,34,0.82,437300
385.67071838378905,9004,6253.0174011230465,28.09,437442,0.001,12636,-45.24334917,34,0.82,437340
379.40382385253906,9008,6640.508483886719,27.32,437486,0.001,12670,-44.15351064000001,34,0.83,437380
386.2303466796875,9012,5372.055120849609,29.23,437712,0.001,12739,-52.93830523,34,0.81,437600
396.3869934082031,9016,6545.685430908203,29.1,437755,0.001,12758,-53.08217544,34,0.81,437640
386.2866516113281,9020,7038.103680419922,28.06,437785,0.001,12769,-52.04201682,34,0.82,437680
384.0100891113281,9024,6982.4908203125,28.72,437909,0.001,12801,-56.565624359999994,34,0.81,437800
387.2520690917969,9028,5357.7453887939455,27.83,438036,0.001,12837,-56.083853309999995,34,0.82,437920
383.7086639404297,9032,7418.488842773438,28.69,438167,0.001,12878,-58.58005255,34,0.81,438060
387.84727783203124,9036,6959.81810913086,28.63,438199,0.001,12911,-57.95125747,33,0.81,438080
387.5067596435547,9040,6578.418255615235,27.63,438228,0.001,12929,-56.615556579999996,33,0.82,438120
387.65342102050784,9044,5679.9333984375,26.88,438367,0.001,12975,-57.22770153999999,33,0.83,438260
387.63428649902346,9048,6584.302182006836,27.78,438483,0.001,13003,-61.74155443000001,33,0.82,438380
379.27428283691404,9052,8319.639782714843,27.01,438529,0.001,13023,-60.43607997000001,33,0.83,438420
389.1665832519531,9056,6259.493078613281,28.15,438677,0.001,13070,-62.27161934,33,0.82,438560
393.0269714355469,9060,5420.775131225586,26.39,438715,0.001,13089,-57.58867444000001,33,0.84,438600
381.4864227294922,9064,6950.8421875,26.37,438931,0.001,13143,-59.169988630000006,33,0.84,438820
388.26600036621096,9068,6157.900775146484,26.46,439062,0.001,13171,-56.854946959999985,33,0.84,438960
384.2868377685547,9072,8457.49331665039,25.46,439088,0.001,13198,-52.92286832999999,33,0.85,438980
383.83856811523435,9076,8813.893063354491,25.06,439114,0.001,13224,-52.70627849,33,0.85,439000
384.3850555419922,9080,8153.9147277832035,23.4,439162,0.001,13243,-49.148689759999996,33,0.86,439060
387.5400665283203,9084,7190.860339355469,23.27,439208,0.001,13260,-49.02985517,33,0.86,439100
389.0968780517578,9088,6388.713293457031,21.28,439240,0.001,13289,-44.24738937,33,0.88,439120
386.3206085205078,9092,6291.041979980469,21.26,439368,0.001,13324,-43.906762,32,0.88,439260
388.0828918457031,9096,7265.49515991211,21.24,439402,0.001,13345,-44.14507850999999,32,0.88,439300
393.7993499755859,9100,4488.089581298828,20.42,439447,0.001,13368,-41.37040342,32,0.88,439340
385.4489471435547,9104,6923.809289550782,20.54,439496,0.001,13398,-41.75298768,32,0.88,439380
388.12485961914064,9108,6425.910968017578,21.27,439613,0.001,13449,-45.298006730000004,32,0.87,439500
387.24326477050784,9112,7402.951522827148,20.19,439731,0.001,13481,-41.67411282,32,0.88,439620
388.77479858398436,9116,6624.934985351562,20.2,439775,0.001,13497,-41.08922338,32,0.88,439660
391.54681701660155,9120,5251.80073852539,20.86,439871,0.001,13525,-41.47871572999998,32,0.88,439760
392.0045654296875,9124,7560.836218261718,20.22,439931,0.001,13555,-36.68964107,32,0.89,439820
385.0446075439453,9128,8482.900537109375,19.28,439964,0.001,13566,-36.37974111,32,0.9,439860
387.27402648925784,9132,6951.831848144531,20.14,440181,0.001,13632,-36.28040300000001,32,0.89,440080
382.90362854003905,9136,7520.225134277343,22.0,440399,0.001,13695,-37.38704001000001,32,0.87,440280
386.5441162109375,9140,6700.210864257812,22.98,440526,0.001,13732,-38.569001899999996,32,0.86,440420
388.09588012695315,9144,6610.670220947266,23.49,440716,0.001,13800,-41.29672732,31,0.86,440600
389.22491760253905,9148,5977.591827392578,22.57,440740,0.001,13816,-36.234767000000005,31,0.87,440620
384.5705169677734,9152,6573.292224121094,23.24,440853,0.001,13858,-37.147644510000006,31,0.86,440740
383.3404113769531,9156,8417.677416992188,23.08,440985,0.001,13908,-38.86094148,31,0.86,440880
387.6530487060547,9160,5961.352453613281,24.84,441199,0.001,13951,-48.21112414,31,0.84,441080
396.6459594726563,9164,5213.05266418457,23.97,441328,0.001,13996,-41.41316241,31,0.85,441220
397.8197357177734,9168,6273.745806884765,23.22,441384,0.001,14019,-40.24948921,31,0.86,441280
390.7499969482422,9172,8924.073962402344,23.25,441413,0.001,14040,-39.75432447,31,0.86,441300
389.83896484375,9176,8687.3854095459,25.12,441626,0.001,14091,-44.698231390000004,31,0.84,441520
387.46556396484374,9180,7203.578259277344,27.37,441899,0.001,14162,-50.235164399999995,31,0.82,441780
385.31907958984374,9184,5947.0048156738285,28.08,442016,0.001,14209,-50.885599279999994,31,0.81,441900
384.8703369140625,9188,7866.57373046875,29.65,442205,0.001,14260,-56.33745733999999,31,0.8,442100
379.51012268066404,9192,7836.432641601563,30.25,442393,0.001,14306,-62.03800948000001,30,0.8,442280
386.9960083007812,9196,5689.123620605469,31.13,442515,0.001,14337,-63.77544468,30,0.79,442400
390.3669769287109,9200,6868.974237060547,32.88,442735,0.001,14394,-66.45186579,30,0.78,442620
379.44366760253905,9204,8254.141055297852,32.57,442753,0.001,14408,-65.7308509,30,0.78,442640
395.7911804199219,9208,5113.084057617188,32.54,442867,0.001,14453,-62.755134780000006,30,0.78,442760
395.56317138671875,9212,5568.5595703125,31.57,442888,0.001,14462,-57.32647428000001,30,0.79,442780
389.62953796386716,9216,8079.410778808594,32.43,443018,0.001,14505,-59.904199840000004,30,0.79,442900
388.3248657226562,9220,7185.138940429688,33.34,443205,0.001,14543,-67.1405399,30,0.78,443100
385.4654846191406,9224,6785.989151000977,33.32,443263,0.001,14562,-67.97103006000002,30,0.78,443160
391.1422058105469,9228,6824.115209960937,33.53,443317,0.001,14583,-68.82196289000001,30,0.78,443200
391.27548828125,9232,9142.643109130859,32.6,443441,0.001,14623,-67.02105151,30,0.79,443340
392.69622192382815,9236,6351.707254028321,32.87,443686,0.001,14702,-69.33028709,30,0.79,443580
391.5265869140625,9240,7654.11157836914,33.37,443863,0.001,14760,-69.45912102,30,0.79,443760
389.2082550048828,9244,7898.013803100586,33.61,444077,0.001,14801,-72.07794666,30,0.78,443960
395.83832092285155,9248,7230.377737426757,33.94,444134,0.001,14817,-72.88682084000001,29,0.78,444020
394.06003723144534,9252,4813.7902160644535,34.01,444254,0.001,14866,-74.80185766000001,29,0.78,444140
393.72691345214844,9256,4961.130410766602,33.86,444371,0.001,14907,-72.52277143,29,0.78,444260
393.1104278564453,9260,7446.98759765625,32.05,444404,0.001,14932,-63.491241450000004,29,0.8,444300
389.8763885498047,9264,9206.115686035157,33.31,444659,0.001,15004,-68.3467426,29,0.79,444540
391.6539794921875,9268,7719.311499023437,33.06,444690,0.001,15026,-67.54911446,29,0.79,444580
389.35431518554685,9272,8077.258972167969,33.04,444717,0.001,15048,-67.93359534999999,29,0.79,444600
394.59727478027344,9276,4922.313009643554,31.31,444757,0.001,15062,-63.662060359999984,29,0.81,444640
397.5499664306641,9280,6043.547106933594,29.38,444837,0.001,15094,-57.99673976000001,29,0.83,444720
393.4450622558594,9284,6708.296179199218,28.58,444874,0.001,15119,-57.13778375000001,29,0.84,444760
390.3673980712891,9288,7635.326733398438,27.35,444940,0.001,15143,-52.583052929999994,29,0.85,444820
394.3699005126953,9292,7614.395697021484,27.62,445155,0.001,15211,-47.914313269999994,29,0.85,445040
391.8124572753906,9296,7751.310064697265,27.62,445277,0.001,15248,-46.82369408,29,0.85,445160
394.02654418945315,9300,8890.296401977539,26.56,445391,0.001,15277,-48.31214556999999,29,0.85,445280
394.58269653320315,9304,7781.039022827148,27.01,445454,0.001,15300,-48.96273752,29,0.85,445340
396.73766174316404,9308,7476.051330566406,26.56,445523,0.001,15332,-49.88772427,29,0.86,445420
395.6727600097656,9312,7795.708520507813,27.59,445647,0.001,15368,-50.28528956,28,0.85,445540
391.1325256347656,9316,8474.294049072265,28.48,445866,0.001,15426,-54.034567589999995,28,0.83,445760
395.55731506347655,9320,6847.876605224609,26.87,445892,0.001,15462,-46.39503024999999,28,0.84,445780
392.83237915039064,9324,7941.2416717529295,27.14,445977,0.001,15492,-45.85017211999999,28,0.84,445860
397.6820495605469,9328,7497.100732421875,28.76,446193,0.001,15559,-49.12439969000001,28,0.82,446080
389.40972595214845,9332,7566.6103515625,28.37,446278,0.001,15579,-47.85558596,28,0.83,446160
401.49537048339846,9336,7275.314147949219,26.27,446313,0.001,15592,-44.60358356999999,28,0.85,446200
391.54847106933596,9340,6954.484588623047,25.73,446436,0.001,15617,-48.32579989,28,0.85,446320
396.0404418945312,9344,8378.46337890625,24.15,446492,0.001,15637,-39.23991831,28,0.87,446380
396.6756896972656,9348,8898.076977539062,24.92,446626,0.001,15681,-40.48055694000001,28,0.86,446520
393.4578155517578,9352,5728.518878173828,25.3,446784,0.001,15719,-44.31126073,28,0.86,446680
396.7268463134766,9356,8027.182501220703,26.36,447007,0.001,15778,-44.87221362,28,0.85,446900
392.806884765625,9360,8534.090222167968,27.3,447134,0.001,15812,-46.035048129999986,28,0.84,447020
395.3525421142578,9364,6629.0308837890625,25.07,447166,0.001,15836,-40.305757119999996,28,0.86,447060
396.9703704833984,9368,6559.162927246094,26.23,447313,0.001,15879,-42.49079874,28,0.85,447200
399.1540161132813,9372,7205.588439941406,27.1,447427,0.001,15929,-42.97770869,28,0.85,447320
393.3326019287109,9376,7618.6759765625,27.1,447467,0.001,15942,-42.50662527,28,0.85,447360
394.29234008789064,9380,7311.01859741211,26.56,447493,0.001,15957,-41.67250372,28,0.85,447380
393.9341552734375,9384,7169.08232421875,26.43,447517,0.001,15977,-41.563830210000006,28,0.85,447400
395.16564025878904,9388,6504.34211730957,26.02,447542,0.001,15988,-40.431625600000004,27,0.85,447440
397.7052825927734,9392,6137.4569091796875,25.08,447663,0.001,16020,-38.815464819999995,27,0.85,447560
394.94398498535156,9396,5657.79140625,25.09,447786,0.001,16058,-42.45486241,27,0.85,447680
394.94663391113284,9400,9720.604809570312,25.13,447904,0.001,16101,-38.259039189999996,27,0.85,447800
401.66253356933595,9404,7180.353515625,25.9,448044,0.001,16131,-38.063742479999995,27,0.84,447940
395.7977569580078,9408,7288.034454345703,26.63,448186,0.001,16176,-40.693492589999984,27,0.83,448080
403.47117004394534,9412,6668.054107666016,27.38,448385,0.001,16226,-41.87173999999999,27,0.83,448280
396.03652038574216,9416,9781.950561523438,27.37,448603,0.001,16279,-40.97008508,27,0.83,448500
399.06389770507815,9420,8135.725805664062,28.41,448733,0.001,16316,-45.07608341999999,27,0.82,448620
396.3304016113281,9424,8121.3613006591795,28.35,448812,0.001,16340,-46.462856699999996,27,0.82,448700
396.40647583007814,9428,7034.538220214844,26.57,448850,0.001,16362,-42.84960948999999,27,0.84,448740
399.90313720703125,9432,7214.061987304687,26.41,448919,0.001,16388,-44.09794336,27,0.84,448800
391.8593414306641,9436,8413.778424072265,27.11,449024,0.001,16413,-45.12444728,27,0.84,448920
400.21934204101564,9440,7391.712060546875,26.29,449065,0.001,16436,-41.063086479999996,27,0.85,448960
403.9804260253906,9444,7859.431286621094,26.94,449186,0.001,16466,-44.75692792999999,27,0.84,449080
404.82134399414065,9448,5525.670416259765,25.83,449209,0.001,16475,-42.790840870000004,27,0.85,449100
400.86924743652344,9452,7750.825012207031,25.44,449328,0.001,16507,-41.35791904,27,0.85,449220
402.6412872314453,9456,5280.491137695312,24.49,449456,0.001,16535,-41.30978175,27,0.86,449340
404.6066589355469,9460,6718.9430877685545,23.8,449514,0.001,16554,-40.22462041,27,0.87,449400
407.8216125488281,9464,7277.908917236328,23.99,449565,0.001,16579,-41.08256354,27,0.87,449460
401.8629943847656,9468,7203.428656005859,23.79,449692,0.001,16612,-39.707587600000004,27,0.87,449580
401.24876403808594,9472,7909.377490234375,23.12,449739,0.001,16628,-38.84339235,27,0.87,449620
403.6130432128906,9476,7220.463751220703,23.94,449861,0.001,16682,-43.88925442,26,0.86,449760
407.54176025390626,9480,8977.528625488281,25.55,450048,0.001,16723,-47.999260889999995,26,0.85,449940
399.4724365234375,9484,7677.969842529297,26.52,450169,0.001,16761,-52.01134405999999,26,0.84,450060
398.2478057861328,9488,8928.544012451172,28.5,450392,0.001,16827,-53.53281129000001,26,0.82,450280
398.3779571533203,9492,9423.23291015625,27.61,450424,0.001,16842,-53.12451496999999,26,0.83,450320
397.2625213623047,9496,7876.453939819336,27.71,450557,0.001,16902,-49.83782766,26,0.83,450440
402.25074462890626,9500,7713.545568847656,26.79,450583,0.001,16917,-49.17172215999999,26,0.84,450480
401.3314605712891,9504,7820.018151855469,28.46,450890,0.001,16990,-59.09718773,26,0.82,450780
408.6443389892578,9508,8127.973828125,27.3,450916,0.001,17010,-55.14309029000001,26,0.83,450800
401.4974426269531,9512,6891.619458007813,26.12,450997,0.001,17040,-56.49822412,26,0.84,450880
408.1480224609375,9516,8491.98973388672,25.19,451122,0.001,17071,-51.59508688999999,26,0.86,451020
406.40924377441405,9520,6152.604006958008,24.4,451173,0.001,17100,-47.64407537000001,26,0.87,451060
406.72556762695314,9524,8166.202450561524,23.93,451205,0.001,17121,-45.83766712000001,26,0.87,451100
399.9983856201172,9528,8462.745568847657,23.79,451229,0.001,17137,-45.43253756,26,0.87,451120
406.0694091796875,9532,6158.005639648438,23.48,451267,0.001,17175,-44.60175838999999,26,0.87,451160
402.6313903808594,9536,8837.992767333984,22.78,451302,0.001,17195,-43.41773494,26,0.87,451200
401.5590087890625,9540,7447.764199829102,24.47,451512,0.001,17244,-48.15020981000001,26,0.85,451400
410.98841247558596,9544,6734.17109375,24.6,451646,0.001,17286,-44.92341344999999,26,0.85,451540
407.5129150390625,9548,7949.412384033203,25.0,451709,0.001,17313,-45.96811396000001,26,0.85,451600
404.0960388183594,9552,7771.098138427735,24.36,451764,0.001,17336,-42.06305044,26,0.86,451660
402.04100036621094,9556,6644.007904052734,25.18,451974,0.001,17382,-42.57727674000001,26,0.85,451860
407.7369354248047,9560,7465.998541259765,25.79,452093,0.001,17419,-43.14461906,25,0.84,451980
406.99903259277346,9564,8328.507556152344,25.71,452136,0.001,17439,-43.22812729,25,0.84,452020
404.4764129638672,9568,6929.207678222656,24.93,452185,0.001,17454,-42.30881802,25,0.85,452080
409.9501678466797,9572,8679.747119140626,24.79,452218,0.001,17471,-42.13321143,25,0.85,452100
405.5886505126953,9576,8083.375231933594,24.44,452305,0.001,17507,-37.99189267,25,0.86,452200
402.6327178955078,9580,6852.367556762695,23.09,452357,0.001,17528,-34.33571267,25,0.87,452240
405.2671844482422,9584,7355.955065917969,22.29,452398,0.001,17553,-30.614280190000002,25,0.88,452280
401.2974456787109,9588,9432.217907714843,20.59,452451,0.001,17579,-30.034912679999998,25,0.9,452340
404.77931823730466,9592,6914.166598510742,21.54,452578,0.001,17620,-30.971759989999995,25,0.89,452460
404.47324523925784,9596,8631.341467285156,21.69,452726,0.001,17673,-34.22279061,25,0.89,452620
413.9424530029297,9600,7603.541424560547,22.4,452823,0.001,17701,-34.92598792,25,0.89,452720
402.87696838378906,9604,8070.51838684082,19.74,452864,0.001,17723,-25.081210509999995,25,0.92,452760
404.66945190429686,9608,8037.8150634765625,20.77,452993,0.001,17760,-25.488251949999995,25,0.91,452880
404.37694091796874,9612,9439.938134765625,22.05,453202,0.001,17805,-28.479304819999996,25,0.89,453100
409.3211242675781,9616,7245.063562011719,22.1,453332,0.001,17854,-33.36898153,25,0.88,453220
405.8061981201172,9620,7347.910708618164,23.47,453520,0.001,17910,-39.07453923,25,0.87,453400
406.75090942382815,9624,10757.474188232422,24.28,453633,0.001,17947,-39.69555061,25,0.86,453520
