time/time_elapsed,train/critic_loss,train/std,train/actor_loss,rollout/ep_rew_mean,train/ent_coef_loss,rollout/success rate,time/episodes,time/fps,train/learning_rate,time/total timesteps,train/ent_coef,rollout/ep_len_mean,train/n_updates
28778,3.613720417022705,0.050104379653930664,75.74728393554688,-120.71717887999999,-10.288885116577148,0.05,1700,5,0.0003,166821,0.10353393107652664,97.8,8336
28981,135.64813232421875,0.05010315775871277,76.07026672363281,-118.55444132000001,-3.3832764625549316,0.05,1704,5,0.0003,167221,0.10306718945503235,97.8,8356
29189,71.13679504394531,0.050101663917303085,75.64486694335938,-115.57899482,-9.037101745605469,0.05,1708,5,0.0003,167621,0.10258785635232925,97.8,8376
29401,48.54090881347656,0.0501016229391098,75.59126281738281,-113.28793490999999,-7.134977340698242,0.05,1712,5,0.0003,168021,0.10214471817016602,97.8,8396
29609,46.597496032714844,0.05010085552930832,75.18553161621094,-111.50327995000002,-6.859164237976074,0.04,1716,5,0.0003,168421,0.10168824344873428,98.14,8416
29817,45.337562561035156,0.05010267347097397,76.25334930419922,-111.87247155999998,-5.1892900466918945,0.04,1720,5,0.0003,168821,0.10125787556171417,98.14,8436
30030,74.06420135498047,0.05010579526424408,74.69911193847656,-112.61536195,-7.9920854568481445,0.04,1724,5,0.0003,169221,0.10085872560739517,98.14,8456
30234,52.763267517089844,0.05010506510734558,75.69947814941406,-112.44089453000001,-4.445799827575684,0.04,1728,5,0.0003,169621,0.10040777921676636,98.14,8476
30446,67.951171875,0.0501042902469635,75.97978210449219,-105.84697444,-6.420015811920166,0.03,1732,5,0.0003,170021,0.0999600738286972,98.16,8496
30581,42.948585510253906,0.05010604113340378,75.59130096435547,-106.60148005,-6.398739814758301,0.05,1736,5,0.0003,170274,0.09971701353788376,96.69,8508
30800,44.96876525878906,0.0501074455678463,75.53431701660156,-106.14712297,-14.169517517089844,0.05,1740,5,0.0003,170674,0.09930267930030823,96.69,8528
31025,4.971613883972168,0.05010691285133362,75.89517974853516,-103.92250796999998,-11.42304801940918,0.05,1744,5,0.0003,171074,0.09885848313570023,96.69,8548
31254,62.550987243652344,0.050105463713407516,76.4272689819336,-100.7516146,-5.714968681335449,0.05,1748,5,0.0003,171474,0.09839913994073868,96.69,8568
31477,21.90597152709961,0.050105057656764984,75.47177124023438,-101.97089677999999,-6.44959831237793,0.06,1752,5,0.0003,171847,0.09797486662864685,96.42,8587
31694,41.80744934082031,0.05010521411895752,74.87578582763672,-97.1970757,-8.35910701751709,0.06,1756,5,0.0003,172247,0.09753049165010452,96.42,8607
31915,26.968429565429688,0.05010652542114258,75.11324310302734,-96.12847681000001,-8.271156311035156,0.04,1760,5,0.0003,172647,0.09710928797721863,97.63,8627
32062,61.23844909667969,0.050106920301914215,74.73324584960938,-94.64050691999999,-4.775431156158447,0.05,1764,5,0.0003,172948,0.09678472578525543,96.64,8642
32247,47.006690979003906,0.05010870844125748,76.08799743652344,-94.21463261,-6.050841331481934,0.05,1768,5,0.0003,173348,0.09637291729450226,96.64,8662
32443,4.319801330566406,0.050105463713407516,75.47891235351562,-94.37289894,-8.139036178588867,0.04,1772,5,0.0003,173748,0.09592707455158234,97.27,8682
32641,27.38302993774414,0.05010281130671501,76.15830993652344,-94.59386220999998,-10.434415817260742,0.04,1776,5,0.0003,174148,0.09545770287513733,97.27,8702
32827,22.671977996826172,0.05010009929537773,76.3236083984375,-95.35690040000001,-8.641159057617188,0.04,1780,5,0.0003,174548,0.09499727189540863,97.27,8722
32977,46.27985382080078,0.050102125853300095,75.09520721435547,-94.17055649,-6.78400993347168,0.06,1784,5,0.0003,174837,0.09471826255321503,96.16,8736
33176,21.63763427734375,0.050098538398742676,75.05120086669922,-93.11778259000002,-5.130887031555176,0.06,1788,5,0.0003,175237,0.09428513050079346,96.16,8756
33367,4.083222389221191,0.050097621977329254,75.57626342773438,-91.71847200999999,-8.781035423278809,0.06,1792,5,0.0003,175637,0.0938873142004013,96.16,8776
33556,46.88025665283203,0.05009434372186661,74.90419006347656,-87.92581945999999,-7.214420795440674,0.07,1796,5,0.0003,176001,0.09349771589040756,95.8,8795
33749,69.51130676269531,0.05009094625711441,74.95162963867188,-87.72968677,-9.463250160217285,0.07,1800,5,0.0003,176401,0.09306614845991135,95.8,8815
33941,100.62030792236328,0.05008557066321373,74.8812255859375,-86.49571211,-7.8100738525390625,0.07,1804,5,0.0003,176801,0.09261437505483627,95.8,8835
34150,78.93514251708984,0.050082460045814514,75.4444580078125,-88.40981794000001,-3.7254765033721924,0.07,1808,5,0.0003,177201,0.09222524613142014,95.8,8855
34381,104.75794982910156,0.05007920786738396,74.92007446289062,-86.74706643000002,-5.3251824378967285,0.07,1812,5,0.0003,177601,0.09181886166334152,95.8,8875
34593,64.67318725585938,0.05007796734571457,75.57635498046875,-86.9226402,-9.92930793762207,0.07,1816,5,0.0003,178001,0.09141809493303299,95.8,8895
34755,3.706744909286499,0.05008021742105484,75.27635192871094,-86.66494808000002,-4.912771224975586,0.09,1820,5,0.0003,178267,0.09117434918880463,94.46,8908
34988,49.44329071044922,0.0500844344496727,76.22428894042969,-85.45484365,-5.926175117492676,0.09,1824,5,0.0003,178667,0.090822733938694,94.46,8928
35207,25.982105255126953,0.050085633993148804,76.37166595458984,-84.29520984999999,-5.512149810791016,0.09,1828,5,0.0003,179067,0.09043920785188675,94.46,8948
35413,81.9053726196289,0.05008552595973015,74.97323608398438,-84.64028458000001,-9.402027130126953,0.09,1832,5,0.0003,179467,0.09004736691713333,94.46,8968
35587,43.79706573486328,0.05008259415626526,75.38632202148438,-84.54516126,-3.360112190246582,0.07,1836,5,0.0003,179867,0.089675672352314,95.93,8988
35797,81.85454559326172,0.0500810444355011,75.63835144042969,-84.33997699000001,-16.618860244750977,0.07,1840,5,0.0003,180267,0.08932073414325714,95.93,9008
36018,44.80577087402344,0.050074897706508636,75.32257843017578,-83.10560509000001,-3.1362709999084473,0.07,1844,5,0.0003,180667,0.08886699378490448,95.93,9028
36233,46.95756530761719,0.05007290840148926,75.66786193847656,-83.33754153,-6.276003360748291,0.07,1848,4,0.0003,181067,0.08845289796590805,95.93,9048
36443,48.023155212402344,0.05007108673453331,75.28944396972656,-81.82357368999999,-7.297351837158203,0.06,1852,4,0.0003,181467,0.08805759251117706,96.2,9068
36649,79.53048706054688,0.05007427930831909,75.52059936523438,-82.09759645,-5.15439510345459,0.06,1856,4,0.0003,181867,0.08771809190511703,96.2,9088
36847,42.59029006958008,0.05007214471697807,75.82420349121094,-81.86838872999999,-2.79872727394104,0.06,1860,4,0.0003,182267,0.08734923601150513,96.2,9108
37010,48.9062614440918,0.050073012709617615,75.07481384277344,-81.80393921000001,-7.939006805419922,0.06,1864,4,0.0003,182609,0.0870383009314537,96.61,9125
37223,22.443878173828125,0.05007050931453705,75.61775207519531,-80.93619564,-12.26048755645752,0.06,1868,4,0.0003,183009,0.08665972948074341,96.61,9145
37443,3.697925567626953,0.050068195909261703,75.39608764648438,-80.22432269999999,-6.155940055847168,0.06,1872,4,0.0003,183409,0.08626007288694382,96.61,9165
37644,95.929931640625,0.05007033795118332,75.48307800292969,-81.62247312000001,-7.402401924133301,0.06,1876,4,0.0003,183809,0.08591027557849884,96.61,9185
37829,49.28925323486328,0.05007018893957138,75.46676635742188,-80.71959114,-5.676007270812988,0.06,1880,4,0.0003,184209,0.08554064482450485,96.61,9205
38009,63.426788330078125,0.05006890743970871,75.33967590332031,-82.46187375,-6.727874279022217,0.04,1884,4,0.0003,184609,0.08515236526727676,97.72,9225
38225,90.31219482421875,0.050066988915205,74.72763061523438,-80.76658158,-3.278189182281494,0.04,1888,4,0.0003,185009,0.08479341864585876,97.72,9245
38424,113.57294464111328,0.050062842667102814,73.5282974243164,-79.51397902000001,-4.606265544891357,0.04,1892,4,0.0003,185409,0.08441124111413956,97.72,9265
38619,171.32763671875,0.050058841705322266,75.07926177978516,-79.50576074,-2.8945322036743164,0.03,1896,4,0.0003,185809,0.08406699448823929,98.08,9285
38826,128.82968139648438,0.0500568225979805,74.7248306274414,-79.29121964,-4.383230686187744,0.03,1900,4,0.0003,186209,0.08374783396720886,98.08,9305
39023,23.633560180664062,0.05005399137735367,75.45039367675781,-80.15564303000001,-4.0464253425598145,0.03,1904,4,0.0003,186609,0.08341260254383087,98.08,9325
39235,94.36793518066406,0.05005529150366783,75.62446594238281,-77.38350317,-8.055365562438965,0.03,1908,4,0.0003,187009,0.08307567983865738,98.08,9345
39486,86.69392395019531,0.050055131316185,74.84081268310547,-76.45843559999999,-3.938889503479004,0.03,1912,4,0.0003,187409,0.08274154365062714,98.08,9365
39671,44.328369140625,0.05005514621734619,75.31368255615234,-75.06774163,-8.488561630249023,0.04,1916,4,0.0003,187749,0.08247075974941254,97.48,9382
39914,87.03823852539062,0.05005534738302231,75.55088806152344,-74.86984096999998,-7.7812628746032715,0.02,1920,4,0.0003,188149,0.08212602883577347,98.82,9402
40113,67.9876708984375,0.05005396530032158,75.02035522460938,-75.58081376999999,-11.449495315551758,0.02,1924,4,0.0003,188549,0.08178211748600006,98.82,9422
40334,47.58119201660156,0.0500517413020134,74.79217529296875,-75.71110282,-13.328676223754883,0.02,1928,4,0.0003,188949,0.08142735064029694,98.82,9442
40534,69.86803436279297,0.050054438412189484,75.35673522949219,-75.26157842,-7.117742538452148,0.02,1932,4,0.0003,189349,0.08111496269702911,98.82,9462
40704,50.94111633300781,0.050053920596838,75.53096008300781,-73.80682995000001,-11.527865409851074,0.03,1936,4,0.0003,189687,0.08081907778978348,98.2,9479
40887,104.26712036132812,0.050052713602781296,74.10314178466797,-73.23498412000001,-3.527855157852173,0.03,1940,4,0.0003,190087,0.08047029376029968,98.2,9499
41109,41.554969787597656,0.05005375295877457,74.79713439941406,-73.07159695,-5.406149387359619,0.03,1944,4,0.0003,190487,0.08016324043273926,98.2,9519
41295,83.02323150634766,0.0500519722700119,74.79231262207031,-73.05900975,-4.394070625305176,0.03,1948,4,0.0003,190887,0.0798274576663971,98.2,9539
41497,25.468852996826172,0.05004950612783432,74.78678894042969,-73.39358666999999,-4.312586784362793,0.03,1952,4,0.0003,191287,0.07948365062475204,98.2,9559
41696,49.275604248046875,0.05005139112472534,74.90803527832031,-73.36497037999999,-5.2386274337768555,0.03,1956,4,0.0003,191687,0.07915644347667694,98.2,9579
41878,67.20291137695312,0.0500502809882164,74.66456604003906,-73.68133839000001,-6.72106409072876,0.03,1960,4,0.0003,192087,0.07882940769195557,98.2,9599
42076,40.787010192871094,0.05004933476448059,74.52078247070312,-74.53024651,-3.8872597217559814,0.02,1964,4,0.0003,192487,0.07850117236375809,98.78,9619
42281,47.79841613769531,0.05004454776644707,75.29518127441406,-73.92096574,-5.597314834594727,0.02,1968,4,0.0003,192887,0.07816150039434433,98.78,9639
42493,78.36293029785156,0.05003932863473892,74.85152435302734,-74.01111566,-4.655322074890137,0.02,1972,4,0.0003,193287,0.07783003151416779,98.78,9659
42658,66.56106567382812,0.05003737658262253,74.48309326171875,-72.76256339999998,-1.8238157033920288,0.02,1976,4,0.0003,193687,0.07751590013504028,98.78,9679
42843,87.4416275024414,0.050034910440444946,74.4224853515625,-71.58736223,-6.279344081878662,0.03,1980,4,0.0003,194019,0.07728007435798645,98.1,9695
43051,22.129234313964844,0.050030238926410675,73.96267700195312,-71.75782358,-11.907840728759766,0.03,1984,4,0.0003,194419,0.07697445154190063,98.1,9715
43237,81.83082580566406,0.05003019794821739,74.96209716796875,-71.1825187,-6.728521347045898,0.03,1988,4,0.0003,194819,0.07669183611869812,98.1,9735
43409,84.69219970703125,0.05003335699439049,73.62371826171875,-69.60108496999999,-2.5825281143188477,0.04,1992,4,0.0003,195123,0.07649058848619461,97.14,9751
43587,150.80938720703125,0.05003296583890915,73.78579711914062,-69.53861644,-1.7117555141448975,0.04,1996,4,0.0003,195523,0.0761902704834938,97.14,9771
43800,84.73177337646484,0.05003410205245018,73.8328628540039,-68.39624893,-5.741389751434326,0.04,2000,4,0.0003,195923,0.07593541592359543,97.14,9791
44018,61.807395935058594,0.050035737454891205,73.93592834472656,-67.44076305,-4.9626851081848145,0.04,2004,4,0.0003,196323,0.07567784935235977,97.14,9811
44233,20.9505615234375,0.050033390522003174,74.1916275024414,-67.54035056000001,-4.061401844024658,0.04,2008,4,0.0003,196723,0.07536447793245316,97.14,9831
44420,58.16356658935547,0.05003565549850464,73.53401947021484,-68.05397624,-7.773741722106934,0.04,2012,4,0.0003,197123,0.07507207989692688,97.14,9851
44662,27.45646095275879,0.05003894492983818,73.76492309570312,-68.02453198,-3.9572551250457764,0.03,2016,4,0.0003,197523,0.07481981068849564,97.74,9871
44851,67.655029296875,0.05003596469759941,73.72698974609375,-66.98980732999999,-10.44556999206543,0.03,2020,4,0.0003,197923,0.07451113313436508,97.74,9891
45089,68.38554382324219,0.05003183335065842,73.71873474121094,-65.80939121,-9.203718185424805,0.03,2024,4,0.0003,198323,0.07419896870851517,97.74,9911
45295,140.55186462402344,0.05003534257411957,73.81431579589844,-65.37591844999999,-4.046549320220947,0.03,2028,4,0.0003,198723,0.07396252453327179,97.74,9931
45461,42.87547302246094,0.05003576725721359,73.81944274902344,-65.21050294000001,-6.606102466583252,0.03,2032,4,0.0003,199123,0.07370389252901077,97.74,9951
45658,22.109745025634766,0.05003425478935242,73.93705749511719,-65.47044443,-7.252094745635986,0.02,2036,4,0.0003,199523,0.07339008897542953,98.36,9971
45859,3.609999418258667,0.05003588646650314,74.30233001708984,-65.56103668,-7.943327903747559,0.02,2040,4,0.0003,199923,0.0731164962053299,98.36,9991
