time/total timesteps,time/fps,train/critic_loss,rollout/ep_len_mean,train/actor_loss,time/episodes,rollout/ep_rew_mean,train/n_updates,train/learning_rate,time/time_elapsed,rollout/success rate
1353432,20,97.90380876541138,2241.57,678.5555834960937,255,-13373.31724461,1353300,0.001,65769,0.98
1353993,20,134.0603406524658,2204.56,683.1055297851562,256,-13257.069376619998,1353800,0.001,65799,0.98
1358324,20,314.42310550689695,2244.04,676.6070568847656,257,-13348.92564539,1358200,0.001,66008,0.98
1360168,20,165.3108249092102,2227.59,661.0942517089844,258,-13032.303171140002,1360000,0.001,66095,0.98
1362010,20,147.8530811882019,2167.35,665.8975207519532,259,-12148.743330180003,1361900,0.001,66190,0.98
1362594,20,140.46431331634523,2156.26,671.2168701171875,260,-12132.946575430004,1362400,0.001,66214,0.98
1363359,20,132.8054849243164,2159.61,670.456357421875,261,-12133.3350499,1363200,0.001,66255,0.98
1367042,20,197.4192321777344,2190.32,657.6151220703125,262,-12209.05784528,1366900,0.001,66436,0.98
1368229,20,98.24699359893799,2162.98,663.5557287597657,263,-12003.358046270001,1368100,0.001,66494,0.98
1371712,20,145.69320207595825,2164.67,661.3779016113281,264,-11938.05965985,1371600,0.001,66665,0.98
1373210,20,239.78725101470948,2162.99,661.3794421386718,265,-11931.52917554,1373100,0.001,66738,0.98
1374925,20,89.23923263549804,2171.58,664.8020434570312,266,-11983.55129042,1374800,0.001,66818,0.98
1375903,20,269.06957817077637,2119.03,666.8506970214844,267,-11624.44201359,1375800,0.001,66868,0.98
1376896,20,137.7670336151123,2111.78,656.5831970214844,268,-11509.341563060001,1376700,0.001,66918,0.98
1377488,20,246.3510827445984,2067.9,653.5615576171875,269,-11405.4276086,1377300,0.001,66944,0.98
1378830,20,252.521534576416,2075.01,646.5864123535156,270,-11439.981614550003,1378700,0.001,67009,0.98
1381215,20,205.74493171691896,2094.56,656.2172680664063,271,-11568.6652076,1381100,0.001,67127,0.98
1382597,20,353.53090999603273,2095.36,654.9561376953125,272,-11553.024904919997,1382400,0.001,67194,0.98
1389724,20,284.16562601089475,2143.7,641.8609997558593,273,-11570.682672839997,1389600,0.001,67542,0.98
1390701,20,124.39665245056152,2127.55,651.8495703125,274,-11509.449852699998,1390600,0.001,67592,0.98
1392871,20,115.16635955810547,2137.72,638.3936779785156,275,-11479.35989351,1392700,0.001,67691,0.98
1395394,20,215.3703498840332,2158.97,638.2947082519531,276,-11531.461825069999,1395200,0.001,67813,0.98
1400841,20,215.02998291015626,2198.61,637.0342810058594,277,-11593.16973027,1400700,0.001,68083,0.98
1401864,20,153.7521912765503,2185.09,644.7288269042969,278,-11454.12750093,1401700,0.001,68130,0.98
1406691,20,226.05122030258178,2133.36,633.8453564453125,279,-9520.946760010002,1406500,0.001,68361,0.99
1410887,20,260.09105131149295,2123.23,627.4327661132812,280,-9307.84094745,1410700,0.001,68568,0.99
1415906,20,151.6144036102295,2159.93,630.0443505859375,281,-9296.29311104,1415800,0.001,68810,0.99
1417456,20,392.58794460296633,2133.88,628.7287414550781,282,-9086.03007162,1417300,0.001,68885,0.99
1423572,20,286.30169176101685,2177.73,615.0974829101563,283,-9141.73022218,1423400,0.001,69179,0.99
1427500,20,164.80030855178833,2203.21,618.8095178222657,284,-9166.789130190002,1427300,0.001,69370,0.99
1429224,20,134.96147068023683,2186.31,626.2805688476562,285,-9062.45925247,1429100,0.001,69451,0.99
1435365,20,190.24770935058595,2245.84,612.4094268798829,286,-9186.02217571,1435200,0.001,69751,0.99
1436729,20,142.1699501991272,2248.56,616.78447265625,287,-9221.55513037,1436600,0.001,69817,0.99
1437458,20,160.60619443893432,2212.67,598.79025390625,288,-9013.706680820002,1437300,0.001,69854,0.99
1444199,20,244.99969150543214,2258.63,615.5917608642578,289,-9436.78418496,1444000,0.001,70182,0.99
1450711,20,86.63279996871948,2313.51,615.4235516357422,290,-9546.81800502,1450600,0.001,70496,0.99
1451473,20,197.18936004638672,2221.13,597.3952416992188,291,-9249.272759030002,1451300,0.001,70536,1.0
1452341,20,106.05042255401611,2215.9,608.7965856933594,292,-9228.350888680003,1452200,0.001,70573,1.0
1455232,20,193.99044776916503,2233.69,605.7510357666016,293,-9238.11949966,1455100,0.001,70721,1.0
1461408,20,130.6207068824768,2288.28,595.4364581298828,294,-9380.735923240001,1461300,0.001,71018,1.0
1464162,20,112.56357097625732,2298.86,603.2074011230469,295,-9389.11719619,1464000,0.001,71153,1.0
1472381,20,196.76824922561644,2378.28,600.5428662109375,296,-9666.38059631,1472200,0.001,71548,1.0
1475633,20,295.30447332382204,2405.87,600.2349169921876,297,-9710.38879155,1475500,0.001,71709,1.0
1479280,20,62.218191871643064,2416.21,585.120845336914,298,-9688.861235269998,1479100,0.001,71886,1.0
1480335,20,209.93941862106323,2415.74,593.3826385498047,299,-9654.21591994,1480200,0.001,71932,1.0
1485765,20,113.57891868591308,2454.98,600.4514440917969,300,-9706.15629741,1485600,0.001,72200,1.0
1486647,20,58.17007383346558,2418.24,585.4873590087891,301,-9376.950528779998,1486500,0.001,72237,1.0
1489623,20,121.44869060516358,2443.48,584.2901910400391,302,-9556.060577139999,1489500,0.001,72387,1.0
1494141,20,192.90558839797973,2474.71,596.8469134521484,303,-9825.413073769998,1494000,0.001,72603,1.0
1498606,20,55.21145215988159,2487.13,578.9170251464843,304,-9673.24501361,1498500,0.001,72823,1.0
1501786,20,54.04811513900757,2500.72,585.3198614501953,305,-9787.30443247,1501600,0.001,72976,1.0
1503553,20,87.07461193084717,2497.45,577.9422106933594,306,-9732.82281003,1503400,0.001,73067,1.0
1508177,20,180.99323459625245,2537.95,575.7610675048828,307,-9826.19646788,1508000,0.001,73289,1.0
1509092,20,142.70610301971436,2526.79,580.1963079833985,308,-9715.006645890004,1508900,0.001,73333,1.0
1511923,20,103.4960980796814,2543.41,563.055142211914,309,-9694.168618540003,1511800,0.001,73469,1.0
1513062,20,220.63716527938843,2533.28,573.3192071533203,310,-9635.613059910002,1512900,0.001,73524,1.0
1518269,20,124.91338823318482,2560.25,578.1280029296875,311,-9620.839588870002,1518100,0.001,73778,1.0
1528269,20,224.13346752166748,2653.0,560.6331573486328,312,-9812.76036931,1528100,0.001,74261,0.99
1530482,20,86.28787467956543,2627.43,563.6066583251953,313,-9770.162437370003,1530300,0.001,74371,0.99
1531945,20,191.90274866104127,2631.81,566.2570819091796,314,-9800.214562789999,1531800,0.001,74440,0.99
1533506,20,154.8439370918274,2612.74,569.2657574462891,315,-9597.740909699998,1533400,0.001,74518,0.99
1535110,20,149.22916547775267,2621.39,546.6408154296874,316,-9700.50562441,1535000,0.001,74598,0.99
1539496,20,145.57894968032838,2645.22,556.4196020507812,317,-9955.09478565,1539300,0.001,74810,0.99
1544134,20,380.49320859909056,2661.52,557.3595446777343,318,-10075.41446529,1544000,0.001,75036,0.99
1544699,20,151.87088037490844,2654.11,556.6732757568359,319,-10025.465804509999,1544500,0.001,75061,0.99
1548594,20,98.41660402297974,2665.53,554.1615893554688,320,-9981.466496489998,1548400,0.001,75249,0.99
1549176,20,175.4511868095398,2661.94,561.8042065429687,321,-9968.813642129999,1549000,0.001,75282,0.99
1556987,20,98.46394872665405,2731.76,556.6204516601563,322,-10453.350762349999,1556800,0.001,75659,0.99
1559870,20,185.2059359741211,2733.94,550.02294921875,323,-10267.941893719999,1559700,0.001,75796,0.99
1561551,20,64.11240295410157,2732.85,547.9306457519531,324,-10216.68072081,1561400,0.001,75883,0.99
1563416,20,58.354425048828126,2711.66,546.2109326171875,325,-10145.79400539,1563300,0.001,75971,0.99
1568733,20,74.68303030014039,2743.38,542.455244140625,326,-10165.562641800001,1568600,0.001,76228,0.99
1572473,20,107.63138860702514,2771.83,543.3596502685547,327,-10186.85485066,1572300,0.001,76409,0.99
1574188,20,158.59166437149048,2772.63,552.4871398925782,328,-10223.30700908,1574000,0.001,76496,0.99
1575035,20,116.09213073730469,2759.38,546.5501477050781,329,-10097.19327989,1574900,0.001,76533,0.99
1577303,20,227.80276346206665,2771.41,548.907367553711,330,-10099.873743989998,1577200,0.001,76645,0.99
1580648,20,121.01040325164794,2790.08,545.9537945556641,331,-10139.51465387,1580500,0.001,76811,0.99
1586302,20,98.61604873657227,2834.65,545.1845404052734,332,-10314.107821919999,1586200,0.001,77082,0.99
1589124,20,93.47050207138062,2844.85,551.1919708251953,333,-10284.940118329998,1589000,0.001,77218,0.99
1594018,20,336.8282709312439,2888.51,534.5392816162109,334,-10375.493717959997,1593900,0.001,77455,0.99
1595464,20,65.92521085739136,2886.42,531.9606311035157,335,-10377.418601649999,1595300,0.001,77526,0.99
1596837,20,248.79919830322265,2892.82,550.205523071289,336,-10448.319907129997,1596700,0.001,77599,0.99
1600371,20,103.16551733016968,2894.56,533.7905572509766,337,-10348.933187949999,1600200,0.001,77766,0.99
1601480,20,522.1150588989258,2894.55,527.8566735839844,338,-10314.041472129999,1601300,0.001,77820,0.99
1602428,20,138.92888301849365,2895.22,532.3365563964844,339,-10283.366428340001,1602300,0.001,77869,0.99
1606352,20,85.27714179992675,2916.74,541.8457873535157,340,-10638.693752969999,1606200,0.001,78059,0.99
1606544,20,210.64418754577636,2917.36,535.1022930908204,341,-10639.84595189,1606400,0.001,78067,0.99
1606813,20,64.79555326461792,2908.5,539.8299890136718,342,-10577.162012760002,1606700,0.001,78084,0.99
1616813,20,149.02534774780273,3001.7,538.2037530517578,343,-10797.32356071,1616700,0.001,78569,0.98
1620862,20,317.25145433425905,3033.01,521.5328833007812,344,-10843.42898554,1620700,0.001,78786,0.98
1622194,20,296.3176787376404,3037.53,520.7691180419922,345,-10832.139557170001,1622000,0.001,78856,0.98
1624171,20,89.99280689239502,3007.3,537.775693359375,346,-10791.14413823,1624000,0.001,78960,0.98
1625788,20,56.97557859420776,2924.2,533.0727349853515,347,-10673.78593328,1625600,0.001,79039,0.98
1626789,20,142.09154527664185,2921.87,513.630658569336,348,-10714.63226542,1626600,0.001,79093,0.98
1627535,20,165.722972240448,2879.9,533.7796826171875,349,-10572.882158659999,1627400,0.001,79129,0.98
1628740,20,141.57776386260986,2865.06,539.4369329833985,350,-10500.69669707,1628600,0.001,79186,0.98
1629650,20,161.44811042785645,2858.7,521.1847351074218,351,-10486.34876177,1629500,0.001,79230,0.98
1630120,20,343.69489459991456,2827.65,522.6622955322266,352,-10331.656135589998,1630000,0.001,79256,0.98
1631722,20,145.57746641159056,2832.28,528.3671612548828,353,-10347.204384479997,1631600,0.001,79334,0.98
1632135,20,73.80813213348388,2808.72,545.5611590576171,354,-10294.150326089999,1632000,0.001,79351,0.98
1632448,20,139.84880283355713,2790.16,537.9672125244141,355,-10260.5239011,1632300,0.001,79366,0.98
1633662,20,75.44897947311401,2796.69,519.1235241699219,356,-10280.35959338,1633500,0.001,79425,0.98
1634679,20,336.79082893371583,2763.55,530.930458984375,357,-10221.03739406,1634500,0.001,79476,0.98
1636459,20,151.1945538520813,2762.91,531.9937017822266,358,-10264.82872458,1636300,0.001,79566,0.98
1641257,20,170.95336610794067,2792.47,520.283173828125,359,-10228.543196990002,1641100,0.001,79795,0.98
1642893,20,55.30448839187622,2802.99,516.8856262207031,360,-10245.15974228,1642700,0.001,79882,0.98
1644790,20,82.31874242782592,2814.31,520.5340417480469,361,-10342.66491164,1644600,0.001,79971,0.98
1648926,20,69.67275979995728,2818.84,521.8565502929688,362,-10542.502819289999,1648800,0.001,80177,0.98
1655892,20,87.36237434387208,2876.63,521.4985052490234,363,-10584.71126806,1655700,0.001,80514,0.98
1665892,20,138.56640714645386,2941.8,512.6999432373046,364,-10791.70037366,1665700,0.001,80999,0.97
1666604,20,211.26087379455566,2933.94,520.8984680175781,365,-10784.717699220002,1666500,0.001,81033,0.97
1668177,20,300.32194120407104,2932.52,496.12408203125,366,-10857.21148106,1668000,0.001,81112,0.97
1675738,20,74.04923654556275,2998.35,501.47167053222654,367,-10980.59658657,1675600,0.001,81480,0.97
1677235,20,774.2664387702941,3003.39,496.9254620361328,368,-11073.764896409999,1677100,0.001,81551,0.97
1677562,20,236.37869812011718,3000.74,500.81372009277345,369,-11055.40580946,1677400,0.001,81565,0.97
1678322,20,173.7303420829773,2994.92,509.5605755615234,370,-11032.779621219997,1678200,0.001,81607,0.97
1678642,20,277.4391423225403,2974.27,518.9793084716797,371,-10894.13909732,1678500,0.001,81620,0.97
1679106,20,239.90759931564332,2965.09,501.56359130859374,372,-10826.902182479998,1679000,0.001,81641,0.97
1679469,20,180.38507354736328,2897.45,506.92064208984374,373,-10695.09653436,1679300,0.001,81663,0.97
1680119,20,124.46927324295044,2894.18,507.98183349609377,374,-10682.18747371,1680000,0.001,81691,0.97
1681184,20,94.38519792556762,2883.13,496.41178649902344,375,-10665.99656068,1681000,0.001,81745,0.97
1686588,20,288.1809808921814,2911.94,497.10076416015625,376,-10714.245890860002,1686400,0.001,82004,0.97
1688689,20,96.72458574295044,2878.48,492.95582763671877,377,-10628.44964918,1688500,0.001,82109,0.97
1689920,20,288.656789855957,2880.56,500.73694091796875,378,-10664.00356003,1689800,0.001,82170,0.97
1690194,20,118.21859035491943,2835.03,513.3864050292968,379,-10351.84578597,1690000,0.001,82181,0.97
1690428,20,206.96040189743042,2795.41,504.08148681640625,380,-10236.53604765,1690300,0.001,82193,0.97
1691053,20,311.8155022621155,2751.47,500.13013244628905,381,-10174.968982319999,1690900,0.001,82227,0.97
1691574,20,148.08744415283203,2741.18,501.3436669921875,382,-10150.816361770001,1691400,0.001,82249,0.97
1691833,20,401.98456281661987,2682.61,493.1778283691406,383,-10001.94659288,1691700,0.001,82266,0.97
1694885,20,106.83971454620361,2673.85,502.59739807128904,384,-10078.97232946,1694700,0.001,82413,0.97
1700745,20,399.7952187728882,2715.21,511.0361248779297,385,-10369.065516820001,1700600,0.001,82701,0.97
1703031,20,162.34477434158325,2676.66,499.28745361328123,386,-10347.133347670002,1702900,0.001,82807,0.97
1703594,20,144.9551206588745,2668.65,501.04048522949216,387,-10290.57299773,1703400,0.001,82838,0.97
1704442,20,88.88318578720093,2669.84,498.3843688964844,388,-10305.238698000001,1704300,0.001,82880,0.97
1705037,20,247.86324180603026,2608.38,496.9240734863281,389,-9766.80365589,1704900,0.001,82908,0.97
1705935,20,174.19502815246582,2552.24,511.4762847900391,390,-9655.66600692,1705800,0.001,82954,0.97
1709361,20,272.2537066650391,2578.88,500.8755090332031,391,-9825.39151441,1709200,0.001,83114,0.97
1718438,20,657.0705584144592,2660.97,501.7796978759766,392,-10073.75334779,1718300,0.001,83560,0.97
1719843,20,133.14368417739868,2646.11,499.5602880859375,393,-9987.51631938,1719700,0.001,83629,0.97
1720825,20,304.55530351638794,2594.17,485.55020935058593,394,-9847.1929948,1720700,0.001,83674,0.97
1721586,20,79.50444107055664,2574.24,493.4535235595703,395,-9833.22562638,1721400,0.001,83710,0.97
1727251,20,97.43197025299072,2548.7,491.86774658203126,396,-9615.05792085,1727100,0.001,83986,0.97
1728136,20,257.5762704849243,2525.03,497.0537390136719,397,-9552.605521370002,1728000,0.001,84026,0.97
1729642,20,166.4742052268982,2503.62,491.18402404785155,398,-9556.306437430003,1729500,0.001,84098,0.97
1730703,20,54.06113700866699,2503.68,484.29598510742187,399,-9589.078542629999,1730600,0.001,84150,0.97
1735035,20,173.14424711227417,2492.7,473.98235900878905,400,-9506.73317744,1734900,0.001,84364,0.97
1736814,20,69.7111563873291,2501.67,498.6495080566406,401,-9582.107594399999,1736700,0.001,84448,0.97
1737412,20,131.68483795166014,2477.89,483.81266540527344,402,-9418.85277257,1737300,0.001,84479,0.97
1739769,20,307.7916679763794,2456.28,485.1298699951172,403,-9197.885155279997,1739600,0.001,84589,0.97
1740559,20,90.21287776947021,2419.53,491.2749530029297,404,-9169.60468918,1740400,0.001,84631,0.97
1742759,20,229.06548610687256,2409.73,493.56724426269534,405,-9001.586304179998,1742600,0.001,84740,0.97
1743570,20,101.55567516326904,2400.17,489.47961364746095,406,-8991.364095679999,1743400,0.001,84776,0.97
1745612,20,161.22881711959838,2374.35,495.80702331542966,407,-8951.77092262,1745500,0.001,84875,0.97
1746419,20,188.73110651016236,2373.27,494.46643981933596,408,-8979.963395570001,1746300,0.001,84917,0.97
1746667,20,191.5415443611145,2347.44,491.91535400390626,409,-8938.25578748,1746500,0.001,84928,0.97
1747778,20,230.93560890197753,2347.16,488.72971008300783,410,-8961.8925523,1747600,0.001,84985,0.97
1748972,20,218.4821442604065,2307.03,491.2432635498047,411,-8959.29792613,1748800,0.001,85042,0.97
1749648,20,66.25012985229492,2213.79,483.9193908691406,412,-8777.545642820001,1749500,0.001,85070,0.98
1759140,20,159.34624799728394,2286.58,495.9964617919922,413,-9071.34186831,1759000,0.001,85538,0.98
1768097,20,176.0835408401489,2361.52,491.8705529785156,414,-9162.02479083,1767900,0.001,85988,0.98
1768538,20,318.44190599441527,2350.32,486.4333447265625,415,-9133.60934182,1768400,0.001,86014,0.98
1771742,20,191.9082343864441,2366.32,489.76826049804686,416,-9091.481041519999,1771600,0.001,86171,0.98
1773086,20,127.48067022323609,2335.9,488.43137451171873,417,-8877.00286066,1772900,0.001,86237,0.98
1773524,20,95.75872806549073,2293.9,484.0081640625,418,-8631.057819509999,1773400,0.001,86264,0.98
1775033,20,56.808468914031984,2303.34,482.41750671386717,419,-8716.592052339998,1774900,0.001,86340,0.98
1785033,20,161.52094953536988,2364.39,485.693076171875,420,-8753.39691688,1784900,0.001,86841,0.97
1785965,20,200.43145299911498,2367.89,484.96137084960935,421,-8819.39402891,1785800,0.001,86890,0.97
1786956,20,127.73121042251587,2299.69,486.1961688232422,422,-8366.58428742,1786800,0.001,86940,0.97
1792046,20,88.49843654632568,2321.76,467.3861102294922,423,-8385.53784809,1791900,0.001,87198,0.97
1793137,20,70.50884143829346,2315.86,467.13984313964846,424,-8337.18174856,1793000,0.001,87252,0.97
1795164,20,100.86788152694702,2317.48,479.03641540527343,425,-8247.093353819999,1795000,0.001,87350,0.97
1796598,20,95.81229110717773,2278.65,479.6816119384766,426,-8163.099994949999,1796400,0.001,87427,0.97
1796718,20,133.05703620910646,2242.45,480.08401977539063,427,-8098.689758489999,1796600,0.001,87434,0.97
1797687,20,317.0734575653076,2234.99,488.03643493652345,428,-8037.48641521,1797500,0.001,87478,0.97
1798551,20,105.1753084564209,2235.16,477.4623486328125,429,-8057.676427479999,1798400,0.001,87523,0.97
1808551,20,333.30451717376707,2312.48,478.09532043457034,430,-8181.00899625,1808400,0.001,88026,0.96
1811276,20,68.34004041671753,2306.28,476.3790283203125,431,-8190.302557699999,1811100,0.001,88159,0.96
1812107,20,142.43774024963378,2258.05,473.591533203125,432,-7998.201782819999,1812000,0.001,88199,0.96
1813614,20,183.93255411148073,2244.9,474.8867938232422,433,-7960.446707989999,1813500,0.001,88272,0.96
1814107,20,102.96016595840454,2200.89,476.12579223632815,434,-7868.850381419999,1814000,0.001,88301,0.96
1814699,20,87.49217151641845,2192.35,468.9479663085938,435,-7781.0230232799995,1814500,0.001,88326,0.96
1817479,20,96.93009281158447,2206.42,476.82050231933596,436,-7734.2802129599995,1817300,0.001,88462,0.96
1818930,20,167.88136419296265,2185.59,474.7909637451172,437,-7679.719638930002,1818800,0.001,88538,0.96
1819639,20,167.26302251815795,2181.59,473.6924114990234,438,-7679.624469480001,1819500,0.001,88569,0.96
1819895,20,77.70811456680298,2174.67,460.81550659179686,439,-7656.59827307,1819700,0.001,88581,0.96
1826034,20,396.7964295196533,2196.82,463.1277203369141,440,-7459.8574382,1825900,0.001,88881,0.96
1826429,20,168.2878709411621,2198.85,466.6656127929688,441,-7472.3963134099995,1826300,0.001,88904,0.96
1827140,20,102.83003915786743,2203.27,457.94384765625,442,-7502.213675619998,1827000,0.001,88937,0.96
1827497,20,193.04007232666015,2106.84,447.5882855224609,443,-7269.415106809998,1827300,0.001,88955,0.97
1831330,20,175.27933971405028,2104.68,459.58929321289065,444,-7359.987522609998,1831200,0.001,89140,0.97
1831661,20,230.24442848205567,2094.67,463.1133386230469,445,-7340.714246569999,1831500,0.001,89160,0.97
1833340,20,131.6897343635559,2091.69,465.6808227539062,446,-7344.477165760001,1833200,0.001,89240,0.97
1833928,20,160.95208518981934,2081.4,475.20367919921875,447,-7359.845962519999,1833800,0.001,89271,0.97
1834597,20,158.3009905433655,2078.08,451.6744287109375,448,-7322.76701019,1834400,0.001,89302,0.97
1835115,20,59.62540313720703,2075.8,461.2824310302734,449,-7313.349747159999,1835000,0.001,89328,0.97
1835997,20,195.2609132385254,2072.57,456.8035900878906,450,-7273.11265825,1835800,0.001,89368,0.97
1837272,20,71.22199184417724,2076.22,454.54915588378907,451,-7251.217893690001,1837100,0.001,89431,0.97
1837887,20,297.29599405288695,2077.67,460.7576745605469,452,-7259.397920120001,1837700,0.001,89464,0.97
1841451,20,162.69844844818115,2097.29,463.8322479248047,453,-7289.885670370001,1841300,0.001,89635,0.97
1842800,20,276.1376780319214,2106.65,463.30971557617187,454,-7342.369462720001,1842600,0.001,89703,0.97
1847437,20,154.830201587677,2149.89,451.2859814453125,455,-7426.559428969998,1847300,0.001,89927,0.97
1848428,20,175.49454515457154,2147.66,446.4360595703125,456,-7437.33200879,1848300,0.001,89976,0.97
1848899,20,133.40230878829956,2142.2,448.364814453125,457,-7400.019123589999,1848700,0.001,89998,0.97
1849162,20,376.5881890106201,2127.03,454.3925445556641,458,-7332.5201974599995,1849000,0.001,90016,0.97
1852677,20,113.80062435150147,2114.2,450.55951904296876,459,-7496.682497759999,1852500,0.001,90182,0.97
1862677,20,122.98253591537475,2197.84,447.19456604003904,460,-7653.36856073,1862500,0.001,90687,0.96
1863823,20,254.27068840026857,2190.33,454.1412799072266,461,-7595.202365350002,1863700,0.001,90746,0.96
1864843,20,85.69360322952271,2159.17,447.5251574707031,462,-7340.10942852,1864700,0.001,90793,0.96
1866545,20,66.13112270355225,2106.53,448.49621520996095,463,-7242.60208885,1866400,0.001,90885,0.96
1867173,20,121.73652503967286,2012.81,458.11321044921874,464,-6947.31854287,1867000,0.001,90914,0.97
1875871,20,64.85601625442504,2092.67,462.93883728027345,465,-7057.818720459999,1875700,0.001,91368,0.97
1877044,20,173.43018461227416,2088.67,463.5442797851563,466,-6973.58503485,1876900,0.001,91430,0.97
1877579,20,109.1753574180603,2018.41,453.8271008300781,467,-6817.6247091,1877400,0.001,91454,0.97
1878157,20,143.66685344696046,2009.22,452.09493225097657,468,-6746.3621120299995,1878000,0.001,91489,0.97
1879103,20,138.7503863143921,2015.41,451.4564093017578,469,-6815.341330949999,1879000,0.001,91539,0.97
1879508,20,94.0271018409729,2011.86,448.6417523193359,470,-6793.892201359999,1879400,0.001,91563,0.97
1882192,20,60.36334281921387,2035.5,447.36393188476563,471,-6838.40675316,1882000,0.001,91700,0.97
1886077,20,121.75887809753418,2069.71,453.24383728027345,472,-6892.13859331,1885900,0.001,91902,0.97
1887236,20,52.08477890014648,2077.67,453.36835388183596,473,-6961.299438169999,1887100,0.001,91960,0.97
1887631,20,107.92973794937134,2075.12,449.25055603027346,474,-6948.060137089999,1887500,0.001,91986,0.97
1889849,20,134.67255586624145,2086.65,439.7215002441406,475,-6966.02688779,1889700,0.001,92101,0.97
1891519,20,444.34291173934935,2049.31,443.8090380859375,476,-6957.39777602,1891400,0.001,92185,0.97
1895459,20,188.11312782287598,2067.7,445.4011181640625,477,-6984.90756842,1895300,0.001,92388,0.97
1896522,20,96.77143802642823,2066.02,439.4293591308594,478,-6924.4866142599985,1896400,0.001,92445,0.97
1896829,20,76.95322019577026,2066.35,435.2190783691406,479,-6928.862758239998,1896700,0.001,92465,0.97
1906054,20,286.5328878593445,2156.26,451.96822143554687,480,-7083.988659369999,1905900,0.001,92940,0.97
1906182,20,128.59834142684937,2151.29,435.44122924804685,481,-7061.3930122599995,1906000,0.001,92948,0.97
1906804,20,321.68200038909913,2152.3,436.16303588867186,482,-7080.14622501,1906700,0.001,92982,0.97
1907277,20,58.69376390457153,2154.44,437.51146118164064,483,-7091.68332024,1907100,0.001,93003,0.97
1907399,20,75.40597890853881,2125.14,443.874912109375,484,-6894.9790481400005,1907200,0.001,93013,0.97
1907874,20,177.41852605819702,2071.29,440.7435430908203,485,-6600.2432569600005,1907700,0.001,93039,0.97
1909361,20,105.6519351196289,2063.3,450.1836602783203,486,-6518.6065880999995,1909200,0.001,93112,0.97
1911880,20,297.55272930145264,2082.86,443.6613482666016,487,-6552.559920329999,1911700,0.001,93239,0.97
1912953,20,158.84394269943238,2085.11,447.3479968261719,488,-6542.830219099999,1912800,0.001,93294,0.97
1913568,20,210.29579341888427,2085.31,433.3565374755859,489,-6582.60695076,1913400,0.001,93329,0.97
1914426,20,160.11589096069335,2084.91,439.10833251953125,490,-6567.1507227,1914300,0.001,93368,0.97
1916822,20,143.73971797943116,2074.61,456.32966552734376,491,-6404.40684688,1916700,0.001,93490,0.97
1918652,20,129.67723655700684,2002.14,449.6632830810547,492,-6219.1386231900005,1918500,0.001,93587,0.97
1919266,20,42.222255859375,1994.23,455.53898864746094,493,-6217.114863260001,1919100,0.001,93614,0.97
1919934,20,118.16364196777344,1991.09,443.74626098632814,494,-6215.17254158,1919800,0.001,93652,0.97
1926752,20,72.52524465560913,2051.66,440.2959045410156,495,-6323.28748856,1926600,0.001,93994,0.97
1929447,20,90.90125049591065,2021.96,425.9281939697266,496,-6342.483926159999,1929300,0.001,94134,0.97
1930418,20,204.91546592712402,2022.82,435.18491516113284,497,-6419.52018786,1930300,0.001,94180,0.97
1931048,20,161.64490921020507,2014.06,422.64372009277344,498,-6314.065827589999,1930900,0.001,94213,0.97
1931180,20,229.6330124092102,2004.77,433.366748046875,499,-6259.49217716,1931000,0.001,94219,0.97
1934178,20,157.69771589279173,1991.43,433.6656951904297,500,-6235.05278448,1934000,0.001,94375,0.97
1934697,20,134.0004058456421,1978.83,442.52893493652346,501,-6164.7603842,1934500,0.001,94399,0.97
1934840,20,245.36574768066407,1974.28,437.1427941894531,502,-6136.6705246,1934700,0.001,94406,0.97
1935164,20,314.84516300201415,1953.95,428.3369390869141,503,-6009.302410010002,1935000,0.001,94422,0.97
1935255,20,99.80357107162476,1946.96,426.3570275878906,504,-5985.99646639,1935100,0.001,94430,0.97
1935970,20,75.40849697113038,1932.11,427.2681945800781,505,-5948.103445789999,1935800,0.001,94464,0.97
1936373,20,83.13748987197876,1928.03,426.42188049316405,506,-5906.4987438299995,1936200,0.001,94484,0.97
1937450,20,317.5382036972046,1918.38,429.6887573242187,507,-5895.461069510001,1937300,0.001,94538,0.97
1938037,20,123.20777517318726,1916.18,432.507392578125,508,-5879.21941906,1937900,0.001,94573,0.97
1938867,20,232.84739505767823,1922.0,430.780087890625,509,-5934.662060299999,1938700,0.001,94614,0.97
1939544,20,118.4981579208374,1917.66,436.40431030273436,510,-5881.637002289999,1939400,0.001,94646,0.97
1940164,20,96.47885484695435,1911.92,430.99205688476565,511,-5805.896964830001,1940000,0.001,94681,0.97
1941271,20,73.11679677963257,1916.23,429.5443688964844,512,-5846.972409150001,1941100,0.001,94737,0.97
1942139,20,283.5407443809509,1829.99,440.0194982910156,513,-5480.118015270002,1942000,0.001,94778,0.97
1942768,20,165.52711124420165,1746.71,436.4465588378906,514,-5351.0407117,1942600,0.001,94815,0.97
1943639,20,118.53707999229431,1751.01,432.5916864013672,515,-5350.764427490001,1943500,0.001,94857,0.97
1944156,20,75.7174100112915,1724.14,435.95044921875,516,-5279.15946386,1944000,0.001,94884,0.97
1945369,20,151.14205888748168,1722.83,433.6797729492188,517,-5236.27200084,1945200,0.001,94946,0.97
1946902,20,273.28404359817506,1733.78,435.6486993408203,518,-5285.68449734,1946800,0.001,95022,0.97
1949731,20,202.70333587646485,1746.98,435.1722033691406,519,-5268.002365220001,1949600,0.001,95167,0.97
