time/total timesteps,time/time_elapsed,rollout/success rate,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate
318176,14064,0.81,22,-2641.04694947,27.79,7254,318060,11064.45185546875,7917481.825,0.001
318208,14093,0.81,22,-2690.74138021,28.08,7255,318100,11281.5490234375,7052522.38125,0.001
318213,14100,0.81,22,-2699.1043234600006,28.08,7256,,,,
318218,14103,0.81,22,-2691.0896402999997,27.81,7257,,,,
318318,14143,0.8,22,-2730.59211901,28.49,7258,318200,11323.86806640625,7357662.8625,0.001
318338,14150,0.8,22,-2735.8470710899996,28.66,7259,318220,11350.58134765625,6392773.61875,0.001
318342,14152,0.8,22,-2752.4428272899995,28.6,7260,318240,11322.96298828125,5254650.825,0.001
318346,14154,0.8,22,-2763.2128610199998,28.62,7261,,,,
318355,14188,0.8,22,-2763.0830322599995,28.61,7262,,,,
318373,14194,0.8,22,-2767.0966337699997,28.74,7263,318260,11541.80185546875,5569494.6125,0.001
318381,14212,0.81,22,-2305.41375999,27.82,7264,318280,11313.0251953125,7114648.8,0.001
318387,14241,0.81,22,-2325.07227016,27.84,7265,,,,
318396,14249,0.81,22,-2334.92428537,27.87,7266,,,,
318415,14265,0.81,22,-2346.04121841,27.95,7267,318300,11392.421875,6715029.85625,0.001
318419,14288,0.81,22,-2325.07668928,27.73,7268,,,,
318428,14302,0.81,22,-2392.29578729,27.72,7269,318320,11309.51025390625,8117809.575,0.001
318528,14340,0.81,22,-2391.25610083,27.72,7270,318420,11438.78935546875,7321791.875,0.001
318628,14385,0.8,22,-2478.30346325,28.67,7271,318520,11348.5333984375,7551695.671875,0.001
318641,14395,0.8,22,-2470.5913710799996,28.76,7272,318540,11231.7208984375,5387660.325,0.001
318649,14413,0.8,22,-2468.4921294899996,28.65,7273,,,,
318749,14447,0.79,22,-2497.6231582599994,29.6,7274,318640,11325.93876953125,7448794.2,0.001
318849,14535,0.79,21,-2495.92328852,29.6,7275,318740,11473.57060546875,6923106.475,0.001
318853,14557,0.79,21,-2507.05959332,29.63,7276,,,,
318856,14564,0.79,21,-2496.98078862,29.26,7277,,,,
318861,14566,0.79,21,-2498.52714945,29.3,7278,318760,11241.59755859375,6442311.0625,0.001
318865,14568,0.79,21,-2477.5958781800005,29.22,7279,,,,
318870,14587,0.79,21,-2497.64098047,29.24,7280,,,,
318901,14601,0.79,21,-2504.15443437,29.51,7281,318800,11356.65732421875,7115105.50625,0.001
318909,14609,0.8,21,-2469.58597853,28.59,7282,,,,
318913,14611,0.81,21,-1743.9641481900003,27.63,7283,,,,
319013,14661,0.8,21,-1758.4869339800002,28.54,7284,318900,11343.204296875,6426817.03125,0.001
319018,14668,0.81,21,-1724.7629442099997,27.59,7285,,,,
319118,14687,0.8,21,-1781.99271867,28.37,7286,319000,11374.53984375,6566447.0625,0.001
319218,14725,0.79,21,-1850.0036901199994,29.34,7287,319100,11283.7333984375,5728060.30625,0.001
319318,14753,0.78,21,-1889.3499763999996,30.28,7288,319200,11539.3623046875,5679789.0,0.001
319323,14760,0.78,21,-1889.4633684099995,30.28,7289,319220,11320.43955078125,8683999.1,0.001
319423,14813,0.78,21,-1888.89346758,30.28,7290,319320,11540.20654296875,5856086.325,0.001
319459,14854,0.78,21,-1893.21172885,30.59,7291,319340,11476.669140625,6385623.425,0.001
319464,14882,0.78,21,-1903.51966962,30.61,7292,319360,11519.26953125,5549354.2,0.001
319472,14895,0.78,21,-1916.67032224,30.65,7293,,,,
319572,14922,0.77,21,-1949.77341846,31.63,7294,319460,11361.60263671875,7209101.9625,0.001
319575,14934,0.77,21,-1959.56422702,31.61,7295,,,,
319582,14937,0.77,21,-1953.95178311,31.37,7296,319480,11492.86591796875,6754708.0125,0.001
319586,14940,0.77,21,-1944.6581833,31.37,7297,,,,
319686,14955,0.76,21,-1981.3318798699997,32.21,7298,319580,11418.75576171875,7444711.225,0.001
319697,14964,0.77,21,-1952.27991207,31.32,7299,,,,
319701,14971,0.77,21,-1950.4198519999998,31.29,7300,319600,11371.426953125,6898220.55625,0.001
319721,14988,0.77,21,-1955.2726643399997,31.1,7301,319620,11597.45869140625,6644695.4125,0.001
319821,15007,0.76,21,-2013.30379601,32.07,7302,319720,11333.73095703125,7342648.4375,0.001
319832,15017,0.76,21,-2038.3593812499998,32.12,7303,,,,
319838,15049,0.76,21,-2037.81290344,32.13,7304,,,,
319843,15052,0.76,21,-2069.75186079,32.14,7305,319740,11273.77900390625,6009614.4625,0.001
319855,15081,0.76,21,-2060.58930841,31.99,7306,,,,
319860,15099,0.76,21,-2050.4729151399997,31.98,7307,,,,
319960,15118,0.75,21,-2093.677817,32.83,7308,319840,11435.44267578125,5852469.5375,0.001
319964,15126,0.75,21,-2084.9773530499997,32.25,7309,319860,11121.31328125,8191608.6,0.001
320064,15168,0.74,21,-2211.1989685199997,33.21,7310,319960,11254.58076171875,7761196.375,0.001
320068,15181,0.74,21,-2217.6473717,33.02,7311,,,,
320072,15193,0.74,21,-2217.70345812,33.02,7312,,,,
320080,15216,0.74,21,-2218.45156613,33.05,7313,,,,
320090,15219,0.74,21,-2238.70630038,33.09,7314,319980,11548.770703125,5627067.19375,0.001
320096,15227,0.74,21,-2260.9826846099995,32.64,7315,,,,
320196,15256,0.73,20,-2316.38855268,33.58,7316,320080,11274.38173828125,5929049.45,0.001
320222,15268,0.73,20,-2289.8472821299997,33.58,7317,320120,11416.82958984375,7476950.81875,0.001
320284,15294,0.73,20,-2330.2332409899996,34.13,7318,320180,11444.62724609375,6264844.803125,0.001
320288,15316,0.73,20,-2330.30885885,34.14,7319,,,,
320341,15356,0.73,20,-2341.4189294499997,34.61,7320,320240,11279.7193359375,7846466.45,0.001
320344,15358,0.73,20,-2340.84647792,34.6,7321,,,,
320444,15386,0.73,20,-2313.5082523500005,34.6,7322,320340,11672.72158203125,7573979.16875,0.001
320448,15424,0.73,20,-2321.8859294100002,34.53,7323,,,,
320458,15428,0.73,20,-2314.08310592,34.58,7324,,,,
320461,15430,0.74,20,-2272.42299056,33.61,7325,320360,11518.29541015625,6477095.034375,0.001
320463,15437,0.75,20,-2233.2502987000003,32.63,7326,,,,
320498,15451,0.76,20,-2234.52609132,31.98,7327,320380,11324.01669921875,5107301.4875,0.001
320508,15474,0.76,20,-2194.06727614,31.98,7328,320400,11494.94052734375,6734661.925,0.001
320514,15477,0.77,20,-2167.3079192,31.04,7329,,,,
320517,15505,0.77,20,-2165.41413892,31.03,7330,,,,
320617,15533,0.76,20,-2202.0086427700003,31.66,7331,320500,11385.561328125,6088015.09375,0.001
320717,15575,0.76,20,-2496.11649599,31.66,7332,320600,11460.6728515625,6762622.325,0.001
320817,15599,0.76,20,-2480.29767903,31.66,7333,320700,11665.25009765625,5668954.0125,0.001
320823,15627,0.76,20,-2480.9737524899997,31.68,7334,320720,11323.2021484375,7625681.55,0.001
320827,15639,0.76,20,-2471.6217754199997,31.68,7335,,,,
320927,15658,0.75,20,-2524.0854079,32.41,7336,320820,11605.440234375,4697833.33125,0.001
320932,15661,0.76,20,-2459.93420267,31.46,7337,,,,
320940,15675,0.76,20,-2460.72374826,31.49,7338,,,,
320945,15677,0.76,20,-2480.9461274600003,31.51,7339,320840,11327.45546875,7987450.7375,0.001
320954,15680,0.76,20,-2482.81730318,31.54,7340,,,,
320957,15712,0.77,20,-2407.3989893000003,30.57,7341,,,,
320962,15725,0.77,20,-2427.79100216,30.6,7342,320860,11468.4009765625,6241222.41875,0.001
321062,15761,0.76,20,-2535.1930103100003,31.54,7343,320960,11462.08505859375,5868744.7625,0.001
321066,15773,0.76,20,-2525.0373320100002,31.54,7344,,,,
321080,15789,0.76,20,-2495.30623394,31.57,7345,,,,
321180,15808,0.76,20,-2538.7540564200003,31.57,7346,321060,11401.00537109375,6254428.7125,0.001
321280,15857,0.75,20,-2611.33318495,32.53,7347,321160,11557.80224609375,6371211.625,0.001
321282,15864,0.75,20,-2610.8028569700004,32.51,7348,321180,11429.2052734375,6156906.66875,0.001
321382,15929,0.74,20,-2670.3851047100006,33.44,7349,321280,11528.11689453125,7135702.95,0.001
321386,15931,0.74,20,-2666.3025898300007,33.33,7350,,,,
321393,15939,0.74,20,-2685.57941167,33.28,7351,,,,
321420,16008,0.74,20,-2689.75856182,33.47,7352,321300,11458.6619140625,6606241.4,0.001
321438,16033,0.74,20,-2693.00489023,33.62,7353,321320,11404.38291015625,7727062.2375,0.001
321442,16041,0.75,20,-2646.88400118,32.66,7354,321340,11382.79228515625,8276080.5875,0.001
321457,16046,0.75,20,-2603.1578971200006,32.49,7355,,,,
321557,16066,0.74,20,-3592.2548991599997,33.44,7356,321440,11330.4734375,6643099.7125,0.001
321657,16085,0.73,19,-3647.76917482,34.39,7357,321540,11505.587890625,6362913.175,0.001
321662,16098,0.74,19,-3612.5609221100003,33.44,7358,321560,11430.49345703125,5692912.85625,0.001
321666,16110,0.74,19,-3608.08738208,33.28,7359,,,,
321683,16126,0.74,19,-3614.81548551,33.41,7360,321580,11816.90283203125,5449576.85625,0.001
321688,16153,0.74,19,-3615.5073287200003,33.42,7361,,,,
321692,16166,0.74,19,-3613.52704059,33.37,7362,,,,
321698,16168,0.74,19,-3608.71461162,33.25,7363,,,,
321704,16192,0.74,19,-3589.361054940001,33.23,7364,321600,11623.279296875,6440498.75,0.001
321804,16218,0.73,19,-3602.921724020001,34.17,7365,321700,11592.18759765625,7291582.58125,0.001
321904,16250,0.72,19,-3673.9024574200007,35.08,7366,321800,11486.04931640625,6604132.75625,0.001
321910,16268,0.72,19,-3660.6089710800006,34.95,7367,,,,
322010,16304,0.71,19,-3749.90393135,35.91,7368,321900,11459.8173828125,5896404.6875,0.001
322013,16326,0.71,19,-3687.8064408500004,35.85,7369,,,,
322017,16344,0.72,19,-3647.9459373700006,34.89,7370,,,,
322117,16378,0.72,19,-3601.51950451,34.89,7371,322000,11477.46796875,7501641.7,0.001
322217,16396,0.71,19,-3658.3902208100003,35.76,7372,322100,11568.39501953125,5769531.4875,0.001
322224,16404,0.71,19,-3657.7990064399996,35.75,7373,322120,11447.57568359375,7482889.625,0.001
322230,16437,0.72,19,-3640.29734972,34.81,7374,,,,
322234,16464,0.73,19,-3601.848001279999,33.85,7375,,,,
322237,16476,0.73,19,-3600.9996686899995,33.84,7376,,,,
322337,16533,0.72,19,-4202.04534305,34.81,7377,322220,11433.60625,8149197.79375,0.001
322342,16535,0.72,19,-4201.59053198,34.81,7378,322240,11518.49384765625,6407974.425,0.001
322347,16538,0.72,19,-4211.57276576,34.82,7379,,,,
322351,16541,0.72,19,-4191.504947310001,34.81,7380,,,,
322355,16558,0.72,19,-4185.01035902,34.54,7381,,,,
322385,16574,0.72,19,-4190.66391849,34.76,7382,322280,11499.4166015625,7602217.775,0.001
322393,16577,0.72,19,-4192.39899509,34.8,7383,,,,
322449,16620,0.73,19,-4192.61765237,34.36,7384,322340,11372.5427734375,7245359.95,0.001
322464,16634,0.73,19,-4196.6528471500005,34.46,7385,322360,11378.50986328125,6800049.6,0.001
322564,16686,0.73,19,-4205.646940019999,34.46,7386,322460,11440.326953125,6502073.03125,0.001
322618,16712,0.74,19,-4144.79551679,34.0,7387,322500,11405.04111328125,6333578.0375,0.001
322636,16722,0.75,19,-4098.10514391,33.18,7388,322520,11414.83583984375,7949883.275,0.001
322640,16745,0.75,19,-4107.159057319999,33.17,7389,,,,
322647,16752,0.76,19,-4047.44933802,32.24,7390,322540,11574.64580078125,5666604.3375,0.001
322651,16754,0.76,19,-4061.59038008,31.92,7391,,,,
322655,16802,0.76,19,-4041.9937076799997,31.91,7392,,,,
322660,16805,0.76,19,-4028.970735449999,31.88,7393,,,,
322665,16808,0.77,19,-4027.7535442099993,30.93,7394,322560,11478.4474609375,6750050.33125,0.001
322672,16836,0.77,19,-4018.8559961799997,30.97,7395,,,,
322679,16849,0.77,19,-4056.78210025,30.97,7396,,,,
322684,16867,0.77,19,-4056.38464908,30.98,7397,322580,11609.46708984375,6498585.1625,0.001
322686,16934,0.78,19,-4007.39775295,30.0,7398,,,,
322698,16938,0.78,19,-4026.75378285,30.01,7399,,,,
322709,16952,0.78,19,-4019.6579595199996,30.08,7400,322600,11508.5119140625,7272636.00625,0.001
322719,16966,0.78,19,-4019.717565629999,29.98,7401,,,,
322721,16983,0.79,19,-3961.509700009999,29.0,7402,322620,11418.406640625,6851375.553125,0.001
322734,17013,0.79,18,-3938.0522014099993,29.02,7403,,,,
322737,17030,0.79,18,-3936.5846915199986,28.99,7404,,,,
322741,17043,0.79,18,-3925.1042221199996,28.98,7405,322640,11553.71103515625,6554194.7,0.001
322841,17068,0.78,18,-3960.7799554899993,29.86,7406,322740,11343.1076171875,6902346.55625,0.001
322845,17076,0.78,18,-3960.1700899799994,29.85,7407,,,,
322850,17083,0.79,18,-3904.5031026799993,28.9,7408,,,,
322950,17132,0.78,18,-4058.2562783999997,29.86,7409,322840,11564.9107421875,6073113.90625,0.001
322954,17150,0.79,18,-3952.69688065,28.9,7410,,,,
322961,17153,0.79,18,-3943.04966518,28.93,7411,322860,11501.14912109375,5982612.43125,0.001
322966,17210,0.79,18,-3942.63316208,28.94,7412,,,,
322974,17224,0.79,18,-3982.8535330599993,28.94,7413,,,,
322998,17261,0.79,18,-3970.4018559999995,29.08,7414,322880,11530.87353515625,5016379.61875,0.001
323001,17283,0.79,18,-3940.0530226299998,29.05,7415,322900,11288.25146484375,7775520.0375,0.001
323007,17311,0.8,18,-3883.92036036,28.11,7416,,,,
323011,17334,0.8,18,-3864.0198379000003,27.89,7417,,,,
323017,17346,0.8,18,-3823.75111643,27.33,7418,,,,
323117,17408,0.79,18,-3860.2115702799997,28.29,7419,323000,11658.1220703125,5704706.1625,0.001
323122,17411,0.79,18,-3850.4121849199996,27.81,7420,323020,11457.51201171875,6585612.13125,0.001
323125,17423,0.79,18,-3860.4060139800004,27.81,7421,,,,
323129,17425,0.8,18,-3796.17453647,26.85,7422,,,,
323229,17449,0.79,18,-3825.9115036599997,27.81,7423,323120,11530.20537109375,5690222.6125,0.001
323285,17461,0.79,18,-3832.5680791799996,28.27,7424,323180,11641.01357421875,6776781.61875,0.001
323385,17511,0.78,18,-3870.1794854100003,29.24,7425,323280,11696.670703125,6750526.875,0.001
323401,17516,0.78,18,-3885.3807508600003,29.38,7426,323300,11574.62109375,6000903.625,0.001
323408,17519,0.78,18,-3874.4876255700005,29.1,7427,,,,
323508,17604,0.77,18,-3936.46017767,30.0,7428,323400,11578.87880859375,6686095.69375,0.001
323518,17608,0.77,18,-3957.18123316,30.04,7429,,,,
323527,17637,0.77,18,-3968.80680836,30.1,7430,323420,11558.41123046875,6897975.4125,0.001
323535,17640,0.78,18,-3923.8159402599995,29.18,7431,,,,
323538,17657,0.79,18,-3567.2577638400003,28.21,7432,,,,
323540,17669,0.8,18,-3477.1818408500003,27.23,7433,,,,
323544,17697,0.8,18,-3486.0392576199997,27.21,7434,323440,11515.38583984375,6388091.33125,0.001
323548,17699,0.8,18,-3485.4039767599998,27.21,7435,,,,
323549,17716,0.81,18,-3423.75184585,26.22,7436,,,,
323554,17728,0.81,18,-3453.99119926,26.22,7437,,,,
323560,17762,0.81,18,-3474.5479610099997,26.2,7438,,,,
323563,17764,0.81,18,-3454.1297556399995,26.18,7439,323460,11476.3009765625,6608556.5625,0.001
323569,17787,0.81,18,-3452.00032961,26.15,7440,,,,
323583,17796,0.81,18,-3456.99266298,26.26,7441,323480,11572.255859375,5623320.33125,0.001
323599,17822,0.81,18,-3440.74676492,26.37,7442,,,,
323602,17849,0.82,18,-3350.5188046999997,25.4,7443,323500,11455.05390625,6295841.01875,0.001
323605,17861,0.82,18,-3360.93844813,25.39,7444,,,,
323705,17886,0.81,18,-3385.9789278700005,26.25,7445,323600,11547.3091796875,7176659.75625,0.001
323710,17903,0.82,18,-3300.9088507699994,25.3,7446,,,,
323741,17915,0.83,18,-3241.7445305399992,24.61,7447,323640,11613.312109375,7381422.81875,0.001
323821,17937,0.83,18,-3264.1502290500002,25.39,7448,323720,11593.0787109375,7380604.7375,0.001
323866,17972,0.84,18,-3232.73539511,24.84,7449,323760,11498.03642578125,7147452.1,0.001
323873,17980,0.84,18,-3244.2135113600007,24.87,7450,,,,
323880,17988,0.84,18,-3244.02005856,24.87,7451,,,,
323882,18005,0.84,17,-3236.5976735500008,24.62,7452,323780,11584.1208984375,5443632.50625,0.001
323887,18007,0.84,17,-3254.3046163699996,24.49,7453,,,,
323904,18013,0.84,17,-3250.7683678400003,24.62,7454,323800,11477.8603515625,6804231.7875,0.001
323908,18021,0.84,17,-3265.135371630001,24.51,7455,,,,
323915,18029,0.85,17,-2279.0269137900004,23.58,7456,,,,
323920,18032,0.86,17,-2243.87072156,22.63,7457,,,,
323924,18044,0.86,17,-2232.6341178100006,22.62,7458,323820,11604.76376953125,7501177.625,0.001
323929,18067,0.86,17,-2233.7942460800004,22.63,7459,,,,
323936,18085,0.86,17,-2207.9401559300004,22.53,7460,,,,
323937,18086,0.86,17,-2196.2788517400004,22.49,7461,,,,
324037,18130,0.85,17,-2261.74407493,23.45,7462,323920,11484.08251953125,6187540.225,0.001
324137,18151,0.84,17,-2284.61248156,24.39,7463,324020,11579.59091796875,7537615.85,0.001
324237,18175,0.83,17,-2355.20491928,25.33,7464,324120,11517.12529296875,5981442.0125,0.001
324337,18197,0.83,17,-2357.16217536,25.33,7465,324220,11553.436328125,6794910.525,0.001
324437,18215,0.83,17,-2316.99416446,25.33,7466,324320,11690.6076171875,5805844.55,0.001
324441,18219,0.83,17,-2316.7706995900003,25.31,7467,324340,11719.9697265625,5842094.6,0.001
324446,18226,0.84,17,-2228.01126257,24.36,7468,,,,
324450,18278,0.84,17,-2219.48299402,24.37,7469,,,,
324550,18313,0.83,17,-2238.1557691699995,25.33,7470,324440,11431.5314453125,8225940.7,0.001
324650,18356,0.83,17,-2234.23288082,25.33,7471,324540,11506.31416015625,7749352.925,0.001
324750,18398,0.83,17,-2291.03972769,25.33,7472,324640,11491.80126953125,6950848.81875,0.001
324755,18410,0.83,17,-2292.66326771,25.31,7473,,,,
324855,18441,0.82,17,-2343.9882776299996,26.25,7474,324740,11577.465234375,7194994.01875,0.001
324882,18458,0.82,17,-2339.7204086199995,26.48,7475,324780,11404.32001953125,7779947.61875,0.001
324889,18486,0.82,17,-2341.22519287,26.52,7476,,,,
324896,18530,0.83,17,-1740.78325815,25.59,7477,,,,
324901,18552,0.83,17,-1741.14988342,25.59,7478,324800,11787.80009765625,7280478.04375,0.001
324910,18576,0.83,17,-1733.07564808,25.63,7479,,,,
324915,18594,0.83,17,-1743.0188074300002,25.64,7480,,,,
324938,18603,0.83,17,-1758.1742774000002,25.83,7481,324820,11689.33125,5832222.4125,0.001
324943,18611,0.83,17,-1782.7198757700003,25.58,7482,324840,11579.03896484375,5700904.3125,0.001
324948,18614,0.83,17,-1790.91685243,25.55,7483,,,,
325048,18644,0.82,17,-1902.2772868999998,25.99,7484,324940,11513.4861328125,6631235.50625,0.001
325057,18677,0.82,17,-1900.1572417899997,25.93,7485,,,,
325069,18706,0.83,17,-1834.15207883,25.05,7486,324960,11590.68642578125,5853659.146875,0.001
325079,18710,0.83,17,-1819.7755979099998,24.61,7487,,,,
325085,18743,0.83,17,-1846.8500297399996,24.49,7488,324980,11541.23232421875,8339229.565625,0.001
325089,18760,0.83,17,-1836.47743784,24.49,7489,,,,
325093,18783,0.83,17,-1834.31676507,24.46,7490,,,,
325100,18795,0.83,17,-1815.29576631,24.49,7491,,,,
325105,18833,0.83,17,-1824.5290218900002,24.5,7492,325000,11754.482421875,5218768.6125,0.001
325205,18866,0.82,17,-1918.0363113399999,25.45,7493,325100,11619.94140625,5698526.53125,0.001
325207,18872,0.82,17,-1886.2084083500001,25.42,7494,,,,
325210,18875,0.82,17,-1885.03619748,25.38,7495,,,,
325243,18906,0.82,17,-1863.5386873000002,25.64,7496,325140,11477.3845703125,7765160.721875,0.001
325252,18929,0.82,17,-1865.8829786699998,25.68,7497,,,,
325259,18962,0.82,17,-1867.82675811,25.73,7498,,,,
325264,18975,0.82,17,-1845.8360836900001,25.66,7499,325160,11705.62099609375,8026509.2625,0.001
325270,19003,0.82,17,-1863.8977318500004,25.61,7500,,,,
325275,19071,0.82,17,-1848.4865021800003,25.56,7501,,,,
325279,19083,0.82,17,-1849.43141447,25.58,7502,,,,
325379,19113,0.81,17,-1909.5031597599998,26.45,7503,325260,11498.78681640625,5342121.11875,0.001
325383,19116,0.81,17,-1909.8744054999997,26.46,7504,325280,11444.82734375,7978130.09375,0.001
325398,19120,0.81,17,-1892.96278517,26.57,7505,,,,
325403,19127,0.82,17,-1853.7691331199999,25.62,7506,325300,11521.0505859375,8193216.9875,0.001
325411,19136,0.82,17,-1854.7955455200001,25.66,7507,,,,
325415,19138,0.82,17,-1874.65103751,25.65,7508,,,,
325418,19165,0.83,16,-1709.9866200099998,24.68,7509,,,,
325424,19183,0.83,16,-1690.3490772399996,24.7,7510,325320,11763.51025390625,6383485.4625,0.001
325524,19210,0.82,16,-1715.5673565599998,25.63,7511,325420,11462.49140625,6918191.13125,0.001
325551,19219,0.82,16,-1721.5036118699998,25.85,7512,325440,11587.50830078125,6111973.54375,0.001
325553,19241,0.82,16,-1678.70312541,25.79,7513,,,,
325557,19248,0.82,16,-1670.2998640300002,25.59,7514,,,,
325566,19252,0.82,16,-1671.9542633,25.65,7515,325460,11575.34072265625,5777496.58125,0.001
325572,19280,0.82,16,-1673.0263272900004,25.65,7516,,,,
325582,19289,0.82,16,-1685.5092278200004,25.71,7517,325480,11463.83544921875,7462988.075,0.001
325586,19297,0.82,16,-1704.4522167600005,25.69,7518,,,,
325591,19309,0.83,16,-1668.49138418,24.74,7519,,,,
325595,19316,0.83,16,-1676.5993504,24.73,7520,,,,
325601,19345,0.83,16,-1677.9522116300002,24.76,7521,325500,11589.05087890625,6922505.00625,0.001
325612,19354,0.83,16,-1699.9947362200003,24.83,7522,,,,
325617,19356,0.84,16,-1669.8713640100002,23.88,7523,,,,
325626,19360,0.84,16,-1659.4541159199998,23.41,7524,325520,11452.70615234375,5693148.65625,0.001
325629,19362,0.85,16,-1621.54026105,22.44,7525,,,,
325635,19364,0.85,16,-1637.7079877699998,22.34,7526,,,,
325643,19368,0.85,16,-1616.0053290199999,22.35,7527,325540,11615.56279296875,7093464.24375,0.001
325652,19397,0.86,16,-1554.0170442699998,21.44,7528,,,,
325659,19405,0.86,16,-1513.2343154000002,21.41,7529,,,,
325669,19413,0.86,16,-1495.40476886,21.42,7530,325560,11649.3791015625,5510473.975,0.001
325677,19416,0.86,16,-1495.8012836,21.42,7531,,,,
325681,19438,0.86,16,-1486.9823421800002,21.43,7532,325580,11655.00673828125,5530386.29375,0.001
325687,19441,0.86,16,-1488.1949545000002,21.47,7533,,,,
325787,19526,0.85,16,-1511.2231454,22.43,7534,325680,11591.530859375,6669017.8875,0.001
325791,19529,0.85,16,-1512.34977218,22.43,7535,,,,
325796,19597,0.85,16,-1514.1859931599997,22.47,7536,,,,
325896,19645,0.84,16,-1572.55247831,23.42,7537,325780,11621.65908203125,6088571.125,0.001
325898,19647,0.84,16,-1550.53089472,23.38,7538,,,,
325905,19656,0.84,16,-1552.71653014,23.42,7539,325800,11473.825390625,6491546.6,0.001
325923,19680,0.84,16,-1557.8467645800001,23.54,7540,325820,11746.86044921875,6528272.1875,0.001
325926,19683,0.84,16,-1553.1889795199997,23.43,7541,,,,
326026,19733,0.83,16,-1603.66699784,24.27,7542,325920,11668.07529296875,6812238.590625,0.001
326031,19740,0.83,16,-1594.6553274499997,24.29,7543,,,,
326034,19793,0.83,16,-1584.19402138,24.29,7544,,,,
326040,19796,0.84,16,-1554.82371418,23.35,7545,,,,
326042,19802,0.84,16,-1552.31486708,23.32,7546,325940,11592.78203125,7927890.0875,0.001
326047,19810,0.84,16,-1548.34404774,23.06,7547,,,,
326056,19844,0.84,16,-1527.4174658399995,22.35,7548,,,,
326073,19855,0.84,16,-1513.2709281599998,22.07,7549,325960,11584.76669921875,6746459.39375,0.001
326079,19858,0.84,16,-1502.7327251999998,22.06,7550,,,,
326082,19859,0.84,16,-1481.10878057,22.02,7551,325980,11474.084375,7988810.325,0.001
326103,19881,0.84,16,-1522.8697794099999,22.21,7552,326000,11729.057421875,4875312.621875,0.001
326108,19884,0.84,16,-1502.4186338,22.21,7553,,,,
326118,19892,0.84,16,-1498.2964024100002,22.14,7554,,,,
326122,19894,0.84,16,-1498.26478611,22.14,7555,326020,11672.272265625,5964533.5375,0.001
326127,19902,0.84,16,-1485.2754337300003,22.12,7556,,,,
326136,19941,0.84,16,-1475.2018831400003,22.16,7557,,,,
326142,19944,0.84,16,-1476.0865235600002,22.18,7558,326040,11525.6978515625,8829448.475,0.001
326147,19956,0.84,16,-1475.5166308999999,22.18,7559,,,,
326152,19998,0.84,16,-1475.2764880999998,22.16,7560,,,,
326157,20001,0.84,16,-1476.37420517,22.2,7561,,,,
326162,20043,0.85,16,-1441.25728282,21.25,7562,326060,11449.69248046875,6724437.66875,0.001
326164,20056,0.86,16,-1417.8197454699998,20.27,7563,,,,
326170,20068,0.87,16,-1344.79824301,19.33,7564,,,,
326175,20081,0.88,16,-1329.5412319400002,18.38,7565,,,,
326179,20094,0.89,16,-1287.5097327100002,17.42,7566,,,,
326230,20108,0.89,16,-1299.02686736,17.89,7567,326120,11419.19765625,6716145.5,0.001
326235,20130,0.89,16,-1299.47449989,17.89,7568,,,,
326265,20150,0.89,16,-1369.01915224,18.15,7569,326160,11429.83974609375,6436761.95625,0.001
326273,20158,0.9,16,-1351.39069058,17.23,7570,,,,
326277,20160,0.91,16,-1313.4362369799999,16.27,7571,,,,
326292,20175,0.92,16,-1201.30751054,15.42,7572,326180,11486.53310546875,7270418.45,0.001
326339,20203,0.92,16,-1212.8489856200001,15.84,7573,326220,11458.3716796875,7472515.85,0.001
326439,20221,0.92,16,-1194.2800347700002,15.84,7574,326320,11416.31982421875,6236394.875,0.001
326539,20272,0.91,16,-1418.01538317,16.57,7575,326420,11430.93759765625,7819607.575,0.001
326545,20285,0.91,16,-1409.42335155,16.56,7576,326440,11601.97861328125,6939504.7875,0.001
326557,20299,0.91,16,-1410.2950979700001,16.61,7577,,,,
326562,20312,0.91,16,-1409.77770422,16.61,7578,326460,11459.496875,6970731.96875,0.001
326662,20351,0.9,16,-1494.48783963,17.52,7579,326560,11580.69443359375,6799426.275,0.001
326667,20354,0.9,16,-1513.92344719,17.52,7580,,,,
326767,20374,0.89,16,-1542.80143873,18.29,7581,326660,11581.92900390625,6985001.4125,0.001
326773,20377,0.89,16,-1532.7350068899998,18.3,7582,,,,
326780,20386,0.89,16,-1523.05406324,18.32,7583,,,,
326785,20403,0.9,16,-1403.49747021,17.37,7584,326680,11484.5048828125,7383344.725,0.001
326792,20406,0.9,16,-1402.6357787299996,17.35,7585,,,,
326797,20429,0.9,15,-1398.6331162300003,17.28,7586,,,,
326799,20456,0.9,15,-1395.37428042,17.2,7587,,,,
326802,20462,0.9,15,-1364.25744255,17.17,7588,326700,11372.9732421875,9221510.4,0.001
326805,20464,0.9,15,-1364.28626268,17.16,7589,,,,
326811,20467,0.9,15,-1364.31309136,17.18,7590,,,,
326814,20469,0.9,15,-1363.0042272500002,17.14,7591,,,,
326828,20500,0.9,15,-1366.7391820699997,17.23,7592,326720,11547.778515625,5908572.6875,0.001
326833,20528,0.91,15,-1282.71454637,16.28,7593,,,,
326837,20541,0.91,15,-1303.6740943400002,16.3,7594,,,,
326841,20549,0.91,15,-1323.6832220699998,16.31,7595,326740,11549.677734375,6962465.7625,0.001
326941,20576,0.9,15,-1344.0291434700002,16.98,7596,326840,11502.84775390625,7135775.3375,0.001
