time/total timesteps,time/time_elapsed,rollout/success rate,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate
347381,37217,0.85,9,-3278.322055129999,25.48,8402,347280,11982.46201171875,7664103.46875,0.001
347385,37219,0.85,9,-3275.7984603099994,25.42,8403,,,,
347395,37229,0.85,9,-3289.7773484599998,25.48,8404,,,,
347495,37261,0.85,9,-3390.8778447299997,25.48,8405,347380,12037.2728515625,8765228.3875,0.001
347504,37289,0.85,9,-3393.5880447,25.53,8406,347400,11909.64189453125,7701645.0,0.001
347604,37323,0.84,9,-3441.5860421199995,26.5,8407,347500,12061.16083984375,6894838.825,0.001
347609,37331,0.85,9,-3406.9887699099995,25.55,8408,,,,
347709,37379,0.84,9,-3440.06881769,26.52,8409,347600,12024.94013671875,7575857.90625,0.001
347727,37395,0.84,9,-3446.7577684699995,26.66,8410,347620,11904.20302734375,7717043.0375,0.001
347730,37457,0.84,9,-3445.27755761,26.65,8411,,,,
347735,37500,0.84,9,-3446.34059929,26.67,8412,,,,
347740,37507,0.84,9,-3436.1740913400004,26.68,8413,,,,
347748,37531,0.84,9,-3464.4031822399998,26.65,8414,347640,11986.8103515625,7350244.09375,0.001
347753,37563,0.84,9,-3443.6337434199995,26.65,8415,,,,
347811,37574,0.84,9,-3972.8709189799997,27.17,8416,347700,11978.20966796875,8192209.60625,0.001
347911,37647,0.84,9,-3943.66875112,27.17,8417,347800,12162.5380859375,7896482.68125,0.001
347928,37653,0.84,9,-3949.1867153600006,27.31,8418,347820,12052.76640625,7486822.36875,0.001
347941,37669,0.84,9,-3944.9914780300005,27.39,8419,347840,12026.54912109375,8989647.125,0.001
347944,37681,0.85,9,-3899.5958109,26.42,8420,,,,
347957,37706,0.85,9,-3902.01955036,26.51,8421,,,,
347962,37709,0.85,9,-3901.0277130599993,26.48,8422,347860,11922.9431640625,9307529.4875,0.001
348062,37754,0.84,9,-3982.91163624,27.43,8423,347960,12005.89189453125,6548151.825,0.001
348162,37814,0.83,9,-4019.87099477,28.38,8424,348060,11927.22353515625,7271900.3875,0.001
348169,37817,0.83,9,-4031.26957006,28.39,8425,,,,
348184,37822,0.83,9,-4036.6162556400004,28.49,8426,348080,12052.246875,8893447.7125,0.001
348187,37849,0.83,9,-4016.24542442,28.48,8427,,,,
348212,37865,0.83,9,-3974.13885879,28.67,8428,348100,11701.783203125,6868360.94375,0.001
348224,37869,0.83,9,-3976.45530999,28.75,8429,348120,12153.95361328125,7531116.45,0.001
348233,37878,0.83,9,-3938.78621889,28.77,8430,,,,
348244,37888,0.83,9,-3922.9679704900004,28.6,8431,348140,11998.84912109375,8596903.6,0.001
348249,37891,0.84,9,-3865.80157823,27.65,8432,,,,
348349,37933,0.83,9,-3844.4257428599994,27.9,8433,348240,11851.97783203125,7558628.3125,0.001
348352,38031,0.83,9,-3841.4820084400003,27.87,8434,,,,
348355,38038,0.83,9,-3841.51419809,27.86,8435,,,,
348361,38051,0.84,9,-3809.42372047,26.92,8436,348260,12093.783984375,9086306.1,0.001
348461,38125,0.83,9,-3843.70729954,27.86,8437,348360,12089.55546875,6776946.725,0.001
348465,38142,0.83,9,-3862.22933362,27.82,8438,,,,
348565,38191,0.82,9,-3863.5596268199997,28.15,8439,348460,11867.01044921875,6370149.18125,0.001
348572,38205,0.82,9,-3882.5889433999996,28.13,8440,,,,
348577,38227,0.83,9,-3836.0320364199997,27.18,8441,,,,
348677,38262,0.82,9,-3858.64387855,28.05,8442,348560,12085.76279296875,7853831.375,0.001
348683,38304,0.82,9,-3837.30896714,28.04,8443,348580,12044.50791015625,6905610.2125,0.001
348732,38320,0.82,9,-3845.8887461700006,28.45,8444,348620,12057.77841796875,7546811.725,0.001
348737,38322,0.82,9,-3857.3269762299997,28.47,8445,,,,
348749,38326,0.82,9,-3857.43288302,28.54,8446,348640,12218.03251953125,8669469.546875,0.001
348752,38348,0.82,9,-3815.3511663599998,27.82,8447,,,,
348756,38361,0.82,9,-3804.99122283,27.82,8448,,,,
348761,38369,0.82,9,-3822.926494019999,27.78,8449,348660,11962.46376953125,7081898.0375,0.001
348768,38377,0.82,9,-3833.866267769999,27.78,8450,,,,
348771,38384,0.83,9,-3798.948183879999,26.81,8451,,,,
348871,38406,0.82,9,-3836.4466705399986,27.76,8452,348760,11917.29931640625,5719939.203125,0.001
348874,38413,0.82,9,-3824.8014546999993,27.72,8453,,,,
348974,38459,0.81,9,-3875.931541639999,28.67,8454,348860,11974.682421875,8054129.3625,0.001
349074,38511,0.8,9,-3925.8670186499994,29.55,8455,348960,12248.6515625,9168694.1,0.001
349080,38513,0.8,9,-3924.6381073,29.53,8456,,,,
349083,38515,0.81,9,-3915.1870953499997,28.56,8457,348980,11985.15908203125,7602655.9,0.001
349183,38559,0.8,9,-3926.2342169,29.51,8458,349080,12057.695703125,6685824.05,0.001
349190,38567,0.8,9,-3916.3775643300005,29.51,8459,,,,
349195,38575,0.8,9,-3905.3500467600006,29.11,8460,,,,
349197,38577,0.8,9,-3905.83636819,29.12,8461,,,,
349201,38579,0.8,9,-3885.920205730001,29.12,8462,349100,11993.00771484375,8588388.7125,0.001
349206,38581,0.8,9,-3885.96261773,29.13,8463,,,,
349226,38587,0.8,9,-3848.54602831,28.71,8464,349120,12036.8017578125,7478194.0125,0.001
349231,38590,0.81,9,-3833.0698242699996,27.76,8465,,,,
349236,38598,0.81,9,-3781.17527403,27.62,8466,,,,
349336,38677,0.8,9,-3863.0353109499997,28.57,8467,349220,12037.58681640625,7723087.65,0.001
349340,38690,0.8,9,-3881.45979641,28.51,8468,,,,
349344,38692,0.81,9,-2910.52014806,27.55,8469,349240,12096.75,9341411.05,0.001
349444,38734,0.8,9,-2990.26899229,28.41,8470,349340,12056.2880859375,5674830.16875,0.001
349461,38748,0.8,9,-2948.92474173,27.87,8471,349360,12140.12802734375,6510311.96875,0.001
349561,38789,0.79,9,-3001.60957939,28.76,8472,349460,12173.5361328125,7382002.675,0.001
349661,38831,0.79,9,-2991.3215656400002,28.76,8473,349560,12195.979296875,7754919.26875,0.001
349665,38839,0.79,9,-2992.2768191999994,28.75,8474,,,,
349668,38840,0.79,9,-2951.8147167899997,28.49,8475,,,,
349671,38848,0.8,9,-2858.1963706299994,27.52,8476,,,,
349677,38890,0.81,8,-2824.3606435599995,26.58,8477,,,,
349775,38934,0.81,8,-2889.63022733,27.51,8478,349660,12190.52607421875,7365498.35,0.001
349783,38952,0.81,8,-2908.5003602700003,27.2,8479,349680,11909.87548828125,8592576.225,0.001
349792,38954,0.81,8,-2910.82915693,27.27,8480,,,,
349796,38956,0.81,8,-2919.3586521,27.23,8481,,,,
349800,38959,0.81,8,-2919.7093020800003,27.2,8482,,,,
349809,38972,0.81,8,-2920.45968398,27.25,8483,349700,12148.68583984375,7267790.975,0.001
349909,38998,0.8,8,-2757.26291899,28.0,8484,349800,12134.568359375,6599847.234375,0.001
349916,39006,0.8,8,-2738.7278553900005,27.97,8485,,,,
349924,39030,0.8,8,-2751.1456205599998,28.02,8486,349820,11949.1681640625,7037844.7,0.001
349929,39032,0.8,8,-2139.71577119,27.44,8487,,,,
349933,39065,0.8,8,-2169.51373291,27.45,8488,,,,
349938,39068,0.8,8,-2179.1432712299998,27.46,8489,,,,
349941,39074,0.8,8,-2178.52999567,27.45,8490,349840,11972.20595703125,6617322.175,0.001
350041,39102,0.79,8,-2216.48712169,28.41,8491,349940,12080.11884765625,7941823.7125,0.001
350046,39125,0.79,8,-2215.6875052699997,28.31,8492,,,,
350055,39128,0.8,8,-2151.83479695,27.4,8493,,,,
350155,39152,0.79,8,-2254.2510497499998,28.35,8494,350040,12027.159765625,8251700.1,0.001
350159,39160,0.79,8,-2244.6507611399998,28.33,8495,,,,
350169,39184,0.79,8,-2245.10935697,28.32,8496,350060,12188.68701171875,6815195.9,0.001
350174,39211,0.79,8,-2240.48406703,28.18,8497,,,,
350274,39242,0.78,8,-2375.2758144500003,29.15,8498,350160,11943.87744140625,7671752.25,0.001
350374,39283,0.77,8,-2410.71278353,30.13,8499,350260,12012.6009765625,9024499.1375,0.001
350394,39304,0.77,8,-2403.55874601,30.29,8500,350280,12251.75830078125,5696844.36875,0.001
350407,39313,0.77,8,-2407.5099261500004,30.37,8501,350300,12042.43369140625,7645078.2,0.001
350410,39355,0.77,8,-2404.0877997800003,30.29,8502,,,,
350415,39357,0.77,8,-2403.7972199600003,30.3,8503,,,,
350421,39364,0.77,8,-2390.0211690200003,30.26,8504,350320,12253.51552734375,9390815.25625,0.001
350439,39374,0.78,8,-2264.03904766,29.44,8505,,,,
350464,39522,0.78,8,-2267.62500386,29.6,8506,350360,12152.94521484375,7758136.48125,0.001
350535,39541,0.79,8,-2238.08595478,29.31,8507,350420,11857.10029296875,9218599.5,0.001
350635,39555,0.78,8,-2290.2980922,30.26,8508,350520,12076.43193359375,9719436.9375,0.001
350639,39558,0.79,8,-2257.2422440799996,29.3,8509,,,,
350682,39586,0.79,8,-2308.4285500799997,29.55,8510,350580,12027.44873046875,7740703.35,0.001
350730,39598,0.79,8,-2331.6613457900003,30.0,8511,350620,12147.15458984375,8584446.5625,0.001
350733,39600,0.79,8,-2330.63389506,29.98,8512,,,,
350737,39607,0.79,8,-2331.0296212,29.97,8513,,,,
350837,39634,0.78,8,-2322.45357599,30.89,8514,350720,12043.64287109375,9285775.0375,0.001
350841,39641,0.78,8,-2312.87745442,30.88,8515,350740,12215.062109375,7920860.3875,0.001
350847,39649,0.78,8,-1793.1342066999998,30.36,8516,,,,
350850,39671,0.79,8,-1778.61674729,29.39,8517,,,,
350950,39701,0.78,8,-2091.09363752,30.22,8518,350840,11947.6982421875,9407561.225,0.001
350953,39723,0.78,8,-2094.76941462,30.12,8519,,,,
350957,39726,0.78,8,-2094.4473051,30.13,8520,,,,
350961,39743,0.78,8,-2112.82928006,30.04,8521,350860,11976.18017578125,7115507.3375,0.001
350967,39772,0.78,8,-2113.50780754,30.05,8522,,,,
351067,39793,0.78,8,-2088.17808487,30.05,8523,350960,11893.4458984375,7440819.575,0.001
351071,39801,0.79,8,-2040.9688660699996,29.09,8524,,,,
351075,39803,0.79,8,-2029.9470884199995,29.06,8525,,,,
351081,39851,0.79,8,-2025.21851253,28.97,8526,350980,12131.04990234375,7402932.375,0.001
351181,39879,0.78,8,-2085.9247714,29.94,8527,351080,12199.32119140625,7085694.7375,0.001
351186,39882,0.78,8,-2077.8033358099997,29.74,8528,,,,
351191,39885,0.78,8,-2086.4308273499996,29.67,8529,,,,
351208,39895,0.78,8,-2087.02600997,29.75,8530,351100,12098.25419921875,8539292.3625,0.001
351211,39912,0.78,8,-2095.0677836,29.67,8531,,,,
351214,39920,0.78,8,-2094.9288374099997,29.65,8532,,,,
351218,39952,0.79,8,-2044.1216972099999,28.69,8533,,,,
351226,40017,0.79,8,-2046.6912780799998,28.74,8534,351120,11994.19169921875,7907698.475,0.001
351250,40029,0.79,8,-2080.67854531,28.95,8535,351140,12188.30654296875,8810705.4875,0.001
351254,40036,0.79,8,-2080.51647202,28.93,8536,,,,
351269,40156,0.8,8,-2049.51338769,28.08,8537,351160,12197.793359375,10096524.425,0.001
351324,40178,0.8,8,-2087.39905514,28.59,8538,351220,11982.7732421875,8977117.775,0.001
351424,40221,0.8,8,-2088.45319863,28.59,8539,351320,12066.34482421875,8408924.05,0.001
351430,40228,0.8,8,-2089.16267127,28.58,8540,,,,
351447,40233,0.8,8,-2102.45973072,28.7,8541,351340,12109.76796875,10247723.375,0.001
351478,40265,0.81,8,-2072.649789,28.01,8542,351360,11872.882421875,7187742.65625,0.001
351483,40268,0.81,8,-2073.00999375,28.0,8543,351380,12199.17138671875,8824136.39375,0.001
351583,40311,0.8,8,-2086.93714765,28.51,8544,351480,12284.701171875,6173001.71875,0.001
351594,40321,0.8,8,-2078.33754107,28.57,8545,,,,
351694,40370,0.79,8,-2168.29958264,29.45,8546,351580,11842.2046875,7775515.5375,0.001
351696,40488,0.79,8,-2167.9481908,29.44,8547,,,,
351796,40506,0.78,8,-2201.98127578,30.4,8548,351680,11968.6228515625,9269777.325,0.001
351801,40533,0.78,8,-2181.7309122899997,30.4,8549,351700,12306.1517578125,9251384.25,0.001
351805,40551,0.78,8,-2170.8353869400003,30.37,8550,,,,
351812,40554,0.78,8,-2172.1469513100005,30.41,8551,,,,
351818,40562,0.79,8,-2135.79452322,29.47,8552,,,,
351859,40573,0.79,8,-2146.6141689700003,29.85,8553,351740,11902.72080078125,8265025.425,0.001
351863,40580,0.8,8,-2095.53494244,28.89,8554,351760,11991.623828125,9079598.35,0.001
351873,40629,0.81,8,-2056.71711943,27.99,8555,,,,
351875,40631,0.81,8,-2055.38040223,27.95,8556,,,,
351950,40652,0.81,8,-2076.89210515,28.67,8557,351840,12090.99228515625,8031611.6875,0.001
351976,40672,0.82,8,-2029.9209177300002,27.93,8558,351860,12219.51591796875,8044421.9625,0.001
351979,40715,0.82,8,-2028.4952232300002,27.89,8559,,,,
351989,40719,0.82,8,-2029.7807769600001,27.94,8560,351880,12212.74638671875,7208706.5125,0.001
352089,40749,0.81,8,-2070.58440735,28.92,8561,351980,11982.10830078125,7179204.65,0.001
352094,40761,0.81,8,-2070.0904253700005,28.93,8562,,,,
352098,40779,0.81,8,-2060.4265337300003,28.92,8563,,,,
352110,40788,0.81,8,-2059.132085070001,28.84,8564,352000,11902.5619140625,7340305.2875,0.001
352119,40792,0.81,8,-2050.41805023,28.88,8565,,,,
352131,40862,0.81,8,-2051.1229976199998,28.95,8566,352020,11982.70458984375,8089724.15,0.001
352220,40917,0.82,8,-1988.5225663799997,28.84,8567,352100,12009.07001953125,5831973.9875,0.001
352243,40930,0.82,8,-1973.6869346599997,29.03,8568,352140,12135.3529296875,6626430.6,0.001
352245,40942,0.82,8,-1962.5618362,29.01,8569,,,,
352249,40949,0.83,8,-1889.3816003200002,28.05,8570,,,,
352255,40956,0.83,8,-1884.87422996,27.94,8571,,,,
352259,40963,0.84,8,-1827.5999883200002,26.98,8572,,,,
352359,40982,0.84,8,-1859.5824461700001,26.98,8573,352240,12007.62822265625,8306909.3625,0.001
352370,41026,0.84,8,-1860.8521989500005,27.05,8574,352260,12026.3958984375,9831413.11875,0.001
352375,41029,0.84,8,-1860.93457627,27.07,8575,,,,
352379,41041,0.84,8,-1861.4036050099999,27.08,8576,,,,
352385,41050,0.84,8,-1873.0688552799995,27.08,8577,352280,12096.21416015625,8043153.0125,0.001
352485,41122,0.83,8,-1845.72489097,27.1,8578,352380,11856.518359375,10719682.425,0.001
352493,41125,0.83,8,-1815.3176322999998,27.1,8579,,,,
352495,41126,0.83,8,-1813.2125098199997,27.03,8580,,,,
352509,41141,0.83,8,-1805.4552861299994,27.13,8581,352400,12259.391015625,8282198.1375,0.001
352521,41156,0.83,8,-1807.3756658799996,27.21,8582,352420,12134.47294921875,9061045.7375,0.001
352524,41158,0.83,8,-1806.9863050099998,27.15,8583,,,,
352538,41163,0.84,8,-1758.99247825,26.29,8584,,,,
352545,41176,0.84,8,-1756.8538292100002,26.29,8585,352440,12087.60546875,8787363.1875,0.001
352552,41179,0.84,8,-1747.63190174,26.28,8586,,,,
352554,41206,0.84,8,-1746.5192766300004,26.25,8587,,,,
352562,41219,0.84,8,-1718.0220457900002,26.29,8588,352460,12039.768359375,8067796.64375,0.001
352565,41227,0.84,8,-1706.9939222700004,26.27,8589,,,,
352570,41234,0.84,8,-1718.39988076,26.29,8590,,,,
352577,41252,0.85,8,-1680.1971683100003,25.36,8591,,,,
352677,41283,0.84,8,-1716.9638449300003,26.31,8592,352560,12038.62255859375,7620642.4875,0.001
352684,41307,0.84,8,-1715.5018458000004,26.29,8593,352580,12093.898828125,6986401.38125,0.001
352692,41310,0.85,8,-1614.40995146,25.37,8594,,,,
352712,41326,0.85,8,-1616.2074055300002,25.53,8595,352600,11926.093359375,7962157.4875,0.001
352715,41357,0.85,8,-1623.0772312699999,25.46,8596,,,,
352727,41393,0.85,8,-1625.53952532,25.53,8597,352620,12119.52822265625,9101223.775,0.001
352736,41396,0.86,8,-1493.1806198699999,24.62,8598,,,,
352836,41450,0.86,8,-1478.1043901099997,24.62,8599,352720,11998.51103515625,9146798.0875,0.001
352840,41462,0.86,8,-1475.00769965,24.46,8600,,,,
352847,41476,0.86,8,-1482.9467540899998,24.4,8601,352740,12349.0712890625,7980390.91875,0.001
352855,41509,0.86,8,-1485.1739593099999,24.45,8602,,,,
352868,41518,0.86,8,-1486.4013749599999,24.53,8603,352760,12201.24130859375,7838232.2625,0.001
352871,41545,0.86,8,-1486.2626775200001,24.5,8604,,,,
352910,41578,0.86,8,-1492.7248987300002,24.71,8605,352800,12240.0833984375,9211971.45,0.001
352914,41590,0.86,8,-1496.4277967600003,24.5,8606,,,,
353014,41619,0.85,8,-1534.8080341200005,24.79,8607,352900,12190.11083984375,7555292.43125,0.001
353114,41650,0.85,8,-1515.15564313,24.79,8608,353000,11903.62158203125,8392281.8125,0.001
353214,41685,0.84,8,-1563.4308110800002,25.75,8609,353100,12026.13046875,6973552.8375,0.001
353217,41703,0.84,8,-1504.8740618699997,25.35,8610,,,,
353220,41715,0.84,8,-1501.64919188,24.9,8611,,,,
353320,41756,0.83,8,-1542.4398396599997,25.87,8612,353200,12011.6802734375,7586882.7125,0.001
353324,41758,0.83,8,-1552.2871863599999,25.87,8613,353220,12062.87138671875,8530164.75625,0.001
353361,41800,0.84,8,-1528.60029092,25.24,8614,353260,12275.4857421875,7397276.33125,0.001
353364,41812,0.84,8,-1528.19896875,25.23,8615,,,,
353370,41825,0.84,8,-1499.83753844,25.23,8616,,,,
353470,41880,0.83,8,-1523.0198249400003,26.2,8617,353360,12262.9583984375,7039605.025,0.001
353475,41888,0.84,8,-1207.2881674,25.25,8618,,,,
353483,41926,0.84,8,-1199.55247986,25.3,8619,353380,12381.28720703125,6542972.4125,0.001
353487,41978,0.84,8,-1199.4651087599998,25.3,8620,,,,
353513,42007,0.84,8,-1187.78840515,25.52,8621,353400,12237.870703125,7494988.5,0.001
353543,42027,0.84,8,-1205.99600776,25.76,8622,353440,12189.6923828125,6239951.55,0.001
353548,42040,0.85,8,-1138.26840541,24.81,8623,,,,
353552,42053,0.85,8,-1147.36175776,24.81,8624,,,,
353557,42061,0.85,8,-1147.15330061,24.82,8625,,,,
353563,42079,0.85,8,-1157.59119053,24.82,8626,353460,12356.72548828125,8124920.475,0.001
353613,42099,0.86,8,-1132.6926257100001,24.32,8627,353500,12352.0279296875,9417930.4875,0.001
353625,42124,0.86,8,-1149.10514754,24.39,8628,353520,12182.07421875,9268993.2875,0.001
353629,42181,0.86,8,-1137.9463645000003,24.38,8629,,,,
353729,42214,0.85,8,-1179.11055476,25.21,8630,353620,12012.9763671875,9283243.4375,0.001
353732,42226,0.85,8,-1169.1696228100002,25.21,8631,,,,
353734,42233,0.85,8,-1188.4200076,25.2,8632,,,,
353746,42236,0.85,8,-1191.4408658099999,25.28,8633,353640,12235.75810546875,7668222.325,0.001
353751,42269,0.85,8,-1190.7170201399997,25.25,8634,,,,
353766,42283,0.85,8,-1159.4544418,25.16,8635,353660,12270.861328125,6620238.71875,0.001
353866,42305,0.84,8,-1213.0664167099997,26.12,8636,353760,12141.81513671875,6507832.1375,0.001
353885,42331,0.84,8,-1215.44226081,26.16,8637,353780,12177.858984375,7898903.79375,0.001
353985,42391,0.83,8,-1196.2790555999998,26.61,8638,353880,12241.20927734375,8037914.44375,0.001
354085,42435,0.83,8,-1211.66712886,26.61,8639,353980,12112.05,7477237.275,0.001
354185,42457,0.82,8,-1242.5669826699998,27.55,8640,354080,12121.6607421875,8376705.05625,0.001
354227,42485,0.82,8,-1250.6273487199999,27.8,8641,354120,12255.4341796875,6442744.5,0.001
354327,42530,0.81,8,-1298.3815188699998,28.49,8642,354220,11932.6373046875,10215227.525,0.001
354332,42537,0.81,8,-1328.32862256,28.49,8643,,,,
354334,42579,0.82,8,-1302.9167219800001,27.51,8644,,,,
354382,42642,0.82,8,-1326.12152141,27.88,8645,354280,12046.57197265625,8134480.4125,0.001
354417,42661,0.83,8,-1264.79097413,27.23,8646,354300,12035.32041015625,6565718.125,0.001
354422,42664,0.83,8,-1286.0904203500002,27.26,8647,354320,12136.3103515625,8608975.1875,0.001
354426,42726,0.84,8,-1252.48401066,26.3,8648,,,,
354431,42734,0.84,8,-1262.31927069,26.3,8649,,,,
354531,42797,0.83,8,-1298.20383212,27.26,8650,354420,12078.3017578125,7627901.58125,0.001
354542,42806,0.83,8,-1309.6481336900001,27.3,8651,354440,11989.2580078125,9806476.8625,0.001
354544,42873,0.83,8,-1307.1946081,27.26,8652,,,,
354644,42905,0.82,8,-1323.64376395,27.85,8653,354540,12151.28271484375,8600509.35,0.001
354650,42918,0.82,8,-1323.7109110099998,27.87,8654,,,,
354654,42936,0.82,8,-1311.5014295499998,27.81,8655,,,,
354665,42940,0.82,8,-1324.7717907199997,27.9,8656,354560,12312.45556640625,8407744.6,0.001
354765,42996,0.81,8,-1318.0499848400002,28.15,8657,354660,12518.5427734375,6268537.23125,0.001
354770,43044,0.81,8,-1315.1583993499999,27.94,8658,,,,
354870,43073,0.8,8,-1365.7513778799998,28.91,8659,354760,12180.21806640625,6047636.3125,0.001
354876,43086,0.8,8,-1373.8289790200004,28.87,8660,,,,
354882,43090,0.81,8,-1355.0659549000002,27.93,8661,354780,12265.28369140625,8687935.83125,0.001
354888,43093,0.81,8,-1355.4860663400002,27.94,8662,,,,
354898,43107,0.81,8,-1357.56405125,28.0,8663,,,,
354908,43117,0.81,8,-1356.6011863,27.98,8664,354800,12401.7119140625,8802464.4125,0.001
354914,43119,0.81,8,-1345.41201846,27.95,8665,,,,
354918,43126,0.81,8,-1353.5828897600002,27.87,8666,,,,
354948,43137,0.81,8,-1340.81126238,27.28,8667,354840,12433.8109375,5725304.11875,0.001
354954,43191,0.81,8,-1336.7921098,27.11,8668,,,,
354959,43199,0.81,8,-1348.0085819000003,27.14,8669,,,,
355059,43220,0.8,8,-1383.3121147300003,28.1,8670,354940,12190.90634765625,8737283.7875,0.001
355070,43229,0.8,8,-1395.9513807200003,28.15,8671,354960,12105.7001953125,8600492.36875,0.001
355079,43273,0.8,8,-1397.4858879,28.2,8672,,,,
355085,43321,0.81,8,-1380.9188114800002,27.26,8673,354980,12156.04228515625,7815883.8,0.001
355090,43324,0.81,8,-1378.9265677700002,27.2,8674,,,,
355093,43331,0.81,8,-1388.9717915500003,27.18,8675,,,,
355098,43333,0.81,8,-1389.5168777600002,27.19,8676,,,,
355104,43352,0.81,8,-1389.17280948,27.19,8677,355000,12212.773046875,8493792.36875,0.001
355116,43371,0.82,8,-1353.3105524400003,26.31,8678,,,,
355119,43392,0.82,8,-1352.67562396,26.26,8679,,,,
355219,43417,0.81,8,-1416.5830153299999,27.24,8680,355100,12079.25712890625,9223495.825,0.001
355222,43429,0.81,8,-1413.9772683799997,27.13,8681,355120,12147.062109375,9934779.2625,0.001
355228,43472,0.81,8,-1413.5289082299998,27.07,8682,,,,
355233,43485,0.81,8,-1412.9070750499998,27.09,8683,,,,
355237,43487,0.81,8,-1410.8678888799998,26.99,8684,,,,
355243,43580,0.81,8,-1431.4218573799997,26.98,8685,355140,12030.2109375,9419483.31875,0.001
355258,43595,0.81,8,-1432.4815906699996,27.06,8686,,,,
355358,43623,0.8,8,-1478.9364434499998,28.04,8687,355240,12165.47021484375,8798023.51875,0.001
355361,43660,0.8,8,-1487.06809525,27.99,8688,355260,12136.05400390625,7701486.65,0.001
355363,43682,0.8,8,-1486.4418812000001,27.98,8689,,,,
355368,43685,0.8,8,-1475.7197325700001,27.98,8690,,,,
355378,43689,0.8,8,-1481.8505779499997,28.01,8691,,,,
355385,43736,0.81,8,-1444.5953193999997,27.08,8692,355280,12290.9578125,7628214.8,0.001
355390,43749,0.81,8,-1444.5807140999998,27.06,8693,,,,
355394,43752,0.81,8,-1452.4963293299995,27.02,8694,,,,
355494,43780,0.8,8,-1489.8404574199997,27.82,8695,355380,12139.47646484375,7020730.9625,0.001
355594,43815,0.79,8,-1518.8894836099996,28.79,8696,355480,12202.9955078125,9624646.125,0.001
355599,43822,0.79,8,-1527.7718139599997,28.72,8697,,,,
355602,43825,0.79,8,-1535.8010096399998,28.66,8698,355500,12067.00615234375,6927189.825,0.001
355608,43833,0.8,8,-1506.7014375500003,27.72,8699,,,,
355612,43835,0.8,8,-1527.57284471,27.72,8700,,,,
355621,43914,0.8,8,-1547.9548523900003,27.74,8701,355520,11895.9201171875,8468557.56875,0.001
355626,43932,0.8,8,-1547.46066762,27.71,8702,,,,
355692,43962,0.8,8,-1562.4771308000002,28.24,8703,355580,12026.5474609375,7674240.275,0.001
355707,43967,0.8,8,-1564.46719849,28.36,8704,355600,12047.49482421875,9418686.4125,0.001
355712,44000,0.8,8,-1573.16757206,28.02,8705,,,,
355718,44017,0.8,8,-1563.9339011000004,28.04,8706,,,,
355723,44035,0.81,8,-1509.3442306800002,27.09,8707,355620,12157.489453125,7399727.725,0.001
355729,44068,0.82,8,-1487.69746785,26.15,8708,,,,
355829,44111,0.82,8,-1475.17260318,26.15,8709,355720,11969.4720703125,7502886.5375,0.001
355833,44113,0.82,8,-1475.54084442,26.16,8710,,,,
355838,44121,0.82,8,-1467.69947758,26.18,8711,,,,
355849,44206,0.83,8,-1429.46522101,25.29,8712,355740,12299.988671875,8113309.81875,0.001
355856,44224,0.83,8,-1459.7101984600001,25.32,8713,,,,
355861,44241,0.83,8,-1449.95891406,25.0,8714,355760,12158.38828125,7459858.84375,0.001
355961,44275,0.82,8,-1494.2440129100003,25.97,8715,355860,12071.7078125,8648754.8625,0.001
355963,44277,0.82,8,-1491.4264450100004,25.93,8716,,,,
355967,44284,0.83,8,-1478.7030736200002,24.97,8717,,,,
355981,44288,0.83,8,-1588.4680024400002,25.06,8718,355880,12189.37666015625,8246192.25,0.001
355991,44293,0.83,8,-1588.6902027100002,25.08,8719,,,,
355997,44296,0.83,8,-1588.81288246,25.1,8720,,,,
356097,44321,0.82,8,-1626.5458135,25.84,8721,355980,11960.31474609375,7186058.75,0.001
356112,44325,0.82,8,-1610.7043652800003,25.69,8722,356000,12209.79970703125,8798222.9875,0.001
356212,44354,0.81,8,-1651.28499029,26.64,8723,356100,12299.20966796875,6041335.7,0.001
356217,44356,0.81,8,-1641.8785037100001,26.65,8724,,,,
356223,44363,0.81,8,-1652.4684332100003,26.66,8725,356120,12297.68935546875,6729623.55,0.001
356235,44373,0.81,8,-1643.38118536,26.72,8726,,,,
356243,44376,0.81,8,-1608.51542742,26.3,8727,356140,12185.5244140625,8745818.575,0.001
356257,44396,0.81,8,-1594.6555081399995,26.32,8728,,,,
356262,44399,0.81,8,-1596.1377473399996,26.33,8729,356160,12175.09775390625,8179067.825,0.001
356266,44406,0.82,8,-1560.99061038,25.37,8730,,,,
356273,44419,0.82,8,-1573.7230476599998,25.41,8731,,,,
356276,44436,0.82,8,-1554.5057075000002,25.42,8732,,,,
356279,44438,0.82,8,-1551.0298838300002,25.33,8733,,,,
356288,44472,0.82,8,-1550.5529318799997,25.37,8734,356180,12107.73701171875,7292513.8,0.001
356388,44508,0.81,8,-1582.7863524,26.22,8735,356280,12344.7763671875,8324089.1375,0.001
356393,44510,0.82,8,-1530.3645665400002,25.27,8736,,,,
356398,44528,0.82,8,-1525.38242304,25.13,8737,,,,
356498,44565,0.82,7,-1524.0764692800003,25.13,8738,356380,12291.56376953125,6440263.0,0.001
356503,44568,0.83,7,-1479.6657963400003,24.18,8739,356400,12310.65126953125,9127713.2375,0.001
356509,44570,0.84,7,-1428.8590451300001,23.24,8740,,,,
356517,44574,0.84,7,-1407.4784369500003,22.9,8741,,,,
