time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,train/clip_range,train/loss,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/std,train/entropy_loss,train/explained_variance,train/n_updates,train/learning_rate,train/value_loss
379,12,-565.42673604,99.61,201200,530,0.2,3012.375732421875,-0.021452717021020362,0.34599998742342,0.087520346,0.9158180952072144,-7.984128665924072,0.008806169033050537,10050,0.0003,6037.6095703125
416,13,-566.0327987300001,99.61,201300,482,0.2,2956.567138671875,-0.01033119501917099,0.317999991774559,0.045711115,0.9156900644302368,-7.983386039733887,-0.01169443130493164,10055,0.0003,5919.58623046875
446,14,-565.8641020700001,99.61,201400,451,0.2,2971.68505859375,-0.020228643469454254,0.45399999618530273,0.13699603,0.9155094027519226,-7.982436180114746,0.01015627384185791,10060,0.0003,5960.2599609375
474,15,-565.82288727,99.61,201500,424,0.2,2617.71630859375,-0.004247417047736235,0.2679999887943268,0.059033286,0.9154118895530701,-7.981393337249756,-0.01699519157409668,10065,0.0003,5267.72890625
501,16,-565.4316810299999,99.61,201600,402,0.2,2718.41162109375,0.0010370849427999928,0.24199999868869781,0.016525082,0.915482223033905,-7.981119823455811,0.0008110404014587402,10070,0.0003,5434.6330078125
533,17,-565.49122683,99.61,201700,378,0.2,2721.8046875,-0.007810088499536505,0.36599999070167544,0.046303533,0.9156429767608643,-7.981918430328369,0.000316619873046875,10075,0.0003,5449.7359375
570,18,-565.34165003,99.61,201800,353,0.2,2338.969482421875,0.0017373155249515548,0.24599999636411668,0.021614298,0.915738582611084,-7.98286075592041,-0.00665128231048584,10080,0.0003,4682.52109375
610,19,-565.4277636400001,99.61,201900,330,0.2,2631.354736328125,0.019307094448595307,0.4859999895095825,0.18322591,0.9157261252403259,-7.983116149902344,-0.005892753601074219,10085,0.0003,5282.35595703125
647,20,-565.49978607,99.61,202000,311,0.2,2694.76318359375,-0.01653051780158421,0.30999999940395356,0.07575989,0.9157476425170898,-7.983002185821533,-0.0014805793762207031,10090,0.0003,5400.19443359375
696,21,-565.45343449,99.61,202100,290,0.2,2692.603515625,-0.003171534488501493,0.1419999986886978,0.015494115,0.9158632159233093,-7.983349132537842,0.003831624984741211,10095,0.0003,5389.714453125
734,22,-564.83587472,99.61,202200,275,0.2,2515.53759765625,-0.017410484827996696,0.2719999887049198,0.06020325,0.9159261584281921,-7.98413496017456,-0.02778005599975586,10100,0.0003,5061.12333984375
772,23,-564.77925197,99.61,202300,261,0.2,2314.3427734375,-0.008471532035400742,0.13599999248981476,0.025173498,0.916007399559021,-7.984515571594239,-0.011296272277832031,10105,0.0003,4637.27978515625
817,24,-564.66180806,99.61,202400,247,0.2,3039.316650390625,-0.0008292708374938229,0.10599999725818635,0.014146316,0.9160070419311523,-7.984956550598144,0.0018194317817687988,10110,0.0003,6099.8134765625
857,25,-565.12895513,99.61,202500,236,0.2,2435.895751953125,-0.014442137586047465,0.07799999825656415,0.017976949,0.9159269332885742,-7.984679126739502,0.026706695556640625,10115,0.0003,4922.63505859375
900,26,-565.46720127,99.61,202600,225,0.2,2834.313720703125,-0.012252974703733344,0.30399999395012856,0.0658121,0.9157869815826416,-7.983983135223388,0.029517769813537598,10120,0.0003,5676.480859375
943,27,-565.90209399,99.61,202700,214,0.2,3025.838623046875,-0.024295128509402276,0.39199998676776887,0.11873906,0.915713906288147,-7.983177566528321,-0.03384757041931152,10125,0.0003,6065.86279296875
987,28,-566.02261373,99.61,202800,205,0.2,2955.56787109375,-0.01121381929551717,0.2559999920427799,0.06237778,0.9155883193016052,-7.982675170898437,0.01805579662322998,10130,0.0003,5916.02109375
1028,29,-565.6898350600001,99.61,202900,197,0.2,2377.057861328125,-0.009207112189324107,0.2020000010728836,0.03538408,0.91539067029953,-7.9815997123718265,0.10484111309051514,10135,0.0003,4794.68818359375
1066,30,-565.41233691,99.61,203000,190,0.2,2407.350341796875,-0.010650193724723067,0.2899999931454659,0.062959224,0.9150599837303162,-7.979989719390869,0.0012425780296325684,10140,0.0003,4821.6939453125
1117,31,-565.4483104400001,99.61,203100,181,0.2,2796.3759765625,-0.008074748277431354,0.20399999469518662,0.014579291,0.9149564504623413,-7.97818546295166,0.012217998504638672,10145,0.0003,5597.08740234375
1164,32,-564.60842951,99.61,203200,174,0.2,2894.07275390625,-0.009079693637977471,0.22199999392032624,0.03513308,0.9149209856987,-7.9779094696044925,-0.11002683639526367,10150,0.0003,5815.48525390625
1200,33,-564.1034854000001,99.61,203300,169,0.2,2352.6748046875,-0.02158153015334392,0.31999998837709426,0.09136859,0.9147505760192871,-7.977339172363282,0.03610193729400635,10155,0.0003,4736.28662109375
1244,34,-563.8743280400001,99.61,203400,163,0.2,2424.62353515625,-0.003743901468806143,0.2839999910444021,0.033677477,0.9147149920463562,-7.97635326385498,0.003949165344238281,10160,0.0003,4858.6884765625
1278,35,-564.11689088,99.61,203500,159,0.2,2658.826416015625,0.015711376719082182,0.3339999943971634,0.054430485,0.9147364497184753,-7.976394367218018,0.03657352924346924,10165,0.0003,5328.24072265625
1310,36,-563.67471741,99.61,203600,155,0.2,2645.44189453125,-0.0015957230907588382,0.27399999275803566,0.042665735,0.9146604537963867,-7.9762725830078125,0.011285245418548584,10170,0.0003,5303.95771484375
1366,37,-563.48048495,99.61,203700,149,0.2,2766.107177734375,-0.015418995283835103,0.2439999908208847,0.046858184,0.9145478010177612,-7.97562255859375,-0.07557368278503418,10175,0.0003,5546.6857421875
1419,38,-563.4724993,99.61,203800,143,0.2,2518.677490234375,-0.018244524612964597,0.361999985575676,0.042078637,0.9142481684684753,-7.974561309814453,-0.0013141632080078125,10180,0.0003,5045.56875
1472,39,-563.56260888,99.61,203900,138,0.2,2392.050048828125,-0.014969170399126597,0.371999990940094,0.092236415,0.9140677452087402,-7.972646808624267,-0.0104752779006958,10185,0.0003,4807.77314453125
1509,40,-563.33853715,99.61,204000,135,0.2,2752.874755859375,7.927117621875368e-05,0.4059999942779541,0.02986469,0.9145545959472656,-7.9730345726013185,0.012130200862884521,10190,0.0003,5508.36953125
1553,41,-563.10850725,99.61,204100,131,0.2,2835.632568359375,0.024243371760530864,0.5119999885559082,0.24055693,0.9151005148887634,-7.976860046386719,-0.04969680309295654,10195,0.0003,5689.0048828125
1593,42,-562.72255474,99.61,204200,128,0.2,2560.02490234375,0.0018207869186880998,0.38799998760223386,0.06283104,0.9153415560722351,-7.97971544265747,-0.011376261711120605,10200,0.0003,5149.9939453125
1642,43,-562.29781229,99.61,204300,124,0.2,2666.23828125,-0.014171284079202451,0.3599999904632568,0.037641354,0.9154783487319946,-7.980873966217041,0.010140597820281982,10205,0.0003,5344.32470703125
1680,44,-562.4479891,99.61,204400,121,0.2,2562.438720703125,-0.016143773659132422,0.3839999958872795,0.10206167,0.9157330393791199,-7.981985759735108,0.006440579891204834,10210,0.0003,5132.04765625
1719,45,-562.37377409,99.61,204500,118,0.2,2894.4248046875,-0.00816627015155973,0.39599998891353605,0.08736356,0.9159148931503296,-7.9837442398071286,-0.004510164260864258,10215,0.0003,5801.4599609375
1763,46,-562.33428924,99.61,204600,115,0.2,2725.3681640625,-0.0010269271515426226,0.42999998331069944,0.06361229,0.9158996343612671,-7.984294128417969,0.0003781914710998535,10220,0.0003,5452.89365234375
1810,47,-562.57437622,99.61,204700,113,0.2,2558.1103515625,-0.01172456281274208,0.3279999986290932,0.10934442,0.9156911373138428,-7.983819961547852,-0.00835871696472168,10225,0.0003,5121.09453125
1864,48,-562.07996169,99.61,204800,109,0.2,2828.983642578125,-0.009031834810957661,0.34000000506639483,0.051897444,0.9154450297355652,-7.982239055633545,-0.005648493766784668,10230,0.0003,5668.92880859375
1911,49,-561.99711165,99.61,204900,107,0.2,2665.448486328125,-0.003969130959740141,0.235999995470047,0.05266027,0.9150118827819824,-7.980401992797852,0.019897937774658203,10235,0.0003,5339.12158203125
1955,50,-561.96002249,99.61,205000,104,0.2,2483.196044921875,0.004588457811041735,0.28599999099969864,0.042863145,0.9145833849906921,-7.977301979064942,0.01511925458908081,10240,0.0003,5003.22548828125
1999,51,-561.61266582,99.61,205100,102,0.2,2449.014404296875,-0.0007682707189815118,0.22799999080598354,0.020060828,0.9143573641777039,-7.974992561340332,0.024950683116912842,10245,0.0003,4907.144921875
2050,52,-561.0464784499999,99.61,205200,100,0.2,2719.451904296875,-0.006676108970714268,0.35799999088048934,0.058980808,0.9141606092453003,-7.973757362365722,-0.014777064323425293,10250,0.0003,5448.2701171875
2099,53,-560.98717059,99.61,205300,97,0.2,2578.44482421875,-0.01653493296344095,0.32999999523162843,0.07572206,0.9140748381614685,-7.972596836090088,0.004143476486206055,10255,0.0003,5167.671484375
2140,54,-560.6390799,99.61,205400,95,0.2,2574.9921875,-0.02109249728910072,0.38999997563660144,0.10482466,0.9141036868095398,-7.972412204742431,-0.012987136840820312,10260,0.0003,5154.244140625
2188,55,-560.49582957,99.61,205500,93,0.2,2363.56689453125,-0.014083877093798946,0.2559999920427799,0.039350145,0.9141570329666138,-7.9726457595825195,-0.034749388694763184,10265,0.0003,4742.43427734375
2242,56,-560.46730673,99.61,205600,91,0.2,2351.92431640625,-0.011000780059112003,0.17199999392032622,0.033590615,0.9141836166381836,-7.9729564666748045,0.02036231756210327,10270,0.0003,4709.900390625
2288,57,-560.54065896,99.61,205700,89,0.2,2879.315673828125,-0.01402930798358284,0.2720000006258488,0.0593859,0.914209246635437,-7.973125743865967,-0.04245448112487793,10275,0.0003,5781.60380859375
2336,58,-560.12487633,99.61,205800,88,0.2,2481.935546875,-0.00812066336729913,0.2059999980032444,0.011903005,0.9141340255737305,-7.973054027557373,0.00048035383224487305,10280,0.0003,4969.78603515625
2381,59,-559.44080093,99.61,205900,86,0.2,2577.69580078125,-0.014526130072772503,0.3279999911785126,0.025622822,0.9141321182250977,-7.972598743438721,-0.004470944404602051,10285,0.0003,5157.3279296875
2428,60,-561.66930282,100.0,206000,84,0.2,2624.69921875,-0.010794100537896156,0.38599999248981476,0.082321696,0.9141596555709839,-7.972718906402588,-0.0112076997756958,10290,0.0003,5260.94716796875
2471,61,-561.4640876199999,100.0,206100,83,0.2,2488.823974609375,-0.0033851524254714604,0.4339999854564667,0.12006382,0.9142343997955322,-7.972980403900147,0.012393057346343994,10295,0.0003,4981.47998046875
2511,62,-561.1389542899999,100.0,206200,82,0.2,2498.79443359375,-0.013413609579220064,0.46799999475479126,0.03732312,0.9142786860466003,-7.973444557189941,0.00810253620147705,10300,0.0003,5005.7984375
2549,63,-560.97277547,100.0,206300,80,0.2,2390.16064453125,-0.0024421952786269686,0.4139999896287918,0.08586498,0.9143222570419312,-7.973730564117432,0.004756331443786621,10305,0.0003,4816.04521484375
2597,64,-561.4164345500001,100.0,206400,79,0.2,2533.376953125,-0.012702920586161782,0.30199999511241915,0.06946806,0.9143301844596863,-7.973961639404297,-0.0015401840209960938,10310,0.0003,5063.7611328125
2643,65,-561.9437251400001,100.0,206500,78,0.2,2626.442626953125,-0.011883767142717262,0.2539999961853027,0.050931595,0.9142757654190063,-7.973815441131592,0.04471820592880249,10315,0.0003,5270.0869140625
2688,66,-562.27581637,100.0,206600,76,0.2,2666.15771484375,-0.015907478235749294,0.4059999883174896,0.06479605,0.9143174886703491,-7.97366247177124,0.023112773895263672,10320,0.0003,5342.25537109375
