time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,train/clip_range,train/loss,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/std,train/entropy_loss,train/explained_variance,train/n_updates,train/learning_rate,train/value_loss
6155,237,-553.6791331200001,100.0,223700,36,0.2,2337.9873046875,-0.002970677709527081,0.3479999929666519,0.08053491,0.9100369215011597,-7.945708274841309,-0.0739889144897461,11175,0.0003,4688.9591796875
6171,238,-553.25656788,100.0,223800,36,0.2,2154.6669921875,-0.006955397069452829,0.43999998569488524,0.14827718,0.9099718928337097,-7.945136451721192,-0.11617064476013184,11180,0.0003,4343.71279296875
6184,239,-552.81599956,100.0,223900,36,0.2,1966.205078125,-0.01249654545681551,0.5099999964237213,0.18133537,0.9098917841911316,-7.944679927825928,0.013289272785186768,11185,0.0003,3937.742138671875
6202,240,-552.88277207,100.0,224000,36,0.2,2007.173095703125,-0.015707843404379675,0.2879999913275242,0.09524814,0.9098030924797058,-7.9441022872924805,0.09680986404418945,11190,0.0003,4032.621630859375
6218,241,-552.79494982,100.0,224100,36,0.2,2256.3701171875,-0.012407609835645417,0.42399999797344207,0.28141364,0.9097193479537964,-7.943515396118164,-0.044802069664001465,11195,0.0003,4525.5501953125
6242,242,-552.9153570200001,100.0,224200,35,0.2,2188.41845703125,-0.013088017507834592,0.3699999928474426,0.097455345,0.9096347689628601,-7.9429473876953125,0.0038473010063171387,11200,0.0003,4380.32255859375
6263,243,-553.04360411,100.0,224300,35,0.2,2221.896484375,-0.01709033986844588,0.29399999529123305,0.050221976,0.9096199870109558,-7.942562770843506,-0.0885312557220459,11205,0.0003,4461.3837890625
6284,244,-552.76854169,100.0,224400,35,0.2,2024.162109375,-0.017722170738852582,0.4159999921917915,0.22016422,0.9096649885177612,-7.942671394348144,0.0466846227645874,11210,0.0003,4059.04677734375
6312,245,-552.19357109,100.0,224500,35,0.2,2156.834716796875,-0.010689205974267679,0.3079999938607216,0.08192246,0.9096918106079102,-7.942945575714111,-0.157129168510437,11215,0.0003,4330.0701171875
6335,246,-552.07681665,100.0,224600,35,0.2,1954.4879150390625,-0.01763379760668613,0.42399999499320984,0.18025817,0.9097134470939636,-7.9431194305419925,0.03409004211425781,11220,0.0003,3951.587890625
6358,247,-552.16753389,100.0,224700,35,0.2,2036.1552734375,-0.01873622369785153,0.32999999821186066,0.09392921,0.9097028970718384,-7.943208312988281,0.01971358060836792,11225,0.0003,4076.801025390625
6372,248,-552.0639106699999,100.0,224800,35,0.2,2127.08154296875,-0.010553821858002266,0.3259999930858612,0.1067642,0.9096371531486511,-7.942988586425781,-0.0881267786026001,11230,0.0003,4271.19892578125
6393,249,-551.77457354,100.0,224900,35,0.2,1978.12890625,-0.01981130771309836,0.32799999676644803,0.082436964,0.9095927476882935,-7.942596054077148,0.07083141803741455,11235,0.0003,3972.41376953125
6412,250,-551.85869744,100.0,225000,35,0.2,2176.682373046875,-0.01606308304508275,0.2799999870359898,0.07907922,0.9095745086669922,-7.94238052368164,-0.048703789710998535,11240,0.0003,4373.48623046875
6439,251,-551.7910194599999,100.0,225100,34,0.2,2068.856689453125,-0.015338011026324238,0.3719999887049198,0.13485207,0.9096482992172241,-7.942484378814697,0.09279513359069824,11245,0.0003,4152.3333984375
6459,252,-551.94927222,100.0,225200,34,0.2,2363.9228515625,-0.01499693682853831,0.31799998246133326,0.10592949,0.9097150564193726,-7.942977809906006,-0.17453479766845703,11250,0.0003,4746.1162109375
6484,253,-552.08389475,100.0,225300,34,0.2,1976.494384765625,-0.018329977467510618,0.4279999792575836,0.13145079,0.9097735285758972,-7.943391132354736,0.1620347499847412,11255,0.0003,3969.08310546875
6498,254,-552.32660342,100.0,225400,34,0.2,2371.435791015625,-0.019476014882275194,0.45599999129772184,0.17076278,0.9097747802734375,-7.943622493743897,0.011367738246917725,11260,0.0003,4767.8310546875
6521,255,-552.3207020599999,100.0,225500,34,0.2,2476.4326171875,-0.013179051018960308,0.3539999932050705,0.09059715,0.9097802042961121,-7.943622779846192,-0.22801446914672852,11265,0.0003,4947.17021484375
6547,256,-552.21519135,100.0,225600,34,0.2,1990.288818359375,-0.013529715068580117,0.367999991774559,0.1445539,0.9097630381584167,-7.9435959815979,0.07627761363983154,11270,0.0003,4006.8001953125
6574,257,-552.54266084,100.0,225700,34,0.2,2185.068603515625,-0.016040223793970652,0.28799998834729196,0.09881589,0.9097382426261902,-7.943458175659179,0.06015259027481079,11275,0.0003,4388.12568359375
6595,258,-552.5184577900001,100.0,225800,34,0.2,2371.904052734375,-0.01250748799793655,0.37000000178813935,0.11342956,0.9096970558166504,-7.943264198303223,-0.14963304996490479,11280,0.0003,4765.0333984375
6612,259,-552.56967106,100.0,225900,34,0.2,2083.05517578125,-0.019698118358860484,0.471999990940094,0.17115231,0.9096469879150391,-7.9429596900939945,0.018200218677520752,11285,0.0003,4181.96298828125
6638,260,-552.3386914000001,100.0,226000,34,0.2,2146.330078125,-0.016393474176584277,0.2559999912977219,0.074412055,0.9095908999443054,-7.94262580871582,-0.013747692108154297,11290,0.0003,4300.99775390625
6655,261,-552.19512488,100.0,226100,33,0.2,2105.10986328125,-0.00636067568884755,0.36599999368190766,0.09548951,0.9095584750175476,-7.942287731170654,-0.022607922554016113,11295,0.0003,4218.49794921875
6674,262,-552.2877272700001,100.0,226200,33,0.2,2054.772216796875,-0.014360421666060575,0.5219999849796295,0.29946056,0.9095315337181091,-7.9421067237854,0.10247147083282471,11300,0.0003,4127.6740234375
6691,263,-552.6037782800001,100.0,226300,33,0.2,2347.2890625,-0.009632046490878565,0.3159999936819077,0.08746414,0.909493625164032,-7.941883754730225,-0.0896308422088623,11305,0.0003,4701.2083984375
6708,264,-553.0346041600001,100.0,226400,33,0.2,2161.472900390625,-0.006796989817212306,0.3799999862909317,0.13963471,0.9094676971435547,-7.941663455963135,0.06652647256851196,11310,0.0003,4342.274609375
6724,265,-553.2397004100001,100.0,226500,33,0.2,2343.680908203125,-0.0202544854284497,0.4559999883174896,0.14080538,0.9094383120536804,-7.94147138595581,0.0110512375831604,11315,0.0003,4707.40458984375
6745,266,-553.20123493,100.0,226600,33,0.2,2398.60693359375,-0.0010952348820865154,0.5859999895095825,0.40002403,0.9094542264938354,-7.9414135932922365,0.0027385950088500977,11320,0.0003,4806.013671875
6783,267,-553.3154032200001,100.0,226700,33,0.2,2483.571044921875,-0.019925462588435038,0.32199998684227465,0.086347215,0.9094647765159607,-7.941459846496582,-0.30786168575286865,11325,0.0003,4998.56376953125
6806,268,-553.0465244000001,100.0,226800,33,0.2,1958.541748046875,-0.01285857475550074,0.3679999813437462,0.112951905,0.9094929695129395,-7.941572666168213,0.027085065841674805,11330,0.0003,3933.08564453125
6837,269,-552.72760594,100.0,226900,33,0.2,2038.415771484375,-0.007839765837434242,0.20599999129772187,0.04495987,0.9095098376274109,-7.9417195320129395,-0.007472038269042969,11335,0.0003,4087.9724609375
6854,270,-552.4603636100001,100.0,227000,33,0.2,2081.3095703125,-0.017965277448274718,0.44399999380111693,0.17790899,0.9094686508178711,-7.941688156127929,0.07506251335144043,11340,0.0003,4177.264453125
6874,271,-552.22912271,100.0,227100,33,0.2,2192.879638671875,-0.015639413684766623,0.4059999942779541,0.14753756,0.9094511270523071,-7.941436386108398,0.036538779735565186,11345,0.0003,4416.001953125
6893,272,-552.4025799200001,100.0,227200,32,0.2,2338.014892578125,-0.007916342112230268,0.2359999880194664,0.05200422,0.9094301462173462,-7.941323471069336,-0.025370240211486816,11350,0.0003,4687.535546875
6921,273,-552.5841748500001,100.0,227300,32,0.2,2286.89697265625,-0.017239245906603175,0.33199999034404754,0.08581085,0.90940922498703,-7.941156578063965,-0.08571135997772217,11355,0.0003,4590.04013671875
6939,274,-552.411694,100.0,227400,32,0.2,2134.08837890625,-0.015001942054368556,0.2780000001192093,0.06590638,0.9094109535217285,-7.9410905838012695,0.09233605861663818,11360,0.0003,4278.15107421875
6963,275,-552.34683949,100.0,227500,32,0.2,2320.45849609375,-0.009747720856103115,0.31799999065697193,0.13560168,0.9093910455703735,-7.9410711288452145,0.06415843963623047,11365,0.0003,4674.745703125
6986,276,-552.7234897,100.0,227600,32,0.2,2499.631591796875,-0.007485448284933227,0.5779999852180481,0.27486783,0.9093685150146484,-7.940921497344971,-0.04667019844055176,11370,0.0003,5010.919921875
7008,277,-552.89151305,100.0,227700,32,0.2,2368.1064453125,-0.014769816994703432,0.39999998807907106,0.058693476,0.9092893600463867,-7.940617465972901,-0.040163397789001465,11375,0.0003,4751.25263671875
7033,278,-552.67059814,100.0,227800,32,0.2,2327.50439453125,-0.01462667044979753,0.37799999564886094,0.14745021,0.9092212915420532,-7.940102195739746,-0.28446412086486816,11380,0.0003,4692.92275390625
7066,279,-552.52424161,100.0,227900,32,0.2,1813.0191650390625,-0.009502752337721177,0.4459999918937683,0.26019323,0.9091557860374451,-7.939677333831787,0.18245452642440796,11385,0.0003,3626.412744140625
7088,280,-552.26199605,100.0,228000,32,0.2,2256.230712890625,-0.01796132047456922,0.5439999878406525,0.2527585,0.9091708064079285,-7.939436912536621,-0.05463063716888428,11390,0.0003,4530.445703125
7120,281,-552.49322056,100.0,228100,32,0.2,2102.925537109375,-0.0014892968465574086,0.5279999792575836,0.20530438,0.9092148542404175,-7.939659976959229,0.11375409364700317,11395,0.0003,4218.5462890625
7150,282,-552.16671476,100.0,228200,31,0.2,2379.751953125,-0.005243401344887389,0.19399999231100082,0.04486767,0.9092000722885132,-7.939841651916504,-0.1482483148574829,11400,0.0003,4777.35849609375
7175,283,-552.38578568,100.0,228300,31,0.2,2160.01220703125,-0.013317194231058238,0.3859999880194664,0.11305248,0.9091591835021973,-7.939629459381104,0.01276940107345581,11405,0.0003,4330.83427734375
7203,284,-552.2033233499999,100.0,228400,31,0.2,2205.16796875,-0.01582062765955925,0.3659999966621399,0.087129764,0.9091839790344238,-7.939509677886963,-0.05787861347198486,11410,0.0003,4423.2115234375
7227,285,-552.1721177899999,100.0,228500,31,0.2,2149.42041015625,-0.011092078037472674,0.43399999514222143,0.16078499,0.9092158079147339,-7.939756393432617,-0.0776968002319336,11415,0.0003,4322.593359375
7246,286,-552.29156059,100.0,228600,31,0.2,2009.1923828125,-0.004649169225012883,0.11799999736249447,0.032734994,0.9091798067092896,-7.9398314476013185,0.11904340982437134,11420,0.0003,4017.8740234375
7273,287,-552.1290201699999,100.0,228700,31,0.2,2258.660888671875,-0.004221315283211879,0.5799999892711639,0.23581107,0.9091323614120483,-7.939499950408935,-0.08097076416015625,11425,0.0003,4538.16884765625
7294,288,-552.5962773999998,100.0,228800,31,0.2,2143.76416015625,-0.021914474680670537,0.4539999902248383,0.15909512,0.9091356992721558,-7.939320087432861,0.09076040983200073,11430,0.0003,4296.294140625
7317,289,-553.0591252399998,100.0,228900,31,0.2,2363.657470703125,-0.0191237154751434,0.38799999058246615,0.13202836,0.9091596603393555,-7.93942403793335,-0.06339693069458008,11435,0.0003,4737.67861328125
7337,290,-553.4911627099999,100.0,229000,31,0.2,2279.551513671875,-0.01438583651179215,0.5119999825954438,0.2467315,0.9092151522636414,-7.9396062850952145,-0.03676187992095947,11440,0.0003,4567.00087890625
7353,291,-553.48364582,100.0,229100,31,0.2,2249.1181640625,-0.022331960767041893,0.2859999924898148,0.06602815,0.9093179106712341,-7.940136528015136,-0.1175912618637085,11445,0.0003,4534.02197265625
7373,292,-553.34431407,100.0,229200,31,0.2,2094.185546875,-0.007578605074377265,0.44800000116229055,0.25238928,0.909256637096405,-7.940446567535401,-0.0016396045684814453,11450,0.0003,4185.27744140625
7389,293,-552.75701649,100.0,229300,31,0.2,2074.714599609375,-0.010158564449011465,0.21599999070167542,0.067798674,0.9092056155204773,-7.93998498916626,0.008480250835418701,11455,0.0003,4171.39775390625
7404,294,-552.8293204299999,100.0,229400,30,0.2,2088.082275390625,-0.01577743564546381,0.4879999816417694,0.2295901,0.9090725779533386,-7.93950662612915,0.0618823766708374,11460,0.0003,4188.265625
7417,295,-552.65457525,100.0,229500,30,0.2,2199.522705078125,-0.006195377137555624,0.33599998354911803,0.07942044,0.9089295268058777,-7.938547801971436,-0.018141746520996094,11465,0.0003,4433.73515625
7435,296,-552.1876736099999,100.0,229600,30,0.2,2197.49267578125,-0.015936484500707594,0.513999980688095,0.28271434,0.9088279008865356,-7.93771390914917,-0.011929988861083984,11470,0.0003,4396.184765625
7451,297,-552.1288320399999,100.0,229700,30,0.2,2157.164306640625,-0.006632753148733172,0.396000000834465,0.15152603,0.908737063407898,-7.937097072601318,-0.04477500915527344,11475,0.0003,4336.1833984375
7474,298,-551.78827733,100.0,229800,30,0.2,2072.684814453125,-0.012008933320635152,0.3699999988079071,0.097275704,0.9085965156555176,-7.936390113830567,-0.005156159400939941,11480,0.0003,4157.78330078125
7488,299,-551.6646323499999,100.0,229900,30,0.2,2084.554443359375,-0.01738397984299809,0.4119999915361404,0.1799346,0.908488929271698,-7.935508155822754,0.09811580181121826,11485,0.0003,4181.15634765625
7507,300,-551.71901831,100.0,230000,30,0.2,2324.549560546875,-0.015242150865378789,0.48399998247623444,0.2370489,0.90839022397995,-7.93482551574707,-0.13076353073120117,11490,0.0003,4666.72900390625
7532,301,-551.9739135000001,100.0,230100,30,0.2,2141.85791015625,-0.01546851102320943,0.3899999901652336,0.119399585,0.9082947969436646,-7.934185409545899,-0.004446268081665039,11495,0.0003,4306.2060546875
7552,302,-552.0182960000001,100.0,230200,30,0.2,2148.505859375,-0.018886664822639433,0.4879999965429306,0.22373474,0.9082034826278687,-7.933549880981445,-0.0861583948135376,11500,0.0003,4304.03154296875
7566,303,-552.17195469,100.0,230300,30,0.2,2008.7266845703125,-0.020877089590067045,0.5219999969005584,0.24402417,0.9081705808639526,-7.933098888397216,0.09346473217010498,11505,0.0003,4031.04697265625
7577,304,-552.17251486,100.0,230400,30,0.2,2259.319091796875,-0.0014817609684541822,0.20399999618530273,0.041946374,0.9080588817596436,-7.932746505737304,-0.11217892169952393,11510,0.0003,4532.44638671875
7593,305,-552.08875803,100.0,230500,30,0.2,2029.552978515625,-0.011207810461564804,0.3299999967217445,0.09867504,0.9079305529594421,-7.931865406036377,0.05666458606719971,11515,0.0003,4070.06806640625
7610,306,-552.10441199,100.0,230600,30,0.2,2193.129150390625,-0.0050855149216658905,0.30999998822808267,0.07077564,0.9078347086906433,-7.931151294708252,0.03120136260986328,11520,0.0003,4396.962109375
7621,307,-552.13301101,100.0,230700,30,0.2,2265.1630859375,-0.02240095251800085,0.475999990105629,0.22158618,0.9077342748641968,-7.930477237701416,-0.016771554946899414,11525,0.0003,4542.6662109375
7633,308,-552.21668012,100.0,230800,30,0.2,2229.241455078125,-0.010743770435510669,0.43599999845027926,0.16361949,0.9076399803161621,-7.929857349395752,0.030409514904022217,11530,0.0003,4484.4599609375
7648,309,-552.3759542500001,100.0,230900,30,0.2,2325.7021484375,-0.023959451376867946,0.4599999785423279,0.17210995,0.907598614692688,-7.92936954498291,0.04399150609970093,11535,0.0003,4658.88857421875
7666,310,-552.37010487,100.0,231000,30,0.2,2418.6513671875,-0.011424239493499045,0.35599999986588954,0.11278287,0.9075939059257507,-7.92923059463501,-0.14844238758087158,11540,0.0003,4857.45537109375
7685,311,-552.2423912200001,100.0,231100,30,0.2,2126.47509765625,-0.014960676990449428,0.463999992609024,0.16902664,0.9075652956962585,-7.929128265380859,0.061169207096099854,11545,0.0003,4263.00361328125
7699,312,-551.92637362,100.0,231200,30,0.2,2271.878662109375,-0.016109523922204973,0.3640000015497208,0.07493482,0.9075756072998047,-7.9290358543396,-0.12402999401092529,11550,0.0003,4555.815234375
7717,313,-552.1880804000001,100.0,231300,29,0.2,2071.097412109375,-0.01630136112871696,0.3379999965429306,0.0931229,0.9075583219528198,-7.929045391082764,0.061045825481414795,11555,0.0003,4159.66748046875
7730,314,-551.90659143,100.0,231400,29,0.2,2192.338623046875,-0.017703581899695564,0.4799999833106995,0.21064788,0.9075588583946228,-7.928976821899414,-0.07016170024871826,11560,0.0003,4393.79921875
7749,315,-552.11817951,100.0,231500,29,0.2,2076.505126953125,-0.0012694749646470882,0.3559999942779541,0.111563206,0.9075649976730347,-7.929028797149658,0.12157875299453735,11565,0.0003,4172.88017578125
7767,316,-551.81147315,100.0,231600,29,0.2,2402.14208984375,-0.014246525183261837,0.3999999910593033,0.14818709,0.9075068235397339,-7.928928184509277,-0.24297106266021729,11570,0.0003,4814.7658203125
7780,317,-551.8189002199999,100.0,231700,29,0.2,1939.142578125,-0.011508892502752133,0.2619999945163727,0.046780407,0.9074851274490356,-7.928571510314941,0.1495172381401062,11575,0.0003,3890.275341796875
7795,318,-552.27038292,100.0,231800,29,0.2,2289.534912109375,-0.007298440068916534,0.49399999976158143,0.17733055,0.9074901938438416,-7.928530502319336,0.02038818597793579,11580,0.0003,4590.9646484375
7809,319,-552.15210831,100.0,231900,29,0.2,2312.009033203125,-0.011058200178376864,0.5019999742507935,0.2839035,0.9075059294700623,-7.928589916229248,-0.04915046691894531,11585,0.0003,4638.88134765625
7823,320,-551.90534885,100.0,232000,29,0.2,2179.059814453125,-0.014778315871808445,0.4019999846816063,0.115781136,0.9074789881706238,-7.928584194183349,0.010268807411193848,11590,0.0003,4373.09765625
7837,321,-551.7814198000001,100.0,232100,29,0.2,2196.24609375,-0.008004357058234745,0.5059999942779541,0.16580945,0.9074702262878418,-7.92844181060791,0.029913246631622314,11595,0.0003,4416.231640625
7854,322,-552.1942281900001,100.0,232200,29,0.2,2358.246826171875,-0.023900136977317743,0.44199998378753663,0.1650222,0.9074677228927612,-7.928386783599853,-0.05709719657897949,11600,0.0003,4723.83359375
7869,323,-552.4629955099999,100.0,232300,29,0.2,2233.74365234375,-0.013764128647744655,0.4019999921321869,0.12751369,0.9074583053588867,-7.928349399566651,-0.05881166458129883,11605,0.0003,4477.330078125
7883,324,-552.4760453600001,100.0,232400,29,0.2,2128.044189453125,-0.016854376524497637,0.39799998998641967,0.1870875,0.9073948860168457,-7.928138065338135,-0.013976812362670898,11610,0.0003,4268.27822265625
7907,325,-552.10216759,100.0,232500,29,0.2,2110.26318359375,-0.015753995985141954,0.30000000149011613,0.11716873,0.9073543548583984,-7.927767276763916,-0.07660210132598877,11615,0.0003,4248.81943359375
7923,326,-552.24077926,100.0,232600,29,0.2,1979.6651611328125,-0.007165003119735047,0.5459999799728393,0.32264376,0.9073383212089539,-7.927590560913086,0.0865638256072998,11620,0.0003,3967.879052734375
7944,327,-552.66507312,100.0,232700,29,0.2,2184.625732421875,-0.021080675139819503,0.5279999911785126,0.36618254,0.9073719382286072,-7.927577686309815,0.059825241565704346,11625,0.0003,4386.862890625
7958,328,-552.79276743,100.0,232800,29,0.2,2355.353271484375,-0.004505410013916844,0.44199998378753663,0.14378946,0.9073562622070312,-7.927770137786865,-0.10068285465240479,11630,0.0003,4717.2900390625
7976,329,-552.90276341,100.0,232900,29,0.2,2184.12109375,-0.010739600777742452,0.4359999865293503,0.16333099,0.9073395729064941,-7.927606296539307,0.016610562801361084,11635,0.0003,4385.1416015625
7993,330,-553.1425005799999,100.0,233000,29,0.2,2204.84375,-0.01813639932843216,0.463999992609024,0.14203554,0.9073529243469238,-7.927573585510254,0.07575702667236328,11640,0.0003,4418.76474609375
8014,331,-553.2420356,100.0,233100,29,0.2,2419.4130859375,-0.008475154599000233,0.5439999759197235,0.25702924,0.9074081182479858,-7.92778377532959,-0.10284316539764404,11645,0.0003,4852.5232421875
8038,332,-553.43959505,100.0,233200,29,0.2,2228.81201171875,-0.022428347065579148,0.43999998569488524,0.17023572,0.9074866771697998,-7.928199291229248,0.019574224948883057,11650,0.0003,4464.9279296875
8054,333,-553.87009811,100.0,233300,28,0.2,2283.060546875,-0.005367955392284784,0.4779999881982803,0.3496929,0.9074548482894897,-7.928482437133789,0.055269837379455566,11655,0.0003,4574.40693359375
8072,334,-554.07726545,100.0,233400,28,0.2,2406.779296875,-0.012692504562437534,0.4239999920129776,0.18374084,0.9074113368988037,-7.92819128036499,-0.05158078670501709,11660,0.0003,4836.76982421875
8094,335,-554.33292147,100.0,233500,28,0.2,2302.116455078125,-0.013336642026899881,0.5619999825954437,0.22138736,0.9073538780212402,-7.927843475341797,0.06789052486419678,11665,0.0003,4611.64130859375
8121,336,-554.4003256899999,100.0,233600,28,0.2,2441.92626953125,-0.003517268404175411,0.543999993801117,0.54044515,0.9074474573135376,-7.927806377410889,0.017900943756103516,11670,0.0003,4891.33564453125
8152,337,-554.6115670599999,100.0,233700,28,0.2,2523.656982421875,-0.015022573844180442,0.46999999284744265,0.25700432,0.9075095653533936,-7.928437232971191,-0.19198822975158691,11675,0.0003,5054.68818359375
8174,338,-555.0850112699999,100.0,233800,28,0.2,2173.7763671875,-0.022858779579837573,0.4879999876022339,0.23098305,0.9075251817703247,-7.928708934783936,0.015313863754272461,11680,0.0003,4360.89326171875
8217,339,-555.6377214199999,100.0,233900,28,0.2,2141.886474609375,-0.014420808217982995,0.4999999821186066,0.25831532,0.9075090885162354,-7.928699398040772,0.0921974778175354,11685,0.0003,4298.2123046875
8252,340,-555.19942376,100.0,234000,28,0.2,2468.498779296875,-0.009762460210185963,0.26199999302625654,0.051792614,0.9074984788894653,-7.92862548828125,-0.3328402042388916,11690,0.0003,4966.87451171875
8283,341,-555.41857716,100.0,234100,28,0.2,2159.047119140625,-0.006857973946171114,0.3839999958872795,0.08821163,0.9074799418449402,-7.928498935699463,0.012234032154083252,11695,0.0003,4358.9689453125
8319,342,-555.7678029,100.0,234200,28,0.2,2055.0537109375,-0.008191252520191483,0.4979999899864197,0.16639881,0.9074573516845703,-7.928386211395264,0.20916438102722168,11700,0.0003,4118.75517578125
8349,343,-556.21557464,100.0,234300,28,0.2,2651.383544921875,-0.021186131298554754,0.36799998879432677,0.19082601,0.9074133634567261,-7.928163242340088,-0.12059414386749268,11705,0.0003,5315.27939453125
8374,344,-556.2488418,100.0,234400,27,0.2,2248.585693359375,-0.016074581012162525,0.46999998986721037,0.26290804,0.907364547252655,-7.927865028381348,-0.08935070037841797,11710,0.0003,4514.58818359375
8408,345,-556.6802273699999,100.0,234500,27,0.2,2068.5546875,-0.013442866630794015,0.4499999821186066,0.14826263,0.9073588848114014,-7.927666187286377,0.07756048440933228,11715,0.0003,4145.87294921875
8432,346,-556.6853776,100.0,234600,27,0.2,2310.739990234375,-0.015800692066477495,0.39800000190734863,0.13498288,0.907359778881073,-7.927634429931641,-0.0190352201461792,11720,0.0003,4640.83544921875
8454,347,-556.9804861299999,100.0,234700,27,0.2,2270.76708984375,-0.012227312005779822,0.46399998664855957,0.10512022,0.9073464274406433,-7.927615356445313,0.11383479833602905,11725,0.0003,4551.999609375
8475,348,-557.45949302,100.0,234800,27,0.2,2588.81103515625,-0.00912939585832646,0.6299999713897705,0.49829787,0.9073461294174194,-7.927576923370362,-0.03534877300262451,11730,0.0003,5205.3796875
8492,349,-557.66571625,100.0,234900,27,0.2,2673.5234375,-0.02018165928129747,0.3979999929666519,0.13588615,0.9073837995529175,-7.927679920196534,-0.26988768577575684,11735,0.0003,5399.5357421875
8508,350,-557.82684728,100.0,235000,27,0.2,2196.621337890625,-0.011610871851735283,0.42799999117851256,0.1276265,0.9073694944381714,-7.927812480926514,0.10268545150756836,11740,0.0003,4429.096875
8525,351,-557.61361957,100.0,235100,27,0.2,2500.382080078125,-0.014951455437403638,0.43199999183416365,0.2349499,0.90731281042099,-7.9275712966918945,-0.15292227268218994,11745,0.0003,5015.15625
8561,352,-557.88973516,100.0,235200,27,0.2,2195.095703125,-0.015116659105115105,0.3779999941587448,0.13307858,0.9072561264038086,-7.927191352844238,0.046452999114990234,11750,0.0003,4425.64228515625
8603,353,-557.9602747499999,100.0,235300,27,0.2,2368.399169921875,-0.0014990968265919946,0.21200000010430814,0.044398375,0.9072016477584839,-7.926818370819092,-0.26391398906707764,11755,0.0003,4776.59248046875
8630,354,-557.79445365,100.0,235400,27,0.2,1919.6846923828125,0.002852418184193084,0.41799999177455904,0.08925249,0.9072041511535645,-7.926585865020752,0.08594578504562378,11760,0.0003,3837.832275390625
8653,355,-558.0810089400001,100.0,235500,27,0.2,2062.276611328125,-0.013054946519332589,0.4479999840259552,0.1867369,0.9071768522262573,-7.926578426361084,0.16576498746871948,11765,0.0003,4146.93017578125
8675,356,-558.23196177,100.0,235600,27,0.2,2497.1591796875,-0.015189670480322093,0.4339999884366989,0.15997908,0.9071497917175293,-7.926374053955078,-0.0494074821472168,11770,0.0003,5017.79580078125
8699,357,-558.36136441,100.0,235700,27,0.2,2447.514404296875,-0.005714074472052744,0.529999989271164,0.27401152,0.9071221351623535,-7.926171493530274,-0.1219397783279419,11775,0.0003,4901.26953125
8726,358,-558.4112197,100.0,235800,27,0.2,2238.9970703125,-0.01787690669298172,0.39999998807907106,0.2146653,0.9069786071777344,-7.925873184204102,-0.06854832172393799,11780,0.0003,4487.0056640625
8752,359,-558.7321473,100.0,235900,26,0.2,2133.14013671875,-0.010754551824356895,0.4539999932050705,0.21530072,0.9067672491073608,-7.924592018127441,0.06198525428771973,11785,0.0003,4279.51162109375
8771,360,-558.6812809300001,100.0,236000,26,0.2,2330.62109375,-0.011836674053483875,0.29599999338388444,0.08771416,0.9065796136856079,-7.923277282714844,-0.22974908351898193,11790,0.0003,4696.6234375
8794,361,-559.26898966,100.0,236100,26,0.2,2022.3878173828125,-0.01744859862374142,0.4299999952316284,0.14772554,0.9064895510673523,-7.922282981872558,0.1964523196220398,11795,0.0003,4057.30419921875
8818,362,-559.5469957399999,100.0,236200,26,0.2,2589.87939453125,-0.01335273412623792,0.45199998617172243,0.17176794,0.9064645767211914,-7.921884155273437,-0.09908640384674072,11800,0.0003,5193.5826171875
8846,363,-559.5167225199999,100.0,236300,26,0.2,2418.18994140625,-0.018412834286573344,0.5779999911785125,0.32709107,0.9064431190490723,-7.921718597412109,-0.045014381408691406,11805,0.0003,4851.9099609375
8870,364,-559.8244575199999,100.0,236400,26,0.2,2343.185546875,-0.005278505589831184,0.46199997663497927,0.13885814,0.906444787979126,-7.921645164489746,0.12591278553009033,11810,0.0003,4690.24873046875
8894,365,-559.76955364,100.0,236500,26,0.2,2666.303466796875,-0.017809334367484553,0.4539999902248383,0.11618673,0.9064493179321289,-7.921654129028321,-0.15462994575500488,11815,0.0003,5344.98583984375
8920,366,-559.88420085,100.0,236600,26,0.2,2263.299072265625,-0.01643421606713673,0.3480000004172325,0.122000374,0.9064725637435913,-7.921709156036377,0.0823206901550293,11820,0.0003,4561.99462890625
8952,367,-559.75756541,100.0,236700,26,0.2,2476.64111328125,-0.0051670797693077475,0.1899999961256981,0.055672806,0.9065806269645691,-7.922011852264404,-0.06921017169952393,11825,0.0003,4964.9705078125
8975,368,-560.1607195,100.0,236800,26,0.2,2302.264404296875,-0.009839379646291491,0.41399999856948855,0.14626837,0.9067087173461914,-7.922847080230713,0.02799510955810547,11830,0.0003,4616.38828125
8999,369,-560.33799574,100.0,236900,26,0.2,2328.387939453125,-0.0012193288588605356,0.3579999953508377,0.08669279,0.906711220741272,-7.923419380187989,-0.1486119031906128,11835,0.0003,4681.93056640625
9023,370,-560.80847818,100.0,237000,26,0.2,2093.71923828125,-0.019231297075748444,0.4879999876022339,0.23460081,0.9066736698150635,-7.923222923278809,0.13635921478271484,11840,0.0003,4200.04521484375
9042,371,-560.80767136,100.0,237100,26,0.2,2465.822998046875,-0.012247229523927672,0.27799999713897705,0.07248487,0.9065942764282227,-7.922865676879883,-0.21652352809906006,11845,0.0003,4945.7888671875
9073,372,-561.13465317,100.0,237200,26,0.2,2091.764892578125,-0.01059378677236964,0.30599999576807024,0.10275341,0.9064668416976929,-7.9222412109375,0.19738727807998657,11850,0.0003,4198.47216796875
