train/actor_loss,train/n_updates,time/fps,rollout/success rate,rollout/ep_rew_mean,rollout/ep_len_mean,train/learning_rate,time/time_elapsed,time/total timesteps,time/episodes,train/std,train/ent_coef,train/ent_coef_loss,train/critic_loss
55.594017028808594,17055,22,0.02,-55.153672719999996,98.91,0.0003,15191,341204,3476,0.04957808181643486,0.03895293548703194,2.190718412399292,14.156648635864258
54.80073547363281,17075,22,0.02,-55.034694599999995,98.91,0.0003,15333,341604,3480,0.04957567900419235,0.0389186255633831,0.39447253942489624,61.88230895996094
55.07805633544922,17095,22,0.02,-54.990002489999995,98.91,0.0003,15464,342004,3484,0.04957219213247299,0.03887074813246727,-2.722439765930176,23.304128646850586
54.97758483886719,17115,21,0.02,-54.25460758000001,98.91,0.0003,15597,342404,3488,0.049570612609386444,0.03884351998567581,-0.6958822011947632,31.369693756103516
55.09918975830078,17131,21,0.03,-52.70041343,98.1,0.0003,15702,342723,3492,0.049565307796001434,0.03880860283970833,-5.505826473236084,1.354416847229004
54.3123893737793,17151,21,0.03,-51.7985209,98.1,0.0003,15856,343123,3496,0.04956245422363281,0.03880726546049118,0.2198825627565384,25.402156829833984
54.53551483154297,17171,21,0.03,-52.811797850000005,98.1,0.0003,16028,343523,3500,0.04956356808543205,0.038820382207632065,-0.6022418737411499,35.944679260253906
54.826263427734375,17191,21,0.03,-52.35209398999999,98.1,0.0003,16171,343923,3504,0.04956495016813278,0.0388539582490921,2.3110437393188477,64.17156982421875
54.09801483154297,17211,21,0.03,-51.911211759999986,98.1,0.0003,16313,344323,3508,0.04955997318029404,0.03879931569099426,-1.8618000745773315,31.907127380371094
54.899600982666016,17231,20,0.03,-52.307282220000005,98.1,0.0003,16480,344723,3512,0.04956170171499252,0.038819875568151474,-0.24357196688652039,13.977521896362305
55.38307189941406,17251,20,0.03,-52.416999849999996,98.1,0.0003,16636,345123,3516,0.04956323653459549,0.038856182247400284,3.2872180938720703,24.700214385986328
55.36854553222656,17271,20,0.03,-52.07316675,98.1,0.0003,16780,345523,3520,0.04956921190023422,0.03892681747674942,0.8563318252563477,1.7421965599060059
55.044677734375,17291,20,0.03,-51.61267605999999,98.1,0.0003,16918,345923,3524,0.04957081377506256,0.03896694257855415,-4.242300033569336,22.092849731445312
54.882999420166016,17311,20,0.03,-51.59649707,98.1,0.0003,17066,346323,3528,0.049568429589271545,0.038924649357795715,-1.3817585706710815,32.12866973876953
54.92388153076172,17331,20,0.03,-51.07721260999999,98.1,0.0003,17209,346723,3532,0.049568161368370056,0.03892974182963371,1.8300459384918213,36.82261657714844
54.65220642089844,17351,20,0.03,-51.71723401,98.1,0.0003,17347,347123,3536,0.04956844449043274,0.03889662027359009,-2.0829124450683594,25.265071868896484
54.88140869140625,17371,19,0.03,-51.38727086,98.1,0.0003,17492,347523,3540,0.04956936836242676,0.038867104798555374,0.727887749671936,31.80060386657715
55.533287048339844,17391,19,0.03,-51.24481503000001,98.1,0.0003,17632,347923,3544,0.049567654728889465,0.038865040987730026,0.15840491652488708,12.435489654541016
54.99956512451172,17411,19,0.03,-52.50056456,98.1,0.0003,17794,348323,3548,0.0495632104575634,0.038857024163007736,0.03568214178085327,22.450105667114258
54.637451171875,17431,19,0.02,-52.47422341000001,98.22,0.0003,17961,348723,3552,0.04956354945898056,0.03884537145495415,0.8182734847068787,66.74983215332031
54.648033142089844,17451,19,0.02,-52.51274769999999,98.22,0.0003,18107,349123,3556,0.04956665635108948,0.03884786367416382,-0.9948550462722778,104.15121459960938
54.71609115600586,17471,19,0.01,-53.177310199999994,99.19,0.0003,18251,349523,3560,0.049566399306058884,0.038833148777484894,-1.8504868745803833,28.379364013671875
54.50469970703125,17491,19,0.01,-52.026574759999995,99.19,0.0003,18385,349923,3564,0.04957170784473419,0.038891520351171494,2.4901466369628906,22.931476593017578
53.849273681640625,17506,18,0.02,-51.85753914,98.25,0.0003,18506,350229,3568,0.04957455396652222,0.03892240300774574,-2.875190258026123,25.358840942382812
54.438079833984375,17526,18,0.02,-52.43624790999999,98.25,0.0003,18633,350629,3572,0.049572646617889404,0.03886770084500313,-3.315575122833252,20.75522232055664
54.947303771972656,17546,18,0.02,-52.20313144999998,98.25,0.0003,18772,351029,3576,0.04957159608602524,0.03882502019405365,-0.7481982707977295,24.792495727539062
54.494911193847656,17566,18,0.02,-52.54644568,98.25,0.0003,18920,351429,3580,0.04956619068980217,0.038774874061346054,0.23009103536605835,35.13141632080078
54.13761520385742,17584,18,0.03,-52.32282546000001,97.82,0.0003,19065,351786,3584,0.04956429451704025,0.03873993456363678,1.5114903450012207,11.709888458251953
54.39092254638672,17604,18,0.03,-53.05978705999999,97.82,0.0003,19218,352186,3588,0.04956274479627609,0.03873619809746742,4.648094177246094,37.3309326171875
53.975059509277344,17624,18,0.02,-54.10251624999999,98.63,0.0003,19361,352586,3592,0.04956161230802536,0.038710370659828186,-0.8242075443267822,40.569759368896484
54.44377136230469,17644,18,0.02,-54.53944872,98.63,0.0003,19513,352986,3596,0.049562327563762665,0.03870087489485741,-0.114753358066082,76.03321838378906
53.68422317504883,17664,17,0.02,-54.13097746,98.63,0.0003,19681,353386,3600,0.04955881088972092,0.03865577280521393,2.9501895904541016,14.172609329223633
53.979373931884766,17684,17,0.02,-54.385741360000004,98.63,0.0003,19846,353786,3604,0.04955758899450302,0.03862747922539711,0.40565821528434753,13.926031112670898
53.868141174316406,17704,17,0.02,-55.21380533000001,98.63,0.0003,19991,354186,3608,0.049558889120817184,0.038641639053821564,-0.7226231694221497,45.16913604736328
53.75254440307617,17724,17,0.02,-55.11715588000001,98.63,0.0003,20130,354586,3612,0.04956004023551941,0.03863957151770592,-2.1281518936157227,40.635948181152344
53.62363815307617,17744,17,0.02,-55.11650727,98.63,0.0003,20280,354986,3616,0.049557432532310486,0.038578469306230545,0.06395632028579712,46.107425689697266
53.39093017578125,17764,17,0.02,-54.433617299999995,98.63,0.0003,20403,355386,3620,0.04955728352069855,0.038576338440179825,-1.6528130769729614,39.31571960449219
53.91606140136719,17784,17,0.02,-54.92323682,98.63,0.0003,20558,355786,3624,0.049555253237485886,0.038520410656929016,2.0882744789123535,28.614826202392578
53.581024169921875,17804,17,0.02,-54.51435522,98.63,0.0003,20683,356186,3628,0.04955335706472397,0.038499586284160614,2.0401034355163574,42.4058837890625
53.44231033325195,17824,17,0.02,-54.41112675,98.63,0.0003,20818,356586,3632,0.049547817558050156,0.038428571075201035,-2.9793410301208496,23.91147232055664
53.48832702636719,17844,17,0.02,-53.73044351999999,98.63,0.0003,20958,356986,3636,0.049543555825948715,0.03835086524486542,-1.1821638345718384,41.85615921020508
53.51615905761719,17864,16,0.02,-54.221735839999994,98.63,0.0003,21107,357386,3640,0.04954022914171219,0.03831866383552551,2.8342747688293457,50.079986572265625
53.063804626464844,17883,16,0.03,-53.376494810000004,98.47,0.0003,21229,357770,3644,0.049545180052518845,0.038400016725063324,-0.06118568778038025,1.7571518421173096
54.30166244506836,17903,16,0.03,-52.22632611,98.47,0.0003,21366,358170,3648,0.04954762011766434,0.03843771666288376,1.5062873363494873,10.01608657836914
52.68067932128906,17923,16,0.03,-51.85779935000001,98.47,0.0003,21496,358570,3652,0.049543946981430054,0.038385652005672455,-0.21827267110347748,33.25099182128906
53.598243713378906,17941,16,0.04,-50.728651510000006,98.11,0.0003,21626,358934,3656,0.049547623842954636,0.03841974958777428,-0.47862011194229126,1.5383002758026123
