rollout/ep_len_mean,time/fps,train/n_updates,time/total timesteps,train/learning_rate,rollout/ep_rew_mean,train/critic_loss,time/episodes,rollout/success rate,time/time_elapsed,train/actor_loss
58.09,42,217100,217213,0.001,-37.06011553999999,606.3968467712402,2695,0.51,5169,134.640625
57.25,41,217120,217229,0.001,-36.26742416999999,440.0769329071045,2696,0.52,5175,136.706591796875
57.94,41,217220,217329,0.001,-36.88034344,484.0918430328369,2697,0.51,5202,133.77516174316406
57.74,41,217240,217343,0.001,-36.90789831999999,315.4700984954834,2698,0.51,5207,137.5370300292969
58.6,41,217340,217443,0.001,-37.52129709,481.41434268951417,2699,0.5,5226,134.25255584716797
57.64,41,,217447,,-36.59230836,,2700,0.51,5228,
56.92,41,217360,217475,0.001,-35.78269979,415.96238498687745,2701,0.52,5236,134.8255813598633
57.33,41,217440,217557,0.001,-36.53595455,621.5158535003662,2702,0.52,5268,134.34224853515624
57.42,41,217460,217579,0.001,-36.534996979999995,288.7361875534058,2703,0.52,5273,137.04049377441407
58.32,41,217560,217679,0.001,-37.32528109999999,471.0022897720337,2704,0.51,5299,135.875537109375
58.32,40,217660,217779,0.001,-37.52993641999999,471.17396545410156,2705,0.51,5336,133.97205657958983
58.21,40,217680,217792,0.001,-37.49213253999999,513.2767011642457,2706,0.51,5344,134.6853515625
59.0,40,217780,217892,0.001,-37.94472587,423.9797134399414,2707,0.5,5368,134.20423889160156
59.05,40,217880,217992,0.001,-38.69019787,368.51520824432373,2708,0.49,5411,134.3032989501953
59.96,39,217980,218092,0.001,-39.11078623999999,551.7576650619507,2709,0.48,5452,134.99534606933594
60.31,39,218040,218145,0.001,-39.00079341,416.2359453201294,2710,0.48,5464,135.0557662963867
59.89,39,218100,218203,0.001,-38.82339064999999,391.02864875793455,2711,0.49,5478,136.4205307006836
59.89,39,218200,218303,0.001,-39.08109244,509.85987319946287,2712,0.49,5500,135.28878936767578
60.74,39,218300,218403,0.001,-39.87681082,418.0108268737793,2713,0.48,5529,134.26107635498047
59.77,39,,218406,,-38.91500640000001,,2714,0.49,5531,
60.62,39,218400,218506,0.001,-39.72060640000001,508.578488445282,2715,0.48,5557,134.65011749267578
59.74,39,,218518,,-39.09522279,,2716,0.49,5560,
59.74,39,218500,218618,0.001,-38.73538666,393.14773693084715,2717,0.49,5581,135.07495880126953
58.85,39,218520,218629,0.001,-38.16241223,562.6281728744507,2718,0.5,5586,133.60765838623047
58.85,38,218620,218729,0.001,-37.55243566,598.6639627456665,2719,0.5,5613,134.28827819824218
58.85,38,218720,218829,0.001,-38.148995189999994,595.7993692398071,2720,0.5,5629,135.24978408813476
58.05,38,218740,218849,0.001,-37.70569798,450.98822803497313,2721,0.51,5635,134.6352294921875
58.98,38,218840,218949,0.001,-38.551805370000004,414.27029914855956,2722,0.5,5666,136.41820526123047
58.9,38,218860,218963,0.001,-38.54940345,435.92907066345214,2723,0.5,5672,134.78705596923828
58.9,38,218960,219063,0.001,-38.856326640000006,386.8808813095093,2724,0.5,5690,135.07201538085937
58.9,38,219060,219163,0.001,-38.988680210000005,548.208399963379,2725,0.5,5716,133.6605453491211
58.9,38,219160,219263,0.001,-38.57506831,509.0341201782227,2726,0.5,5742,134.9009582519531
58.34,38,219200,219307,0.001,-37.67661081,473.342350769043,2727,0.51,5758,133.76752624511718
58.18,38,,219315,,-37.53783128,,2728,0.51,5766,
59.03,37,219300,219415,0.001,-38.19789134,440.9461391448975,2729,0.5,5796,135.36236572265625
59.03,37,219400,219515,0.001,-38.17205851,462.857444190979,2730,0.5,5822,135.8303680419922
59.03,37,219500,219615,0.001,-37.76177285000001,458.3689781188965,2731,0.5,5853,135.10794372558593
59.03,37,219600,219715,0.001,-37.58066023,449.361873626709,2732,0.5,5883,134.38407440185546
59.99,37,219700,219815,0.001,-38.28086173,465.07332973480226,2733,0.49,5910,134.16369018554687
59.99,37,219800,219915,0.001,-38.35446698,520.5879863739013,2734,0.49,5934,134.60349731445314
60.6,36,219900,220015,0.001,-38.98690941,418.91143970489503,2735,0.48,5956,133.78516082763673
60.6,36,220000,220115,0.001,-39.44989276,393.90163650512693,2736,0.48,5983,136.15749816894532
60.6,36,220100,220215,0.001,-39.1950891,387.01794281005857,2737,0.48,6013,134.40601196289063
59.66,36,220120,220221,0.001,-38.27350611,560.4831628799438,2738,0.49,6015,133.41826934814452
60.41,36,220220,220321,0.001,-39.2368903,597.4224487304688,2739,0.48,6043,133.57689056396484
60.08,36,,220328,,-39.2090003,,2740,0.48,6045,
60.42,36,220260,220366,0.001,-39.26372157,581.1449165344238,2741,0.48,6055,133.3318313598633
60.7,36,220280,220400,0.001,-39.57309763999999,540.8562646865845,2742,0.48,6070,134.46937255859376
60.7,36,220300,220406,0.001,-39.576469659999994,414.4116661071777,2743,0.48,6073,135.49527282714843
60.68,36,,220413,,-39.58447675,,2744,0.48,6076,
60.68,36,220400,220513,0.001,-39.2287289,376.2508222579956,2745,0.48,6108,134.1893280029297
59.76,36,220420,220521,0.001,-38.151808579999994,528.0355056762695,2746,0.49,6111,134.71941986083985
58.82,36,,220527,,-37.51950657,,2747,0.5,6113,
58.82,35,220520,220627,0.001,-34.66779378,447.1850131988525,2748,0.5,6136,133.71216888427733
58.85,35,,220636,,-34.67859720999999,,2749,0.5,6139,
58.72,35,220540,220648,0.001,-34.56201922,333.43936614990236,2750,0.5,6142,135.10938720703126
58.72,35,220640,220748,0.001,-34.29621957,551.2665630340576,2751,0.5,6171,133.63487854003907
58.72,35,220740,220848,0.001,-34.35635046,377.1687427520752,2752,0.5,6193,134.06746978759764
58.72,35,220840,220948,0.001,-34.640293379999996,374.5172216415405,2753,0.5,6216,135.41998138427735
58.02,35,220860,220978,0.001,-33.22873908,532.0430736541748,2754,0.51,6225,134.5893997192383
58.02,35,220960,221078,0.001,-32.568783769999996,345.71731395721434,2755,0.51,6245,135.34669494628906
58.9,35,221060,221178,0.001,-33.25285211999999,483.03963603973386,2756,0.5,6268,134.79622955322264
59.75,35,221160,221278,0.001,-33.99501356,543.8220386505127,2757,0.49,6289,132.71998443603516
60.14,35,221220,221324,0.001,-34.080079309999995,535.097036933899,2758,0.49,6303,133.83011474609376
60.14,34,221320,221424,0.001,-33.82680272,353.16348934173584,2759,0.49,6330,135.3479782104492
60.28,34,221340,221458,0.001,-33.871212289999995,615.7774755477906,2760,0.49,6338,134.2547348022461
61.21,34,221440,221558,0.001,-34.43411287,459.646702003479,2761,0.48,6365,134.36937103271484
62.13,34,221540,221658,0.001,-35.13143016,425.74706783294675,2762,0.47,6386,135.0914520263672
62.13,34,221640,221758,0.001,-35.41739045,576.9307598114013,2763,0.47,6413,134.02738037109376
62.13,34,221740,221858,0.001,-35.161154769999996,441.23782386779783,2764,0.47,6436,133.68694305419922
63.02,34,221840,221958,0.001,-35.49766311,414.542799949646,2765,0.46,6457,135.4563018798828
63.02,34,221940,222058,0.001,-35.574952679999996,458.04409914016725,2766,0.46,6489,134.079296875
63.87,34,222040,222158,0.001,-36.375588,566.7442960739136,2767,0.45,6511,132.34625244140625
64.04,34,222080,222181,0.001,-36.51110568,620.2809070587158,2768,0.45,6518,134.31529083251954
64.02,34,222100,222219,0.001,-35.14083082,481.59379997253416,2769,0.45,6529,133.59286651611328
64.42,33,222160,222268,0.001,-35.40708913,512.747201347351,2770,0.45,6544,135.10819396972656
64.61,33,222200,222301,0.001,-35.52567728,530.686557006836,2771,0.45,6554,133.95107727050782
64.61,33,222300,222401,0.001,-35.27003393,410.676864528656,2772,0.45,6574,134.11280517578126
64.61,33,222400,222501,0.001,-34.64577459,384.1163431167603,2773,0.45,6600,135.1546417236328
64.61,33,222500,222601,0.001,-34.77163096,673.4547986984253,2774,0.45,6624,134.37950897216797
63.77,33,,222617,,-34.11205308,,2775,0.46,6630,
63.57,33,222520,222625,0.001,-34.08648014,566.4942338943481,2776,0.46,6634,132.9093246459961
63.57,33,222620,222725,0.001,-34.16315661000001,554.3175495147705,2777,0.46,6655,132.17327957153321
63.53,33,,222732,,-34.35803088,,2778,0.46,6662,
64.5,33,222720,222832,0.001,-35.15900454999999,530.3404781341553,2779,0.45,6690,132.1755172729492
64.76,33,222760,222861,0.001,-35.27382214,328.145329284668,2780,0.45,6699,133.9483169555664
63.85,33,,222870,,-34.42665014999999,,2781,0.46,6703,
63.73,33,,222878,,-34.460374269999996,,2782,0.46,6716,
63.73,33,222860,222978,0.001,-35.561524479999996,608.6185701370239,2783,0.46,6752,133.36551818847656
62.87,32,222880,222992,0.001,-34.33884457,553.2638303756714,2784,0.47,6758,134.0119171142578
62.87,32,222980,223092,0.001,-34.532571190000006,553.3846132278443,2785,0.47,6783,133.25505752563475
63.69,32,223080,223192,0.001,-35.270457660000005,316.04355869293215,2786,0.46,6811,133.7601348876953
63.69,32,223180,223292,0.001,-34.76620293,479.99266414642335,2787,0.46,6831,134.14604797363282
62.75,32,,223298,,-34.316566279999996,,2788,0.47,6834,
62.83,32,223200,223311,0.001,-34.40796804,536.922583770752,2789,0.47,6838,134.73723907470702
63.6,32,223300,223411,0.001,-36.563560890000005,496.9861680984497,2790,0.46,6882,133.61299896240234
64.07,32,223360,223464,0.001,-36.697298499999995,543.8758674621582,2791,0.46,6900,134.09746551513672
63.9,32,,223476,,-36.590934239999996,,2792,0.46,6904,
64.53,32,223440,223547,0.001,-36.728111639999995,539.4658958435059,2793,0.46,6922,133.70455322265624
65.34,32,223540,223647,0.001,-37.42019188,422.25229530334474,2794,0.45,6943,134.61571197509767
64.51,32,223560,223664,0.001,-36.907151909999996,509.82271671295166,2795,0.46,6950,133.19822540283204
65.35,32,223660,223764,0.001,-37.49691866,444.51740550994873,2796,0.45,6969,134.31000213623048
64.65,32,223680,223794,0.001,-36.87477177,607.3564130783082,2797,0.46,6979,131.94634552001952
65.51,31,223780,223894,0.001,-37.170062390000005,586.9793285369873,2798,0.45,6999,134.02255401611328
64.56,31,,223899,,-36.53055174,,2799,0.46,7001,
65.08,31,223840,223955,0.001,-36.64607487,318.5334463119507,2800,0.46,7019,133.54196472167968
65.72,31,223940,224047,0.001,-37.35292451,446.8047960281372,2801,0.46,7042,134.20747985839844
65.23,31,223960,224080,0.001,-36.50622029,616.9159143447876,2802,0.46,7051,132.26028900146486
66.01,31,224060,224180,0.001,-37.2650437,439.39662113189695,2803,0.45,7079,134.28653564453126
65.18,31,224080,224197,0.001,-36.46712863,379.1567541122437,2804,0.46,7083,133.83328704833986
64.24,31,224100,224203,0.001,-35.72261614,502.7774354934692,2805,0.47,7086,133.58184356689452
64.26,31,,224218,,-35.735940789999994,,2806,0.47,7095,
64.26,31,224200,224318,0.001,-35.97906064,531.5294874191284,2807,0.47,7135,133.48001708984376
64.26,31,224300,224418,0.001,-35.71171337,544.7494171142578,2808,0.47,7173,133.45519104003907
63.33,31,224320,224425,0.001,-35.27949297000001,365.30893115997316,2809,0.48,7177,135.43840484619142
63.8,31,224420,224525,0.001,-36.00696585,475.69341983795164,2810,0.47,7196,133.7421859741211
64.22,31,224520,224625,0.001,-36.11974696,532.6808238983155,2811,0.46,7225,132.67479858398437
63.27,31,,224630,,-35.473435110000004,,2812,0.47,7233,
63.27,30,224620,224730,0.001,-35.27350334,497.12180080413816,2813,0.47,7264,134.35751495361328
63.32,30,,224738,,-35.27430858,,2814,0.47,7273,
62.57,30,224660,224763,0.001,-34.49186932999999,528.7161506652832,2815,0.48,7283,134.1758071899414
62.79,30,224680,224797,0.001,-34.4581605,534.2106573104859,2816,0.48,7298,133.35869903564452
62.79,30,224780,224897,0.001,-34.49230500000001,370.4767879486084,2817,0.48,7318,133.8588409423828
62.83,30,224800,224912,0.001,-34.80251963,481.9197467803955,2818,0.48,7328,133.0460304260254
62.83,30,224900,225012,0.001,-34.827700130000004,525.2132215499878,2819,0.48,7354,133.20028533935547
62.83,30,225000,225112,0.001,-33.75046112,544.0138294219971,2820,0.48,7381,133.82962951660156
62.89,30,225020,225138,0.001,-33.4582671,519.5724279403687,2821,0.48,7391,133.5272201538086
61.99,30,225040,225148,0.001,-32.73178379,508.9411714553833,2822,0.49,7394,132.11957321166992
62.85,30,225140,225248,0.001,-36.12433904,591.8319868087768,2823,0.48,7422,131.3415428161621
61.9,30,,225253,,-35.17630498999999,,2824,0.49,7429,
61.9,30,225240,225353,0.001,-35.57561877999999,474.81618824005125,2825,0.49,7458,132.6983612060547
61.2,30,225280,225383,0.001,-34.653265340000004,439.0509895324707,2826,0.5,7467,133.5530044555664
61.76,30,225380,225483,0.001,-35.32820821999999,500.8484380722046,2827,0.49,7491,134.2890823364258
62.68,29,225480,225583,0.001,-36.423406709999995,459.2940139770508,2828,0.48,7527,134.25867309570313
61.76,29,,225591,,-35.762873379999995,,2829,0.49,7529,
60.8,29,,225595,,-34.76670771999999,,2830,0.5,7536,
60.8,29,225580,225695,0.001,-35.00409213999999,543.9850719451904,2831,0.5,7564,132.6092315673828
59.91,29,225600,225706,0.001,-34.25419264999999,454.2516477584839,2832,0.51,7568,133.8237091064453
58.95,29,,225710,,-33.557179999999995,,2833,0.52,7576,
58.95,29,225700,225810,0.001,-33.36173992,376.9688154220581,2834,0.52,7611,133.84436645507813
58.95,29,225800,225910,0.001,-33.50485918,392.32989292144777,2835,0.52,7636,134.3498092651367
58.95,29,225900,226010,0.001,-34.518452100000005,466.4717683792114,2836,0.52,7653,134.60009155273437
57.98,29,,226013,,-33.90654362,,2837,0.53,7660,
58.92,29,226000,226113,0.001,-34.71048265000001,497.4457893371582,2838,0.52,7686,131.87897033691405
58.92,29,226100,226213,0.001,-34.14331537,503.11943836212157,2839,0.52,7717,133.22160949707032
58.91,29,,226219,,-34.11426753,,2840,0.52,7720,
58.98,29,226160,226264,0.001,-35.00532811,536.043358039856,2841,0.52,7733,132.66643371582032
59.64,29,226260,226364,0.001,-35.14022324,567.6646963119507,2842,0.51,7773,132.4932647705078
60.58,29,226360,226464,0.001,-36.07240138,505.6310708999634,2843,0.5,7807,132.4969268798828
61.51,28,226460,226564,0.001,-37.108841659999996,518.7740058898926,2844,0.49,7836,133.08509216308593
61.51,28,226560,226664,0.001,-37.292517090000004,385.3627950668335,2845,0.49,7867,133.48339233398437
62.43,28,226660,226764,0.001,-38.11986936000001,560.0859134674072,2846,0.48,7896,134.03336639404296
62.52,28,,226779,,-38.14031805,,2847,0.48,7899,
62.52,28,226760,226879,0.001,-38.6311332,379.6829189300537,2848,0.48,7928,131.79137496948243
62.61,28,226780,226897,0.001,-38.65967822,611.8044431686401,2849,0.48,7935,131.88786697387695
62.53,28,226800,226901,0.001,-38.6478331,357.9455701828003,2850,0.48,7938,132.96256103515626
62.53,28,226900,227001,0.001,-38.275542970000004,510.28417320251464,2851,0.48,7956,132.9376419067383
61.78,28,226920,227026,0.001,-37.960490619999995,370.8149648666382,2852,0.49,7963,134.3915252685547
60.99,28,226940,227047,0.001,-36.87504910999999,556.6094789505005,2853,0.5,7975,133.44989318847655
61.69,28,227040,227147,0.001,-37.320547839999996,527.3104997634888,2854,0.49,8007,132.00249786376952
61.69,28,227140,227247,0.001,-37.58581343,470.2498134613037,2855,0.49,8025,133.5422119140625
60.94,28,227160,227272,0.001,-37.064755219999995,582.9910472869873,2856,0.5,8037,133.22865447998046
60.03,28,227180,227281,0.001,-36.119438390000006,508.6324005126953,2857,0.51,8046,134.94866638183595
59.93,28,227200,227317,0.001,-36.08892232,502.97940883636477,2858,0.51,8054,132.72685165405272
59.03,28,227220,227327,0.001,-35.39597819,413.97548427581785,2859,0.52,8063,132.83827743530273
58.86,28,227240,227344,0.001,-35.38404696,510.53219242095946,2860,0.52,8068,134.6393264770508
58.86,28,227340,227444,0.001,-35.65928848000001,422.1334686279297,2861,0.52,8089,132.39503326416016
58.0,28,,227458,,-35.11225279,,2862,0.53,8094,
58.0,27,227440,227558,0.001,-35.404442259999996,505.58622913360597,2863,0.53,8130,133.2955764770508
57.38,27,227480,227596,0.001,-34.724867,274.45219974517823,2864,0.54,8143,133.05912170410156
57.38,27,227580,227696,0.001,-35.59951815,382.87036695480344,2865,0.54,8178,133.9324523925781
56.86,27,227640,227744,0.001,-35.07993348,575.4949005126953,2866,0.55,8193,131.76327896118164
55.93,27,,227751,,-34.24641930999999,,2867,0.56,8217,
55.86,27,227660,227767,0.001,-34.145918400000006,543.7885931015014,2868,0.56,8223,134.10404052734376
55.53,27,,227772,,-34.08952287,,2869,0.56,8225,
56.04,27,227760,227872,0.001,-34.64696441,296.65178089141847,2870,0.55,8246,133.2343948364258
56.48,27,227840,227949,0.001,-34.98210587,489.9590660095215,2871,0.55,8263,133.0338134765625
55.79,27,227860,227980,0.001,-34.69789831,600.6074993133545,2872,0.56,8271,132.32398223876953
55.79,27,227960,228080,0.001,-34.991263589999996,316.88189792633057,2873,0.56,8292,133.1439697265625
55.05,27,228000,228106,0.001,-34.32182953,439.55211410522463,2874,0.57,8299,132.550382232666
55.08,27,228020,228125,0.001,-34.3193198,527.3385577201843,2875,0.57,8304,132.71713562011718
56.0,27,228120,228225,0.001,-35.099086570000004,476.41089210510256,2876,0.56,8329,132.0402816772461
56.0,27,228220,228325,0.001,-35.54404763,499.9471326828003,2877,0.56,8353,131.80329284667968
56.01,27,,228333,,-35.33963329,,2878,0.56,8355,
56.01,27,228320,228433,0.001,-34.92753638000001,418.8626588821411,2879,0.56,8374,133.08461303710936
55.94,27,228340,228455,0.001,-34.8459027,788.677848815918,2880,0.56,8380,135.11763916015624
56.22,27,228380,228492,0.001,-34.94694578,624.5667726516724,2881,0.56,8392,132.37904205322266
56.3,27,228400,228508,0.001,-35.02129398,590.741428565979,2882,0.56,8402,133.06500396728515
56.3,27,228500,228608,0.001,-34.29484693,633.6716888427734,2883,0.56,8429,131.81556091308593
57.16,27,228600,228708,0.001,-34.99376377,362.8609292984009,2884,0.55,8450,133.2583801269531
57.16,27,228700,228808,0.001,-34.59096212,571.1328281402588,2885,0.55,8469,131.13342971801757
56.39,26,228720,228831,0.001,-33.990040279999995,504.3142023086548,2886,0.56,8478,132.99222106933593
55.52,26,228740,228844,0.001,-33.68003123999999,586.3691102981568,2887,0.57,8482,131.19297256469727
55.64,26,228760,228862,0.001,-33.69108016,354.20597743988037,2888,0.57,8487,133.37071685791017
56.51,26,228860,228962,0.001,-34.08412171,502.9714921951294,2889,0.56,8507,133.45693817138672
56.51,26,228960,229062,0.001,-33.00634587,382.5591089248657,2890,0.56,8527,132.2027618408203
56.98,26,229060,229162,0.001,-33.68504033,464.31358795166017,2891,0.55,8548,131.97222366333008
57.19,26,229080,229195,0.001,-33.721496959999996,399.6993124961853,2892,0.55,8557,133.31230621337892
57.48,26,229180,229295,0.001,-34.43009592000001,491.9596982955933,2893,0.54,8581,131.09419708251954
56.7,26,229200,229317,0.001,-33.56597395,423.44255924224854,2894,0.55,8591,133.77373504638672
57.53,26,229300,229417,0.001,-36.499149270000004,386.3389385223389,2895,0.54,8622,133.526171875
57.53,26,229400,229517,0.001,-36.54005386,262.08544101715086,2896,0.54,8650,133.4294448852539
57.49,26,229440,229543,0.001,-36.57309591,411.56283531188967,2897,0.54,8657,132.74780883789063
56.56,26,,229550,,-36.19357262,,2898,0.55,8660,
56.6,26,,229559,,-36.19893288,,2899,0.55,8669,
57.04,26,229540,229659,0.001,-36.942292040000005,546.5808202743531,2900,0.54,8706,133.26516723632812
57.12,26,229640,229759,0.001,-36.76415485,440.7644752502441,2901,0.53,8740,133.00091247558595
57.79,26,229740,229859,0.001,-39.639749429999995,489.5850336074829,2902,0.52,8774,132.66245880126954
57.79,26,229840,229959,0.001,-39.65983932,534.0349955558777,2903,0.52,8802,133.31415023803712
58.35,26,229920,230032,0.001,-39.90660109,406.77224311828616,2904,0.52,8826,131.38929901123046
59.29,25,230020,230132,0.001,-40.40596182,377.5256072998047,2905,0.51,8863,133.7994827270508
59.19,25,,230137,,-40.39067463,,2906,0.51,8866,
58.42,25,230040,230160,0.001,-39.95383484,639.0080736160278,2907,0.52,8875,132.95515060424805
57.63,25,230080,230181,0.001,-39.440567650000006,623.9441196441651,2908,0.53,8888,132.07897186279297
57.63,25,,230188,,-39.458172069999996,,2909,0.53,8896,
56.85,25,230100,230210,0.001,-38.64101386,449.1975450515747,2910,0.54,8904,134.8532470703125
56.06,25,230120,230231,0.001,-38.39668164,501.2868259429932,2911,0.55,8910,133.26577606201172
57.01,25,230220,230331,0.001,-40.01538013,500.9087596893311,2912,0.54,8933,132.9312545776367
57.01,25,230320,230431,0.001,-40.205471179999996,492.5169189453125,2913,0.54,8962,133.64934997558595
57.13,25,230340,230451,0.001,-40.318721229999994,492.37580823898315,2914,0.54,8967,131.56801147460936
57.57,25,230400,230520,0.001,-40.93221822,650.2725021362305,2915,0.54,8989,129.9656494140625
57.37,25,230420,230534,0.001,-40.897126979999996,432.52769927978517,2916,0.54,8995,131.35900344848633
57.37,25,230520,230634,0.001,-42.42599662,502.1401010513306,2917,0.54,9022,131.47691802978517
57.51,25,230560,230663,0.001,-42.144651540000005,563.8251634597779,2918,0.54,9030,131.56255798339845
57.06,25,230600,230718,0.001,-41.37928592,484.45686054229736,2919,0.55,9058,133.61380615234376
56.12,25,230620,230724,0.001,-40.87716465,584.2270406723022,2920,0.56,9061,132.70986404418946
56.28,25,230660,230766,0.001,-40.87455202,462.5758083343506,2921,0.56,9075,131.31862182617186
57.18,25,230760,230866,0.001,-41.36960518,567.2803499221802,2922,0.55,9096,130.19469299316407
56.65,25,230800,230913,0.001,-38.31087139,534.8153507232666,2923,0.56,9108,133.4065185546875
56.69,25,230820,230922,0.001,-38.41774687,422.11543426513674,2924,0.56,9111,133.8061279296875
55.78,25,,230931,,-37.5752474,,2925,0.57,9115,
56.48,25,230920,231031,0.001,-38.21007335000001,592.1836017608642,2926,0.56,9144,132.28688201904296
55.52,25,,231035,,-37.43851686000001,,2927,0.57,9146,
54.89,25,230960,231072,0.001,-36.37233237,641.0981527328491,2928,0.58,9158,132.24313049316407
55.81,25,231060,231172,0.001,-37.02016667,436.54294166564944,2929,0.57,9184,132.62415771484376
55.83,25,,231178,,-37.02315569,,2930,0.57,9186,
55.09,25,231100,231204,0.001,-36.432496820000004,504.8779487609863,2931,0.58,9196,132.85583953857423
55.06,25,,231212,,-36.42678669000001,,2932,0.58,9198,
55.38,25,231140,231248,0.001,-37.008326690000004,445.1877601623535,2933,0.58,9209,132.40650482177733
55.38,25,231240,231348,0.001,-37.26733604000001,558.1292879104615,2934,0.58,9232,132.58521041870117
55.38,24,231340,231448,0.001,-37.082361840000004,443.06106452941896,2935,0.58,9263,132.46517791748047
55.28,24,231420,231538,0.001,-35.44265544000001,613.6854179382324,2936,0.59,9291,132.18816680908202
56.25,24,231520,231638,0.001,-36.09385175,402.69550762176516,2937,0.58,9314,132.57407989501954
56.25,24,231620,231738,0.001,-36.04789821,555.9995965957642,2938,0.58,9335,132.00120391845704
55.31,24,231640,231744,0.001,-35.62906416,322.9505470275879,2939,0.59,9342,132.30935363769532
55.33,24,,231752,,-35.63611651,,2940,0.59,9350,
54.99,24,231660,231763,0.001,-34.779603429999995,582.5931365966796,2941,0.59,9354,131.89336395263672
54.99,24,231760,231863,0.001,-34.77059543,508.41889877319335,2942,0.59,9387,132.23606643676757
54.05,24,,231869,,-33.885505259999995,,2943,0.6,9389,
53.12,24,,231876,,-32.83186445,,2944,0.61,9392,
53.12,24,231860,231976,0.001,-32.861294799999996,380.26941032409667,2945,0.61,9422,132.2130889892578
52.61,24,231920,232025,0.001,-32.51141352,394.28488063812256,2946,0.62,9437,133.58452606201172
53.46,24,232020,232125,0.001,-33.104937809999996,569.2424541473389,2947,0.61,9479,132.2292922973633
53.46,24,232120,232225,0.001,-32.33940964999999,435.1379697799683,2948,0.61,9506,131.98270568847656
53.45,24,232140,232242,0.001,-32.34710756,243.85485515594482,2949,0.61,9509,131.3919319152832
53.48,24,,232249,,-32.34819511999999,,2950,0.61,9512,
52.62,24,232160,232263,0.001,-32.043056899999996,457.7616235733032,2951,0.62,9518,132.07832794189454
52.53,24,,232279,,-31.906582479999997,,2952,0.62,9527,
53.32,24,232260,232379,0.001,-32.18113873,420.31270532608033,2953,0.61,9548,132.12383728027345
52.55,24,232300,232402,0.001,-31.90798366,473.81107263565065,2954,0.62,9557,130.5459892272949
51.61,24,,232408,,-31.225746540000003,,2955,0.63,9559,
51.52,24,232320,232424,0.001,-30.906714180000005,461.1933256149292,2956,0.63,9564,133.03383178710936
51.72,24,232340,232453,0.001,-31.032232280000002,553.3933219909668,2957,0.63,9581,132.46478729248048
52.36,24,232440,232553,0.001,-35.52690804,467.07671785354614,2958,0.62,9604,130.80525817871094
53.26,24,232540,232653,0.001,-36.00156401,464.3875049591064,2959,0.61,9638,131.91503143310547
54.09,24,232640,232753,0.001,-39.23011273,382.74148445129396,2960,0.6,9664,132.63795318603516
53.2,24,232660,232764,0.001,-38.52868695000001,384.1717744827271,2961,0.61,9668,132.46229095458983
53.1,24,,232768,,-38.359039070000016,,2962,0.61,9680,
53.1,23,232760,232868,0.001,-39.0409348,454.41918296813964,2963,0.61,9704,130.13852310180664
53.72,23,232860,232968,0.001,-39.75628228,529.138856124878,2964,0.6,9728,131.82685165405275
52.78,23,,232974,,-38.54393744,,2965,0.61,9730,
52.52,23,232880,232996,0.001,-38.53383252,477.0811360359192,2966,0.61,9735,131.24760513305665
53.45,23,232980,233096,0.001,-39.12719877000001,428.76951084136965,2967,0.6,9758,130.32103271484374
53.33,23,,233100,,-39.079694169999996,,2968,0.6,9759,
53.32,23,233000,233104,0.001,-39.06898837,362.40690116882325,2969,0.6,9761,132.06842803955078
52.45,23,,233117,,-38.16183369,,2970,0.61,9764,
52.68,23,233100,233217,0.001,-38.59980623,532.9466854095459,2971,0.6,9801,132.7946792602539
52.74,23,233140,233254,0.001,-38.72874205,375.1458848953247,2972,0.6,9820,130.79926605224608
51.8,23,,233260,,-38.11350694,,2973,0.61,9833,
52.01,23,233200,233307,0.001,-38.15791119,401.69481735229493,2974,0.61,9850,131.35467529296875
52.82,23,233300,233407,0.001,-38.51181143,426.08783016204836,2975,0.6,9888,131.1568145751953
52.11,23,233320,233436,0.001,-37.76547938000001,485.7928903579712,2976,0.61,9897,131.9760482788086
51.51,23,233360,233476,0.001,-36.85035652,508.7924114227295,2977,0.62,9913,131.9646759033203
52.43,23,233460,233576,0.001,-37.541244819999996,374.2406921386719,2978,0.61,9941,131.64985122680665
51.53,23,233480,233586,0.001,-37.161514939999996,527.6729787826538,2979,0.62,9945,130.93827285766602
52.31,23,233580,233686,0.001,-37.85619594,321.3055570602417,2980,0.61,9968,132.38561248779297
52.94,23,233680,233786,0.001,-38.56827120999999,578.138614654541,2981,0.6,10002,129.54653930664062
52.88,23,,233796,,-38.45455284,,2982,0.6,10016,
52.88,23,233780,233896,0.001,-40.46199824999999,438.72710475921633,2983,0.6,10041,129.9913757324219
52.74,23,233880,233982,0.001,-39.965863170000006,422.7773248672485,2984,0.61,10066,131.441796875
52.74,23,233980,234082,0.001,-41.83245516,451.1116184234619,2985,0.61,10087,131.03451385498047
52.56,23,,234087,,-41.90381135,,2986,0.61,10090,
53.43,23,234080,234187,0.001,-42.942234369999994,463.2549394607544,2987,0.6,10114,133.3700408935547
53.34,23,,234196,,-42.948861779999994,,2988,0.6,10117,
53.34,23,234180,234296,0.001,-46.11984998999999,433.5419261932373,2989,0.6,10146,131.14324340820312
53.34,23,234280,234396,0.001,-45.45229217999999,404.9296619415283,2990,0.6,10171,131.5072105407715
53.34,22,234380,234496,0.001,-46.460259900000004,552.97391872406,2991,0.6,10226,130.20743255615236
54.01,22,234480,234596,0.001,-47.30577254000001,368.058709526062,2992,0.59,10251,130.84161376953125
53.08,22,234500,234603,0.001,-46.459916269999994,359.5724912643433,2993,0.6,10255,133.64043121337892
