time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/fps,rollout/ep_len_mean,time/iterations,train/n_updates,train/loss,train/clip_range,train/explained_variance,train/approx_kl,train/std,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/learning_rate
6564,-544.5208905200001,322900,49,100.0,229,16135,2535.744873046875,0.2,0.05086410045623779,0.06331216,0.8651021718978882,-7.63952407836914,-0.0013118394632329,5076.13759765625,0.44799998998641966,0.0003
6595,-544.82636537,323000,48,100.0,230,16140,2330.762939453125,0.2,0.05417674779891968,0.12410628,0.8652796745300293,-7.641804218292236,-0.0028280686288780998,4666.15400390625,0.42999998331069944,0.0003
6619,-545.21650378,323100,48,100.0,231,16145,2346.29248046875,0.2,0.05204349756240845,0.02238159,0.8652433156967163,-7.64238338470459,-0.0016906145174289122,4706.835546875,0.2539999932050705,0.0003
6649,-545.1274104700001,323200,48,100.0,232,16150,2508.23193359375,0.2,-0.023842453956604004,0.047775317,0.8649515509605408,-7.641457557678223,0.015491325389302802,5019.18759765625,0.3819999873638153,0.0003
6698,-544.95258324,323300,48,100.0,233,16155,2738.874267578125,0.2,-0.08179903030395508,0.08938263,0.8647133708000183,-7.639336967468262,0.00311072967160726,5493.073046875,0.3819999933242798,0.0003
6735,-545.18890333,323400,48,100.0,234,16160,2738.807373046875,0.2,-0.044637084007263184,0.14027,0.8645644187927246,-7.638106632232666,-0.015089761599665508,5499.646875,0.45799998939037323,0.0003
6776,-544.85552573,323500,47,100.0,235,16165,2567.478759765625,0.2,0.08300000429153442,0.050605267,0.8645235896110535,-7.637343215942383,-0.0096297146528741,5134.33203125,0.38599998950958253,0.0003
6805,-544.57505508,323600,47,100.0,236,16170,2447.150146484375,0.2,0.013257741928100586,0.12265507,0.8644961714744568,-7.637070751190185,-0.014270144384317974,4902.78388671875,0.4339999884366989,0.0003
6838,-544.67006669,323700,47,100.0,237,16175,2466.720458984375,0.2,-0.04066789150238037,0.032488063,0.864447295665741,-7.636913871765136,-0.0005278496217215433,4939.44013671875,0.22199999280273913,0.0003
6879,-544.7731427900001,323800,47,100.0,238,16180,2629.16064453125,0.2,-0.074881911277771,0.08639902,0.8643630743026733,-7.636447429656982,0.0032498608663445337,5288.74130859375,0.3379999905824661,0.0003
6911,-544.6800300499999,323900,46,100.0,239,16185,2492.218505859375,0.2,0.024382352828979492,0.0700037,0.8642157316207886,-7.635752773284912,-0.019346434920589673,4986.76865234375,0.42799999117851256,0.0003
6946,-544.47263242,324000,46,100.0,240,16190,2342.377197265625,0.2,0.03156083822250366,0.02163534,0.8639344573020935,-7.634280109405518,-0.0024171280514565297,4687.5537109375,0.4439999878406525,0.0003
6975,-544.30787263,324100,46,100.0,241,16195,2437.7138671875,0.2,-0.00415956974029541,0.06340014,0.864050567150116,-7.6329981803894045,0.0008738402932067402,4880.58076171875,0.4059999883174896,0.0003
7008,-544.6518147200001,324200,46,100.0,242,16200,2345.182861328125,0.2,-0.0015003681182861328,0.08075603,0.8641775846481323,-7.634283638000488,-0.010447772825136781,4703.41845703125,0.40199998021125793,0.0003
7046,-544.8294191700002,324300,46,100.0,243,16205,2526.356201171875,0.2,-0.028642892837524414,0.07523064,0.8641570806503296,-7.63446569442749,-0.013354810410237405,5086.47275390625,0.4020000010728836,0.0003
7072,-544.7533507400001,324400,45,100.0,244,16210,2558.3994140625,0.2,-0.018372416496276855,0.09113296,0.8641964197158813,-7.634406852722168,-0.004184517639805563,5159.5724609375,0.3299999862909317,0.0003
7116,-544.82292083,324500,45,100.0,245,16215,2597.00390625,0.2,0.004094302654266357,0.024104234,0.8641976118087769,-7.63453426361084,-0.006141154259239556,5199.526953125,0.2839999943971634,0.0003
7140,-544.5849472499999,324600,45,100.0,246,16220,2608.1748046875,0.2,-0.033409953117370605,0.09154569,0.8641936182975769,-7.634533500671386,0.016031722541898573,5257.44921875,0.3779999852180481,0.0003
7173,-544.6155704099999,324700,45,100.0,247,16225,2424.852783203125,0.2,0.0012246966361999512,0.118063316,0.8645734190940857,-7.635164260864258,-0.013020734539168188,4852.45771484375,0.44599997699260713,0.0003
7208,-544.68633783,324800,45,100.0,248,16230,2458.9580078125,0.2,-0.0024781227111816406,0.052530583,0.8649401068687439,-7.638274383544922,-0.0012705365166766568,4918.47666015625,0.4099999964237213,0.0003
7238,-544.3633956,324900,44,100.0,249,16235,2407.720947265625,0.2,0.01212543249130249,0.03453516,0.8650555610656738,-7.640011405944824,0.004983035434975136,4816.77412109375,0.40999998450279235,0.0003
7266,-544.33426562,325000,44,100.0,250,16240,2293.200439453125,0.2,-0.009398102760314941,0.17346187,0.8651821613311768,-7.640445804595947,-0.002378262516867835,4596.8642578125,0.5059999942779541,0.0003
7299,-544.50776154,325100,44,100.0,251,16245,2531.9541015625,0.2,-0.0008970499038696289,0.09004583,0.865358829498291,-7.641424465179443,-0.005084188751061447,5095.05771484375,0.4059999883174896,0.0003
7335,-544.47239113,325200,44,100.0,252,16250,2536.98828125,0.2,0.004899859428405762,0.01888782,0.8655757904052734,-7.642724418640137,-0.0019845558097586037,5076.604296875,0.36599999070167544,0.0003
7375,-544.6449936100001,325300,44,100.0,253,16255,2415.983642578125,0.2,0.004683852195739746,0.096424975,0.865517795085907,-7.643457221984863,0.014788586705981288,4832.59140625,0.4979999899864197,0.0003
7427,-544.4933767900001,325400,43,100.0,254,16260,2513.610595703125,0.2,-0.0029392242431640625,0.01043529,0.8654662370681763,-7.642695045471191,0.011542353735421784,5034.0943359375,0.26599999368190763,0.0003
7456,-544.6065593200001,325500,43,100.0,255,16265,2450.60595703125,0.2,0.007755398750305176,0.047302775,0.8654777407646179,-7.642443561553955,0.005750598311715293,4902.85166015625,0.44399999976158144,0.0003
7499,-544.70123302,325600,43,100.0,256,16270,2468.8564453125,0.2,0.023228704929351807,0.1965718,0.8654282093048096,-7.642469978332519,0.008360195152636151,4946.3837890625,0.5039999783039093,0.0003
7533,-544.7303706600001,325700,43,100.0,257,16275,2468.68505859375,0.2,0.012572228908538818,0.02214593,0.8650240898132324,-7.641169643402099,-0.003939849343078094,4943.78505859375,0.2819999933242798,0.0003
7559,-544.69086186,325800,43,100.0,258,16280,2524.421142578125,0.2,0.008386433124542236,0.10142793,0.8647317886352539,-7.6383585929870605,-0.0003525505000652629,5062.7912109375,0.4379999816417694,0.0003
7596,-544.51849661,325900,42,100.0,259,16285,2379.51708984375,0.2,5.8650970458984375e-05,0.09214495,0.8646879196166992,-7.637073516845703,-0.01311781121767126,4757.69951171875,0.35599998831748964,0.0003
7630,-544.31955827,326000,42,100.0,260,16290,2491.7060546875,0.2,-0.038152217864990234,0.043973453,0.8646341562271118,-7.636943435668945,-0.00563152700651699,4998.4361328125,0.1739999920129776,0.0003
7662,-544.20781415,326100,42,100.0,261,16295,2555.39599609375,0.2,-0.027927160263061523,0.026677731,0.8644923567771912,-7.636311054229736,-0.0031448285168153233,5122.89755859375,0.28399999886751176,0.0003
7695,-544.40237701,326200,42,100.0,262,16300,2433.414794921875,0.2,-0.05539858341217041,0.040338874,0.8643631935119629,-7.635417175292969,0.006541693586041219,4911.73388671875,0.24199999272823333,0.0003
7717,-544.43741197,326300,42,100.0,263,16305,2584.314453125,0.2,-0.0035191774368286133,0.039708026,0.8642146587371826,-7.634572696685791,0.011978944722068263,5175.10791015625,0.29199999533593657,0.0003
7739,-544.21090157,326400,42,100.0,264,16310,2531.527099609375,0.2,-0.0046041011810302734,0.090094,0.864013671875,-7.633191776275635,0.026296061471657594,5096.79150390625,0.41999998688697815,0.0003
7763,-543.9260706800001,326500,42,100.0,265,16315,2404.1015625,0.2,0.011914372444152832,0.023676766,0.863478422164917,-7.631170082092285,-0.012892582952918018,4810.4458984375,0.25799999535083773,0.0003
7782,-543.75585586,326600,41,100.0,266,16320,2417.666748046875,0.2,-0.0014880895614624023,0.23675525,0.8631728887557983,-7.627360439300537,-0.029251596317044458,4844.31318359375,0.513999980688095,0.0003
7811,-544.13567387,326700,41,100.0,267,16325,2295.284423828125,0.2,0.004336237907409668,0.028399086,0.8627933859825134,-7.6256359100341795,0.0037449960020239812,4600.0689453125,0.25199999175965787,0.0003
7832,-544.1116593200001,326800,41,100.0,268,16330,2361.6171875,0.2,0.006293177604675293,0.392772,0.8623623251914978,-7.622459983825683,0.040000635612523185,4729.3357421875,0.5379999816417694,0.0003
7852,-544.1157517099999,326900,41,100.0,269,16335,2410.40673828125,0.2,0.010781705379486084,0.047915477,0.8622772097587585,-7.62033748626709,-0.0016888977916096337,4820.459765625,0.31199998781085014,0.0003
7870,-543.99300715,327000,41,100.0,270,16340,2508.96240234375,0.2,0.008926212787628174,0.052575696,0.8620811700820923,-7.619840526580811,-0.004897142730624182,5019.79326171875,0.43199998140335083,0.0003
7889,-543.83023499,327100,41,100.0,271,16345,2370.63818359375,0.2,0.011378884315490723,0.038643148,0.8620260953903198,-7.6184995651245115,-0.004631818981579272,4745.57744140625,0.3679999947547913,0.0003
7909,-543.72996806,327200,41,100.0,272,16350,2436.99609375,0.2,0.012153685092926025,0.03810691,0.8622991442680359,-7.618843078613281,0.014095740752236453,4878.83486328125,0.3239999920129776,0.0003
7933,-543.7224582000001,327300,41,100.0,273,16355,2441.656494140625,0.2,0.020187020301818848,0.088882886,0.8623431921005249,-7.620312690734863,0.0022715973331287388,4887.5529296875,0.4319999933242798,0.0003
7948,-543.44343151,327400,41,100.0,274,16360,2567.580322265625,0.2,0.00458449125289917,0.065205984,0.8620208501815796,-7.619198036193848,0.0021370355352701154,5138.10791015625,0.46999999284744265,0.0003
7965,-538.5181091,327500,41,99.14,275,16365,2409.724853515625,0.2,0.010565459728240967,0.032042243,0.8616864681243896,-7.616302490234375,0.003482690702367108,4820.3126953125,0.36999998688697816,0.0003
7995,-538.3992784399999,327600,40,99.14,276,16370,2560.6484375,0.2,0.03835779428482056,0.37259105,0.8615074157714844,-7.614525890350341,0.03817739554215223,5217.14765625,0.5559999823570252,0.0003
8023,-538.4596463199999,327700,40,99.14,277,16375,2934.749267578125,0.2,-0.07882559299468994,0.13391913,0.8614013195037842,-7.613541793823242,0.022203379092388786,5928.02685546875,0.3780000001192093,0.0003
8053,-538.1003144499999,327800,40,99.14,278,16380,3174.064697265625,0.2,-0.09524190425872803,0.0323452,0.8613051176071167,-7.612879276275635,-1.513570205133874e-05,6393.46044921875,0.17599999383091927,0.0003
8073,-538.2445634899999,327900,40,99.14,279,16385,3423.69189453125,0.2,-0.042305588722229004,0.033008274,0.8612227439880371,-7.612237071990966,-0.016753652834449895,6891.11494140625,0.18399999439716339,0.0003
8098,-538.21243753,328000,40,99.14,280,16390,3431.21044921875,0.2,-0.07718920707702637,0.0296106,0.8611770868301392,-7.611751651763916,-0.010605380766173766,6921.46357421875,0.17599999941885472,0.0003
8121,-538.0316256499999,328100,40,99.14,281,16395,3376.297607421875,0.2,-0.08351683616638184,0.041479997,0.8611092567443848,-7.611429595947266,-0.009192908111890575,6783.726953125,0.18999999351799488,0.0003
8155,-538.1577992299999,328200,40,99.14,282,16400,3319.301025390625,0.2,0.09205085039138794,0.057094067,0.8610256910324097,-7.61087007522583,-0.015069166652392597,6716.599609375,0.23799999952316284,0.0003
8181,-537.9897268899999,328300,40,99.14,283,16405,3855.284912109375,0.2,-0.3448193073272705,0.04052382,0.8609630465507507,-7.610344886779785,-0.012757721336674877,7702.05576171875,0.2859999969601631,0.0003
8207,-538.06745571,328400,40,99.14,284,16410,3007.754150390625,0.2,0.17279595136642456,0.018127628,0.8609208464622498,-7.6099609375,-0.0064764956561703,6087.97080078125,0.08599999621510505,0.0003
8230,-538.11727073,328500,39,99.14,285,16415,3672.529052734375,0.2,-0.07041144371032715,0.043738026,0.8608829379081726,-7.609696865081787,-0.009880195312143769,7393.52646484375,0.22999999187886716,0.0003
8261,-538.29874581,328600,39,99.14,286,16420,3732.814697265625,0.2,-0.019895076751708984,0.01982823,0.860850989818573,-7.609440040588379,-0.007234587043058127,7497.94814453125,0.12599999606609344,0.0003
8292,-532.69294544,328700,39,98.23,287,16425,3664.55029296875,0.2,-0.16858935356140137,0.016431004,0.8608364462852478,-7.609262084960937,-0.002799948587198742,7363.56220703125,0.11199999824166298,0.0003
8318,-532.66450918,328800,39,98.23,288,16430,5594.52587890625,0.2,0.03217744827270508,0.029152397,0.860846996307373,-7.609225654602051,0.01188274044834543,11295.0625,0.12399999648332596,0.0003
8346,-532.60536465,328900,39,98.23,289,16435,3363.729736328125,0.2,0.08944052457809448,0.056208085,0.8608667850494385,-7.609329032897949,0.015710387401304614,6806.31728515625,0.27799999713897705,0.0003
8367,-532.77966979,329000,39,98.23,290,16440,3638.940673828125,0.2,-0.16764092445373535,0.017256761,0.8608890771865845,-7.609468555450439,-0.0011545469358679838,7331.367578125,0.11399999931454659,0.0003
8387,-533.02412571,329100,39,98.23,291,16445,3152.580810546875,0.2,0.033092379570007324,0.024156788,0.8609084486961365,-7.609609699249267,-0.0031444048070625287,6389.271484375,0.1180000003427267,0.0003
8408,-533.00827299,329200,39,98.23,292,16450,3230.78125,0.2,-0.12641394138336182,0.015947524,0.8608998656272888,-7.609682273864746,-0.005542841257010878,6486.6953125,0.11799999326467514,0.0003
8431,-533.2046778299999,329300,39,98.23,293,16455,2953.99658203125,0.2,0.09002441167831421,0.014641882,0.8608875274658203,-7.609587383270264,-0.006917840136156883,5962.65009765625,0.053999999538064,0.0003
8451,-533.2250926199999,329400,38,98.23,294,16460,3176.118408203125,0.2,-0.21590662002563477,0.0190121,0.8608684539794922,-7.609487056732178,-0.005322255283681443,6410.656640625,0.09599999934434891,0.0003
8470,-527.8080352,329500,38,97.25,295,16465,2746.288330078125,0.2,0.14871889352798462,0.0062369523,0.8608614802360535,-7.609371471405029,-0.0023408584267599506,5506.6236328125,0.01799999997019768,0.0003
8490,-527.8870593799999,329600,38,97.25,296,16470,3784.7080078125,0.2,-0.16783154010772705,0.034084495,0.8608647584915161,-7.609363460540772,-0.023454666673933387,7628.05029296875,0.17999999672174455,0.0003
8513,-528.07533466,329700,38,97.25,297,16475,2640.6171875,0.2,0.054830968379974365,0.022157272,0.8608496189117432,-7.6093446731567385,-0.009110161964781583,5308.9046875,0.11799999922513962,0.0003
8541,-528.18688068,329800,38,97.25,298,16480,2830.9677734375,0.2,-0.10548281669616699,0.043348704,0.8608211874961853,-7.609197807312012,-0.0074240968187950784,5703.45234375,0.18399999439716339,0.0003
8559,-528.12631439,329900,38,97.25,299,16485,2561.1875,0.2,0.08830904960632324,0.026395222,0.8607654571533203,-7.608918380737305,-0.011670647162827664,5146.73154296875,0.15599999874830245,0.0003
8591,-528.27614527,330000,38,97.25,300,16490,2882.369873046875,0.2,-0.011563658714294434,0.027426418,0.860726535320282,-7.608528709411621,-0.007901571542606688,5830.65419921875,0.12599999383091925,0.0003
8616,-528.17418318,330100,38,97.25,301,16495,2752.952880859375,0.2,0.060199201107025146,0.010342846,0.8607026934623718,-7.608321189880371,0.00097336097896914,5538.27880859375,0.057999997213482854,0.0003
8637,-528.37424786,330200,38,97.25,302,16500,2989.33935546875,0.2,-0.1662980318069458,0.025380384,0.8606845736503601,-7.608165454864502,-0.013313950225710868,6025.646484375,0.10599999502301216,0.0003
8661,-528.27583544,330300,38,97.25,303,16505,2675.73193359375,0.2,0.029847562313079834,0.028692972,0.8606423139572144,-7.607993316650391,-0.01285986655857414,5408.2693359375,0.12400000058114528,0.0003
8686,-528.51833297,330400,38,97.25,304,16510,2820.30810546875,0.2,0.08003872632980347,0.031586792,0.8606036901473999,-7.60768346786499,-0.003147511421775562,5649.3626953125,0.1839999932795763,0.0003
8704,-528.53662188,330500,37,97.25,305,16515,2944.21875,0.2,-0.2152625322341919,0.008024453,0.8605570793151855,-7.607411670684814,-0.0023352200289082246,5936.57080078125,0.03199999816715717,0.0003
8729,-528.52801324,330600,37,97.25,306,16520,2634.673828125,0.2,0.1272517442703247,0.025971523,0.8605062961578369,-7.607051277160645,-0.00857365769916214,5297.897265625,0.13999999761581422,0.0003
8757,-528.2624791699999,330700,37,97.25,307,16525,2834.495361328125,0.2,-0.20913422107696533,0.007458334,0.8604561686515808,-7.606701278686524,-9.539220300212037e-05,5697.77353515625,0.03999999947845936,0.0003
8784,-528.09596703,330800,37,97.25,308,16530,2593.156982421875,0.2,-0.0954902172088623,0.054635987,0.8604335188865662,-7.606385326385498,-0.0018846929306164384,5245.94716796875,0.19399999380111693,0.0003
8808,-527.9929170300001,330900,37,97.25,309,16535,2384.673583984375,0.2,0.1143026351928711,0.04984789,0.860436201095581,-7.606315803527832,-0.010279141664068448,4792.7416015625,0.23199999704957008,0.0003
8838,-528.0736524600001,331000,37,97.25,310,16540,2709.43359375,0.2,-0.10727620124816895,0.040205754,0.8604349493980408,-7.606323146820069,-0.017182149417931215,5433.5205078125,0.1899999976158142,0.0003
8868,-528.12075043,331100,37,97.25,311,16545,2500.792236328125,0.2,0.18093591928482056,0.026661918,0.8604184985160828,-7.60625467300415,-0.00657247571652988,5035.7822265625,0.1559999965131283,0.0003
8897,-528.18610256,331200,37,97.25,312,16550,2967.57861328125,0.2,-0.0365598201751709,0.08798271,0.860428512096405,-7.6062156677246096,-0.027148206681158627,5965.629296875,0.2979999978095293,0.0003
8925,-528.2493845399999,331300,37,97.25,313,16555,3001.57568359375,0.2,-0.2641690969467163,0.041940086,0.8604547381401062,-7.606327056884766,-0.004951819725101813,6073.11181640625,0.21799999251961708,0.0003
8951,-528.5605044199998,331400,37,97.25,314,16560,2549.35400390625,0.2,0.11624813079833984,0.024723113,0.8604857921600342,-7.606539726257324,-0.015182849731354508,5111.06904296875,0.11999999806284904,0.0003
8976,-528.76610478,331500,36,97.25,315,16565,2813.49072265625,0.2,-0.011137008666992188,0.06430331,0.8604950904846191,-7.606703853607177,-0.019200185761292232,5703.5193359375,0.22799999304115773,0.0003
9005,-528.7988233199999,331600,36,97.25,316,16570,2794.498046875,0.2,-0.04597795009613037,0.031123081,0.8604849576950073,-7.606715679168701,-0.007417582678317558,5615.02529296875,0.15999999679625035,0.0003
9026,-528.6205884999999,331700,36,97.25,317,16575,2792.2880859375,0.2,-0.1251664161682129,0.032162722,0.8604511618614197,-7.606584739685059,-0.0007972332416102291,5643.1447265625,0.1799999952316284,0.0003
9049,-528.49330055,331800,36,97.25,318,16580,2529.54833984375,0.2,0.04776698350906372,0.050733328,0.8604103326797485,-7.606319332122803,-0.015483110412606037,5099.55732421875,0.2359999895095825,0.0003
9073,-528.20580552,331900,36,97.25,319,16585,2639.3310546875,0.2,0.02625572681427002,0.050594397,0.8603550791740417,-7.606024646759034,-0.006439472918282263,5310.980078125,0.2619999904185534,0.0003
9092,-528.51166862,332000,36,97.25,320,16590,2729.690673828125,0.2,0.11097711324691772,0.059082273,0.8603124618530273,-7.605660152435303,-0.010287290099950042,5524.35263671875,0.235999995470047,0.0003
9113,-522.92535222,332100,36,96.3,321,16595,3019.646240234375,0.2,-0.37572312355041504,0.026336282,0.8602752685546875,-7.605398368835449,-0.010587335423042531,6052.287109375,0.16999999582767486,0.0003
9141,-523.03651183,332200,36,96.3,322,16600,3614.380126953125,0.2,0.22121000289916992,0.037739985,0.8602599501609802,-7.6051942825317385,-0.010287636301654857,7303.12568359375,0.1779999930411577,0.0003
9163,-522.9566414,332300,36,96.3,323,16605,2939.508544921875,0.2,-0.3674900531768799,0.02867263,0.8602306246757507,-7.605086040496826,-0.013811967489891686,5926.5984375,0.1459999967366457,0.0003
9194,-523.04108204,332400,36,96.3,324,16610,2377.384033203125,0.2,-0.015416383743286133,0.052074246,0.8601943850517273,-7.60485315322876,-0.003843382110062521,4797.19208984375,0.18999999165534973,0.0003
9222,-523.30357013,332500,36,96.3,325,16615,2450.360595703125,0.2,-0.01475369930267334,0.086813845,0.8601655960083008,-7.60462007522583,-0.0016872364401933737,4943.30751953125,0.34199998527765274,0.0003
9248,-523.45901637,332600,35,96.3,326,16620,2395.022216796875,0.2,0.07909822463989258,0.027326792,0.8602020144462585,-7.604569816589356,-0.0006142089230706915,4798.20703125,0.17799999713897705,0.0003
9276,-523.3919215799999,332700,35,96.3,327,16625,2523.5,0.2,-0.019881010055541992,0.04192417,0.8602360486984253,-7.6049017906188965,-0.018429362430470064,5087.1771484375,0.18199999630451202,0.0003
9296,-523.29252175,332800,35,96.3,328,16630,2613.718017578125,0.2,-0.014075517654418945,0.022560196,0.8602612018585205,-7.605092144012451,-0.008365578582743182,5253.1232421875,0.16399999856948852,0.0003
9314,-523.1396926499999,332900,35,96.3,329,16635,2500.3671875,0.2,0.048937201499938965,0.023213556,0.8602403998374939,-7.6051685333251955,-0.012225810543168337,5027.7037109375,0.13199999630451204,0.0003
9335,-523.01313277,333000,35,96.3,330,16640,2655.704345703125,0.2,-0.23987901210784912,0.022253746,0.8601872324943542,-7.604900074005127,-0.0004403228114824742,5366.63193359375,0.1179999977350235,0.0003
9356,-522.8998430099999,333100,35,96.3,331,16645,2360.11865234375,0.2,-0.050798892974853516,0.03452425,0.8601409196853638,-7.604507541656494,-0.009314430389349582,4758.13525390625,0.16999999582767486,0.0003
9371,-522.9561016,333200,35,96.3,332,16650,2181.461181640625,0.2,0.00942087173461914,0.03786447,0.8601046800613403,-7.604245376586914,-0.011678282041248166,4396.22197265625,0.15199999511241913,0.0003
9385,-522.98401599,333300,35,96.3,333,16655,2238.60546875,0.2,0.13369756937026978,0.020988928,0.8601025342941284,-7.604074573516845,-0.004287257679970935,4506.509765625,0.11399999484419823,0.0003
9401,-523.1135010099999,333400,35,96.3,334,16660,2655.506103515625,0.2,-0.01610422134399414,0.01588431,0.8600541353225708,-7.604015827178955,-0.003911332024836156,5348.3826171875,0.06799999848008156,0.0003
9418,-523.14424879,333500,35,96.3,335,16665,2567.57568359375,0.2,-0.10628414154052734,0.027332572,0.8599736094474792,-7.603571891784668,-0.008045884491730248,5161.4681640625,0.1379999987781048,0.0003
9434,-523.2043173,333600,35,96.3,336,16670,2396.048828125,0.2,0.062401533126831055,0.0536132,0.859920859336853,-7.603076076507568,-0.01557706572857569,4810.7669921875,0.29399999156594275,0.0003
9447,-523.48745761,333700,35,96.3,337,16675,2532.042724609375,0.2,0.16919034719467163,0.025821574,0.8598731756210327,-7.602762985229492,-0.006665055587654933,5106.06845703125,0.1179999977350235,0.0003
9461,-523.8358615100001,333800,35,96.3,338,16680,2939.72802734375,0.2,-0.10885798931121826,0.030605864,0.8598269820213318,-7.602421474456787,-0.007234858877973238,5898.5509765625,0.1499999940395355,0.0003
9477,-523.6777978599999,333900,35,96.3,339,16685,2673.70751953125,0.2,-0.35210347175598145,0.01324495,0.8597938418388367,-7.602114009857178,-0.0010698623525968287,5409.928125,0.061999997869133947,0.0003
9491,-523.64258046,334000,35,96.3,340,16690,2193.869140625,0.2,0.17278927564620972,0.024661187,0.85976243019104,-7.601909065246582,-0.013179343387309927,4410.7197265625,0.10999999791383744,0.0003
9504,-523.64455217,334100,35,96.3,341,16695,2453.21484375,0.2,0.03861510753631592,0.02600632,0.8597307205200195,-7.601662063598633,-0.00030945109192543897,4946.84892578125,0.1499999940395355,0.0003
9516,-523.6679629299999,334200,35,96.3,342,16700,2687.94873046875,0.2,-0.07157325744628906,0.034575533,0.8597016334533691,-7.601482295989991,-0.02245615042775171,5402.48623046875,0.15799999423325062,0.0003
9530,-524.02038192,334300,35,96.3,343,16705,2467.4169921875,0.2,0.13336306810379028,0.057240285,0.8596277236938477,-7.601157760620117,-0.008121478593966457,4972.075,0.2859999969601631,0.0003
9543,-524.3499271599999,334400,35,96.3,344,16710,2761.656005859375,0.2,0.009684324264526367,0.04302533,0.8595556020736694,-7.600623035430909,-0.016040092952607665,5547.13525390625,0.22799999117851258,0.0003
9557,-524.3937354,334500,34,96.3,345,16715,2732.244384765625,0.2,-0.04216408729553223,0.079477206,0.8595302104949951,-7.600230026245117,-0.01811946741436259,5501.84052734375,0.31599999219179153,0.0003
9584,-524.76408209,334600,34,96.3,346,16720,2765.3466796875,0.2,-0.15945470333099365,0.014302864,0.8595179915428162,-7.600125980377197,0.004204623271652963,5562.62607421875,0.12199999876320362,0.0003
9610,-524.7403032599999,334700,34,96.3,347,16725,2400.3017578125,0.2,-0.07345175743103027,0.07742204,0.8595520257949829,-7.6001160621643065,-0.009311081931082299,4818.09150390625,0.3119999900460243,0.0003
9630,-524.63880291,334800,34,96.3,348,16730,2301.84033203125,0.2,-0.13998746871948242,0.020916123,0.8595954775810242,-7.600446033477783,-0.0013429583596007433,4680.65791015625,0.12999999821186065,0.0003
9647,-524.52186022,334900,34,96.3,349,16735,2172.669921875,0.2,0.06822097301483154,0.06642995,0.8596489429473877,-7.600731754302979,-0.021026025444007244,4370.5802734375,0.29599999338388444,0.0003
9683,-524.4740591500001,335000,34,96.3,350,16740,2387.4765625,0.2,0.08230161666870117,0.024888134,0.8597084879875183,-7.601127243041992,-0.009618430575937965,4795.934765625,0.14399999529123306,0.0003
9704,-524.49091337,335100,34,96.3,351,16745,2618.901123046875,0.2,-0.22933697700500488,0.024609417,0.8597702980041504,-7.6015417098999025,-0.013290260672567911,5259.9197265625,0.14799999445676804,0.0003
9719,-524.39103191,335200,34,96.3,352,16750,2248.92529296875,0.2,0.0790373682975769,0.016787013,0.8598095774650574,-7.6019142150878904,-0.0020191072682791853,4522.1318359375,0.0899999976158142,0.0003
9736,-524.0569472300001,335300,34,96.3,353,16755,2324.74853515625,0.2,0.030803799629211426,0.03631045,0.8598057627677917,-7.602058696746826,-0.01127605788415167,4675.52412109375,0.1939999967813492,0.0003
9754,-524.0100415,335400,34,96.3,354,16760,2583.20947265625,0.2,-0.041031718254089355,0.024224328,0.8597939014434814,-7.601970767974853,-0.008384327735984697,5187.25830078125,0.16399999260902404,0.0003
9771,-524.1092170900001,335500,34,96.3,355,16765,2327.551025390625,0.2,0.0177077054977417,0.020451868,0.8598116636276245,-7.601954746246338,-0.015721466812829023,4699.87314453125,0.09199999570846558,0.0003
9787,-524.37010934,335600,34,96.3,356,16770,2568.235107421875,0.2,-0.1411217451095581,0.050074514,0.8598310351371765,-7.602098274230957,-0.010573984034272144,5167.6873046875,0.2819999951869249,0.0003
9809,-524.4155087600002,335700,34,96.3,357,16775,2223.292236328125,0.2,0.1516047716140747,0.02286374,0.8598214983940125,-7.6021393775939945,-0.011775106869754382,4473.0248046875,0.1260000005364418,0.0003
9836,-524.5910297500001,335800,34,96.3,358,16780,2524.587158203125,0.2,-0.0875779390335083,0.028412117,0.859829306602478,-7.60209436416626,-0.01041980440786574,5082.34453125,0.16599999517202377,0.0003
9863,-524.4724541500001,335900,34,96.3,359,16785,2353.99072265625,0.2,0.09464877843856812,0.034311563,0.8598518371582031,-7.602198696136474,-0.015522478066850453,4724.33681640625,0.16799999326467513,0.0003
9886,-524.30122327,336000,33,96.3,360,16790,2475.819580078125,0.2,0.033274292945861816,0.105860785,0.859857439994812,-7.602334785461426,-0.01634947101774742,4970.2390625,0.3659999962896109,0.0003
9910,-524.56710847,336100,33,96.3,361,16795,2733.142578125,0.2,-0.2768672704696655,0.03965022,0.8598587512969971,-7.602346897125244,-0.0019977567499154247,5535.02119140625,0.23199999518692493,0.0003
9929,-524.74976483,336200,33,96.3,362,16800,2283.18896484375,0.2,-0.007300019264221191,0.048835825,0.8598759174346924,-7.602401542663574,-0.015550913043261972,4579.89736328125,0.23799999356269835,0.0003
9955,-525.00961944,336300,33,96.3,363,16805,2249.838623046875,0.2,-0.004216432571411133,0.04602276,0.859900176525116,-7.602548217773437,-0.004015924854320474,4518.5603515625,0.21999999843537807,0.0003
9982,-525.0037641,336400,33,96.3,364,16810,2300.53369140625,0.2,-0.0015685558319091797,0.020989422,0.8599238395690918,-7.602694797515869,-0.009611509871669454,4648.21943359375,0.11999999731779099,0.0003
