rollout/ep_rew_mean,train/n_updates,time/fps,time/time_elapsed,rollout/ep_len_mean,train/critic_loss,time/episodes,train/learning_rate,rollout/success rate,train/actor_loss,time/total timesteps
-25.70151835,324560,45,7087,40.37,439.937321472168,4933,0.001,0.72,123.06099929809571,324661
-25.925066580000006,324660,45,7110,41.3,451.1808399200439,4934,0.001,0.71,123.8452033996582,324761
-25.96414817,,45,7115,41.31,,4935,,0.71,,324774
-26.281095130000004,324760,45,7143,42.28,524.2326601028442,4936,0.001,0.7,122.71261367797851,324874
-27.153225500000005,324800,45,7156,42.66,411.6336193084717,4937,0.001,0.7,122.34750213623047,324919
-27.12156793,324820,45,7160,42.48,332.34095134735105,4938,0.001,0.7,122.35707244873046,324930
-26.74823562,324840,45,7169,41.59,523.7665927886962,4939,0.001,0.71,122.1491943359375,324941
-26.75457891,,45,7172,41.6,,4940,,0.71,,324948
-25.83627084,324860,45,7189,40.84,415.17254028320315,4941,0.001,0.72,123.29862823486329,324972
-23.518930310000005,324960,45,7211,40.84,489.147513961792,4942,0.001,0.72,124.57866973876953,325072
-23.491702300000007,324980,45,7222,40.71,679.5090988159179,4943,0.001,0.72,122.03135299682617,325085
-23.701806610000002,325080,44,7254,41.1,361.432653427124,4944,0.001,0.71,122.9998405456543,325185
-23.79453048,,44,7257,41.03,,4945,,0.71,,325191
-23.623937290000004,,44,7266,40.99,,4946,,0.71,,325200
-24.268074000000002,325180,44,7292,41.91,501.77096633911134,4947,0.001,0.7,123.42028732299805,325300
-24.218681659999998,325200,44,7294,41.91,501.1572776794434,4948,0.001,0.7,123.23229904174805,325305
-24.214748,,44,7296,41.91,,4949,,0.7,,325313
-24.23461132,325220,44,7299,41.91,420.6771963119507,4950,0.001,0.7,124.13330535888672,325322
-25.266984130000004,325320,44,7326,42.83,398.70507354736327,4951,0.001,0.69,122.34173126220703,325422
-25.271002010000004,,44,7330,42.83,,4952,,0.69,,325430
-25.273146170000004,325340,44,7335,42.88,357.65717906951903,4953,0.001,0.69,122.09095840454101,325441
-25.26701819,325440,44,7355,42.88,646.7118888854981,4954,0.001,0.69,121.67593612670899,325541
-25.278389600000004,,44,7358,42.94,,4955,,0.69,,325552
-26.12846935,325540,44,7380,43.89,445.36648712158205,4956,0.001,0.68,124.55842742919921,325652
-26.128183410000002,325560,44,7384,43.87,439.9214553833008,4957,0.001,0.68,122.4316177368164,325664
-26.329628740000004,325640,43,7407,44.64,517.4913608551026,4958,0.001,0.68,123.4396858215332,325747
-25.694888369999997,,43,7409,43.72,,4959,,0.69,,325755
-25.631980249999998,,43,7421,43.29,,4960,,0.69,,325759
-25.741421899999995,325740,43,7445,43.29,467.65119590759275,4961,0.001,0.69,123.54743423461915,325859
-26.69527958,325840,43,7476,44.2,370.27903747558594,4962,0.001,0.68,123.97269668579102,325959
-26.740509320000005,325860,43,7489,43.84,380.2563367843628,4963,0.001,0.68,124.32771606445313,325967
-27.89566043,325960,43,7515,44.81,465.21730918884276,4964,0.001,0.67,122.49417648315429,326067
-27.021730769999998,325980,43,7534,44.58,634.3762290954589,4965,0.001,0.67,123.39877090454101,326100
-26.93140418,326000,43,7537,44.61,579.20834274292,4966,0.001,0.67,123.059375,326112
-24.915908429999995,,43,7540,43.65,,4967,,0.68,,326116
-25.800245769999997,326100,43,7562,44.56,388.4890453338623,4968,0.001,0.67,124.63652572631835,326216
-25.944238870000003,326200,43,7588,45.47,450.2160779953003,4969,0.001,0.66,122.90671310424804,326316
-26.88166457,326300,42,7609,46.41,308.3731876373291,4970,0.001,0.65,124.55911788940429,326416
-27.877499450000006,326400,42,7630,47.36,379.34947605133056,4971,0.001,0.64,123.35321807861328,326516
-27.77661222,326420,42,7633,47.19,593.7704566955566,4972,0.001,0.64,123.08117752075195,326526
-28.001699210000005,326520,42,7649,47.19,497.1767997741699,4973,0.001,0.64,123.18816986083985,326626
-27.2573807,326620,42,7672,47.19,707.3095016479492,4974,0.001,0.64,120.58610153198242,326726
-27.246702920000004,,42,7675,47.16,,4975,,0.64,,326733
-26.58769341,326640,42,7678,46.25,453.15750846862795,4976,0.001,0.65,123.41334457397461,326742
-26.7456025,326740,42,7702,46.87,422.37195148468015,4977,0.001,0.64,124.33362426757813,326842
-25.095580029999997,,42,7704,46.27,,4978,,0.64,,326848
-25.205649479999998,,42,7706,46.17,,4979,,0.64,,326856
-24.422563,326780,42,7712,45.45,394.3352830886841,4980,0.001,0.65,123.49955444335937,326884
-24.489416590000005,,42,7717,45.5,,4981,,0.65,,326896
-24.735850990000003,326860,42,7738,46.26,489.11584148406985,4982,0.001,0.65,125.88154449462891,326978
-24.712329900000004,326920,42,7754,46.7,395.4034961700439,4983,0.001,0.65,122.98574371337891,327034
-23.81098431000001,326940,42,7758,45.82,454.0422588348389,4984,0.001,0.66,124.11885833740234,327046
-28.232788550000006,327040,42,7778,46.76,522.6482437133789,4985,0.001,0.65,123.47603988647461,327146
-28.095797830000002,,42,7781,46.27,,4986,,0.65,,327153
-28.05061153,327060,42,7785,46.27,445.10869426727294,4987,0.001,0.65,124.44941787719726,327169
-27.786987230000005,,42,7786,45.31,,4988,,0.66,,327173
-27.936503469999998,327080,41,7796,45.35,425.9017118453979,4989,0.001,0.66,123.79374694824219,327186
-27.451391149999996,,41,7801,44.49,,4990,,0.67,,327200
-27.357780279999993,327100,41,7803,44.29,533.0521560668946,4991,0.001,0.67,123.5043930053711,327205
-26.809052679999994,,41,7806,43.37,,4992,,0.68,,327213
-25.998476429999997,,41,7809,42.44,,4993,,0.69,,327220
-26.45508425,327200,41,7844,42.44,581.635122680664,4994,0.001,0.69,123.01545791625976,327320
-26.92150155,327300,41,7865,43.36,526.1293216705322,4995,0.001,0.68,122.8780387878418,327420
-27.515779329999997,327400,41,7890,44.31,467.5201765060425,4996,0.001,0.67,123.7673095703125,327520
-27.082222929999997,327420,41,7900,43.5,594.1834669113159,4997,0.001,0.68,121.87691879272461,327539
-29.041020969999998,327520,41,7923,44.23,541.8479499816895,4998,0.001,0.67,123.34295349121093,327639
-33.548486069999996,327620,41,7945,45.17,500.03311786651614,4999,0.001,0.66,122.59825286865234,327739
-33.6604444,327640,41,7952,45.18,466.2548770904541,5000,0.001,0.66,124.28339004516602,327744
-33.71251693,327660,41,7959,45.37,490.0553102493286,5001,0.001,0.66,123.44119567871094,327772
-33.050745469999995,,41,7960,44.39,,5002,,0.67,,327774
-33.83406641,327760,41,7977,45.32,443.52451038360596,5003,0.001,0.66,123.41460342407227,327874
-29.49086856,327780,41,7980,44.41,580.4540863037109,5004,0.001,0.67,125.25420150756835,327883
-30.16801772,327880,40,8004,45.29,549.3955657958984,5005,0.001,0.66,123.97671127319336,327983
-29.42272257,,40,8007,44.39,,5006,,0.67,,327993
-29.825627880000006,327900,40,8011,44.44,331.14902782440186,5007,0.001,0.67,123.55302963256835,328010
-29.35032867,328000,40,8029,44.44,494.09299812316897,5008,0.001,0.67,123.53390884399414,328110
-28.017573989999995,328020,40,8042,43.67,411.3740234375,5009,0.001,0.68,125.65717926025391,328133
-28.22279048,328080,40,8070,43.23,402.5674100875855,5010,0.001,0.69,123.39290618896484,328189
-28.20845141,,40,8073,43.21,,5011,,0.69,,328194
-28.16196242,328120,40,8085,43.41,545.446876335144,5012,0.001,0.69,124.47584762573243,328227
-28.196653709999996,328160,40,8096,43.56,655.799368095398,5013,0.001,0.69,122.52397689819335,328262
-28.372351749999993,,40,8101,43.41,,5014,,0.69,,328280
-28.39246728,328180,40,8106,43.49,555.0544731140137,5015,0.001,0.69,123.93682479858398,328296
-28.18645984,328200,40,8116,42.74,539.8862836837768,5016,0.001,0.69,123.65098342895507,328308
-28.19141301,,40,8123,42.69,,5017,,0.69,,328315
-28.135278479999997,328220,40,8126,42.4,502.73466777801514,5018,0.001,0.69,124.98309173583985,328326
-28.174211459999995,328240,40,8133,42.54,387.53519229888917,5019,0.001,0.69,124.20295333862305,328346
-27.13324433999999,,40,8137,41.6,,5020,,0.7,,328352
-27.126479579999994,,40,8139,41.6,,5021,,0.7,,328357
-27.38441046999999,328340,40,8157,42.35,405.21954650878905,5022,0.001,0.69,125.66103820800781,328457
-27.374540989999993,328360,40,8160,42.32,662.9821926116944,5023,0.001,0.69,122.70447387695313,328462
-26.77761321,,40,8161,41.37,,5024,,0.7,,328467
-26.163111149999995,,40,8164,40.43,,5025,,0.71,,328473
-26.1754576,,40,8168,40.41,,5026,,0.71,,328480
-28.44278336,328460,40,8185,41.36,307.94670848846437,5027,0.001,0.7,125.1791259765625,328580
-28.288638639999995,328520,40,8200,41.11,422.2888963699341,5028,0.001,0.7,123.04328079223633,328629
-28.87974845,328620,39,8230,42.01,357.04827213287354,5029,0.001,0.69,125.62457275390625,328729
-28.867385609999996,,39,8233,41.9,,5030,,0.69,,328733
-28.888005330000002,328640,39,8236,41.89,438.188205909729,5031,0.001,0.69,124.71521301269532,328743
-28.721118220000005,328740,39,8263,41.89,426.3114370346069,5032,0.001,0.69,123.41157531738281,328843
-29.632822290000004,328840,39,8284,42.82,503.609056854248,5033,0.001,0.68,124.30196685791016,328943
-29.402081850000005,,39,8287,41.9,,5034,,0.69,,328951
-29.42188912000001,328880,39,8296,42.18,456.3916694641113,5035,0.001,0.69,124.9403579711914,328992
-29.280823450000003,328900,39,8300,41.28,578.2643064498901,5036,0.001,0.7,123.88399810791016,329002
-28.767288090000008,,39,8303,40.97,,5037,,0.7,,329016
-28.70698662,328920,39,8307,40.91,583.4874034881592,5038,0.001,0.7,123.55156326293945,329021
-28.808784850000002,328960,39,8320,41.29,569.2543237686157,5039,0.001,0.7,123.09394836425781,329070
-28.80704134,328980,39,8323,41.34,509.3953950881958,5040,0.001,0.7,124.3526840209961,329082
-28.776816370000002,,39,8326,41.17,,5041,,0.7,,329089
-27.807722369999997,329000,39,8335,40.34,505.03683547973634,5042,0.001,0.71,122.79943237304687,329106
-28.003693170000002,,39,8354,40.34,,5043,,0.71,,329119
-28.697754630000006,329100,39,8387,40.34,543.5533470153808,5044,0.001,0.71,123.73715438842774,329219
-30.74855462,329200,39,8418,41.28,464.2861093521118,5045,0.001,0.7,123.99163360595703,329319
-30.749912249999998,329220,39,8430,41.25,523.6831558227539,5046,0.001,0.7,124.01940841674805,329325
-30.10408,,39,8433,40.32,,5047,,0.71,,329332
-30.220758739999997,329240,39,8437,40.36,728.0775508880615,5048,0.001,0.71,125.02595138549805,329341
-30.23453825,,39,8441,40.4,,5049,,0.71,,329353
-31.005873969999996,329340,38,8462,41.31,499.8831275939941,5050,0.001,0.7,124.55021667480469,329453
-30.346505280000002,329360,38,8469,40.54,352.3135814666748,5051,0.001,0.71,124.29149780273437,329476
-35.4345395,329460,38,8488,41.46,520.8487205505371,5052,0.001,0.7,123.4020164489746,329576
-35.42248952,,38,8495,41.37,,5053,,0.7,,329578
-34.88980321,329480,38,8499,40.51,474.6105846405029,5054,0.001,0.71,124.71919021606445,329592
-34.8784972,,38,8506,40.45,,5055,,0.71,,329597
-34.73296875,329580,38,8530,40.45,476.1131134033203,5056,0.001,0.71,124.75690231323242,329697
-34.71536023,329600,38,8539,40.45,440.5406789779663,5057,0.001,0.71,125.60509033203125,329709
-34.63885124,329620,38,8543,39.77,488.0463167190552,5058,0.001,0.71,125.11493301391602,329724
-34.64302854,,38,8546,39.77,,5059,,0.71,,329732
-35.24182244,329720,38,8565,40.73,435.9322425842285,5060,0.001,0.7,123.94104919433593,329832
-34.71392192,329740,38,8571,39.96,505.2109256744385,5061,0.001,0.71,123.61952514648438,329855
-33.70098004,,38,8574,38.99,,5062,,0.72,,329858
-35.82707372,329840,38,8595,39.91,431.2201696395874,5063,0.001,0.71,125.20507583618163,329958
-35.31789136,329940,38,8614,39.91,507.1672632217407,5064,0.001,0.71,124.68330230712891,330058
-35.349920219999994,329960,38,8615,39.62,565.3874013900756,5065,0.001,0.71,124.48833770751953,330062
-35.96561739,330060,38,8634,40.5,548.7949806213379,5066,0.001,0.7,124.2482292175293,330162
-36.20462028,330160,38,8660,41.46,557.7749732971191,5067,0.001,0.69,124.86221923828126,330262
-35.30598535,,38,8662,40.5,,5068,,0.7,,330266
-36.00001691,330260,38,8692,40.5,534.6113533020019,5069,0.001,0.7,122.65167770385742,330366
-35.64061529,330280,37,8700,39.76,605.1203769683838,5070,0.001,0.71,121.54844284057617,330392
-35.38845189999999,330380,37,8723,39.76,399.64785327911375,5071,0.001,0.71,123.74846267700195,330492
-35.422744259999995,330400,37,8729,39.82,533.0055891036988,5072,0.001,0.71,123.63755493164062,330508
-35.03556836999999,330420,37,8733,38.95,499.34234352111815,5073,0.001,0.72,125.1285614013672,330521
-34.12541408999999,,37,8737,38.03,,5074,,0.73,,330529
-34.29025911,330440,37,8743,38.12,398.1526041030884,5075,0.001,0.73,126.87307586669922,330545
-34.275855060000005,,37,8746,38.11,,5076,,0.73,,330553
-33.76767633,,37,8748,37.16,,5077,,0.74,,330558
-33.77628936,330460,37,8751,37.19,520.1464204788208,5078,0.001,0.74,123.40300064086914,330567
-33.639432920000004,,37,8754,37.19,,5079,,0.74,,330575
-34.96511988,330560,37,8788,37.91,531.571501159668,5080,0.001,0.73,123.68768692016602,330675
-34.83319707,,37,8791,37.82,,5081,,0.73,,330678
-35.638729680000004,330660,37,8815,38.0,449.48744411468505,5082,0.001,0.72,126.13522415161133,330778
-35.57459559,330680,37,8818,37.53,457.96285781860354,5083,0.001,0.72,123.46426696777344,330787
-35.57655763,330700,37,8827,37.56,462.9771072387695,5084,0.001,0.72,124.1946891784668,330802
-31.152258469999996,,37,8831,36.65,,5085,,0.73,,330811
-31.16048009,,37,8832,36.64,,5086,,0.73,,330817
-31.811789759999996,330800,37,8855,37.48,632.1857921600342,5087,0.001,0.72,125.18255767822265,330917
-32.78057573,330900,37,8900,38.44,553.2143600463867,5088,0.001,0.71,125.49040756225585,331017
-35.666224650000004,331000,37,8929,39.31,486.2119100570679,5089,0.001,0.7,125.63658828735352,331117
-35.657381459999996,331020,37,8933,39.29,455.5274080276489,5090,0.001,0.7,123.97529449462891,331129
-35.717708730000005,331060,37,8944,39.6,374.8759136199951,5091,0.001,0.7,126.10256805419922,331165
-35.72202286000001,,37,8949,39.67,,5092,,0.7,,331180
-35.65677074999999,331080,36,8952,39.65,443.3772399902344,5093,0.001,0.7,123.93954544067383,331185
-34.74552285,,36,8955,38.73,,5094,,0.71,,331193
-34.600198109999994,331100,36,8959,37.88,731.0466884613037,5095,0.001,0.72,123.18019256591796,331208
-34.022744519999996,,36,8968,37.0,,5096,,0.73,,331220
-34.04829459,331120,36,8973,36.9,569.8036264419555,5097,0.001,0.73,123.88218383789062,331229
-31.917963059999998,,36,8976,35.99,,5098,,0.74,,331238
-27.353114250000004,331160,36,8995,35.36,477.28808517456054,5099,0.001,0.75,123.5733757019043,331275
-27.721880980000005,331180,36,9000,35.42,499.2602640151978,5100,0.001,0.75,124.51176376342774,331286
-27.877598590000005,331260,36,9019,35.95,517.8918029785157,5101,0.001,0.75,125.57327499389649,331367
-28.068444230000004,331280,36,9035,36.15,380.31762409210205,5102,0.001,0.75,126.12191009521484,331389
-27.278062350000006,,36,9044,35.24,,5103,,0.76,,331398
-27.28573988,331300,36,9047,35.26,465.31420917510985,5104,0.001,0.76,124.66849060058594,331409
-26.66502322,331320,36,9052,34.4,593.7977111816406,5105,0.001,0.77,124.25389175415039,331423
-27.429477659999996,331420,36,9072,35.3,609.4447154998779,5106,0.001,0.76,124.39873046875,331523
-29.67634533,331520,36,9100,36.13,456.1155353546143,5107,0.001,0.75,125.21096343994141,331623
-29.174804549999998,331540,36,9112,35.33,568.7193120956421,5108,0.001,0.76,124.37273254394532,331643
-29.099949700000007,,36,9116,35.19,,5109,,0.76,,331652
-28.794707840000004,331560,36,9123,34.84,431.17634296417236,5110,0.001,0.76,125.13213424682617,331673
-28.789411080000004,,36,9126,34.85,,5111,,0.76,,331679
-28.770853270000003,331580,36,9131,34.63,415.7451105117798,5112,0.001,0.76,123.8836799621582,331690
-28.719906729999998,331600,36,9137,34.42,544.329458618164,5113,0.001,0.76,123.07024459838867,331704
-28.571355740000005,,36,9143,34.39,,5114,,0.76,,331719
-29.30066893,331700,36,9176,35.23,632.7516555786133,5115,0.001,0.75,124.13871002197266,331819
-29.509960770000003,331720,36,9180,35.26,384.3404649734497,5116,0.001,0.75,124.6619644165039,331834
-30.406755750000002,331820,36,9194,36.19,442.55330352783204,5117,0.001,0.74,124.99393615722656,331934
-31.3406302,331920,36,9217,37.08,447.74512481689453,5118,0.001,0.73,123.93553466796875,332034
-31.39462935,331940,35,9228,37.05,639.5668441772461,5119,0.001,0.73,122.8202522277832,332051
-31.622797709999997,331960,35,9237,37.23,389.8854694366455,5120,0.001,0.73,125.80315551757812,332075
-31.687425159999997,331980,35,9246,37.29,436.55504875183107,5121,0.001,0.73,125.66031417846679,332086
-31.985647349999994,332080,35,9272,37.29,374.66251907348635,5122,0.001,0.73,126.26264953613281,332186
-32.063861460000005,332100,35,9284,37.54,625.1108533859253,5123,0.001,0.73,123.99378204345703,332216
-32.09904169000001,332120,35,9290,37.72,546.6648860931397,5124,0.001,0.73,125.40625457763672,332239
-32.109546990000005,332140,35,9294,37.78,395.905281829834,5125,0.001,0.73,126.35401611328125,332251
-32.144908560000005,332160,35,9300,37.92,465.19899559020996,5126,0.001,0.73,125.29374923706055,332272
-31.406333970000002,332260,35,9321,37.92,576.8872947692871,5127,0.001,0.73,124.42872314453125,332372
-31.319860850000005,332280,35,9325,37.55,444.08125762939454,5128,0.001,0.73,124.88017425537109,332384
-34.29540275,332380,35,9344,37.55,582.5784873962402,5129,0.001,0.73,125.61050415039062,332484
-34.34004392,,35,9346,37.57,,5130,,0.73,,332490
-34.320186830000004,,35,9349,37.55,,5131,,0.73,,332498
-33.66902846000001,332420,35,9358,36.81,396.976731300354,5132,0.001,0.74,125.37881164550781,332524
-33.07812502,332460,35,9371,36.28,434.6184242248535,5133,0.001,0.75,123.97280197143554,332571
-33.66326985,332560,35,9394,37.2,453.0922046661377,5134,0.001,0.74,124.58356628417968,332671
-33.61100954,,35,9397,36.88,,5135,,0.74,,332680
-33.4425329,332580,35,9400,36.83,476.78834571838377,5136,0.001,0.74,124.04293212890624,332685
-33.09947066,,35,9419,36.84,,5137,,0.74,,332700
-33.10128398,332600,35,9423,36.9,400.00244331359863,5138,0.001,0.74,125.41106796264648,332711
-34.572351000000005,332700,35,9450,37.41,496.49312019348145,5139,0.001,0.73,124.0028793334961,332811
-37.54111012,332800,35,9476,38.29,598.4537651062012,5140,0.001,0.72,124.88139572143555,332911
-38.68311581,332900,35,9495,39.22,519.2659097671509,5141,0.001,0.71,122.66579742431641,333011
-39.64394659,333000,34,9526,40.05,493.0526519775391,5142,0.001,0.7,125.6931755065918,333111
-40.025739509999994,333040,34,9541,40.34,538.8164312362671,5143,0.001,0.7,123.88039169311523,333153
-41.07688924,333140,34,9564,40.34,420.38400344848634,5144,0.001,0.7,124.99999694824218,333253
-40.03631358,333240,34,9599,40.34,420.22151679992675,5145,0.001,0.7,124.37042007446288,333353
-40.025120939999994,,34,9602,40.35,,5146,,0.7,,333360
-40.031248119999994,333260,34,9605,40.34,454.8633731842041,5147,0.001,0.7,125.54763336181641,333366
-40.68890395,333360,34,9627,41.25,539.8526426315308,5148,0.001,0.69,123.70474014282226,333466
-40.6651538,,34,9636,41.2,,5149,,0.69,,333473
-39.89016856999999,333380,34,9642,40.42,468.4847375869751,5150,0.001,0.7,125.40507049560547,333495
-39.9732269,333480,34,9681,41.19,384.05033149719236,5151,0.001,0.69,125.39346618652344,333595
-35.60241128,333580,34,9704,41.19,553.836674118042,5152,0.001,0.69,125.43162460327149,333695
-36.07972703,333680,34,9726,42.17,405.20399951934814,5153,0.001,0.68,124.57486572265626,333795
-36.08040375,333700,34,9729,42.1,515.5109558105469,5154,0.001,0.68,127.93662872314454,333802
-36.96660895,333800,34,9756,43.05,540.0896026611329,5155,0.001,0.67,122.9839370727539,333902
-36.28566026000001,,34,9761,42.23,,5156,,0.68,,333920
-36.3402224,333820,34,9764,42.24,453.199027633667,5157,0.001,0.68,125.63230972290039,333933
-36.22296757,333840,34,9768,42.19,389.6714324951172,5158,0.001,0.68,125.92634353637695,333943
-36.22252772,,34,9772,42.23,,5159,,0.68,,333955
-35.812053490000004,333880,34,9782,41.54,429.31046562194825,5160,0.001,0.69,122.45897903442383,333986
-35.776183790000005,,34,9790,41.38,,5161,,0.69,,333993
-35.78648352,,34,9792,41.41,,5162,,0.69,,333999
-33.60336274,333920,34,9803,40.74,588.3027988433838,5163,0.001,0.7,124.45828170776367,334032
-33.01445748,,34,9806,39.78,,5164,,0.71,,334036
-33.80132767,334020,34,9826,40.74,458.3604167938232,5165,0.001,0.7,124.88585205078125,334136
-33.84242292,334120,33,9846,40.74,616.0656604766846,5166,0.001,0.7,125.27385330200195,334236
-34.13919504,334220,33,9878,40.74,412.540255355835,5167,0.001,0.7,127.29584426879883,334336
-34.1578966,334240,33,9880,40.77,287.7733854293823,5168,0.001,0.7,124.2606590270996,334343
-33.22636946,,33,9884,39.89,,5169,,0.71,,334355
-32.67020555,334260,33,9890,39.83,498.3679807662964,5170,0.001,0.71,125.2198585510254,334375
-32.100369019999995,334280,33,9898,38.95,753.6952785491943,5171,0.001,0.72,123.9092185974121,334387
-32.236501180000005,,33,9902,38.92,,5172,,0.72,,334400
-33.738381200000006,334380,33,9926,39.79,446.51810817718507,5173,0.001,0.71,125.56284866333007,334500
-33.92210190000001,334420,33,9934,39.94,478.02180061340334,5174,0.001,0.71,126.25580062866212,334523
-33.74752505000001,,33,9936,39.84,,5175,,0.71,,334529
-34.77861535,334520,33,9961,40.76,419.15868797302244,5176,0.001,0.7,124.9659912109375,334629
-34.78812165,,33,9963,40.78,,5177,,0.7,,334636
-35.389428779999996,334620,33,9994,41.69,450.82534103393556,5178,0.001,0.69,124.96999053955078,334736
-35.37766614,334640,33,9995,41.67,586.5995893478394,5179,0.001,0.69,125.37443771362305,334742
-34.043244900000005,334680,33,10005,41.18,292.74866619110105,5180,0.001,0.7,127.38969192504882,334793
-34.073127830000004,,33,10008,41.22,,5181,,0.7,,334800
-33.02418273000001,334700,33,10010,40.29,390.0618673324585,5182,0.001,0.71,125.13049545288087,334807
-33.06027402,334720,33,10016,40.37,540.5498992919922,5183,0.001,0.71,124.85161895751953,334824
-33.05201374999999,,33,10023,40.3,,5184,,0.71,,334832
-33.02831395,334740,33,10028,40.38,430.1638391494751,5185,0.001,0.71,127.20794219970703,334849
-33.01519379,,33,10031,40.39,,5186,,0.71,,334856
-32.28822029,334760,33,10033,39.44,582.1626615524292,5187,0.001,0.72,124.90676803588867,334861
-32.40537254,334860,33,10063,39.44,453.9435007095337,5188,0.001,0.72,126.25226135253907,334961
-29.36167346,,33,10070,38.48,,5189,,0.73,,334965
-29.358080410000003,,33,10074,38.47,,5190,,0.73,,334976
-29.309955130000002,334880,33,10085,38.2,457.18914756774905,5191,0.001,0.73,124.66734619140625,334985
-30.114207649999994,334900,33,10091,38.26,432.69496898651124,5192,0.001,0.73,125.87502593994141,335006
-31.23516793,335000,33,10112,39.21,543.5207950592041,5193,0.001,0.72,125.05029983520508,335106
-31.266595969999997,,33,10115,39.25,,5194,,0.72,,335118
-31.474384430000004,335100,33,10137,40.1,480.8418739318848,5195,0.001,0.71,125.56276168823243,335218
-31.892929220000006,335200,32,10161,40.98,392.8913387298584,5196,0.001,0.7,125.35666961669922,335318
-32.238255640000006,335300,32,10183,41.89,485.42185707092284,5197,0.001,0.69,123.95099563598633,335418
-32.08222428,335320,32,10187,41.89,625.8818447113038,5198,0.001,0.69,125.37873153686523,335427
-32.030906820000006,,32,10189,41.56,,5199,,0.69,,335431
-31.648575700000002,335340,32,10197,41.68,483.2005769729614,5200,0.001,0.69,124.52592697143555,335454
-31.439166449999995,335360,32,10199,40.94,498.1317760467529,5201,0.001,0.69,124.69710769653321,335461
-31.34166360999999,,32,10206,40.9,,5202,,0.69,,335479
-31.371816329999998,335400,32,10216,41.11,612.427001953125,5203,0.001,0.69,124.24332199096679,335509
-31.369262039999995,,32,10221,41.11,,5204,,0.69,,335520
-32.16766995,335500,32,10244,41.97,429.93895092010496,5205,0.001,0.68,124.87551574707031,335620
-31.37835456,335520,32,10246,41.03,454.5034355163574,5206,0.001,0.69,125.71539764404297,335626
-29.438779909999997,335580,32,10262,40.71,556.7171041488648,5207,0.001,0.7,125.9287109375,335694
-29.348885909999993,335600,32,10265,40.58,423.8260766983032,5208,0.001,0.7,125.26045532226563,335701
-29.96088361,335700,32,10284,41.49,435.28954257965086,5209,0.001,0.69,126.02402801513672,335801
-29.621563289999997,,32,10285,41.31,,5210,,0.69,,335804
-29.71861547,,32,10287,41.29,,5211,,0.69,,335808
-29.727141239999995,335720,32,10299,41.37,581.800231552124,5212,0.001,0.69,124.17182693481445,335827
-30.449433059999997,335760,32,10316,41.64,418.49121990203855,5213,0.001,0.69,125.61969528198242,335868
-30.426239029999998,,32,10320,41.58,,5214,,0.69,,335877
-30.316493649999998,335860,32,10340,41.58,614.0511699676514,5215,0.001,0.69,125.47774887084961,335977
-30.87415238,335960,32,10367,42.43,531.2840728759766,5216,0.001,0.68,125.61709289550781,336077
-29.980159370000003,335980,32,10370,41.49,466.6437702178955,5217,0.001,0.69,125.30536270141602,336083
-29.745706619999996,336080,32,10392,41.49,396.101083946228,5218,0.001,0.69,125.6275733947754,336183
-31.501350989999995,336180,32,10431,42.32,525.6362535476685,5219,0.001,0.68,125.10603103637695,336283
-31.282325089999993,,32,10437,42.2,,5220,,0.68,,336295
-31.53403607,336280,32,10459,43.09,577.4534141540528,5221,0.001,0.67,123.87334976196288,336395
-31.046893909999994,336380,32,10481,43.09,485.7904405593872,5222,0.001,0.67,124.58479766845703,336495
-32.456769179999995,336480,32,10502,43.79,536.1596258163452,5223,0.001,0.66,125.92462158203125,336595
-32.43478241999999,336500,32,10504,43.63,424.5456069946289,5224,0.001,0.66,125.9617820739746,336602
-32.4434949,,32,10517,43.6,,5225,,0.66,,336611
-32.41043449,336520,31,10520,43.49,531.1041534423828,5226,0.001,0.66,127.21065750122071,336621
-30.90680022,,31,10524,42.66,,5227,,0.67,,336638
-31.466606860000002,336620,31,10553,43.54,519.6273756027222,5228,0.001,0.66,125.62499618530273,336738
-27.904520469999998,336640,31,10558,42.66,552.6255462646484,5229,0.001,0.67,125.74256210327148,336750
-27.9400394,,31,10562,42.7,,5230,,0.67,,336760
-28.086222000000003,336660,31,10565,42.7,635.2953750610352,5231,0.001,0.67,125.21474838256836,336768
-30.29233965,336760,31,10594,43.44,406.7233407974243,5232,0.001,0.66,124.72800369262696,336868
-30.441472089999994,336860,31,10611,43.97,556.4119110107422,5233,0.001,0.65,128.3714698791504,336968
-30.836817709999995,336960,31,10636,43.97,485.941774559021,5234,0.001,0.65,126.92270278930664,337068
-30.816257099999987,,31,10638,43.94,,5235,,0.65,,337074
-31.644688999999993,337060,31,10661,44.89,435.535595703125,5236,0.001,0.64,126.0598976135254,337174
-31.998387089999998,337160,31,10683,45.74,565.5940469741821,5237,0.001,0.63,127.41587142944336,337274
-31.995240779999996,,31,10685,45.68,,5238,,0.63,,337279
-30.535290979999996,337180,31,10695,44.85,615.0739463806152,5239,0.001,0.64,124.98622817993164,337296
-28.15947639,337280,31,10727,44.85,541.6357154846191,5240,0.001,0.64,126.29627075195313,337396
-27.996437030000003,337380,31,10765,44.85,481.6945453643799,5241,0.001,0.64,127.25134963989258,337496
-27.74795991,337480,31,10788,44.85,574.9211780548096,5242,0.001,0.64,126.44798736572265,337596
-27.314579039999998,337500,31,10797,44.51,519.8879859924316,5243,0.001,0.64,125.63628387451172,337604
-25.171945439999995,,31,10805,43.59,,5244,,0.65,,337612
