rollout/ep_rew_mean,train/n_updates,time/fps,time/time_elapsed,rollout/ep_len_mean,train/critic_loss,time/episodes,train/learning_rate,rollout/success rate,train/actor_loss,time/total timesteps
-28.69404681,,25,13743,43.17,,5476,,0.69,,348116
-28.681230929999998,348020,25,13745,43.15,714.0665912628174,5477,0.001,0.69,131.77767944335938,348121
-28.689540320000006,,25,13751,43.16,,5478,,0.69,,348134
-29.52541424,348060,25,13765,43.51,748.5938438415527,5479,0.001,0.69,131.74466400146486,348179
-29.46437923,348080,25,13767,43.5,580.7567316055298,5480,0.001,0.69,131.60883560180665,348190
-29.57188106,,25,13776,43.5,,5481,,0.69,,348199
-29.93784298,348180,25,13796,44.3,606.54866065979,5482,0.001,0.68,131.91497802734375,348299
-29.916998639999996,348200,25,13799,44.26,629.1173406600952,5483,0.001,0.68,130.5570915222168,348306
-28.699474940000005,,25,13801,43.35,,5484,,0.69,,348315
-28.71054163,348220,25,13810,43.41,637.0257392883301,5485,0.001,0.69,130.3840560913086,348330
-28.82061055,348240,25,13816,43.44,802.6397390365601,5486,0.001,0.69,131.57683181762695,348344
-29.645415890000002,348340,25,13847,44.18,657.1454261779785,5487,0.001,0.68,129.5478416442871,348444
-29.71478018,348440,25,13875,44.18,640.3037773132324,5488,0.001,0.68,130.17343673706054,348544
-28.725729450000003,,25,13878,43.22,,5489,,0.69,,348548
-27.958770050000002,,25,13880,42.28,,5490,,0.7,,348554
-27.94679168,,25,13883,42.22,,5491,,0.7,,348560
-31.31029946,348540,25,13911,43.04,714.3238800048828,5492,0.001,0.69,131.40455932617186,348660
-31.21487061,348560,25,13912,42.91,464.6857391357422,5493,0.001,0.69,131.72359313964844,348663
-30.21944719,,25,13915,42.25,,5494,,0.69,,348668
-30.27591416,,25,13923,42.26,,5495,,0.69,,348674
-30.531788069999998,348580,25,13928,42.37,689.8930093765259,5496,0.001,0.69,133.72928314208986,348694
-30.59404216,348600,25,13931,42.37,697.9297786712647,5497,0.001,0.69,129.73177947998047,348705
-30.657843369999995,348620,25,13949,42.57,675.550048828125,5498,0.001,0.69,130.40021057128905,348739
-31.253711680000006,348720,24,13973,43.5,687.0133972167969,5499,0.001,0.68,132.4804260253906,348839
-30.283679559999996,348740,24,13976,42.58,585.780878829956,5500,0.001,0.69,132.4650993347168,348847
-31.192933059999994,348840,24,13996,43.45,444.0198947906494,5501,0.001,0.68,133.16314392089845,348947
-31.473021339999995,348940,24,14021,43.45,629.7381467819214,5502,0.001,0.68,131.67534866333008,349047
-31.86309252,349040,24,14045,43.45,552.7983909606934,5503,0.001,0.68,132.06565856933594,349147
-31.92033857,349060,24,14053,43.62,748.3358573913574,5504,0.001,0.68,131.04737014770507,349179
-31.919475850000005,349080,24,14055,43.66,829.0840324401855,5505,0.001,0.68,130.74605712890624,349190
-30.953538799999997,349100,24,14059,42.79,600.1957416534424,5506,0.001,0.69,132.46170043945312,349203
-31.16674473,349200,24,14084,43.6,439.3698268890381,5507,0.001,0.68,132.5925178527832,349303
-31.918578390000004,349300,24,14101,44.53,624.2689708709717,5508,0.001,0.67,131.8432388305664,349403
-31.92687151,,24,14104,44.55,,5509,,0.67,,349412
-31.897544820000004,,24,14106,44.44,,5510,,0.67,,349415
-31.587277950000008,349320,24,14112,43.64,483.6054111480713,5511,0.001,0.68,133.65713958740236,349435
-30.99676256,349420,24,14137,43.64,483.0925807952881,5512,0.001,0.68,134.3255584716797,349535
-31.02125854000001,349520,24,14156,43.64,785.2514808654785,5513,0.001,0.68,130.37378005981446,349635
-30.98642341,349540,24,14166,43.19,543.79765625,5514,0.001,0.68,132.85745697021486,349650
-31.306747030000007,349640,24,14186,44.07,469.8344413757324,5515,0.001,0.67,132.9924629211426,349750
-31.72040489,349740,24,14210,44.95,701.7944965362549,5516,0.001,0.66,131.4392318725586,349850
-31.779849210000002,349760,24,14213,44.89,622.989225769043,5517,0.001,0.66,132.26689605712892,349861
-31.154226320000003,,24,14226,44.01,,5518,,0.67,,349873
-31.157222580000006,349780,24,14236,44.05,587.3753841400146,5519,0.001,0.67,133.81082000732422,349884
-31.70814613,349880,24,14258,44.1,797.4937755584717,5520,0.001,0.66,132.90133666992188,349984
-30.672009580000005,,24,14261,43.18,,5521,,0.67,,349992
-31.519389529999998,349980,24,14289,44.08,647.4606678009034,5522,0.001,0.66,131.01797637939453,350092
-30.803203619999994,350000,24,14294,43.29,613.9648933410645,5523,0.001,0.66,132.82101135253907,350105
-31.52917526,350100,24,14315,44.15,529.4471446990967,5524,0.001,0.65,132.84737091064454,350205
-30.814971609999997,,24,14318,43.27,,5525,,0.66,,350217
-31.853876460000002,350200,24,14348,44.21,503.7568201065063,5526,0.001,0.65,132.82512664794922,350317
-31.880531480000005,350220,24,14350,44.16,631.7063899993897,5527,0.001,0.65,133.89613647460936,350323
-29.818485230000007,350320,24,14370,44.16,580.8103319168091,5528,0.001,0.65,133.9292739868164,350423
-29.679611980000004,,24,14373,44.08,,5529,,0.65,,350428
-28.95537666,350360,24,14381,43.46,785.5521545410156,5530,0.001,0.66,132.9427062988281,350466
-28.478476269999998,,24,14383,42.54,,5531,,0.67,,350474
-28.494145370000002,350380,24,14386,42.58,661.36940574646,5532,0.001,0.67,131.45390625,350483
-29.341370730000005,350480,24,14408,43.48,760.436489868164,5533,0.001,0.66,133.7594970703125,350583
-29.358658900000005,,24,14411,43.49,,5534,,0.66,,350589
-29.307401900000006,,24,14414,43.05,,5535,,0.66,,350597
-29.303970740000004,350500,24,14417,43.07,463.0758586883545,5536,0.001,0.66,132.83916473388672,350604
-28.70238136,,24,14419,42.12,,5537,,0.67,,350609
-27.95248804,350520,24,14426,41.3,757.1743797302246,5538,0.001,0.68,134.5269577026367,350627
-23.51755963,,24,14430,40.41,,5539,,0.69,,350638
-23.968168289999998,350560,24,14437,40.61,504.49422664642333,5540,0.001,0.69,133.4726364135742,350662
-24.006352759999995,350660,24,14460,40.61,437.83032913208007,5541,0.001,0.69,133.30447692871093,350762
-24.016286599999994,,24,14462,40.66,,5542,,0.69,,350768
-24.960893519999996,350760,24,14494,41.19,646.7360977172851,5543,0.001,0.68,133.9475540161133,350868
-24.898949409999997,350860,24,14515,41.19,539.4973463058471,5544,0.001,0.68,134.0056579589844,350968
-25.457900609999992,350900,24,14529,41.56,396.95572032928465,5545,0.001,0.68,134.0461196899414,351015
-24.848997369999992,350920,24,14532,40.65,540.7408918380737,5546,0.001,0.69,133.20367736816405,351024
-24.637759129999996,350940,24,14538,40.7,700.259422492981,5547,0.001,0.69,133.92513885498047,351041
-24.576791619999995,,24,14541,40.67,,5548,,0.69,,351049
-25.05220385,351040,24,14563,41.54,654.4155952453614,5549,0.001,0.68,134.19031677246093,351149
-24.459676590000004,351060,24,14578,41.09,587.2372966766358,5550,0.001,0.68,131.9618003845215,351163
-24.160895130000004,,24,14581,40.16,,5551,,0.69,,351170
-24.146624739999996,351160,24,14601,40.49,808.7916694641114,5552,0.001,0.68,131.84772186279298,351270
-24.1456865,,24,14604,40.4,,5553,,0.68,,351275
-25.053479749999997,351260,24,14623,41.34,463.47341537475586,5554,0.001,0.67,135.09920196533204,351375
-25.874836670000004,351360,23,14644,42.23,749.7586074829102,5555,0.001,0.66,134.37949981689454,351475
-25.075960560000002,351380,23,14648,41.3,570.1953121185303,5556,0.001,0.67,135.269482421875,351482
-25.581907050000005,351480,23,14668,42.2,658.3306365966797,5557,0.001,0.66,134.4325210571289,351582
-25.086951070000005,,23,14670,41.24,,5558,,0.67,,351586
-24.428665370000004,,23,14674,40.29,,5559,,0.68,,351591
-24.067040650000003,351580,23,14691,40.29,588.8315902709961,5560,0.001,0.68,132.93308944702147,351691
-24.098471070000002,351600,23,14702,40.36,514.5728874206543,5561,0.001,0.68,134.5852279663086,351706
-24.15664275,351620,23,14711,40.59,638.1017276763916,5562,0.001,0.68,135.17266998291015,351737
-24.19305127,351640,23,14715,40.55,499.30048141479494,5563,0.001,0.68,135.8710174560547,351744
-24.21074544,,23,14718,40.52,,5564,,0.68,,351753
-24.197159720000005,351660,23,14721,40.48,631.471272277832,5565,0.001,0.68,133.57945556640624,351762
-23.895705970000005,,23,14725,40.25,,5566,,0.68,,351774
-24.10945093,351700,23,14736,40.47,603.8405235290527,5567,0.001,0.68,132.9759323120117,351802
-23.87021645,,23,14741,40.56,,5568,,0.68,,351817
-23.98739419,351740,23,14751,40.69,608.20425491333,5569,0.001,0.68,134.03447265625,351841
-23.48741311,,23,14753,39.77,,5570,,0.69,,351849
-27.377335040000002,351840,23,14774,39.77,612.5950992584228,5571,0.001,0.69,132.696826171875,351949
-25.798297090000002,351860,23,14785,38.95,735.1076084136963,5572,0.001,0.7,135.73925018310547,351967
-26.44535367,351960,23,14804,39.76,529.95485496521,5573,0.001,0.69,132.8156768798828,352067
-27.36412863,352060,23,14829,40.7,579.0382064819336,5574,0.001,0.68,135.739599609375,352167
-27.425281919999996,,23,14833,40.74,,5575,,0.68,,352177
-27.41419701,352080,23,14835,40.66,506.81977996826174,5576,0.001,0.68,133.69166259765626,352182
-27.424589,,23,14840,40.74,,5577,,0.68,,352195
-27.42086796,352100,23,14844,40.72,734.6996746063232,5578,0.001,0.68,134.64171295166017,352206
-27.307465730000004,352200,23,14867,41.27,448.785251045227,5579,0.001,0.67,134.57307891845704,352306
-27.33056982,,23,14871,41.25,,5580,,0.67,,352315
-27.21907028,352220,23,14873,41.24,612.5608566284179,5581,0.001,0.67,132.8856643676758,352323
-27.510115659999997,352320,23,14891,41.24,642.732165145874,5582,0.001,0.67,135.47335510253907,352423
-27.93627445,352420,23,14914,42.17,881.4411472320556,5583,0.001,0.66,134.25680389404297,352523
-27.934972319999996,,23,14916,42.18,,5584,,0.66,,352533
-27.915778299999996,352440,23,14919,42.11,825.4362182617188,5585,0.001,0.66,134.82441101074218,352541
-28.039922399999995,,23,14924,42.15,,5586,,0.66,,352559
-27.072116489999996,352460,23,14926,41.19,622.7004146575928,5587,0.001,0.67,135.34520416259767,352563
-26.225590179999998,,23,14929,40.26,,5588,,0.68,,352570
-26.25290706,,23,14937,40.32,,5589,,0.68,,352580
-26.24587631,352480,23,14939,40.34,538.5525693893433,5590,0.001,0.68,134.3362289428711,352588
-26.29645714,352500,23,14945,40.49,665.6893276214599,5591,0.001,0.68,134.88355407714843,352609
-23.334760890000002,352560,23,14963,40.09,802.3081422805786,5592,0.001,0.69,132.61813354492188,352669
-23.3942512,,23,14967,40.17,,5593,,0.69,,352680
-23.245142600000005,352580,23,14970,40.21,547.3976829528808,5594,0.001,0.69,135.58740997314453,352689
-23.26037916,,23,14974,40.26,,5595,,0.69,,352700
-23.85537154,352680,23,14998,41.06,700.1634914398194,5596,0.001,0.68,135.48668746948243,352800
-23.739938459999994,352700,23,15001,41.02,433.42831630706786,5597,0.001,0.68,136.2312240600586,352807
-23.66463094,,23,15003,40.74,,5598,,0.68,,352813
-24.064543329999996,352800,23,15025,40.74,681.6021453857422,5599,0.001,0.68,135.14240570068358,352913
-24.21624503,352820,23,15035,40.82,512.7481969833374,5600,0.001,0.68,137.21463012695312,352929
-23.848023670000003,352920,23,15060,40.82,643.8455377578736,5601,0.001,0.68,135.07415618896485,353029
-23.73553446,353020,23,15075,40.82,508.4240877151489,5602,0.001,0.68,134.94916534423828,353129
-22.74525174,,23,15079,39.92,,5603,,0.69,,353139
-22.671258169999998,353040,23,15083,39.72,672.9165714263916,5604,0.001,0.69,135.35118255615234,353151
-23.0373361,353140,23,15103,40.55,469.13412895202634,5605,0.001,0.69,135.31739959716796,353245
-23.061439149999998,,23,15106,40.52,,5606,,0.69,,353255
-22.88923524,353180,23,15113,39.85,657.5279525756836,5607,0.001,0.7,134.22525787353516,353288
-23.106361040000003,353280,23,15131,39.85,657.5734516143799,5608,0.001,0.7,135.30816802978515,353388
-23.09644816,,23,15133,39.84,,5609,,0.7,,353396
-23.328861940000003,353320,23,15142,40.07,638.0590133666992,5610,0.001,0.7,134.86401824951173,353422
-23.157424530000004,,23,15144,39.94,,5611,,0.7,,353429
-23.35198107,353420,23,15162,39.94,648.2231334686279,5612,0.001,0.7,135.33566589355468,353529
-23.421119550000004,353500,23,15187,39.69,618.7769958496094,5613,0.001,0.71,133.30941925048828,353604
-23.32459108,,23,15190,39.63,,5614,,0.71,,353613
-23.42937111,353600,23,15211,39.63,594.390913772583,5615,0.001,0.71,133.8454788208008,353713
-23.72209995,353700,23,15234,39.63,744.4541946411133,5616,0.001,0.71,135.70057830810546,353813
-23.571825479999998,353720,23,15243,39.64,742.543286895752,5617,0.001,0.71,137.7454605102539,353825
-23.564794349999996,,23,15246,39.6,,5618,,0.71,,353833
-24.472783749999998,353820,23,15269,40.49,829.8071632385254,5619,0.001,0.7,133.4272674560547,353933
-24.07839635,353920,23,15287,40.49,635.8199363708496,5620,0.001,0.7,134.73387756347657,354033
-24.52860213,354020,23,15305,41.41,750.8878816604614,5621,0.001,0.69,136.1518585205078,354133
-23.7051828,354040,23,15311,40.56,690.4708023071289,5622,0.001,0.7,135.68614349365234,354148
-23.974421859999996,354140,23,15334,41.43,624.5884117126465,5623,0.001,0.69,135.81198425292968,354248
-23.239261889999998,,23,15336,40.5,,5624,,0.7,,354255
-22.87403125,354160,23,15344,40.47,770.1959175109863,5625,0.001,0.7,136.99218139648437,354264
-22.25720181,354220,23,15359,40.06,887.4409648895264,5626,0.001,0.71,133.52532348632812,354323
-22.204953150000005,,23,15362,40.06,,5627,,0.71,,354329
-21.466277140000003,354240,23,15371,39.18,679.0974746704102,5628,0.001,0.72,134.85862731933594,354341
-22.354563029999998,354340,23,15390,40.13,571.6272872924804,5629,0.001,0.71,133.81256408691405,354441
-23.284750159999998,354420,23,15411,40.59,768.5947540283203,5630,0.001,0.71,135.81045837402343,354525
-23.27986143,,22,15414,40.59,,5631,,0.71,,354533
-23.31558098,354460,22,15422,40.8,495.0204919815063,5632,0.001,0.71,138.70699462890624,354563
-22.466794830000005,,22,15425,39.9,,5633,,0.72,,354573
-22.54799511,,22,15428,39.9,,5634,,0.72,,354579
-23.25598044,354560,22,15447,40.82,574.656286239624,5635,0.001,0.71,135.4332534790039,354679
-23.281795259999996,354580,22,15454,40.91,788.0022624969482,5636,0.001,0.71,135.55880279541014,354695
-23.304093509999998,354600,22,15457,40.96,419.9592523574829,5637,0.001,0.71,137.67647552490234,354705
-23.47429996,,22,15460,40.85,,5638,,0.71,,354712
-23.462295320000003,,22,15462,40.79,,5639,,0.71,,354717
-23.015099609999996,354620,22,15480,40.62,624.1272256851196,5640,0.001,0.71,134.8193130493164,354724
-26.588182730000003,354720,22,15502,40.62,526.7139558792114,5641,0.001,0.71,136.5312942504883,354824
-26.86880901,354820,22,15529,41.56,831.3378974914551,5642,0.001,0.7,135.51031494140625,354924
-27.594941440000003,354920,22,15561,41.56,741.0835411071778,5643,0.001,0.7,133.72426223754883,355024
-26.751719590000004,,22,15564,40.64,,5644,,0.71,,355032
-26.290434090000005,,22,15566,40.25,,5645,,0.71,,355040
-26.202022840000005,354940,22,15576,40.33,645.609651184082,5646,0.001,0.71,135.67473297119142,355057
-26.63149741,355040,22,15595,41.16,650.7499460220337,5647,0.001,0.7,136.74427490234376,355157
-26.63088793,355060,22,15598,41.13,607.6348072052002,5648,0.001,0.7,135.11060028076173,355162
-26.15867387,,22,15603,40.28,,5649,,0.71,,355177
-26.150919619999996,355100,22,15611,40.39,708.0110687255859,5650,0.001,0.71,135.41752853393555,355202
-26.158025189999993,,22,15613,40.37,,5651,,0.71,,355207
-25.449698069999997,,22,15616,39.47,,5652,,0.72,,355217
-26.28345655999999,355200,22,15633,40.42,691.66849193573,5653,0.001,0.71,136.43428955078124,355317
-25.600715469999997,355220,22,15639,39.56,637.6910579681396,5654,0.001,0.72,137.13354034423827,355331
-24.752461919999995,,22,15641,38.62,,5655,,0.73,,355337
-25.61943491,355320,22,15660,39.55,768.7435947418213,5656,0.001,0.72,136.11182708740233,355437
-25.160756839999998,355340,22,15663,38.61,555.8693088531494,5657,0.001,0.73,136.73869781494142,355443
-25.15326027,,22,15666,38.61,,5658,,0.73,,355447
-25.127616290000002,,22,15669,38.64,,5659,,0.73,,355455
-25.311705919999998,355400,22,15688,38.18,595.9450824737548,5660,0.001,0.74,135.62546081542968,355509
-25.280888719999997,355420,22,15699,38.21,617.7493707656861,5661,0.001,0.74,136.6213394165039,355527
-25.9741807,355520,22,15718,38.9,520.7848148345947,5662,0.001,0.73,136.15402374267578,355627
-26.2930878,355580,22,15739,39.55,838.7670066833496,5663,0.001,0.73,135.23752136230468,355699
-27.05517284,355680,22,15767,40.46,698.40778465271,5664,0.001,0.72,137.56175079345704,355799
-27.03636892,355700,22,15768,40.39,669.434646987915,5665,0.001,0.72,136.5218521118164,355801
-26.872445929999998,,22,15771,40.33,,5666,,0.72,,355807
-30.38618915,355800,22,15791,41.05,613.8891117095948,5667,0.001,0.71,137.25221252441406,355907
-30.38907718,,22,15800,41.01,,5668,,0.71,,355918
-30.275824999999994,355820,22,15803,40.85,782.8486595153809,5669,0.001,0.71,135.3063766479492,355926
-30.94074166,355920,22,15825,41.77,520.5902122497558,5670,0.001,0.7,138.08265838623046,356026
-26.78688467,356020,22,15839,41.77,600.3622024536132,5671,0.001,0.7,136.74905548095703,356126
-26.608752310000003,,22,15843,41.67,,5672,,0.7,,356134
-25.895218570000008,356040,22,15846,40.75,712.2342735290528,5673,0.001,0.71,136.7566375732422,356142
-25.00807195,356060,22,15853,40.0,643.4183986663818,5674,0.001,0.72,136.97100524902345,356167
-25.31134526,356160,22,15880,40.9,382.7894176483154,5675,0.001,0.71,138.16453857421874,356267
-25.40629041,356200,22,15898,41.34,544.7284240722656,5676,0.001,0.71,136.53998870849608,356316
-25.56936662,356220,22,15902,41.36,617.3894306182862,5677,0.001,0.71,138.8577667236328,356331
-27.897695,356320,22,15921,42.25,605.1929950714111,5678,0.001,0.7,138.18697967529297,356431
-27.40595757,356340,22,15930,41.52,726.3167694091796,5679,0.001,0.71,137.01932525634766,356458
-28.31642975,356440,22,15950,42.43,755.9806209564209,5680,0.001,0.7,137.23834838867188,356558
-28.32810297,356460,22,15954,42.44,731.1416030883789,5681,0.001,0.7,137.46430206298828,356567
-28.27544804,356560,22,15974,42.44,611.0499290466308,5682,0.001,0.7,136.62444305419922,356667
-27.861786150000004,,22,15982,41.51,,5683,,0.71,,356674
-28.581088089999994,356660,22,16010,42.41,732.6738506317139,5684,0.001,0.7,136.86066131591798,356774
-29.402864179999998,356760,22,16031,43.33,851.3333923339844,5685,0.001,0.69,136.98632354736327,356874
-29.163544979999987,356780,22,16034,43.26,551.3444107055664,5686,0.001,0.69,137.81757659912108,356885
-29.171919999999997,,22,16042,43.27,,5687,,0.69,,356890
-29.150509559999993,,22,16044,43.24,,5688,,0.69,,356894
-29.20914808,356820,22,16060,43.59,682.1428375244141,5689,0.001,0.69,135.46080474853517,356939
-29.20788304,356840,22,16063,43.57,708.0312372207642,5690,0.001,0.69,136.8934524536133,356945
-29.62730572,356940,22,16093,44.36,726.4618503570557,5691,0.001,0.68,135.56727294921876,357045
-29.52009581999999,357040,22,16121,44.76,630.5752380371093,5692,0.001,0.67,136.70022430419922,357145
-29.81117339,357140,22,16148,45.65,702.1972854614257,5693,0.001,0.66,138.0760482788086,357245
-29.805701520000003,,22,16150,45.64,,5694,,0.66,,357253
-29.78690524,,22,16153,45.59,,5695,,0.66,,357259
-29.025903539999998,357160,22,16155,44.64,617.4977146148682,5696,0.001,0.67,137.0304702758789,357264
-29.16906755,357200,22,16166,44.98,732.5204605102539,5697,0.001,0.67,137.16372833251953,357305
-29.351090399999993,357260,22,16181,45.59,462.1900852203369,5698,0.001,0.67,139.64446563720702,357372
-28.352897579999993,,22,16183,44.67,,5699,,0.68,,357380
-28.30743901,357280,22,16188,44.6,512.6358764648437,5700,0.001,0.68,135.97620697021483,357389
-27.761488729999996,357300,22,16192,43.74,642.0372657775879,5701,0.001,0.69,136.1488265991211,357403
-27.596362929999994,357400,22,16207,43.74,600.5473571777344,5702,0.001,0.69,137.24447937011718,357503
-27.607605399999997,,22,16209,43.72,,5703,,0.69,,357511
-28.023546570000004,357440,22,16217,43.94,628.888207244873,5704,0.001,0.69,137.49813995361328,357545
-32.80580211,357540,22,16238,44.0,753.05419921875,5705,0.001,0.68,138.29289855957032,357645
-32.79673287999999,357560,22,16243,44.06,633.9359035491943,5706,0.001,0.68,136.83928680419922,357661
-34.21946368,357660,21,16272,44.73,677.0557945251464,5707,0.001,0.67,136.72052764892578,357761
-33.29541123,,21,16275,43.78,,5708,,0.68,,357766
-33.34192743,357680,21,16287,44.03,706.3337448120117,5709,0.001,0.68,138.34750213623047,357799
-34.1442453,357780,21,16304,44.77,626.442066192627,5710,0.001,0.67,137.18948516845703,357899
-34.34885196,357800,21,16307,44.78,663.3892890930176,5711,0.001,0.67,138.91048736572264,357907
-33.600541799999995,,21,16309,43.82,,5712,,0.68,,357911
-32.866208209999996,357820,21,16312,43.18,680.8739562988281,5713,0.001,0.68,137.76776428222655,357922
-32.84481996,,21,16314,43.14,,5714,,0.68,,357927
-34.38135829,357920,21,16333,43.14,543.1435075759888,5715,0.001,0.68,138.12344818115236,358027
-33.928937360000006,357980,21,16349,42.76,668.2118614196777,5716,0.001,0.69,137.47934265136718,358089
-34.098890080000004,358000,21,16356,42.86,552.077488899231,5717,0.001,0.69,137.21712951660157,358111
-35.10632476,358100,21,16383,43.78,697.8020076751709,5718,0.001,0.68,138.19324493408203,358211
-34.20081972,,21,16386,42.87,,5719,,0.69,,358220
-33.857309799999996,358120,21,16390,41.99,670.0115608215332,5720,0.001,0.7,136.47313079833984,358232
-35.34890651,358220,21,16416,41.99,587.3841144561768,5721,0.001,0.7,138.43613891601564,358332
-35.81071354,358320,21,16436,42.84,682.8773672103882,5722,0.001,0.69,138.27688751220703,358432
-35.54174975,358340,21,16440,41.94,536.2917827606201,5723,0.001,0.7,139.95635070800782,358442
-36.300095119999995,358440,21,16467,42.87,693.0320680618286,5724,0.001,0.69,136.07782897949218,358542
-36.36434828,,21,16477,42.91,,5725,,0.69,,358555
-36.26762918,358540,21,16494,43.32,444.5825565338135,5726,0.001,0.68,139.90601806640626,358655
-36.87483519,358640,21,16515,44.26,663.5909915924072,5727,0.001,0.67,136.66048278808594,358755
-37.15235233000001,358740,21,16541,45.14,579.9239419937134,5728,0.001,0.66,139.1749694824219,358855
-38.3493624,358800,21,16555,44.71,740.2470302581787,5729,0.001,0.67,139.25142822265624,358912
-37.31220536,,21,16557,43.91,,5730,,0.67,,358916
-37.4308585,358820,21,16561,43.98,789.7511241912841,5731,0.001,0.67,138.19605560302733,358931
-37.54862893000001,,21,16564,43.77,,5732,,0.67,,358940
-37.621562110000006,358840,21,16568,43.83,621.8744876861572,5733,0.001,0.67,139.29332580566407,358956
-37.514700080000004,,21,16570,43.8,,5734,,0.67,,358959
-36.796047660000006,358860,21,16575,42.94,616.1292354583741,5735,0.001,0.68,138.09336853027344,358973
-36.76979732000001,,21,16577,42.84,,5736,,0.68,,358979
-36.825878700000004,358880,21,16582,42.89,579.572868347168,5737,0.001,0.68,138.28589324951173,358994
-36.58045118,,21,16585,42.88,,5738,,0.68,,359000
-37.26460529,358980,21,16603,43.83,644.665530204773,5739,0.001,0.67,139.7158004760742,359100
-37.2666961,359000,21,16606,43.83,658.1741233825684,5740,0.001,0.67,138.50494537353515,359107
-32.959719899999996,359060,21,16620,43.39,580.8602516174317,5741,0.001,0.68,138.13312835693358,359163
-32.74201987,,21,16623,42.46,,5742,,0.69,,359170
-31.701738130000003,359120,21,16638,41.99,718.6585559844971,5743,0.001,0.7,139.40393676757813,359223
-31.700230119999997,,21,16657,42.03,,5744,,0.7,,359235
-31.597834319999997,359140,21,16660,42.02,694.5257869720459,5745,0.001,0.7,137.8896743774414,359242
-31.57061899,,21,16662,41.89,,5746,,0.7,,359246
-31.10109532,,21,16669,40.96,,5747,,0.71,,359253
-31.70818826,359240,21,16691,41.91,640.5570518493653,5748,0.001,0.7,136.67229309082032,359353
-32.48109105,359340,21,16715,42.76,752.8719039916992,5749,0.001,0.69,138.0639221191406,359453
-33.214185889999996,359440,21,16739,43.51,715.9297756195068,5750,0.001,0.68,138.61041412353515,359553
-33.30583561,359460,21,16742,43.55,698.3188735961915,5751,0.001,0.68,136.74945068359375,359562
-33.39442077,,21,16760,43.49,,5752,,0.68,,359566
-33.154655440000006,359560,21,16787,43.49,522.0069204330445,5753,0.001,0.68,139.2413818359375,359666
-32.94476975,,21,16790,43.48,,5754,,0.68,,359679
-33.702415370000004,359660,21,16812,44.42,509.7717390060425,5755,0.001,0.67,138.5610336303711,359779
-32.784667510000006,359700,21,16822,43.71,438.7956937789917,5756,0.001,0.68,140.3217971801758,359808
-33.60355823,359800,21,16844,44.65,631.9600425720215,5757,0.001,0.67,140.06344757080078,359908
-33.629761720000005,359820,21,16850,44.75,559.3401824951172,5758,0.001,0.67,138.28118133544922,359922
-33.6311079,359840,21,16855,44.88,463.6495391845703,5759,0.001,0.67,138.83338012695313,359943
-33.50412105,359940,21,16879,45.34,769.4466213226318,5760,0.001,0.66,138.96319885253905,360043
-33.571664340000005,,21,16883,45.3,,5761,,0.66,,360057
-32.849289060000004,359960,21,16889,44.51,578.7442329406738,5762,0.001,0.67,139.6145446777344,360078
-35.67507527,360060,21,16909,44.79,516.0255475997925,5763,0.001,0.66,138.89614715576172,360178
-34.87017839,360080,21,16912,43.87,706.9931922912598,5764,0.001,0.67,138.03552856445313,360186
-34.906639489999996,,21,16915,43.95,,5765,,0.67,,360196
-38.58366167,360180,21,16944,44.86,647.8553127288818,5766,0.001,0.67,139.39841003417968,360293
-35.25574639,360280,21,16975,44.86,680.9252510070801,5767,0.001,0.67,139.1184326171875,360393
-35.25079303,360300,21,16985,44.86,600.1640270233154,5768,0.001,0.67,140.07809600830078,360404
-38.17769796,360400,21,17002,45.78,697.5392986297608,5769,0.001,0.66,139.3795959472656,360504
-37.528104400000004,,21,17011,44.9,,5770,,0.67,,360516
-37.59373348,360500,21,17037,44.9,760.6224327087402,5771,0.001,0.67,138.3751007080078,360616
-37.60691613,360520,21,17041,44.9,709.6015571594238,5772,0.001,0.67,137.25753784179688,360624
-37.594385669999994,,21,17044,44.87,,5773,,0.67,,360629
-38.39750902,360620,21,17063,45.62,387.99396953582766,5774,0.001,0.66,139.75691680908204,360729
-38.54664122,360720,21,17088,45.62,620.6304397583008,5775,0.001,0.66,139.472314453125,360829
-39.280985799999996,360820,21,17106,46.13,416.00382270812986,5776,0.001,0.65,139.56531524658203,360929
-40.11026605000001,360920,21,17137,46.98,669.9757629394531,5777,0.001,0.64,139.41611328125,361029
-37.78018299,,21,17145,46.06,,5778,,0.65,,361037
-38.26665948000001,361020,21,17167,46.79,694.6743766784668,5779,0.001,0.64,140.60233001708986,361137
-37.78221725,361120,21,17187,46.79,786.2095397949219,5780,0.001,0.64,138.66248626708983,361237
-38.82332976,361220,21,17202,47.7,529.9230070114136,5781,0.001,0.63,142.07782135009765,361337
-38.18717007,361240,21,17205,46.77,682.6414047241211,5782,0.001,0.64,139.09396362304688,361344
-38.192696760000004,361260,20,17210,46.87,565.5152214050293,5783,0.001,0.64,139.57257690429688,361361
-37.473519339999996,,20,17213,45.94,,5784,,0.65,,361368
-36.64794804,,20,17217,45.02,,5785,,0.66,,361376
-36.63892331,361280,20,17221,44.98,748.9712661743164,5786,0.001,0.66,139.248046875,361383
-36.6311779,,20,17223,44.98,,5787,,0.66,,361388
-36.6570005,361300,20,17229,45.08,513.3889835357666,5788,0.001,0.66,141.55711059570314,361402
-36.95686142,361400,20,17248,45.63,746.0526165008545,5789,0.001,0.65,138.89899444580078,361502
