time/fps,train/critic_loss,rollout/ep_len_mean,time/time_elapsed,time/total timesteps,train/n_updates,train/actor_loss,rollout/success rate,rollout/ep_rew_mean,train/learning_rate,time/episodes
8,2110.992000579834,65.22,22266,182508,182400,268.1094696044922,0.49,-61.407257400000006,0.001,2236
8,2390.038677978516,65.37,22357,182851,182740,270.0866760253906,0.49,-61.56260615999999,0.001,2240
8,1777.3635665893555,63.83,22406,183004,182900,268.2920806884766,0.51,-59.2024376,0.001,2244
8,1683.3462463378905,62.79,22466,183191,183080,269.32477416992185,0.52,-59.45099420000001,0.001,2248
8,1878.1446258544922,63.26,22548,183459,183340,270.4623291015625,0.52,-58.947386970000004,0.001,2252
8,1164.3872634887696,64.66,22631,183715,183600,272.1339599609375,0.5,-61.299030680000016,0.001,2256
8,1710.1648246765137,67.43,22724,184115,184000,272.49607849121094,0.47,-63.18350599,0.001,2260
8,2182.8465118408203,67.89,22816,184411,184300,271.839208984375,0.48,-65.1807694,0.001,2264
8,2514.0096641540526,68.27,22894,184727,184620,271.50730590820314,0.47,-65.76722962,0.001,2268
8,2059.779644012451,67.48,22957,184969,184860,273.6227203369141,0.48,-60.76900665,0.001,2272
8,2065.4759857177733,67.16,23014,185136,185020,269.4112823486328,0.48,-59.606031189999996,0.001,2276
8,2286.0194885253904,68.45,23110,185512,185400,273.32763671875,0.47,-61.901804680000005,0.001,2280
8,1823.7549911499023,67.3,23195,185797,185680,272.1012268066406,0.49,-59.43265165,0.001,2284
7,2194.6711334228517,67.6,23282,186097,185980,273.28960876464845,0.49,-57.38212504,0.001,2288
7,2055.035202789307,66.19,23338,186329,186220,273.5614471435547,0.5,-57.50597172999999,0.001,2292
7,1415.9173393249512,67.07,23432,186648,186540,274.3603088378906,0.48,-58.971163370000006,0.001,2296
7,1735.7010124206543,68.75,23506,186915,186800,274.5705841064453,0.46,-61.217218460000005,0.001,2300
7,1131.2759246826172,70.16,23608,187256,187140,273.6091339111328,0.44,-63.946888879999996,0.001,2304
7,2300.249577331543,69.8,23660,187476,187360,273.0003967285156,0.44,-62.624214859999995,0.001,2308
7,2522.2498428344725,70.86,23764,187813,187700,270.8750915527344,0.43,-64.26554146000001,0.001,2312
7,1649.3461929321288,69.97,23822,188060,187940,274.816796875,0.44,-60.08085685000001,0.001,2316
7,1975.114305114746,70.38,23897,188410,188300,275.2192626953125,0.44,-60.87629585,0.001,2320
7,1948.9680282592774,71.08,23974,188692,188580,274.56084899902345,0.44,-61.8549086,0.001,2324
7,1822.113634490967,72.92,24072,189092,188980,275.1456359863281,0.41,-62.51988132000001,0.001,2328
7,1510.1746505737306,70.94,24117,189294,189180,278.3555023193359,0.44,-59.90013523,0.001,2332
7,1668.7974838256837,71.2,24210,189628,189520,274.9829406738281,0.44,-62.55225431000001,0.001,2336
7,1911.7839935302734,71.35,24324,189986,189880,274.0540252685547,0.44,-63.659642399999996,0.001,2340
7,2222.691973876953,72.18,24392,190222,190120,273.1140441894531,0.44,-66.27010508,0.001,2344
7,1559.1427940368653,73.66,24485,190557,190440,277.4467315673828,0.43,-67.53744052,0.001,2348
7,1724.0110023498535,73.06,24558,190765,190660,275.57103271484374,0.44,-68.17248065,0.001,2352
7,2081.8943687438964,73.27,24639,191042,190940,275.0776428222656,0.45,-67.45754153,0.001,2356
7,1479.5968589782715,72.12,24729,191327,191220,277.5230773925781,0.47,-67.59906844,0.001,2360
7,2109.564442443848,70.6,24804,191471,191360,278.0813293457031,0.47,-64.14802406,0.001,2364
7,2674.2722763061524,67.87,24819,191514,191400,276.22764282226564,0.5,-62.14687604000001,0.001,2368
7,1965.6982559204102,68.93,24936,191862,191760,277.517578125,0.49,-62.84301138000001,0.001,2372
7,1395.4838958740233,70.95,25040,192231,192120,279.89820861816406,0.48,-63.35957057999999,0.001,2376
7,2544.832972717285,69.87,25111,192499,192380,275.8511688232422,0.49,-61.1124604,0.001,2380
7,1520.375821685791,69.28,25173,192725,192620,279.3288970947266,0.49,-60.87758384,0.001,2384
7,1096.4971565246583,67.34,25211,192831,192720,280.0989532470703,0.51,-57.62128483000001,0.001,2388
7,1960.2413932800293,66.93,25268,193022,192920,279.1674041748047,0.52,-56.12521495,0.001,2392
7,1482.8420600891113,65.81,25336,193229,193120,277.3596557617187,0.54,-53.86281572,0.001,2396
7,1290.4663436889648,67.14,25465,193629,193520,280.76958618164065,0.52,-54.83423954,0.001,2400
7,1871.1731788635254,65.29,25516,193785,193680,279.31598205566405,0.54,-52.02989593,0.001,2404
7,2363.080672454834,64.65,25558,193941,193840,278.96196899414065,0.55,-50.88225014,0.001,2408
7,1553.042906188965,65.28,25661,194341,194240,278.98952331542966,0.54,-50.991980229999996,0.001,2412
7,2094.8179275512693,65.98,25749,194658,194540,277.8704559326172,0.53,-52.33190102,0.001,2416
7,1720.1159889221192,64.81,25812,194891,194780,278.83628845214844,0.54,-50.18026081,0.001,2420
7,2397.3361953735352,64.16,25865,195108,195000,283.1206329345703,0.54,-49.851037399999996,0.001,2424
7,1711.8573265075684,61.62,25913,195254,195140,279.90390625,0.58,-47.176064880000006,0.001,2428
7,1864.821337890625,61.16,25962,195410,195300,279.90610961914064,0.58,-47.33109028999999,0.001,2432
7,2366.8124114990233,59.09,26001,195537,195420,279.00132446289064,0.6,-43.03331698,0.001,2436
7,2362.3956619262694,57.6,26062,195746,195640,279.95885314941404,0.61,-41.34042418,0.001,2440
7,2968.4660926818847,58.58,26153,196080,195960,281.6141296386719,0.6,-39.63538629,0.001,2444
7,1453.6575843811036,57.06,26218,196263,196160,284.75810546875,0.61,-37.81563742,0.001,2448
7,2066.5056549072265,58.98,26330,196663,196560,281.35035095214846,0.58,-40.67825581999999,0.001,2452
7,2235.340509033203,60.21,26432,197063,196960,280.68178100585936,0.55,-42.177023039999995,0.001,2456
7,2227.4200050354,59.69,26492,197296,197180,282.6249938964844,0.55,-41.29762564999999,0.001,2460
7,1931.876212310791,60.72,26555,197543,197440,283.88231506347654,0.54,-43.63969075,0.001,2464
7,1561.2832244873048,63.42,26654,197856,197740,284.4226501464844,0.51,-45.71292389999999,0.001,2468
7,1961.6701766967774,63.15,26755,198177,198060,283.2453674316406,0.51,-46.90130942,0.001,2472
7,2481.1611564636232,61.75,26813,198406,198300,280.9584686279297,0.51,-46.052262019999986,0.001,2476
7,1817.6276206970215,63.07,26922,198806,198700,285.2876708984375,0.49,-47.352315010000005,0.001,2480
7,1451.914208984375,63.67,27006,199092,198980,283.4679290771484,0.49,-47.84443887,0.001,2484
7,1981.8850479125977,65.79,27096,199410,199300,284.19273681640624,0.46,-53.08223276999999,0.001,2488
7,1989.4834281921387,65.4,27142,199562,199460,283.422216796875,0.47,-53.92757614,0.001,2492
7,1362.7637886047364,67.33,27255,199962,199860,286.8024932861328,0.44,-55.55772484,0.001,2496
