time/time_elapsed,rollout/ep_rew_mean,train/critic_loss,train/actor_loss,time/episodes,rollout/ep_len_mean,train/learning_rate,train/n_updates,time/fps,time/total timesteps,rollout/success rate
6921,-74.95664802000002,772.5330190658569,155.94335021972657,1371,83.78,0.001,122880,17,122998,0.24
6970,-75.52384154,583.2113571166992,156.31236877441407,1372,83.78,0.001,122980,17,123098,0.24
7008,-74.54386102000001,502.3081760406494,157.11674957275392,1373,83.78,0.001,123080,17,123198,0.24
7048,-75.05060387,559.1239511489869,156.48643646240234,1374,83.78,0.001,123180,17,123298,0.24
7080,-72.3603097,531.5862407684326,156.32388916015626,1375,83.78,0.001,123280,17,123398,0.24
7114,-73.85294345,492.51054229736326,156.58073883056642,1376,84.71,0.001,123380,17,123498,0.23
7141,-74.44534586,616.3997797012329,157.69740142822266,1377,85.57,0.001,123480,17,123598,0.22
7169,-74.05550299,660.0348453521729,156.39799957275392,1378,85.57,0.001,123580,17,123698,0.22
7205,-76.4114696,639.4655126571655,156.33663482666014,1379,85.98,0.001,123680,17,123798,0.21
7234,-76.81853697999999,500.70418033599856,156.10180053710937,1380,85.98,0.001,123780,17,123898,0.21
7263,-72.25218917000001,516.1484727859497,157.64292755126954,1381,85.98,0.001,123880,17,123998,0.21
7296,-71.74819684999999,663.2458471298218,158.16387939453125,1382,85.98,0.001,123980,17,124098,0.21
7335,-71.48295000999998,525.6701751708985,158.1494903564453,1383,85.98,0.001,124080,16,124198,0.21
7361,-72.55315948999998,394.49948539733884,156.88559112548828,1384,86.68,0.001,124180,16,124298,0.2
7383,-72.64210628,641.4932836532593,156.7018798828125,1385,86.89,0.001,124280,16,124398,0.19
7405,-72.34141655999998,545.5731155395508,157.77994537353516,1386,86.89,0.001,124380,16,124498,0.19
7432,-73.70559882,627.5220577239991,156.76072387695314,1387,87.66,0.001,124480,16,124598,0.18
7460,-72.76468498000001,448.555891418457,157.51553649902343,1388,87.66,0.001,124580,16,124698,0.18
7485,-73.35335546,789.4593152999878,156.05850219726562,1389,87.66,0.001,124680,16,124798,0.18
7512,-72.654076,707.4664457321167,155.06534271240236,1390,87.43,0.001,124760,16,124875,0.19
7538,-72.130494,656.6133274078369,158.6848358154297,1391,87.43,0.001,124860,16,124975,0.19
7545,-71.48258952,786.7661737442016,156.33234405517578,1392,86.64,0.001,124880,16,124996,0.2
7570,-72.05771602,718.3829906463623,156.02603607177736,1393,86.64,0.001,124980,16,125096,0.2
7590,-71.44742427,440.8955665588379,157.6350875854492,1394,86.64,0.001,125080,16,125196,0.2
7626,-73.55399105000001,732.5179153442383,156.45314025878906,1395,87.5,0.001,125180,16,125296,0.19
7660,-73.7501442,695.5312831878662,156.6992172241211,1396,87.5,0.001,125280,16,125396,0.19
7691,-73.74376813999999,687.5705715179444,156.74356384277343,1397,87.5,0.001,125380,16,125496,0.19
7713,-76.19946639,645.9262716293335,156.3269302368164,1398,87.5,0.001,125480,16,125596,0.19
7743,-75.95581293000001,577.6968740463257,156.97803192138673,1399,87.5,0.001,125580,16,125696,0.19
7747,-75.90891880000001,520.2574588775635,156.79928436279297,1400,87.48,0.001,125600,16,125705,0.19
7767,-75.64810351000001,505.170325088501,158.22532958984374,1401,87.48,0.001,125700,16,125805,0.19
7788,-75.7354681,531.4000034332275,159.0058792114258,1402,87.48,0.001,125800,16,125905,0.19
7799,-75.34955539,597.1808025360108,156.95799407958984,1403,86.79,0.001,125820,16,125936,0.2
7834,-75.46621948,627.3269844055176,156.83174896240234,1404,86.79,0.001,125920,16,126036,0.2
7863,-75.56988057,529.5531400680542,157.2982147216797,1405,86.79,0.001,126020,16,126136,0.2
7894,-75.13315684999999,641.7426364898681,155.6575729370117,1406,86.79,0.001,126120,15,126236,0.2
7901,-74.68064143999999,787.798773574829,155.82264709472656,1407,86.07,0.001,126160,15,126264,0.21
7935,-74.38507488,556.1360050201416,156.06429138183594,1408,86.07,0.001,126260,15,126364,0.21
7965,-74.22161009999999,510.5737495422363,156.40321350097656,1409,86.07,0.001,126360,15,126464,0.21
7994,-71.35879771,624.8102674484253,157.8179168701172,1410,86.07,0.001,126460,15,126564,0.21
8036,-72.12943947000001,637.8609390258789,157.46996459960937,1411,86.53,0.001,126560,15,126664,0.2
8063,-72.75783354000001,666.0655715942382,156.06876525878906,1412,86.98,0.001,126660,15,126764,0.19
8093,-74.48742089,623.4536451339721,157.22783508300782,1413,86.98,0.001,126760,15,126864,0.19
8113,-74.50186396999999,372.66924743652345,156.55602416992187,1414,86.98,0.001,126860,15,126964,0.19
8138,-72.64873279999999,701.3803823471069,157.4351058959961,1415,86.98,0.001,126960,15,127064,0.19
8142,-72.05766048999999,,,1416,86.08,,,15,127074,0.2
8172,-74.03922949,840.3721412658691,154.72482604980468,1417,86.79,0.001,127060,15,127174,0.19
8199,-73.99364168999999,787.8018321990967,156.7023498535156,1418,86.79,0.001,127160,15,127274,0.19
8217,-73.79899333,622.0297632217407,156.5630889892578,1419,86.79,0.001,127260,15,127374,0.19
8244,-75.170014,557.2558584213257,158.60447387695314,1420,86.79,0.001,127360,15,127474,0.19
8269,-76.78757328,462.995397567749,158.03179016113282,1421,87.6,0.001,127460,15,127574,0.18
8285,-76.86835945,699.2898097991944,156.13885650634765,1422,87.6,0.001,127560,15,127674,0.18
8306,-77.94512215,594.5894664764404,156.61695556640626,1423,87.6,0.001,127660,15,127774,0.18
8331,-77.60001137,576.6047401428223,158.61207580566406,1424,87.6,0.001,127760,15,127874,0.18
8351,-78.69656065999999,736.5233032226563,155.83328552246093,1425,88.04,0.001,127860,15,127974,0.17
8371,-74.20275142,873.3437248229981,153.63472747802734,1426,88.04,0.001,127960,15,128074,0.17
8373,-73.83606974,,,1427,87.09,,,15,128079,0.18
8403,-73.40220954,671.6287605285645,155.20755157470703,1428,87.09,0.001,128060,15,128179,0.18
8414,-72.81807355,660.113447189331,157.048583984375,1429,86.49,0.001,128100,15,128219,0.19
8451,-72.81572725999999,450.8923484802246,156.5729751586914,1430,86.49,0.001,128200,15,128319,0.19
8481,-72.57436348,531.1959594726562,156.83136138916015,1431,86.48,0.001,128300,15,128418,0.2
8516,-71.84944261000001,530.5523149490357,157.27144622802734,1432,86.48,0.001,128400,15,128518,0.2
8541,-71.86591712,425.4558294296265,156.5686828613281,1433,86.48,0.001,128500,15,128618,0.2
8551,-71.38220699,464.961820602417,157.22811584472657,1434,85.78,0.001,128540,15,128648,0.21
8565,-70.00645065,,,1435,84.89,,,15,128659,0.22
8571,-69.54744363,766.6516317367553,155.95380096435548,1436,84.08,0.001,128560,15,128678,0.23
8582,-69.27329221,517.4596305847168,158.0587936401367,1437,83.47,0.001,128600,14,128717,0.24
8605,-69.61811976,506.9601045608521,157.38439025878907,1438,83.47,0.001,128700,14,128817,0.24
8630,-69.67634252,770.8104299545288,157.24622497558593,1439,83.47,0.001,128800,14,128917,0.24
8659,-69.99859075,574.359994506836,155.067138671875,1440,83.47,0.001,128900,14,129017,0.24
8676,-69.96289218,532.8469154357911,155.7368896484375,1441,83.47,0.001,129000,14,129117,0.24
8708,-73.04830480000001,722.686731338501,157.9300979614258,1442,84.35,0.001,129100,14,129217,0.23
8711,-72.30833115,597.9460805892944,155.6411895751953,1443,83.46,0.001,129120,14,129228,0.24
8731,-77.45659619,595.357197189331,158.1091781616211,1444,83.83,0.001,129220,14,129328,0.23
8758,-76.91612679999999,760.6046798706054,155.00870513916016,1445,83.83,0.001,129320,14,129428,0.23
8788,-77.24845282,606.5920585632324,157.95819854736328,1446,83.83,0.001,129420,14,129528,0.23
8825,-77.94584560999999,702.0442483901977,156.42039794921874,1447,84.76,0.001,129520,14,129628,0.22
8844,-77.64166225,610.4718288421631,158.202978515625,1448,84.76,0.001,129620,14,129728,0.22
8858,-77.17716626999999,636.7837413787842,157.0967254638672,1449,84.3,0.001,129680,14,129782,0.23
8889,-77.22246999,858.0620607376098,156.56717987060546,1450,84.3,0.001,129780,14,129882,0.23
8901,-76.68677396,,,1451,83.35,,,14,129887,0.24
8925,-77.28499511,498.5299398422241,157.37407684326172,1452,84.09,0.001,129880,14,129987,0.23
8951,-74.5693941,481.04425888061525,157.19480895996094,1453,84.09,0.001,129980,14,130087,0.23
8970,-74.0904615,556.6280199050904,155.83814544677733,1454,84.09,0.001,130080,14,130187,0.23
8999,-74.48805038000002,676.6866622924805,156.88475189208984,1455,84.86,0.001,130180,14,130287,0.22
9025,-74.43491257000001,824.2141326904297,156.39439849853517,1456,84.86,0.001,130280,14,130387,0.22
9048,-75.12702931,453.0242650985718,157.53500671386718,1457,85.7,0.001,130380,14,130487,0.21
9061,-75.19040326,853.8304538726807,156.13238067626952,1458,86.05,0.001,130420,14,130540,0.21
9091,-75.20081423000002,651.8067701339721,157.2259521484375,1459,86.59,0.001,130520,14,130640,0.2
9099,-74.49983215000002,457.21813983917235,156.08163299560547,1460,85.92,0.001,130560,14,130673,0.21
9107,-74.08860096000001,323.47878608703616,158.5233901977539,1461,85.23,0.001,130600,14,130704,0.22
9128,-77.54553000000001,521.9349380493164,157.54513244628907,1462,86.04,0.001,130700,14,130804,0.21
9152,-78.54809094000001,821.2154888153076,156.8234664916992,1463,86.46,0.001,130800,14,130904,0.2
9179,-78.71537081000001,548.9749988555908,157.68021087646486,1464,86.46,0.001,130900,14,131004,0.2
9202,-78.76413710000001,353.9751998901367,159.54488677978514,1465,86.46,0.001,131000,14,131104,0.2
9216,-78.15365763000001,,,1466,85.57,,,14,131115,0.21
9247,-78.36600512000001,822.3591094970703,156.2162322998047,1467,85.57,0.001,131100,14,131215,0.21
9267,-77.95770734000001,643.8457578659057,155.65654449462892,1468,85.57,0.001,131200,14,131315,0.21
9295,-78.52527735000001,601.3032289505005,155.48269348144532,1469,85.57,0.001,131300,14,131415,0.21
9314,-78.52665592000001,553.5204334259033,155.96533203125,1470,85.87,0.001,131380,14,131485,0.21
9335,-80.51356008,701.6960334777832,157.4179458618164,1471,85.87,0.001,131480,14,131585,0.21
9358,-80.14154324,593.9939958572388,156.8560531616211,1472,85.87,0.001,131580,14,131685,0.21
9372,-79.77222361,829.0270545959472,157.27936401367188,1473,85.16,0.001,131600,14,131714,0.22
9391,-79.40749202000002,314.5588045120239,156.1901107788086,1474,85.16,0.001,131700,14,131814,0.22
9411,-78.4059683,803.1689350128174,155.06281280517578,1475,84.6,0.001,131740,14,131858,0.23
9435,-77.73209187000002,635.0501863479615,156.74947662353514,1476,84.6,0.001,131840,13,131958,0.23
9460,-77.49104842999999,560.5591875076294,156.05370635986327,1477,84.6,0.001,131940,13,132058,0.23
9463,-76.48212635,633.0569553375244,157.0110870361328,1478,83.66,0.001,131960,13,132064,0.24
9497,-74.33848261999998,466.4397367477417,158.0991653442383,1479,83.66,0.001,132060,13,132164,0.24
9533,-73.57983976,684.0288591384888,155.82755584716796,1480,83.66,0.001,132160,13,132264,0.24
9551,-77.72317126,747.8537475585938,156.69947357177733,1481,83.66,0.001,132260,13,132364,0.24
9574,-78.07698091,625.6592086791992,156.55597076416015,1482,83.66,0.001,132360,13,132464,0.24
9601,-77.96252240000001,698.1856742858887,155.77790374755858,1483,83.66,0.001,132460,13,132564,0.24
9618,-76.97924372,588.6131286621094,154.8760208129883,1484,83.44,0.001,132540,13,132642,0.25
9647,-80.21847719,439.984846496582,156.66732025146484,1485,83.44,0.001,132640,13,132742,0.25
9664,-76.70548544,420.24106616973876,157.17357635498047,1486,83.44,0.001,132740,13,132842,0.25
9675,-75.23994987,544.3600858688354,158.06588592529297,1487,82.79,0.001,132760,13,132877,0.26
9693,-73.71101867,806.6266838073731,155.24272613525392,1488,82.79,0.001,132860,13,132977,0.26
9701,-72.43716737,441.23324222564696,156.83150787353514,1489,81.85,0.001,132880,13,132983,0.27
9720,-72.68024951999999,670.4451086044312,157.14400329589844,1490,82.08,0.001,132980,13,133083,0.26
9744,-76.17888124999999,525.1274454116822,157.95688018798828,1491,82.08,0.001,133080,13,133183,0.26
9774,-76.85156757999998,493.0194881439209,154.94966583251954,1492,82.87,0.001,133180,13,133283,0.25
9797,-76.99001489,608.8873767852783,156.09991455078125,1493,82.87,0.001,133280,13,133383,0.25
9825,-76.45376819,449.7677425384521,157.6825729370117,1494,82.87,0.001,133380,13,133483,0.25
9834,-74.38725755,547.6477041244507,156.65752410888672,1495,82.15,0.001,133400,13,133511,0.26
9862,-74.72066852999998,604.7210813522339,158.0035202026367,1496,82.15,0.001,133500,13,133611,0.26
9873,-74.40744333999999,432.61143589019775,155.49947814941407,1497,81.35,0.001,133520,13,133631,0.27
9906,-71.73197567,440.207737159729,155.834619140625,1498,81.35,0.001,133620,13,133731,0.27
9949,-71.64603755999998,407.62988052368166,156.18057708740236,1499,81.35,0.001,133720,13,133831,0.27
9953,-71.6522757,777.7998941421508,154.2226303100586,1500,81.38,0.001,133740,13,133843,0.27
9958,-70.94713718999999,447.325617980957,157.87352752685547,1501,80.58,0.001,133760,13,133863,0.28
9964,-69.96784463,,,1502,79.72,,,13,133877,0.29
9984,-71.40121486999999,456.68135318756106,154.50288848876954,1503,80.41,0.001,133860,13,133977,0.28
10009,-71.03705967,711.5056600570679,155.94846801757814,1504,80.41,0.001,133960,13,134077,0.28
10035,-70.94989774999999,565.9735113143921,154.80953979492188,1505,80.41,0.001,134060,13,134177,0.28
10073,-70.75023589999999,902.3295478820801,155.53097534179688,1506,80.04,0.001,134120,13,134240,0.29
10094,-71.53967485999999,516.4668626785278,155.06504516601564,1507,80.76,0.001,134220,13,134340,0.28
10099,-71.00339192,763.9707056045532,154.97610778808593,1508,79.94,0.001,134240,13,134358,0.29
10125,-70.95854726000002,358.4396011352539,156.8954620361328,1509,79.94,0.001,134340,13,134458,0.29
10145,-71.09887868000001,591.8758172988892,155.66484680175782,1510,79.94,0.001,134440,13,134558,0.29
10171,-71.06086031,598.5663396835328,157.69302520751953,1511,79.94,0.001,134540,13,134658,0.29
10193,-71.28759445,606.7586881637574,156.31189880371093,1512,79.94,0.001,134640,13,134758,0.29
10224,-71.38429388,417.0878257751465,157.70014190673828,1513,79.94,0.001,134740,13,134858,0.29
10229,-70.81249964,428.4262508392334,156.88892822265626,1514,79.05,0.001,134760,13,134869,0.3
10253,-74.26165332000001,402.55848960876466,156.95269012451172,1515,79.05,0.001,134860,13,134969,0.3
10263,-74.36349329000001,625.2901113510131,155.9445571899414,1516,79.26,0.001,134880,13,135000,0.3
10280,-73.22284219000001,600.3701328277588,155.78339538574218,1517,79.26,0.001,134980,13,135100,0.3
10306,-73.26321555,762.1527097702026,156.38551330566406,1518,79.26,0.001,135080,13,135200,0.3
10324,-73.3303026,650.8843393325806,155.55840759277345,1519,79.26,0.001,135180,13,135300,0.3
10346,-72.67869657,427.18402233123777,156.0361129760742,1520,79.26,0.001,135280,13,135400,0.3
10374,-71.70630908000001,717.8182067871094,155.5562957763672,1521,79.26,0.001,135380,13,135500,0.3
10401,-71.39797931000001,508.6543035507202,156.78252410888672,1522,79.26,0.001,135480,13,135600,0.3
10422,-69.95418717000001,444.7822319030762,159.2632034301758,1523,79.26,0.001,135580,13,135700,0.3
10447,-70.23477045,461.12088165283205,156.4703567504883,1524,79.26,0.001,135680,12,135800,0.3
10471,-69.25089674,610.0127401351929,154.99925689697267,1525,79.26,0.001,135780,12,135900,0.3
10491,-69.86594547,413.5166904449463,157.01490631103516,1526,79.26,0.001,135880,12,136000,0.3
10514,-70.52796651,649.2625696182251,156.61890411376953,1527,80.21,0.001,135980,12,136100,0.29
10535,-70.50281823,518.2557647705078,156.1379196166992,1528,80.06,0.001,136080,12,136185,0.3
10559,-70.85909186,592.5232780456543,156.6005065917969,1529,80.66,0.001,136180,12,136285,0.29
10575,-70.98116269,376.5379793167114,156.8385269165039,1530,80.66,0.001,136280,12,136385,0.29
10595,-71.24763444000001,466.2676145553589,155.21088104248048,1531,80.67,0.001,136380,12,136485,0.28
10617,-71.31792025,590.5654214859009,156.00462341308594,1532,80.67,0.001,136480,12,136585,0.28
10639,-71.10033043,491.36139316558837,155.3383361816406,1533,80.67,0.001,136580,12,136685,0.28
10670,-71.63968532000001,482.03586807250974,156.07590942382814,1534,81.37,0.001,136680,12,136785,0.27
10694,-72.28569524000001,579.1200185775757,157.0456344604492,1535,82.26,0.001,136780,12,136885,0.26
10724,-72.73245659000001,468.74462203979493,157.1020721435547,1536,83.07,0.001,136880,12,136985,0.25
10763,-73.50384304,375.35621547698975,157.00381774902343,1537,83.68,0.001,136980,12,137085,0.24
10784,-73.64657248,400.38731517791746,156.00531463623048,1538,83.68,0.001,137080,12,137185,0.24
10801,-73.77142504,384.87556018829343,158.05462188720702,1539,83.68,0.001,137180,12,137285,0.24
10844,-73.40676427,588.5135206222534,155.2332336425781,1540,83.68,0.001,137280,12,137385,0.24
10847,-72.89967978,,,1541,82.77,,,12,137394,0.25
10874,-70.37752983,626.9300998687744,155.83799896240234,1542,82.77,0.001,137380,12,137494,0.25
10895,-71.16728685999999,555.5685913085938,154.51744079589844,1543,83.66,0.001,137480,12,137594,0.24
10921,-66.42395409,429.2248586654663,153.63099060058593,1544,83.66,0.001,137580,12,137694,0.24
10949,-66.39918032,494.602854347229,154.86864624023437,1545,83.66,0.001,137680,12,137794,0.24
10976,-65.86784793,528.5307714462281,155.8991470336914,1546,83.66,0.001,137780,12,137894,0.24
10979,-65.18653395,575.8066915512085,155.3807403564453,1547,82.74,0.001,137800,12,137902,0.25
11007,-65.63418374,635.3614753723144,154.35970153808594,1548,82.74,0.001,137900,12,138002,0.25
11010,-65.56123656,,,1549,82.28,,,12,138010,0.25
11020,-64.88672507,567.0558433532715,157.1194869995117,1550,81.53,0.001,137920,12,138035,0.26
11031,-65.5494016,627.6900220870972,157.24752349853514,1551,81.75,0.001,137960,12,138062,0.26
11062,-65.53874631000001,664.6837743759155,156.36898956298828,1552,81.75,0.001,138060,12,138162,0.26
11089,-66.09017043,526.9836437225342,155.50177001953125,1553,81.75,0.001,138160,12,138262,0.26
11113,-66.05545892,599.1391284942626,155.65541229248046,1554,81.75,0.001,138260,12,138362,0.26
11143,-66.41328613,789.1817375183106,154.95917205810548,1555,81.75,0.001,138360,12,138462,0.26
11176,-66.22637594,534.3853143692016,156.21450653076172,1556,81.44,0.001,138420,12,138531,0.27
11207,-70.43629201,585.140997505188,156.2888427734375,1557,81.44,0.001,138520,12,138631,0.27
11231,-70.97528535000001,832.5788961410523,155.51648406982423,1558,81.91,0.001,138620,12,138731,0.26
11240,-70.61405158,754.5193077087403,157.44257049560548,1559,81.02,0.001,138640,12,138742,0.27
11270,-70.95177903999999,420.5280284881592,155.54470825195312,1560,81.69,0.001,138740,12,138842,0.26
11305,-71.20251866999999,767.03922996521,155.14051666259766,1561,82.38,0.001,138840,12,138942,0.25
11328,-68.58874404999997,498.58146533966067,155.8453567504883,1562,82.38,0.001,138940,12,139042,0.25
11336,-67.39426503,819.7062589645386,156.2933319091797,1563,81.64,0.001,138960,12,139068,0.26
11359,-67.53710747999999,534.6907730102539,155.3053009033203,1564,81.64,0.001,139060,12,139168,0.26
11390,-68.02611030999999,609.2369812011718,155.72323150634764,1565,81.64,0.001,139160,12,139268,0.26
11401,-68.37265710999999,670.522794342041,157.4121109008789,1566,81.95,0.001,139200,12,139310,0.26
11430,-68.14305608999999,788.3852073669434,153.2993911743164,1567,81.95,0.001,139300,12,139410,0.26
11457,-68.82208786999999,729.7416812896729,154.33116607666017,1568,81.95,0.001,139400,12,139510,0.26
11479,-68.16276241,694.3315525054932,154.2698745727539,1569,81.95,0.001,139500,12,139610,0.26
11506,-69.03238112,372.7896301269531,155.9345962524414,1570,82.25,0.001,139600,12,139710,0.25
11512,-66.76230537999999,724.8740543365478,153.97248077392578,1571,81.41,0.001,139620,12,139726,0.26
11542,-66.46205508999999,606.7589487075805,154.7720932006836,1572,81.41,0.001,139720,12,139826,0.26
11544,-66.32494747000001,,,1573,81.18,,,12,139832,0.26
11570,-66.76480509,920.4630714416504,154.19066009521484,1574,81.18,0.001,139820,12,139932,0.26
11590,-66.75328469,472.70967025756835,155.2808609008789,1575,81.63,0.001,139920,12,140021,0.26
11618,-66.80053614,851.1607807159423,154.99141693115234,1576,81.63,0.001,140020,12,140121,0.26
11646,-67.22988846999999,436.90302867889403,154.5461669921875,1577,81.63,0.001,140120,12,140221,0.26
11673,-68.00476541,655.9518547058105,155.57880401611328,1578,82.57,0.001,140220,12,140321,0.25
11677,-67.57728881,,,1579,81.67,,,12,140331,0.26
11700,-67.12746357,370.7215398788452,155.73207092285156,1580,81.36,0.001,140280,11,140400,0.27
11723,-62.94196046000001,571.1115818023682,155.34329528808593,1581,81.36,0.001,140380,11,140500,0.27
11747,-63.30148200000001,527.0878929138183,156.0651611328125,1582,81.36,0.001,140480,11,140600,0.27
11792,-63.20674574,444.2383726119995,155.6099884033203,1583,81.36,0.001,140580,11,140700,0.27
11832,-63.43897846000001,736.8522806167603,154.04400787353515,1584,81.58,0.001,140680,11,140800,0.26
11858,-60.30558834000001,509.41556758880614,155.4056396484375,1585,81.58,0.001,140780,11,140900,0.26
11888,-60.14577757000001,662.5412603378296,154.15951690673828,1586,81.58,0.001,140880,11,141000,0.26
11908,-60.572755210000004,661.984538269043,153.80338134765626,1587,82.23,0.001,140980,11,141100,0.25
11936,-60.170687,709.6938638687134,156.67693328857422,1588,81.93,0.001,141060,11,141170,0.26
11959,-61.13979436,630.2058790206909,153.5768615722656,1589,82.87,0.001,141160,11,141270,0.25
11984,-61.33205984,585.8794216156006,152.31344757080078,1590,82.87,0.001,141260,11,141370,0.25
12008,-58.241960500000005,671.7939542770386,154.29049835205078,1591,82.87,0.001,141360,11,141470,0.25
12031,-58.95413907000001,640.4512187957764,155.35264892578124,1592,82.87,0.001,141460,11,141570,0.25
12068,-59.53831490000002,570.3850728988648,154.7150848388672,1593,82.87,0.001,141560,11,141670,0.25
12096,-59.33154119000001,739.3579864501953,153.9585220336914,1594,82.87,0.001,141660,11,141770,0.25
12123,-61.00643539000001,330.88208255767825,155.18411102294922,1595,83.59,0.001,141760,11,141870,0.24
12150,-60.59312863000001,488.06787185668946,154.41696472167968,1596,83.59,0.001,141860,11,141970,0.24
12176,-61.418694730000006,445.01746101379393,155.75299377441405,1597,84.39,0.001,141960,11,142070,0.23
12206,-61.043850350000014,594.2725049972535,155.6632553100586,1598,84.32,0.001,142060,11,142163,0.24
12234,-61.262956840000015,564.4609573364257,154.59990386962892,1599,84.32,0.001,142160,11,142263,0.24
12237,-61.25127778000001,,,1600,84.29,,,11,142272,0.24
12265,-62.471086109999995,478.16070518493655,153.2523391723633,1601,85.09,0.001,142260,11,142372,0.23
12299,-62.66771893999999,749.2197448730469,152.83142700195313,1602,85.93,0.001,142360,11,142470,0.23
12330,-62.97823018,575.4817258834839,153.41497955322265,1603,85.93,0.001,142460,11,142570,0.23
12363,-63.59162338,502.44485969543456,154.35433502197264,1604,85.93,0.001,142560,11,142670,0.23
12365,-62.55043052,,,1605,84.96,,,11,142673,0.24
12370,-62.41561863000001,846.0399541854858,152.49382934570312,1606,84.5,0.001,142580,11,142690,0.24
12402,-62.046885460000006,781.6165702819824,153.43441314697264,1607,84.5,0.001,142680,11,142790,0.24
12446,-62.312600620000005,570.2103158950806,155.18521881103516,1608,85.32,0.001,142780,11,142890,0.23
12464,-62.48788281000001,647.2158416748047,153.56410522460936,1609,85.32,0.001,142880,11,142990,0.23
12488,-62.26157207,714.2216054916382,154.94886169433593,1610,85.32,0.001,142980,11,143090,0.23
12503,-61.41817573,486.78741455078125,154.2070083618164,1611,84.55,0.001,143000,11,143113,0.24
12505,-60.42881542999999,,,1612,83.58,,,11,143116,0.25
12516,-58.00476458,542.7605241775512,153.43971557617186,1613,82.91,0.001,143040,11,143149,0.26
12523,-57.98252399,,,1614,82.85,,,11,143154,0.26
12525,-54.019131769999994,,,1615,81.9,,,11,143159,0.27
12568,-54.36651265999999,504.26348266601565,154.0832717895508,1616,82.59,0.001,143140,11,143259,0.26
12600,-54.773234620000004,873.7621232986451,153.96556854248047,1617,82.59,0.001,143240,11,143359,0.26
12610,-54.47311167,584.0970191955566,152.74487762451173,1618,81.81,0.001,143280,11,143381,0.27
12633,-55.1155785,568.7980669021606,154.10974578857423,1619,81.81,0.001,143380,11,143481,0.27
12659,-54.57165015000001,570.686416053772,152.68302459716796,1620,81.81,0.001,143480,11,143581,0.27
12686,-54.20966220000001,526.7017114639282,155.50811920166015,1621,81.81,0.001,143580,11,143681,0.27
12710,-53.99131220000001,533.5999694824219,152.67268981933594,1622,81.81,0.001,143680,11,143781,0.27
12738,-54.16890705000001,639.3981302261352,152.4694839477539,1623,81.81,0.001,143780,11,143881,0.27
12761,-55.609040990000004,620.7307752609253,152.0821273803711,1624,81.81,0.001,143880,11,143981,0.27
12780,-55.84994118,559.832615661621,152.54230651855468,1625,81.81,0.001,143980,11,144081,0.27
12807,-55.56860726000001,689.3055618286132,151.78119049072265,1626,81.81,0.001,144080,11,144181,0.27
12811,-54.92854919000001,,,1627,80.91,,,11,144191,0.28
12833,-55.29267172,520.215043258667,153.5651657104492,1628,81.06,0.001,144180,11,144291,0.27
12862,-55.632285309999986,630.3682258605957,152.5740509033203,1629,81.06,0.001,144280,11,144391,0.27
12884,-55.403024069999994,655.5359678268433,153.86620178222657,1630,80.88,0.001,144360,11,144473,0.28
12914,-55.22851714,632.5006080627442,150.5795928955078,1631,80.72,0.001,144440,11,144557,0.29
12932,-58.086869969999995,704.5709100723267,152.61368103027343,1632,80.72,0.001,144540,11,144657,0.29
12956,-58.14353207999999,579.8578674316407,153.30403594970704,1633,80.72,0.001,144640,11,144757,0.29
12994,-58.45927469,554.3897417068481,151.74915161132813,1634,80.72,0.001,144740,11,144857,0.29
13023,-58.07511112,456.60386714935305,153.42279815673828,1635,80.72,0.001,144840,11,144957,0.29
13044,-58.09195130000001,581.2152507781982,153.06534576416016,1636,80.72,0.001,144940,11,145057,0.29
13067,-57.6793416,726.2503955841064,152.20760345458984,1637,80.72,0.001,145040,11,145157,0.29
13110,-57.50751442000001,554.6490299224854,153.52959136962892,1638,80.72,0.001,145140,11,145257,0.29
13143,-57.36827574000001,617.9469589233398,152.1561538696289,1639,80.72,0.001,145240,11,145357,0.29
13160,-57.4972493,345.3781927108765,152.10193328857423,1640,80.72,0.001,145340,11,145457,0.29
13187,-57.82522490000001,488.9611400604248,151.93214721679686,1641,81.63,0.001,145440,11,145557,0.28
13213,-58.077062860000005,572.6723545074462,151.24307098388672,1642,81.63,0.001,145540,11,145657,0.28
13237,-59.35681349000001,397.84776973724365,153.629443359375,1643,81.63,0.001,145640,11,145757,0.28
13277,-59.48225282000001,437.1483467102051,152.98929595947266,1644,81.63,0.001,145740,10,145857,0.28
13303,-59.52148525000001,505.6707229614258,151.9488098144531,1645,81.63,0.001,145840,10,145957,0.28
13330,-59.42801784000001,516.6354679107666,150.8460479736328,1646,81.63,0.001,145940,10,146057,0.28
13363,-59.80609104000002,659.1702463150025,152.66190185546876,1647,82.55,0.001,146040,10,146157,0.27
13391,-58.90513764000002,423.0407556533813,153.6902633666992,1648,82.28,0.001,146120,10,146230,0.28
13414,-59.309664820000016,497.79407386779786,152.2053253173828,1649,83.2,0.001,146220,10,146330,0.27
13448,-61.30066472000001,711.0763324737549,152.18364562988282,1650,83.95,0.001,146320,10,146430,0.26
13462,-60.95319354000001,639.574235534668,153.20636138916015,1651,84.06,0.001,146360,10,146468,0.26
13495,-61.376646730000004,525.3893388748169,152.1002975463867,1652,84.06,0.001,146460,10,146568,0.26
13520,-61.35036492000001,569.3456727981568,152.33415679931642,1653,84.06,0.001,146560,10,146668,0.26
13553,-61.737870740000005,572.4986873626709,152.2533966064453,1654,84.06,0.001,146660,10,146768,0.26
