time/time_elapsed,time/episodes,rollout/ep_rew_mean,train/critic_loss,rollout/success rate,train/n_updates,train/actor_loss,rollout/ep_len_mean,time/fps,time/total timesteps,train/learning_rate
32302,254,-106209.41006991999,6271.254196777344,0.09,1254200,2427.667158203125,4861.71,38,1254391,0.001
32428,255,-107439.89012216,13229.300988769532,0.09,1259200,2451.59517578125,4861.71,38,1259391,0.001
32555,256,-107007.37949272999,24582.105822753907,0.09,1264200,2439.3090234375,4861.71,38,1264391,0.001
32681,257,-106695.03511113001,10986.399038085938,0.09,1269200,2463.298173828125,4861.71,38,1269391,0.001
32807,258,-106970.09213169999,23148.082580566406,0.09,1274200,2444.7475244140624,4861.71,38,1274391,0.001
32932,259,-107052.3883199,11089.787749023437,0.09,1279200,2426.157138671875,4861.71,38,1279391,0.001
33059,260,-106371.69215967,23952.393880615233,0.09,1284200,2485.240185546875,4861.71,38,1284391,0.001
33185,261,-106358.58385673,9209.90299560547,0.08,1289200,2460.9422607421875,4870.85,38,1289391,0.001
33311,262,-108964.78683480999,17745.069396972656,0.08,1294200,2543.991884765625,4870.85,38,1294391,0.001
33438,263,-108544.46221782999,11897.831850585937,0.08,1299200,2524.474326171875,4870.85,38,1299391,0.001
33564,264,-105861.25825149,19564.854631347655,0.08,1304200,2532.973994140625,4870.85,38,1304391,0.001
33691,265,-105782.10192506999,15217.173221435547,0.08,1309200,2525.165849609375,4870.85,38,1309391,0.001
33817,266,-105781.70325015998,19470.03923828125,0.08,1314200,2554.4135400390624,4870.85,38,1314391,0.001
33944,267,-105476.71818199998,6781.416947021485,0.08,1319200,2543.2718896484375,4870.85,38,1319391,0.001
34070,268,-105170.10976944998,22959.899915771486,0.08,1324200,2513.803271484375,4870.85,38,1324391,0.001
34197,269,-105044.79276564,13210.587875976562,0.08,1329200,2506.317626953125,4870.85,38,1329391,0.001
34256,270,-104928.41084336002,20900.648845214844,0.08,1331600,2517.4089697265626,4864.84,38,1331711,0.001
34345,271,-102930.08200797002,11620.915639648438,0.09,1335100,2490.05701171875,4850.31,38,1335258,0.001
34472,272,-102871.46450372001,14031.215227050781,0.09,1340100,2504.7369921875,4850.31,38,1340258,0.001
34597,273,-103070.01002279,12235.69720703125,0.09,1345100,2514.008876953125,4850.31,38,1345258,0.001
34724,274,-103578.02361826,16017.840603027344,0.09,1350100,2505.8633447265624,4850.31,38,1350258,0.001
34850,275,-101122.79658231,16727.252944335938,0.09,1355100,2530.029951171875,4850.31,38,1355258,0.001
34977,276,-101033.31282042999,13099.788276367188,0.09,1360100,2466.5004638671876,4850.31,38,1360258,0.001
35103,277,-100888.2369585,15270.495830078125,0.09,1365100,2444.030439453125,4850.31,38,1365258,0.001
35182,278,-100173.28079006998,12778.349686279296,0.1,1368200,2432.448154296875,4831.45,38,1368372,0.001
35308,279,-100015.34783685,24116.582236328126,0.1,1373200,2452.14560546875,4831.45,38,1373372,0.001
35435,280,-99667.00312361999,13593.052761230469,0.1,1378200,2457.0858544921875,4831.45,38,1378372,0.001
35470,281,-98908.56128070998,14647.741911621093,0.11,1379600,2447.8551806640626,4795.28,38,1379755,0.001
35597,282,-98747.38508266,17044.503499755858,0.11,1384600,2418.6152001953124,4795.28,38,1384755,0.001
35723,283,-98636.37326349999,7065.534467773437,0.11,1389600,2402.648427734375,4795.28,38,1389755,0.001
35850,284,-97780.54625816003,8084.588157958984,0.11,1394600,2402.69828125,4795.28,38,1394755,0.001
35976,285,-97858.59498188,13477.20759765625,0.11,1399600,2407.3366259765626,4795.28,38,1399755,0.001
36102,286,-97254.37813294999,24773.974672851564,0.11,1404600,2407.305849609375,4795.28,38,1404755,0.001
36229,287,-97160.00443050999,16365.24643798828,0.1,1409600,2413.5734765625,4801.02,38,1409755,0.001
36355,288,-96812.98245832998,10254.953193359375,0.1,1414600,2418.260380859375,4801.02,38,1414755,0.001
36481,289,-96393.29131005998,7439.115385742188,0.1,1419600,2424.079609375,4801.02,38,1419755,0.001
36607,290,-96358.42428436998,24935.261037597655,0.1,1424600,2365.449296875,4801.02,38,1424755,0.001
36735,291,-96376.32946022999,14829.068670654297,0.1,1429600,2405.248349609375,4801.02,38,1429755,0.001
36838,292,-96408.43997041999,11090.909219970703,0.11,1433700,2367.188974609375,4792.25,38,1433878,0.001
36964,293,-97540.1828091,11122.393974609375,0.11,1438700,2380.5186962890625,4792.25,38,1438878,0.001
37091,294,-97630.71230075999,5435.867963867187,0.11,1443700,2382.3376025390626,4792.25,38,1443878,0.001
37216,295,-97669.19763344,17289.043115234374,0.11,1448700,2342.02638671875,4792.25,38,1448878,0.001
37343,296,-97763.76308038,16947.68002319336,0.11,1453700,2356.7287548828126,4792.25,38,1453878,0.001
37469,297,-96871.80879814998,27411.109614257814,0.11,1458700,2382.8386767578127,4792.25,38,1458878,0.001
37595,298,-96413.47430096,11967.082927246094,0.11,1463700,2363.6923095703123,4792.25,38,1463878,0.001
37722,299,-96801.49305166,12870.477221679688,0.11,1468700,2358.6458984375,4792.25,38,1468878,0.001
37821,300,-96502.48989636,7858.432630615234,0.12,1472600,2330.663759765625,4781.42,38,1472795,0.001
37947,301,-97669.62593499999,16235.91901123047,0.12,1477600,2327.51583984375,4781.42,38,1477795,0.001
38073,302,-97364.74725418998,6433.970388183594,0.11,1482600,2314.440419921875,4796.69,38,1482795,0.001
38199,303,-97541.21315682,7830.572310791015,0.11,1487600,2304.5293896484377,4796.69,38,1487795,0.001
38326,304,-97576.60538804998,19261.960100097655,0.11,1492600,2343.264921875,4796.69,38,1492795,0.001
38452,305,-98513.80492421,7977.414118652344,0.11,1497600,2333.5839794921876,4796.69,38,1497795,0.001
38573,306,-98839.15062937,19143.03519897461,0.12,1502400,2315.0152587890625,4794.54,38,1502580,0.001
38699,307,-98834.65581313,23063.297795410155,0.12,1507400,2309.775576171875,4794.54,38,1507580,0.001
38826,308,-98818.94882314999,9244.855747070313,0.12,1512400,2287.61982421875,4794.54,38,1512580,0.001
38951,309,-98728.41870956,14537.202569580078,0.12,1517400,2297.22134765625,4794.54,38,1517580,0.001
39077,310,-98686.48270036001,10073.098405761719,0.12,1522400,2305.531728515625,4794.54,38,1522580,0.001
39203,311,-99814.26158871003,16101.833420410156,0.11,1527400,2319.003603515625,4801.9,38,1527580,0.001
39329,312,-102250.74398275,7848.307098388672,0.11,1532400,2332.88021484375,4801.9,38,1532580,0.001
39456,313,-101971.09066996003,7589.004996337891,0.11,1537400,2313.620234375,4801.9,38,1537580,0.001
39583,314,-101999.76844683001,10082.451892089844,0.11,1542400,2306.055888671875,4801.9,38,1542580,0.001
39709,315,-101927.49086454998,12142.069353027344,0.11,1547400,2306.18310546875,4801.9,38,1547580,0.001
39836,316,-101964.78300388997,12254.872846679687,0.11,1552400,2321.673671875,4801.9,38,1552580,0.001
39962,317,-102668.46764433998,25830.358717041017,0.11,1557400,2340.1328662109377,4801.9,38,1557580,0.001
40088,318,-102803.60261418998,11379.333188476563,0.1,1562400,2308.3008203125,4811.81,38,1562580,0.001
40214,319,-101712.15107049998,12208.748154296874,0.1,1567400,2328.4619189453124,4811.81,38,1567580,0.001
40340,320,-101740.34453923999,11329.999699707032,0.1,1572400,2339.67564453125,4811.81,38,1572580,0.001
40466,321,-99147.24811233,6247.478084716797,0.1,1577400,2357.952783203125,4811.81,38,1577580,0.001
40593,322,-98721.91482178,13397.692387695313,0.1,1582400,2353.7914794921876,4811.81,38,1582580,0.001
40720,323,-98641.12084005,12304.134587402345,0.1,1587400,2324.6097705078123,4811.81,38,1587580,0.001
40782,324,-98364.57989466,12103.090627441406,0.11,1589900,2338.392919921875,4786.27,38,1590026,0.001
40888,325,-98176.02294151999,13441.618760986328,0.12,1594000,2321.0721337890627,4777.98,38,1594197,0.001
41015,326,-98098.39734074002,14332.995905761718,0.12,1599000,2320.157275390625,4777.98,38,1599197,0.001
41141,327,-96306.78075503999,12930.32055053711,0.12,1604000,2309.92755859375,4777.98,38,1604197,0.001
41267,328,-96145.39063620001,20908.995845947265,0.12,1609000,2299.332724609375,4777.98,38,1609197,0.001
41394,329,-97079.05735126,17390.846123046875,0.12,1614000,2305.8510473632814,4777.98,38,1614197,0.001
41519,330,-99052.16702834997,14114.974661865235,0.12,1619000,2306.9495654296875,4777.98,38,1619197,0.001
41646,331,-99039.43209137999,6641.990554199218,0.12,1624000,2304.95068359375,4777.98,38,1624197,0.001
41760,332,-99148.51618263999,13885.882911376953,0.13,1628500,2296.81107421875,4773.01,39,1628700,0.001
41886,333,-99283.80435988,18361.301177978516,0.13,1633500,2267.663352050781,4773.01,39,1633700,0.001
42013,334,-99132.92877981,11281.14769165039,0.13,1638500,2297.4893798828125,4773.01,39,1638700,0.001
42140,335,-98984.91921541,7490.210375976562,0.13,1643500,2298.7940771484373,4773.01,39,1643700,0.001
42267,336,-100386.96623877999,22443.799682617188,0.13,1648500,2267.488193359375,4773.01,39,1648700,0.001
42394,337,-100485.48410327999,9314.384965820313,0.13,1653500,2243.034406738281,4773.01,39,1653700,0.001
42486,338,-100516.03733324999,27785.094173583984,0.14,1657200,2234.5526147460937,4759.2,39,1657319,0.001
42612,339,-100733.54674118997,7525.208402099609,0.14,1662200,2220.874462890625,4759.2,39,1662319,0.001
42740,340,-100815.83086048,11538.239051513672,0.14,1667200,2238.071872558594,4759.2,39,1667319,0.001
42866,341,-98943.76303658,14234.671025390626,0.14,1672200,2230.9080834960937,4759.2,39,1672319,0.001
42992,342,-99106.21970822997,9115.462501220703,0.14,1677200,2233.2430004882813,4759.2,39,1677319,0.001
43118,343,-94359.82777908997,19435.30694580078,0.14,1682200,2203.995397949219,4759.2,39,1682319,0.001
43244,344,-94449.26484671999,14191.665213623048,0.14,1687200,2226.9917822265625,4759.2,39,1687319,0.001
43370,345,-94956.31573891,8371.68480834961,0.14,1692200,2220.666862792969,4759.2,39,1692319,0.001
43497,346,-94982.96846479,6248.687900390625,0.14,1697200,2211.696279296875,4759.2,39,1697319,0.001
43624,347,-94904.73360455001,13850.917451171876,0.14,1702200,2231.288352050781,4759.2,39,1702319,0.001
43749,348,-94993.68524595998,7420.627518310547,0.14,1707200,2199.942373046875,4759.2,39,1707319,0.001
43877,349,-95009.2221403,6226.656765136719,0.13,1712200,2228.9948120117188,4780.98,39,1712319,0.001
44003,350,-96024.72122602997,12391.89444580078,0.12,1717200,2223.8565869140625,4816.39,39,1717319,0.001
44130,351,-96011.19944690999,26705.276138916015,0.11,1722200,2228.836357421875,4829.28,39,1722319,0.001
44257,352,-96547.76763131,8042.253073730469,0.11,1727200,2181.895617675781,4829.28,39,1727319,0.001
44383,353,-93515.34166059003,10000.654918212891,0.11,1732200,2227.0687744140623,4829.28,39,1732319,0.001
44510,354,-93446.08708918002,16242.753552246093,0.11,1737200,2201.5432666015627,4829.28,39,1737319,0.001
44637,355,-91561.61052634999,6473.748272705078,0.11,1742200,2184.653430175781,4829.28,39,1742319,0.001
44763,356,-91964.08906865002,10878.992603759765,0.11,1747200,2201.6001220703124,4829.28,39,1747319,0.001
44889,357,-91863.84881667001,7773.283834228516,0.11,1752200,2179.885166015625,4829.28,39,1752319,0.001
45015,358,-91387.9651231,12976.878748779296,0.11,1757200,2185.1602221679686,4829.28,39,1757319,0.001
45142,359,-90992.31407777999,8742.669422607421,0.11,1762200,2193.257900390625,4829.28,39,1762319,0.001
45269,360,-90765.10634402,10815.544912109375,0.11,1767200,2200.8893188476563,4829.28,39,1767319,0.001
45396,361,-90666.09226024,11839.734805908203,0.11,1772200,2181.332138671875,4829.28,39,1772319,0.001
45523,362,-87887.68315746001,12985.294997558594,0.11,1777200,2185.2425390625,4829.28,39,1777319,0.001
45555,363,-87328.62244417999,6476.1459448242185,0.12,1778400,2172.6057006835936,4791.98,39,1778589,0.001
45681,364,-87028.02311398002,9955.37103149414,0.12,1783400,2146.441989746094,4791.98,39,1783589,0.001
45808,365,-87039.45645084999,8698.913251953125,0.12,1788400,2171.876950683594,4791.98,39,1788589,0.001
45898,366,-86716.79653846998,10394.971480712891,0.13,1792000,2175.8255517578127,4777.59,39,1792150,0.001
46004,367,-86576.30553574998,4669.4848278808595,0.14,1796200,2163.0828857421875,4769.21,39,1796312,0.001
46130,368,-86543.3155837,5908.337890625,0.14,1801200,2103.8273193359373,4769.21,39,1801312,0.001
46257,369,-86607.21814812,8787.38515991211,0.14,1806200,2149.564306640625,4769.21,39,1806312,0.001
46383,370,-86801.24263353998,23439.109049072267,0.13,1811200,2140.460207519531,4796.01,39,1811312,0.001
46510,371,-86880.12388009999,11802.202553710937,0.12,1816200,2133.3565771484373,4810.54,39,1816312,0.001
46637,372,-86779.45189478998,6896.933776855469,0.12,1821200,2142.72921875,4810.54,39,1821312,0.001
46763,373,-86629.79112522997,6841.5192041015625,0.12,1826200,2133.5707006835937,4810.54,39,1826312,0.001
46890,374,-86077.56182405999,4812.45577758789,0.12,1831200,2117.0161572265624,4810.54,39,1831312,0.001
47016,375,-86142.7483345,11654.549423828124,0.12,1836200,2089.662819824219,4810.54,39,1836312,0.001
47142,376,-86223.22667091999,14086.789357910156,0.12,1841200,2099.44140625,4810.54,39,1841312,0.001
47241,377,-86129.7648624,7661.872987060547,0.13,1845100,2122.008718261719,4799.74,39,1845232,0.001
47368,378,-86146.62286532001,6407.590502929687,0.12,1850100,2091.6198999023436,4818.6,39,1850232,0.001
47494,379,-86334.56685482999,6557.92978515625,0.12,1855100,2089.702370605469,4818.6,39,1855232,0.001
47621,380,-86146.09039308,6642.611169433594,0.12,1860100,2089.9785546875,4818.6,39,1860232,0.001
47747,381,-86490.03143563,10454.917833251953,0.11,1865100,2114.1992578125,4854.77,39,1865232,0.001
47874,382,-86578.71715342,16516.435756835937,0.11,1870100,2092.1754565429687,4854.77,39,1870232,0.001
48001,383,-86420.41704993001,8018.581401367188,0.11,1875100,2062.8553955078123,4854.77,39,1875232,0.001
48127,384,-86289.98505975,9860.50299560547,0.11,1880100,2101.827502441406,4854.77,39,1880232,0.001
48253,385,-86107.55345322001,7440.4286755371095,0.11,1885100,2062.448395996094,4854.77,39,1885232,0.001
48378,386,-86122.24155337,7892.278814697265,0.11,1890100,2046.3278564453126,4854.77,39,1890232,0.001
48505,387,-86091.17507144,12521.450078125,0.11,1895100,2050.55947265625,4854.77,39,1895232,0.001
48631,388,-86476.42196042002,10489.006505126954,0.11,1900100,2069.732458496094,4854.77,39,1900232,0.001
48757,389,-86496.54058001003,7694.041552734375,0.11,1905100,2060.851171875,4854.77,39,1905232,0.001
48889,390,-85835.58533231002,13672.994888916015,0.11,1910100,2087.4344506835937,4854.77,39,1910232,0.001
49016,391,-85293.65609548001,11461.191790161132,0.11,1915100,2089.45591796875,4854.77,39,1915232,0.001
49143,392,-85285.49548879001,10787.947938232423,0.1,1920100,2078.62359375,4863.54,39,1920232,0.001
49269,393,-84173.59354792001,10256.198703613281,0.1,1925100,2063.990498046875,4863.54,39,1925232,0.001
49327,394,-83656.3812038,15284.363818359376,0.11,1927400,2075.104172363281,4836.27,39,1927505,0.001
49409,395,-83404.36013392001,13902.902620849609,0.12,1930600,2049.2953833007814,4818.27,39,1930705,0.001
49535,396,-84355.98583992,16869.509892578124,0.12,1935600,2053.92787109375,4818.27,39,1935705,0.001
49661,397,-83785.68867613001,8980.244018554688,0.12,1940600,2040.4740502929687,4818.27,39,1940705,0.001
49788,398,-83890.11469056999,5024.126519775391,0.12,1945600,2051.612587890625,4818.27,39,1945705,0.001
49914,399,-83571.68112526,5365.530737304687,0.12,1950600,2012.3410546875,4818.27,39,1950705,0.001
50040,400,-83433.15747045,5344.533654785157,0.11,1955600,2013.8285205078125,4829.1,39,1955705,0.001
50166,401,-82139.96259589001,10488.964245605468,0.11,1960600,2008.5192138671875,4829.1,39,1960705,0.001
50292,402,-82219.93118598001,11166.822163085937,0.11,1965600,2032.3235620117186,4829.1,39,1965705,0.001
50417,403,-81980.12681819,11443.738654785157,0.11,1970600,1999.5728149414062,4829.1,39,1970705,0.001
50543,404,-81825.62063493999,9113.195290527343,0.11,1975600,2023.8796630859374,4829.1,39,1975705,0.001
50670,405,-80827.92427477997,6621.609890136719,0.11,1980600,1996.7854833984375,4829.1,39,1980705,0.001
50787,406,-80311.98765242999,11087.263254394531,0.11,1985200,2010.270029296875,4827.83,39,1985363,0.001
50913,407,-80023.56769450998,10652.96412109375,0.11,1990200,1997.1428198242188,4827.83,39,1990363,0.001
51039,408,-79917.85472247,6430.830955810547,0.11,1995200,2018.3610009765625,4827.83,39,1995363,0.001
