time/total timesteps,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,rollout/success rate,time/episodes,train/n_updates,time/time_elapsed,train/critic_loss,train/actor_loss
638862,0.001,67.55,-122.24014570000001,52,0.38,11250,638760,12195,5434.125415039062,306.3308563232422
638869,,67.54,-122.23810698,52,0.38,11251,,12199,,
638969,0.001,67.54,-122.11446658000001,52,0.38,11252,638860,12222,5519.196366882325,310.93817443847655
638979,,66.64,-121.65534036,52,0.39,11253,,12225,,
638985,0.001,66.64,-121.45181412999999,52,0.39,11254,638880,12228,4484.72017211914,305.4683563232422
639085,0.001,67.52,-121.86065728999998,52,0.38,11255,638980,12262,6607.924835205078,314.7445404052734
639185,0.001,67.52,-121.72301265,52,0.38,11256,639080,12291,5038.292077636719,309.1076263427734
639285,0.001,68.45,-122.75087801000001,51,0.37,11257,639180,12316,4076.7454467773437,312.02134399414064
639385,0.001,69.33,-123.34010337,51,0.36,11258,639280,12348,6019.207598876953,308.6090057373047
639393,,69.36,-123.34546838000001,51,0.36,11259,,12351,,
639396,,68.39,-122.51027104000002,51,0.37,11260,,12353,,
639413,0.001,68.42,-123.31300048000003,51,0.37,11261,639300,12358,5183.124871826172,312.26978454589846
639432,0.001,67.61,-117.84081380000003,51,0.38,11262,639320,12364,6152.499194335937,311.5146148681641
639532,0.001,67.61,-113.16214755000003,51,0.38,11263,639420,12388,5095.497503662109,301.1615753173828
639632,0.001,68.48,-115.44669479,51,0.37,11264,639520,12410,5471.734289550781,300.6326629638672
639642,0.001,67.58,-109.88659320000001,51,0.38,11265,639540,12423,5891.384893798828,310.75623779296876
639742,0.001,68.53,-110.64582256,51,0.37,11266,639640,12450,6458.3040420532225,309.9955718994141
639749,,68.49,-110.79810674999999,51,0.37,11267,,12457,,
639759,,68.37,-110.98241182999999,51,0.37,11268,,12462,,
639859,0.001,68.37,-110.95267548,51,0.37,11269,639740,12505,4845.66157836914,313.3533508300781
639959,0.001,68.37,-111.06134133999998,51,0.37,11270,639840,12535,4016.5197418212892,315.28236083984376
639975,0.001,67.53,-110.15486881000001,51,0.38,11271,639860,12547,3707.7245666503904,311.40882263183596
640075,0.001,67.53,-105.20019484999999,50,0.38,11272,639960,12588,4237.154992675782,315.41892700195314
640175,0.001,67.53,-107.37257335999999,50,0.38,11273,640060,12619,5312.358666992188,312.5089874267578
640203,0.001,66.81,-106.58027019000001,50,0.39,11274,640100,12626,4499.698217773437,313.6371154785156
640303,0.001,67.11,-103.69180831,50,0.38,11275,640200,12650,4382.324847412109,312.1321960449219
640403,0.001,68.0,-106.78298695,50,0.37,11276,640300,12678,4974.584243774414,308.56190490722656
640411,,67.08,-106.39739534,50,0.38,11277,,12680,,
640417,,66.14,-100.71590225,50,0.39,11278,,12683,,
640515,0.001,67.02,-102.19043539,50,0.39,11279,640400,12712,6602.349981689453,303.38929138183596
640615,0.001,67.02,-101.72090767999998,50,0.39,11280,640500,12735,4367.46626586914,302.09490966796875
640715,0.001,67.02,-97.30206088999998,50,0.39,11281,640600,12766,6114.31628112793,307.2478302001953
640738,0.001,67.04,-97.29662800999999,50,0.39,11282,640620,12773,5599.902911376953,310.54804077148435
640838,0.001,67.97,-97.83668085999997,50,0.38,11283,640720,12799,6529.921669006348,312.1434356689453
640938,0.001,68.78,-99.41029031,49,0.37,11284,640820,12837,4530.1974426269535,307.5174621582031
641038,0.001,69.73,-99.81708776999999,49,0.36,11285,640920,12858,5305.467349243164,307.59076538085935
641138,0.001,69.73,-97.9942944,49,0.36,11286,641020,12887,4668.913291931152,308.4305877685547
641145,0.001,68.8,-93.55295416999999,49,0.37,11287,641040,12891,4980.65454711914,302.5779693603516
641245,0.001,68.8,-92.48850816999999,49,0.37,11288,641140,12917,6032.82368774414,306.931396484375
641268,0.001,68.03,-91.89643908999999,49,0.38,11289,641160,12930,5473.664419555664,308.0114044189453
641276,,67.11,-86.34011010999997,49,0.39,11290,,12934,,
641376,0.001,67.11,-88.21604049,49,0.39,11291,641260,12957,4085.472491455078,313.7139404296875
641476,0.001,67.11,-87.05219464,49,0.39,11292,641360,12980,7028.688641357422,303.29912719726565
641576,0.001,67.11,-86.78145993999999,49,0.39,11293,641460,13004,5191.073483276367,305.2406280517578
641676,0.001,67.11,-81.32866859999999,49,0.39,11294,641560,13024,4621.42268371582,313.259033203125
641776,0.001,68.03,-87.30137654,49,0.38,11295,641660,13048,4600.130850219726,304.65753173828125
641876,0.001,68.92,-87.93003343999999,49,0.37,11296,641760,13080,7507.094818115234,300.57550659179685
641880,,67.96,-87.37656062,49,0.38,11297,,13082,,
641883,0.001,67.96,-87.48084609000001,49,0.38,11298,641780,13085,4443.499105834961,303.2344024658203
641887,,67.0,-86.93915541000003,49,0.39,11299,,13087,,
641987,0.001,67.0,-82.03423272,48,0.39,11300,641880,13113,4382.557913208007,315.9800079345703
641992,,66.9,-81.99705492,48,0.39,11301,,13115,,
642092,0.001,66.9,-82.35136333,48,0.39,11302,641980,13143,5248.3486328125,303.5283477783203
642095,,65.93,-81.64420902,48,0.4,11303,,13145,,
642195,0.001,65.93,-76.36024468000001,48,0.4,11304,642080,13174,5153.393289184571,309.72340393066406
642203,0.001,65.01,-75.68053056999999,48,0.41,11305,642100,13177,5662.461645507812,302.98548583984376
642259,0.001,64.57,-76.63761917,48,0.42,11306,642140,13198,5527.051971435547,304.77012023925784
642273,0.001,64.53,-76.31923214,48,0.42,11307,642160,13213,5418.781115722656,309.0746795654297
642276,,63.56,-75.75633726999999,48,0.43,11308,,13215,,
642279,,63.39,-75.76259751,48,0.43,11309,,13217,,
642379,0.001,63.39,-75.53204566000001,48,0.43,11310,642260,13236,5447.30765991211,312.84951171875
642479,0.001,63.39,-75.24998712,48,0.43,11311,642360,13262,5743.688082885742,309.6007110595703
642579,0.001,63.39,-76.13021481000001,48,0.43,11312,642460,13295,5316.9959121704105,315.0092407226563
642679,0.001,64.3,-77.18226911000001,48,0.42,11313,642560,13334,5391.053802490234,312.8201873779297
642691,0.001,63.42,-76.61581177000001,48,0.43,11314,642580,13338,5678.092602539063,309.9745239257812
642791,0.001,63.42,-77.06816443,48,0.43,11315,642680,13383,5224.941479492188,303.09593505859374
642805,0.001,62.56,-76.27940717999999,47,0.44,11316,642700,13393,6869.458642578125,299.4544281005859
642905,0.001,62.56,-79.88183763,47,0.44,11317,642800,13415,4358.324725341797,303.6859100341797
642909,,61.6,-79.35988669,47,0.45,11318,,13417,,
642939,0.001,61.6,-79.65189184,47,0.45,11319,642820,13426,4294.311004638672,306.8175567626953
643039,0.001,61.6,-79.31501709999999,47,0.45,11320,642920,13447,4029.4751892089844,307.55214233398436
643139,0.001,62.49,-79.74240318999999,47,0.44,11321,643020,13477,4677.425430297852,318.0541473388672
643239,0.001,63.45,-80.38871733999999,47,0.43,11322,643120,13501,5749.655773925781,306.62867431640626
643339,0.001,63.45,-79.12598125999999,47,0.43,11323,643220,13532,5373.238275146485,302.4731384277344
643347,0.001,62.53,-78.39761734999999,47,0.44,11324,643240,13535,4573.806976318359,315.68556213378906
643447,0.001,63.45,-79.67273715999998,47,0.43,11325,643340,13569,4730.869509887695,312.7127410888672
643547,0.001,63.45,-78.52053758000001,47,0.43,11326,643440,13600,5347.364929199219,309.42784423828124
643647,0.001,64.3,-79.12867188999999,47,0.42,11327,643540,13623,3570.5094665527345,310.23833923339845
643747,0.001,64.3,-79.58263262999999,47,0.42,11328,643640,13652,5167.943719482422,308.42103576660156
643754,,63.37,-78.83780157999999,47,0.43,11329,,13656,,
643854,0.001,63.37,-79.82824992,47,0.43,11330,643740,13684,4035.926934814453,306.6611572265625
643954,0.001,63.37,-76.30836373,46,0.43,11331,643840,13726,5985.868927001953,309.77948303222655
643985,0.001,62.68,-75.332783,46,0.44,11332,643880,13736,5305.903857421875,311.10517578125
644085,0.001,62.68,-75.08398025999999,46,0.44,11333,643980,13767,5643.692642211914,309.9279754638672
644185,0.001,62.68,-74.8828528,46,0.44,11334,644080,13790,6248.062823486328,301.87909545898435
644285,0.001,63.58,-78.94288227999999,46,0.43,11335,644180,13821,5471.390280151367,308.9561370849609
644385,0.001,63.58,-79.55581377,46,0.43,11336,644280,13851,5787.029449462891,303.3526092529297
644485,0.001,64.52,-85.10908130999998,46,0.42,11337,644380,13870,5644.091711425781,311.4852813720703
644490,,64.24,-83.84868825,46,0.42,11338,,13872,,
644515,0.001,64.42,-84.17909494,46,0.42,11339,644400,13877,5993.738372802734,307.99721374511716
644522,0.001,63.49,-83.33732467,46,0.43,11340,644420,13885,6026.695056152344,307.0290496826172
644526,,62.53,-80.86214472,46,0.44,11341,,13887,,
644626,0.001,62.53,-82.16530134,46,0.44,11342,644520,13920,4673.842211914062,310.53741455078125
644643,0.001,62.08,-81.98490901,46,0.44,11343,644540,13927,4707.3058807373045,313.81830139160155
644743,0.001,62.08,-81.97950055999999,46,0.44,11344,644640,13946,6878.819952392578,302.1952880859375
644757,,61.22,-81.12865475999999,46,0.45,11345,,13950,,
644857,0.001,61.22,-80.59206912,46,0.45,11346,644740,13972,4581.764984130859,307.3861968994141
644862,0.001,61.2,-80.83821444,46,0.45,11347,644760,13979,7045.013177490235,305.008154296875
644933,0.001,61.73,-81.87283795,46,0.45,11348,644820,14013,5294.603720092773,314.9500701904297
645033,0.001,61.73,-80.18813008,45,0.45,11349,644920,14037,4986.730541992188,301.6668975830078
645133,0.001,62.71,-81.33115517,45,0.44,11350,645020,14057,4490.095874023437,313.0009796142578
645233,0.001,63.64,-81.97156179000001,45,0.43,11351,645120,14077,5327.882312011719,303.04051513671874
645246,0.001,62.77,-82.14579269,45,0.44,11352,645140,14081,6147.15422668457,303.6874969482422
645346,0.001,63.67,-82.34080185,45,0.43,11353,645240,14106,5187.356115722656,310.6637878417969
645446,0.001,64.61,-84.00571079,45,0.42,11354,645340,14141,7632.092512512207,309.7509246826172
645453,,63.68,-83.63169690000001,45,0.43,11355,,14150,,
645458,,62.73,-82.93814766,45,0.44,11356,,14152,,
645558,0.001,62.73,-87.4572249,45,0.44,11357,645440,14197,6234.364181518555,305.6138549804688
645563,0.001,61.78,-86.78884383,45,0.45,11358,645460,14200,6551.969940185547,313.5552734375
645663,0.001,62.7,-87.83512583,45,0.44,11359,645560,14230,6065.676083374024,312.3395172119141
645670,,62.74,-88.0932268,45,0.44,11360,,14233,,
645770,0.001,63.57,-87.90404764,45,0.43,11361,645660,14266,6239.497186279297,310.8346893310547
645870,0.001,64.38,-93.21841393999999,45,0.42,11362,645760,14315,5983.778857421875,312.02119140625
645970,0.001,64.38,-93.21449793000004,45,0.42,11363,645860,14339,4094.3763778686525,312.1630462646484
646070,0.001,64.38,-91.16059899,44,0.42,11364,645960,14365,4855.61396484375,307.28661193847654
646170,0.001,65.28,-91.71611663,44,0.41,11365,646060,14386,5828.340148925781,307.75794982910156
646192,0.001,64.5,-90.98019634,44,0.42,11366,646080,14393,5379.74010925293,306.53428344726564
646292,0.001,65.43,-95.71541497,44,0.41,11367,646180,14431,5629.041723632812,314.81592712402346
646326,0.001,65.67,-95.48925747999999,44,0.41,11368,646220,14439,6229.750344848633,308.00354919433596
646398,0.001,65.39,-96.10538921,44,0.42,11369,646280,14465,4877.977447509766,306.9884826660156
646498,0.001,65.39,-96.47459625999998,44,0.42,11370,646380,14501,4073.289875793457,311.34828796386716
646598,0.001,66.23,-102.13276336999998,44,0.41,11371,646480,14557,4998.010934448243,308.5560028076172
646608,0.001,65.33,-101.72836169999997,44,0.42,11372,646500,14561,5352.455715942383,308.0585632324219
646614,,64.39,-99.12238423,44,0.43,11373,,14564,,
646714,0.001,65.11,-100.36370259999998,44,0.42,11374,646600,14592,4730.7891845703125,306.26861572265625
646721,0.001,64.18,-100.02732329999999,44,0.43,11375,646620,14595,5128.069506835937,310.68681640625
646821,0.001,64.18,-102.77761781,44,0.43,11376,646720,14611,6501.053063964844,305.4070587158203
646921,0.001,65.1,-103.53656704000001,44,0.42,11377,646820,14641,5338.820819091797,303.06244506835935
646925,,65.08,-103.53204096000002,44,0.42,11378,,14649,,
646934,,64.19,-102.16347118000002,44,0.42,11379,,14653,,
647034,0.001,64.19,-107.23702837,44,0.42,11380,646920,14699,6075.07084350586,309.4730712890625
647134,0.001,64.19,-106.76538984000001,43,0.42,11381,647020,14726,5972.843225097657,311.51438293457034
647140,,64.02,-106.68498883000001,43,0.42,11382,,14733,,
647240,0.001,64.02,-106.64398311000001,43,0.42,11383,647120,14759,5859.021618652344,304.9278961181641
647340,0.001,64.02,-105.65323894000001,43,0.42,11384,647220,14780,4990.597686767578,311.8898010253906
647394,0.001,63.56,-107.62485557000002,43,0.43,11385,647280,14801,5211.150155639649,312.2723327636719
647494,0.001,63.56,-105.29426702,43,0.43,11386,647380,14823,7488.043078613281,313.80328063964845
647498,,63.53,-105.28521362000001,43,0.43,11387,,14825,,
647598,0.001,63.53,-104.94597656000002,43,0.43,11388,647480,14851,4897.329132080078,318.83507080078124
647608,0.001,63.4,-104.89670904,43,0.43,11389,647500,14854,5207.035046386719,306.6050506591797
647708,0.001,64.32,-110.31453853000001,43,0.42,11390,647600,14904,4828.215765380859,311.3946105957031
647808,0.001,64.32,-108.80884536000002,43,0.42,11391,647700,14934,5622.884713745118,304.3077392578125
647908,0.001,64.32,-112.06158843000001,43,0.42,11392,647800,14958,5014.433676147461,306.73418884277345
647916,,63.4,-110.96502891000002,43,0.43,11393,,14960,,
648016,0.001,63.4,-111.30482371000004,43,0.43,11394,647900,14992,4574.687789916992,308.5605224609375
648043,0.001,62.67,-105.35629353000002,43,0.44,11395,647940,15005,5758.7410888671875,306.38365783691404
648047,,61.71,-104.67672808000002,43,0.45,11396,,15007,,
648147,0.001,62.67,-105.89529705000001,43,0.44,11397,648040,15040,7185.814501953125,309.58472900390626
648154,,62.71,-105.79723089000001,43,0.44,11398,,15043,,
648254,0.001,63.67,-106.34412746000002,43,0.43,11399,648140,15065,5865.9871826171875,309.6483917236328
648268,0.001,62.81,-105.58851863000001,43,0.44,11400,648160,15069,5979.624353027344,307.9210601806641
648368,0.001,63.76,-107.45167530999998,42,0.43,11401,648260,15101,5409.067056274414,313.59119567871096
648391,0.001,62.99,-106.46994734000002,42,0.44,11402,648280,15106,4814.1135925292965,314.84539184570315
648491,0.001,63.96,-107.62918117,42,0.43,11403,648380,15131,5674.689611816406,316.48963317871096
648497,,63.02,-106.85125037000002,42,0.44,11404,,15139,,
648597,0.001,63.94,-107.63153628,42,0.43,11405,648480,15161,5219.696936035156,315.4533721923828
648603,0.001,63.44,-104.99549605,42,0.43,11406,648500,15164,4959.886401367187,316.7565521240234
648621,0.001,63.48,-105.51104694,42,0.43,11407,648520,15170,7490.877587890625,305.7096893310547
648628,,63.52,-105.51905554000001,42,0.43,11408,,15178,,
648728,0.001,64.49,-106.25459726999999,42,0.42,11409,648620,15199,6760.3799499511715,310.6155151367187
648749,0.001,63.7,-106.88376584,42,0.43,11410,648640,15207,5959.239453125,312.50767822265624
648775,0.001,62.96,-106.37271058,42,0.44,11411,648660,15223,6582.5015869140625,307.87767028808594
648795,0.001,62.16,-104.31959886,42,0.45,11412,648680,15231,5045.844714355469,309.5017913818359
648799,,61.2,-103.23999765000002,42,0.46,11413,,15233,,
648899,0.001,62.08,-103.98269317000002,42,0.45,11414,648780,15266,6769.770861816406,319.131640625
648918,0.001,61.27,-103.28862147,42,0.46,11415,648800,15274,4742.260961914062,319.8396514892578
648935,0.001,61.3,-103.86734523999999,42,0.46,11416,648820,15281,4690.7692596435545,315.177978515625
648939,,60.34,-99.86604331999999,42,0.47,11417,,15283,,
649039,0.001,61.3,-105.74636443999998,42,0.46,11418,648920,15301,5685.012976074218,319.90794067382814
649058,0.001,61.19,-105.66041618,42,0.46,11419,648940,15308,5965.842370605469,308.909228515625
649064,0.001,60.25,-105.40106132999999,42,0.47,11420,648960,15315,4862.8680419921875,301.5782836914062
649071,,59.32,-104.84916186999999,42,0.48,11421,,15318,,
649171,0.001,59.32,-105.18065675,42,0.48,11422,649060,15349,5819.349603271485,314.8595825195313
649271,0.001,59.32,-104.19045141999999,42,0.48,11423,649160,15374,5980.301617431641,322.82256774902345
649371,0.001,60.24,-105.06610985999998,42,0.47,11424,649260,15397,5356.055258178711,310.8871185302734
649379,,59.32,-103.93577399,42,0.48,11425,,15401,,
649479,0.001,59.32,-104.35207660999998,42,0.48,11426,649360,15434,4631.970025634766,320.32440795898435
649579,0.001,59.32,-107.64523236,42,0.48,11427,649460,15451,6345.011566162109,312.35588989257815
649596,0.001,58.49,-106.85865320999997,42,0.49,11428,649480,15456,4847.767956542969,320.2998443603516
649630,0.001,58.76,-107.45753869999997,41,0.49,11429,649520,15472,5375.624841308594,316.2535766601562
649730,0.001,58.76,-106.67034315999999,41,0.49,11430,649620,15497,5373.202783203125,317.28066101074216
649732,,57.78,-104.44039844999999,41,0.5,11431,,15498,,
649777,0.001,57.92,-104.26393203000002,41,0.5,11432,649660,15512,8123.7999816894535,316.51210632324216
649877,0.001,57.92,-104.4755714,41,0.5,11433,649760,15560,7222.772570800781,314.9360107421875
649977,0.001,57.92,-104.81183643,41,0.5,11434,649860,15589,4618.147705078125,313.96050415039065
650026,0.001,57.41,-101.60747450000001,41,0.51,11435,649920,15603,7048.460055541992,313.0277862548828
650126,0.001,57.41,-100.66772345,41,0.51,11436,650020,15636,4055.7698028564455,309.2552459716797
650226,0.001,57.41,-95.70887057000002,41,0.51,11437,650120,15672,4700.521759033203,323.346337890625
650326,0.001,58.36,-96.61350719,41,0.5,11438,650220,15693,5487.087750244141,309.3590911865234
650426,0.001,59.11,-97.02898189,41,0.49,11439,650320,15723,6332.167584228516,303.4644744873047
650432,,59.1,-97.09738140999998,41,0.49,11440,,15727,,
650532,0.001,60.06,-98.06667641,41,0.48,11441,650420,15754,4774.109191894531,313.7921081542969
650570,0.001,59.44,-96.53005957999999,41,0.49,11442,650460,15771,5697.668371582031,318.12352600097654
650576,,59.33,-96.36973375999997,41,0.49,11443,,15772,,
650676,0.001,59.33,-96.36500645999996,41,0.49,11444,650560,15805,5590.810537719726,319.0274719238281
650683,0.001,59.26,-95.75735893,41,0.49,11445,650580,15807,4713.351284790039,320.1694671630859
650783,0.001,59.26,-95.98630540999999,41,0.49,11446,650680,15833,4246.04789428711,319.4183868408203
650793,,59.31,-95.79307274000001,41,0.49,11447,,15838,,
650893,0.001,59.6,-94.65522087999997,41,0.48,11448,650780,15864,4876.692233276367,312.6732482910156
650993,0.001,59.6,-94.81959337999997,40,0.48,11449,650880,15886,6257.076187133789,311.429736328125
651093,0.001,59.6,-94.51163169999998,40,0.48,11450,650980,15916,6417.924002075195,313.4482391357422
651193,0.001,59.6,-94.96187318999999,40,0.48,11451,651080,15951,6094.035144042969,325.9227020263672
651284,0.001,60.38,-95.41670365999998,40,0.48,11452,651180,15974,4601.607067871094,319.49806518554686
651384,0.001,60.38,-95.50875026999998,40,0.48,11453,651280,15997,5690.928849792481,314.72043762207034
651484,0.001,60.38,-94.76690650999997,40,0.48,11454,651380,16021,6049.449792480469,312.47389221191406
651495,,60.42,-94.73246510999999,40,0.48,11455,,16029,,
651510,0.001,60.52,-95.05935818,40,0.48,11456,651400,16034,6231.989764404297,319.76047973632814
651521,0.001,59.63,-89.58496514999999,40,0.49,11457,651420,16038,5222.405541992188,321.67991027832034
651545,0.001,59.82,-89.63579745000001,40,0.49,11458,651440,16051,5759.533053588867,317.8216522216797
651553,,58.9,-88.5895314,40,0.5,11459,,16055,,
651653,0.001,59.83,-94.24232115,40,0.49,11460,651540,16071,5500.228430175781,323.9105163574219
651662,0.001,58.92,-93.87463209999999,40,0.5,11461,651560,16075,5544.972808837891,313.3399169921875
651668,,57.98,-88.29679166999999,40,0.51,11462,,16078,,
651676,,57.06,-87.40143672999997,40,0.52,11463,,16081,,
651776,0.001,57.06,-88.32567527999998,40,0.52,11464,651660,16109,6876.221432495117,317.541552734375
651876,0.001,57.06,-88.47380971999999,40,0.52,11465,651760,16138,5735.858090209961,318.9837951660156
651976,0.001,57.84,-89.18149208999999,40,0.51,11466,651860,16165,5067.378796386719,316.84600830078125
652076,0.001,57.84,-84.63566243999999,40,0.51,11467,651960,16185,6361.833331298828,309.5357238769531
652125,0.001,57.99,-84.84445963999998,40,0.51,11468,652020,16198,4952.005978393555,305.6597137451172
652225,0.001,58.27,-85.01232297,40,0.5,11469,652120,16221,5547.799230957031,319.432275390625
652325,0.001,58.27,-84.77794937,40,0.5,11470,652220,16261,4481.767028808594,314.2207946777344
652425,0.001,58.27,-80.72748926999999,40,0.5,11471,652320,16289,5082.089276123047,315.73887329101564
652427,,58.19,-80.56186806999999,40,0.5,11472,,16290,,
652435,,58.21,-80.30401560999998,40,0.5,11473,,16293,,
652535,0.001,58.21,-84.39148418,39,0.5,11474,652420,16326,6447.515811157226,313.69903259277345
652635,0.001,59.14,-86.81411643999999,39,0.49,11475,652520,16359,5703.251036071777,321.9673736572266
652641,0.001,58.2,-80.86443928,39,0.5,11476,652540,16361,5155.712780761719,322.2864196777344
652741,0.001,58.2,-80.54608954,39,0.5,11477,652640,16391,5153.226998901368,312.3278076171875
652841,0.001,59.16,-83.33333843,39,0.49,11478,652740,16448,3793.854202270508,315.51201782226565
652941,0.001,60.07,-83.90478053000001,39,0.48,11479,652840,16472,6709.834997558593,310.41017456054686
652956,,59.22,-78.76873855000001,39,0.49,11480,,16476,,
652960,,58.26,-78.49725543000001,39,0.5,11481,,16478,,
652964,0.001,58.24,-78.4952407,39,0.5,11482,652860,16480,5811.484854125976,318.67235107421874
652970,,57.3,-77.72869212999998,39,0.51,11483,,16482,,
652994,0.001,56.54,-77.55208717,39,0.52,11484,652880,16490,4980.3072265625,316.67018737792966
653094,0.001,57.0,-77.78832194,39,0.51,11485,652980,16512,5617.249142456055,309.88190307617185
653121,0.001,56.27,-77.54659278,39,0.52,11486,653020,16519,4459.537387084961,316.9816528320313
653221,0.001,57.23,-83.43600924,39,0.51,11487,653120,16542,5465.257847595215,313.01210632324216
653321,0.001,57.23,-88.09704225000002,39,0.51,11488,653220,16562,5204.652291870118,307.27708740234374
653421,0.001,58.13,-88.83010331999999,39,0.5,11489,653320,16590,6142.578036499023,308.2616790771484
653521,0.001,58.13,-84.18014801000001,39,0.5,11490,653420,16615,6282.736254882812,311.58397216796874
653621,0.001,58.13,-84.18195192999998,39,0.5,11491,653520,16645,6907.140130615235,320.70603332519534
653721,0.001,58.13,-80.81746478,39,0.5,11492,653620,16668,6258.507600402832,307.49399719238284
653741,0.001,58.25,-81.10329801,39,0.5,11493,653640,16675,4611.01887512207,311.47144470214846
653751,,57.35,-80.52817992,39,0.51,11494,,16680,,
653851,0.001,58.08,-81.22519581,39,0.5,11495,653740,16701,5164.811393737793,317.7478271484375
653951,0.001,59.04,-82.15595121,39,0.49,11496,653840,16738,5453.789358520507,314.88353576660154
654051,0.001,59.04,-81.62762284,39,0.49,11497,653940,16764,6154.182611083985,313.9712371826172
654151,0.001,59.97,-82.58821674000001,38,0.48,11498,654040,16793,7138.888842773437,302.8721069335937
654251,0.001,59.97,-82.34287756000002,38,0.48,11499,654140,16823,4535.603210449219,311.06732482910155
654351,0.001,60.83,-86.69306232000002,38,0.47,11500,654240,16852,3623.6499145507814,314.0823577880859
654451,0.001,60.83,-87.53390691999999,38,0.47,11501,654340,16874,4308.420748901367,329.94322204589844
654551,0.001,61.6,-87.29619354999998,38,0.46,11502,654440,16900,5678.020483398437,317.9388671875
654651,0.001,61.6,-86.51207174,38,0.46,11503,654540,16929,6356.096343994141,314.77123107910154
654656,,61.59,-86.40253571,38,0.46,11504,,16931,,
654731,0.001,61.34,-87.11610812999999,38,0.47,11505,654620,16956,5779.667266845703,312.05646057128905
654736,,61.33,-87.32114910999996,38,0.47,11506,,16958,,
654836,0.001,62.15,-87.76116871999999,38,0.46,11507,654720,16992,6351.5164245605465,315.00555419921875
654936,0.001,63.08,-88.75601458,38,0.45,11508,654820,17018,7284.106878662109,320.1440399169922
655036,0.001,63.08,-88.76908703999999,38,0.45,11509,654920,17051,3744.048419189453,321.312109375
655042,0.001,62.93,-87.70346485000002,38,0.45,11510,654940,17054,4739.501284790039,309.9783660888672
655142,0.001,63.67,-87.95311566000001,38,0.44,11511,655040,17082,6350.268742370606,315.53894958496096
655242,0.001,64.47,-88.44448440000002,38,0.43,11512,655140,17106,5162.819987487793,312.49814453125
655342,0.001,65.43,-89.16990383000001,38,0.42,11513,655240,17129,3663.4337997436523,324.3976287841797
655442,0.001,65.43,-89.04329315999999,38,0.42,11514,655340,17165,6185.69638671875,315.05470886230466
655542,0.001,66.24,-89.34824388999999,38,0.41,11515,655440,17189,5454.955799865723,303.28192138671875
655642,0.001,67.07,-89.59958976,38,0.4,11516,655540,17217,6601.63598022461,316.8358642578125
655644,,67.05,-89.59167932,38,0.4,11517,,17218,,
655744,0.001,67.05,-84.28594833000001,38,0.4,11518,655640,17248,5256.545455932617,303.24229736328124
655746,,66.88,-84.03611028000002,38,0.4,11519,,17250,,
655846,0.001,67.82,-89.50120007000001,37,0.39,11520,655740,17272,6399.649633789062,311.5309692382813
655946,0.001,68.75,-94.73711861000001,37,0.38,11521,655840,17298,4613.375476074219,314.8557830810547
656046,0.001,68.75,-94.08547340999999,37,0.38,11522,655940,17330,6905.19282836914,315.6801055908203
656063,0.001,67.92,-93.65718692,37,0.39,11523,655960,17335,6828.123190307617,315.64745178222654
656068,,66.97,-92.9791341,37,0.4,11524,,17337,,
656168,0.001,67.89,-98.65503128,37,0.39,11525,656060,17354,5358.09167175293,316.6688171386719
656268,0.001,67.89,-98.58753447,37,0.39,11526,656160,17375,7173.148989868164,307.2693298339844
656368,0.001,67.89,-95.31268860999998,37,0.39,11527,656260,17392,5637.615802001953,311.4354217529297
656379,,67.83,-95.68059553999997,37,0.39,11528,,17402,,
656392,0.001,67.62,-94.94173627,37,0.39,11529,656280,17406,5803.172131347656,315.8455749511719
656430,0.001,67.0,-95.11265608,37,0.4,11530,656320,17422,6620.840124511718,320.2116241455078
656530,0.001,67.98,-96.12473619000001,37,0.39,11531,656420,17440,6271.010897827148,326.596484375
656532,,67.55,-95.73296336,37,0.39,11532,,17442,,
656540,,66.63,-95.06738497,37,0.4,11533,,17445,,
656552,0.001,65.75,-94.07184974,37,0.41,11534,656440,17449,4190.2505157470705,319.75047912597654
656652,0.001,66.26,-98.65111051000002,37,0.4,11535,656540,17469,6450.824896240234,315.51646728515624
656657,,65.31,-98.47955538999999,37,0.41,11536,,17472,,
656757,0.001,65.31,-98.32153545000001,37,0.41,11537,656640,17500,7011.380090332032,315.1803833007813
656857,0.001,65.31,-98.40659566000001,37,0.41,11538,656740,17519,5871.1564453125,311.7000274658203
656878,0.001,64.52,-98.0655139,37,0.42,11539,656760,17531,6981.374594116211,316.06984252929686
656895,0.001,64.63,-98.12409354000002,37,0.42,11540,656780,17535,5467.207113647461,321.0620422363281
656995,0.001,64.63,-97.65887255000001,37,0.42,11541,656880,17554,3960.4641082763674,316.7995239257813
657005,0.001,64.35,-96.84860463999999,37,0.42,11542,656900,17556,6069.759342956543,311.0953338623047
657010,,64.34,-96.79544611999998,37,0.42,11543,,17559,,
657110,0.001,64.34,-96.64547262999999,37,0.42,11544,657000,17575,5269.852285766601,311.8853332519531
657210,0.001,65.27,-100.93355947999999,37,0.41,11545,657100,17602,5246.785025024414,315.3525360107422
657227,0.001,64.44,-100.18625069,37,0.42,11546,657120,17606,6328.114971923828,317.00079040527345
657236,,64.43,-100.13642247,37,0.42,11547,,17609,,
657260,0.001,63.67,-100.2122205,37,0.43,11548,657140,17627,6823.078271484375,320.2939453125
657269,0.001,62.76,-99.40891281000002,37,0.44,11549,657160,17635,5938.390402221679,309.9787628173828
