rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/approx_kl,train/loss,train/explained_variance,train/clip_range,train/entropy_loss,train/std,train/value_loss,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/clip_fraction
-559.5373969599998,99.14,429000,290,6362,67,0.10575899,3848.122314453125,-0.2577168941497803,0.2,-7.514780712127686,0.8474467992782593,7811.45087890625,0.0003,21440,0.011607395918690599,0.2739999987185001
-560.1200126499999,99.14,429100,291,6390,67,0.029828088,3465.961669921875,0.20841193199157715,0.2,-7.5148297309875485,0.8474564552307129,6940.68388671875,0.0003,21445,-0.0033819120115367697,0.18799999319016933
-560.4048737199998,99.14,429200,292,6418,66,0.037157297,4238.689453125,-0.14413416385650635,0.2,-7.514882373809814,0.8474599719047546,8532.9453125,0.0003,21450,-0.01518569397740066,0.16999999582767486
-560.2261515999999,99.14,429300,293,6433,66,0.009555884,3770.59765625,0.014100193977355957,0.2,-7.514884281158447,0.8474538326263428,7566.51279296875,0.0003,21455,-0.0013194789498811588,0.03599999956786633
-560.71118327,99.14,429400,294,6453,66,0.081447236,3868.929931640625,0.08190786838531494,0.2,-7.514856052398682,0.8474550247192383,7766.289453125,0.0003,21460,-0.016521735057176558,0.25199999697506426
-560.76212627,99.14,429500,295,6473,66,0.038899343,3976.950927734375,-0.23872137069702148,0.2,-7.514862823486328,0.8474525213241577,7998.19375,0.0003,21465,-0.02744884280837141,0.1819999970495701
-560.8535844500001,99.14,429600,296,6496,66,0.044280548,3492.00244140625,0.0487176775932312,0.2,-7.514741039276123,0.8473994135856628,6998.0845703125,0.0003,21470,-0.018581405222357718,0.2299999888986349
-561.02898415,99.14,429700,297,6521,65,0.053534377,3608.69140625,0.03638255596160889,0.2,-7.514263916015625,0.8473297953605652,7242.10068359375,0.0003,21475,0.006612163755926303,0.24399999156594276
-561.5151950300001,99.14,429800,298,6544,65,0.114485346,3733.51416015625,-0.009671926498413086,0.2,-7.513769245147705,0.8472468256950378,7481.0775390625,0.0003,21480,-0.009852749307174235,0.39399998635053635
-561.26631159,99.14,429900,299,6563,65,0.09960098,3698.970458984375,-0.2518019676208496,0.2,-7.513240909576416,0.8471981883049011,7440.37607421875,0.0003,21485,0.005582678111386486,0.3199999898672104
