rollout/ep_rew_mean,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,time/time_elapsed,train/clip_range,train/std,train/policy_gradient_loss,train/clip_fraction,train/entropy_loss,train/approx_kl,train/value_loss,train/explained_variance,train/learning_rate,train/n_updates,train/loss
-528.5351068372092,1,4200,42,96.27906976744185,2172,0.2,0.9987649321556091,-0.012953826617558662,0.21199999935925007,-8.506307029724121,0.051720653,3558.741748046875,-0.4417610168457031,0.0003,205,1705.380859375
-528.3109654772726,1,4300,43,96.36363636363636,2221,0.2,0.9987194538116455,-0.010986785888599115,0.2319999910891056,-8.505941009521484,0.054844875,3143.278271484375,0.031783223152160645,0.0003,210,1512.4595947265625
-528.6615518,1,4400,44,96.44444444444444,2271,0.2,0.998682975769043,-0.016480824686595952,0.20199999697506427,-8.505732345581055,0.045367993,3867.464306640625,-0.23906981945037842,0.0003,215,1868.6353759765625
-528.6912846086956,1,4500,45,96.52173913043478,2324,0.2,0.9987227916717529,-0.013024156585379388,0.2419999923557043,-8.505634307861328,0.053161904,3745.928515625,-0.2579151391983032,0.0003,220,1819.8857421875
-528.9206160638297,1,4600,46,96.59574468085107,2378,0.2,0.9988057613372803,-0.014660572476714151,0.2399999976158142,-8.506042861938477,0.05846666,3293.719287109375,-0.23068058490753174,0.0003,225,1603.7802734375
-524.4873213673469,1,4700,47,95.75510204081633,2436,0.2,0.9988536834716797,-0.028533887714365845,0.20199999697506427,-8.506463623046875,0.04530063,3910.4015625,-0.23545074462890625,0.0003,230,1899.8095703125
-524.93403302,1,4800,48,95.84,2486,0.2,0.9988142251968384,0.002559497325682969,0.09799999631941318,-8.506556129455566,0.015825158,2926.036669921875,0.030408799648284912,0.0003,235,1413.1170654296875
-525.7419894705882,1,4900,49,95.92156862745098,2535,0.2,0.9988514184951782,-0.00604124102719652,0.12799999304115772,-8.506394577026366,0.026215063,4826.9052734375,-0.38761186599731445,0.0003,240,2344.024658203125
-525.8694654038462,1,5000,50,96.0,2583,0.2,0.9989373087882996,-0.01210953519494069,0.12199999913573265,-8.506775283813477,0.02897622,4720.43544921875,-0.13519668579101562,0.0003,245,2249.32373046875
-526.5295755660378,1,5100,51,96.0754716981132,2631,0.2,0.998945415019989,-0.0076154938545073495,0.12399999871850013,-8.50716781616211,0.028473785,4222.261279296875,0.050940513610839844,0.0003,250,2034.1148681640625
-527.1555515370371,1,5200,52,96.14814814814815,2681,0.2,0.9989713430404663,-0.004825593996065436,0.19799999371170998,-8.507156944274902,0.039768882,4506.3283203125,-0.17486989498138428,0.0003,255,2157.72265625
-527.7674456363637,1,5300,53,96.21818181818182,2726,0.2,0.9990098476409912,-0.016621740706250422,0.171999990940094,-8.507404899597168,0.036607455,4744.340625,-0.010230183601379395,0.0003,260,2278.912841796875
-527.6692556607143,1,5400,54,96.28571428571429,2772,0.2,0.9990800619125366,-0.004101377790811966,0.1079999938607216,-8.507661056518554,0.02075357,4606.18515625,-0.06974053382873535,0.0003,265,2206.010498046875
-528.1710130350878,1,5500,55,96.35087719298245,2819,0.2,0.9991974830627441,-0.004068895757154678,0.0879999965429306,-8.508229637145996,0.015917083,4255.13701171875,-0.18570494651794434,0.0003,270,2054.581298828125
-528.7005047413793,1,5600,56,96.41379310344827,2864,0.2,0.9992238283157349,-0.001579447704375525,0.07799999713897705,-8.508783721923828,0.013681938,4458.89697265625,0.05208849906921387,0.0003,275,2134.359619140625
-529.318939338983,1,5700,57,96.47457627118644,2905,0.2,0.9991806745529175,0.0005971033820060256,0.08999999612569809,-8.508720016479492,0.017280284,4467.15107421875,0.02939927577972412,0.0003,280,2141.6015625
-529.7168090333333,1,5800,58,96.53333333333333,2948,0.2,0.9991841316223145,-0.01904935976863271,0.19199999868869783,-8.508517646789551,0.042100437,4460.974609375,-0.14736700057983398,0.0003,285,2117.64892578125
-530.1047422459017,1,5900,59,96.59016393442623,2992,0.2,0.9991869926452637,-0.004671973127869933,0.1040000006556511,-8.50860366821289,0.017924847,4033.43876953125,-0.013928771018981934,0.0003,290,1924.249267578125
-530.2144827419355,1,6000,60,96.64516129032258,3035,0.2,0.9991945028305054,-0.015435750439792173,0.1879999954253435,-8.508605766296387,0.039953925,3944.186572265625,-0.046143174171447754,0.0003,295,1857.0107421875
-530.6476537936509,1,6100,61,96.6984126984127,3086,0.2,0.9991668462753296,-0.014152796946473246,0.1479999978095293,-8.508610153198243,0.030195007,3707.624609375,-0.0509343147277832,0.0003,300,1752.308349609375
-528.918567703125,1,6200,62,96.421875,3135,0.2,0.9991403818130493,-0.013430051661998732,0.26400000005960467,-8.50839958190918,0.06290613,4152.42880859375,-0.13370978832244873,0.0003,305,1967.63720703125
-529.4616645384615,1,6300,63,96.47692307692307,3176,0.2,0.9991072416305542,-0.0072425640094934355,0.11799999624490738,-8.508259963989257,0.020537132,3531.05654296875,-0.22570371627807617,0.0003,310,1683.572509765625
-525.3527477272727,1,6400,64,95.72727272727273,3218,0.2,0.9990715980529785,-0.006177860066236463,0.24399998933076858,-8.50804786682129,0.04596612,3389.56708984375,-0.2848309278488159,0.0003,315,1600.44775390625
-525.7369710597014,1,6500,65,95.7910447761194,3265,0.2,0.9990400075912476,-0.01306949724998958,0.3639999866485596,-8.507842636108398,0.07703612,4336.9251953125,-0.6403906345367432,0.0003,320,2067.00048828125
-526.0343432647059,1,6600,66,95.8529411764706,3309,0.2,0.9990007281303406,-0.015840551182736817,0.2779999941587448,-8.507655334472656,0.05791929,4058.054443359375,-0.10504376888275146,0.0003,325,1921.197021484375
-526.5999730144927,1,6700,67,95.91304347826087,3355,0.2,0.9989303350448608,-0.005043041125281889,0.29599999338388444,-8.507332229614258,0.06993511,3415.294677734375,0.18601632118225098,0.0003,330,1580.427001953125
-527.154888942857,1,6800,68,95.97142857142858,3402,0.2,0.9988777041435242,-0.007424329318109812,0.17199999392032622,-8.506940460205078,0.031045165,4116.4248046875,-0.4382075071334839,0.0003,335,1956.754150390625
-527.6503014507041,2,6900,69,96.02816901408451,3449,0.2,0.9988348484039307,-0.006901061814278364,0.1419999986886978,-8.506658554077148,0.02343065,3851.309765625,-0.2883511781692505,0.0003,340,1818.8924560546875
-528.1300134166667,2,7000,70,96.08333333333333,3497,0.2,0.9987807273864746,-0.010210305929194873,0.2699999865144491,-8.506376266479492,0.0687007,4164.74453125,-0.24696063995361328,0.0003,345,1989.9013671875
-528.6751893287671,2,7100,71,96.13698630136986,3544,0.2,0.9987232685089111,-0.009341993391353753,0.18199999257922173,-8.506035041809081,0.039558563,4409.78759765625,-0.4951375722885132,0.0003,350,2101.381103515625
-529.2053496891892,2,7200,72,96.1891891891892,3596,0.2,0.9986931681632996,-0.008289316631862675,0.24799999669194223,-8.505733680725097,0.059799783,3867.528564453125,0.08144593238830566,0.0003,355,1815.1651611328125
-529.6860227600001,2,7300,73,96.24,3640,0.2,0.9986563920974731,-0.006086791016150528,0.20799999311566353,-8.505573272705078,0.036213484,4115.8724609375,-0.2378016710281372,0.0003,360,1930.4586181640625
-529.9681192763159,2,7400,74,96.28947368421052,3692,0.2,0.9986231327056885,-0.009127801712565997,0.3600000008940697,-8.505330657958984,0.081777915,4462.2162109375,-0.29228413105010986,0.0003,365,2122.637939453125
-530.4683015454546,2,7500,75,96.33766233766234,3736,0.2,0.9986151456832886,-0.003827683926101599,0.29999999329447746,-8.505203437805175,0.051770452,4611.93359375,-0.4322880506515503,0.0003,370,2174.394287109375
-530.851538371795,2,7600,76,96.38461538461539,3786,0.2,0.9986276626586914,-0.00898418410870363,0.3059999912977219,-8.505182838439941,0.056643896,3802.432470703125,-0.10413122177124023,0.0003,375,1805.47900390625
-531.3695615822785,2,7700,77,96.43037974683544,3830,0.2,0.9986817240715027,-0.0052974863860072215,0.30999998897314074,-8.505371475219727,0.040428657,4678.09482421875,-0.12556028366088867,0.0003,380,2185.208251953125
-531.6806805875,2,7800,78,96.475,3880,0.2,0.9986985921859741,-0.003994880777736398,0.24799999445676804,-8.505645561218262,0.022256834,4580.7193359375,-0.27412867546081543,0.0003,385,2201.270263671875
-528.2542692926829,2,7900,79,95.84146341463415,3933,0.2,0.9986969232559204,-0.011639975821890403,0.5060000061988831,-8.50567798614502,0.15561543,5254.40380859375,-0.9226745367050171,0.0003,390,2543.64599609375
-528.5473630843373,2,8000,80,95.89156626506023,3979,0.2,0.9987263083457947,-0.002070207604992902,0.4759999871253967,-8.505729484558106,0.0639769,5584.4421875,-0.5117994546890259,0.0003,395,2777.476318359375
-528.8854288333333,2,8100,81,95.94047619047619,4023,0.2,0.9987801909446716,-0.019737365305445564,0.39599999189376833,-8.50599365234375,0.056398958,2550.481005859375,-0.0030335187911987305,0.0003,400,1232.8165283203125
-529.245859282353,2,8200,82,95.98823529411764,4069,0.2,0.9987959861755371,-0.00599943318120495,0.4099999874830246,-8.506262969970702,0.055664904,2972.58876953125,-0.06514942646026611,0.0003,405,1452.3504638671875
-529.2813971046511,2,8300,83,96.03488372093024,4116,0.2,0.9987634420394897,-0.0007990830410562922,0.3779999911785126,-8.506198692321778,0.032339662,3619.490185546875,-0.21731483936309814,0.0003,410,1757.6693115234375
-529.4917501149425,2,8400,84,96.08045977011494,4158,0.2,0.9987625479698181,-0.0028985510318307204,0.5259999871253968,-8.506083488464355,0.1774308,2928.733984375,-0.0523761510848999,0.0003,415,1404.9862060546875
-529.6756244772728,2,8500,85,96.125,4204,0.2,0.9988090395927429,-0.006961181018505158,0.371999990940094,-8.506186294555665,0.044956293,3458.567236328125,-0.3368300199508667,0.0003,420,1678.416748046875
-529.8163513033708,2,8600,86,96.1685393258427,4249,0.2,0.9988255500793457,-0.005239750012697187,0.39599999189376833,-8.506429481506348,0.06691365,3129.592138671875,-0.027939319610595703,0.0003,425,1525.9874267578125
-530.315521888889,2,8700,87,96.21111111111111,4295,0.2,0.9988600015640259,-0.013758551441060262,0.4839999914169312,-8.506534576416016,0.091246344,2702.720556640625,0.09209233522415161,0.0003,430,1300.465576171875
-530.7396968241758,2,8800,88,96.25274725274726,4342,0.2,0.9989203810691833,0.0023785076202329945,0.23999999910593034,-8.506822776794433,0.028151598,2936.01279296875,0.015032351016998291,0.0003,435,1388.840576171875
-530.892465521739,2,8900,89,96.29347826086956,4396,0.2,0.9989094138145447,-0.004513665623971974,0.33599998950958254,-8.50708293914795,0.024112789,3377.005712890625,0.01660388708114624,0.0003,440,1625.0186767578125
-531.0745009892473,2,9000,90,96.33333333333333,4441,0.2,0.9987663626670837,-0.007035694439036888,0.4799999833106995,-8.506716537475587,0.10604774,2990.64208984375,-0.18196773529052734,0.0003,445,1460.9161376953125
-531.2290175851064,2,9100,91,96.37234042553192,4484,0.2,0.9985710978507996,-0.005253652462852187,0.43799997568130494,-8.505653190612794,0.1020929,3224.435009765625,0.08647418022155762,0.0003,450,1563.906982421875
-531.3026281052631,2,9200,92,96.41052631578947,4535,0.2,0.9984166026115417,-0.013179939292240306,0.6739999771118164,-8.504557800292968,0.5249135,3379.772412109375,-0.17071235179901123,0.0003,455,1655.5394287109375
-531.23359890625,2,9300,93,96.44791666666667,4598,0.2,0.9982678294181824,-0.009626222454016897,0.3419999837875366,-8.503663444519043,0.048209466,4189.79736328125,-0.3193550109863281,0.0003,460,2052.55908203125
-531.3455532061856,2,9400,94,96.48453608247422,4651,0.2,0.9981421232223511,-0.004273313429075642,0.2740000009536743,-8.502800559997558,0.027690973,3420.424169921875,-0.18319320678710938,0.0003,465,1691.487548828125
-531.4001585714286,2,9500,95,96.5204081632653,4701,0.2,0.9981123208999634,-0.003857304012399254,0.33199999034404754,-8.50223217010498,0.05458498,3789.23662109375,-0.11567842960357666,0.0003,470,1863.6290283203125
-531.7133034444445,2,9600,96,96.55555555555556,4754,0.2,0.9980534315109253,0.0028119880798840313,0.37200000286102297,-8.502099800109864,0.016309397,3777.416943359375,-0.10735821723937988,0.0003,475,1866.1336669921875
-531.31567683,2,9700,97,96.49,4812,0.2,0.9979133009910583,0.013120628193019002,0.6059999704360962,-8.501528549194337,0.14165299,3598.078125,0.02555602788925171,0.0003,480,1780.57275390625
-531.3113525900001,2,9800,98,96.49,4862,0.2,0.9978620409965515,0.03202693922821709,0.6459999799728393,-8.50079574584961,0.51008666,4091.918798828125,-0.09904670715332031,0.0003,485,2028.988525390625
-531.2328167200001,2,9900,99,96.49,4916,0.2,0.9978983402252197,-0.016211901731730906,0.4660000026226044,-8.500793647766113,0.15350273,4413.6447265625,-0.062061429023742676,0.0003,490,2181.290771484375
-531.2575671000001,2,10000,100,96.49,4965,0.2,0.9977940320968628,-0.006751267154322704,0.48399999737739563,-8.500743865966797,0.096342616,4411.33818359375,-0.11720192432403564,0.0003,495,2166.50732421875
-531.6910162500001,2,10100,101,96.49,5021,0.2,0.9976152181625366,0.0011767573692850418,0.3559999980032444,-8.499851036071778,0.088037014,3790.19111328125,0.022452116012573242,0.0003,500,1876.3529052734375
-532.01581921,2,10200,102,96.49,5077,0.2,0.9974448084831238,-0.00403653796583967,0.3479999840259552,-8.49880313873291,0.019685114,3939.210205078125,0.14024388790130615,0.0003,505,1938.68505859375
-532.2411918299999,2,10300,103,96.49,5145,0.2,0.9973253011703491,-0.005947367623502941,0.4839999914169312,-8.49786319732666,0.049772613,4213.71298828125,0.012299835681915283,0.0003,510,2083.13720703125
-532.5838132299999,1,10400,104,96.49,5201,0.2,0.9972435832023621,0.025089400434853814,0.4419999897480011,-8.49725341796875,0.06076668,4625.24794921875,-0.03296613693237305,0.0003,515,2286.962890625
-532.7891592899999,1,10500,105,96.49,5257,0.2,0.9971005320549011,0.004077087776749977,0.4519999921321869,-8.496652221679687,0.04735794,4266.3029296875,-0.08232343196868896,0.0003,520,2114.9267578125
-533.2118170199999,1,10600,106,96.51,5318,0.2,0.9969619512557983,-0.0034887075453298166,0.4759999871253967,-8.495758819580079,0.1002168,4576.5228515625,-0.14964890480041504,0.0003,525,2259.67236328125
-533.3762495499999,1,10700,107,96.51,5372,0.2,0.9969658851623535,-0.01807843668757414,0.5419999837875367,-8.495204734802247,0.15789369,4286.1763671875,0.06936448812484741,0.0003,530,2119.027099609375
-533.62377641,1,10800,108,96.51,5422,0.2,0.9969557523727417,0.02261545133769687,0.6699999928474426,-8.49531421661377,0.51321536,4033.34560546875,0.019704878330230713,0.0003,535,2010.2843017578125
-533.9629992,1,10900,109,96.51,5494,0.2,0.9968748092651367,0.004505191932548769,0.4099999964237213,-8.495040702819825,0.04957796,4176.77763671875,0.0242958664894104,0.0003,540,2066.16455078125
-534.2655271799999,1,11000,110,96.51,5542,0.2,0.9968249201774597,0.009238231614244797,0.6079999804496765,-8.494625854492188,0.5133058,4885.42822265625,-0.3998551368713379,0.0003,545,2424.96240234375
-534.61062708,1,11100,111,96.51,5587,0.2,0.9967676997184753,0.0055684208869934086,0.4419999897480011,-8.494311332702637,0.11346947,4322.29951171875,0.06028825044631958,0.0003,550,2130.330810546875
-535.35197706,1,11200,112,96.55,5637,0.2,0.9967181086540222,-0.005374682969704736,0.3339999854564667,-8.49397964477539,0.028519,4433.55400390625,0.02432882785797119,0.0003,555,2181.662353515625
-535.79072282,1,11300,113,96.55,5686,0.2,0.9966616630554199,-0.01038054173841374,0.3780000001192093,-8.493677139282227,0.07322558,5155.7666015625,-0.4239773750305176,0.0003,560,2568.357421875
-536.1417566199999,1,11400,114,96.55,5736,0.2,0.9966496229171753,-0.02279150851027225,0.4419999897480011,-8.493396759033203,0.10233499,3683.422802734375,0.19400393962860107,0.0003,565,1824.354736328125
-539.86203118,1,11500,115,97.13,5782,0.2,0.996598482131958,-0.004906005939483293,0.17799999490380286,-8.493302345275879,0.007855034,4653.529296875,-0.0391308069229126,0.0003,570,2295.614990234375
-539.63105215,1,11600,116,97.13,5827,0.2,0.9965912699699402,-0.0072574632460600695,0.3279999911785126,-8.493014144897462,0.03421887,4292.6408203125,-0.010004520416259766,0.0003,575,2147.069580078125
-539.73977692,1,11700,117,97.13,5869,0.2,0.9965023994445801,-0.003788479490140162,0.37799999713897703,-8.492889785766602,0.047151547,4586.648046875,-0.09882891178131104,0.0003,580,2275.5830078125
-540.00800725,1,11800,118,97.13,5918,0.2,0.9963785409927368,-0.0232417509854713,0.4559999883174896,-8.492166328430176,0.1674503,4725.54970703125,-0.13250601291656494,0.0003,585,2343.316162109375
-540.1998445600001,1,11900,119,97.18,5969,0.2,0.996264636516571,-0.004187804043249343,0.4919999837875366,-8.491469764709473,0.06526348,4292.651171875,0.1523122787475586,0.0003,590,2134.413818359375
-540.20313548,1,12000,120,97.18,6013,0.2,0.9961681365966797,-0.015644823893671854,0.5259999871253968,-8.490856170654297,0.13166776,4841.408984375,0.16892284154891968,0.0003,595,2373.03515625
-540.27203723,1,12100,121,97.18,6065,0.2,0.996098518371582,-0.0009752950053552922,0.4459999859333038,-8.49030818939209,0.09259506,5871.35390625,-0.12471246719360352,0.0003,600,2939.400390625
-540.29915583,1,12200,122,97.18,6117,0.2,0.9961638450622559,-0.013738194130382908,0.35799998641014097,-8.490156745910644,0.06671977,4771.948828125,-0.09554123878479004,0.0003,605,2363.11669921875
-540.47174025,1,12300,123,97.18,6168,0.2,0.9962315559387207,-0.011037697994106565,0.5419999837875367,-8.490694808959962,0.13486795,4326.88291015625,0.03562366962432861,0.0003,610,2154.123046875
-540.40079243,1,12400,124,97.18,6215,0.2,0.9963085055351257,-0.005460753781699168,0.4619999825954437,-8.491057586669921,0.09693399,4978.691015625,-0.26597797870635986,0.0003,615,2468.492431640625
-540.70325289,1,12500,125,97.18,6265,0.2,0.9963569045066833,-0.0022455029198681586,0.36199999451637266,-8.491475868225098,0.025620908,4176.126171875,-0.13338637351989746,0.0003,620,2059.445068359375
-540.87179077,1,12600,126,97.18,6313,0.2,0.9964584112167358,-0.022023953661118867,0.527999997138977,-8.491871643066407,0.26560855,4229.17578125,-0.05681109428405762,0.0003,625,2073.392578125
-540.8820508199999,1,12700,127,97.18,6363,0.2,0.9965966939926147,-0.0034967273175425364,0.22599999308586122,-8.492571449279785,0.010501425,4529.91279296875,-0.1254671812057495,0.0003,630,2246.083251953125
-540.9357877299999,1,12800,128,97.18,6410,0.2,0.9966247081756592,-0.008490982027251449,0.3919999897480011,-8.493233108520508,0.11012752,4564.562109375,0.14624536037445068,0.0003,635,2252.947021484375
-538.8841384,1,12900,129,96.84,6454,0.2,0.9966370463371277,-0.019067672476194276,0.34999998807907107,-8.493282318115234,0.06407605,5321.971875,0.0021146535873413086,0.0003,640,2646.90234375
-538.95861637,2,13000,130,96.84,6495,0.2,0.9966416358947754,-0.004323081767142867,0.1979999989271164,-8.493338584899902,0.01804468,6752.44970703125,-0.30183279514312744,0.0003,645,3362.427490234375
-538.91813679,2,13100,131,96.84,6539,0.2,0.9966320395469666,-0.014837566710775718,0.34999998956918715,-8.493337249755859,0.09692155,5624.7177734375,0.01498878002166748,0.0003,650,2737.169677734375
-544.30674585,1,13200,132,97.75,6607,0.2,0.9965955018997192,0.000395739040322951,0.1179999966174364,-8.493221855163574,0.012192157,6027.7103515625,-0.08466207981109619,0.0003,655,2980.888916015625
-544.17785872,1,13300,133,97.75,6657,0.2,0.9965039491653442,-0.0008806655481748748,0.2079999942332506,-8.492881202697754,0.030886788,5980.07587890625,-0.19936883449554443,0.0003,660,2948.238037109375
