rollout/ep_rew_mean,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,time/time_elapsed,train/clip_range,train/std,train/policy_gradient_loss,train/clip_fraction,train/entropy_loss,train/approx_kl,train/value_loss,train/explained_variance,train/learning_rate,train/n_updates,train/loss
-544.967657,1,100,1,100.0,61,,,,,,,,,,,
-555.5366799999999,1,200,2,100.0,116,0.2,0.9999839067459106,-0.006381717445327695,0.0,-8.513592147827149,0.00061343965,6312.183984375,0.0026604533195495605,0.0003,5,3145.3046875
-556.242273,1,300,3,100.0,171,0.2,0.9996396899223328,-0.002470407836608501,0.0,-8.512860298156738,0.00033456564,6826.0990234375,0.0013666749000549316,0.0003,10,3404.142333984375
-549.751147,1,400,4,100.0,235,0.2,0.9996930956840515,-0.0008716592494167231,0.0,-8.511323738098145,0.00026017247,6765.9720703125,-0.001659989356994629,0.0003,15,3372.22021484375
-548.1251141999999,1,500,5,100.0,310,0.2,0.9996881484985352,-0.0014404298807562555,0.0,-8.51192111968994,0.00034862757,5990.06201171875,0.001541733741760254,0.0003,20,2986.31103515625
-546.4376839999999,1,600,6,100.0,369,0.2,0.9996471405029297,-0.0007255620864498269,0.0,-8.51158504486084,0.00033944845,6339.629296875,0.003049135208129883,0.0003,25,3158.203125
-545.3988767142856,1,700,7,100.0,425,0.2,0.9996935725212097,-0.0018211225800769172,0.0,-8.511563682556153,0.00046612739,6111.08046875,0.0038243532180786133,0.0003,30,3043.413818359375
-544.204405,1,800,8,100.0,485,0.2,0.999640703201294,-0.0005704879670020091,0.0,-8.511724472045898,0.00022252738,6188.93984375,0.0034325718879699707,0.0003,35,3080.963623046875
-540.4197983333332,1,900,9,99.77777777777777,540,0.2,0.9995616674423218,-0.0005859694369064527,0.0,-8.511223030090331,0.0003478378,6025.85791015625,-0.0003795623779296875,0.0003,40,2998.798095703125
-540.3012923999999,1,1000,10,99.8,595,0.2,0.999781608581543,-0.001830708423631222,0.0,-8.511307716369629,0.00086239574,5778.370703125,0.007219076156616211,0.0003,45,2876.9365234375
-540.1519615454545,1,1100,11,99.81818181818181,657,0.2,1.0000089406967163,-0.007146486140788966,0.0,-8.51292152404785,0.0017921912,5996.70537109375,0.0001493692398071289,0.0003,50,2981.286865234375
-539.646398,1,1200,12,99.83333333333333,719,0.2,1.0000325441360474,-0.0016137411158979376,0.005999999865889549,-8.513787460327148,0.0035614471,5839.4298828125,0.0033262968063354492,0.0003,55,2903.431396484375
-539.6786905384614,1,1300,13,99.84615384615384,780,0.2,1.000006079673767,-0.003672840036568914,0.0,-8.513676643371582,0.0028812366,5907.53271484375,-0.009143471717834473,0.0003,60,2936.050048828125
-538.6216275714285,1,1400,14,99.85714285714286,833,0.2,0.9999997019767761,-0.006772258548073751,0.029999999701976775,-8.513581657409668,0.0071935398,5953.95009765625,-0.017067432403564453,0.0003,65,2955.56640625
-535.6963291999999,1,1500,15,99.6,889,0.2,0.9999246597290039,-0.004851830948155111,0.02799999862909317,-8.513421058654785,0.007902169,5692.9244140625,-0.00702059268951416,0.0003,70,2825.373046875
-535.3286600625,1,1600,16,99.625,945,0.2,0.9997648596763611,-0.006177121272321529,0.019999999552965164,-8.512733650207519,0.006669177,5033.209375,0.007636666297912598,0.0003,75,2497.896484375
-535.5464196470589,1,1700,17,99.6470588235294,997,0.2,0.999508261680603,-0.0022311944309649336,0.023999999091029168,-8.511546516418457,0.0069441074,5635.076953125,-0.020280003547668457,0.0003,80,2796.4130859375
-517.9938988888889,1,1800,18,96.44444444444444,1045,0.2,0.9993758201599121,-0.005714360445745114,0.04200000017881393,-8.51015396118164,0.010355495,5458.28046875,0.00403594970703125,0.0003,85,2704.256591796875
-521.1322311578948,1,1900,19,96.63157894736842,1093,0.2,0.9994165301322937,-0.0019190872810213478,0.048000000044703485,-8.509844398498535,0.010564727,4689.58681640625,0.011836886405944824,0.0003,90,2315.013916015625
-522.70190415,1,2000,20,96.8,1143,0.2,0.9994515180587769,-0.019286052070583537,0.07199999541044236,-8.510138320922852,0.016108977,4874.3416015625,-0.015652894973754883,0.0003,95,2404.496826171875
-523.7978787142858,1,2100,21,96.95238095238095,1186,0.2,0.9993935823440552,-0.012895075254142796,0.1419999949634075,-8.510158157348632,0.024887254,4181.0228515625,-0.03165292739868164,0.0003,100,2058.995849609375
-524.4823754545455,1,2200,22,96.86363636363636,1231,0.2,0.999248206615448,-0.007121311673904529,0.09999999776482582,-8.509582138061523,0.015906673,4837.8859375,0.014551937580108643,0.0003,105,2377.805908203125
-525.7586573043479,1,2300,23,97.0,1276,0.2,0.9991444945335388,-0.009470392484217882,0.10999999642372131,-8.508727264404296,0.02687239,4605.01123046875,-0.06644797325134277,0.0003,110,2258.109619140625
-526.6466406666667,1,2400,24,97.125,1321,0.2,0.9990534782409668,-0.005152247364594587,0.061999997869133947,-8.508175277709961,0.013357832,4488.00322265625,-0.023760199546813965,0.0003,115,2200.732177734375
-527.69838764,1,2500,25,97.24,1377,0.2,0.9989147186279297,0.002848534960321558,0.031999998912215236,-8.507523727416991,0.0074067465,4584.61552734375,-0.11105203628540039,0.0003,120,2252.7099609375
-529.0917808076923,1,2600,26,97.34615384615384,1438,0.2,0.9988004565238953,-0.009231949903005443,0.04599999971687794,-8.506697082519532,0.01028431,4696.3431640625,-0.11911356449127197,0.0003,125,2298.517333984375
-530.7987526296297,1,2700,27,97.44444444444444,1480,0.2,0.9987251162528992,-0.009540918128641352,0.0939999982714653,-8.506110572814942,0.020407608,4717.7482421875,-0.08475625514984131,0.0003,130,2301.473388671875
-531.6499656071429,1,2800,28,97.53571428571429,1520,0.2,0.9987401962280273,0.001466750629742819,0.08999999798834324,-8.505830764770508,0.018490084,4622.30068359375,-0.0968163013458252,0.0003,135,2252.97900390625
-532.762829862069,1,2900,29,97.62068965517241,1564,0.2,0.9987804293632507,-0.007814742963759613,0.11199999824166298,-8.506048965454102,0.025481896,4449.330859375,-0.013472557067871094,0.0003,140,2159.212646484375
-533.6541609666667,1,3000,30,97.7,1608,0.2,0.998778223991394,-0.01016739107299145,0.12599999755620955,-8.506221961975097,0.026421841,4238.1384765625,-0.011423468589782715,0.0003,145,2060.43701171875
-534.8287427419355,1,3100,31,97.7741935483871,1651,0.2,0.9987258911132812,0.0011407964109821477,0.037999999895691874,-8.506056594848634,0.008237008,4399.428515625,0.1288294792175293,0.0003,150,2122.843994140625
-535.7600404687499,1,3200,32,97.84375,1706,0.2,0.9986699819564819,-0.004657541442657021,0.14999999701976777,-8.505721282958984,0.029626457,4353.88369140625,-0.2562521696090698,0.0003,155,2113.160400390625
-536.1870643636363,1,3300,33,97.9090909090909,1747,0.2,0.998664379119873,-0.02401501071453822,0.23799999058246613,-8.505465126037597,0.053828295,3900.350439453125,-0.09650468826293945,0.0003,160,1875.5611572265625
-523.2370497714285,1,3400,34,95.42857142857143,1791,0.2,0.9987200498580933,-0.0020318064649472944,0.1839999932795763,-8.505598068237305,0.030264143,4256.247021484375,-0.021152257919311523,0.0003,165,2041.03759765625
-524.5650929444442,1,3500,35,95.55555555555556,1841,0.2,0.9987474679946899,-0.013724162496509961,0.22799999602138996,-8.505900955200195,0.0591235,3142.02509765625,0.07771134376525879,0.0003,170,1516.3201904296875
-525.0184495135134,1,3600,36,95.67567567567568,1899,0.2,0.9987621307373047,-0.00949437638373638,0.23399999216198922,-8.5060245513916,0.040016077,3789.026318359375,-0.18746089935302734,0.0003,175,1832.362060546875
-525.3688839210524,1,3700,37,95.78947368421052,1948,0.2,0.9987549781799316,-0.018559230141340775,0.20199999697506427,-8.506072235107421,0.04421904,4038.947265625,-0.04025876522064209,0.0003,180,1967.401611328125
-525.6754266666665,1,3800,38,95.8974358974359,1998,0.2,0.9987591505050659,-0.006820197416482187,0.11999999694526195,-8.506033515930175,0.022764277,3999.004248046875,-0.6783772706985474,0.0003,185,1958.5054931640625
-526.5841119749999,1,3900,39,96.0,2042,0.2,0.9988312125205994,-0.01256385011229213,0.1879999954253435,-8.506188583374023,0.046227884,3924.125146484375,-0.44163835048675537,0.0003,190,1910.45556640625
-527.629666609756,1,4000,40,96.09756097560975,2085,0.2,0.9988492727279663,-0.010459010224803934,0.1739999920129776,-8.506588172912597,0.0339638,4056.518212890625,-0.2523704767227173,0.0003,195,1954.6781005859375
-528.3429840714284,1,4100,41,96.19047619047619,2126,0.2,0.9988214373588562,-0.024119921535384493,0.2659999933093786,-8.506540298461914,0.06901233,3851.01953125,-0.06009817123413086,0.0003,200,1837.06005859375
