time/total timesteps,train/n_updates,time/fps,time/episodes,rollout/ep_rew_mean,train/actor_loss,train/critic_loss,train/learning_rate,rollout/ep_len_mean,rollout/success rate,time/time_elapsed
990559,990400,67,251,-1254.66563075,73.92027717590332,2.879142603762448,0.001,2099.02,1.0,14748
992252,992100,67,252,-1269.89438396,74.08317161560059,1.910054721981287,0.001,2089.52,1.0,14773
993053,992900,67,253,-1270.2500876,74.0821223449707,0.879485154338181,0.001,2066.44,1.0,14785
993487,993300,67,254,-1252.82713018,73.76294166564941,1.261352728791535,0.001,2050.66,1.0,14792
995501,995400,67,255,-1258.41489967,74.37017456054687,2.1722752472013234,0.001,2029.05,1.0,14821
997971,997800,67,256,-1264.87947377,74.52693771362304,3.2047312680631874,0.001,2029.31,1.0,14858
1001122,1001000,67,257,-1266.09101139,71.05407829284668,0.5741564453393221,0.001,2024.95,1.0,14904
1001703,1001600,67,258,-1251.09307769,69.82706497192383,0.3112206723541021,0.001,1994.79,1.0,14913
1004061,1003900,67,259,-1278.92001085,70.38250473022461,1.66054666146636,0.001,1994.4,1.0,14947
1007780,1007600,67,260,-1314.3876339199999,73.52608497619629,12.037006840333342,0.001,2027.66,1.0,15002
1008177,1008000,67,261,-1286.9611705900002,75.29904861450196,0.6673491685837507,0.001,1981.02,1.0,15008
1009384,1009200,67,262,-1260.23933443,71.56662338256837,4.4340177642926575,0.001,1948.18,1.0,15025
1012845,1012700,67,263,-1277.84715176,73.56058586120605,2.225387032739818,0.001,1965.94,1.0,15076
1017857,1017700,67,264,-1296.80436553,70.6748397064209,2.0957449480518697,0.001,1991.14,1.0,15149
1018526,1018400,67,265,-1259.23032611,73.12204711914063,6.259992820471525,0.001,1962.42,1.0,15160
1020596,1020400,67,266,-1245.38608268,73.78220405578614,1.900291635543108,0.001,1945.3,1.0,15190
1021036,1020900,67,267,-1237.8523892800001,69.25068267822266,4.92959229465574,0.001,1904.81,1.0,15196
1021898,1021700,67,268,-1206.6420519,71.50006645202637,1.430183320082724,0.001,1887.48,1.0,15209
1022354,1022200,67,269,-1187.78971806,72.89651878356933,2.184135132804513,0.001,1770.87,1.0,15216
1023544,1023400,67,270,-1194.01839184,71.80552131652831,6.451831081137061,0.001,1778.41,1.0,15234
1027986,1027800,67,271,-1207.17122048,72.4320288848877,0.3948687735944986,0.001,1809.19,1.0,15298
1028977,1028800,67,272,-1211.56978323,72.90258392333985,0.3499637633934617,0.001,1812.88,1.0,15313
1031949,1031800,67,273,-1171.69629442,72.85635154724122,3.417638657540083,0.001,1800.76,1.0,15357
1033286,1033100,67,274,-1173.39625004,71.04144699096679,4.665528960376978,0.001,1803.49,1.0,15377
1035117,1035000,67,275,-1173.15426314,72.61543449401856,4.25391574960202,0.001,1802.18,1.0,15404
1035883,1035700,67,276,-1168.2385723300001,70.0773233795166,3.3339801209419964,0.001,1788.8,1.0,15415
1036341,1036200,67,277,-1165.10100217,70.569638671875,6.433353740014136,0.001,1780.87,1.0,15422
1036721,1036600,67,278,-1154.8317405200003,70.81947120666504,18.137762877196074,0.001,1761.97,1.0,15428
1043378,1043200,67,279,-1185.8295621400002,72.77830101013184,2.828750922381878,0.001,1782.77,1.0,15524
1043792,1043600,67,280,-1158.9959887600003,72.77383865356445,2.315035208687186,0.001,1747.41,1.0,15531
1044187,1044000,67,281,-1154.15891994,73.6796768951416,1.5683223010972143,0.001,1729.16,1.0,15537
1045728,1045600,67,282,-1151.32648356,72.50605812072754,2.2268211118876935,0.001,1725.97,1.0,15560
1046954,1046800,67,283,-1148.95083009,74.27436416625977,0.9803136393427849,0.001,1723.62,1.0,15577
1047661,1047500,67,284,-1129.0408509,71.55153350830078,6.966094886995852,0.001,1687.03,1.0,15587
1048936,1048800,67,285,-1131.44384851,73.21242805480956,2.462927787788212,0.001,1678.7,1.0,15607
1049457,1049300,67,286,-1125.0329380299997,72.20957298278809,3.9474612478911877,0.001,1670.07,1.0,15614
1050279,1050100,67,287,-1085.1216424099998,72.84357818603516,2.1143499476462604,0.001,1642.96,1.0,15626
1051025,1050900,67,288,-1088.31783091,73.31221183776856,0.2578089039772749,0.001,1644.96,1.0,15637
1051699,1051500,67,289,-1073.14245909,75.49709732055663,2.795455882623792,0.001,1630.46,1.0,15647
1052127,1052000,67,290,-1070.01707141,71.87597351074218,3.5456659683585166,0.001,1626.56,1.0,15653
1052796,1052600,67,291,-1062.7745347100001,74.49859970092774,0.48947906382381917,0.001,1619.35,1.0,15664
1053471,1053300,67,292,-1044.1772427300002,73.00738502502442,3.571531194373965,0.001,1591.18,1.0,15673
1054978,1054800,67,293,-1057.1755044000001,74.14222938537597,2.609364867657423,0.001,1602.07,1.0,15695
1056682,1056500,67,294,-1063.3166079300001,70.51616340637207,0.6708227451145649,0.001,1600.79,1.0,15720
1057532,1057400,67,295,-1046.3148880400001,70.79302047729492,1.236513167247176,0.001,1569.78,1.0,15733
1058719,1058600,67,296,-1054.1169208000001,74.53653739929199,3.9301091300323607,0.001,1578.1,1.0,15751
1061604,1061500,67,297,-1050.89200063,72.9124112701416,2.5835853103548287,0.001,1586.76,1.0,15793
1061855,1061700,67,298,-1050.41240425,74.45179924011231,5.487658246010542,0.001,1585.89,1.0,15797
1062315,1062200,67,299,-1023.83210117,70.25029457092285,3.7726294676586987,0.001,1569.13,1.0,15804
1062829,1062700,67,300,-1014.5794223,71.44286224365234,3.0940486362576483,0.001,1551.88,1.0,15811
1064013,1063900,67,301,-1022.97751567,76.01861038208008,2.6652637894451616,0.001,1561.49,1.0,15829
1064575,1064400,67,302,-993.33237926,71.10172294616699,0.4092592212557793,0.001,1544.57,1.0,15836
1065758,1065600,67,303,-984.8754240600001,72.917251663208,7.239361753240228,0.001,1540.73,1.0,15854
1068278,1068100,67,304,-993.1365565700003,70.48841857910156,0.28559560839086773,0.001,1560.45,1.0,15891
1068744,1068600,67,305,-961.8231855100001,70.31297714233398,4.696391669511795,0.001,1541.43,1.0,15898
1070357,1070200,67,306,-966.4856403700002,73.00304962158204,2.769194349013269,0.001,1550.38,1.0,15922
1071611,1071500,67,307,-961.90593829,71.5711026763916,1.8037051213905215,0.001,1543.78,1.0,15940
1072730,1072600,67,308,-962.6739206000001,72.16501052856445,0.6060428578406573,0.001,1544.83,1.0,15956
1073920,1073800,67,309,-968.8697027900001,74.14396095275879,1.0296840927749873,0.001,1548.21,1.0,15974
1075574,1075400,67,310,-964.93932681,73.0753539276123,2.568219390362501,0.001,1551.55,1.0,15998
1077512,1077400,67,311,-980.6719663000002,71.74710052490235,9.960822319239378,0.001,1560.39,1.0,16026
1079010,1078900,67,312,-982.860941,71.02611061096191,1.9263843119516968,0.001,1562.11,1.0,16049
1079744,1079600,67,313,-964.4405635700001,69.30012573242188,0.8568730465322733,0.001,1534.29,1.0,16059
1080663,1080500,67,314,-963.44915104,71.96459213256836,2.330689983814955,0.001,1521.12,1.0,16072
1081578,1081400,67,315,-961.32238094,72.13544639587403,8.61866776779294,0.001,1522.22,1.0,16086
1082246,1082100,67,316,-961.68726193,73.64406547546386,1.4014733272045852,0.001,1521.97,1.0,16096
1083024,1082900,67,317,-956.3846273399998,72.08330253601075,1.559442124441266,0.001,1519.06,1.0,16107
1083626,1083500,67,318,-951.2594377899998,72.40923217773438,6.310418526008725,0.001,1514.12,1.0,16117
1085466,1085300,67,319,-952.6247561999999,71.9284774017334,3.0515000753849746,0.001,1516.78,1.0,16143
1087074,1086900,67,320,-958.7791595399998,73.3686533355713,0.1144344126433134,0.001,1495.73,1.0,16166
1088066,1087900,67,321,-953.9448760899998,74.5470509338379,0.6036160565540194,0.001,1476.99,1.0,16181
1089861,1089700,67,322,-971.2072832099999,71.86957916259766,2.862940902970731,0.001,1493.99,1.0,16207
1090646,1090500,67,323,-953.8572310299999,72.57482254028321,3.526362586207688,0.001,1453.33,1.0,16219
1091439,1091300,67,324,-940.66693879,70.37984008789063,3.8750883670151235,0.001,1436.41,1.0,16231
1093225,1093100,67,325,-956.6022322800001,75.3750471496582,7.566936075091362,0.001,1447.36,1.0,16257
1094401,1094300,67,326,-959.4293224299998,75.70293579101562,0.2210781740024686,0.001,1449.6,1.0,16274
1094961,1094800,67,327,-936.6183837100001,73.12179229736329,2.6682447784021495,0.001,1431.43,1.0,16282
1095361,1095200,67,328,-935.3973830700002,72.69027015686035,5.788887759447098,0.001,1421.48,1.0,16288
1097072,1096900,67,329,-950.96458707,71.13249374389649,4.598632675558329,0.001,1432.15,1.0,16313
1097573,1097400,67,330,-945.3742711900002,73.38064735412598,1.637436260432005,0.001,1419.65,1.0,16320
1097824,1097700,67,331,-922.3637579100001,73.12148406982422,0.19895727384835482,0.001,1402.32,1.0,16325
1098843,1098700,67,332,-928.2264898500001,73.65384460449219,1.5728969227522611,0.001,1402.85,1.0,16339
1098865,,67,333,-921.2654223600001,,,,1391.75,1.0,16340
1099818,1099700,67,334,-918.09658376,70.94776168823242,0.4700563688203692,0.001,1391.29,1.0,16354
1100366,1100200,67,335,-900.16943043,70.77407730102539,8.251493400111794,0.001,1366.77,1.0,16362
1107935,1107800,67,336,-998.0757599400001,72.5884178161621,12.210399358309806,0.001,1435.7,1.0,16473
1108633,1108500,67,337,-970.9448755600001,74.12894981384278,1.9974435461312532,0.001,1399.3,1.0,16483
1111043,1110900,67,338,-984.54253733,73.41582611083984,1.8199526489153504,0.001,1399.54,1.0,16518
1113693,1113500,67,339,-1023.68149655,73.07745521545411,12.017058567367494,0.001,1416.95,1.0,16557
1114848,1114700,67,340,-1020.8238386599998,72.04081024169922,4.8625250546261665,0.001,1390.52,1.0,16574
1116713,1116600,67,341,-1020.3464436099998,73.59158538818359,4.637026909068227,0.001,1397.08,1.0,16602
1117838,1117700,67,342,-1016.3332404599998,72.15911697387695,5.806890860646963,0.001,1398.49,1.0,16618
1120067,1119900,67,343,-1040.4424365899997,71.52923110961915,6.91600686520338,0.001,1413.79,1.0,16650
1120847,1120700,67,344,-1042.0077521199999,73.14264228820801,2.5138850158080457,0.001,1415.53,1.0,16662
1123447,1123300,67,345,-1040.7092944899998,69.30652351379395,142.96201853554695,0.001,1416.94,1.0,16699
1125472,1125300,67,346,-1063.2457620999999,73.84040466308593,1.5999076133221388,0.001,1429.76,1.0,16729
1126221,1126100,67,347,-1065.97775683,68.81040756225586,2.0725085773319005,0.001,1434.11,1.0,16741
1128747,1128600,67,348,-1070.04329929,71.36426628112793,1.2023884131759406,0.001,1437.38,1.0,16777
1132243,1132100,67,349,-1076.42813513,72.22335037231446,4.123090684935451,0.001,1450.24,1.0,16828
1139001,1138900,67,350,-1130.4962615299999,71.33870811462403,4.801985012479126,0.001,1507.54,1.0,16928
1144465,1144300,67,351,-1152.0103324899999,74.10017517089844,3.963270756304264,0.001,1539.06,1.0,17008
1145700,1145500,67,352,-1143.98397136,73.19135437011718,9.90702471718192,0.001,1534.48,1.0,17026
1146153,1146000,67,353,-1140.9168984399998,70.92660385131836,5.259645530991256,0.001,1531.0,1.0,17032
1147295,1147100,67,354,-1147.7236296199999,73.551088180542,14.856079353019595,0.001,1538.08,1.0,17049
1148645,1148500,67,355,-1139.97855905,71.31529327392577,3.9973091639950873,0.001,1531.44,1.0,17069
1149751,1149600,67,356,-1127.83108223,71.00787719726563,6.5358613545633855,0.001,1517.8,1.0,17085
1152255,1152100,67,357,-1148.92763988,74.6727734375,4.54767090626061,0.001,1511.33,1.0,17122
1153629,1153500,67,358,-1157.31621392,74.85521492004395,2.3033479231968523,0.001,1519.26,1.0,17142
1155174,1155000,67,359,-1137.0132385900001,70.5224267578125,1.7322805409133435,0.001,1511.13,1.0,17165
1156681,1156500,67,360,-1113.3873778900002,70.85545211791992,0.7330929747968912,0.001,1489.01,1.0,17187
1157570,1157400,67,361,-1116.96954452,74.88021224975586,5.588936377987266,0.001,1493.93,1.0,17200
1158942,1158800,67,362,-1123.09085646,71.82951965332032,1.0408565146103501,0.001,1495.58,1.0,17220
1159516,1159400,67,363,-1104.064521,72.22781150817872,1.5859554009884596,0.001,1466.71,1.0,17229
1160853,1160700,67,364,-1077.48986312,71.76125579833985,5.767517294958234,0.001,1429.96,1.0,17249
1165801,1165700,67,365,-1100.5255647800002,73.63948127746582,0.6236896493658424,0.001,1472.75,1.0,17321
1166623,1166500,67,366,-1081.00763826,72.8986441040039,12.042192896455527,0.001,1460.27,1.0,17333
1170227,1170100,67,367,-1092.12629735,70.57025344848633,0.18183913830667733,0.001,1491.91,1.0,17386
1172479,1172300,67,368,-1093.30149331,69.35537994384765,2.320107447616756,0.001,1505.81,1.0,17419
1174205,1174100,67,369,-1101.4810532200001,71.87487365722656,1.3370494756102562,0.001,1518.51,1.0,17444
1175161,1175000,67,370,-1098.81156947,71.76085739135742,6.435379379540682,0.001,1516.17,1.0,17458
1176756,1176600,67,371,-1090.67889478,72.07508239746093,4.236791454777122,0.001,1487.7,1.0,17482
1177491,1177300,67,372,-1089.26331157,69.73187950134277,1.0158520467206835,0.001,1485.14,1.0,17493
1178313,1178200,67,373,-1066.14765614,69.96972038269043,2.8255479395389558,0.001,1463.64,1.0,17505
1178550,1178400,67,374,-1060.8702963,73.12325645446778,3.2400260612368585,0.001,1452.64,1.0,17508
1179421,1179300,67,375,-1049.6933054899998,71.50982223510742,4.3081708833575245,0.001,1443.04,1.0,17521
1181519,1181400,67,376,-1073.55713876,70.1992636871338,15.663670972436666,0.001,1456.36,1.0,17552
1181987,1181800,67,377,-1073.6950191600001,70.83238426208496,2.43913002371788,0.001,1456.46,1.0,17559
1184163,1184000,67,378,-1076.0604749899999,68.81227729797364,3.4144567900151013,0.001,1474.42,1.0,17590
1185297,1185100,67,379,-1043.07225455,70.83296440124512,0.47420176029205324,0.001,1419.19,1.0,17607
1185422,1185300,67,380,-1041.93491533,71.5135245513916,1.4398159819468856,0.001,1416.3,1.0,17609
1185990,1185800,67,381,-1042.85566269,70.75443580627442,3.903121816664934,0.001,1418.03,1.0,17618
1186523,1186400,67,382,-1030.2063905,71.04107467651367,1.3568018835410476,0.001,1407.95,1.0,17626
1188359,1188200,67,383,-1030.69774776,69.08247085571288,3.773640600182116,0.001,1414.05,1.0,17652
1189041,1188900,67,384,-1030.77027324,69.4149559020996,0.3289701113477349,0.001,1413.8,1.0,17662
1189466,1189300,67,385,-1021.6246224700001,68.65969932556152,2.2389139763265846,0.001,1405.3,1.0,17669
1190301,1190200,67,386,-1024.45978853,69.93826751708984,7.438957099542022,0.001,1408.44,1.0,17681
1191635,1191500,67,387,-1030.9748348399999,68.74455360412598,1.9045285680145025,0.001,1413.56,1.0,17700
1193084,1192900,67,388,-1040.12761817,69.82347496032715,8.959150062054396,0.001,1420.59,1.0,17721
1194023,1193900,67,389,-1042.75630154,68.687836227417,2.8242870266735554,0.001,1423.24,1.0,17736
1195670,1195500,67,390,-1057.46350539,69.29896194458007,6.494764298796654,0.001,1435.43,1.0,17760
1196760,1196600,67,391,-1061.8753800499999,65.37251426696777,2.477098558694124,0.001,1439.64,1.0,17776
1197557,1197400,67,392,-1063.01032677,68.91951156616211,3.4235610984265805,0.001,1440.86,1.0,17788
1198218,1198100,67,393,-1052.0114673199998,68.92397483825684,8.968928127735854,0.001,1432.4,1.0,17797
1200643,1200500,67,394,-1067.07615979,69.06170516967774,4.706103814803064,0.001,1439.61,1.0,17832
1202653,1202500,67,395,-1085.63645239,68.20574020385742,10.35794928420335,0.001,1451.21,1.0,17862
1203164,1203000,67,396,-1078.82446972,68.93088233947753,6.997011960074306,0.001,1444.45,1.0,17870
1204044,1203900,67,397,-1061.3783402699999,71.30996017456054,10.187502231001854,0.001,1424.4,1.0,17883
1205507,1205400,67,398,-1074.41760292,67.56804611206054,3.9441728936880827,0.001,1436.52,1.0,17904
1207201,1207100,67,399,-1090.15991943,70.12188400268555,0.9875782769918442,0.001,1448.86,1.0,17929
1207726,1207600,67,400,-1090.50215606,70.29026565551757,4.471273945886642,0.001,1448.97,1.0,17937
1208882,1208700,67,401,-1089.1552039899998,70.08086837768555,3.510456597507,0.001,1448.69,1.0,17954
1209685,1209500,67,402,-1092.40090696,68.27024421691894,2.5794294771552084,0.001,1451.1,1.0,17965
1211819,1211700,67,403,-1116.3467999399998,69.22032180786132,3.1031863547116516,0.001,1460.61,1.0,17997
1212888,1212700,67,404,-1112.85510747,70.64192230224609,2.1593154829367993,0.001,1446.1,1.0,18012
1214938,1214800,67,405,-1136.3200809300001,69.77408874511718,1.7672961728647352,0.001,1461.94,1.0,18043
1215936,1215800,67,406,-1134.4686279300001,68.60672264099121,1.020446910150349,0.001,1455.79,1.0,18057
1216094,1215900,67,407,-1131.63613171,68.51686668395996,3.150648515187204,0.001,1444.83,1.0,18060
1216582,1216400,67,408,-1125.52514213,66.43701759338379,3.464273349195719,0.001,1438.52,1.0,18067
1217458,1217300,67,409,-1120.86250656,67.50051277160645,2.437740371488035,0.001,1435.38,1.0,18079
1219289,1219100,67,410,-1137.46614685,70.01873504638672,2.5812682792544366,0.001,1437.15,1.0,18106
1220987,1220800,67,411,-1121.91992456,66.4096395111084,2.138307699263096,0.001,1434.75,1.0,18131
1223047,1222900,67,412,-1128.96379056,70.43463439941407,3.170875115841627,0.001,1440.37,1.0,18162
1224905,1224800,67,413,-1144.78931641,70.48781921386718,1.011177513822913,0.001,1451.61,1.0,18190
1226397,1226200,67,414,-1152.64855631,70.42389190673828,6.328483779914677,0.001,1457.34,1.0,18211
1227513,1227400,67,415,-1157.19972246,70.0524201965332,1.2883060250803828,0.001,1459.35,1.0,18227
1227785,1227600,67,416,-1154.3878417700003,68.69273895263672,8.448114453442395,0.001,1455.39,1.0,18232
1229355,1229200,67,417,-1163.68578159,70.75787414550781,0.14217501295730472,0.001,1463.31,1.0,18255
1230227,1230100,67,418,-1165.74677696,69.56871711730957,4.376070180982351,0.001,1466.01,1.0,18267
1231425,1231300,67,419,-1148.70000525,71.49984703063964,2.911313064061105,0.001,1459.59,1.0,18285
1231855,1231700,67,420,-1135.7373963300001,71.20020034790039,13.916342035755514,0.001,1447.81,1.0,18291
1233796,1233600,67,421,-1152.98617976,70.1406526184082,0.22369518090039492,0.001,1457.3,1.0,18319
1234364,1234200,67,422,-1137.52670767,70.17220726013184,0.4812919610179961,0.001,1445.03,1.0,18328
1235222,1235100,67,423,-1141.8152645900002,70.89115623474122,2.0602894439548254,0.001,1445.76,1.0,18341
1236646,1236500,67,424,-1150.7997731599999,70.69818778991699,3.340933404751122,0.001,1452.07,1.0,18361
1237297,1237100,67,425,-1134.92842431,68.41009506225586,3.6085728021152317,0.001,1440.72,1.0,18371
1238949,1238800,67,426,-1143.01819417,69.86575233459473,3.62418597497046,0.001,1445.48,1.0,18395
1240805,1240700,67,427,-1162.6579773999997,68.43813056945801,6.951536421105265,0.001,1458.44,1.0,18422
1241683,1241500,67,428,-1166.62862199,71.19149063110352,3.696120866127312,0.001,1463.22,1.0,18435
1243402,1243300,67,429,-1166.2054121899998,70.23557861328125,2.9377835124544798,0.001,1463.3,1.0,18460
1244184,1244000,67,430,-1168.7993425999998,69.50908737182617,5.526178877577186,0.001,1466.11,1.0,18472
1245407,1245300,67,431,-1177.3814768499997,73.53303131103516,8.049953652098775,0.001,1475.83,1.0,18490
1246256,1246100,67,432,-1174.73624884,70.12759513854981,3.057042769640684,0.001,1474.13,1.0,18502
1246526,1246400,67,433,-1174.8663802499998,68.45950904846191,10.316342358328402,0.001,1476.61,1.0,18506
1248359,1248200,67,434,-1189.47487063,72.70859169006347,4.465546704232692,0.001,1485.41,1.0,18533
1249312,1249200,67,435,-1194.2653958399997,70.83347846984863,1.3115965070575475,0.001,1489.46,1.0,18547
1250172,1250000,67,436,-1100.7472371299998,70.05631248474121,4.789811126850545,0.001,1422.37,1.0,18560
1250736,1250600,67,437,-1099.3865574199997,71.98330627441406,7.5424015782773495,0.001,1421.03,1.0,18568
1252944,1252800,67,438,-1094.24641176,70.56715782165527,4.820383201111108,0.001,1419.01,1.0,18600
1254592,1254400,67,439,-1054.61323118,69.61172721862793,2.983946802057326,0.001,1408.99,1.0,18624
1256334,1256200,67,440,-1070.79353941,71.36142974853516,1.0853886630013585,0.001,1414.86,1.0,18650
1257058,1256900,67,441,-1065.5005582799997,69.88048469543457,7.1045092119276525,0.001,1403.45,1.0,18661
1257122,1257000,67,442,-1063.26653225,71.46577095031738,3.774247112646699,0.001,1392.84,1.0,18662
1258653,1258500,67,443,-1047.62499535,70.30977478027344,6.1185790054872635,0.001,1385.86,1.0,18685
1259517,1259400,67,444,-1048.5678945700001,71.02809097290039,3.9628157424926758,0.001,1386.7,1.0,18697
1261440,1261300,67,445,-1021.7542426099999,72.25896583557129,2.914177335780114,0.001,1379.93,1.0,18725
1262961,1262800,67,446,-1005.24997316,67.46617622375489,6.688390103243291,0.001,1374.89,1.0,18748
1263860,1263700,67,447,-1005.4798890099999,71.0868286895752,3.2653044113889336,0.001,1376.39,1.0,18761
1266530,1266400,67,448,-996.52072157,69.89575942993164,5.310391082726419,0.001,1377.83,1.0,18800
1268590,1268400,67,449,-988.1338044600001,72.39691535949707,5.1636186813563105,0.001,1363.47,1.0,18830
1270101,1270000,67,450,-939.4952618200001,72.58062896728515,1.0180720008164643,0.001,1311.0,1.0,18852
1271499,1271300,67,451,-901.8197292299999,69.15937294006348,4.778319030106068,0.001,1270.34,1.0,18873
1272597,1272400,67,452,-894.0600253000001,68.91132377624511,12.81389781959355,0.001,1268.97,1.0,18888
1274333,1274200,67,453,-908.83388914,72.21227676391601,4.4818534431234,0.001,1281.8,1.0,18914
1275338,1275200,67,454,-903.99672717,70.04820747375489,2.6849926044233143,0.001,1280.43,1.0,18929
1277409,1277300,67,455,-898.6040594499999,71.47313552856446,0.5704073575884103,0.001,1287.64,1.0,18958
1278877,1278700,67,456,-896.7835640600001,69.31088356018067,6.4425229055807,0.001,1291.26,1.0,18980
1279720,1279600,67,457,-863.6865744299998,68.60487846374512,6.078126829639078,0.001,1274.65,1.0,18993
1281836,1281700,67,458,-873.5747286200001,68.96576049804688,5.827737220712006,0.001,1282.07,1.0,19023
1283055,1282900,67,459,-867.2393848000003,70.28688339233399,2.3061619509011506,0.001,1278.81,1.0,19041
1283839,1283700,67,460,-858.7832927500001,72.22655494689941,2.10426605084911,0.001,1271.58,1.0,19053
1284354,1284200,67,461,-856.08856719,71.2397785949707,6.33434822652489,0.001,1267.84,1.0,19060
1285824,1285700,67,462,-855.1507308300002,71.68207550048828,6.046858400925994,0.001,1268.82,1.0,19082
1286224,1286100,67,463,-853.8885672600002,69.29728996276856,3.890367575623095,0.001,1267.08,1.0,19087
1287890,1287700,67,464,-864.7325028199999,71.50808319091797,6.067912679985166,0.001,1270.37,1.0,19112
1288224,1288100,67,465,-840.0097737699999,70.61147140502929,4.4364199854433535,0.001,1224.23,1.0,19117
1288905,1288800,67,466,-839.0023119199999,71.07690505981445,5.5327404778078195,0.001,1222.82,1.0,19127
1290452,1290300,67,467,-841.31985982,69.79958534240723,7.065813888385892,0.001,1202.25,1.0,19149
1291464,1291300,67,468,-842.1948977200002,69.44161666870117,30.124746771082282,0.001,1189.85,1.0,19164
1295633,1295500,67,469,-851.4183893400003,70.37620109558105,6.742825625315309,0.001,1214.28,1.0,19225
1296607,1296500,67,470,-852.8496561000002,69.15661064147949,4.5268753151223065,0.001,1214.46,1.0,19240
1297848,1297700,67,471,-845.9978850600002,73.68295646667481,4.717520013935864,0.001,1210.92,1.0,19258
1298800,1298600,67,472,-846.4260249399999,73.12810516357422,10.845805863030256,0.001,1213.09,1.0,19271
1301655,1301500,67,473,-868.95372122,73.19085609436036,0.9123869341611862,0.001,1233.42,1.0,19313
1304131,1304000,67,474,-903.8336408099999,72.88923233032227,2.6912561513110997,0.001,1255.81,1.0,19349
1305417,1305300,67,475,-903.0768746599999,70.82701629638672,2.687212094143033,0.001,1259.96,1.0,19369
1306568,1306400,67,476,-885.6705587399998,70.58142463684082,9.164462899267674,0.001,1250.49,1.0,19385
1307243,1307100,67,477,-886.9923818899999,72.62358154296875,2.1581643420830368,0.001,1252.56,1.0,19395
1308149,1308000,67,478,-888.9607647199998,69.54023880004883,1.5176081056520343,0.001,1239.86,1.0,19408
1308369,1308200,67,479,-882.05797569,71.81349678039551,1.6048365027457476,0.001,1230.72,1.0,19412
1308792,1308600,67,480,-883.16956946,68.90224319458008,2.255027992911637,0.001,1233.7,1.0,19418
1311752,1311600,67,481,-907.2375240299999,71.68868614196778,5.554880328811705,0.001,1257.62,1.0,19461
1315510,1315400,67,482,-920.07144698,70.87214073181153,9.901084390580655,0.001,1289.87,1.0,19516
1315933,1315800,67,483,-915.4443031400001,70.94747886657714,0.40951368721202014,0.001,1275.74,1.0,19522
1317866,1317700,67,484,-933.4022214199999,70.01531646728516,19.14353042345494,0.001,1288.25,1.0,19551
1319834,1319700,67,485,-947.5644977999999,73.01815200805665,2.5807088747248055,0.001,1303.68,1.0,19579
1321313,1321200,67,486,-949.3579428699999,71.2384497833252,1.751203470285982,0.001,1310.12,1.0,19601
1323176,1323000,67,487,-960.78175263,69.27089065551758,3.913324235957116,0.001,1315.41,1.0,19628
1323469,1323300,67,488,-948.53578744,72.01247337341309,2.4656010840646925,0.001,1303.85,1.0,19633
1325145,1325000,67,489,-946.9513705600001,69.78033103942872,4.743876844905317,0.001,1311.22,1.0,19657
1326722,1326600,67,490,-936.2736950000002,72.27376960754394,93.03825121801347,0.001,1310.52,1.0,19681
1328673,1328500,67,491,-951.8396170300002,72.3847353363037,2.371095189489424,0.001,1319.13,1.0,19709
1329601,1329500,67,492,-953.21841812,69.56310478210449,3.547019569724798,0.001,1320.44,1.0,19722
1330839,1330700,67,493,-951.32196831,71.0304108428955,2.9168228399008513,0.001,1326.21,1.0,19741
1331424,1331300,67,494,-928.310465,69.7600365447998,8.577620772514493,0.001,1307.81,1.0,19749
1333126,1333000,67,495,-922.86295985,70.2790901184082,5.1905581065267326,0.001,1304.73,1.0,19774
1333563,1333400,67,496,-922.4607237800001,71.18585151672363,3.984161322619766,0.001,1303.99,1.0,19780
1333914,1333800,67,497,-918.37833536,69.98385025024415,1.3776973938569426,0.001,1298.7,1.0,19786
1334977,1334800,67,498,-910.6614945600002,73.02086891174316,6.729817631021142,0.001,1294.7,1.0,19801
1337208,1337100,67,499,-897.6664930200001,69.6864695739746,3.1087817391753196,0.001,1300.07,1.0,19834
1337773,1337600,67,500,-897.8931830099999,69.62589805603028,4.214486617147923,0.001,1300.47,1.0,19842
1339767,1339600,67,501,-915.23298832,70.244995803833,4.737033965326845,0.001,1308.85,1.0,19872
1340820,1340700,67,502,-916.6279399499998,74.13447532653808,5.107350935861469,0.001,1311.35,1.0,19887
1342572,1342400,67,503,-908.7669424299999,72.37838264465331,5.052353764772415,0.001,1307.53,1.0,19913
1343101,1343000,67,504,-903.51919169,69.91170516967773,1.3465215685218572,0.001,1302.13,1.0,19921
1344107,1344000,67,505,-883.8354583999999,70.11759498596192,1.9677860434912144,0.001,1291.69,1.0,19936
1345369,1345200,67,506,-886.87824779,71.93385879516602,3.60106480717659,0.001,1294.33,1.0,19954
1346652,1346500,67,507,-897.04115227,72.14795867919922,4.380107367299497,0.001,1305.58,1.0,19973
1348718,1348600,67,508,-922.91914506,72.0764412689209,3.205913481041789,0.001,1321.36,1.0,20003
1350488,1350300,67,509,-937.9775505300001,72.54077751159667,4.6737963549606505,0.001,1330.3,1.0,20029
1350952,1350800,67,510,-918.31966827,72.87196968078614,2.2855830067396163,0.001,1316.63,1.0,20036
1353009,1352900,67,511,-937.29621535,72.47427879333496,12.758319135569035,0.001,1320.22,1.0,20066
1354622,1354500,67,512,-930.12175593,71.74404273986816,1.3411181419342757,0.001,1315.75,1.0,20089
1355301,1355200,67,513,-914.2162348699999,73.14115844726562,5.587062512114644,0.001,1303.96,1.0,20099
