rollout/success rate,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,time/episodes,train/learning_rate,train/critic_loss,time/fps,train/n_updates,time/total timesteps,rollout/ep_rew_mean
0.8,12623,33.84,360.9024353027344,5560,0.001,3799.225634765625,27,342620,342727,-42.73579164000001
0.8,12677,33.12,360.6994689941406,5564,0.001,3949.257600402832,27,342760,342873,-42.013279280000006
0.8,12693,33.05,363.3146911621094,5568,0.001,2719.7637924194337,27,342780,342900,-41.83432517
0.8,12727,32.93,363.380126953125,5572,0.001,4373.196105957031,26,342940,343045,-45.47832437
0.78,12793,33.86,362.96580200195314,5576,0.001,4358.403294372559,26,343140,343259,-45.553905289999996
0.77,12857,35.34,369.03001098632814,5580,0.001,3300.4012817382813,26,343340,343447,-47.92105977999999
0.77,12877,34.76,363.03154296875,5584,0.001,3513.4355865478515,26,343360,343473,-47.01779466999999
0.78,12893,33.1,365.2628570556641,5588,0.001,3820.742333984375,26,343400,343506,-46.39838543
0.78,12937,33.37,361.1059112548828,5592,0.001,4569.0755020141605,26,343540,343654,-49.91436898999999
0.77,12975,34.32,360.38453674316406,5596,0.001,4078.4380157470705,26,343680,343787,-52.87893639999999
0.77,12990,33.96,363.31890563964845,5600,0.001,4168.850511169434,26,343720,343829,-52.446007419999994
0.78,13027,32.05,362.9157470703125,5604,0.001,3936.3320907592774,26,343840,343953,-50.95082948999999
0.8,13059,29.97,362.54285888671876,5608,0.001,4519.473284912109,26,343960,344077,-47.74856593
0.8,13086,29.81,360.07049255371095,5612,0.001,4565.354821777344,26,344080,344196,-45.2171534
0.81,13109,29.54,360.8906677246094,5616,0.001,5211.760414123535,26,344180,344282,-44.78322161
0.83,13143,27.59,360.29746398925784,5620,0.001,5256.887959289551,26,344300,344404,-41.55981021999999
0.84,13178,27.17,359.8967681884766,5624,0.001,4052.525588989258,26,344380,344494,-38.99200169
0.83,13216,27.55,364.0208312988281,5628,0.001,3290.510987854004,26,344500,344615,-38.9672669
0.83,13255,28.38,362.40187683105466,5632,0.001,4649.502151489258,26,344620,344739,-40.18507301
0.83,13276,28.53,362.95256958007815,5636,0.001,4153.113110351563,25,344680,344785,-40.365282969999996
0.84,13309,27.35,360.47796630859375,5640,0.001,4452.209902954101,25,344740,344860,-33.65298912
0.84,13321,27.36,361.8153991699219,5644,0.001,5004.659652709961,25,344780,344896,-33.57620815999999
0.84,13342,27.5,361.90073547363284,5648,0.001,4479.565171813965,25,344840,344941,-33.86676203
0.83,13383,28.38,360.3747894287109,5652,0.001,4569.9358581542965,25,344960,345061,-34.519722699999996
0.85,13417,26.77,359.6698272705078,5656,0.001,4367.689227294922,25,345100,345207,-27.222609700000003
0.85,13456,26.18,363.33506164550784,5660,0.001,4575.358332824707,25,345240,345345,-27.449861739999996
0.85,13482,25.98,364.2367919921875,5664,0.001,4154.982162475586,25,345360,345471,-30.035490139999997
0.83,13559,28.71,361.7550445556641,5668,0.001,5297.911050415039,25,345660,345771,-34.570441249999995
0.83,13608,28.73,362.85834350585935,5672,0.001,4233.916958618164,25,345800,345918,-31.477857639999996
0.83,13666,28.72,361.5130645751953,5676,0.001,4164.560864257813,25,346020,346131,-35.85526347
0.83,13708,28.09,360.66253967285155,5680,0.001,4468.070916748047,25,346140,346256,-34.29662884999999
0.83,13731,28.53,361.2693786621094,5684,0.001,4305.511645507812,25,346220,346326,-34.94001628
0.82,13769,29.67,362.47646484375,5688,0.001,3914.0738418579103,25,346360,346473,-36.66310036
0.82,13815,29.91,359.3158843994141,5692,0.001,4348.657015991211,25,346540,346645,-35.69799684
0.82,13852,29.88,359.7414520263672,5696,0.001,4473.083343505859,25,346660,346775,-32.407836829999994
0.81,13887,30.76,361.2302673339844,5700,0.001,5179.254052734375,24,346800,346905,-33.336606249999996
0.81,13928,30.66,361.9109191894531,5704,0.001,3523.4126892089844,24,346900,347019,-34.04977423
0.82,13963,30.49,359.25458984375,5708,0.001,5986.9128692626955,24,347020,347126,-30.77708484
0.83,13979,29.74,363.8566864013672,5712,0.001,4925.5599365234375,24,347060,347170,-30.352953290000002
0.83,14020,29.88,358.2557312011719,5716,0.001,5232.529919433594,24,347160,347270,-30.47145308
0.84,14056,29.61,359.2194396972656,5720,0.001,3765.4162719726564,24,347260,347365,-28.876008359999997
0.82,14106,30.89,360.5296325683594,5724,0.001,4089.512518310547,24,347480,347583,-37.768059550000004
0.82,14142,30.81,362.85605773925784,5728,0.001,4401.89420928955,24,347580,347696,-37.58493087
0.82,14176,30.09,361.01524963378904,5732,0.001,5086.687414550781,24,347640,347748,-36.68854133
0.81,14243,31.77,362.0982971191406,5736,0.001,3867.0849212646485,24,347860,347962,-45.75799889999999
0.8,14290,32.57,361.7939208984375,5740,0.001,4494.7531463623045,24,348000,348117,-46.044112289999994
0.79,14319,33.41,357.3514373779297,5744,0.001,4869.775413513184,24,348120,348237,-47.78895012000001
0.78,14392,34.84,360.24522094726564,5748,0.001,4509.99047241211,24,348320,348425,-52.578649020000015
0.78,14436,35.06,365.8399383544922,5752,0.001,4864.227178955078,24,348460,348567,-52.34839835
0.77,14490,35.91,362.32215576171876,5756,0.001,4898.128733825683,24,348680,348798,-56.0850185
0.77,14539,35.9,362.2494140625,5760,0.001,3821.916566467285,23,348820,348935,-59.613771830000005
0.77,14572,35.85,362.83814392089846,5764,0.001,3241.2974166870117,23,348940,349056,-55.891873499999996
0.79,14596,33.46,357.3707000732422,5768,0.001,5087.338346862793,23,349000,349117,-51.562406010000004
0.79,14647,33.46,362.12908935546875,5772,0.001,3360.8376235961914,23,349160,349264,-51.01936735
0.81,14673,31.78,357.924853515625,5776,0.001,5307.788194274903,23,349200,349309,-46.1188143
0.81,14709,31.71,360.90700073242186,5780,0.001,3449.7258331298826,23,349320,349427,-46.30005091
0.81,14749,32.12,360.13869018554686,5784,0.001,4681.951934814453,23,349420,349538,-46.47981497000001
0.81,14780,31.88,361.13088073730466,5788,0.001,4299.177600097656,23,349560,349661,-46.16215206
0.81,14821,31.9,363.7806884765625,5792,0.001,5241.2754180908205,23,349720,349835,-48.40402499999999
0.81,14861,32.1,365.1940399169922,5796,0.001,4703.094183349609,23,349880,349985,-49.46457546
0.82,14879,31.18,364.9331756591797,5800,0.001,3505.0012023925783,23,349920,350023,-48.53424535
0.82,14938,31.33,361.6481964111328,5804,0.001,3893.9773040771483,23,350040,350152,-50.89344702
0.82,14953,30.84,366.5155395507812,5808,0.001,4257.348248291016,23,350100,350210,-51.09214242000001
0.81,14983,31.78,358.9713562011719,5812,0.001,4794.275335693359,23,350240,350348,-56.53859752999999
0.8,15038,32.11,367.2422119140625,5816,0.001,3816.4229080200193,23,350380,350481,-57.9944812
0.8,15071,32.15,366.0558319091797,5820,0.001,4601.334776306152,23,350460,350580,-57.73342771000001
0.82,15105,30.4,365.44397888183596,5824,0.001,3825.5993896484374,23,350520,350623,-48.22364074
0.83,15131,29.6,363.4239440917969,5828,0.001,5234.514624023437,23,350540,350656,-48.440897639999996
0.82,15172,30.57,363.5257141113281,5832,0.001,4245.907223510742,23,350700,350805,-50.43464811999999
0.82,15224,29.6,364.95905151367185,5836,0.001,4816.574501037598,23,350820,350922,-43.12328635000001
0.83,15245,28.81,363.8614837646484,5840,0.001,3838.4941955566405,23,350880,350998,-42.50037929999999
0.84,15264,28.04,362.3129089355469,5844,0.001,4528.210290527344,22,350940,351041,-41.18645433
0.84,15320,27.93,359.87152404785155,5848,0.001,4454.369041442871,22,351100,351218,-37.68172277000001
0.84,15351,27.86,357.63568115234375,5852,0.001,5878.424551391601,22,351240,351353,-38.57999224
0.82,15447,29.55,362.35658874511716,5856,0.001,3654.783753967285,22,351640,351753,-38.76117175
0.82,15485,29.47,362.80719299316405,5860,0.001,3506.9310195922853,22,351780,351882,-34.45966584
0.83,15500,28.58,364.617822265625,5864,0.001,4145.348928833007,22,351800,351914,-33.27980246999999
0.82,15537,29.35,365.9117370605469,5868,0.001,3804.2127014160155,22,351940,352052,-34.67564991
0.83,15560,28.43,360.5832763671875,5872,0.001,3268.861651611328,22,352000,352107,-34.12112809
0.81,15614,30.24,364.7316528320313,5876,0.001,2649.8853958129885,22,352220,352333,-37.77245324
0.81,15654,30.31,364.9446136474609,5880,0.001,4233.553851318359,22,352340,352458,-37.18121126999999
0.81,15703,30.54,363.1927825927734,5884,0.001,3950.6176635742186,22,352480,352592,-39.31990356
0.82,15730,30.03,363.06531677246096,5888,0.001,4221.2234756469725,22,352560,352664,-38.27558924
0.82,15777,30.2,364.29917297363284,5892,0.001,3947.8998489379883,22,352740,352855,-36.96468075000001
0.83,15843,30.8,364.2788146972656,5896,0.001,5199.861772155762,22,352960,353065,-38.00935019999999
0.82,15896,31.74,360.9141418457031,5900,0.001,3727.102560424805,22,353080,353197,-38.3542971
0.83,15915,30.85,361.7460998535156,5904,0.001,4364.118218994141,22,353120,353237,-34.79289275
0.82,15968,32.36,358.69786376953124,5908,0.001,4763.401110839844,22,353340,353446,-36.97452009
0.83,16005,31.71,364.02931518554686,5912,0.001,4195.131718444824,22,353400,353519,-31.822515210000002
0.83,16069,32.05,360.0371398925781,5916,0.001,4520.012609863281,22,353580,353686,-31.699771050000003
0.83,16099,32.11,360.45469665527344,5920,0.001,3837.185223388672,21,353680,353791,-33.39411468
0.82,16138,33.11,360.94476928710935,5924,0.001,4544.06135559082,21,353820,353934,-38.816795
0.81,16175,34.0,358.9485595703125,5928,0.001,3974.1824127197265,21,353940,354056,-38.74550369999999
0.81,16222,34.02,360.2258270263672,5932,0.001,4713.553454589844,21,354100,354207,-39.36238864
0.81,16271,34.12,363.2427520751953,5936,0.001,4676.707273864746,21,354220,354334,-38.391942979999996
0.81,16299,34.15,361.4811676025391,5940,0.001,4361.495678710938,21,354300,354413,-38.85727852
0.79,16358,36.01,362.50359802246095,5944,0.001,5594.592742919922,21,354540,354642,-42.028141839999996
0.8,16384,34.79,362.0410430908203,5948,0.001,4394.404235839844,21,354580,354697,-40.76569145999999
0.81,16408,33.81,360.836474609375,5952,0.001,4756.033085632324,21,354620,354734,-39.867474609999995
0.85,16417,30.04,360.62571411132814,5956,0.001,3402.1367523193358,21,354640,354757,-33.395436919999995
0.84,16486,31.03,357.84087524414065,5960,0.001,5744.007516479493,21,354880,354985,-34.79082727
0.84,16518,31.89,358.99952697753906,5964,0.001,3123.259698486328,21,355000,355103,-35.566304290000005
0.85,16537,30.89,360.94883117675784,5968,0.001,3339.8160079956056,21,355040,355141,-34.56849552
0.85,16574,31.6,359.16364135742185,5972,0.001,4441.495472717285,21,355160,355267,-38.38995073
0.86,16616,30.44,357.10057678222654,5976,0.001,5696.9473327636715,21,355260,355377,-34.892194079999996
0.86,16651,30.51,358.8157958984375,5980,0.001,4669.136950683594,21,355400,355509,-39.741879069999996
0.83,16742,32.77,358.3279510498047,5984,0.001,4384.101376342774,21,355760,355869,-42.87308422
0.81,16795,34.21,358.4799743652344,5988,0.001,4501.672229003906,21,355980,356085,-51.605918380000006
0.81,16831,33.53,355.31641540527346,5992,0.001,5025.973950195313,21,356100,356208,-52.61949696999999
0.81,16858,32.47,357.5969299316406,5996,0.001,4105.461895751953,21,356200,356312,-52.58155216000001
0.81,16890,32.45,358.7305847167969,6000,0.001,4090.101614379883,21,356340,356442,-56.4970902
0.81,16932,33.27,358.86817626953126,6004,0.001,5533.059674072266,21,356460,356564,-58.808362580000015
0.81,16992,32.67,359.8896759033203,6008,0.001,3493.286750793457,20,356600,356713,-57.36509231
0.81,17016,32.57,364.4259094238281,6012,0.001,2918.686674499512,20,356660,356776,-57.19993020999999
0.81,17064,32.22,361.6262176513672,6016,0.001,3784.66280670166,20,356800,356908,-60.23816159999999
0.78,17151,34.34,353.2646942138672,6020,0.001,5838.745959472656,20,357120,357225,-63.61304519
0.78,17202,34.53,361.2296661376953,6024,0.001,4475.179162597657,20,357280,357387,-59.541825980000006
0.79,17219,33.8,359.63681945800784,6028,0.001,3073.413166809082,20,357320,357436,-59.56088769
0.77,17284,35.44,362.5410552978516,6032,0.001,3030.9131561279296,20,357640,357751,-63.717742820000005
0.78,17326,34.92,360.1757476806641,6036,0.001,4789.138107299805,20,357720,357826,-62.914051310000005
0.77,17367,35.52,358.73797912597655,6040,0.001,5325.847146606446,20,357860,357965,-63.12127645
0.78,17429,35.53,358.90784912109376,6044,0.001,4868.737289428711,20,358080,358195,-60.97384914
0.76,17502,37.25,357.55092468261716,6048,0.001,3746.464031982422,20,358320,358422,-63.52157441
0.75,17541,38.08,361.0205841064453,6052,0.001,3066.8826431274415,20,358440,358542,-67.18590102
0.75,17559,38.44,360.48329772949216,6056,0.001,2814.3684310913086,20,358500,358601,-67.67111573000001
0.77,17575,36.49,363.28843688964844,6060,0.001,3342.7868072509764,20,358520,358634,-65.77191571
0.76,17609,36.53,359.94146423339845,6064,0.001,4160.059335327149,20,358640,358756,-69.89007895
0.75,17667,37.43,361.9230560302734,6068,0.001,4225.2678298950195,20,358780,358884,-70.18487648
0.73,17717,38.26,359.8835205078125,6072,0.001,3061.482926940918,20,358980,359093,-67.02038258000002
0.74,17736,37.81,361.48509521484374,6076,0.001,4474.941102600098,20,359040,359158,-67.35423965000001
0.75,17757,37.05,362.43007507324216,6080,0.001,3606.2331146240235,20,359100,359214,-62.200490959999996
0.77,17789,34.57,355.42218322753905,6084,0.001,5579.728063964843,20,359220,359326,-58.032863709999994
0.79,17799,32.69,359.0337188720703,6088,0.001,4629.137609863281,20,359240,359354,-49.19394983
0.8,17820,31.72,354.3646697998047,6092,0.001,4522.894271850586,20,359260,359380,-44.45862679
0.79,17863,31.93,357.89912109375,6096,0.001,5453.527066040039,20,359400,359505,-42.79139999
0.79,17895,31.86,358.90679626464845,6100,0.001,4516.981552124023,20,359520,359628,-40.87891746
0.78,17930,32.06,357.5733612060547,6104,0.001,4955.377172851562,20,359660,359770,-39.46215233
0.78,17968,31.88,357.56430969238284,6108,0.001,4394.845520019531,20,359800,359901,-39.38223079
0.78,17988,31.74,359.2754638671875,6112,0.001,4576.0028625488285,20,359840,359950,-39.328869749999996
0.78,18025,31.77,358.1696502685547,6116,0.001,4967.409194946289,19,359980,360085,-35.55998658
0.81,18049,28.91,356.4041046142578,6120,0.001,4627.413192749023,19,360000,360116,-30.349130180000007
0.79,18143,30.35,357.4252990722656,6124,0.001,4701.8729446411135,19,360320,360422,-32.074940870000006
0.77,18220,32.05,361.89978942871096,6128,0.001,3346.2069259643554,19,360540,360641,-34.39171653
0.79,18271,30.08,355.9969482421875,6132,0.001,5684.664709472656,19,360640,360759,-31.750700640000005
0.79,18291,30.14,359.154296875,6136,0.001,3739.4114044189455,19,360720,360840,-34.0669667
0.8,18302,28.98,357.2329803466797,6140,0.001,3268.98671875,19,360760,360863,-33.32273259
0.81,18329,27.08,362.4685089111328,6144,0.001,4203.192718505859,19,360800,360903,-31.893032770000005
0.83,18349,25.23,359.0904205322266,6148,0.001,4019.712240600586,19,360840,360945,-28.97457816
0.84,18373,24.88,359.1738983154297,6152,0.001,4263.364855957031,19,360920,361030,-25.713858509999994
0.83,18411,25.74,358.36796875,6156,0.001,5759.805197143554,19,361060,361175,-30.597616589999998
0.83,18426,25.96,358.7168243408203,6160,0.001,4550.537396240235,19,361120,361230,-31.46808386
0.83,18454,25.99,357.2339691162109,6164,0.001,5574.737335205078,19,361240,361355,-31.50313022
0.83,18495,26.37,362.2109069824219,6168,0.001,4457.613505554199,19,361420,361521,-31.379076040000005
0.85,18516,24.57,356.1416046142578,6172,0.001,4219.449975585938,19,361440,361550,-30.27418771
0.85,18549,24.56,361.3079315185547,6176,0.001,4990.057220458984,19,361500,361614,-29.839845110000002
0.85,18565,24.56,360.74866943359376,6180,0.001,4587.298468017578,19,361560,361670,-29.925759499999998
0.85,18619,24.64,360.63421020507815,6184,0.001,4273.203494262695,19,361680,361790,-28.68256293
0.84,18661,25.67,354.1730438232422,6188,0.001,5342.7253143310545,19,361820,361921,-30.523264409999996
0.83,18696,26.58,358.3030212402344,6192,0.001,4888.299841308593,19,361920,362038,-32.986936709999995
0.84,18715,25.67,355.12138671875,6196,0.001,5809.511868286133,19,361960,362072,-32.43203329000001
0.85,18739,24.85,362.84404296875,6200,0.001,4911.692568969726,19,362000,362113,-29.603729209999997
0.86,18759,23.9,357.9962493896484,6204,0.001,4959.963887023926,19,362040,362160,-28.609399660000005
0.87,18793,23.46,356.84083251953126,6208,0.001,4662.4673873901365,19,362140,362247,-27.697963389999995
0.87,18815,23.53,356.6318695068359,6212,0.001,4838.306872558594,19,362200,362303,-28.83992861
0.87,18887,24.23,361.78908386230466,6216,0.001,3850.502359008789,19,362400,362508,-33.19002344
0.87,18907,24.7,357.1604339599609,6220,0.001,6021.702014160156,19,362480,362586,-33.8378146
0.88,18950,23.76,357.77662658691406,6224,0.001,3611.4149475097656,19,362680,362798,-33.95576338
0.9,18979,22.27,354.8673889160156,6228,0.001,5097.541915893555,19,362760,362868,-31.941496739999998
0.89,19040,23.26,355.84148864746095,6232,0.001,5362.692404174804,19,362980,363085,-29.70335224
0.88,19071,24.02,359.2103729248047,6236,0.001,3467.405293273926,19,363140,363242,-32.48218643
0.87,19098,25.05,357.1288726806641,6240,0.001,4325.517704772949,19,363260,363368,-32.706814709999996
0.86,19138,25.87,354.9934600830078,6244,0.001,6160.665960693359,18,363380,363490,-35.92082549
0.84,19211,27.63,353.04571838378905,6248,0.001,4823.810522460937,18,363600,363708,-39.82874423
0.82,19271,28.92,358.85316162109376,6252,0.001,4811.24845123291,18,363820,363922,-41.987179829999995
0.82,19334,29.45,354.8925750732422,6256,0.001,4229.700369262695,18,364000,364120,-37.59000779
0.82,19348,29.3,359.85597229003906,6260,0.001,3896.132791137695,18,364040,364160,-36.42834509
0.83,19366,28.45,359.73911437988284,6264,0.001,3775.0403839111327,18,364080,364200,-31.831751989999994
0.81,19436,29.87,357.6108062744141,6268,0.001,3299.282263183594,18,364400,364508,-38.46241833999999
0.79,19517,32.21,358.6522583007812,6272,0.001,4098.308929443359,18,364660,364771,-43.05898424
0.78,19563,33.48,355.78765563964845,6276,0.001,4927.535079956055,18,364860,364962,-44.19466124
0.77,19599,34.53,356.9423858642578,6280,0.001,4111.4913681030275,18,365020,365123,-49.63775904999999
0.78,19622,34.04,359.54515686035154,6284,0.001,3396.7313446044923,18,365080,365194,-50.06018526999999
0.78,19657,34.07,355.8498107910156,6288,0.001,3950.7953552246095,18,365220,365328,-50.67058106
0.79,19670,33.43,356.2061309814453,6292,0.001,4628.051779174804,18,365280,365381,-48.297164110000004
0.77,19721,35.21,358.30267028808595,6296,0.001,3478.591816711426,18,365480,365593,-53.16136853
0.76,19759,36.03,360.2754791259766,6300,0.001,3977.0527893066405,18,365600,365716,-54.188343270000004
0.75,19805,36.96,360.5383636474609,6304,0.001,4834.65364074707,18,365740,365856,-54.66798707000001
0.73,19854,38.31,360.4909729003906,6308,0.001,4489.642913818359,18,365960,366078,-60.31802392
0.71,19909,39.99,355.73552856445315,6312,0.001,4578.740390014648,18,366200,366302,-60.18759014000001
0.72,19925,38.46,358.27382507324216,6316,0.001,5042.921099853515,18,366240,366354,-54.982790140000006
0.72,19946,38.43,358.83412780761716,6320,0.001,4223.572610473633,18,366320,366429,-56.058936169999996
0.73,19983,37.9,361.2775146484375,6324,0.001,4766.563931274414,18,366480,366588,-53.529869990000016
0.7,20063,40.35,359.02265014648435,6328,0.001,3462.073252868652,18,366800,366903,-58.185894450000006
0.7,20103,40.28,361.40440673828124,6332,0.001,4285.30192565918,18,367000,367113,-64.62598042
0.71,20137,40.1,358.49208068847656,6336,0.001,3052.536311340332,18,367140,367252,-61.830766049999994
0.71,20184,40.36,357.55731506347655,6340,0.001,4260.422933959961,18,367300,367404,-62.973829179999996
0.72,20199,39.63,357.6282135009766,6344,0.001,5192.384014892578,18,367340,367453,-59.677057909999995
0.74,20213,37.68,358.2726715087891,6348,0.001,5912.7573516845705,18,367360,367476,-55.835229979999994
0.75,20257,36.71,361.8290710449219,6352,0.001,4948.926910400391,18,367480,367593,-56.61679357
0.75,20292,36.34,359.3371917724609,6356,0.001,4247.301998901367,18,367640,367754,-59.148503260000005
0.74,20337,37.37,359.8554992675781,6360,0.001,4806.251272583007,18,367780,367897,-62.51394222000001
0.73,20384,38.35,355.0143676757813,6364,0.001,3997.911279296875,18,367920,368035,-62.678236260000006
0.76,20402,35.54,353.9377197265625,6368,0.001,4725.175637817383,18,367960,368062,-55.4249624
0.77,20446,34.23,354.9703002929688,6372,0.001,4493.55361328125,18,368080,368194,-52.116600840000004
0.78,20496,33.91,359.0007751464844,6376,0.001,4353.258679199219,17,368240,368353,-54.288465669999994
0.78,20529,33.5,356.060595703125,6380,0.001,4491.074392700195,17,368360,368473,-52.281776990000004
0.77,20564,34.13,358.39153442382815,6384,0.001,4594.3844345092775,17,368500,368607,-54.076710920000004
0.78,20591,33.82,358.6735870361328,6388,0.001,4752.625090026855,17,368600,368710,-52.30775506
0.77,20630,34.65,354.5798095703125,6392,0.001,5027.56787109375,17,368740,368846,-52.98121664999999
0.78,20661,33.81,355.3562744140625,6396,0.001,4713.216705322266,17,368860,368974,-49.77466629
0.79,20676,32.86,360.15326538085935,6400,0.001,3680.4870056152345,17,368900,369002,-48.942206889999994
0.78,20726,33.74,352.2796325683594,6404,0.001,5314.506253051758,17,369120,369230,-53.97172756999999
0.8,20743,32.22,355.636767578125,6408,0.001,3691.2515670776365,17,369180,369300,-48.07684050999999
0.81,20783,31.27,354.2580993652344,6412,0.001,4585.260067749024,17,369320,369429,-47.53858592
0.79,20850,32.94,355.38087158203126,6416,0.001,4769.9332870483395,17,369540,369648,-50.2321951
0.78,20887,33.63,356.1107208251953,6420,0.001,5321.070910644531,17,369680,369792,-51.66525736
0.79,20908,32.5,353.37192993164064,6424,0.001,5909.597366333008,17,369720,369838,-51.48663891
0.79,20972,32.69,352.9697570800781,6428,0.001,3995.3524963378904,17,370060,370172,-55.42499046
0.8,21010,31.85,354.7981719970703,6432,0.001,4774.70189819336,17,370180,370298,-47.00609805999999
0.8,21039,31.05,352.5928619384766,6436,0.001,4694.695666503906,17,370240,370357,-44.81128226999999
0.81,21055,29.81,352.47755126953126,6440,0.001,3738.3229232788085,17,370280,370385,-43.42418422
0.8,21095,30.85,355.1810363769531,6444,0.001,3864.8843521118165,17,370420,370538,-44.046344760000004
0.8,21122,31.12,356.1530395507813,6448,0.001,3772.1512939453123,17,370480,370588,-44.22762925
0.79,21192,32.19,355.7817108154297,6452,0.001,5285.086042785644,17,370700,370812,-44.569988460000005
0.79,21234,31.79,354.41355590820314,6456,0.001,4563.375756835938,17,370820,370933,-41.892526749999995
0.79,21263,31.6,348.17088623046874,6460,0.001,5670.452416992188,17,370940,371057,-39.44307054
0.77,21334,33.27,356.26844177246096,6464,0.001,4214.95666809082,17,371260,371362,-41.67423077999999
0.77,21348,33.44,355.50779724121094,6468,0.001,4638.574383544922,17,371300,371406,-42.09944847999999
0.77,21388,33.38,362.1899841308594,6472,0.001,3556.785028076172,17,371420,371532,-44.30416307
0.75,21458,34.05,357.82019958496096,6476,0.001,3823.2594512939454,17,371640,371758,-41.706276669999994
0.76,21471,33.15,358.76038818359376,6480,0.001,4423.100813293457,17,371680,371788,-38.020481929999995
0.75,21535,34.44,352.1587829589844,6484,0.001,5033.242108154297,17,371940,372051,-36.766925040000004
0.74,21598,35.35,356.5196197509766,6488,0.001,4764.229797363281,17,372140,372245,-37.12803581
0.74,21635,35.59,356.7234710693359,6492,0.001,5086.518927001953,17,372300,372405,-38.46395694999999
0.73,21674,36.53,357.2297088623047,6496,0.001,5159.469442749023,17,372520,372627,-44.92183400999999
0.73,21693,36.65,357.5957977294922,6500,0.001,4080.318005371094,17,372560,372667,-45.010449830000006
0.74,21728,35.62,358.56883239746094,6504,0.001,5701.497479248047,17,372680,372792,-40.3801056
0.74,21749,35.21,359.05674133300784,6508,0.001,3966.17744140625,17,372720,372821,-40.70291917
0.74,21795,35.11,354.7862487792969,6512,0.001,3668.116455078125,17,372820,372940,-42.53791616
0.75,21833,34.17,358.08067016601564,6516,0.001,3438.9188690185547,17,372960,373065,-40.41880369999999
0.75,21880,34.25,351.971484375,6520,0.001,5360.195816040039,17,373100,373217,-39.14114301
0.75,21952,36.23,357.9184539794922,6524,0.001,3900.4599182128904,17,373360,373461,-43.18049926999999
0.78,21963,33.17,359.6334564208984,6528,0.001,3059.376445007324,17,373380,373489,-34.093174319999996
0.78,21992,33.09,358.49815063476564,6532,0.001,6378.7631164550785,16,373500,373607,-34.28787302
0.78,22008,32.94,355.02964782714844,6536,0.001,4447.110386657715,16,373540,373651,-34.289018930000005
0.77,22036,33.9,356.31239929199216,6540,0.001,4623.897984313965,16,373660,373775,-35.17086908
0.77,22085,33.74,359.6077178955078,6544,0.001,3252.167610168457,16,373800,373912,-35.4095825
0.76,22114,34.69,357.63580017089845,6548,0.001,3959.8630935668943,16,373940,374057,-40.35044565
0.74,22211,36.45,355.16668395996095,6552,0.001,5600.107946777343,16,374340,374457,-47.41525468
0.75,22242,35.97,358.09039611816405,6556,0.001,4497.217735290527,16,374420,374530,-47.257049480000006
0.75,22278,36.14,353.6812683105469,6560,0.001,6104.9766296386715,16,374560,374671,-49.19221802999999
0.76,22361,35.45,357.564697265625,6564,0.001,4881.173013305664,16,374800,374907,-49.260245319999996
0.75,22416,36.21,356.00160217285156,6568,0.001,4252.6738555908205,16,374920,375027,-49.79013900000001
0.75,22442,36.17,356.38621215820314,6572,0.001,4551.221524047852,16,375040,375149,-46.8854975
0.77,22482,35.26,352.12119750976564,6576,0.001,4423.883810424804,16,375180,375284,-49.56917995
0.75,22526,37.12,358.70079650878904,6580,0.001,3624.3824661254885,16,375380,375500,-55.086723250000006
0.77,22545,34.99,353.6269073486328,6584,0.001,4977.107113647461,16,375440,375550,-53.719717149999994
0.77,22576,34.29,355.039599609375,6588,0.001,4159.534399414062,16,375560,375674,-56.670022530000004
0.77,22610,34.0,354.81272583007814,6592,0.001,5518.263830566406,16,375700,375805,-55.76932192
0.76,22676,34.89,355.596826171875,6596,0.001,5290.246588134765,16,376000,376116,-54.66446674000001
0.76,22692,34.95,355.6732452392578,6600,0.001,5737.225390625,16,376060,376162,-54.87120283999999
0.77,22704,34.05,357.50221252441406,6604,0.001,4695.735069274902,16,376080,376197,-53.67874454999998
0.76,22748,35.19,358.1924621582031,6608,0.001,4168.081646728516,16,376220,376340,-53.87795241000001
0.77,22771,34.65,353.2425933837891,6612,0.001,5031.562826538086,16,376300,376405,-51.849763249999995
0.76,22824,35.94,358.2194305419922,6616,0.001,4573.5223388671875,16,376540,376659,-54.29560899999999
0.74,22909,37.52,353.6458801269531,6620,0.001,5677.4291015625,16,376860,376969,-62.5819891
0.74,22922,35.46,356.28725280761716,6624,0.001,4819.655239868164,16,376900,377007,-58.01114776
0.72,22973,37.43,353.79413146972655,6628,0.001,4674.844760131836,16,377120,377232,-61.810836710000004
0.73,22994,37.02,357.8811889648438,6632,0.001,4446.948718261719,16,377200,377309,-61.88185793
0.73,23027,37.05,357.7144409179688,6636,0.001,5191.551641845703,16,377240,377356,-61.89508715000001
0.74,23042,36.24,353.28570861816405,6640,0.001,4769.648449707031,16,377280,377399,-61.135332
0.75,23055,35.21,355.27777404785155,6644,0.001,4194.336389160157,16,377320,377433,-60.445730590000004
0.74,23114,36.73,358.0038543701172,6648,0.001,5608.512631225586,16,377620,377730,-61.126028549999994
0.78,23127,32.97,357.2552154541016,6652,0.001,5488.01127319336,16,377640,377754,-50.33544926
0.78,23158,33.34,360.72230529785156,6656,0.001,3963.459031677246,16,377760,377864,-49.95196252000001
0.78,23203,33.27,360.1331787109375,6660,0.001,3760.233206176758,16,377880,377998,-47.72839074
