rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/loss,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/entropy_loss,train/learning_rate,train/value_loss,train/explained_variance,train/std,train/clip_range,train/clip_fraction
98.5,28,102800,1376,74,-546.9008503800001,2263.6708984375,-0.007350399420101894,5130,0.05795943,-8.239773559570313,0.0003,4558.177734375,0.19348537921905518,0.9556269645690918,0.2,0.30599999576807024
98.5,29,102900,1429,71,-547.04117746,2594.4443359375,-0.0010622796879033558,5135,0.055014744,-8.239457511901856,0.0003,5235.66806640625,-0.15445268154144287,0.9555871486663818,0.2,0.3099999949336052
98.5,30,103000,1483,69,-547.00229087,2432.35791015625,-0.0036263359506847337,5140,0.05248271,-8.239060401916504,0.0003,4890.878125,0.03464150428771973,0.9554438591003418,0.2,0.3179999925196171
98.5,31,103100,1539,66,-546.91772382,2426.6123046875,-0.00999379323766334,5145,0.059765458,-8.238077926635743,0.0003,4894.8744140625,-0.11192452907562256,0.9552873373031616,0.2,0.31599998474121094
98.5,32,103200,1591,64,-546.83643357,2099.646484375,-0.021697355747164693,5150,0.09547456,-8.237222290039062,0.0003,4221.73359375,0.02374255657196045,0.9552007913589478,0.2,0.38599999248981476
98.5,33,103300,1647,62,-546.82957464,2195.1484375,-0.006207338299464027,5155,0.013290529,-8.237188529968261,0.0003,4449.89560546875,-0.03998839855194092,0.9553452730178833,0.2,0.1559999942779541
98.5,34,103400,1693,61,-546.90436229,2247.343017578125,-0.00788744054734707,5160,0.046811942,-8.238429260253906,0.0003,4547.31376953125,0.057157158851623535,0.9555427432060242,0.2,0.291999988257885
98.5,35,103500,1739,59,-546.89809266,2408.791748046875,-0.010652875870437128,5165,0.039152138,-8.239349555969238,0.0003,4847.51064453125,0.028071284294128418,0.9556269645690918,0.2,0.2879999905824661
98.5,36,103600,1787,57,-546.92712153,2771.325439453125,-0.024966542273614323,5170,0.12785754,-8.239718246459962,0.0003,5595.33271484375,-0.3807966709136963,0.9556536674499512,0.2,0.4239999890327454
98.5,37,103700,1837,56,-546.8858981200001,2244.01220703125,-0.0034759410100377863,5175,0.024845762,-8.239599990844727,0.0003,4521.9712890625,0.06724333763122559,0.9555474519729614,0.2,0.29799998849630355
98.5,38,103800,1883,55,-547.0064455600001,2336.137451171875,-0.00970053077871853,5180,0.0719941,-8.238825416564941,0.0003,4730.080859375,-0.056130170822143555,0.9554623365402222,0.2,0.42599999308586123
98.5,39,103900,1931,53,-546.89900824,2178.41650390625,-0.010865592233858478,5185,0.09258383,-8.238522911071778,0.0003,4389.801171875,0.0537104606628418,0.9554399847984314,0.2,0.3739999935030937
98.5,40,104000,1982,52,-546.9793741799999,2397.58251953125,-0.009014947003743145,5190,0.089563504,-8.238551712036132,0.0003,4821.0564453125,-0.14181745052337646,0.9554771780967712,0.2,0.46399998664855957
98.5,41,104100,2023,51,-546.9745463,2154.816650390625,-0.010824272047466365,5195,0.118722916,-8.238470077514648,0.0003,4354.9814453125,0.022216320037841797,0.9553232192993164,0.2,0.4139999896287918
98.5,42,104200,2075,50,-547.2056055400001,2404.50244140625,-0.01351403678954739,5200,0.06514196,-8.237009048461914,0.0003,4832.95126953125,0.013132572174072266,0.9550178050994873,0.2,0.4379999965429306
98.5,43,104300,2119,49,-547.11144875,2366.302734375,0.06734749829774955,5205,0.11280598,-8.23533992767334,0.0003,4744.199609375,-0.0813908576965332,0.9548459053039551,0.2,0.5539999842643738
98.5,44,104400,2167,48,-547.12425993,2370.525390625,0.011537739365394373,5210,0.13655052,-8.234821128845216,0.0003,4754.48876953125,0.05556005239486694,0.9548343420028687,0.2,0.5659999847412109
98.5,45,104500,2216,47,-547.1847225,2453.447021484375,0.004856984574325906,5215,0.070754744,-8.234548568725586,0.0003,4965.51259765625,-0.02350139617919922,0.9546747207641602,0.2,0.3879999816417694
98.5,46,104600,2258,46,-547.4742468000001,2226.78076171875,-0.003102789237163961,5220,0.047678,-8.233362007141114,0.0003,4468.50859375,0.08064574003219604,0.9544980525970459,0.2,0.34399998784065244
98.5,47,104700,2302,45,-547.85308788,2562.537841796875,-0.02405293393130705,5225,0.1729024,-8.232431602478027,0.0003,5161.0435546875,-0.022249579429626465,0.9543856382369995,0.2,0.5339999854564667
98.5,48,104800,2358,44,-548.17513935,2504.612060546875,-0.020012056022915205,5230,0.12890823,-8.231576728820801,0.0003,5033.4037109375,-0.047484397888183594,0.9541308879852295,0.2,0.4839999794960022
98.5,49,104900,2402,43,-548.1982720299999,2224.97998046875,-0.0061867029238783285,5235,0.14292993,-8.229327392578124,0.0003,4513.08388671875,0.09199929237365723,0.9536949992179871,0.2,0.47399999797344206
98.5,50,105000,2450,42,-548.4224474799998,2568.876220703125,-0.003891201458827709,5240,0.034139395,-8.227162551879882,0.0003,5140.5330078125,-0.02624678611755371,0.9535138010978699,0.2,0.2779999941587448
98.5,51,105100,2502,41,-548.5261839,2298.176025390625,-0.0029162276459828718,5245,0.06597471,-8.22653636932373,0.0003,4622.37587890625,-0.14285337924957275,0.9535163640975952,0.2,0.3679999873042107
98.5,52,105200,2543,41,-548.6210631399999,2108.2236328125,-0.01871969717740285,5250,0.07607398,-8.226639366149902,0.0003,4247.816015625,0.10094982385635376,0.9535075426101685,0.2,0.3259999960660934
98.5,53,105300,2573,40,-548.5062411899999,2263.944091796875,-0.005636888370645465,5255,0.056468777,-8.226636695861817,0.0003,4545.84755859375,0.023130416870117188,0.953547477722168,0.2,0.32999999076128006
98.5,54,105400,2611,40,-548.6654095199999,2274.48388671875,-0.01643547261483036,5260,0.101987824,-8.22709617614746,0.0003,4584.1330078125,0.009241700172424316,0.9536432027816772,0.2,0.3439999967813492
98.5,55,105500,2652,39,-549.07425256,2480.019287109375,-0.015241332523510209,5265,0.12274855,-8.227667045593261,0.0003,4986.27587890625,-0.04751157760620117,0.953737735748291,0.2,0.3459999855607748
98.5,56,105600,2688,39,-549.24776026,2332.75,-0.012546247903242148,5270,0.07410606,-8.228307342529297,0.0003,4702.877734375,-0.00864565372467041,0.9538196921348572,0.2,0.35199999511241914
98.5,57,105700,2722,38,-549.02706236,2464.833740234375,-0.009037009626626968,5275,0.08502406,-8.228701972961426,0.0003,4978.8279296875,-0.12145507335662842,0.9539084434509277,0.2,0.46799999475479126
98.5,58,105800,2755,38,-549.02431831,2430.17578125,-0.005206587731663603,5280,0.020085007,-8.229355812072754,0.0003,4866.71845703125,0.06381368637084961,0.953983724117279,0.2,0.14199999272823333
98.5,59,105900,2780,38,-549.10970065,2420.41357421875,-0.014318382717465283,5285,0.074235775,-8.2296537399292,0.0003,4900.20068359375,-0.03413558006286621,0.9540181159973145,0.2,0.32799998223781585
98.5,60,106000,2810,37,-548.68907933,2361.1884765625,-0.016187860369245754,5290,0.07081016,-8.229744911193848,0.0003,4750.68740234375,-0.06968402862548828,0.9539803266525269,0.2,0.39999998807907106
98.16,61,106100,2856,37,-546.2759646600001,2248.6748046875,-0.0016038851972552948,5295,0.02803736,-8.229448699951172,0.0003,4539.67109375,-0.09548366069793701,0.9539728164672852,0.2,0.24799999743700027
98.16,62,106200,2889,36,-546.08067795,1446.5609130859375,0.0015860384992265608,5300,0.045439977,-8.229521751403809,0.0003,3103.166259765625,0.06651324033737183,0.9539865255355835,0.2,0.2259999919682741
98.16,63,106300,2923,36,-545.78147033,1148.1756591796875,-0.009283394522935851,5305,0.04793389,-8.229448699951172,0.0003,2610.821728515625,-0.01947164535522461,0.9539475440979004,0.2,0.24999999403953552
98.16,64,106400,2962,35,-545.01720825,1072.894287109375,-0.0009225515779689886,5310,0.02592569,-8.229126167297363,0.0003,2473.804345703125,-0.09766626358032227,0.9538931250572205,0.2,0.13599999845027924
98.16,65,106500,2996,35,-544.9272157700001,1040.147705078125,-0.015508209839026676,5315,0.04128914,-8.228749465942382,0.0003,2517.567626953125,0.060495615005493164,0.9538204073905945,0.2,0.18800000101327896
98.16,66,106600,3027,35,-545.00411761,1057.709228515625,-0.012548675976631785,5320,0.082849704,-8.228317832946777,0.0003,2453.355419921875,0.04474562406539917,0.9537744522094727,0.2,0.2879999954253435
98.16,67,106700,3063,34,-544.60490655,1244.4669189453125,-0.007921973668038618,5325,0.06887016,-8.22806453704834,0.0003,2823.665283203125,-0.0586475133895874,0.953726053237915,0.2,0.3059999819844961
98.16,68,106800,3099,34,-544.33875213,1262.9998779296875,-0.006583130229046219,5330,0.118720375,-8.22760887145996,0.0003,2698.78369140625,-0.019461750984191895,0.9536025524139404,0.2,0.41199998259544374
98.16,69,106900,3132,34,-544.12739921,1453.056884765625,-0.016057790981722064,5335,0.15533212,-8.226774215698242,0.0003,2997.602978515625,0.012103438377380371,0.9534997344017029,0.2,0.36999999210238455
98.16,70,107000,3176,33,-543.4976245099999,1623.7122802734375,-0.017320420920805192,5340,0.1897866,-8.226238250732422,0.0003,3312.403369140625,-0.04530215263366699,0.9534486532211304,0.2,0.5219999849796295
98.16,71,107100,3234,33,-543.5227417399999,1779.611572265625,-0.017384003146435133,5345,0.40956077,-8.22614688873291,0.0003,3630.91298828125,-0.013543486595153809,0.9535025358200073,0.2,0.5819999814033509
98.16,72,107200,3277,32,-543.1822512,1961.080322265625,-0.01765339176354246,5350,0.3022961,-8.226759147644042,0.0003,4008.223828125,-0.11225032806396484,0.9536373019218445,0.2,0.5059999883174896
98.16,73,107300,3321,32,-543.04118519,1999.462158203125,0.004785401422486757,5355,0.13967286,-8.227428245544434,0.0003,4048.290283203125,-0.0825798511505127,0.9536961317062378,0.2,0.4879999876022339
98.16,74,107400,3352,32,-542.8685587499999,2125.486328125,-0.0035038137044466565,5360,0.41104496,-8.227588272094726,0.0003,4293.682421875,-0.10647320747375488,0.9537061452865601,0.2,0.6379999876022339
98.16,75,107500,3374,31,-543.2233466799998,2090.100830078125,-0.014068478025365039,5365,1.0801193,-8.227827072143555,0.0003,4192.41044921875,0.03257173299789429,0.9537665247917175,0.2,0.6359999775886536
99.02,76,107600,3388,31,-548.10977603,2318.95849609375,-0.0018530611479945947,5370,1.0571266,-8.228169059753418,0.0003,4669.20947265625,-0.131636381149292,0.9538202285766602,0.2,0.6639999866485595
99.02,77,107700,3406,31,-547.97690729,2137.1318359375,0.0024073971882899057,5375,0.16805665,-8.228356552124023,0.0003,4285.90595703125,0.07108688354492188,0.953831672668457,0.2,0.5319999873638153
99.02,78,107800,3430,31,-547.88017437,2386.556640625,-0.0030429180711507796,5380,0.88586986,-8.228302955627441,0.0003,4790.04912109375,-0.10592472553253174,0.953826904296875,0.2,0.6599999785423278
99.02,79,107900,3457,31,-547.8693780499999,2180.607666015625,0.017343328346760244,5385,0.3065103,-8.228254508972167,0.0003,4363.16806640625,-0.030282974243164062,0.9538094401359558,0.2,0.5879999876022339
99.02,80,108000,3482,31,-547.7472327199998,2122.557373046875,0.00018458603335602675,5390,0.5858662,-8.228874397277831,0.0003,4282.68583984375,-0.05342531204223633,0.9540849924087524,0.2,0.649999988079071
99.02,81,108100,3514,30,-547.8278986299999,2075.109130859375,-0.01346093964566535,5395,1.5546557,-8.230825424194336,0.0003,4171.76474609375,0.022441565990447998,0.9544254541397095,0.2,0.6819999814033508
99.02,82,108200,3535,30,-548.16257731,2251.697021484375,-0.01547996973968111,5400,0.7710103,-8.232715225219726,0.0003,4525.24072265625,-0.0023764371871948242,0.9546762704849243,0.2,0.6299999833106995
99.02,83,108300,3561,30,-548.25433033,2396.77001953125,0.0016903242124044482,5405,0.46914566,-8.233917236328125,0.0003,4815.47666015625,-0.11236393451690674,0.95476233959198,0.2,0.6319999933242798
99.02,84,108400,3584,30,-548.03148538,2241.9931640625,-0.016069288834842155,5410,0.2518139,-8.234282684326171,0.0003,4493.6701171875,-0.09967947006225586,0.9548079371452332,0.2,0.5939999938011169
99.02,85,108500,3603,30,-547.9912773499999,1986.7520751953125,-0.014702884008875117,5415,1.8287431,-8.23481101989746,0.0003,3991.567431640625,0.032142579555511475,0.9549562335014343,0.2,0.7059999823570251
99.02,86,108600,3618,30,-547.69964526,2055.439697265625,0.004177042460014491,5420,1.371987,-8.235831260681152,0.0003,4129.259765625,0.017230749130249023,0.9551413059234619,0.2,0.7139999866485596
99.02,87,108700,3636,29,-547.71565977,2127.046875,-0.0024634141866044955,5425,2.24437,-8.237191200256348,0.0003,4283.36591796875,0.04329073429107666,0.9553942680358887,0.2,0.7059999823570251
99.02,88,108800,3647,29,-547.41188888,2199.435546875,0.051377162666176444,5430,0.7479138,-8.238634300231933,0.0003,4411.3595703125,-0.14651286602020264,0.9555529356002808,0.2,0.6519999861717224
99.02,89,108900,3669,29,-547.4468492599999,1938.8670654296875,0.011051632043381688,5435,0.68026674,-8.238773155212403,0.0003,3901.59892578125,0.06015092134475708,0.9553954601287842,0.2,0.643999981880188
99.02,90,109000,3692,29,-547.18329159,2137.026611328125,-0.00389089775053435,5440,0.45080626,-8.23741397857666,0.0003,4280.75078125,-0.0650932788848877,0.9551019072532654,0.2,0.6419999837875366
99.02,91,109100,3713,29,-547.1935451899999,1996.61181640625,0.0037337663448852253,5445,0.7825296,-8.235590934753418,0.0003,4009.951025390625,0.04653656482696533,0.9548828601837158,0.2,0.6919999957084656
99.02,92,109200,3735,29,-547.16722046,2235.828125,-0.003520516294884146,5450,0.13618793,-8.234465026855469,0.0003,4494.21865234375,-0.13393712043762207,0.9547405242919922,0.2,0.4499999761581421
99.02,93,109300,3754,29,-547.19692756,2038.831298828125,-0.010311242759416927,5455,0.49954963,-8.233429145812988,0.0003,4092.52568359375,0.09966939687728882,0.9545083045959473,0.2,0.5979999899864197
99.02,94,109400,3775,28,-546.98839416,2336.4287109375,-0.010145914189342875,5460,0.61492455,-8.231714630126953,0.0003,4689.87998046875,-0.051590800285339355,0.9542381167411804,0.2,0.6419999837875366
99.02,95,109500,3793,28,-547.0134708,2240.91015625,-0.020558327272738097,5465,0.70841,-8.230100631713867,0.0003,4500.72998046875,0.04864180088043213,0.9540183544158936,0.2,0.6339999914169312
99.02,96,109600,3811,28,-546.81260408,2433.634033203125,0.0013155097010894678,5470,1.1706468,-8.229251861572266,0.0003,4877.08681640625,-0.22633755207061768,0.9539782404899597,0.2,0.6839999794960022
99.02,97,109700,3836,28,-546.6187296100001,1973.728759765625,0.0037154755368646875,5475,0.4022808,-8.229174423217774,0.0003,3968.698779296875,0.08548980951309204,0.9540280103683472,0.2,0.6279999852180481
99.02,98,109800,3859,28,-546.7003703,2162.199951171875,0.019042313519821618,5480,0.587892,-8.229615211486816,0.0003,4349.9736328125,0.03024691343307495,0.953953742980957,0.2,0.7059999823570251
99.02,99,109900,3875,28,-546.58222505,2303.79541015625,0.010257066729900543,5485,1.4945234,-8.228640365600587,0.0003,4626.63330078125,-0.2183600664138794,0.9538094401359558,0.2,0.6799999952316285
99.02,100,110000,3900,28,-546.7674910000001,1766.0145263671875,0.025289942577364853,5490,0.52214044,-8.227849960327148,0.0003,3597.028759765625,0.1630781888961792,0.9536924362182617,0.2,0.6379999876022339
99.02,101,110100,3920,28,-546.8447066499999,2296.94384765625,0.003611584086320363,5495,0.58388984,-8.227242851257325,0.0003,4593.783203125,0.005872249603271484,0.9536351561546326,0.2,0.6159999966621399
99.66,102,110200,3934,28,-550.48011029,2426.431884765625,-0.006042326720489655,5500,0.97943527,-8.227112579345704,0.0003,4875.496484375,-0.08484470844268799,0.9536396861076355,0.2,0.6599999904632569
99.66,103,110300,3946,27,-550.60160406,2267.222900390625,-0.0036320966086350382,5505,1.360267,-8.226958847045898,0.0003,4568.6185546875,0.03216660022735596,0.9535812139511108,0.2,0.6639999866485595
99.66,104,110400,3967,27,-550.9098917199999,2440.823974609375,-0.004734295797970844,5510,0.58145756,-8.226748275756837,0.0003,4886.28681640625,-0.09548628330230713,0.9535819888114929,0.2,0.6139999866485596
99.66,105,110500,3984,27,-550.8889277899999,2193.479248046875,0.000990567142434884,5515,0.42082182,-8.226904487609863,0.0003,4407.00234375,0.05278003215789795,0.9536375999450684,0.2,0.621999979019165
99.66,106,110600,3997,27,-550.7587216900001,2368.63720703125,0.0007273745170095936,5520,1.5767514,-8.227674293518067,0.0003,4752.3576171875,-0.09537577629089355,0.9538280367851257,0.2,0.6899999856948853
99.66,107,110700,4013,27,-550.9641840300001,2213.389892578125,-0.009612227707839338,5525,0.5495596,-8.228597831726074,0.0003,4453.341015625,0.008649289608001709,0.9539378881454468,0.2,0.6179999828338623
99.66,108,110800,4033,27,-550.7929698800001,2267.005859375,-0.01783464016043581,5530,0.19614132,-8.229081344604491,0.0003,4550.9802734375,-0.20685458183288574,0.9539718627929688,0.2,0.4959999918937683
99.66,109,110900,4046,27,-550.86347779,1997.8114013671875,-0.004587247335348365,5535,0.24529167,-8.229145050048828,0.0003,4007.161474609375,0.05755525827407837,0.9539486169815063,0.2,0.5179999828338623
99.66,110,111000,4064,27,-550.89855408,2188.1796875,0.002267388537438819,5540,3.5986376,-8.229697036743165,0.0003,4385.2361328125,0.03209775686264038,0.9542116522789001,0.2,0.7339999794960022
99.66,111,111100,4084,27,-551.4673602800001,2327.396484375,0.013961121760075912,5545,1.3989884,-8.231174850463868,0.0003,4669.1595703125,0.015221059322357178,0.954450786113739,0.2,0.7079999804496765
99.66,112,111200,4100,27,-551.37881286,2363.964599609375,0.03185263211198617,5550,1.6613504,-8.232537078857423,0.0003,4743.394921875,-0.060291409492492676,0.9546118974685669,0.2,0.7199999809265136
99.66,113,111300,4112,27,-551.2252043100001,2234.013916015625,-0.0004468602943234146,5555,0.43323088,-8.233381271362305,0.0003,4488.24658203125,-0.021125078201293945,0.9547361135482788,0.2,0.6199999928474427
99.66,114,111400,4129,26,-551.4627199800001,2189.57470703125,-0.003031931733858073,5560,0.59712696,-8.233955764770508,0.0003,4394.7673828125,0.09418970346450806,0.9547930955886841,0.2,0.6519999861717224
99.66,115,111500,4154,26,-551.36841997,2481.562255859375,0.00462536998820724,5565,0.13060082,-8.234107398986817,0.0003,4985.1474609375,-0.3167961835861206,0.9547466039657593,0.2,0.45199998617172243
99.66,116,111600,4167,26,-551.26689364,1874.290283203125,-0.01002821280817443,5570,0.21501842,-8.233746910095215,0.0003,3764.365576171875,0.18285059928894043,0.954706072807312,0.2,0.5
99.66,117,111700,4185,26,-551.1210195,2333.20703125,-0.009727721952367574,5575,0.2621496,-8.23337173461914,0.0003,4683.32568359375,-0.060427188873291016,0.9546220302581787,0.2,0.507999986410141
99.66,118,111800,4198,26,-550.99426988,2260.300048828125,-0.017392490163911135,5580,0.25141245,-8.232960891723632,0.0003,4547.21689453125,-0.18702256679534912,0.9545671343803406,0.2,0.47799997925758364
99.66,119,111900,4221,26,-550.7946027600001,1962.165771484375,-0.019867832511954474,5585,0.3543625,-8.232527351379394,0.0003,3946.85224609375,-0.03415489196777344,0.9544860124588013,0.2,0.5379999876022339
99.66,120,112000,4236,26,-550.5784733700001,1958.5833740234375,-0.008675640746969294,5590,0.8003201,-8.231915092468261,0.0003,3921.883203125,0.025402307510375977,0.9543594121932983,0.2,0.6359999895095825
99.66,121,112100,4253,26,-550.2630851800001,2057.0458984375,-0.0043098104763885205,5595,0.17029998,-8.231185340881348,0.0003,4135.154296875,-0.031682491302490234,0.9542474746704102,0.2,0.46999999284744265
99.66,122,112200,4282,26,-550.24970568,2033.960693359375,-0.015649290278088302,5600,0.7087204,-8.230764579772949,0.0003,4080.168994140625,0.06889331340789795,0.9542433619499207,0.2,0.6619999885559082
99.66,123,112300,4303,26,-550.1435164100001,2132.987060546875,0.0036600601710233605,5605,0.70332015,-8.230972862243652,0.0003,4297.02138671875,-0.10299396514892578,0.9543107748031616,0.2,0.6299999952316284
99.66,124,112400,4331,25,-550.10871674,2037.8016357421875,0.0018872132364776916,5610,0.08530817,-8.231217002868652,0.0003,4089.654248046875,0.010755836963653564,0.9542519450187683,0.2,0.4679999887943268
99.66,125,112500,4353,25,-550.2022996600001,2015.2847900390625,-0.01670695008288021,5615,3.0398853,-8.230767250061035,0.0003,4048.662060546875,0.08279895782470703,0.9542222023010254,0.2,0.7339999914169312
99.66,126,112600,4375,25,-550.32242022,2208.84130859375,0.015079801797946856,5620,1.5848266,-8.230690002441406,0.0003,4437.1390625,-0.0470428466796875,0.9542158842086792,0.2,0.6979999780654907
99.66,127,112700,4398,25,-550.5538233400001,2188.3955078125,-0.0187285475135468,5625,2.09934,-8.230584526062012,0.0003,4385.221484375,0.1068463921546936,0.9541712999343872,0.2,0.7199999928474426
99.66,128,112800,4415,25,-550.6553572500001,2438.875732421875,-0.0001699695232673548,5630,0.60101765,-8.2301513671875,0.0003,4887.409765625,-0.007053852081298828,0.9540799856185913,0.2,0.6099999785423279
99.66,129,112900,4431,25,-550.52135129,2497.07373046875,0.011716857954161242,5635,0.8266046,-8.229638862609864,0.0003,5029.41171875,-0.22442030906677246,0.9540300369262695,0.2,0.6979999780654907
99.66,130,113000,4453,25,-550.51745949,2124.395751953125,-0.011503603346500312,5640,0.6654647,-8.229545783996581,0.0003,4247.27568359375,0.10897892713546753,0.9540408849716187,0.2,0.6559999823570252
99.66,131,113100,4475,25,-550.2002234800001,2400.020751953125,0.0008171356719685718,5645,0.5815021,-8.229553031921387,0.0003,4840.28154296875,-0.1517047882080078,0.953995406627655,0.2,0.6279999852180481
99.66,132,113200,4501,25,-550.39188989,2165.19921875,-0.012283670596752927,5650,0.33602604,-8.229266738891601,0.0003,4347.10869140625,-0.01138913631439209,0.953995943069458,0.2,0.5299999952316284
99.66,133,113300,4528,25,-550.68415946,2144.119873046875,-0.020177320972288727,5655,0.21446556,-8.229366493225097,0.0003,4310.8255859375,0.07461708784103394,0.9540261030197144,0.2,0.5499999821186066
99.66,134,113400,4552,24,-550.6356035000001,2311.58203125,-0.02198030841391301,5660,0.3163625,-8.229378509521485,0.0003,4651.5181640625,-0.03549551963806152,0.9539965987205505,0.2,0.563999992609024
