time/episodes,time/time_elapsed,rollout/success rate,rollout/ep_len_mean,time/fps,time/total timesteps,rollout/ep_rew_mean,train/n_updates,train/learning_rate,train/critic_loss,train/actor_loss
254,8417,0.05,96.74,2,24494,-7422.34215285,24380,0.001,575182.9376953125,4858.171044921875
255,8448,0.05,96.74,2,24594,-7411.076510760001,24480,0.001,417086.050390625,4853.071533203125
256,8470,0.05,96.74,2,24694,-7484.124699680001,24580,0.001,647832.062109375,4874.869921875
257,8493,0.05,96.74,2,24794,-7451.6448695300005,24680,0.001,559728.48203125,4928.03154296875
258,8556,0.05,96.74,2,24894,-7385.510636010001,24780,0.001,587532.766796875,4903.92431640625
259,8575,0.05,96.74,2,24994,-7371.880965130001,24880,0.001,541938.0919921875,4938.809130859375
260,8600,0.05,96.74,2,25094,-7399.21677353,24980,0.001,450697.8521484375,4912.835400390625
261,8631,0.05,96.74,2,25194,-7411.22626276,25080,0.001,539714.959375,4938.403759765625
262,8658,0.05,96.74,2,25294,-7388.092227510001,25180,0.001,607822.5390625,4964.2806640625
263,8681,0.05,96.74,2,25394,-6736.78117355,25280,0.001,568423.7544921875,4993.68486328125
264,8716,0.05,96.74,2,25494,-6765.11141566,25380,0.001,427995.24189453124,5004.00302734375
265,8739,0.05,96.74,2,25594,-6747.638640040001,25480,0.001,641632.146875,5012.650048828125
266,8767,0.05,96.74,2,25694,-6758.60308296,25580,0.001,447164.76396484376,5013.571630859375
267,8805,0.05,96.74,2,25794,-6698.552101199999,25680,0.001,570031.451953125,5000.555615234375
268,8830,0.05,96.74,2,25894,-6657.474588630001,25780,0.001,523478.59423828125,5029.886962890625
269,8889,0.05,96.74,2,25994,-6611.12113244,25880,0.001,666450.81015625,5004.86630859375
270,8911,0.06,95.78,2,25998,-6545.258099599999,,,,
271,8932,0.06,95.78,2,26098,-6516.855696449999,25980,0.001,684919.4892578125,5049.960791015625
272,8959,0.07,94.81,2,26101,-6458.965412160001,26000,0.001,617795.048046875,5025.285693359375
273,8984,0.07,94.81,2,26201,-6473.2887088900015,26100,0.001,506454.0904296875,5059.25947265625
274,9004,0.07,94.81,2,26301,-6497.89742951,26200,0.001,509491.5509765625,5053.544970703125
275,9060,0.06,95.49,2,26401,-6574.90653274,26300,0.001,568668.6796875,5065.853173828125
276,9074,0.07,94.89,2,26441,-6498.46573836,26340,0.001,587764.0348632813,5059.102099609375
277,9098,0.07,94.89,2,26541,-6453.20303673,26440,0.001,556602.8560546875,5110.686376953125
278,9122,0.07,94.89,2,26641,-6444.220906199999,26540,0.001,636724.9373046875,5107.793701171875
279,9147,0.07,95.16,2,26682,-6448.74947789,26580,0.001,634877.12578125,5091.003369140625
280,9183,0.07,95.16,2,26782,-6430.22533289,26680,0.001,594577.7697265625,5100.16240234375
281,9210,0.07,95.16,2,26882,-6425.750197279999,26780,0.001,591588.6447265625,5134.73671875
282,9229,0.07,95.16,2,26982,-6441.67629599,26880,0.001,730255.694140625,5097.18271484375
283,9273,0.07,95.16,2,27082,-6463.322826839999,26980,0.001,743235.2203125,5082.268603515625
284,9291,0.07,95.16,2,27182,-6480.24997518,27080,0.001,683035.410546875,5132.902099609375
285,9300,0.08,94.25,2,27191,-6437.160091059999,,,,
286,9314,0.08,94.25,2,27291,-6427.63357636,27180,0.001,544184.3767578125,5141.58525390625
287,9371,0.07,94.98,2,27391,-6489.1262265999985,27280,0.001,565691.15546875,5167.08359375
288,9420,0.07,94.98,2,27491,-6424.679392259999,27380,0.001,589190.9958984375,5123.527099609375
289,9455,0.07,94.98,2,27591,-6439.901360569999,27480,0.001,531941.342578125,5198.887890625
290,9511,0.07,94.98,2,27691,-6451.341318089998,27580,0.001,628859.8396484375,5189.56767578125
291,9527,0.07,94.98,2,27791,-6458.906053039998,27680,0.001,612330.765234375,5178.753125
292,9543,0.07,94.98,2,27891,-6453.476385239999,27780,0.001,861895.3458984375,5206.798974609375
293,9559,0.08,94.83,2,27976,-6443.618238400001,27860,0.001,589780.7404296875,5212.449169921875
294,9576,0.09,93.86,2,27979,-6351.7117709700005,,,,
295,9629,0.09,93.86,2,28079,-6325.101656919999,27960,0.001,890189.409375,5209.21015625
296,9664,0.09,93.86,2,28179,-6362.225869459999,28060,0.001,481426.3724609375,5252.652001953125
297,9729,0.09,93.86,2,28279,-6351.639082569999,28160,0.001,602285.6376953125,5225.61455078125
298,9750,0.09,93.86,2,28379,-6451.612117759999,28260,0.001,815280.0166015625,5209.488916015625
299,9781,0.09,93.86,2,28479,-6406.138097949999,28360,0.001,497780.9166015625,5306.58427734375
300,9801,0.09,93.86,2,28579,-6358.6062759,28460,0.001,649730.047265625,5267.6025390625
301,9837,0.09,93.86,2,28679,-6383.959148970001,28560,0.001,637118.9359375,5256.291064453125
302,9861,0.09,93.86,2,28779,-6347.1331603,28660,0.001,587313.7330078125,5319.9140625
303,9894,0.09,93.86,2,28879,-6322.45301234,28760,0.001,432281.0296875,5298.030419921875
304,9913,0.09,93.86,2,28979,-6314.541632349999,28860,0.001,492139.5203125,5342.036865234375
305,9929,0.09,93.86,2,29079,-6304.784334099998,28960,0.001,506105.6015625,5352.29501953125
306,9969,0.09,93.86,2,29179,-6376.947961579999,29060,0.001,685803.3599609375,5335.67626953125
307,10010,0.09,93.86,2,29279,-6424.1407070099995,29160,0.001,820328.326953125,5333.2291015625
308,10018,0.1,92.93,2,29286,-6395.615923699998,29180,0.001,609864.9689453125,5359.736279296875
309,10041,0.1,92.93,2,29386,-6401.790927079998,29280,0.001,619280.144140625,5337.55966796875
310,10095,0.11,92.2,2,29413,-6319.0487500300005,29300,0.001,645365.1826171875,5321.438134765625
311,10126,0.11,92.2,2,29513,-6318.97398282,29400,0.001,553161.8802734375,5369.379638671875
312,10134,0.12,91.63,2,29556,-6225.469537090002,29440,0.001,788866.4587890625,5354.533740234375
313,10150,0.11,92.48,2,29656,-6282.047193290001,29540,0.001,626159.0662109375,5434.11962890625
314,10170,0.11,92.48,2,29756,-6291.66655426,29640,0.001,549379.95390625,5341.396826171875
315,10194,0.12,91.63,2,29771,-6216.482537200001,29660,0.001,791100.3587890625,5356.603857421875
316,10207,0.13,90.68,2,29776,-6169.7908923,,,,
317,10240,0.13,90.68,2,29876,-6183.16444992,29760,0.001,928480.15859375,5360.416650390625
318,10268,0.13,90.68,2,29976,-6151.665462100001,29860,0.001,656311.7607421875,5452.309228515625
319,10294,0.13,90.68,2,30076,-6155.0195361099995,29960,0.001,693408.31640625,5416.82294921875
320,10387,0.12,90.82,2,30176,-6209.9612803400005,30060,0.001,737060.29296875,5438.365380859375
321,10452,0.13,89.95,2,30189,-6174.278763920001,30080,0.001,657691.46796875,5432.321240234375
322,10464,0.14,88.98,2,30192,-6117.967797350001,,,,
323,10493,0.15,88.49,2,30243,-5804.128729220001,30140,0.001,681184.19921875,5453.047314453125
324,10510,0.15,88.49,2,30343,-5817.271905400001,30240,0.001,705707.1640625,5449.975341796875
325,10535,0.15,88.49,2,30443,-5817.9867994000015,30340,0.001,679655.2768554688,5479.220263671875
326,10568,0.16,87.77,2,30471,-5720.738773360002,30360,0.001,470975.2451171875,5463.598046875
327,10570,0.17,86.81,2,30475,-5670.886710680002,,,,
328,10590,0.17,86.81,2,30575,-5701.443276340002,30460,0.001,756164.260546875,5463.244189453125
329,10635,0.17,86.81,2,30675,-5668.132445530001,30560,0.001,888857.282421875,5475.720166015625
330,10659,0.17,86.81,2,30775,-5660.56267817,30660,0.001,444053.1688476562,5493.26650390625
331,10701,0.17,86.81,2,30875,-5668.94281247,30760,0.001,368082.62451171875,5525.995458984375
332,10719,0.17,86.81,2,30975,-5668.3235598500005,30860,0.001,650602.04296875,5491.29248046875
333,10755,0.17,86.81,2,31075,-5725.366808499999,30960,0.001,666840.456640625,5504.072412109375
334,10816,0.17,86.81,2,31175,-5722.941642259999,31060,0.001,614363.419140625,5549.98095703125
335,10889,0.17,86.81,2,31275,-5725.810913609998,31160,0.001,505823.8658203125,5521.4439453125
336,10903,0.17,86.81,2,31375,-5725.269002319999,31260,0.001,679113.6251953125,5515.49814453125
337,10967,0.17,86.81,2,31475,-5688.566291349999,31360,0.001,648443.068359375,5575.506689453125
338,10982,0.17,86.81,2,31575,-5753.557223049999,31460,0.001,798736.376171875,5544.019775390625
339,11017,0.17,86.81,2,31675,-5758.15155481,31560,0.001,532446.8875,5610.875537109375
340,11060,0.17,86.81,2,31775,-5779.451328440001,31660,0.001,840096.8501953125,5546.947314453125
341,11080,0.17,86.81,2,31875,-5704.603791060001,31760,0.001,434730.5482421875,5624.694091796875
342,11120,0.17,86.81,2,31975,-5759.672503749999,31860,0.001,1029942.6560546875,5567.2962890625
343,11202,0.17,86.81,2,32075,-5777.95722301,31960,0.001,1080616.673046875,5563.559423828125
344,11233,0.17,86.81,2,32175,-5746.72617833,32060,0.001,541008.1432617188,5627.690673828125
345,11235,0.18,85.85,2,32179,-5662.350016120002,,,,
346,11252,0.18,85.85,2,32279,-5690.11288717,32160,0.001,745022.6240234375,5661.617626953125
347,11277,0.19,85.04,2,32298,-5665.77199904,32180,0.001,593150.4328125,5627.459765625
348,11389,0.19,85.04,2,32398,-5678.420815959998,32280,0.001,668891.610546875,5635.371533203125
349,11400,0.2,84.68,2,32462,-5662.17696148,32360,0.001,530736.1424804687,5639.086865234375
350,11431,0.2,84.68,2,32562,-5682.183375629999,32460,0.001,576226.4025390625,5699.948193359375
351,11469,0.2,84.68,2,32662,-5428.80054976,32560,0.001,1032569.0822265625,5651.10009765625
352,11484,0.2,84.68,2,32762,-5425.131232329999,32660,0.001,730943.3556640625,5653.19658203125
353,11608,0.2,84.68,2,32862,-5400.253173699999,32760,0.001,842262.3072265625,5678.827392578125
354,11631,0.2,84.68,2,32962,-5422.964168130001,32860,0.001,621839.4396484375,5739.6931640625
355,11669,0.21,83.73,2,32967,-5371.49533575,,,,
356,11692,0.21,83.73,2,33067,-5308.721825489999,32960,0.001,855242.95078125,5686.886083984375
357,11712,0.21,83.73,2,33167,-5309.56873394,33060,0.001,602689.825390625,5691.4244140625
358,11737,0.21,83.73,2,33267,-5331.0143447,33160,0.001,883132.372265625,5712.602587890625
359,11779,0.21,83.73,2,33367,-5370.85520228,33260,0.001,666276.8171875,5736.416064453125
360,11797,0.21,83.73,2,33467,-5331.07150094,33360,0.001,977514.709375,5723.298095703125
361,11818,0.21,83.73,2,33567,-5342.22488108,33460,0.001,763291.5876953125,5728.154296875
362,11850,0.21,83.73,2,33667,-5393.928775429999,33560,0.001,675010.3630859375,5694.435302734375
363,11940,0.22,83.12,2,33706,-5330.793169699999,33600,0.001,503463.3322265625,5785.862646484375
364,11978,0.22,83.12,2,33806,-5305.24851181,33700,0.001,827949.0709960938,5730.434912109375
365,12013,0.22,83.12,2,33906,-5309.216631369999,33800,0.001,480142.4034179688,5769.606298828125
366,12046,0.22,83.12,2,34006,-5277.604477549999,33900,0.001,642317.7494140625,5787.491357421875
367,12072,0.22,83.12,2,34106,-5269.11606299,34000,0.001,800572.1197265625,5771.186083984375
368,12095,0.22,83.12,2,34206,-5276.378974869998,34100,0.001,766533.6985351562,5729.152880859375
369,12148,0.22,83.12,2,34306,-5269.143410629999,34200,0.001,437357.357421875,5805.639501953125
370,12174,0.21,84.08,2,34406,-5368.153157729999,34300,0.001,619754.3546875,5807.371533203125
371,12195,0.21,84.08,2,34506,-5379.0414128,34400,0.001,764747.81875,5757.1443359375
372,12218,0.2,85.05,2,34606,-5411.910681029999,34500,0.001,884931.948046875,5804.16865234375
373,12259,0.2,85.05,2,34706,-5432.5480310699995,34600,0.001,622428.6955078125,5820.528515625
374,12280,0.2,85.05,2,34806,-5403.34604072,34700,0.001,580646.0755859375,5842.233154296875
375,12297,0.21,84.33,2,34834,-5320.748645060001,34720,0.001,567667.8306640625,5833.743408203125
376,12310,0.21,84.01,2,34842,-5312.517746830002,34740,0.001,706534.173046875,5837.276806640625
377,12335,0.21,84.01,2,34942,-5348.43228326,34840,0.001,941480.94296875,5824.622705078125
378,12349,0.22,83.46,2,34987,-5331.37900473,34880,0.001,606239.2470703125,5879.91396484375
379,12380,0.21,84.05,2,35087,-5373.31357184,34980,0.001,856032.29296875,5825.118115234375
380,12440,0.21,84.05,2,35187,-5415.817284050001,35080,0.001,617224.984765625,5886.7626953125
381,12533,0.21,84.05,2,35287,-5447.080804020001,35180,0.001,685560.603515625,5886.5822265625
382,12588,0.21,84.05,2,35387,-5441.021631879999,35280,0.001,725269.68828125,5848.57587890625
383,12611,0.21,84.05,2,35487,-5442.83523017,35380,0.001,776988.396484375,5876.8171875
384,12632,0.21,84.05,2,35587,-5447.833333109999,35480,0.001,726644.3140625,5891.0912109375
385,12675,0.21,84.04,2,35595,-5448.047584309999,,,,
386,12712,0.21,84.04,2,35695,-5479.32423525,35580,0.001,419012.1828125,5910.62265625
387,12749,0.22,83.32,2,35723,-5419.33620612,35620,0.001,862654.7265625,5851.34775390625
388,12773,0.22,83.32,2,35823,-5447.70472497,35720,0.001,339611.28046875,5961.33759765625
389,12817,0.22,83.32,2,35923,-5399.650421169999,35820,0.001,506627.195703125,5937.8888671875
390,12849,0.22,83.32,2,36023,-5410.37093277,35920,0.001,819109.564453125,5901.41943359375
391,12911,0.22,83.32,2,36123,-5397.58117629,36020,0.001,679505.7224609375,5973.988232421875
392,12936,0.22,83.32,2,36223,-5363.4070542399995,36120,0.001,814901.9283203125,5936.4341796875
393,12992,0.21,83.47,2,36323,-5490.0439634800005,36220,0.001,837047.1802734375,5927.8392578125
394,13026,0.2,84.44,2,36423,-5587.61447583,36320,0.001,586084.0216796875,5946.16640625
395,13046,0.2,84.44,2,36523,-5596.93763699,36420,0.001,854355.8626953125,5934.014111328125
396,13065,0.2,84.44,2,36623,-5625.86487825,36520,0.001,834651.738671875,5955.657763671875
397,13126,0.2,84.44,2,36723,-5620.88719835,36620,0.001,884400.3630859375,5957.31689453125
398,13160,0.2,84.44,2,36823,-5544.979548290001,36720,0.001,817548.18125,6031.91171875
399,13195,0.2,84.44,2,36923,-5522.082837919999,36820,0.001,906189.2705078125,5980.676025390625
400,13240,0.2,84.44,2,37023,-5528.89875524,36920,0.001,832266.9609375,5988.8482421875
401,13246,0.21,83.64,2,37043,-5463.57455104,36940,0.001,889613.125390625,5989.540087890625
402,13275,0.21,83.64,2,37143,-5526.003385240001,37040,0.001,864973.908203125,6006.0017578125
403,13308,0.21,83.64,2,37243,-5536.993786650002,37140,0.001,787472.7944335938,6018.8275390625
404,13347,0.21,83.64,2,37343,-5574.198619910001,37240,0.001,929192.405078125,6015.937109375
405,13371,0.22,82.75,2,37354,-5519.076900930001,,,,
406,13418,0.23,82.01,2,37380,-5412.05688769,37260,0.001,566573.8888671875,6079.939599609375
407,13449,0.23,82.01,2,37480,-5336.061982220001,37360,0.001,952664.27421875,6042.960205078125
408,13499,0.22,82.94,2,37580,-5372.2775735899995,37460,0.001,727092.65859375,6064.209033203125
409,13539,0.22,82.94,2,37680,-5366.976763459999,37560,0.001,592339.555078125,6069.453515625
410,13559,0.21,83.67,2,37780,-5386.4564436499995,37660,0.001,709762.7982421875,6075.601904296875
411,13589,0.21,83.67,2,37880,-5371.776284759999,37760,0.001,844739.3953125,6059.76552734375
412,13611,0.2,84.24,2,37980,-5405.290526760001,37860,0.001,1232778.6677734375,6030.92314453125
413,13638,0.2,84.24,2,38080,-5394.8191408600005,37960,0.001,946304.145703125,6087.142333984375
414,13707,0.21,83.71,2,38127,-5372.667275570001,38020,0.001,655366.28515625,6109.390185546875
415,13721,0.21,83.72,2,38143,-5371.8649023100015,38040,0.001,873468.7328125,6101.54658203125
416,13747,0.2,84.67,2,38243,-5444.636468360001,38140,0.001,871357.9513671875,6113.6412109375
417,13768,0.2,84.67,2,38343,-5465.740266610001,38240,0.001,802208.218359375,6136.146875
418,13776,0.21,83.96,2,38372,-5418.15217533,38260,0.001,694342.6994140625,6135.118994140625
419,13818,0.21,83.96,2,38472,-5376.092728760001,38360,0.001,791779.36796875,6150.048828125
420,13853,0.21,83.96,2,38572,-5342.3727314,38460,0.001,920405.055078125,6146.455615234375
421,13924,0.2,84.83,2,38672,-5390.798455409999,38560,0.001,598624.6392578125,6169.151953125
422,13956,0.19,85.8,2,38772,-5470.947138409999,38660,0.001,666793.7302734375,6151.293115234375
423,14032,0.18,86.29,2,38872,-5543.4490599,38760,0.001,965765.1071289063,6139.05556640625
424,14053,0.18,86.29,2,38972,-5596.832128079999,38860,0.001,820644.1103515625,6211.22255859375
425,14071,0.19,85.35,2,38978,-5552.57421269,,,,
426,14099,0.18,86.07,2,39078,-5568.716513700001,38960,0.001,917430.7373046875,6103.99482421875
427,14134,0.17,87.03,2,39178,-5620.539633819999,39060,0.001,828707.309765625,6157.224462890625
428,14155,0.17,87.03,2,39278,-5586.5783950899995,39160,0.001,1199307.504296875,6163.559228515625
429,14186,0.17,87.03,2,39378,-5593.053353379997,39260,0.001,855393.386328125,6197.04267578125
430,14236,0.17,87.03,2,39478,-5591.951368469999,39360,0.001,1421619.925,6159.935595703125
431,14261,0.17,87.03,2,39578,-5636.200462489999,39460,0.001,1005043.2251953125,6209.084765625
432,14308,0.17,87.03,2,39678,-5627.378803460001,39560,0.001,889878.475,6230.43095703125
433,14361,0.17,87.03,2,39778,-5565.49426594,39660,0.001,1372323.490625,6172.255029296875
434,14396,0.17,87.03,2,39878,-5562.80359848,39760,0.001,734489.816796875,6209.589697265625
435,14435,0.17,87.03,2,39978,-5568.4411887100005,39860,0.001,625374.1974609375,6250.58173828125
436,14460,0.17,87.03,2,40078,-5534.534842839999,39960,0.001,795785.9033203125,6278.536669921875
437,14477,0.18,86.07,2,40082,-5500.58670879,39980,0.001,1400908.953515625,6208.38681640625
438,14492,0.18,86.07,2,40182,-5471.363044490001,40080,0.001,576441.459375,6299.138037109375
439,14506,0.18,86.07,2,40282,-5461.90800414,40180,0.001,828635.1169921875,6271.20419921875
440,14533,0.18,86.07,2,40382,-5393.735875210001,40280,0.001,766378.5865234375,6268.737939453125
441,14562,0.18,86.07,2,40482,-5628.788377840001,40380,0.001,747502.804296875,6297.35341796875
442,14602,0.18,86.07,2,40582,-5589.723441089999,40480,0.001,1083129.5759765625,6297.443017578125
443,14627,0.18,86.07,2,40682,-5651.43729782,40580,0.001,880033.5744140625,6335.34033203125
444,14670,0.18,86.07,2,40782,-5721.20046999,40680,0.001,989608.58125,6289.66875
445,14730,0.17,87.03,2,40882,-5770.343565250001,40780,0.001,878629.7009765625,6356.959423828125
446,14789,0.17,87.03,2,40982,-5779.573397520001,40880,0.001,752618.4775390625,6340.46689453125
447,14811,0.16,87.84,2,41082,-5804.741317,40980,0.001,830869.5215820313,6382.4349609375
448,14834,0.16,87.84,2,41182,-5772.4494649200005,41080,0.001,1199304.172265625,6321.51953125
449,14859,0.15,88.2,2,41282,-5864.297029040001,41180,0.001,975026.61484375,6344.82646484375
450,14872,0.16,87.52,2,41314,-5798.85691657,41200,0.001,785160.7560546875,6394.431396484375
451,14900,0.16,87.52,2,41414,-5811.96423885,41300,0.001,788572.966015625,6403.90673828125
452,14940,0.16,87.52,2,41514,-5816.61107667,41400,0.001,1124466.571875,6377.834375
453,14995,0.16,87.52,2,41614,-5809.465733690001,41500,0.001,936097.9364257812,6380.594921875
454,15029,0.17,86.63,2,41625,-5730.74519676,41520,0.001,731267.409375,6406.088037109375
455,15069,0.16,87.58,2,41725,-5784.23405126,41620,0.001,969793.690234375,6371.114990234375
456,15073,0.17,86.72,2,41739,-5734.336556130001,,,,
457,15113,0.17,86.72,2,41839,-5777.3525967900005,41720,0.001,1083332.0763671875,6406.74306640625
458,15133,0.17,86.72,2,41939,-5776.15343569,41820,0.001,852229.4685546875,6381.951171875
459,15149,0.17,86.72,2,42039,-5826.81049077,41920,0.001,887477.596875,6428.008642578125
460,15174,0.17,86.72,2,42139,-5791.468880800001,42020,0.001,963939.8549804688,6475.9001953125
461,15211,0.17,86.72,2,42239,-5764.541037000001,42120,0.001,883299.771875,6438.873583984375
462,15230,0.17,86.72,2,42339,-5800.683208170001,42220,0.001,1270948.7427734374,6460.7181640625
463,15276,0.16,87.33,2,42439,-5824.986923600001,42320,0.001,622084.180859375,6487.263232421875
464,15292,0.16,87.33,2,42539,-5875.960975380002,42420,0.001,954751.096875,6459.5013671875
465,15333,0.16,87.33,2,42639,-5848.749215900001,42520,0.001,751589.3318359375,6521.271337890625
466,15364,0.16,87.33,2,42739,-5860.40359395,42620,0.001,813684.4498046875,6495.00908203125
467,15408,0.16,87.33,2,42839,-5840.140066039999,42720,0.001,1162637.5990234376,6479.762353515625
468,15447,0.16,87.33,2,42939,-5842.719204419999,42820,0.001,701629.5294921875,6522.075390625
469,15480,0.17,86.72,2,42978,-5801.551887910001,42860,0.001,1430249.562109375,6478.351416015625
470,15516,0.17,86.72,2,43078,-5758.1921438399995,42960,0.001,737134.4521484375,6542.228759765625
471,15552,0.17,86.72,2,43178,-5728.89969498,43060,0.001,1076623.134375,6486.5939453125
472,15579,0.17,86.72,2,43278,-5753.139455189999,43160,0.001,921760.5302734375,6574.628857421875
473,15618,0.17,86.72,2,43378,-5769.67637617,43260,0.001,1008192.4154296875,6555.435546875
474,15659,0.17,86.72,2,43478,-5797.160158469999,43360,0.001,1034441.2255859375,6525.92646484375
475,15679,0.16,87.44,2,43578,-5875.3495385100005,43460,0.001,1345649.112890625,6548.658154296875
476,15727,0.15,88.36,2,43678,-5917.6731226599995,43560,0.001,931292.8787109375,6538.518017578125
477,15751,0.15,88.36,2,43778,-5891.81135576,43660,0.001,1323180.47890625,6559.639892578125
478,15776,0.14,88.91,2,43878,-5927.154762630001,43760,0.001,1238198.1326171875,6601.385205078125
479,15789,0.15,87.94,2,43881,-5872.93499512,43780,0.001,968820.035546875,6542.261669921875
480,15808,0.15,87.94,2,43981,-5833.873723270001,43880,0.001,918500.443359375,6565.531201171875
481,15831,0.15,87.94,2,44081,-5797.800197019999,43980,0.001,1193695.425,6563.30634765625
482,15884,0.15,87.94,2,44181,-5832.039734649999,44080,0.001,1147685.1744140624,6607.8224609375
483,15917,0.15,87.94,2,44281,-5851.302346159999,44180,0.001,1080796.51171875,6586.252490234375
484,15933,0.15,87.94,2,44381,-5857.140118389999,44280,0.001,1156813.8658203124,6619.7302734375
485,15972,0.14,88.86,2,44481,-5952.7584075899995,44380,0.001,865702.33671875,6674.794580078125
486,16004,0.14,88.86,2,44581,-5901.828619860001,44480,0.001,793980.9810546875,6723.81025390625
487,16024,0.14,88.69,2,44592,-5896.83174101,,,,
488,16045,0.14,88.69,2,44692,-5863.335317929999,44580,0.001,1060586.00234375,6675.1345703125
489,16074,0.14,88.69,2,44792,-5885.874329519999,44680,0.001,951823.29453125,6669.7341796875
490,16097,0.14,88.69,2,44892,-5868.506493099999,44780,0.001,915157.6814453125,6688.89951171875
491,16126,0.14,88.69,2,44992,-5851.69567169,44880,0.001,973655.675390625,6665.323291015625
492,16146,0.14,88.69,2,45092,-5900.781248280001,44980,0.001,958191.3791015625,6690.02978515625
493,16200,0.14,88.69,2,45192,-5828.746686970001,45080,0.001,1003248.95234375,6737.7029296875
494,16222,0.14,88.69,2,45292,-5773.911423330001,45180,0.001,1005397.9263671875,6729.633935546875
495,16254,0.14,88.69,2,45392,-5732.997115300001,45280,0.001,912054.459765625,6739.394970703125
496,16271,0.14,88.69,2,45492,-5724.667244,45380,0.001,905780.176171875,6722.37314453125
497,16288,0.14,88.69,2,45592,-5781.73040167,45480,0.001,1414367.8392578126,6726.848046875
498,16324,0.14,88.69,2,45692,-5784.56985217,45580,0.001,1071850.5099609375,6711.811669921875
499,16347,0.14,88.69,2,45792,-5768.1730572900005,45680,0.001,1018202.941796875,6719.903564453125
500,16388,0.14,88.69,2,45892,-5772.3112962899995,45780,0.001,1055115.929296875,6794.174755859375
501,16397,0.14,88.58,2,45901,-5763.92730967,45800,0.001,739905.16796875,6810.8783203125
502,16434,0.14,88.58,2,46001,-5754.69279476,45900,0.001,1331793.1990234375,6705.3634765625
503,16439,0.15,87.71,2,46014,-5698.85882718,,,,
504,16475,0.15,87.71,2,46114,-5663.154100159999,46000,0.001,1153166.986328125,6811.36552734375
505,16524,0.14,88.6,2,46214,-5692.499505180001,46100,0.001,1034484.5201171875,6756.234521484375
506,16557,0.13,89.34,2,46314,-5727.2170148999985,46200,0.001,1432652.329296875,6740.512255859375
507,16574,0.13,89.34,2,46414,-5792.919346319999,46300,0.001,1023881.480859375,6800.864794921875
508,16639,0.13,89.34,2,46514,-5827.9898818500005,46400,0.001,1333114.0048828125,6754.500634765625
509,16689,0.13,89.34,2,46614,-5844.298293689999,46500,0.001,884966.505859375,6860.946240234375
510,16705,0.14,88.71,2,46651,-5826.8599257999995,46540,0.001,1209802.0796875,6807.24677734375
511,16709,0.15,87.79,2,46659,-5793.1752357099995,,,,
512,16770,0.15,87.79,2,46759,-5848.543651439999,46640,0.001,1424638.565625,6823.8697265625
513,16793,0.15,87.79,2,46859,-5836.241315479999,46740,0.001,684537.9134765625,6833.49970703125
514,16824,0.14,88.32,2,46959,-5913.20839014,46840,0.001,837057.821484375,6805.6005859375
515,16848,0.13,89.16,2,47059,-5990.38901613,46940,0.001,994019.6564453125,6849.849609375
516,16861,0.14,88.27,2,47070,-5918.38835784,46960,0.001,1273521.11484375,6825.520703125
517,16876,0.14,88.27,2,47170,-5896.225097530001,47060,0.001,1049543.839453125,6894.992578125
518,16916,0.13,88.98,2,47270,-5950.91010967,47160,0.001,1352818.5548828125,6863.158642578125
519,16937,0.13,88.98,2,47370,-5963.814797980001,47260,0.001,1313825.9515625,6806.370654296875
520,16965,0.13,88.98,2,47470,-5979.47751893,47360,0.001,935684.4806640625,6930.9673828125
521,16990,0.13,88.98,2,47570,-6025.46004239,47460,0.001,1321627.914453125,6826.82861328125
522,17018,0.13,88.98,2,47670,-6029.21273611,47560,0.001,587028.184765625,6966.286328125
523,17055,0.13,88.98,2,47770,-5976.81956148,47660,0.001,1249789.7796875,6975.05986328125
524,17106,0.13,88.98,2,47870,-5948.966277290001,47760,0.001,1330568.898046875,6947.60185546875
525,17158,0.12,89.92,2,47970,-5990.43516945,47860,0.001,1567267.693359375,6911.6888671875
526,17190,0.12,89.92,2,48070,-6018.54500023,47960,0.001,1048965.16796875,6969.2033203125
527,17335,0.12,89.92,2,48170,-6041.542286670001,48060,0.001,1091398.24609375,6991.80498046875
528,17362,0.12,89.92,2,48270,-6025.99845009,48160,0.001,1194664.198046875,6895.552197265625
529,17385,0.12,89.92,2,48370,-6018.6179780799985,48260,0.001,930256.8287109375,6993.0830078125
530,17422,0.12,89.92,2,48470,-6010.74990522,48360,0.001,1563927.37109375,6970.93515625
531,17434,0.13,88.97,2,48475,-5913.96810131,,,,
532,17452,0.13,88.97,2,48575,-6836.91897008,48460,0.001,1107792.62421875,7028.8123046875
533,17484,0.14,87.99,2,48577,-6786.377637989999,,,,
534,17528,0.14,87.99,2,48677,-6798.754339450001,48560,0.001,1089646.51015625,7033.47939453125
535,17548,0.14,87.99,2,48777,-6799.5532532299985,48660,0.001,1208323.5580078126,6979.78154296875
536,17580,0.14,87.99,2,48877,-7392.142268589998,48760,0.001,973576.7755859375,7084.84326171875
537,17642,0.13,88.95,2,48977,-7436.343410369999,48860,0.001,1173069.55859375,7041.519580078125
538,17659,0.13,88.95,2,49077,-7466.89382129,48960,0.001,1286740.62421875,7004.061572265625
539,17666,0.14,87.99,2,49081,-7439.96964082,48980,0.001,1195571.5515625,7076.765185546875
540,17685,0.15,87.07,2,49089,-7416.78323933,,,,
541,17787,0.15,87.07,2,49189,-7149.75109361,49080,0.001,913304.7244140625,7099.012939453125
542,17828,0.15,87.07,2,49289,-7154.11934751,49180,0.001,856758.6044921875,7081.68876953125
