train/actor_loss,rollout/success rate,time/total timesteps,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,time/episodes,time/fps,train/learning_rate
11895.08212890625,0.4,120367,3574797.84375,8666,-4452.11744358,120260,68.93,1449,13,0.001
11877.51767578125,0.4,120467,2875061.95390625,8691,-4433.51827569,120360,68.93,1450,13,0.001
11900.228515625,0.41,120488,3104535.9984375,8738,-4364.046740620001,120380,68.14,1451,13,0.001
11931.60654296875,0.4,120588,3579372.903125,8774,-4369.7619085100005,120480,68.95,1452,13,0.001
11955.131640625,0.4,120688,3306292.203125,8794,-4320.889879900001,120580,68.95,1453,13,0.001
,0.4,120692,,8797,-4318.88383537,,68.87,1454,13,
,0.41,120700,,8820,-4312.37138075,,67.95,1455,13,
11892.4525390625,0.42,120702,3369321.621875,8842,-4214.37272607,120600,66.97,1456,13,0.001
,0.43,120709,,8860,-4177.29742715,,66.04,1457,13,
,0.44,120720,,8879,-4087.9234298399997,,65.15,1458,13,
11905.23701171875,0.44,120820,3125545.21015625,8905,-4050.48132445,120700,65.15,1459,13,0.001
11917.303515625,0.43,120920,2984744.258203125,8941,-4068.8789940000006,120800,66.12,1460,13,0.001
11903.587109375,0.43,121020,3012496.652734375,8992,-4057.76153411,120900,66.12,1461,13,0.001
11973.04208984375,0.43,121031,3305008.4234375,9031,-4064.4776084200003,120920,66.12,1462,13,0.001
11972.135546875,0.43,121131,3618567.90390625,9053,-3985.8669408799997,121020,66.12,1463,13,0.001
11879.151171875,0.42,121231,4486773.80625,9076,-4071.6707340600005,121120,67.06,1464,13,0.001
11870.03447265625,0.42,121331,4731619.20546875,9132,-4061.52523649,121220,67.06,1465,13,0.001
11866.333984375,0.42,121431,4083988.25078125,9156,-4059.8944776900007,121320,67.06,1466,13,0.001
11974.79541015625,0.42,121531,3791323.3859375,9200,-4281.67373071,121420,67.06,1467,13,0.001
11889.428125,0.43,121550,3826481.53984375,9225,-4226.56133512,121440,66.25,1468,13,0.001
,0.44,121559,,9228,-4182.14022245,,65.34,1469,13,
11961.0509765625,0.44,121659,3559437.61171875,9331,-4199.44628446,121540,65.34,1470,13,0.001
11899.7369140625,0.44,121759,4308721.5125,9387,-4198.16241517,121640,65.34,1471,12,0.001
11885.23662109375,0.44,121859,4234950.871875,9460,-4166.66773099,121740,65.34,1472,12,0.001
11988.52646484375,0.43,121959,3410504.6421875,9500,-4219.9696465,121840,65.89,1473,12,0.001
11907.12958984375,0.43,121992,4556393.1734375,9515,-4203.14249671,121880,65.68,1474,12,0.001
11939.40888671875,0.42,122092,2427578.4890625,9553,-4209.35989032,121980,65.95,1475,12,0.001
11897.8240234375,0.41,122192,4620397.384375,9585,-4255.7918822,122080,66.42,1476,12,0.001
11913.15615234375,0.4,122292,3408714.8265625,9623,-4302.90884362,122180,67.37,1477,12,0.001
12006.03916015625,0.4,122392,2962164.66796875,9658,-4284.188628489999,122280,67.37,1478,12,0.001
11938.68271484375,0.4,122492,3242985.82890625,9681,-4258.57023134,122380,67.37,1479,12,0.001
11932.91611328125,0.41,122505,3103099.05546875,9715,-4203.75621714,122400,66.5,1480,12,0.001
11959.0486328125,0.41,122524,3939093.03671875,9731,-4206.10253341,122420,66.56,1481,12,0.001
,0.42,122528,,9758,-4140.9315892,,65.6,1482,12,
12013.76826171875,0.42,122628,3316778.68828125,9787,-4099.45658663,122520,65.6,1483,12,0.001
11980.98466796875,0.41,122728,3405698.5125,9808,-4181.53040582,122620,66.59,1484,12,0.001
12004.38037109375,0.41,122828,3496234.32109375,9855,-4196.5949245599995,122720,66.59,1485,12,0.001
,0.41,122834,,9873,-4195.87599509,,66.57,1486,12,
11992.35322265625,0.4,122934,3998367.11640625,9941,-4210.20828081,122820,67.34,1487,12,0.001
11965.54169921875,0.41,122951,3736150.8609375,9951,-4161.902839980001,122840,66.51,1488,12,0.001
11918.48955078125,0.42,122993,4401182.20703125,9962,-4083.439576160001,122880,65.93,1489,12,0.001
,0.42,123000,,9965,-4086.14824617,,65.95,1490,12,
11922.310546875,0.42,123009,4976717.6484375,10054,-4083.98242432,122900,65.95,1491,12,0.001
11985.61416015625,0.42,123105,3614166.53984375,10100,-4144.3110423,123000,66.78,1492,12,0.001
,0.43,123113,,10119,-4102.862287049999,,65.86,1493,12,
11917.7365234375,0.42,123213,4720849.575,10150,-4146.841794589999,123100,66.77,1494,12,0.001
11987.0765625,0.41,123313,3774495.09296875,10182,-4232.43089432,123200,67.71,1495,12,0.001
,0.41,123315,,10229,-4225.95911977,,67.59,1496,12,
12044.66015625,0.42,123398,3254785.48359375,10255,-4214.45661034,123280,67.42,1497,12,0.001
12030.39130859375,0.42,123413,3561675.4125,10270,-4220.62076,123300,67.49,1498,12,0.001
12027.67509765625,0.43,123423,3982601.2125,10278,-4206.58505117,123320,66.59,1499,12,0.001
12005.15400390625,0.43,123523,3182095.62109375,10318,-4192.02934145,123420,66.59,1500,11,0.001
11945.45673828125,0.43,123613,4591020.01640625,10344,-4203.9557398100005,123500,66.92,1501,11,0.001
11932.9486328125,0.42,123713,4442527.46328125,10360,-4245.098640450001,123600,67.82,1502,11,0.001
11943.91787109375,0.41,123813,4498161.47109375,10385,-4281.5149707,123700,68.73,1503,11,0.001
11950.3779296875,0.41,123913,3764553.246875,10410,-4212.3903442,123800,68.73,1504,11,0.001
11955.8265625,0.41,124013,4720697.55,10469,-4199.300117860001,123900,68.73,1505,11,0.001
12027.53837890625,0.41,124113,3684700.434375,10490,-4186.3944143300005,124000,68.73,1506,11,0.001
12030.302734375,0.42,124168,4164494.021875,10511,-4115.88326596,124060,68.28,1507,11,0.001
,0.43,124171,,10523,-4059.8735274600003,,67.31,1508,11,
,0.44,124175,,10530,-3988.93073789,,66.35,1509,11,
,0.44,124180,,10543,-3955.3885420300007,,65.69,1510,11,
12041.16640625,0.44,124280,3836459.60390625,10575,-4032.9253633999997,124160,65.69,1511,11,0.001
12111.22431640625,0.44,124380,2320448.8765625,10605,-4042.10257154,124260,65.69,1512,11,0.001
11971.17958984375,0.44,124480,3472137.49921875,10651,-4006.6900196200004,124360,65.69,1513,11,0.001
12048.74375,0.44,124580,3098403.2875,10693,-4024.4360658200003,124460,65.69,1514,11,0.001
12027.711328125,0.44,124680,2983627.23671875,10713,-4002.818238079999,124560,65.69,1515,11,0.001
12005.69990234375,0.45,124682,4779917.43671875,10720,-3942.57381949,124580,64.71,1516,11,0.001
11930.18740234375,0.44,124782,6256171.48515625,10751,-3982.19845272,124680,65.66,1517,11,0.001
,0.44,124791,,10839,-3954.10151293,,64.86,1518,11,
,0.45,124797,,10847,-3913.3185063299998,,63.92,1519,11,
12089.96083984375,0.45,124897,3225367.5125,10877,-3961.3515623199996,124780,63.92,1520,11,0.001
12013.31123046875,0.45,124997,3356178.84921875,10917,-4014.41155157,124880,63.92,1521,11,0.001
,0.45,124999,,10919,-4012.50206742,,63.85,1522,11,
11999.685546875,0.45,125099,3793779.9140625,10941,-3940.52697187,124980,63.85,1523,11,0.001
12067.2974609375,0.44,125199,3340835.4609375,10964,-3973.2048528200003,125080,64.74,1524,11,0.001
11922.88935546875,0.44,125299,4751067.83671875,11000,-4070.4588935600004,125180,64.74,1525,11,0.001
12069.040625,0.44,125305,3055460.9578125,11017,-4068.7808297000006,125200,64.63,1526,11,0.001
12026.67119140625,0.44,125405,4280262.2640625,11064,-4067.3320481500004,125300,64.63,1527,11,0.001
11991.9044921875,0.43,125505,5182937.8109375,11092,-4180.57496643,125400,65.56,1528,11,0.001
11997.93798828125,0.42,125605,3917064.72578125,11123,-4278.3186916,125500,66.54,1529,11,0.001
12001.7591796875,0.42,125705,4142176.85,11160,-4279.868094280001,125600,66.54,1530,11,0.001
,0.42,125710,,11207,-4277.46449107,,66.41,1531,11,
12011.490234375,0.42,125773,3357012.796875,11229,-4276.2202675,125660,66.57,1532,11,0.001
12076.33984375,0.43,125811,4012298.78828125,11237,-4196.89930866,125700,65.95,1533,11,0.001
12016.50810546875,0.43,125911,4093412.065625,11285,-4237.35795113,125800,65.95,1534,11,0.001
11999.9099609375,0.42,126011,3694961.1640625,11306,-4316.61048483,125900,66.67,1535,11,0.001
12088.1998046875,0.43,126039,3666113.70859375,11338,-4292.4185291,125920,65.95,1536,11,0.001
12027.50205078125,0.43,126139,4188271.1703125,11384,-4301.66575562,126020,65.95,1537,11,0.001
12072.04091796875,0.42,126239,3403457.4296875,11413,-4363.11126246,126120,66.18,1538,11,0.001
12015.03056640625,0.42,126251,4164851.3046875,11427,-4358.03792804,126140,66.2,1539,11,0.001
12060.17978515625,0.42,126351,2711698.9671875,11454,-4393.375615190001,126240,66.2,1540,11,0.001
12038.2919921875,0.42,126451,3624247.64296875,11491,-4451.8641124,126340,66.2,1541,11,0.001
12106.9490234375,0.41,126551,3089811.08828125,11524,-4500.7192754,126440,67.15,1542,10,0.001
11954.23134765625,0.41,126567,3864872.05390625,11529,-4516.222318460001,126460,67.08,1543,10,0.001
12084.010546875,0.41,126667,3020104.82890625,11568,-4484.571495419999,126560,67.08,1544,10,0.001
12066.5509765625,0.41,126767,4210715.1890625,11608,-4474.980751020001,126660,67.08,1545,10,0.001
12032.20830078125,0.42,126817,3105046.41640625,11622,-4385.2339932899995,126700,66.58,1546,10,0.001
12125.9966796875,0.42,126917,3189083.91015625,11650,-4310.7452838,126800,66.58,1547,10,0.001
12075.32080078125,0.43,126947,4101260.5546875,11694,-4246.69177494,126840,65.88,1548,10,0.001
12161.14052734375,0.43,126988,2766549.68359375,11707,-4253.791221699999,126880,66.21,1549,10,0.001
12072.01005859375,0.43,127088,3833983.3125,11745,-4246.754175,126980,66.21,1550,10,0.001
12120.8388671875,0.42,127188,4184588.734375,11770,-4275.97223614,127080,67.0,1551,10,0.001
12172.08427734375,0.42,127288,2974284.771875,11796,-4305.02867966,127180,67.0,1552,10,0.001
,0.43,127294,,11799,-4243.77737306,,66.06,1553,10,
,0.43,127299,,11821,-4243.97647834,,66.07,1554,10,
12103.88955078125,0.42,127399,3303489.359375,11845,-4300.09871399,127280,66.99,1555,10,0.001
12179.60361328125,0.41,127499,2665878.7625,11868,-4344.6270952899995,127380,67.97,1556,10,0.001
12083.96416015625,0.4,127599,3802207.38515625,11903,-4370.32977902,127480,68.9,1557,10,0.001
12096.14189453125,0.4,127623,3839214.925,11921,-4390.427747860001,127520,69.03,1558,10,0.001
12168.5072265625,0.4,127723,3797967.28671875,11945,-4361.95851903,127620,69.03,1559,10,0.001
12170.61708984375,0.41,127751,2835247.340625,11958,-4339.999040550001,127640,68.31,1560,10,0.001
,0.42,127756,,11976,-4310.72398356,,67.36,1561,10,
12014.45478515625,0.41,127856,4338953.30234375,12004,-4362.525211970001,127740,68.25,1562,10,0.001
12191.85556640625,0.42,127871,3992819.225,12040,-4342.39662744,127760,67.4,1563,10,0.001
12024.67431640625,0.43,127889,6397559.72265625,12060,-4319.990226710001,127780,66.58,1564,10,0.001
12091.81494140625,0.44,127923,4488787.2734375,12125,-4275.76205269,127820,65.92,1565,10,0.001
12126.426953125,0.44,128023,3615612.709375,12164,-4357.4969328100005,127920,65.92,1566,10,0.001
,0.45,128029,,12182,-4095.9972017499995,,64.98,1567,10,
12101.69423828125,0.44,128129,3938481.103125,12237,-4110.1853026,128020,65.79,1568,10,0.001
12131.18134765625,0.44,128224,4406587.746875,12259,-4135.767017239999,128120,66.65,1569,10,0.001
12157.15361328125,0.44,128324,3924133.60625,12326,-4528.545670889999,128220,66.65,1570,10,0.001
12186.8423828125,0.44,128424,4000728.7453125,12348,-4511.57292869,128320,66.65,1571,10,0.001
,0.45,128428,,12401,-4464.56037599,,65.69,1572,10,
12098.3482421875,0.46,128450,4840498.24375,12447,-4404.8538472,128340,64.91,1573,10,0.001
12136.6740234375,0.46,128497,3286042.76328125,12467,-4399.887118399999,128380,65.05,1574,10,0.001
12215.0068359375,0.47,128505,3600623.39140625,12486,-4387.705061,128400,64.13,1575,10,0.001
12126.621484375,0.48,128522,3364137.33359375,12506,-4324.62679007,128420,63.3,1576,10,0.001
,0.49,128539,,12521,-4321.81492455,,62.47,1577,10,
12135.64287109375,0.5,128601,4637446.134375,12583,-4292.16609764,128500,62.09,1578,10,0.001
12137.23818359375,0.51,128649,4085785.4078125,12610,-4264.72000482,128540,61.57,1579,10,0.001
12081.2962890625,0.51,128679,5661412.375,12658,-4262.580752350001,128560,61.74,1580,10,0.001
12157.144140625,0.5,128779,4022105.8453125,12683,-4309.78416746,128660,62.55,1581,10,0.001
12240.2443359375,0.49,128879,2554683.4734375,12722,-4339.15793141,128760,63.51,1582,10,0.001
12189.03203125,0.49,128979,3054568.15625,12754,-4359.648677380001,128860,63.51,1583,10,0.001
12101.98447265625,0.5,129054,4141672.1171875,12773,-4300.822997740001,128940,63.26,1584,10,0.001
12220.88017578125,0.51,129064,3627581.50078125,12777,-4246.0134764,128960,62.36,1585,10,0.001
,0.51,129071,,12830,-4256.72854547,,62.37,1586,10,
12225.455859375,0.52,129088,4251998.9390625,12865,-4218.01883351,128980,61.54,1587,10,0.001
,0.52,129099,,12874,-4217.66097176,,61.48,1588,10,
12102.2306640625,0.52,129131,5306863.2203125,12883,-4218.45348312,129020,61.38,1589,10,0.001
12225.62119140625,0.51,129231,3369908.9953125,12932,-4266.44696101,129120,62.31,1590,9,0.001
,0.51,129236,,12944,-4265.64864548,,62.27,1591,9,
12225.81904296875,0.51,129303,3928281.18828125,12963,-4295.202797170001,129200,61.98,1592,9,0.001
,0.51,129311,,12976,-4286.39403208,,61.98,1593,9,
12220.0138671875,0.51,129411,3669226.85,12997,-4340.72966804,129300,61.98,1594,9,0.001
12192.83125,0.51,129511,3919468.26875,13061,-4307.16660777,129400,61.98,1595,9,0.001
12266.0,0.51,129523,2829497.87734375,13091,-4320.988355670001,129420,62.08,1596,9,0.001
12280.24296875,0.5,129623,2783407.95,13247,-4341.75252848,129520,62.25,1597,9,0.001
,0.5,129637,,13251,-4337.29274352,,62.24,1598,9,
12244.91787109375,0.49,129737,3904169.53671875,13273,-4347.0897158,129620,63.14,1599,9,0.001
12174.87587890625,0.5,129823,5968795.1875,13289,-4352.590306319999,129720,63.0,1600,9,0.001
,0.5,129831,,13297,-4323.05477021,,62.18,1601,9,
,0.51,129837,,13310,-4281.0438974300005,,61.24,1602,9,
12243.279296875,0.52,129848,3834742.93125,13329,-4256.290484149999,129740,60.35,1603,9,0.001
12228.36513671875,0.53,129892,3574454.46640625,13351,-4240.920545409999,129780,59.79,1604,9,0.001
,0.54,129900,,13353,-4202.89677118,,58.87,1605,9,
12192.27470703125,0.55,129905,4780376.6734375,13381,-4164.94093657,129800,57.92,1606,9,0.001
,0.55,129912,,13414,-4150.58728009,,57.44,1607,9,
12237.43515625,0.54,130012,4310455.1390625,13464,-4215.8125442,129900,58.41,1608,9,0.001
12273.49384765625,0.54,130093,3661599.859375,13480,-4237.452963320001,129980,59.18,1609,9,0.001
12255.38876953125,0.53,130193,4003586.63359375,13517,-4281.57920824,130080,60.13,1610,9,0.001
12291.3234375,0.54,130213,3235559.11953125,13549,-4261.54777764,130100,59.33,1611,9,0.001
12236.08994140625,0.54,130313,4093141.8265625,13572,-4317.1701779899995,130200,59.33,1612,9,0.001
12279.82685546875,0.55,130326,2789742.32734375,13576,-4277.46514782,130220,58.46,1613,9,0.001
12305.03515625,0.56,130359,4517261.75703125,13593,-4225.9648594,130240,57.79,1614,9,0.001
12256.75712890625,0.57,130394,3853775.2640625,13624,-4192.05167539,130280,57.14,1615,9,0.001
12233.49052734375,0.56,130494,3385860.43828125,13659,-4293.16245766,130380,58.12,1616,9,0.001
12374.80068359375,0.56,130594,3160592.05703125,13733,-4285.643174649999,130480,58.12,1617,9,0.001
12285.78134765625,0.55,130694,3971307.9546875,13756,-5363.912371139999,130580,59.03,1618,9,0.001
12354.36298828125,0.54,130794,2984446.09140625,13773,-5437.858805299999,130680,59.97,1619,9,0.001
12269.9787109375,0.54,130894,4153116.53828125,13793,-6415.7024092599995,130780,59.97,1620,9,0.001
12298.927734375,0.54,130994,4114227.3296875,13821,-6437.1397343300005,130880,59.97,1621,9,0.001
12369.62529296875,0.53,131094,3365355.61015625,13870,-6540.13804969,130980,60.95,1622,9,0.001
12283.79296875,0.54,131108,3730043.78984375,13880,-6506.154738949999,131000,60.09,1623,9,0.001
12310.61240234375,0.54,131208,5558549.50703125,13918,-6494.438290180001,131100,60.09,1624,9,0.001
12397.06025390625,0.55,131223,3613966.1609375,13943,-6343.600969540001,131120,59.24,1625,9,0.001
12330.31259765625,0.55,131297,4305019.753125,13963,-6377.71864445,131180,59.92,1626,9,0.001
12311.43046875,0.56,131376,4279006.92578125,13981,-6359.3587505899995,131260,59.71,1627,9,0.001
12317.13330078125,0.56,131476,4387247.58828125,14015,-6284.177551430001,131360,59.71,1628,9,0.001
12394.18427734375,0.57,131484,3212027.05859375,14024,-6189.148135189999,131380,58.79,1629,9,0.001
,0.58,131490,,14041,-6155.07131226,,57.85,1630,9,
,0.58,131496,,14049,-6153.60418962,,57.86,1631,9,
12299.1087890625,0.57,131596,3478477.28125,14078,-6172.0812896,131480,58.23,1632,9,0.001
12286.180078125,0.56,131696,3842717.18203125,14099,-6203.584880110001,131580,58.85,1633,9,0.001
12388.0697265625,0.57,131706,3787273.35390625,14119,-6135.33161905,131600,57.95,1634,9,0.001
12341.86025390625,0.57,131806,3745968.60390625,14137,-6109.5208492,131700,57.95,1635,9,0.001
12412.340234375,0.56,131906,3253922.775,14158,-6204.183005030001,131800,58.67,1636,9,0.001
12323.01376953125,0.56,132006,3770928.284375,14196,-6152.02588967,131900,58.67,1637,9,0.001
12332.831640625,0.56,132106,5408530.37578125,14227,-6096.7806114800005,132000,58.67,1638,9,0.001
12417.641796875,0.55,132206,3310977.53984375,14255,-6128.04862914,132100,59.55,1639,9,0.001
12372.259765625,0.55,132306,4188928.67890625,14305,-6088.913869670001,132200,59.55,1640,9,0.001
12369.35771484375,0.55,132406,3509670.48984375,14329,-6019.09778,132300,59.55,1641,9,0.001
12341.59150390625,0.56,132445,3572266.1625,14339,-5983.036527990001,132340,58.94,1642,9,0.001
12335.37265625,0.55,132545,4438886.93046875,14439,-6002.333510550001,132440,59.78,1643,9,0.001
12263.96279296875,0.55,132645,5780334.90625,14466,-6029.62991295,132540,59.78,1644,9,0.001
,0.56,132654,,14484,-5979.5715979900015,,58.87,1645,9,
12365.36025390625,0.55,132754,4220253.71640625,14512,-5997.60149035,132640,59.37,1646,9,0.001
12362.8013671875,0.55,132854,3906372.403125,14557,-5978.258365360001,132740,59.37,1647,9,0.001
12353.44873046875,0.54,132954,4135492.7296875,14581,-6013.4191968000005,132840,60.07,1648,9,0.001
12410.22978515625,0.53,133054,2890726.25703125,14600,-6080.129326159999,132940,60.66,1649,9,0.001
12410.2427734375,0.53,133154,3476870.759375,14634,-6076.41918073,133040,60.66,1650,9,0.001
12366.81494140625,0.53,133254,4249557.55703125,14671,-6110.388183260001,133140,60.66,1651,9,0.001
12428.6705078125,0.54,133272,3389812.50859375,14716,-6054.375272990001,133160,59.84,1652,9,0.001
12315.89814453125,0.54,133339,4660278.7609375,14754,-6143.42814292,133220,60.45,1653,9,0.001
12404.70458984375,0.53,133439,3991663.77890625,14768,-6217.926015480001,133320,61.4,1654,9,0.001
12333.4609375,0.53,133539,4587434.834375,14787,-6247.325714950001,133420,61.4,1655,9,0.001
12384.37880859375,0.54,133552,3514234.08125,14791,-6207.483034760001,133440,60.53,1656,9,0.001
12387.748046875,0.55,133609,3563648.4234375,14808,-6195.559522600001,133500,60.1,1657,9,0.001
12484.4296875,0.54,133709,2218805.3734375,14837,-6223.524116520001,133600,60.86,1658,9,0.001
12342.99912109375,0.54,133809,5355264.59296875,14863,-6221.23159373,133700,60.86,1659,9,0.001
12360.55751953125,0.53,133909,3903649.9671875,14891,-6276.878499730001,133800,61.58,1660,8,0.001
12316.98603515625,0.52,134009,4399966.3265625,14912,-6354.744710860001,133900,62.53,1661,8,0.001
12339.7751953125,0.52,134109,4613350.615625,14930,-6331.465965610002,134000,62.53,1662,8,0.001
,0.52,134113,,14958,-6328.186006530002,,62.42,1663,8,
12447.54140625,0.52,134141,4168776.5109375,14981,-6274.18530587,134040,62.52,1664,8,0.001
12367.27353515625,0.51,134241,4304349.82421875,15004,-6347.3782932,134140,63.18,1665,8,0.001
12424.77919921875,0.51,134341,3520468.90703125,15044,-6278.222006049999,134240,63.18,1666,8,0.001
,0.51,134344,,15046,-6278.5568474599995,,63.15,1667,8,
12322.34296875,0.52,134366,4546703.253125,15053,-6220.56663926,134260,62.37,1668,8,0.001
12392.676953125,0.51,134466,3823761.13359375,15095,-6412.79440536,134360,62.42,1669,8,0.001
12360.01806640625,0.51,134566,4741719.440625,15117,-5982.285800910002,134460,62.42,1670,8,0.001
,0.52,134572,,15124,-5920.599757130001,,61.48,1671,8,
12409.3802734375,0.52,134603,4221631.4625,15132,-5934.7443841700015,134500,61.75,1672,8,0.001
,0.52,134613,,15151,-5990.13593937,,61.63,1673,8,
,0.52,134617,,15153,-5978.7197748,,61.2,1674,8,
12376.79775390625,0.52,134626,3173772.4265625,15242,-5961.394207550001,134520,61.21,1675,8,0.001
12441.9357421875,0.52,134683,3078885.428125,15260,-6001.074684889999,134580,61.61,1676,8,0.001
12492.327734375,0.51,134783,2932705.70234375,15277,-6007.090843780001,134680,62.44,1677,8,0.001
12458.65556640625,0.5,134883,3240132.09453125,15336,-6060.36231734,134780,62.82,1678,8,0.001
12456.49638671875,0.49,134983,3083500.65234375,15374,-6101.280633219999,134880,63.34,1679,8,0.001
12407.739453125,0.48,135083,3681760.5390625,15404,-6155.407663999999,134980,64.04,1680,8,0.001
12423.268359375,0.48,135183,3757456.79296875,15424,-6196.964919669998,135080,64.04,1681,8,0.001
12437.01220703125,0.48,135283,3399504.64921875,15441,-6890.440164229999,135180,64.04,1682,8,0.001
12349.2201171875,0.49,135354,4715525.5234375,15466,-6880.83898369,135240,63.75,1683,8,0.001
12449.66220703125,0.49,135379,3956104.94140625,15474,-6866.17061556,135260,63.25,1684,8,0.001
12373.455078125,0.49,135387,4137342.209375,15482,-6864.225346370001,135280,63.23,1685,8,0.001
12522.883203125,0.48,135487,2896059.29921875,15503,-6881.957130289999,135380,64.16,1686,8,0.001
,0.48,135495,,15516,-6879.942238469998,,64.07,1687,8,
12416.57138671875,0.47,135595,4108681.00703125,15564,-6913.6386621,135480,64.96,1688,8,0.001
12453.927734375,0.47,135606,3948557.903125,15584,-6906.469866580001,135500,64.75,1689,8,0.001
,0.48,135618,,15587,-6892.6968167800005,,63.87,1690,8,
12399.18828125,0.48,135657,3764474.825,15602,-6967.635474460001,135540,64.21,1691,8,0.001
12462.00625,0.48,135663,4874575.89296875,15614,-6879.104548730001,135560,63.6,1692,8,0.001
12412.6328125,0.48,135738,5055880.31875,15631,-6921.66096522,135620,64.27,1693,8,0.001
12454.53203125,0.49,135757,3125684.29765625,15651,-6826.4873988,135640,63.46,1694,8,0.001
12480.07724609375,0.5,135764,2992746.58671875,15684,-6775.51317039,135660,62.53,1695,8,0.001
12439.2380859375,0.49,135864,4405030.140625,15724,-6825.4283278799985,135760,63.41,1696,8,0.001
12472.6701171875,0.49,135964,3453440.3984375,15753,-7016.0663279499995,135860,63.41,1697,8,0.001
12430.01396484375,0.48,136064,4018133.22265625,15778,-7051.97655798,135960,64.27,1698,8,0.001
12431.66044921875,0.49,136131,4223629.03203125,15800,-7121.03769691,136020,63.94,1699,8,0.001
12473.69052734375,0.49,136143,3350455.7203125,15819,-7076.383580340002,136040,63.2,1700,8,0.001
,0.49,136153,,15843,-7081.152120260001,,63.22,1701,8,
12485.62265625,0.49,136164,3911588.3921875,15852,-7082.626045580001,136060,63.27,1702,8,0.001
,0.49,136174,,15856,-7071.16932014,,63.26,1703,8,
,0.49,136176,,15873,-7047.944101000001,,62.84,1704,8,
12422.646484375,0.48,136276,4493777.0296875,15895,-7116.278756840001,136160,63.76,1705,8,0.001
12354.1650390625,0.48,136289,5380263.365625,15905,-7108.96120804,136180,63.84,1706,8,0.001
12532.60703125,0.47,136389,4209260.83671875,15966,-7216.1384034500015,136280,64.77,1707,8,0.001
12453.8544921875,0.47,136489,3533430.6015625,16018,-7253.172875490001,136380,64.77,1708,8,0.001
12507.508984375,0.46,136589,3496560.95625,16047,-7274.058499580001,136480,64.96,1709,8,0.001
,0.47,136593,,16059,-7229.687487720001,,64.0,1710,8,
12418.6287109375,0.47,136605,5852281.60625,16063,-7151.145500969999,136500,63.92,1711,8,0.001
12476.2689453125,0.47,136705,3810064.315625,16108,-7112.732206320001,136600,63.92,1712,8,0.001
,0.47,136710,,16135,-7110.24146542,,63.84,1713,8,
12571.5560546875,0.46,136810,3536267.30859375,16193,-7140.70315499,136700,64.51,1714,8,0.001
,0.46,136815,,16226,-7139.100513349999,,64.21,1715,8,
12397.3908203125,0.47,136822,5155405.9,16313,-7039.80998924,136720,63.28,1716,8,0.001
12428.5125,0.47,136922,4434487.9609375,16346,-7083.5483077,136820,63.28,1717,8,0.001
12464.43603515625,0.47,137022,3083539.7953125,16397,-6052.96684131,136920,63.28,1718,8,0.001
12439.7912109375,0.47,137122,4279325.571875,16422,-6014.90180987,137020,63.28,1719,8,0.001
12502.88037109375,0.48,137153,4118678.075,16475,-4967.057533789999,137040,62.59,1720,8,0.001
12509.05673828125,0.49,137168,2900275.11328125,16500,-4858.29981289,137060,61.74,1721,8,0.001
12461.1734375,0.5,137185,4416185.971875,16521,-4761.24338439,137080,60.91,1722,8,0.001
,0.5,137200,,16526,-4760.53762295,,60.92,1723,8,
12509.442578125,0.5,137300,3959212.0765625,16540,-4842.5444103400005,137180,60.92,1724,8,0.001
12408.26572265625,0.5,137323,5200325.696875,16545,-4838.004000540001,137220,61.0,1725,8,0.001
12490.9763671875,0.5,137351,3562244.9625,16552,-4810.47457266,137240,60.54,1726,8,0.001
12471.38984375,0.5,137361,4191366.134375,16566,-4785.797014750001,137260,59.85,1727,8,0.001
,0.51,137378,,16572,-4759.13858044,,59.02,1728,8,
12489.57529296875,0.5,137478,3934556.41015625,16589,-4843.14632988,137360,59.94,1729,8,0.001
12567.45341796875,0.49,137578,2735128.83046875,16641,-4919.524894120001,137460,60.88,1730,8,0.001
12471.85498046875,0.48,137678,4852376.459375,16672,-4977.188041320001,137560,61.82,1731,8,0.001
12515.17490234375,0.48,137778,3920517.06328125,16705,-4984.60656617,137660,61.82,1732,8,0.001
12483.7857421875,0.49,137785,4030165.35234375,16728,-4936.81144684,137680,60.89,1733,8,0.001
,0.49,137788,,16741,-4933.85263276,,60.82,1734,8,
12586.553125,0.5,137843,3082902.859375,16783,-4887.80122699,137740,60.37,1735,8,0.001
12521.042578125,0.51,137926,3963905.74375,16811,-4813.713014569999,137820,60.2,1736,8,0.001
,0.52,137928,,16823,-4777.7462368100005,,59.22,1737,8,
12553.2720703125,0.52,138028,3692189.24921875,16865,-4773.729485240001,137920,59.22,1738,8,0.001
12578.59228515625,0.52,138128,3741062.97734375,16888,-4791.348373450001,138020,59.22,1739,8,0.001
,0.53,138134,,16911,-4726.870275190001,,58.28,1740,8,
12523.99599609375,0.54,138146,3523238.31015625,16935,-4688.882108400001,138040,57.4,1741,8,0.001
12548.37470703125,0.53,138246,4236551.30859375,16981,-4722.010930940001,138140,58.01,1742,8,0.001
12590.0908203125,0.54,138298,3589015.7640625,16995,-4708.854558600001,138180,57.53,1743,8,0.001
12576.80986328125,0.55,138373,3034312.10234375,17018,-4666.181399870001,138260,57.28,1744,8,0.001
12465.57958984375,0.55,138396,4430920.4765625,17065,-4674.35853654,138280,57.42,1745,8,0.001
12602.84140625,0.56,138401,4000068.9,17078,-4633.759918260001,138300,56.47,1746,8,0.001
