time/episodes,time/total timesteps,train/learning_rate,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/actor_loss,train/n_updates,rollout/success rate,train/critic_loss
3556,259810,0.001,15,17206,54.29,-71.28777228999999,320.26691284179685,259700,0.63,2550.6980308532716
3560,260025,0.001,15,17268,54.18,-70.66067959,316.53269958496094,259920,0.63,2757.145455932617
3564,260192,0.001,15,17324,53.81,-67.07922584,317.56439208984375,260080,0.63,2323.256742858887
3568,260592,0.001,14,17425,54.77,-70.07553899000001,321.9974060058594,260480,0.62,2268.7586044311524
3572,260754,0.001,14,17469,55.85,-72.19994871,316.05930786132814,260640,0.61,3221.5907638549807
3576,260915,0.001,14,17515,55.18,-70.97589277,317.48879089355466,260800,0.62,2534.237689208984
3580,261080,0.001,14,17562,55.48,-74.8049074,318.30617370605466,260960,0.61,2118.3907165527344
3584,261243,0.001,14,17597,54.73,-75.42326396,319.3472869873047,261140,0.62,2536.471310424805
3588,261388,0.001,14,17638,53.48,-71.74739644,318.8228759765625,261280,0.63,3037.6680404663084
3592,261622,0.001,14,17692,54.15,-75.25242307,318.77244262695314,261520,0.62,1832.5239486694336
3596,261677,0.001,14,17719,51.72,-72.57333440000001,319.28607177734375,261560,0.64,3323.504768371582
3600,261927,0.001,14,17790,52.22,-73.31013688,315.25006713867185,261820,0.64,4345.510487365723
3604,262092,0.001,14,17837,51.57,-72.18535408,318.2428375244141,261980,0.65,2843.064533996582
3608,262332,0.001,14,17910,51.85,-68.62814850999999,320.9934906005859,262220,0.65,3128.0343475341797
3612,262468,0.001,14,17971,49.21,-59.952032089999996,319.36329956054686,262360,0.69,3223.2422744750975
3616,262614,0.001,14,18028,49.86,-61.94188291999999,319.0382843017578,262500,0.69,3033.9855422973633
3620,262766,0.001,14,18082,48.59,-59.70104851999999,319.781103515625,262660,0.69,2378.517127227783
3624,262933,0.001,14,18133,47.73,-59.04082610999999,316.5928161621094,262820,0.7,4150.5954666137695
3628,263166,0.001,14,18197,47.26,-60.23861493999999,318.9162841796875,263060,0.69,2756.8063430786133
3632,263392,0.001,14,18272,46.23,-61.98856881,321.4955352783203,263280,0.7,2978.8736907958983
3636,263547,0.001,14,18323,46.74,-62.444553830000004,318.6248504638672,263440,0.69,3606.0990493774416
3640,263781,0.001,14,18377,47.64,-59.32383143999999,318.4716369628906,263680,0.68,2563.18623046875
3644,264007,0.001,14,18458,48.92,-62.45039697999999,319.8524566650391,263900,0.66,2595.03112487793
3648,264182,0.001,14,18513,48.46,-62.127860089999984,322.4219024658203,264080,0.67,1663.1069244384767
3652,264369,0.001,14,18582,47.26,-57.10483722000001,319.53794555664064,264260,0.69,3197.4454360961913
3656,264544,0.001,14,18633,47.34,-56.365187150000004,320.93689880371096,264440,0.7,3424.481647491455
3660,264650,0.001,14,18661,46.25,-55.85053158000001,317.0089904785156,264540,0.71,3981.4416687011717
3664,264858,0.001,14,18718,46.66,-60.2323817,316.5665771484375,264740,0.7,2352.783187866211
3668,265004,0.001,14,18765,44.12,-55.042092550000014,320.2663208007813,264900,0.73,2138.8512184143065
3672,265053,0.001,14,18791,42.99,-52.81981307,317.9936492919922,264940,0.74,2943.113200378418
3676,265327,0.001,14,18867,44.12,-54.61418287000001,317.62914123535154,265220,0.73,4931.063203430176
3680,265374,0.001,14,18906,42.94,-49.84411896,317.11402282714846,265260,0.74,3221.130683898926
3684,265613,0.001,13,18978,43.7,-46.73612851000001,317.3437103271484,265500,0.74,2880.0505432128907
3688,265827,0.001,13,19063,44.39,-47.03708943999999,320.3965637207031,265720,0.74,2376.1220741271973
3692,266049,0.001,13,19121,44.27,-49.984676670000006,321.8430236816406,265940,0.74,2648.6377685546877
3696,266352,0.001,13,19195,46.75,-55.32635388999999,319.68882446289064,266240,0.72,2369.343054199219
3700,266488,0.001,13,19233,45.61,-54.754926659999995,317.9331451416016,266380,0.72,3736.1183120727537
3704,266751,0.001,13,19296,46.59,-60.49609434,319.7827453613281,266640,0.71,2910.806140899658
3708,267064,0.001,13,19384,47.32,-60.50181854,322.2103729248047,266960,0.7,2797.182901763916
3712,267199,0.001,13,19422,47.31,-59.98864298,323.1193450927734,267080,0.69,1974.795566558838
3716,267287,0.001,13,19455,46.73,-57.67008958000001,317.62599792480466,267180,0.69,3627.9904357910154
3720,267478,0.001,13,19505,47.12,-59.38032787000001,322.6793273925781,267360,0.69,3583.1922912597656
3724,267645,0.001,13,19551,47.12,-63.38415107,324.3578125,267540,0.69,2639.9783721923827
3728,267779,0.001,13,19604,46.13,-60.03619384,320.97031860351564,267660,0.7,2614.014860534668
3732,267841,0.001,13,19643,44.49,-55.089021630000005,323.55784606933594,267740,0.72,2302.7398162841796
3736,268060,0.001,13,19688,45.13,-57.76464958000001,320.8833770751953,267940,0.72,3363.276508331299
3740,268294,0.001,13,19760,45.13,-57.788533210000004,322.3791900634766,268180,0.72,2941.4290313720703
3744,268419,0.001,13,19812,44.12,-55.083988039999994,324.0081420898438,268300,0.73,3327.5473037719726
3748,268652,0.001,13,19867,44.7,-58.06495855,320.2779876708984,268540,0.72,3424.940512084961
3752,268786,0.001,13,19908,44.17,-57.824330010000004,318.5833679199219,268680,0.72,3544.033166503906
3756,268930,0.001,13,19936,43.86,-58.56539711000002,322.60040893554685,268820,0.71,3302.100289916992
3760,269074,0.001,13,19972,44.24,-62.29198797000001,324.4822570800781,268960,0.7,2671.4745330810547
3764,269417,0.001,13,20046,45.59,-59.12696356000001,322.3940765380859,269300,0.71,2826.0384216308594
3768,269705,0.001,13,20146,47.01,-60.08694745,321.62725830078125,269600,0.7,3879.5211547851563
3772,269821,0.001,13,20175,47.68,-65.06559840999999,318.36170349121096,269720,0.69,3242.1040786743165
3776,270064,0.001,13,20244,47.37,-60.25251723000001,325.0919219970703,269960,0.69,2217.4827880859375
3780,270368,0.001,13,20330,49.94,-65.35253289,321.82835998535154,270260,0.66,2550.457629394531
3784,270546,0.001,13,20376,49.33,-65.12742824,321.48314514160154,270440,0.66,2991.646405029297
3788,270654,0.001,13,20420,48.27,-63.41801524,328.1372894287109,270540,0.67,2660.730924987793
3792,270837,0.001,13,20463,47.88,-59.09523850000001,319.4599914550781,270720,0.68,3174.5522689819336
3796,271063,0.001,13,20520,47.11,-57.432914770000004,321.88243103027344,270960,0.69,2450.218110656738
3800,271368,0.001,13,20609,48.8,-58.49309521,321.5056091308594,271260,0.67,3786.376954650879
3804,271561,0.001,13,20657,48.1,-54.92604189000001,326.8957214355469,271460,0.68,2753.0889213562014
3808,271887,0.001,13,20725,48.23,-56.59281922999999,323.5089813232422,271780,0.68,2427.55505065918
3812,271996,0.001,13,20757,47.97,-56.33577729,324.48468322753905,271880,0.69,2567.780284118652
3816,272248,0.001,13,20816,49.61,-58.019851310000014,323.4774139404297,272140,0.67,4459.251156616211
3820,272376,0.001,13,20846,48.98,-58.488363289999995,325.5572937011719,272260,0.68,3539.90311126709
3824,272721,0.001,13,20938,50.76,-58.15760856000001,325.75609130859374,272620,0.66,3246.758432006836
3828,272900,0.001,12,20999,51.21,-59.073458939999995,326.008447265625,272780,0.66,2157.524835205078
3832,273038,0.001,12,21029,51.97,-60.281870119999994,325.6762939453125,272920,0.65,2295.346078491211
3836,273061,0.001,12,21039,50.01,-56.762192989999996,326.34679260253904,272960,0.66,2856.3628112792967
3840,273426,0.001,12,21132,51.32,-56.97351188,322.89544067382815,273320,0.65,3107.908280944824
3844,273636,0.001,12,21189,52.17,-57.699837689999995,325.7126983642578,273520,0.64,2936.6793533325194
3848,273974,0.001,12,21279,53.22,-55.843632209999996,328.68153381347656,273860,0.64,1886.1093032836914
3852,274108,0.001,12,21307,53.22,-56.232721379999994,323.40256652832034,274000,0.64,3060.2320724487304
3856,274183,0.001,12,21329,52.53,-55.56082612000001,326.4229431152344,274080,0.65,2653.0961318969726
3860,274258,0.001,12,21370,51.84,-50.35310564999998,325.12254943847654,274140,0.66,2977.3167861938477
3864,274462,0.001,12,21438,50.45,-48.05777675,327.3598999023437,274360,0.66,2981.8296310424803
3868,274608,0.001,12,21487,49.03,-46.50512817,327.2528533935547,274500,0.68,3446.1744117736816
3872,274852,0.001,12,21552,50.31,-45.35718166999999,324.104443359375,274740,0.67,3169.393441772461
3876,274987,0.001,12,21606,49.23,-45.965513349999995,323.5445831298828,274880,0.68,4466.220399475098
3880,275300,0.001,12,21705,49.32,-50.259343750000006,330.7736511230469,275180,0.68,2478.3515022277834
3884,275341,0.001,12,21729,47.95,-47.84799394999999,326.0847534179687,275240,0.69,2245.477294921875
3888,275434,0.001,12,21763,47.8,-47.558086919999994,326.3344787597656,275320,0.69,2701.5442626953127
3892,275555,0.001,12,21807,47.18,-44.90429746000001,324.6628356933594,275440,0.69,3005.6119369506837
3896,275700,0.001,12,21857,46.37,-43.087274199999996,322.8638580322266,275580,0.69,4375.912043762207
3900,275928,0.001,12,21925,45.6,-43.25813265,327.1974304199219,275820,0.7,2169.059031677246
3904,276108,0.001,12,21973,45.47,-42.11649773999999,327.6298797607422,276000,0.7,2351.8434715270996
3908,276182,0.001,12,21999,42.95,-38.99741072,325.53412170410155,276080,0.73,2836.7568939208986
3912,276369,0.001,12,22064,43.73,-39.93914519,321.6302124023438,276260,0.73,3659.191566467285
3916,276591,0.001,12,22117,43.43,-40.78772027,323.4908508300781,276480,0.73,3533.4663024902343
3920,276904,0.001,12,22193,45.28,-39.41640082,324.9082550048828,276800,0.7,2980.5638107299806
3924,277047,0.001,12,22234,43.26,-37.81620945,328.2731109619141,276940,0.72,2626.2307189941407
3928,277183,0.001,12,22281,42.83,-36.99067048999999,323.8738739013672,277080,0.72,2972.850840759277
3932,277305,0.001,12,22319,42.67,-36.73941339,324.9663116455078,277200,0.73,2777.2621948242186
3936,277397,0.001,12,22354,43.36,-37.333096430000005,327.64610900878904,277280,0.73,3310.123447418213
3940,277531,0.001,12,22386,41.05,-36.95198437,326.8904235839844,277420,0.75,3327.7428787231447
3944,277607,0.001,12,22412,39.71,-35.74858865,325.79688415527346,277500,0.77,3093.4588989257813
3948,277765,0.001,12,22463,37.91,-34.93008798000001,326.1540588378906,277660,0.78,2407.699488830566
3952,278071,0.001,12,22549,39.63,-36.57432979,326.47320556640625,277960,0.76,2840.831231689453
3956,278224,0.001,12,22592,40.41,-38.530236280000004,325.03920288085936,278120,0.75,3184.278125
3960,278437,0.001,12,22687,41.79,-39.69013666,330.5925659179687,278320,0.73,1642.6632400512694
3964,278616,0.001,12,22736,41.54,-40.986019399999996,328.96095581054686,278500,0.73,3483.7460815429686
3968,278811,0.001,12,22794,42.03,-41.14757086999999,325.9267517089844,278700,0.72,3267.823849487305
3972,279006,0.001,12,22852,41.54,-42.79102495,328.8215728759766,278900,0.73,2176.5168380737305
3976,279140,0.001,12,22883,41.53,-45.89867432000001,327.8832183837891,279020,0.73,3090.7418312072755
3980,279183,0.001,12,22901,38.83,-36.25866608999999,325.9335876464844,279080,0.76,3749.249510192871
3984,279356,0.001,12,22953,40.15,-38.910657369999996,329.32724609375,279240,0.75,3810.373129272461
3988,279565,0.001,12,23014,41.31,-40.675255500000006,327.63880615234376,279460,0.73,3126.367805480957
3992,279718,0.001,12,23058,41.63,-40.98518329,327.72822265625,279600,0.73,3796.973492431641
3996,279859,0.001,12,23111,41.59,-39.819961320000004,332.2013275146484,279740,0.73,2882.2892990112305
4000,280040,0.001,12,23169,41.12,-37.87066343,328.2215148925781,279920,0.74,2951.356311035156
4004,280253,0.001,12,23219,41.45,-42.86575118,324.4357177734375,280140,0.73,2851.307455444336
4008,280465,0.001,12,23289,42.83,-43.862646070000004,329.4726196289063,280360,0.71,2904.360377502441
4012,280771,0.001,12,23364,44.02,-49.51490087000001,326.5426544189453,280660,0.68,4091.4014266967774
4016,280919,0.001,12,23401,43.28,-47.673195050000004,327.8621765136719,280800,0.69,2936.988606262207
4020,281069,0.001,11,23440,41.65,-46.354328640000006,328.28484802246095,280960,0.71,2401.521389770508
4024,281319,0.001,11,23515,42.72,-44.861889680000004,326.4516265869141,281200,0.7,4393.601187133789
4028,281558,0.001,11,23573,43.75,-46.72676846000001,330.75815734863284,281440,0.69,2383.2972061157225
4032,281712,0.001,11,23619,44.07,-48.325639130000006,330.81170654296875,281600,0.68,3085.884114074707
4036,281765,0.001,11,23633,43.68,-48.74610656,327.41461791992185,281660,0.68,2873.753443908691
4040,281795,0.001,11,23645,42.64,-47.33668788,326.5653350830078,281680,0.69,3505.1455352783205
4044,281934,0.001,11,23685,43.27,-48.14119417,330.8571044921875,281820,0.68,2231.160245513916
4048,282073,0.001,11,23734,43.08,-47.811671400000016,331.37493896484375,281960,0.68,3132.1685485839844
4052,282228,0.001,11,23771,41.57,-47.64278701999999,327.3500579833984,282120,0.7,4144.714227294922
4056,282538,0.001,11,23853,43.14,-50.25074881,330.2517059326172,282420,0.68,2832.699592590332
4060,282690,0.001,11,23904,42.53,-51.90326142999999,327.6758758544922,282580,0.69,3200.9230239868166
4064,282848,0.001,11,23944,42.32,-52.140409879999986,326.50506896972655,282740,0.69,3322.0162017822267
4068,282890,0.001,11,23957,40.79,-51.41676819000001,329.1390625,282780,0.7,3406.7185150146483
4072,283110,0.001,11,24019,41.04,-47.7827961,330.5747009277344,283000,0.69,3645.6603454589845
4076,283239,0.001,11,24057,40.99,-43.724533999999984,330.4614562988281,283120,0.69,3015.677377319336
4080,283429,0.001,11,24106,42.46,-44.84021192999999,332.918603515625,283320,0.68,2723.073487854004
4084,283686,0.001,11,24173,43.3,-44.284556149999986,330.1320373535156,283580,0.67,3010.234490966797
4088,283727,0.001,11,24192,41.62,-42.71466211,326.6258056640625,283620,0.69,3404.2695251464843
4092,284051,0.001,11,24280,43.33,-43.80431108999999,330.4109283447266,283940,0.67,3078.6244384765623
4096,284177,0.001,11,24314,43.18,-48.1719485,329.7639526367187,284060,0.67,3458.1099700927734
4100,284479,0.001,11,24397,44.39,-49.913413330000004,329.77625427246096,284360,0.65,2933.402224731445
4104,284710,0.001,11,24443,44.57,-44.44183663999999,328.7841400146484,284600,0.65,3738.612730407715
4108,284831,0.001,11,24500,43.66,-44.44000316,328.9200775146484,284720,0.66,2901.900785827637
4112,285046,0.001,11,24570,42.75,-43.72447132,330.09861755371094,284940,0.67,2233.2879600524902
4116,285201,0.001,11,24611,42.82,-43.64975338,328.68793334960935,285100,0.67,3026.015205383301
4120,285505,0.001,11,24704,44.36,-45.74616589999999,330.5975036621094,285400,0.66,2594.0885208129885
4124,285812,0.001,11,24778,44.93,-53.8265021,326.94359130859374,285700,0.65,3851.4717239379884
4128,286071,0.001,11,24843,45.13,-56.471516629999996,328.8661590576172,285960,0.66,2884.8464126586914
4132,286130,0.001,11,24861,44.18,-54.11541394999999,326.7308074951172,286020,0.67,3378.949951171875
4136,286192,0.001,11,24885,44.27,-53.582711849999995,327.47926940917966,286080,0.67,3619.8384033203124
4140,286415,0.001,11,24946,46.2,-54.863129420000014,327.3227172851563,286300,0.65,4159.944287109375
4144,286611,0.001,11,24992,46.77,-57.0350465,329.4716430664063,286500,0.65,2343.0771301269533
4148,286954,0.001,11,25069,48.81,-63.62391867,329.75940856933596,286840,0.63,3115.55281829834
4152,287254,0.001,11,25162,50.26,-68.10055562,332.43483276367186,287140,0.62,2208.745393371582
4156,287445,0.001,11,25226,49.07,-64.28394295999999,327.8493347167969,287340,0.64,2965.589239501953
4160,287659,0.001,11,25293,49.69,-64.29381356,327.90322265625,287540,0.63,3106.1493179321287
4164,287896,0.001,11,25353,50.48,-65.63186246000001,334.4609710693359,287780,0.63,2429.5986297607424
4168,288152,0.001,11,25440,52.62,-67.77179270999999,328.7992401123047,288040,0.62,4076.652130126953
4172,288202,0.001,11,25456,50.92,-66.03258653,329.80835876464846,288100,0.64,2798.448731994629
4176,288350,0.001,11,25501,51.11,-65.89910779,332.8342803955078,288240,0.64,2235.7220962524416
4180,288506,0.001,11,25554,50.77,-69.82239515,326.10686645507815,288400,0.64,3938.980157470703
4184,288553,0.001,11,25570,48.67,-67.69965099,332.17413635253905,288440,0.66,3267.903045654297
4188,288712,0.001,11,25607,49.85,-68.47407633,331.35302734375,288600,0.65,3280.0491729736327
4192,288768,0.001,11,25625,47.17,-67.30871248,329.7035888671875,288660,0.68,3280.9094833374024
4196,288956,0.001,11,25684,47.79,-62.921610660000006,329.8727081298828,288840,0.68,2610.147036743164
4200,289040,0.001,11,25718,45.61,-60.55752873,328.6169403076172,288920,0.71,3284.8797805786135
4204,289161,0.001,11,25766,44.51,-60.11285677,331.6061187744141,289060,0.72,3187.1638412475586
4208,289390,0.001,11,25821,45.59,-60.29014731,332.8681243896484,289280,0.71,2627.3391555786134
4212,289518,0.001,11,25853,44.72,-55.53893153,328.4801055908203,289400,0.72,3194.8996994018553
4216,289731,0.001,11,25902,45.3,-56.05905876999999,331.4824249267578,289620,0.71,2970.892642211914
4220,289865,0.001,11,25944,43.6,-53.88713258000001,328.8378051757812,289760,0.73,3822.5199768066404
4224,290014,0.001,11,25994,42.02,-47.55638287000001,325.70228271484376,289900,0.75,3427.266638183594
4228,290312,0.001,11,26061,42.41,-45.58633943000001,333.29962463378905,290200,0.74,2260.1789520263674
4232,290536,0.001,11,26129,44.06,-47.374609719999995,331.9506530761719,290420,0.74,2829.5066162109374
4236,290572,0.001,11,26141,43.8,-46.923214529999996,331.5218078613281,290460,0.74,3488.858413696289
4240,290706,0.001,11,26197,42.91,-45.94362198000002,332.1959991455078,290600,0.76,2397.717041015625
4244,290942,0.001,11,26266,43.31,-43.8041247,330.24009094238284,290840,0.75,3300.766032409668
4248,290995,0.001,11,26282,40.41,-36.76991803,334.1570343017578,290880,0.78,2946.110989379883
4252,291208,0.001,11,26337,39.54,-34.266602590000005,332.9842193603516,291100,0.78,3718.9427536010744
4256,291403,0.001,11,26388,39.58,-35.15583616000001,334.9899139404297,291300,0.78,2684.6002334594727
4260,291531,0.001,11,26421,38.72,-35.99118586,332.9629425048828,291420,0.79,3196.839598083496
4264,291748,0.001,11,26489,38.52,-34.49190137,329.31731567382815,291640,0.78,4776.043920898437
4268,291915,0.001,10,26547,37.63,-33.509625510000006,331.1498291015625,291800,0.78,3001.770440673828
4272,292066,0.001,10,26584,38.64,-36.80988156,327.8741851806641,291960,0.77,3655.306231689453
4276,292229,0.001,10,26639,38.79,-37.33609642,326.7183013916016,292120,0.77,3553.840950012207
4280,292289,0.001,10,26667,37.83,-32.531885370000005,330.1339630126953,292180,0.78,2905.4140533447267
4284,292515,0.001,10,26714,39.62,-38.92489823,332.8860382080078,292400,0.76,3361.437614440918
4288,292551,0.001,10,26737,38.39,-38.062841410000004,331.6512878417969,292440,0.77,3501.2877265930174
4292,292605,0.001,10,26754,38.37,-37.41384474,335.18842163085935,292500,0.77,2453.528938293457
4296,292850,0.001,10,26828,38.94,-37.73147616,328.10902709960936,292740,0.76,4349.318226623535
4300,293040,0.001,10,26881,40.0,-41.81337205,332.73183288574216,292920,0.75,3177.9154006958006
4304,293354,0.001,10,26972,41.93,-44.058315269999994,332.16887817382815,293240,0.73,2497.119618225098
4308,293496,0.001,10,27013,41.06,-43.714435789999996,332.9240020751953,293380,0.74,3191.5140686035156
4312,293823,0.001,10,27110,43.05,-45.949663040000004,331.5852294921875,293720,0.72,2949.285202026367
4316,294063,0.001,10,27176,43.32,-50.05600007999998,333.6200744628906,293960,0.72,3381.412971496582
4320,294199,0.001,10,27218,43.34,-49.97474338,336.13811950683595,294080,0.71,2358.014326477051
4324,294235,0.001,10,27242,42.21,-46.9793921,336.64978942871096,294120,0.72,3527.2096099853516
4328,294285,0.001,10,27275,39.73,-43.991044630000005,334.4914916992187,294180,0.74,2579.326811218262
4332,294354,0.001,10,27309,38.18,-42.25192990000001,336.1157745361328,294240,0.74,3803.475750732422
4336,294590,0.001,10,27379,40.18,-43.673755820000004,332.58635864257815,294480,0.72,2860.017091369629
4340,294808,0.001,10,27442,41.02,-46.341469929999995,333.2346649169922,294700,0.7,2750.774607849121
4344,294940,0.001,10,27481,39.98,-45.37236607999999,333.80286560058596,294820,0.71,2598.875160980225
4348,294999,0.001,10,27510,40.04,-45.39132651,333.9913848876953,294880,0.71,2933.6446319580077
4352,295039,0.001,10,27525,38.31,-40.14232938,331.64312133789065,294920,0.73,3304.2859222412108
4356,295177,0.001,10,27567,37.74,-38.63845738,334.7847503662109,295060,0.73,2923.8862068176268
4360,295280,0.001,10,27612,37.49,-35.55091267,333.363037109375,295160,0.74,3579.25711517334
4364,295495,0.001,10,27672,37.47,-39.018090629999996,333.1289886474609,295380,0.74,2699.5703521728515
4368,295699,0.001,10,27733,37.84,-38.716051199999995,331.5603912353516,295580,0.74,3752.6934143066405
4372,295742,0.001,10,27758,36.76,-35.252221819999995,332.73308715820315,295640,0.75,2452.052257537842
4376,295871,0.001,10,27806,36.42,-34.00609197,331.81910705566406,295760,0.76,4450.639749145508
4380,296147,0.001,10,27889,38.58,-35.47352368,331.47886962890624,296040,0.74,3876.8897918701173
4384,296363,0.001,10,27940,38.48,-31.139214330000005,332.6937622070312,296260,0.74,3927.446730041504
4388,296486,0.001,10,27981,39.35,-31.573665860000002,333.9065887451172,296380,0.73,3463.2254119873046
4392,296700,0.001,10,28044,40.95,-33.347945960000004,333.0178253173828,296580,0.71,3538.466276550293
4396,296988,0.001,10,28115,41.38,-34.92354955,334.4765197753906,296880,0.71,2620.311112976074
4400,297209,0.001,10,28176,41.69,-33.57007823000001,333.58216857910156,297100,0.71,4572.1541015625
4404,297451,0.001,10,28240,40.97,-34.09585074,328.89275512695315,297340,0.72,4305.235919189453
4408,297679,0.001,10,28320,41.83,-34.689907940000005,333.6352996826172,297560,0.71,3641.2921798706057
4412,297889,0.001,10,28388,40.66,-34.06192709,331.8126617431641,297780,0.73,3370.1234649658204
4416,298018,0.001,10,28424,39.55,-29.622329739999994,335.3546936035156,297900,0.74,2889.0971588134767
4420,298143,0.001,10,28469,39.44,-29.894074909999993,334.1169891357422,298040,0.74,3466.419999694824
4424,298372,0.001,10,28528,41.37,-33.5284239,334.1040283203125,298260,0.72,3844.2172576904295
4428,298583,0.001,10,28578,42.98,-34.82841547,332.3228515625,298480,0.7,3542.2979522705077
4432,298617,0.001,10,28601,42.63,-34.50639878,333.14345703125,298500,0.7,3821.3435760498046
4436,298740,0.001,10,28639,41.5,-33.454519170000005,336.06505126953124,298620,0.71,3531.861196899414
4440,298878,0.001,10,28668,40.7,-31.85747506,333.21861267089844,298760,0.72,4411.498620605469
4444,299184,0.001,10,28759,42.44,-34.98214877,333.8559936523437,299080,0.7,3723.31067199707
4448,299230,0.001,10,28777,42.31,-34.907157000000005,333.76393737792966,299120,0.7,4046.8979522705076
4452,299314,0.001,10,28809,42.75,-35.30369978,333.75392761230466,299200,0.7,3661.5988800048826
4456,299496,0.001,10,28861,43.19,-41.453526190000005,332.52142639160155,299380,0.7,3722.5917221069335
4460,299653,0.001,10,28923,43.73,-42.84740659999999,336.1016540527344,299540,0.69,2842.115010070801
4464,299703,0.001,10,28939,42.08,-37.668359640000006,336.10448303222654,299600,0.71,3382.761880493164
4468,299901,0.001,10,28997,42.02,-41.140008800000004,336.24292907714846,299800,0.71,3624.226510620117
