time/total timesteps,rollout/ep_rew_mean,time/episodes,time/time_elapsed,rollout/success rate,rollout/ep_len_mean,time/fps,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss
253067,-2730.76877521,4729,37771,0.86,24.51,6,0.001,252960,10882.490234375,4641918.684375
253096,-2733.18562099,4730,37779,0.86,24.72,6,0.001,252980,10837.67724609375,4882628.134375
253102,-2734.4629580299998,4731,37781,0.86,24.75,6,0.001,253000,10819.55078125,4097834.528125
253112,-2743.16113456,4732,37785,0.86,24.76,6,,,,
253118,-2730.1085677,4733,37793,0.87,23.82,6,,,,
253129,-2750.0036183,4734,37798,0.87,23.87,6,0.001,253020,10946.07041015625,4738219.434375
253137,-2717.9847145300005,4735,37801,0.88,22.95,6,,,,
253153,-2728.04274396,4736,37806,0.88,23.0,6,0.001,253040,10847.4998046875,5507409.96875
253162,-2692.9126874099998,4737,37814,0.89,22.09,6,0.001,253060,10884.84580078125,5102690.8
253262,-2652.6387631099997,4738,37847,0.88,22.12,6,0.001,253160,10918.459375,5337937.55
253268,-2650.51460876,4739,37850,0.88,22.09,6,,,,
253274,-2649.72456446,4740,37863,0.88,22.04,6,,,,
253275,-2644.79494625,4741,37884,0.88,21.84,6,,,,
253309,-2643.17427691,4742,37914,0.88,21.74,6,0.001,253200,10827.47626953125,4088264.75
253314,-2641.1517524099995,4743,37922,0.88,21.64,6,,,,
253354,-2583.2834351499996,4744,37937,0.89,21.04,6,0.001,253240,10876.2125,4927094.721875
253363,-2574.4830902399995,4745,38002,0.89,20.83,6,0.001,253260,10846.768359375,3818134.034375
253463,-2641.95993726,4746,38059,0.88,21.78,6,0.001,253360,10820.42353515625,5403054.390625
253473,-2634.3426013499998,4747,38082,0.88,21.81,6,,,,
253486,-2663.53173424,4748,38092,0.88,21.84,6,0.001,253380,10880.6130859375,4455263.1203125
253491,-2632.248169469999,4749,38099,0.88,21.78,6,,,,
253509,-2637.8685956699996,4750,38104,0.88,21.93,6,0.001,253400,10714.36474609375,4350649.80625
253519,-2636.7951989899993,4751,38107,0.88,21.89,6,,,,
253526,-2637.91043832,4752,38110,0.88,21.86,6,0.001,253420,10818.161328125,4820249.275
253530,-2484.8368414199995,4753,38123,0.89,20.9,6,,,,
253538,-2445.7799366,4754,38141,0.9,19.98,6,,,,
253543,-2446.36424578,4755,38144,0.9,20.0,6,0.001,253440,10922.31640625,4184239.540625
253551,-2425.67579302,4756,38182,0.9,19.89,6,,,,
253559,-2407.23662073,4757,38196,0.9,19.89,6,,,,
253561,-2383.0174445300004,4758,38198,0.9,19.38,6,0.001,253460,10928.80673828125,4190584.2765625
253573,-2413.13937911,4759,38202,0.9,19.39,6,,,,
253578,-2307.5580406,4760,38220,0.91,18.44,6,,,,
253601,-2319.40568397,4761,38232,0.91,18.61,6,0.001,253500,11012.764453125,4162364.225
253608,-2329.2703459,4762,38281,0.91,18.57,6,,,,
253626,-2336.02923384,4763,38342,0.91,18.7,6,0.001,253520,10896.4544921875,2807722.521875
253635,-2335.3772354099997,4764,38361,0.91,18.73,6,,,,
253690,-2353.3117339699998,4765,38378,0.91,19.19,6,0.001,253580,10830.57666015625,3943752.6
253697,-2342.3703509999996,4766,38391,0.91,19.15,6,,,,
253701,-2342.38330908,4767,38404,0.91,19.14,6,0.001,253600,10816.88818359375,4169494.434375
253801,-2419.18942522,4768,38421,0.9,20.07,6,0.001,253700,10811.28876953125,4854091.8875
253808,-2419.0554559499997,4769,38424,0.9,20.09,6,,,,
253834,-2433.7847668799996,4770,38431,0.9,20.23,6,0.001,253720,10845.8884765625,4827686.38125
253857,-2439.6261018899995,4771,38443,0.9,20.38,6,0.001,253740,10781.58427734375,3961025.715625
253876,-2553.22840315,4772,38488,0.9,20.54,6,0.001,253760,10970.2630859375,4111187.64375
253893,-2556.6246635400003,4773,38529,0.9,20.6,6,0.001,253780,10973.0615234375,5678797.525
253896,-2553.3518987499997,4774,38541,0.9,20.54,6,,,,
253996,-2585.3958897199996,4775,38563,0.89,21.49,6,0.001,253880,10834.9771484375,5217185.371875
254002,-2587.4268680399996,4776,38586,0.89,21.48,6,0.001,253900,10805.2986328125,4545358.69375
254016,-2570.4095100699997,4777,38595,0.89,21.32,6,,,,
254023,-2568.3080893,4778,38609,0.89,21.32,6,0.001,253920,10806.51416015625,4587104.08125
254027,-2567.7315088299997,4779,38611,0.89,21.3,6,,,,
254031,-2577.9508493599997,4780,38629,0.89,21.32,6,,,,
254131,-2620.61128393,4781,38687,0.88,22.2,6,0.001,254020,10881.87333984375,3893054.23125
254140,-2621.1521930299996,4782,38705,0.88,22.22,6,,,,
254188,-2646.1617129499996,4783,38724,0.89,21.7,6,0.001,254080,10837.56826171875,4526500.83125
254192,-2645.160105439999,4784,38736,0.89,21.67,6,,,,
254198,-2634.7241577799996,4785,38739,0.89,21.61,6,,,,
254218,-2633.81161653,4786,38745,0.89,21.62,6,0.001,254100,10785.19501953125,5206421.609375
254223,-2630.47867629,4787,38748,0.89,21.48,6,0.001,254120,10855.20341796875,4435260.0125
254240,-2663.8325551400003,4788,38763,0.89,21.59,6,,,,
254340,-2719.98522715,4789,38799,0.88,22.49,6,0.001,254220,10848.7900390625,5383887.95
254344,-2709.47350797,4790,38801,0.88,22.46,6,0.001,254240,10829.5771484375,4178889.3828125
254363,-2722.4719198999996,4791,38812,0.88,22.59,6,0.001,254260,10844.4865234375,5482277.165625
254369,-2722.4162950600003,4792,38830,0.88,22.6,6,,,,
254469,-2706.7503948099993,4793,38868,0.88,22.6,6,0.001,254360,10879.4025390625,3935549.21875
254496,-2720.0337177399992,4794,38875,0.88,22.78,6,0.001,254380,10830.1625,4957584.88125
254512,-2743.9402446199992,4795,38891,0.88,22.86,6,0.001,254400,10844.3736328125,4867314.640625
254523,-2723.767448489999,4796,38895,0.89,21.97,6,0.001,254420,11073.01669921875,4756146.2125
254530,-2713.403522539999,4797,38898,0.89,21.98,6,,,,
254536,-2689.9046469799996,4798,38905,0.9,21.04,6,,,,
254540,-2688.432711799999,4799,38933,0.9,20.97,6,,,,
254542,-2685.4615610599994,4800,38935,0.9,20.9,6,0.001,254440,10903.9697265625,4410764.534375
254548,-2673.7689672499996,4801,38968,0.9,20.89,6,,,,
254552,-2661.19856697,4802,39045,0.9,20.39,6,,,,
254652,-1710.4951288800003,4803,39069,0.9,20.39,6,0.001,254540,11043.8359375,4387829.93125
254666,-1681.35573455,4804,39084,0.9,20.45,6,0.001,254560,11051.98623046875,4010410.9
254766,-1714.0928308700002,4805,39113,0.89,21.33,6,0.001,254660,10814.4212890625,4993857.953125
254866,-1778.5639102100001,4806,39141,0.88,22.25,6,0.001,254760,10972.98955078125,4867248.290625
254871,-1778.32405745,4807,39143,0.88,22.25,6,,,,
254875,-1774.56152992,4808,39146,0.88,22.13,6,,,,
254881,-1770.06133925,4809,39179,0.88,22.02,6,0.001,254780,10963.94072265625,3256463.996875
254897,-1761.9429085699999,4810,39234,0.88,22.12,6,,,,
254997,-1804.9189886899999,4811,39257,0.87,23.03,6,0.001,254880,10877.30478515625,5343362.71875
255003,-1803.4114290500002,4812,39259,0.87,23.0,6,0.001,254900,11015.96806640625,3628325.209375
255007,-1793.4261430800002,4813,39272,0.87,22.99,6,,,,
255053,-1804.86407,4814,39288,0.87,23.36,6,0.001,254940,10974.34873046875,4130927.0203125
255056,-1802.9842134400003,4815,39290,0.87,23.32,6,,,,
255156,-1909.2322834600002,4816,39325,0.86,23.61,6,0.001,255040,10791.93359375,5516313.46875
255231,-1925.3133687700006,4817,39340,0.86,24.32,6,0.001,255120,10898.57890625,4184143.765625
255254,-1924.0366899800003,4818,39356,0.86,24.53,6,0.001,255140,11039.21630859375,5428505.0453125
255259,-1924.9039488400006,4819,39359,0.86,24.55,6,,,,
255263,-1934.2275639900004,4820,39376,0.86,24.53,6,0.001,255160,10934.0138671875,4757361.475
255270,-1890.7723155400004,4821,39384,0.87,23.6,6,,,,
255370,-1908.0893353799997,4822,39414,0.86,24.53,6,0.001,255260,10866.68134765625,5757511.146875
255402,-1924.5657465600002,4823,39433,0.86,24.78,6,0.001,255300,10887.9400390625,4409467.7375
255411,-1869.55421871,4824,39437,0.87,23.87,6,,,,
255438,-1856.3320913599998,4825,39445,0.87,24.07,6,0.001,255320,10954.20048828125,4111770.8
255440,-1855.9898662200003,4826,39452,0.87,24.06,6,,,,
255472,-1864.0838659900003,4827,39480,0.87,24.29,6,0.001,255360,10982.53046875,4606441.3
255482,-1864.87782723,4828,39504,0.87,24.32,6,0.001,255380,10894.3189453125,4306277.1640625
255484,-1860.35326345,4829,39526,0.87,24.17,6,,,,
255492,-1856.30809765,4830,39539,0.87,23.96,6,,,,
255512,-1858.26069082,4831,39581,0.87,24.1,6,0.001,255400,10785.147265625,5276609.371875
255520,-1847.44749518,4832,39584,0.87,24.08,6,,,,
255539,-1832.1071561699996,4833,39601,0.87,24.21,6,0.001,255420,10827.58408203125,4873439.921875
255544,-1811.4528362499996,4834,39604,0.87,24.15,6,0.001,255440,10887.07373046875,3966409.9609375
255553,-1811.0498369599998,4835,39617,0.87,24.16,6,,,,
255559,-1821.1387816499998,4836,39640,0.87,24.06,6,,,,
255574,-1882.44896925,4837,39720,0.87,24.12,6,0.001,255460,10866.4150390625,4734150.2625
255575,-1434.2701321099998,4838,39752,0.88,23.13,6,,,,
255675,-1495.57963753,4839,39780,0.87,24.07,6,0.001,255560,10879.4365234375,5230024.63125
255682,-1505.65550261,4840,39809,0.87,24.08,6,0.001,255580,10919.9330078125,5732314.25625
255701,-1512.1552027399998,4841,39820,0.87,24.26,6,0.001,255600,10867.8029296875,5560708.5875
255801,-1562.01484834,4842,39849,0.86,24.92,6,0.001,255700,10952.85732421875,3709503.5171875
255815,-1561.8725755399998,4843,39857,0.86,25.01,6,,,,
255821,-1571.2114651,4844,39885,0.86,24.67,6,0.001,255720,11003.12314453125,3803642.409375
255823,-1569.23113328,4845,39886,0.86,24.6,6,,,,
255829,-1501.7155808599998,4846,39929,0.87,23.66,6,,,,
255833,-1498.0179369199998,4847,39931,0.87,23.6,6,,,,
255838,-1477.4306219999999,4848,39959,0.87,23.52,6,,,,
255845,-1478.3406534499998,4849,39962,0.87,23.54,6,0.001,255740,10903.91748046875,4731922.103125
255890,-1486.55681356,4850,39973,0.87,23.81,6,0.001,255780,10884.71669921875,5911458.43125
255916,-1490.1321945699997,4851,39985,0.87,23.97,6,0.001,255800,11034.1849609375,4274367.409375
256016,-1543.8686806899998,4852,40006,0.86,24.9,6,0.001,255900,10962.730078125,3882943.2921875
256027,-1545.1364323699995,4853,40020,0.86,24.97,6,0.001,255920,10898.57802734375,5750728.19375
256032,-1543.9125953,4854,40023,0.86,24.94,6,,,,
256037,-1554.73901622,4855,40065,0.86,24.94,6,,,,
256042,-1542.8730490500002,4856,40069,0.86,24.91,6,0.001,255940,10934.12861328125,4290933.3453125
256047,-1530.9493622800003,4857,40081,0.86,24.88,6,,,,
256147,-1678.9614240400003,4858,40109,0.85,25.86,6,0.001,256040,10857.65205078125,5213556.578125
256151,-1647.5253212400003,4859,40116,0.85,25.78,6,,,,
256163,-1649.8647491400002,4860,40146,0.85,25.85,6,0.001,256060,10972.54248046875,3850498.5125
256180,-1639.82136756,4861,40156,0.85,25.79,6,,,,
256190,-1629.4025362999998,4862,40165,0.85,25.82,6,0.001,256080,10913.155859375,4414918.5125
256214,-1649.9822511900002,4863,40172,0.85,25.88,6,0.001,256100,10943.47958984375,4298203.340625
256219,-1651.0325623700003,4864,40180,0.85,25.84,6,,,,
256222,-1632.1724053700004,4865,40182,0.85,25.32,6,0.001,256120,10903.2953125,4576113.48125
256231,-1633.1956261,4866,40185,0.85,25.34,6,,,,
256238,-1635.6047354,4867,40198,0.85,25.37,6,,,,
256243,-1557.1324147300004,4868,40200,0.86,24.42,6,0.001,256140,10991.009765625,5097484.146875
256256,-1561.7721346300002,4869,40204,0.86,24.48,6,,,,
256260,-1545.4442136900002,4870,40207,0.86,24.26,6,,,,
256312,-1546.5089067200004,4871,40224,0.86,24.55,6,0.001,256200,11002.01318359375,4278918.525
256412,-1469.6866019600002,4872,40293,0.85,25.36,6,0.001,256300,10912.33681640625,5495900.70625
256420,-1476.35377462,4873,40326,0.85,25.27,6,,,,
256424,-1488.01026731,4874,40359,0.85,25.28,6,0.001,256320,10921.06455078125,4439262.9359375
256524,-1480.09118685,4875,40422,0.85,25.28,6,0.001,256420,10879.08212890625,4292581.3125
256624,-1539.8888499999998,4876,40460,0.84,26.22,6,0.001,256520,10988.39970703125,5138860.6375
256635,-1559.5835674799998,4877,40474,0.84,26.19,6,,,,
256644,-1559.9639421599998,4878,40478,0.84,26.21,6,0.001,256540,10932.44970703125,4363501.953125
256650,-1561.5195791699996,4879,40500,0.84,26.23,6,,,,
256658,-1562.8833617099997,4880,40509,0.84,26.27,6,,,,
256664,-1518.6677682599998,4881,40511,0.85,25.33,6,0.001,256560,10961.77412109375,4874735.2140625
256669,-1518.02139652,4882,40519,0.85,25.29,6,,,,
256678,-1467.8727081500003,4883,40533,0.85,24.9,6,,,,
256683,-1468.56810675,4884,40560,0.85,24.91,6,0.001,256580,11133.6828125,3495046.878125
256701,-1471.52326335,4885,40582,0.85,25.03,6,0.001,256600,10997.80595703125,4745619.6625
256713,-1466.8435279299997,4886,40626,0.85,24.95,6,,,,
256813,-1504.5913027400002,4887,40672,0.84,25.9,6,0.001,256700,11126.8876953125,4168722.975
256818,-1471.65627825,4888,40695,0.84,25.78,6,,,,
256822,-1410.5290683500002,4889,40747,0.85,24.82,6,0.001,256720,10932.50830078125,4752371.3828125
256852,-1450.14438949,4890,40758,0.85,25.08,6,0.001,256740,10933.7654296875,4831307.7
256868,-1440.4771102800003,4891,40773,0.85,25.05,6,0.001,256760,10987.341015625,4063324.975
256874,-1451.2175209,4892,40786,0.85,25.05,6,,,,
256885,-1421.97375715,4893,40805,0.86,24.16,6,0.001,256780,10865.21962890625,4540390.15
256888,-1406.3090913299998,4894,40817,0.86,23.92,6,,,,
256892,-1378.4085698399995,4895,40819,0.86,23.8,6,,,,
256901,-1374.25857338,4896,40843,0.86,23.78,6,0.001,256800,10919.46708984375,4354963.071875
256906,-1375.3071269500003,4897,40876,0.86,23.76,6,,,,
256916,-1367.15013666,4898,40885,0.86,23.8,6,,,,
256923,-1369.2209966,4899,40894,0.86,23.83,6,0.001,256820,11044.04951171875,3663941.103125
257023,-1402.39546352,4900,40920,0.85,24.81,6,0.001,256920,10988.0712890625,4290365.5203125
257030,-1401.41553902,4901,40983,0.85,24.82,6,,,,
257130,-1526.97020682,4902,41008,0.84,25.78,6,0.001,257020,10877.35693359375,4756474.98125
257137,-1476.9814782300004,4903,41071,0.85,24.85,6,,,,
257140,-1474.5524893200002,4904,41078,0.85,24.74,6,,,,
257147,-1439.9987300300002,4905,41081,0.86,23.81,6,0.001,257040,10939.0052734375,5725280.325
257155,-1374.6409255,4906,41090,0.87,22.89,6,,,,
257169,-1378.79088902,4907,41094,0.87,22.98,6,0.001,257060,10993.69853515625,3870126.8125
257204,-1385.6551954799997,4908,41124,0.87,23.29,6,0.001,257100,10923.31298828125,4722826.846875
257210,-1396.6814706799998,4909,41136,0.87,23.29,6,,,,
257217,-1393.93970554,4910,41139,0.87,23.2,6,,,,
257244,-1344.8951278800002,4911,41148,0.88,22.47,6,0.001,257140,10903.90927734375,4782154.2125
257249,-1343.5166802299998,4912,41161,0.88,22.46,6,,,,
257349,-1404.04225119,4913,41184,0.87,23.42,6,0.001,257240,10813.03388671875,5170978.91875
257449,-1434.3122107299998,4914,41201,0.86,23.96,6,0.001,257340,10998.68583984375,4212478.4140625
257452,-1434.8078730899997,4915,41228,0.86,23.96,6,,,,
257455,-1306.5265411399998,4916,41241,0.87,22.99,6,,,,
257461,-1291.66708146,4917,41278,0.87,22.3,6,0.001,257360,10934.08349609375,4912873.975
257473,-1287.11231856,4918,41303,0.87,22.19,6,,,,
257478,-1288.12297289,4919,41316,0.87,22.19,6,,,,
257486,-1291.42540566,4920,41439,0.87,22.23,6,0.001,257380,11024.96416015625,4781052.63125
257494,-1290.68574311,4921,41462,0.87,22.24,6,,,,
257499,-1262.10559723,4922,41470,0.88,21.29,6,,,,
257505,-1248.13073812,4923,41483,0.88,21.03,6,0.001,257400,10880.9447265625,4575365.70625
257508,-1246.71223842,4924,41484,0.88,20.97,6,,,,
257532,-1244.60048763,4925,41491,0.88,20.94,6,0.001,257420,11047.79833984375,4745010.928125
257551,-1239.13821891,4926,41517,0.88,21.11,6,0.001,257440,11029.37001953125,3580748.746875
257555,-1240.2266790099998,4927,41530,0.88,20.83,6,,,,
257561,-1239.20934502,4928,41538,0.88,20.79,6,0.001,257460,10900.36025390625,4155075.9625
257565,-1240.46588508,4929,41540,0.88,20.81,6,,,,
257567,-1238.4786039,4930,41572,0.88,20.75,6,,,,
257605,-1244.9709770099998,4931,41588,0.88,20.93,6,0.001,257500,10938.07646484375,5582057.3359375
257628,-1251.15913559,4932,41611,0.88,21.08,6,0.001,257520,10900.18701171875,4603691.6875
257728,-1331.2464098,4933,41643,0.87,21.89,6,0.001,257620,10914.77431640625,3418726.878125
257828,-1521.7255309299996,4934,41687,0.86,22.84,6,0.001,257720,10980.04111328125,4824437.7375
257834,-1520.7045126699998,4935,41699,0.86,22.81,6,,,,
257851,-1501.3530267800002,4936,41721,0.86,22.92,6,0.001,257740,10886.18544921875,5804483.89375
257870,-1443.75788738,4937,41727,0.86,22.96,6,0.001,257760,10865.06650390625,4418911.415625
257874,-1454.8193941200004,4938,41735,0.86,22.99,6,,,,
257880,-1394.36157539,4939,41787,0.87,22.05,6,,,,
257892,-1385.09686074,4940,41791,0.87,22.1,6,0.001,257780,11021.067578125,5060431.5765625
257899,-1392.4250459899997,4941,41799,0.87,21.98,6,,,,
257963,-1550.3565770399998,4942,41835,0.88,21.62,6,0.001,257860,10888.3943359375,6051721.00625
258063,-1731.6648545999997,4943,41871,0.87,22.48,6,0.001,257960,10893.50185546875,4186416.36875
258069,-1712.7157299199998,4944,41874,0.87,22.48,6,,,,
258080,-1717.5547266199999,4945,41878,0.87,22.57,6,,,,
258086,-1718.2974995899997,4946,41886,0.87,22.57,6,0.001,257980,10874.821484375,5043163.925
258186,-1786.82675567,4947,41922,0.86,23.53,6,0.001,258080,10930.3595703125,4150685.065625
258286,-1807.4621957000002,4948,41986,0.85,24.48,6,0.001,258180,10808.6779296875,4726955.953125
258300,-1820.5783987599998,4949,41992,0.85,24.55,6,,,,
258305,-1807.7493152300003,4950,42014,0.85,24.15,6,0.001,258200,10820.35927734375,4642144.646875
258355,-1822.2739868,4951,42057,0.85,24.39,6,0.001,258240,10893.10517578125,5075074.453125
258364,-1770.16673953,4952,42066,0.86,23.48,6,0.001,258260,10921.0486328125,5370115.88125
258368,-1768.3634982500005,4953,42073,0.86,23.41,6,,,,
258380,-1760.8279479500002,4954,42102,0.86,23.48,6,,,,
258392,-1751.8896760100001,4955,42107,0.86,23.55,6,0.001,258280,11000.15703125,3730366.415625
258492,-1806.23074969,4956,42140,0.85,24.5,6,0.001,258380,10908.17734375,5038442.08125
258592,-1834.4042167300001,4957,42170,0.84,25.45,6,0.001,258480,10973.59736328125,4152733.625
258662,-1702.49210947,4958,42188,0.85,25.15,6,0.001,258560,10979.328515625,4861208.484375
258678,-1708.91136673,4959,42198,0.85,25.27,6,,,,
258683,-1707.0909316099999,4960,42205,0.85,25.2,6,0.001,258580,10937.31611328125,3994973.9875
258783,-1744.9363976999998,4961,42259,0.84,26.03,6,0.001,258680,10881.42119140625,4102363.8625
258799,-1747.27920139,4962,42275,0.84,26.09,6,,,,
258899,-1796.2150647600001,4963,42337,0.83,26.85,6,0.001,258780,10978.99501953125,5045613.4125
258948,-1806.9325465499999,4964,42363,0.83,27.29,6,0.001,258840,11022.09228515625,4532586.8
259048,-1846.6012385899999,4965,42384,0.82,28.26,6,0.001,258940,10954.3212890625,4410001.934375
259118,-1867.4647874,4966,42403,0.82,28.87,6,0.001,259000,10987.63154296875,4910742.475
259218,-1936.57483944,4967,42437,0.81,29.8,6,0.001,259100,11009.8216796875,4530010.1125
259222,-1936.44675653,4968,42474,0.81,29.79,6,0.001,259120,11031.92958984375,4745178.340625
259263,-1959.9010417099998,4969,42490,0.81,30.07,6,0.001,259160,10938.48427734375,4483652.715625
259270,-1960.8616385599996,4970,42498,0.81,30.1,6,,,,
259296,-1957.8319710700002,4971,42545,0.81,29.84,6,0.001,259180,10964.948046875,4632394.946875
259302,-1922.56155209,4972,42563,0.82,28.9,6,0.001,259200,10795.73564453125,5551602.2625
259306,-1911.0024602199999,4973,42571,0.82,28.86,6,,,,
259310,-1900.3944374700002,4974,42598,0.82,28.86,6,,,,
259410,-1938.47146638,4975,42617,0.82,28.86,6,0.001,259300,10975.14375,4294554.165625
259419,-1878.1214519699997,4976,42636,0.83,27.95,6,,,,
259422,-1854.3839106,4977,42643,0.83,27.87,6,0.001,259320,11033.941796875,4137768.48125
259427,-1853.8696492299996,4978,42650,0.83,27.83,6,,,,
259432,-1854.7849387399997,4979,42683,0.83,27.82,6,,,,
259532,-1875.76462527,4980,42737,0.82,28.74,6,0.001,259420,10953.49990234375,4998277.19375
259538,-1883.1398102199996,4981,42750,0.82,28.74,6,,,,
259553,-1888.53289299,4982,42770,0.82,28.84,6,0.001,259440,11010.6384765625,4570643.484375
259560,-1887.78963617,4983,42783,0.82,28.82,6,,,,
259596,-1895.90178113,4984,42797,0.82,29.13,6,0.001,259480,11038.8611328125,2983406.7515625
259609,-1894.4094829899998,4985,42811,0.82,29.08,6,0.001,259500,10852.89931640625,5897552.1
259614,-1895.01152023,4986,42874,0.82,29.01,6,,,,
259621,-1857.26837497,4987,42888,0.83,28.08,6,0.001,259520,10894.7443359375,6014696.675
259721,-1908.8310892200002,4988,42910,0.82,29.03,6,0.001,259620,10877.86650390625,5068313.528125
259727,-1908.29043184,4989,42912,0.82,29.05,6,,,,
259827,-1924.09980244,4990,42929,0.81,29.75,6,0.001,259720,10750.24609375,4467495.365625
259927,-1950.67403991,4991,42950,0.8,30.59,6,0.001,259820,10995.34296875,4138744.703125
259944,-1943.99668876,4992,42955,0.8,30.7,6,0.001,259840,10979.79658203125,4628307.7875
259964,-1949.32771272,4993,42976,0.8,30.79,6,0.001,259860,11076.9775390625,3471248.76875
260064,-2017.4606939499997,4994,43002,0.79,31.76,6,0.001,259960,10877.8796875,5451808.31875
260074,-2021.0930256899996,4995,43005,0.79,31.82,6,,,,
260077,-2019.5784840399997,4996,43058,0.79,31.76,6,,,,
260177,-2090.5556650699996,4997,43084,0.78,32.71,6,0.001,260060,11003.70576171875,4166281.26875
260190,-2101.62851736,4998,43115,0.78,32.74,6,0.001,260080,10850.49208984375,5069376.5
260202,-2101.96536169,4999,43124,0.78,32.79,6,0.001,260100,11196.836328125,3284971.034375
260207,-2070.20962297,5000,43141,0.79,31.84,6,,,,
260213,-2090.59578767,5001,43155,0.79,31.83,6,,,,
260313,-2001.23561097,5002,43206,0.79,31.83,6,0.001,260200,10974.66845703125,5298723.359375
260413,-2034.9615998499999,5003,43230,0.78,32.76,6,0.001,260300,10914.03857421875,4812062.6203125
260422,-2037.4036286799997,5004,43254,0.78,32.82,6,0.001,260320,10880.79423828125,4478008.1875
260429,-2036.2214489699995,5005,43262,0.78,32.82,6,,,,
260433,-2025.1382818299999,5006,43354,0.78,32.78,6,,,,
260438,-2021.1000361499996,5007,43356,0.78,32.69,6,,,,
260443,-2015.13741867,5008,43359,0.78,32.39,6,0.001,260340,11004.54912109375,4403587.515625
260453,-2004.87027762,5009,43372,0.78,32.43,6,,,,
260461,-2005.18506002,5010,43380,0.78,32.44,6,0.001,260360,10845.65478515625,6061089.44375
260561,-2037.10817348,5011,43427,0.77,33.17,5,0.001,260460,10994.06083984375,4723635.2375
260582,-2042.5063522,5012,43463,0.77,33.33,5,0.001,260480,11061.133984375,3631981.834375
260593,-1984.2835236200003,5013,43476,0.78,32.44,5,,,,
260693,-2070.4693064900002,5014,43537,0.78,32.44,5,0.001,260580,11072.084765625,4616409.81875
260702,-2091.56715969,5015,43541,0.78,32.5,5,0.001,260600,10871.63232421875,5565488.5
260718,-2094.86178564,5016,43552,0.78,32.63,5,,,,
260725,-2095.64327091,5017,43574,0.78,32.64,5,0.001,260620,10908.64248046875,5924810.30625
260729,-2092.70177114,5018,43611,0.78,32.56,5,,,,
260829,-2145.4043003399997,5019,43636,0.77,33.51,5,0.001,260720,11061.0654296875,3960438.4609375
260929,-2258.3510399899997,5020,43674,0.76,34.43,5,0.001,260820,10846.148046875,5407897.709375
260948,-2273.54589219,5021,43685,0.76,34.54,5,0.001,260840,11039.820703125,4835626.2109375
261048,-2306.8700273599998,5022,43713,0.75,35.49,5,0.001,260940,10797.6923828125,5539735.0
261054,-2304.9172548399997,5023,43736,0.75,35.49,5,,,,
261154,-2345.66703375,5024,43772,0.74,36.46,5,0.001,261040,10905.60107421875,3877365.290625
261162,-2351.8640063499997,5025,43776,0.74,36.3,5,0.001,261060,10961.25234375,5175568.15625
261262,-2459.8858806999997,5026,43814,0.73,37.11,5,0.001,261160,10863.24033203125,4841182.1
261295,-2480.6026980399997,5027,43842,0.73,37.4,5,0.001,261180,10832.77783203125,4764915.584375
261349,-2494.858534,5028,43868,0.73,37.88,5,0.001,261240,11144.9181640625,2557365.5875
261352,-2493.56229353,5029,43891,0.73,37.87,5,,,,
261452,-2520.6707300099997,5030,43935,0.72,38.85,5,0.001,261340,11037.94453125,4865874.203125
261552,-2548.6342812000003,5031,43956,0.71,39.47,5,0.001,261440,11036.87529296875,4006332.39375
261652,-2575.5627369900003,5032,43984,0.7,40.24,5,0.001,261540,10851.5578125,4393792.659375
261752,-2510.39329466,5033,44007,0.7,40.24,5,0.001,261640,10849.79453125,4804994.55
261783,-2328.76276568,5034,44035,0.71,39.55,5,0.001,261680,10929.7322265625,3428539.834375
261791,-2338.67597386,5035,44074,0.71,39.57,5,,,,
261891,-2373.28016434,5036,44097,0.7,40.4,5,0.001,261780,11068.86494140625,3613032.15625
261895,-2368.8965656299997,5037,44104,0.7,40.25,5,,,,
261898,-2368.3938693200002,5038,44106,0.7,40.24,5,,,,
261913,-2392.20558402,5039,44121,0.7,40.33,5,0.001,261800,10985.97548828125,3600104.865625
261916,-2389.8052229699997,5040,44123,0.7,40.24,5,,,,
261924,-2388.30657636,5041,44132,0.7,40.25,5,0.001,261820,10772.9900390625,5818389.975
261930,-2172.53031855,5042,44139,0.7,39.67,5,,,,
261937,-1990.8342129,5043,44157,0.71,38.74,5,,,,
261948,-2002.2528849999999,5044,44176,0.71,38.79,5,0.001,261840,10984.30341796875,5966724.334375
262023,-2014.0446370400002,5045,44197,0.71,39.43,5,0.001,261920,10849.7740234375,5205070.678125
262123,-2098.81303958,5046,44224,0.7,40.37,5,0.001,262020,10858.08349609375,5061745.128125
262132,-2052.28012613,5047,44233,0.71,39.46,5,,,,
262139,-2020.6349596900002,5048,44236,0.72,38.53,5,,,,
262147,-2018.4303881199999,5049,44245,0.72,38.47,5,0.001,262040,11049.90009765625,6087621.4
262153,-2019.4441058199998,5050,44248,0.72,38.48,5,,,,
262228,-2020.04351894,5051,44288,0.72,38.73,5,0.001,262120,10923.08974609375,4326743.678125
262233,-2016.0674215200002,5052,44291,0.72,38.69,5,,,,
262301,-2042.95120855,5053,44333,0.72,39.33,5,0.001,262200,10988.646484375,5314144.54375
262306,-2071.14168702,5054,44335,0.72,39.26,5,,,,
262309,-2078.7889886200005,5055,44342,0.72,39.17,5,,,,
262317,-2036.1139310400001,5056,44371,0.73,38.25,5,,,,
262327,-2011.74768052,5057,44385,0.74,37.35,5,0.001,262220,10974.26494140625,4821984.871875
