time/total timesteps,rollout/ep_rew_mean,time/episodes,time/time_elapsed,rollout/success rate,rollout/ep_len_mean,time/fps,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss
227455,-2005.20306137,3857,19068,0.87,26.37,11,,,,
227459,-2003.9043644800001,3858,19086,0.87,26.31,11,,,,
227476,-1937.4842012099998,3859,19106,0.88,25.48,11,0.001,227360,11795.162890625,4291628.603125
227489,-1937.82169606,3860,19126,0.88,25.53,11,0.001,227380,11639.02265625,5862785.746875
227493,-1936.8369587500001,3861,19133,0.88,25.49,11,,,,
227593,-2218.77042109,3862,19172,0.87,26.42,11,0.001,227480,11798.16201171875,5505990.2125
227600,-2221.09389396,3863,19179,0.87,26.45,11,,,,
227609,-2166.76471793,3864,19213,0.87,25.97,11,0.001,227500,11904.57119140625,3402281.9421875
227632,-2171.0798727700003,3865,19230,0.87,25.95,11,0.001,227520,11762.764453125,4825901.9375
227641,-2173.42807372,3866,19244,0.87,26.01,11,0.001,227540,11662.33896484375,6205631.734375
227652,-2183.7448717899997,3867,19253,0.87,26.03,11,,,,
227655,-2172.98097002,3868,19265,0.87,25.99,11,,,,
227755,-2217.4131935400005,3869,19298,0.86,26.95,11,0.001,227640,11744.18125,6142178.471875
227765,-2219.86837167,3870,19307,0.86,27.01,11,0.001,227660,11893.1302734375,3958532.31875
227865,-2255.37806824,3871,19342,0.85,27.96,11,0.001,227760,11852.71513671875,6339563.4046875
227874,-2212.45037939,3872,19346,0.85,27.73,11,,,,
227890,-2196.7817865599995,3873,19356,0.85,27.4,11,0.001,227780,11773.22724609375,5239880.184375
227898,-2023.5490198100001,3874,19364,0.86,26.48,11,,,,
227998,-2055.83169579,3875,19389,0.85,27.42,11,0.001,227880,11873.27392578125,4236167.9859375
228011,-2054.66924183,3876,19394,0.85,27.39,11,0.001,227900,11797.45888671875,6427173.925
228111,-2083.11351999,3877,19422,0.84,28.34,11,0.001,228000,11712.64189453125,4219404.828125
228119,-2074.9979899,3878,19430,0.84,28.16,11,,,,
228219,-2111.80767873,3879,19473,0.83,29.13,11,0.001,228100,11798.01083984375,4658441.465625
228319,-2122.353733,3880,19510,0.82,29.77,11,0.001,228200,11769.98134765625,3703019.3875
228325,-2091.1778267299997,3881,19539,0.82,29.72,11,0.001,228220,11805.89716796875,4937625.9
228404,-2024.5069981299998,3882,19569,0.82,29.77,11,0.001,228300,11787.60888671875,5386875.78125
228412,-2031.0115013599998,3883,19591,0.82,29.64,11,,,,
228416,-2013.3565416799995,3884,19598,0.82,29.47,11,,,,
228426,-2011.94395353,3885,19612,0.82,29.42,11,0.001,228320,11688.826171875,5942297.575
228434,-2013.50250739,3886,19660,0.82,29.43,11,,,,
228440,-1979.71131763,3887,19688,0.82,29.1,11,,,,
228540,-2033.7837030599999,3888,19712,0.81,30.04,11,0.001,228420,11839.94140625,5329319.8484375
228559,-2036.48200603,3889,19722,0.81,30.12,11,0.001,228440,11664.67333984375,5566756.409375
228564,-2036.5134899,3890,19725,0.81,30.07,11,0.001,228460,11746.196484375,5343489.1203125
228570,-2031.0906514299998,3891,19738,0.81,29.98,11,,,,
228638,-2061.8001957899996,3892,19789,0.81,30.61,11,0.001,228520,11749.39638671875,6328716.70625
228641,-2050.7710107499997,3893,19851,0.81,30.59,11,0.001,228540,11693.98486328125,4934140.553125
228668,-2053.72789712,3894,19863,0.81,30.64,11,0.001,228560,11871.651953125,4719789.340625
228683,-2061.6507939299995,3895,19878,0.81,30.67,11,0.001,228580,11678.29462890625,5011671.5875
228690,-2015.51880885,3896,19886,0.82,29.74,11,,,,
228695,-2043.1096315999998,3897,19904,0.82,29.66,11,,,,
228703,-2046.9761364199994,3898,19928,0.82,29.69,11,0.001,228600,11954.20146484375,3369353.890625
228721,-2057.45851339,3899,19968,0.82,29.77,11,0.001,228620,11693.1478515625,4785699.3875
228821,-2089.59597523,3900,20023,0.81,30.73,11,0.001,228720,11809.601171875,4973307.3875
228827,-2011.0654572100002,3901,20035,0.81,29.91,11,,,,
228835,-2011.4189437400003,3902,20039,0.81,29.92,11,,,,
228844,-2023.1077051300003,3903,20057,0.81,29.96,11,0.001,228740,11851.319921875,5016828.5015625
228944,-2109.3499993500004,3904,20106,0.8,30.88,11,0.001,228840,11745.90205078125,4736317.575
228949,-2107.36164508,3905,20114,0.8,30.84,11,,,,
228968,-2085.1591718500003,3906,20125,0.81,30.03,11,0.001,228860,11582.1931640625,7155028.4375
228972,-2085.34819839,3907,20163,0.81,30.03,11,,,,
228979,-2086.26232193,3908,20171,0.81,30.05,11,,,,
229079,-2131.89484053,3909,20227,0.8,30.99,11,0.001,228960,11820.51328125,4282812.065625
229087,-2123.4935385799995,3910,20261,0.8,31.02,11,0.001,228980,11849.23447265625,5318072.3953125
229167,-2358.60893309,3911,20281,0.8,31.68,11,0.001,229060,11688.4603515625,5325825.534375
229172,-2305.9827775699996,3912,20283,0.8,31.55,11,,,,
229272,-2345.4863303299994,3913,20307,0.79,32.29,11,0.001,229160,11813.3224609375,5644244.7
229279,-2345.5676087799993,3914,20315,0.79,32.31,11,,,,
229285,-2322.9861726199997,3915,20318,0.8,31.37,11,0.001,229180,11667.9701171875,6149892.825
229293,-2322.14131891,3916,20351,0.8,31.38,11,,,,
229393,-2384.1075528899996,3917,20428,0.79,32.33,11,0.001,229280,11745.9666015625,4863474.734375
229493,-2423.6447895699994,3918,20510,0.78,33.23,11,0.001,229380,11679.136328125,5210288.0984375
229498,-2422.7028525699993,3919,20523,0.78,33.23,11,,,,
229598,-2414.6463132699996,3920,20551,0.78,33.23,11,0.001,229480,11748.51494140625,4933427.8375
229608,-2414.055761,3921,20555,0.78,33.27,11,0.001,229500,11805.333984375,3942334.7625
229632,-2367.48190363,3922,20568,0.78,33.43,11,0.001,229520,11738.7447265625,4120087.7453125
229644,-2388.1711857900004,3923,20572,0.78,33.48,11,0.001,229540,11811.0044921875,4963922.178125
229744,-2441.3534061,3924,20610,0.77,34.42,11,0.001,229640,11733.3966796875,4800689.875
229756,-2441.62916198,3925,20670,0.77,34.38,11,,,,
229763,-2409.1835985399994,3926,20703,0.78,33.45,11,0.001,229660,11800.90107421875,4133980.971875
229776,-2427.99238323,3927,20718,0.78,33.49,11,,,,
229788,-2390.89262712,3928,20722,0.78,33.09,11,0.001,229680,11761.44755859375,3497101.3484375
229793,-2334.95032861,3929,20750,0.79,32.14,11,,,,
229801,-2328.35383233,3930,20774,0.79,32.19,11,0.001,229700,11807.80869140625,5748057.6296875
229807,-2284.79259095,3931,20787,0.8,31.25,11,,,,
229812,-2267.2107417099996,3932,20790,0.8,30.71,11,,,,
229911,-2305.7026567899998,3933,20818,0.8,31.66,11,0.001,229800,11713.04921875,4330331.365625
229920,-2308.4379607700002,3934,20826,0.8,31.73,11,,,,
229927,-2303.6054939200003,3935,20844,0.8,31.69,11,0.001,229820,11779.42021484375,4235481.296875
229954,-2300.2500487800003,3936,20867,0.8,31.93,11,0.001,229840,11772.4228515625,5418877.059375
229962,-2272.5493709299994,3937,20886,0.8,31.95,11,0.001,229860,11688.97080078125,5852176.10625
229974,-2275.4581606999996,3938,20930,0.8,32.02,10,,,,
229978,-2294.6660176899995,3939,20938,0.8,32.01,10,,,,
230004,-2248.7794407,3940,20970,0.81,31.27,10,0.001,229900,11693.3021484375,5461584.075
230009,-2241.18345456,3941,20973,0.81,31.09,10,,,,
230017,-2250.21724836,3942,20996,0.81,31.09,10,,,,
230025,-2245.6575774700004,3943,20999,0.81,30.92,10,0.001,229920,11914.98115234375,4389438.7578125
230038,-2227.20585918,3944,21034,0.81,30.72,10,,,,
230097,-2243.32090548,3945,21057,0.81,31.12,10,0.001,229980,11747.5208984375,5025409.925
230103,-2248.1873919899995,3946,21060,0.81,30.96,10,0.001,230000,11823.9375,4693384.10625
230108,-2250.0556417599996,3947,21073,0.81,30.97,10,,,,
230113,-2249.9059226299996,3948,21080,0.81,30.94,10,,,,
230120,-2211.8355586999996,3949,21108,0.82,30.01,10,,,,
230131,-2227.1275825099997,3950,21113,0.82,29.96,10,0.001,230020,11762.1759765625,4318238.596875
230140,-2192.2229938899995,3951,21121,0.82,29.39,10,,,,
230149,-2189.2092586,3952,21165,0.82,29.2,10,0.001,230040,11749.53125,5344610.221875
230249,-2228.3242900299997,3953,21204,0.81,30.16,10,0.001,230140,11674.04365234375,5098952.246875
230257,-2125.9639930599997,3954,21208,0.82,29.24,10,,,,
230264,-1877.9824325599998,3955,21211,0.83,28.31,10,0.001,230160,11745.0650390625,5575615.3875
230348,-1902.1064490699998,3956,21231,0.83,29.0,10,0.001,230240,11716.036328125,5121426.465625
230368,-1903.2475684600001,3957,21248,0.83,29.13,10,0.001,230260,11616.9703125,5694983.7390625
230399,-1907.97915119,3958,21261,0.83,29.4,10,0.001,230280,11717.68232421875,5675327.90625
230402,-1904.4913236200002,3959,21298,0.83,29.26,10,0.001,230300,11782.390625,4427269.49375
230406,-1890.3674304200001,3960,21305,0.83,29.17,10,,,,
230417,-1891.3522651400003,3961,21330,0.83,29.24,10,,,,
230423,-1600.45324854,3962,21333,0.84,28.3,10,0.001,230320,11708.08076171875,6317403.615625
230430,-1601.1070485400005,3963,21336,0.84,28.3,10,,,,
230441,-1599.4487492500002,3964,21406,0.84,28.32,10,0.001,230340,11763.09912109375,5302683.16875
230445,-1584.8867302500003,3965,21413,0.84,28.13,10,,,,
230449,-1572.9579237300004,3966,21476,0.84,28.08,10,,,,
230457,-1563.4954929600003,3967,21479,0.84,28.05,10,,,,
230557,-1603.3109051200001,3968,21543,0.83,29.02,10,0.001,230440,11599.90771484375,5861496.9
230562,-1558.2632393,3969,21546,0.84,28.07,10,0.001,230460,11759.23974609375,4816198.440625
230662,-1613.55700659,3970,21611,0.83,28.97,10,0.001,230560,11744.91787109375,4407805.415625
230762,-1613.7091043799996,3971,21642,0.83,28.97,10,0.001,230660,11683.9888671875,4913641.9078125
230768,-1612.7619933499998,3972,21655,0.83,28.94,10,,,,
230781,-1611.5197529399998,3973,21664,0.83,28.91,10,0.001,230680,11729.21455078125,7522179.553125
230814,-1619.6238970299996,3974,21677,0.83,29.16,10,0.001,230700,11771.38134765625,3354301.459375
230820,-1577.5035844899999,3975,21680,0.84,28.22,10,,,,
230825,-1576.12987114,3976,21692,0.84,28.14,10,0.001,230720,11724.58828125,5676516.4
230832,-1556.86210596,3977,21715,0.85,27.21,10,,,,
230838,-1576.9475305499998,3978,21728,0.85,27.19,10,,,,
230938,-1598.08401766,3979,21770,0.85,27.19,10,0.001,230820,11770.54150390625,6006424.125
231038,-1576.4781943499995,3980,21803,0.85,27.19,10,0.001,230920,11611.1201171875,5705500.4625
231045,-1586.6982218899998,3981,21811,0.85,27.2,10,0.001,230940,11757.3158203125,5009110.0125
231055,-1574.8581966699996,3982,21824,0.85,26.51,10,,,,
231107,-1580.5697982799998,3983,21841,0.85,26.95,10,0.001,231000,11851.69462890625,4026953.75
231111,-1580.1343155000002,3984,21848,0.85,26.95,10,,,,
231211,-1623.1277914600003,3985,21872,0.84,27.85,10,0.001,231100,11747.3111328125,4978428.721875
231221,-1622.6724201,3986,21881,0.84,27.87,10,0.001,231120,11691.663671875,5480324.371875
231321,-1673.3116771300001,3987,21930,0.83,28.81,10,0.001,231220,11677.48056640625,4730492.6046875
231326,-1618.07781559,3988,21932,0.84,27.86,10,,,,
231359,-1623.39394305,3989,21950,0.84,28.0,10,0.001,231240,11664.642578125,5535128.15625
231366,-1623.3751219200003,3990,21974,0.84,28.02,10,0.001,231260,11719.83681640625,4694994.546875
231372,-1624.6936100199998,3991,21976,0.84,28.02,10,,,,
231383,-1600.06349599,3992,21989,0.84,27.45,10,0.001,231280,11715.84140625,4910691.946875
231483,-1637.84675184,3993,22015,0.83,28.42,10,0.001,231380,11687.57919921875,5467502.946875
231583,-1972.3588919000001,3994,22033,0.82,29.15,10,0.001,231480,11680.52421875,5596691.9875
231591,-1963.17216916,3995,22052,0.82,29.08,10,,,,
231691,-2113.7609482899998,3996,22075,0.81,30.01,10,0.001,231580,11547.83662109375,6245415.21875
231751,-2185.2433857,3997,22087,0.81,30.56,10,0.001,231640,11695.08701171875,5265120.903125
231851,-2215.9938009199996,3998,22124,0.8,31.48,10,0.001,231740,11675.04482421875,4722779.04375
231951,-2238.5526579099997,3999,22154,0.79,32.3,10,0.001,231840,11739.21396484375,5049907.2
232051,-2499.73808131,4000,22180,0.79,32.3,10,0.001,231940,11749.136328125,6724419.46875
232057,-2500.0278562299995,4001,22183,0.79,32.3,10,,,,
232110,-2504.8660425899993,4002,22216,0.79,32.75,10,0.001,232000,11580.102734375,5084355.596875
232210,-2537.7473343,4003,22238,0.78,33.66,10,0.001,232100,11565.66298828125,4941975.9
232310,-2853.98748864,4004,22253,0.78,33.66,10,0.001,232200,11771.45791015625,4509209.3078125
232317,-2856.73319516,4005,22262,0.78,33.68,10,,,,
232339,-2838.9980861400004,4006,22283,0.78,33.71,10,0.001,232220,11533.59296875,7475657.76875
232344,-2840.0632640300005,4007,22290,0.78,33.72,10,0.001,232240,11601.48330078125,4783563.0
232352,-2839.03726192,4008,22339,0.78,33.73,10,,,,
232362,-2795.79207729,4009,22352,0.79,32.83,10,0.001,232260,11714.75400390625,4822776.246875
232375,-2796.6050262900008,4010,22367,0.79,32.88,10,,,,
232391,-2563.43185826,4011,22382,0.79,32.24,10,0.001,232280,11571.71357421875,4778541.403125
232407,-2566.95891494,4012,22388,0.79,32.35,10,0.001,232300,11711.51787109375,6381374.8
232412,-2523.10077323,4013,22405,0.8,31.4,10,,,,
232416,-2520.8580102399997,4014,22437,0.8,31.37,10,,,,
232516,-2568.9880235899996,4015,22498,0.79,32.31,10,0.001,232400,11632.2396484375,4552456.3375
232529,-2569.6629494399995,4016,22519,0.79,32.36,10,0.001,232420,11520.44541015625,6408854.8875
232534,-2506.8303217199996,4017,22542,0.8,31.41,10,,,,
232544,-2466.37154474,4018,22545,0.81,30.51,10,0.001,232440,11588.8783203125,5871119.3375
232547,-2465.4803926399995,4019,22588,0.81,30.49,10,,,,
232647,-2468.8134781299996,4020,22649,0.81,30.49,10,0.001,232540,11611.54287109375,5414625.803125
232658,-2479.10182419,4021,22733,0.81,30.5,10,,,,
232671,-2477.30663873,4022,22742,0.81,30.39,10,0.001,232560,11561.35439453125,5105922.6875
232684,-2456.2675980000004,4023,22747,0.81,30.4,10,0.001,232580,11530.0921875,5227761.8703125
232690,-2402.78781541,4024,22810,0.82,29.46,10,,,,
232704,-2403.80069908,4025,22814,0.82,29.48,10,0.001,232600,11539.7294921875,5987903.109375
232709,-2403.3418083,4026,22831,0.82,29.46,10,,,,
232809,-2423.5675829899997,4027,22858,0.81,30.33,10,0.001,232700,11504.2861328125,6113283.953125
232814,-2432.19898232,4028,22861,0.81,30.26,10,,,,
232816,-2430.5629621999997,4029,22863,0.81,30.23,10,,,,
232824,-2438.61247297,4030,22871,0.81,30.23,10,0.001,232720,11545.12509765625,5185076.253125
232840,-2454.87435275,4031,22876,0.81,30.33,10,,,,
232855,-2458.16747136,4032,22896,0.81,30.43,10,0.001,232740,11653.93876953125,4002298.50625
232866,-2422.5999323300002,4033,22900,0.81,29.55,10,0.001,232760,11682.2103515625,4601160.88125
232966,-2815.59359295,4034,22933,0.8,30.46,10,0.001,232860,11679.63486328125,4257408.56875
233066,-3072.02240269,4035,22953,0.79,31.39,10,0.001,232960,11567.80029296875,5096319.0828125
233166,-3116.2146743799995,4036,22985,0.78,32.12,10,0.001,233060,11597.45244140625,4600019.18125
233187,-3178.1244549799994,4037,22992,0.78,32.25,10,0.001,233080,11631.28310546875,4816602.2921875
233287,-3210.8210864899993,4038,23017,0.77,33.13,10,0.001,233180,11573.95703125,5558301.934375
233319,-3198.4634039499997,4039,23031,0.77,33.41,10,0.001,233200,11594.4880859375,5252302.8734375
233324,-3193.15090098,4040,23034,0.77,33.2,10,0.001,233220,11627.08896484375,5779578.19375
233341,-3204.2598896,4041,23054,0.77,33.32,10,0.001,233240,11548.8541015625,5519932.0328125
233359,-3187.4838882200006,4042,23064,0.77,33.42,10,,,,
233459,-3234.6210308799996,4043,23100,0.76,34.34,10,0.001,233340,11425.5916015625,7046366.4375
233464,-3233.7514102000005,4044,23107,0.76,34.26,10,0.001,233360,11586.72734375,4950108.240625
233473,-3204.4651245200007,4045,23146,0.76,33.76,10,,,,
233502,-3213.30261989,4046,23164,0.76,33.99,10,0.001,233400,11595.02109375,5711066.996875
233509,-3202.2314077700007,4047,23227,0.76,34.01,10,,,,
233536,-3219.0906916100002,4048,23250,0.76,34.23,10,0.001,233420,11595.89052734375,5982466.25
233541,-3229.3509230100003,4049,23252,0.76,34.21,10,0.001,233440,11611.45078125,3819189.36875
233546,-3208.2301897299994,4050,23255,0.76,34.15,10,,,,
233646,-3248.39834019,4051,23279,0.75,35.06,10,0.001,233540,11511.2845703125,5854866.040625
233651,-3256.16602229,4052,23301,0.75,35.02,10,,,,
233751,-3255.61332063,4053,23332,0.75,35.02,10,0.001,233640,11548.12490234375,6031880.196875
233756,-3254.69151173,4054,23355,0.75,34.99,10,,,,
233856,-3309.44106272,4055,23396,0.74,35.92,9,0.001,233740,11621.4412109375,3913400.415625
233865,-3281.9869533099995,4056,23399,0.74,35.17,9,0.001,233760,11634.48515625,5317228.01875
233965,-3318.13787168,4057,23416,0.73,35.97,9,0.001,233860,11846.7306640625,3192548.134375
233971,-3316.22027471,4058,23418,0.73,35.72,9,,,,
233987,-3320.1492803999995,4059,23489,0.73,35.85,9,0.001,233880,11672.44208984375,4160215.4546875
233990,-3320.12253836,4060,23501,0.73,35.84,9,,,,
234021,-3327.6313016,4061,23510,0.73,36.04,9,0.001,233920,11560.7841796875,5189786.36875
234027,-3326.7860158599997,4062,23528,0.73,36.04,9,,,,
234077,-3341.30161315,4063,23546,0.73,36.47,9,0.001,233960,11620.354296875,4928166.5734375
234107,-3346.46009057,4064,23570,0.73,36.66,9,0.001,234000,11580.0388671875,5320688.625
234207,-3392.4936396599996,4065,23613,0.72,37.62,9,0.001,234100,11539.39150390625,4782302.79375
234307,-3439.2068883,4066,23636,0.71,38.58,9,0.001,234200,11487.1126953125,5821467.228125
234407,-3476.0492413700003,4067,23669,0.7,39.5,9,0.001,234300,11516.00986328125,5379497.696875
234414,-3446.8313927200006,4068,23672,0.71,38.57,9,,,,
234452,-3457.3224776300003,4069,23687,0.71,38.9,9,0.001,234340,11499.70625,4758542.48125
234459,-3422.2764466400004,4070,23706,0.72,37.97,9,,,,
234559,-3422.11764604,4071,23727,0.72,37.97,9,0.001,234440,11394.89423828125,5025109.715625
234566,-3424.39904406,4072,23780,0.72,37.98,9,0.001,234460,11576.60625,4410046.659375
234573,-3433.54017825,4073,23804,0.72,37.92,9,,,,
234673,-3459.30916952,4074,23831,0.71,38.59,9,0.001,234560,11452.2859375,5676316.475
234678,-3459.33641159,4075,23844,0.71,38.58,9,,,,
234778,-3494.84456099,4076,23875,0.7,39.53,9,0.001,234660,11502.57138671875,4137669.1671875
234793,-3489.17297945,4077,23914,0.7,39.61,9,0.001,234680,11454.846484375,4453691.334375
234893,-3513.582624840001,4078,23974,0.69,40.55,9,0.001,234780,11476.855078125,5029560.515625
234990,-3489.28558464,4079,24005,0.7,40.52,9,0.001,234880,11417.004296875,5443654.353125
234997,-3483.89200958,4080,24018,0.71,39.59,9,,,,
235014,-3488.48306317,4081,24023,0.71,39.69,9,0.001,234900,11627.23828125,4776763.503125
235027,-3489.07229374,4082,24027,0.71,39.72,9,0.001,234920,11498.27041015625,3371132.76875
235033,-3474.91366172,4083,24030,0.71,39.26,9,,,,
235052,-3489.435536629999,4084,24046,0.71,39.41,9,0.001,234940,11423.3724609375,4393914.5265625
235058,-3445.2300905899992,4085,24059,0.72,38.47,9,,,,
235078,-3457.21423537,4086,24076,0.72,38.57,9,0.001,234960,11406.1615234375,5595947.4
235084,-3407.38266695,4087,24084,0.73,37.63,9,0.001,234980,11434.40517578125,4382410.86875
235184,-3439.692263430001,4088,24103,0.72,38.58,9,0.001,235080,11510.79912109375,4850092.5796875
235186,-3429.2256578300003,4089,24120,0.72,38.27,9,,,,
235190,-3437.9016342600003,4090,24133,0.72,38.24,9,,,,
235199,-3447.8417699600004,4091,24152,0.72,38.27,9,,,,
235212,-3444.0954471200007,4092,24176,0.72,38.29,9,0.001,235100,11444.35615234375,4502773.01875
235224,-3410.1321463600007,4093,24190,0.73,37.41,9,0.001,235120,11494.03955078125,4684138.89375
235231,-3068.45327637,4094,24218,0.74,36.48,9,,,,
235238,-3076.87659043,4095,24221,0.74,36.47,9,,,,
235246,-2915.5392352199992,4096,24229,0.75,35.55,9,0.001,235140,11572.915234375,3226492.9625
235251,-2813.0878552499994,4097,24247,0.75,35.0,9,,,,
235285,-2790.89625466,4098,24273,0.76,34.34,9,0.001,235180,11484.090625,5376505.565625
235385,-2808.93906487,4099,24298,0.76,34.34,9,0.001,235280,11461.474609375,4982015.4640625
235390,-2507.17422413,4100,24311,0.77,33.39,9,,,,
235402,-2509.72216883,4101,24320,0.77,33.45,9,0.001,235300,11515.976171875,5323649.98125
235412,-2494.6343823,4102,24339,0.77,33.02,9,,,,
235425,-2461.34872169,4103,24359,0.78,32.15,9,0.001,235320,11461.36875,4691804.90625
235433,-2069.79934882,4104,24362,0.79,31.23,9,,,,
235438,-2067.0342265599998,4105,24365,0.79,31.21,9,,,,
235538,-2125.31341081,4106,24389,0.78,31.99,9,0.001,235420,11490.01865234375,4280422.28125
235545,-2124.9855684500003,4107,24401,0.78,32.01,9,0.001,235440,11416.14775390625,5198221.578125
235549,-2123.99737547,4108,24404,0.78,31.97,9,,,,
235555,-2122.6796065199997,4109,24416,0.78,31.93,9,,,,
235655,-2158.15228315,4110,24458,0.77,32.8,9,0.001,235540,11415.99345703125,4555630.7796875
235660,-2165.40844702,4111,24491,0.77,32.69,9,,,,
235666,-2162.52260596,4112,24499,0.77,32.59,9,0.001,235560,11523.21455078125,4587557.671875
235766,-2209.2477937599997,4113,24525,0.76,33.54,9,0.001,235660,11540.52080078125,5428733.4671875
235866,-2237.68346291,4114,24568,0.75,34.5,9,0.001,235760,11393.1095703125,4449279.459375
235901,-2193.1959425900004,4115,24582,0.76,33.85,9,0.001,235800,11437.04560546875,5698340.865625
235933,-2209.6390977300002,4116,24601,0.76,34.04,9,0.001,235820,11301.41630859375,5782689.521875
236033,-2231.033658,4117,24620,0.75,34.99,9,0.001,235920,11486.24560546875,4433829.428125
236043,-2234.2568829200004,4118,24624,0.75,34.99,9,0.001,235940,11328.19453125,5068872.184375
236050,-2237.0410773,4119,24632,0.75,35.03,9,,,,
236108,-2232.1934505599997,4120,24651,0.76,34.61,9,0.001,236000,11444.41787109375,4253593.884375
236122,-2222.8757297800003,4121,24661,0.76,34.64,9,0.001,236020,11363.88203125,4724893.4125
236130,-2222.1053325099997,4122,24669,0.76,34.59,9,,,,
236135,-2220.1210947,4123,24681,0.76,34.51,9,,,,
236140,-2240.0494637799998,4124,24729,0.76,34.5,9,,,,
236145,-2256.73085713,4125,24742,0.76,34.41,9,0.001,236040,11523.79326171875,4399067.284375
236152,-2257.63000286,4126,24750,0.76,34.43,9,,,,
236182,-2225.21375822,4127,24778,0.77,33.73,9,0.001,236080,11575.26494140625,4161054.35
236189,-2217.08198381,4128,24786,0.77,33.75,9,,,,
236289,-2334.64263312,4129,24812,0.76,34.73,9,0.001,236180,11534.16982421875,4393107.3421875
236293,-2343.42950765,4130,24825,0.76,34.69,9,,,,
236313,-2338.90578487,4131,24847,0.76,34.73,9,0.001,236200,11390.9013671875,4810790.6328125
236315,-2353.99660741,4132,24854,0.76,34.6,9,,,,
236319,-2361.4401792099998,4133,24861,0.76,34.53,9,,,,
236346,-2001.98685421,4134,24873,0.77,33.8,9,0.001,236240,11472.17041015625,3787122.3328125
236365,-1756.9288450400002,4135,24890,0.78,32.99,9,0.001,236260,11394.0556640625,4612206.65625
236465,-1816.4680586500003,4136,24933,0.78,32.99,9,0.001,236360,11403.86494140625,3598266.48125
236469,-1752.0629204300003,4137,24951,0.78,32.82,9,,,,
236569,-1763.8600522800002,4138,24982,0.78,32.82,9,0.001,236460,11319.355078125,5490778.771875
236577,-1767.6963874499997,4139,24996,0.78,32.58,9,,,,
236605,-1771.7530031199997,4140,25003,0.78,32.81,9,0.001,236500,11404.5453125,4018922.51875
236609,-1760.1988318499996,4141,25016,0.78,32.68,9,,,,
236709,-1847.9483278,4142,25037,0.77,33.5,9,0.001,236600,11253.91865234375,6202959.1
236717,-1800.3466314100003,4143,25040,0.78,32.58,9,,,,
236722,-1800.63115196,4144,25069,0.78,32.58,9,0.001,236620,11415.8890625,5788787.971875
236727,-1809.0036462600006,4145,25071,0.78,32.54,9,,,,
236734,-1770.99427604,4146,25089,0.78,32.32,9,,,,
236739,-1770.3889754600002,4147,25091,0.78,32.3,9,,,,
236746,-1754.85868703,4148,25099,0.78,32.1,9,0.001,236640,11281.664453125,4916949.675
236755,-1745.0227018399999,4149,25148,0.78,32.14,9,,,,
236761,-1746.5207182400002,4150,25151,0.78,32.15,9,0.001,236660,11420.01806640625,5213390.88125
236773,-1730.4458465100001,4151,25200,0.79,31.27,9,,,,
236780,-1730.8070748900002,4152,25223,0.79,31.29,9,,,,
236880,-1814.70284194,4153,25267,0.79,31.29,9,0.001,236760,11358.9208984375,4429954.28125
236980,-1864.7790652400001,4154,25286,0.78,32.24,9,0.001,236860,11430.547265625,4793465.440625
236993,-1824.0651266600003,4155,25296,0.79,31.37,9,0.001,236880,11283.21005859375,5443595.6234375
236999,-1823.68659006,4156,25308,0.79,31.34,9,,,,
237006,-1786.28584301,4157,25331,0.8,30.41,9,0.001,236900,11418.68525390625,5519054.35
237015,-1785.92650861,4158,25340,0.8,30.44,9,,,,
237023,-1783.6114331900003,4159,25343,0.8,30.36,9,0.001,236920,11247.06201171875,4652139.059375
237029,-1785.7678142399998,4160,25351,0.8,30.39,9,,,,
237039,-1787.64097236,4161,25355,0.8,30.18,9,,,,
237083,-1801.2654147500004,4162,25372,0.8,30.56,9,0.001,236980,11298.03701171875,5575237.484375
237183,-1823.52996044,4163,25399,0.79,31.06,9,0.001,237080,11332.68974609375,5232783.1125
237197,-1819.32605757,4164,25429,0.79,30.9,9,,,,
237207,-1774.05994702,4165,25437,0.8,30.0,9,0.001,237100,11210.169140625,6201716.0
237232,-1732.8332733199998,4166,25443,0.81,29.25,9,0.001,237120,11191.232421875,5215635.046875
237263,-1778.4969059600003,4167,25465,0.82,28.56,9,0.001,237160,11293.431640625,5372760.896875
237363,-1839.2531704399998,4168,25487,0.81,29.49,9,0.001,237260,11222.71435546875,4150551.7359375
237372,-1829.9517202999998,4169,25520,0.81,29.2,9,,,,
237379,-1817.4211599799999,4170,25523,0.81,29.2,9,,,,
237394,-1793.89461124,4171,25559,0.82,28.35,9,0.001,237280,11217.249609375,4396290.440625
237400,-1792.1996936799999,4172,25607,0.82,28.34,9,,,,
237411,-1792.12145425,4173,25627,0.82,28.38,9,0.001,237300,11226.524609375,5359070.99375
237455,-1794.47098577,4174,25639,0.83,27.82,9,0.001,237340,11276.4744140625,4032256.5234375
237492,-1804.45051419,4175,25649,0.83,28.14,9,0.001,237380,11321.69091796875,4532645.40625
237592,-1863.8952527899999,4176,25690,0.83,28.14,9,0.001,237480,11386.92568359375,5226478.540625
237680,-1927.7696802100002,4177,25712,0.83,28.87,9,0.001,237560,11199.61220703125,4803667.7875
237692,-1881.5738723299999,4178,25721,0.84,27.99,9,0.001,237580,11242.88603515625,6432382.63125
237695,-1848.4160532,4179,25723,0.84,27.05,9,,,,
237747,-1853.33431704,4180,25762,0.84,27.5,9,0.001,237640,11327.4580078125,4176456.121875
